,Concept_ID,en,kk
90,Regen::N,rain,жаңбыр
91,Schnee::N,snow,қар
92,Eis::N,ice,мұз
93,Frost::N,frost,суық
94,Kälte::N,chill,ызғар
95,Kälte::N,chill,суықтық
96,Hitze::N,heat,аптап
97,Raureif::N,hoarfrost,қырау
98,Regenbogen::N,rainbow,кемпірқосақ
99,Donner::N,thunder,күн күркіреу
100,Strömung::N,current,ағын
101,Tropfen::N,drop,тамшы
102,Schaum::N,foam,көбік
103,Schmutz::N,dirt,кір
104,See::N,lake,көл
105,Sumpf::N,swamp,саз
106,Moor::N,moor,саз
107,Wiese::N,meadow,шалғын
108,Wald::N,forest,орман
109,Hügel::N,hill,төбе
110,Hügel::N,hill,белес
111,Hügel::N,hill,белес-белес
112,Anhöhe::N,elevation,дөң
113,Anhöhe::N,elevation,адыр
114,Anhöhe::N,elevation,қырат
115,Berg::N,mountain,тау
116,Gipfel::N,summit,төбе
117,Höhle::N,cave,үңгір
118,Abhang::N,slope,бауыр
119,Quelle::N,source,қайнар
120,Bach::N,brook,жылға
121,Fluss::N,river,өзен
122,Ufer::N,shore,жиек
123,Küste::N,coast,жиегі
124,Küste::N,coast,жағалау
125,Festland::N,land,құрылық
126,Meer::N,sea,теңіз
127,Bucht::N,cove,шығанақ
128,Insel::N,island,арал
129,Blume::N,flower,гүл
130,Gras::N,grass,от
131,Wurzel::N,root,түбір
132,Baum::N,tree,ағаш
133,Baum::N,tree,дарақ
134,Stamm::N,trunk,сояу
135,Stamm::N,trunk,оқпан
136,Rinde::N,bark,қабық
137,Ast::N,limb,бұтақ
138,Zweig::N,branch,шыбық
139,Blatt::N,leaf,жапырақ
140,Birke::N,birch,қайың
141,Kiefer[Baum]::N,pine,қарағай
142,Weide[Baum]::N,willow,тал
143,Tanne::N,fir,шырша
144,Horn::N,horn,мүйіз
145,Feder::N,feather,қаламұш
146,Fell::N,fur,тері
147,Flügel::N,wing,қанат
148,Klaue::N,claw,тырнақ
149,Kralle::N,claw,аяқ
150,Schwanz::N,tail,құйрық
151,Ei::N,egg,жұмыртқа
152,Nest::N,nest,ұя
153,Bau::N,lair,жатақ
154,Tier::N,animal,айуан
155,Tier::N,animal,жануар
156,Herde::N,flock,пада
157,Kuh::N,cow,сиыр
158,Bulle::N,bull,өгіз
159,Pferd::N,horse,жылқы
160,Schaf::N,sheep,қой
161,Schwein::N,pig,шошқа
162,Hund::N,dog,ит
163,Katze::N,cat,мысық
164,Bär::N,bear,аю
165,Eichhörnchen::N,squirrel,тиін
166,Elch::N,elk,бұғы
167,Fuchs::N,fox,түлкі
168,Hase::N,hare,қоян
169,Maus::N,mouse,қаптесер
170,Wolf::N,wolf,бөрі
171,Wolf::N,wolf,қасқыр
172,Vogel::N,bird,құс
173,Schwarm::N,swarm,топ
174,Schwarm::N,swarm,үйір
175,Huhn::N,chicken,тауық
176,Huhn::N,chicken,мекиен
177,Hahn::N,cock,әтеш
178,Hahn::N,cock,қораз
179,Gans::N,goose,қаз
180,Adler::N,eagle,бүркіт
181,Ente::N,duck,үйрек
182,Eule::N,owl,жапалақ
183,Kranich::N,crane,тырна
184,Krähe::N,crow,қарға
185,Kuckuck::N,cuckoo,көкек
186,Schwan::N,swan,аққу
187,Fisch::N,fish,балық
188,Barsch::N,perch,алабұға
189,Hecht::N,pike,шортан
190,Schlange[Tier]::N,snake,жылан
191,Wurm::N,worm,шұбалшаң
192,Spinne::N,spider,өрмекші
193,Ameise::N,ant,қүмырска
194,Laus::N,louse,бит
195,Mücke::N,midge,маса
196,Fliege::N,fly,шыбын
197,Schmetterling::N,butterfly,көбелек
198,Beere::N,berry,жидек
199,Apfel::N,apple,алма
200,Pilz::N,mushroom,қозықұйрық
201,Pilz::N,mushroom,саңыраукулақ
202,Zwiebel::N,onion,жуа
203,Saat::N,seed,тұқым
204,Korn::N,grain,дән
205,Heu::N,hay,шөп
206,Schale::N,husk,қабық
207,Schale::N,husk,қабығы
208,Grube::N,pit,ор
209,Falle::N,trap,дұзақ
210,Falle::N,trap,қақпан
211,Schlinge::N,noose,ілмек
212,Spur::N,track,із
213,Asche::N,ashes,күл
214,Dreck::N,filth,былғаныш
215,Eisen::N,iron,темір
216,Gold::N,gold,алтын
217,Silber::N,silver,күміс
218,Kohle::N,coal,көмір
219,Glas::N,glass,шыны
220,Lehm::N,clay,балшық
221,Sand::N,sand,құм
222,Mensch::N,human,адам
223,Mann::N,man,еркек
224,Mann::N,man,ер адам
225,Frau::N,woman,бике
226,Frau::N,woman,қатын
227,Kind::N,child,бала
228,Kind::N,child,перзент
229,Junge::N,boy,бала
230,Junge::N,boy,ер бала
231,Mädchen::N,girl,қыз
232,Familie::N,family,жанұя
233,Großvater::N,grandfather,ата
234,Großmutter::N,grandmother,әже
235,Großmutter::N,grandmother,әжей
236,Eltern::N,parents,ата-аналар
237,Vater::N,father,әке
238,Mutter::N,mother,ана
239,Sohn::N,son,ұл
240,Tochter::N,daughter,қызым
241,Bruder::N,brother,бауырым
242,Schwester::N,sister,әпке
243,Onkel::N,uncle,көке
244,Tante::N,aunt,тәте
245,Ehemann::N,husband,ер
246,Ehefrau::N,wife,зайып
247,Freude::N,joy,қуаныш
248,Freude::N,joy,сүйініш
249,Freude::N,joy,шат-думан
250,Freude::N,joy,қуаныштылық
251,Gelächter::N,laughter,күлу
252,Glück::N,happiness,бақыт
253,Glück::N,happiness,бақыттылық
254,Kummer::N,grief,аза
255,Kummer::N,grief,қайғы
256,Kummer::N,grief,қасырет
257,Wunsch::N,wish,мүдде
258,Lust::N,desire,тәбет
259,Lust::N,desire,ынтызар
260,Lust::N,desire,құштарлық
261,Geist::N,spirit,рух
262,Gedanke::N,thought,ой
263,Gedächtnis::N,memory,ес
264,Gedächtnis::N,memory,жады
265,Gedächtnis::N,memory,ақыл-ес
266,Verstand::N,mind,ақыл
267,Verstand::N,mind,парасат
268,Sinn::N,meaning,мән
269,Sinn::N,meaning,маныз
270,Sinn::N,meaning,мағына
271,Sinn::N,meaning,мән-мағына
272,Grund::N,reason,себеп
273,Wahrheit::N,truth,рас
274,Gespräch::N,talk,әңгіме
275,Märchen::N,fairy tale,ертеп
276,Märchen::N,fairy tale,ертек
277,Erzählung::N,story,әңгіме
278,Nachricht::N,message,хабар
279,Neuigkeit::N,news,жаңалық
280,Name::N,name,ат
281,Name::N,name,атау
282,Rätsel::N,puzzle,жұмбақ
283,Rede::N,speech,сөз
284,Sprache::N,language,тіл
285,Stimme::N,voice,үн
286,Stimme::N,voice,әуен
287,Stimme::N,voice,дауыс
288,Wort::N,word,сөз
289,Zeichen::N,sign,ишара
290,Ruf::N,call,айғай
291,Lärm::N,noise,айғай-шу
292,Lärm::N,noise,айғай-ұйғай
293,Laut::N,sound,дыбыс
294,Laut::N,sound,дауыс
295,Ton::N,tone,әуен
296,Lied::N,song,ән
297,Lied::N,song,жыр
298,Lied::N,song,ән-жыр
299,Ruhe::N,calm,тыныштық
300,Leute::N,people,кісілер
301,Volk::N,nation,халық
302,Arbeit::N,work,еңбек
303,Gast::N,guest,қонақ
304,Gast::N,guest,мейман
305,Geschenk::N,gift,қадия
306,Spiel::N,game,ойын
307,Gesellschaft::N,company,қауым
308,Gesellschaft::N,company,жұртшылық
309,Hilfe::N,help,жэрдем
310,Freund::N,friend,дос
311,Kamerad::N,companion,дос-жар
312,Angelegenheit::N,matter,жұмыс
313,Anzahl::N,count,сан
314,Anzahl::N,count,саны
315,Art::N,sort,түр
316,Stück::N,piece,тілім
317,Teil::N,part,үлес
318,Teil::N,part,бөлшек
319,Hälfte::N,half,жарты
320,Kreis::N,circle,шеңбер
321,Kreuz::N,cross,крест
322,Linie::N,line,сызық
323,Strich::N,stroke,сызық
324,Abstand::N,gap,ара
325,Abstand::N,gap,аралық
326,Entfernung::N,distance,аралық
327,Gegend::N,area,өңір
328,Platz::N,space,орны
329,Ort::N,place,орын
330,Seite::N,side,жақ
331,Seite::N,side,бүйір
332,Mitte::N,middle,ортасы
333,Gegenstand::N,item,зат
334,Gegenstand::N,item,нәрсе
335,Sache::N,thing,бұйым
336,Rand::N,fringe,шет
337,Rand::N,fringe,шеті
338,Kante::N,edge,қыр
339,Kante::N,edge,қыры
340,Ecke::N,corner,қыры
341,Ecke::N,corner,бұрыш
342,Spitze::N,tip,ұшы
343,Ende::N,end,аяқ
344,Ende::N,end,соңы
345,Loch::N,hole,тесік
346,Winkel::N,angle,мүйіс
347,Muster::N,pattern,мәнер
348,Größe::N,size,ауқым
349,Größe::N,size,көлемдік
350,Länge::N,length,бой
351,Länge::N,length,ұзындық
352,Höhe::N,height,жоғарылық
353,Höhe::N,height,биіктік
354,Gewicht::N,weight,салмақ
355,Menge::N,amount,мөлшер
356,Haufen::N,heap,үйме
357,Haufen::N,heap,үйінді
358,Reihe::N,row,сап
359,Boot::N,boat,қайық
360,Ruder::N,oar,ескек
361,Schlitten::N,sleigh,шана
362,Ski::N,ski,шаңғы
363,Lagerfeuer::N,campfire,алау
364,Last::N,load,ауырлық
365,Last::N,load,ауыр зат
366,Gang::N,walk,жүріс
367,Schritt::N,step,адым
368,Norden::N,north,солтүстік
369,Norden::N,north,терістік
370,Süden::N,south,оңтүстік
371,Westen::N,west,батыс
372,Osten::N,east,күншығыс
373,Holz::N,wood,ағаш
374,Holz::N,wood,сүрек
375,Brett::N,board,тақта
376,Platte::N,slab,тақта
377,Stütze::N,bracket,тіреу
378,Stange::N,pole,қада
379,Stock::N,stick,сойыл
380,Stab::N,staff,сырық
381,Rohr::N,pipe,құбыр
382,Haus::N,house,үй
383,Heim::N,home,үйлі
384,Heim::N,home,шаңырақ
385,Ofen::N,stove,ошақ
386,Ofen::N,stove,пеш
387,Fußboden::N,floor,еден
388,Tisch::N,table,үстел
389,Stuhl::N,chair,орындық
390,Wiege::N,cradle,бесік
391,Bett::N,bed,кереует
392,Regal::N,shelf,сөре
393,Kiste::N,box,жәшік
394,Fenster::N,window,терезе
395,Tür::N,door,есік
396,Tor::N,gate,дарбаза
397,Zaun::N,fence,дуал
398,Dach::N,roof,шатыр
399,Leiter::N,ladder,саты
400,Leiter::N,ladder,басқыш
401,Besen::N,broom,сыпырғыш
402,Spaten::N,spade,күрек
403,Schaufel::N,shovel,қалақ
404,Gabel::N,fork,аша
405,Gabel::N,fork,шанышқы
406,Löffel::N,spoon,қасық
407,Messer::N,knife,пышақ
408,Nagel::N,nail,мық
409,Nagel::N,nail,шеге
410,Netz::N,net,керегекөз
411,Haken::N,hook,ілмек
412,Griff::N,handle,сап
413,Griff::N,handle,тұтқа
414,Schloss::N,lock,құлып
415,Schloss::N,lock,бекіткіш
416,Bild::N,picture,сурет
417,Figur::N,figure,тұлға
418,Puppe::N,doll,қуыршақ
419,Beutel::N,pouch,қапшық
420,Bündel::N,bundle,байлам
421,Tasche::N,bag,дорба
422,Eimer::N,bucket,шелек
423,Deckel::N,cover,жапқыш
424,Geschirr::N,dishes,ыдыс
425,Sack::N,sack,қап
426,Tasse::N,cup,шыныаяқ
427,Topf::N,pot,кәстрөл
428,Kessel::N,kettle,қазан
429,Essen::N,meal,ас
430,Nahrung::N,food,ас
431,Nahrung::N,food,тамақ
432,Speise::N,dish,тағам
433,Fleisch::N,meat,ет
434,Getreide::N,corn,дәнді
435,Brei::N,mush,ботқа
436,Brot::N,bread,күлше
437,Scheibe::N,slice,тілім
438,Fett::N,fat,май
439,Butter::N,butter,май
440,Öl::N,oil,май
441,Salz::N,salt,тұз
442,Suppe::N,soup,көже
443,Honig::N,honey,бал
444,Milch::N,milk,сүт
445,Tee::N,tea,шай
446,Leder::N,leather,көн
447,Wolle::N,wool,жүн
448,Stoff::N,cloth,мата
449,Stoff::N,cloth,кездеме
450,Nadel::N,needle,ине
451,Faden::N,thread,жіп
452,Knopf::N,button,түйме
453,Knoten::N,knot,түйін
454,Farbe::N,paint,рең
455,Kleidung::N,clothes,киім
456,Hemd::N,shirt,жейде
457,Kragen::N,collar,жаға
458,Ärmel::N,sleeve,жең
459,Hose::N,trousers,шалбар
460,Gürtel::N,belt,белбеу
461,Mütze::N,cap,қалпақ
462,Schuh::N,shoe,кебіс
463,Stiefel::N,boot,етік
464,Ring::N,ring,жүзік
465,Band::N,ribbon,таспа
466,Kamm::N,comb,тарақ
467,Spiegel::N,mirror,айна
468,Riemen::N,strap,қайыс
469,Schnur::N,string,жіп
470,Leine::N,leash,тізгін
471,Decke::N,blanket,көрпе
472,Kissen::N,pillow,жастық
473,Tuch::N,scarf,орамал
474,Handtuch::N,towel,сүлгі
475,Kraft::N,force,қуат
476,Kraft::N,force,қарқын
477,Kraft::N,force,әл-шама
478,Kraft::N,force,әл-дәрмен
479,Stärke::N,strength,әл
480,Stärke::N,strength,күш
481,Gesundheit::N,health,денсаулык
482,Krankheit::N,illness,ауру
483,Schmerz::N,pain,ауру
484,Wunde::N,wound,зақым
485,Wunde::N,wound,жарақат
486,Fieber::N,fever,безгек
487,Fieber::N,fever,қалтырау
488,Fieber::N,fever,қызу көтерілуі
489,Arznei::N,medicine,дәрі
490,Arznei::N,medicine,дәрі-дәрмек
491,Brücke::N,bridge,көпір
492,Brunnen::N,well,құдық
493,Weide::N,pasture,өріс
494,Weide::N,pasture,жайылым
495,Pfad::N,path,жол
496,Weg::N,way,жол
497,Straße::N,road,жол
498,Dorf::N,village,ауыл
499,Stadt::N,town,қала
500,Stadt::N,town,шаһар
501,Brief::N,letter,хат
502,Brief::N,letter,жазу
503,Buch::N,book,кітап
504,Buchstabe::N,character,әріп
505,Buchstabe::N,character,қаріп
506,Zeitung::N,newspaper,газет
507,Leben::N,life,өмір
508,Leben::N,life,тіршілік
509,Tod::N,death,опат
510,Grab::N,grave,мола
511,Grab::N,grave,мазар
512,Kirche::N,church,шіркеу
513,Sünde::N,sin,күнә
514,Gott::N,god,алла
515,Gott::N,god,құдай
516,Gott::N,god,тәңірі
517,Gott::N,god,пәруардігер
518,Gott::N,god,жаратқан тәңірі
519,Arbeiter::N,worker,жүмысшы
520,Chef::N,boss,басшы
521,Chef::N,boss,жұмыс басқарушысы
522,Meister::N,master,шебер
523,Meister::N,master,өнерпаз
524,Arzt::N,doctor,дәрігер
525,Lehrer::N,teacher,мұғалім
526,Geld::N,money,пұл
527,Geschäft::N,business,бизнес
528,Laden::N,shop,дүкен
529,Preis::N,price,ақы
530,Preis::N,price,құны
531,Preis::N,price,нарық
532,Ware::N,ware,тауар
533,Nutzen::N,profit,пайда
534,Reichtum::N,wealth,бақ-дәулет
535,Welt::N,world,әлем
536,Welt::N,world,жиһан
537,Land::N,country,аймақ
538,Staat::N,state,мемлекет
539,König::N,king,патша
540,Macht::N,power,өкімет
541,Macht::N,power,қожалық
542,Grenze::N,border,шек
543,Krieg::N,war,соғыс
544,Feind::N,enemy,жау
545,Feind::N,enemy,дұшпан
546,Gewalt::N,violence,зорлык
547,Gewalt::N,violence,зорлық-зомбылык
548,Kampf::N,fight,күрес
549,Kampf::N,fight,алыспақ
550,Bogen[Waffe]::N,bow,саржа
551,Pfeil::N,arrow,жебе
552,Gewehr::N,gun,қару
553,Fehler::N,mistake,әбес
554,Fehler::N,mistake,қаталық
555,Lüge::N,lie,өтірік
556,Schaden::N,damage,зиян
557,Schaden::N,damage,зарар
558,Unglück::N,misfortune,пәле
559,Unglück::N,misfortune,қасырет
560,Unglück::N,misfortune,ауыртпалық
561,Schuld::N,fault,айыптылық
562,Alter::N,age,жас
563,Alter::N,age,жас шамасы
564,Schluss::N,conclusion,ада
565,Schluss::N,conclusion,бітуі
566,Zeit::N,time,уақыт
567,Tag::N,day,күн
568,Morgen::N,morning,таң
569,Morgen::N,morning,таңертең
570,Mittag::N,noon,талтүс
571,Abend::N,evening,кеш
572,Nacht::N,night,түн
573,Woche::N,week,апта
574,Monat::N,month,ай
575,Jahr::N,year,жыл
576,Frühling::N,spring,көктем
577,Sommer::N,summer,жаз
578,Herbst::N,autumn,күз
579,Winter::N,winter,қыс
580,Januar::N,January,каңтар
581,Februar::N,February,ақпан
582,März::N,March,наурыз
583,April::N,April,сәуір
584,Mai::N,May,мамыр
585,Juni::N,June,маусым
586,Juli::N,July,шілде
587,August::N,August,сүмбіле
588,August::N,August,тамыз
589,September::N,September,қыркүйек
590,Oktober::N,October,ақырап
591,November::N,November,қараша
592,Dezember::N,December,желтоқсан
593,Montag::N,Monday,дүйсенбі
594,Dienstag::N,Tuesday,сейсенбі
595,Mittwoch::N,Wednesday,сәрсенбі
596,Donnerstag::N,Thursday,бейсенбі
597,Freitag::N,Friday,жұма
598,Samstag::N,Saturday,сенбі
599,Sonntag::N,Sunday,жексембі
600,groß::A,big,алпамсадай
601,klein::A,little,кішкене
602,klein::A,little,қарғадай
603,lang::A,long,сопақ
604,lang::A,long,сорайған
605,kurz::A,short,кеспелтек
606,breit::A,wide,айдынды
607,schmal::A,narrow,қысық
608,dicht::A,dense,жиі
609,dick[Gegenstand]::A,thick,шомбал
610,dünn::A,thin,жұқа
611,dünn::A,thin,жіңішке
612,fein::A,delicate,қаңылтақ
613,fest::A,firm,берік
614,fest::A,firm,мызғымас
615,flach::A,flat,жалпак
616,glatt::A,smooth,типыл
617,hart::A,hard,қатты
618,weich::A,soft,жұмсақ
619,rund::A,round,домалақ
620,spitz::A,pointed,үшкір
621,scharf::A,sharp,сүйрік
622,stumpf::A,blunt,доғал
623,stumpf::A,blunt,өтпейтін
624,schwer::A,heavy,салмақты
625,schön::A,beautiful,сұлу
626,heiß::A,hot,ыссы
627,warm::A,warm,жылы
628,kalt::A,cold,аязды
629,kühl::A,cool,салқын
630,frisch::A,fresh,таза
631,frisch::A,fresh,жаңа
632,feucht::A,damp,нам
633,feucht::A,damp,дымқылды
634,nass::A,wet,сулы
635,trocken::A,dry,құрғақ
636,voll::A,full,толы
637,leer::A,empty,бос
638,offen::A,open,ашып қойылған
639,geschlossen::A,closed,жабулы
640,sauber::A,clean,дақсыз
641,sauber::A,clean,мұнтаздай
642,schmutzig::A,dirty,айғыз
643,schmutzig::A,dirty,сатпақ
644,schmutzig::A,dirty,сатал-сатал
645,roh::A,raw,шикі
646,reif::A,ripe,піскен
647,lecker::A,delicious,дәмді
648,süß::A,sweet,тәтті
649,bitter::A,bitter,ащы
650,sauer::A,sour,қышқыл
651,hell::A,bright,жарық
652,hell::A,bright,жарқын
653,dunkel::A,dark,қараңғы
654,schwarz::A,black,қара
655,weiß::A,white,ақ
656,rot::A,red,қызыл
657,gelb::A,yellow,сары
658,blau::A,blue,көк
659,grün::A,green,жасыл
660,grau::A,grey,бозамық
661,bunt::A,colourful,алабажак
662,bunt::A,colorful,алабажак
663,billig::A,cheap,арзан
664,teuer::A,dear,бағалы
665,wertvoll::A,precious,құнды
666,wertvoll::A,precious,қымбат
667,blind::A,blind,көзсіз
668,blind::A,blind,көр
669,blind::A,blind,көр_соқыр
670,taub::A,deaf,керең
671,taub::A,deaf,саңырау
672,kräftig::A,powerful,қуатты
673,kräftig::A,powerful,қарымды
674,stark::A,strong,білекті
675,schwach::A,weak,әлсіз
676,schwach::A,weak,күшсіз
677,schwach::A,weak,қайратсыз
678,fett::A,fat,семіз
679,schlank::A,slim,ашаң
680,hübsch::A,pretty,ажарлы
681,hübsch::A,pretty,шырайлы
682,böse::A,evil,өш
683,böse::A,evil,сұм
684,böse::A,evil,жауыз
685,dumm::A,stupid,көкми
686,dumm::A,stupid,ақымақ
687,dumm::A,stupid,миы жоқ
688,faul::A,lazy,жалқау
689,faul::A,lazy,еріншек
690,fleißig::A,diligent,ұқыпты
691,geizig::A,stingy,сараң
692,klug::A,clever,жетік
693,klug::A,clever,ақылды
694,geschickt::A,skilful,шебер
695,geschickt::A,skillful,шебер
696,lieb::A,dear,абзал
697,lieb::A,dear,айналайын
698,lustig::A,merry,көңілді
699,sanft::A,gentle,жуас
700,hungrig::A,hungry,аш
701,krank::A,sick,кеселді
702,nackt::A,naked,жалаңаш
703,traurig::A,sad,қапа
704,lebendig::A,living,тірі
705,lebendig::A,living,жанды
706,gut::A,good,жақсы
707,schlecht::A,bad,жаман
708,richtig::A,correct,дұрыс
709,schlimm::A,nasty,жаман
710,wahr::A,true,нағыз
711,alt::A,old,ескі
712,neu::A,new,жаңа
713,ehemalig::A,former,өткен
714,ehemalig::A,former,бұрынғы
715,alt[Lebewesen]::A,aged,кексе
716,jung::A,young,науша
717,arm::A,poor,кедей
718,arm::A,poor,дәулетсіз
719,reich::A,rich,малды
720,bekannt::A,familiar,таныс
721,bekannt::A,familiar,көзтаныс
722,berühmt::A,famous,атақты
723,fremd::A,foreign,бөтен
724,verschieden::A,different,түрлі
725,nah::A,near,жуық
726,nah::A,near,етене
727,fern::A,far,алыс
728,fern::A,far,алыстағы
729,linker::A,left,сол
730,linker::A,left,солшыл
731,rechter::A,right,оң
732,anderer::A,other,өзге
733,anderer::A,other,былайғы
734,erster::A,first,алғашқы
735,zweiter::A,second,екінші
736,dritter::A,third,үшінші
737,letzter::A,last,артқы
738,letzter::A,last,кейінгі
739,allein::ADV,alone,серіксіз
740,auf einmal::ADV,at once,бірден
741,zusammen::ADV,together,бірлесіп
742,lange::ADV,long,ұзақ
743,plötzlich::ADV,suddenly,кенет
744,sofort::ADV,instantly,әне-міне дегенше
745,später::ADV,later,артынан
746,jetzt::ADV,now,енді
747,jetzt::ADV,now,қазір
748,heute::ADV,today,бүгін
749,morgen::ADV,tomorrow,ертең
750,bald::ADV,soon,тез
751,dann::ADV,then,онан соң
752,dann::ADV,then,сонан соң
753,gestern::ADV,yesterday,кеше
754,einst::ADV,once,бірде
755,einst::ADV,once,бір кезде
756,damals::ADV,at that time,анада
757,danach::ADV,afterwards,онан соң
758,danach::ADV,afterwards,сонан соң
759,vorher::ADV,before,бұрын
760,zuerst::ADV,at first,әуелі
761,zuerst::ADV,at first,алдымен
762,einmal::ADV,once,бір жолы
763,manchmal::ADV,sometimes,кейде
764,oft::ADV,often,ылғи
765,immer::ADV,always,өнебойы
766,niemals::ADV,never,ешуақытта
767,hier::ADV,here,бұнда
768,hier::ADV,here,осында
769,hierhin::ADV,hither,бермен
770,hierhin::ADV,to here,бермен
771,hierhin::ADV,here,бермен
772,von hier::ADV,hence,бер жақтан
773,dort::ADV,there,анда
774,dorthin::ADV,thither,әрі
775,dorthin::ADV,there,әрі
776,dorthin::ADV,to there,әрі
777,geradeaus::ADV,ahead,тура
778,vorwärts::ADV,forward,ілгері
779,rückwärts::ADV,backward,артқа
780,zurück::ADV,back,кейін қарай
781,unten::ADV,below,төменде
782,hinab::ADV,down,астына
783,hinab::ADV,down,төмен
784,oben::ADV,above,жоғарыда
785,hinauf::ADV,up,өрге
786,überall::ADV,everywhere,әрқайда
787,nicht::ADV,not,емес
788,ein wenig::ADV,a little,азырақ
789,ein wenig::ADV,a little,аздаған
790,ein wenig::ADV,a little,азғантай
791,kaum::ADV,hardly,зорға
792,sehr::ADV,very,орасан
793,so::ADV,so,бұлай
794,so::ADV,so,былайша
795,noch::ADV,still,әлі
796,nur::ADV,only,ғана
797,schon::ADV,already,түге
798,wieder::ADV,again,жаңа
799,wieder::ADV,again,қайта
800,wieder::ADV,again,жаңадан
801,vergebens::ADV,in vain,бекер
802,vor::PRP,in front of,алды
803,hinter::PRP,behind,артынан
804,unter::PRP,under,түп
805,unter::PRP,under,маңында
806,durch::PRP,through,арқылы
807,neben::PRP,next to,іргеде
808,neben::PRP,next to,жанында
809,zwischen::PRP,between,арада
810,wegen::PRP,because of,үшін
811,dies::PRN,this,бұ
812,dies::PRN,this,осы
813,das::PRN,that,сол
814,alles::PRN,everything,дүйім
815,alles::PRN,everything,күллі
816,ich::PRN,I,мен
817,du::PRN,you,сен
818,du::PRN,thou,сен
819,er::PRN,he,ол
820,wir::PRN,we,біз
821,ihr::PRN,you,сіз
822,sie::PRN,they,олар
823,was::FPRN,what,не
824,wer::FPRN,who,кім
825,wo::FADV,where,кәні
826,wo::FADV,where,қайда
827,wohin::FADV,where ... to,қайда
828,wohin::FADV,where to,қайда
829,wohin::FADV,where,қайда
830,wie::FADV,how,калай
831,warum::FADV,why,неғып
832,wieviel::FNUM,how much,неше
833,wieviel::FNUM,how much,қанша
834,eins::NUM,one,бір
835,zwei::NUM,two,екі
836,drei::NUM,three,үш
837,vier::NUM,four,төрт
838,fünf::NUM,five,бес
839,sechs::NUM,six,алты
840,sieben::NUM,seven,жеті
841,acht::NUM,eight,сегіз
842,neun::NUM,nine,тоғыз
843,zehn::NUM,ten,он
844,elf::NUM,eleven,он бір
845,zwölf::NUM,twelve,он екі
846,zwanzig::NUM,twenty,жиырма
847,dreißig::NUM,thirty,отыз
848,vierzig::NUM,forty,қырық
849,fünfzig::NUM,fifty,елу
850,sechzig::NUM,sixty,алпыс
851,siebzig::NUM,seventy,жетпіс
