,Concept_ID,no,la
857,geboren werden::V,fødes,nasci
858,atmen::V,ånde,spirare
859,atmen::V,puste,spirare
860,trinken::V,drikke,bibere
861,essen::V,spise,edere
862,schlucken::V,svelge,devorare
863,müde werden::V,bli trett,fatigari
864,einschlafen::V,sovne,obdormiscere
865,schlafen::V,sove,dormire
866,aufwachen::V,våkne,expergisci
867,aufstehen::V,stå opp,exsurgere
868,sich erholen::V,bli bra,se reficere
869,sich erholen::V,komme seg,se reficere
870,krank werden::V,bli syk,aegrescere
871,krank sein::V,være syk,aegrotare
872,schmerzen::V,gjøre vondt,dolere
873,husten::V,hoste,tussire
874,genesen::V,komme seg,convalescere
875,sterben::V,dø,mori
876,umkommen::V,omkomme,perire
877,sich bewegen::V,bevege seg,se movere
878,sich rühren::V,røre på seg,micare
879,sich erheben::V,reise seg,surgere
880,sich setzen::V,sette sig,considere
881,hinfallen::V,falle over ende,cadere
882,laufen::V,løpe,vadere
883,schreiten::V,skride,gradi
884,spazierengehen::V,spasere,ambulare
885,spazierengehen::V,gå en tur,ambulare
886,eilen::V,ile,properare
887,sich beeilen::V,skynde seg,festinare
888,sausen::V,suse,currere
889,rennen::V,løpe,currere
890,springen::V,hoppe,salire
891,springen::V,springe,salire
892,klettern::V,klatre,niti
893,schaukeln::V,huske,oscillare
894,kriechen::V,krype,repere
895,kriechen::V,krype,serpere
896,schwimmen::V,svømme,nare
897,schwimmen::V,svømme,natare
898,tauchen::V,dykke,mergere
899,rudern::V,ro,remigare
900,fahren::V,kjøre,vehi
901,fliegen::V,fly,volare
902,gehen::V,gå,ire
903,gehen::V,gå,vadere
904,weggehen::V,gå bort,abire
905,weggehen::V,gå bort,discedere
906,abfahren::V,reise,proficisci
907,anhalten::V,stanse,consistere
908,hineingehen::V,gå inn,inire
909,hineingehen::V,gå inn,ingredi
910,eintreten::V,tre inn,intrare
911,kommen::V,komme,venire
912,ankommen::V,ankomme,advenire
913,ankommen::V,komme til,advenire
914,zurückkommen::V,komme tilbake,revenire
915,bleiben::V,bli,manere
916,bleiben::V,forbli,manere
917,warten::V,vente,opperiri
918,erwarten::V,vente,opperiri
919,erwarten::V,vente,expectare
920,suchen::V,søke,quaerere
921,finden::V,finne,reperire
922,versuchen::V,prøve,conari
923,versuchen::V,prøve,temptare
924,versuchen::V,forsøke,conari
925,versuchen::V,forsøke,temptare
926,vorbereiten::V,forberede,parare
927,lieben::V,elske,amare
928,mögen::V,like,amare
929,lachen::V,le,ridere
930,rühren::V,røre,commovere
931,weinen::V,gråte,flere
932,schimpfen::V,skjelle,increpare
933,sich ärgern::V,ergre seg,indignari
934,sich fürchten::V,være redd,vereri
935,fürchten::V,være redd for,timere
936,fliehen::V,rømme,fugere
937,fliehen::V,flykte,fugere
938,flüchten::V,flykte,effugere
939,sehen::V,se,videre
940,anschauen::V,se på,aspectare
941,anschauen::V,betrakte,aspectare
942,ansehen::V,anse,spectare
943,hören::V,høre,audire
944,zuhören::V,tilhøre,auscultare
945,probieren::V,smake,gustare
946,probieren::V,smake på,gustare
947,riechen::V,lukte,olfacere
948,fühlen::V,føle,sentire
949,scheinen::V,se ut,videri
950,zu sehen sein::V,synes,conspici
951,vernehmen::V,få vite,comperire
952,frieren::V,fryse,algere
953,tun::V,gjøre,facere
954,können::V,kunne,posse
955,wollen::V,ville,velle
956,anfangen::V,begynne,incipere
957,beenden::V,avslutte,finire
958,aufhören::V,slutte,desistere
959,aufhören::V,holde opp,desistere
960,gelingen::V,lykkes,contingere
961,geraten::V,bli,evenire
962,öffnen::V,åpne,aperire
963,schließen::V,lukke,claudere
964,schließen::V,stenge,claudere
965,stellen::V,stille,sistere
966,setzen::V,sette,ponere
967,legen::V,legge,ponere
968,berühren::V,berøre,tangere
969,verbinden::V,forbinde,iungere
970,bedecken::V,dekke,tegere
971,bedecken::V,dekke,operire
972,aufhängen::V,henge,suspendere
973,aufhängen::V,henge opp,suspendere
974,anzünden::V,tenne,accendere
975,anzünden::V,tenne,inflammare
976,anzünden::V,antenne,accendere
977,anzünden::V,antenne,inflammare
978,anzünden::V,tenne på,accendere
979,anzünden::V,tenne på,inflammare
980,aufheben::V,løfte,tollere
981,aufheben::V,ta opp,tollere
982,zurücklassen::V,slippe tilbake,relinquere
983,verlieren::V,miste,perdere
984,verlieren::V,miste,amittere
985,fallen lassen::V,droppe,dimittere
986,fallen lassen::V,la falle,dimittere
987,machen::V,lage,facere
988,machen::V,gjøre,facere
989,herstellen::V,fremstille,fabricare
990,bauen::V,bygge,construere
991,reparieren::V,reparere,reparare
992,verbessern::V,rette,emendare
993,verbessern::V,forbedre,emendare
994,ändern::V,forandre,mutare
995,graben::V,grave,fodere
996,beugen::V,bøye,flectere
997,biegen::V,bøye,curvare
998,drehen::V,dreie,torquere
999,wenden::V,vende,vertere
1000,umdrehen::V,snu,convertere
1001,heben::V,heve,tollere
1002,hochheben::V,løfte,levare
1003,ergreifen::V,gripe,capessere
1004,ergreifen::V,få tak i,capessere
1005,halten::V,holde,tenere
1006,drücken::V,trykke,premere
1007,schieben::V,skyve,promovere
1008,kratzen::V,klø,radere
1009,kratzen::V,klore,radere
1010,lecken::V,slikke,lambere
1011,beißen::V,bite,mordere
1012,abreißen::V,rive av,avellere
1013,abschneiden::V,skjære av,desecare
1014,binden::V,binde,ligare
1015,stecken::V,stikke,inserere
1016,brechen::V,bryte,rumpere
1017,brechen::V,briste,rumpere
1018,klopfen::V,banke,pultare
1019,hauen::V,hogge,ferire
1020,kleben::V,klistre,agglutinare
1021,reiben::V,gni,terere
1022,streichen::V,stryke,oblinere
1023,schleifen::V,slipe,acuere
1024,schneiden::V,klippe,secare
1025,rütteln::V,ruske,quassare
1026,schütteln::V,riste,quatere
1027,schwenken::V,svinge,ventilare
1028,schütten::V,helle,fundere
1029,füllen::V,fylle,complere
1030,einwickeln::V,vikle inn,involvere
1031,tragen::V,bære,ferre
1032,tragen::V,bære,portare
1033,schleppen::V,slepe,pertrahere
1034,ziehen::V,dra,trahere
1035,ziehen::V,trekke,trahere
1036,aufbewahren::V,oppbevare,asservare
1037,aufbewahren::V,ta vare på,asservare
1038,werfen::V,kaste,iacere
1039,fangen::V,fange,capere
1040,packen::V,gripe,capessere
1041,packen::V,gripe tak i,capessere
1042,verstecken::V,gjemme,abdere
1043,teilen::V,dele,partiri
1044,teilen::V,dele,dividere
1045,schicken::V,sende,mittere
1046,bringen::V,bringe,apportare
1047,hinzufügen::V,tilføye,addere
1048,bekommen::V,få,adipisci
1049,erhalten::V,få,accipere
1050,nehmen::V,ta,sumere
1051,wählen::V,velge,eligere
1052,auswählen::V,velge ut,deligere
1053,bewahren::V,bevare,conservare
1054,behindern::V,hindre,impedire
1055,behindern::V,forhindre,impedire
1056,verderben::V,ødelegge,corrumpere
1057,beschädigen::V,skade,laedere
1058,zerbrechen::V,brekke i stykker,rumpere
1059,zerbrechen::V,brekke i stykker,frangere
1060,zerreißen::V,rive i stykker,discindere
1061,zerstören::V,ødelegge,delere
1062,verbrennen::V,brenne,urere
1063,verbrennen::V,brenne,cremare
1064,verbrennen::V,brenne opp,urere
1065,verbrennen::V,brenne opp,cremare
1066,geben::V,gi,dare
1067,reichen::V,rekke,praebere
1068,schenken::V,forære,donare
1069,schenken::V,forære,largiri
1070,schenken::V,skjenke,donare
1071,schenken::V,skjenke,largiri
1072,versprechen::V,love,polliceri
1073,versprechen::V,love,promittere
1074,wünschen::V,ønske,
1075,loben::V,rose,laudare
1076,küssen::V,kysse,osculari
1077,wiegen::V,vogge,
1078,zudecken::V,dekke til,tegere
1079,wecken::V,vekke,excitare
1080,zeigen::V,vise,monstrare
1081,führen::V,føre,ducere
1082,lehren::V,lære,docere
1083,unterrichten::V,undervise,instituere
1084,aufziehen::V,oppdra,nutrire
1085,leiten::V,lede,ducere
1086,antreiben::V,drive på,incitare
1087,lassen::V,få til å,iubere
1088,einladen::V,be,invitare
1089,einladen::V,invitere,invitare
1090,vereinigen::V,forene,coniungere
1091,besuchen::V,besøke,visere
1092,treffen::V,møte,convenire
1093,treffen::V,treffe,convenire
1094,sich versammeln::V,forsamles,convenire
1095,spielen::V,leke,ludere
1096,spielen::V,spille,ludere
1097,singen::V,synge,cantare
1098,tanzen::V,danse,saltare
1099,sich trennen::V,skilles,digredi
1100,sich trennen::V,skilles,discedere
1101,verlassen::V,forlate,deserere
1102,verlassen::V,forlate,relinquere
1103,retten::V,redde,servare
1104,bewachen::V,bevokte,custodire
1105,schützen::V,verne,tueri
1106,schützen::V,verne,tutari
1107,schützen::V,beskytte,tueri
1108,schützen::V,beskytte,tutari
1109,verteidigen::V,forsvare,defendere
1110,sich schlagen::V,slåss,luctari
1111,schießen::V,skyte,iaculari
1112,siegen::V,seire,vincere
1113,ärgern::V,ergre,irritare
1114,treten::V,sparke,calcare
1115,stechen::V,stikke,pungere
1116,stoßen::V,støte,tundere
1117,stehlen::V,stjele,furari
1118,stören::V,forstyrre,turbare
1119,belästigen::V,plage,obtundere
1120,belästigen::V,sjenere,obtundere
1121,verbergen::V,gjemme,celare
1122,verbergen::V,gjemme,occultare
1123,täuschen::V,villede,fallere
1124,betrügen::V,bedra,fraudare
1125,töten::V,drepe,necare
1126,töten::V,drepe,caedere
1127,wohnen::V,bo,habitare
1128,arbeiten::V,arbeide,laborare
1129,sammeln::V,samle,colligere
1130,pflücken::V,plukke,carpere
1131,jagen::V,jage,venari
1132,fischen::V,fiske,piscari
1133,fassen::V,fange,capere
1134,hüten::V,vokte,custodire
1135,treiben::V,drive,agere
1136,anbinden::V,feste,alligare
1137,füttern::V,fore,nutrire
1138,melken::V,melke,mulgere
1139,hacken::V,hakke,findere
1140,gießen::V,helle,rigare
1141,reifen::V,modne,maturescere
1142,zubereiten::V,lage,apparare
1143,zubereiten::V,tilberede,apparare
1144,kochen::V,koke,coquere
1145,backen::V,bake,coquere
1146,braten::V,steke,torrere
1147,umrühren::V,røre om,commovere
1148,stricken::V,strikke,texere
1149,nähen::V,sy,suere
1150,färben::V,farge,tingere
1151,reinigen::V,rense,purgare
1152,reinigen::V,gjøre ren,purgare
1153,waschen::V,vaske,lavare
1154,abwischen::V,tørke av,abstergere
1155,spülen::V,spyle,perluere
1156,spülen::V,skylle,perluere
1157,fegen::V,feie,verrere
1158,kehren::V,koste,purgare
1159,baden::V,bade,lavari
1160,sich waschen::V,vaske seg,lavari
1161,ausziehen::V,ta av,exuere
1162,anziehen::V,ta på,induere
1163,sich anziehen::V,kle på seg,vestiri
1164,kämmen::V,gre,pectere
1165,kämmen::V,kjemme,pectere
1166,schmücken::V,pynte,ornare
1167,schmücken::V,pynte,decorare
1168,schmücken::V,smykke,ornare
1169,schmücken::V,smykke,decorare
1170,sagen::V,si,dicere
1171,sprechen::V,snakke,fari
1172,reden::V,tale,loqui
1173,reden::V,snakke,loqui
1174,sich unterhalten::V,samtale,colloqui
1175,sich unterhalten::V,samtale,disputare
1176,fragen::V,spørre,rogare
1177,fragen::V,spørre,quaerere
1178,bitten::V,be,orare
1179,bitten::V,be,rogare
1180,erzählen::V,fortelle,narrare
1181,mitteilen::V,meddele,communicare
1182,nennen::V,kalle,appellare
1183,rufen::V,rope,vocare
1184,prahlen::V,skryte,gloriari
1185,übersetzen::V,oversette,vertere
1186,denken::V,tenke,cogitare
1187,glauben::V,tro,credere
1188,bemerken::V,bemerke,animadvertere
1189,bemerken::V,legge merke til,animadvertere
1190,erkennen::V,gjenkjenne,cognoscere
1191,begreifen::V,begripe,comprehendere
1192,verstehen::V,forstå,intellegere
1193,verstehen::V,skjønne,intellegere
1194,lernen::V,lære,discere
1195,wissen::V,vite,scire
1196,sich erinnern an::V,huske på,meminisse
1197,vergessen::V,glemme,oblivisci
1198,messen::V,måle,metiri
1199,zählen::V,telle,numerare
1200,rechnen::V,regne,reri
1201,rechnen::V,regne,calculare
1202,lesen::V,lese,legere
1203,malen::V,male,pingere
1204,zeichnen::V,tegne,scribere
1205,schreiben::V,skrive,scribere
1206,besitzen::V,eie,possidere
1207,besitzen::V,inneha,possidere
1208,kaufen::V,kjøpe,emere
1209,verkaufen::V,selge,vendere
1210,bezahlen::V,betale,pendere
1211,zahlen::V,betale,solvere
1212,beherrschen::V,beherske,regere
1213,beherrschen::V,beherske,imperare
1214,ertragen::V,orke,tolerare
1215,ertragen::V,orke,sustinere
1216,schlagen::V,,ferire
