,Concept_ID,uk,eu
833,unten::ADV,внизу,behean
834,hinab::ADV,вниз,behera
835,hinab::ADV,вниз,beherantz
836,oben::ADV,вгорі,goian
837,hinauf::ADV,вгору,gora
838,hinauf::ADV,вгору,gorantz
839,überall::ADV,скрізь,edonon
840,nicht::ADV,не,ez
841,ein wenig::ADV,трохи,apur bat
842,ein wenig::ADV,трохи,pixka bat
843,ein wenig::ADV,небагато,apur bat
844,ein wenig::ADV,небагато,pixka bat
845,kaum::ADV,ледве,ozta
846,kaum::ADV,ледве,nekez
847,sehr::ADV,дуже,oso
848,so::ADV,так,hala
849,so::ADV,так,honela
850,noch::ADV,ще,oraindik
851,nur::ADV,лише,bakarrik
852,nur::ADV,тільки,bakarrik
853,schon::ADV,вже,ja
854,schon::ADV,вже,jada
855,wieder::ADV,знову,berriro
856,vergebens::ADV,дарма,alferrik
857,vor::PRP,перед,aurrean
858,hinter::PRP,ззаду,ostean
859,hinter::PRP,ззаду,gibelean
860,hinter::PRP,позаду,ostean
861,hinter::PRP,позаду,gibelean
862,unter::PRP,під,pean
863,unter::PRP,під,azpian
864,durch::PRP,крізь,zehar
865,neben::PRP,біля,ondoan
866,neben::PRP,біля,aldamenean
867,zwischen::PRP,між,artean
868,wegen::PRP,з-за,-gatik
869,wegen::PRP,через,-gatik
870,dies::PRN,це,hau
871,das::PRN,то,hura
872,alles::PRN,все,dena
873,ich::PRN,я,ni
874,du::PRN,ти,zu
875,er::PRN,він,bera
876,wir::PRN,ми,gu
877,ihr::PRN,ви,zuek
878,sie::PRN,вони,berak
879,was::FPRN,що,zer
880,wer::FPRN,хто,nor
881,wo::FADV,де,non
882,wohin::FADV,куди,nora
883,wie::FADV,як,nola
884,wie::FADV,як,zelan
885,warum::FADV,чому,zeren
886,warum::FADV,чому,zergatik
887,wieviel::FNUM,скільки,zenbat
888,eins::NUM,один,bat
889,zwei::NUM,два,bi
890,zwei::NUM,два,biga
891,drei::NUM,три,hiru
892,vier::NUM,чотири,lau
893,fünf::NUM,п’ять,bost
894,sechs::NUM,шість,sei
895,sieben::NUM,сім,zazpi
896,acht::NUM,вісім,zortzi
897,neun::NUM,дев’ять,bederatzi
898,zehn::NUM,десять,hamar
899,elf::NUM,одинадцять,hamaika
900,zwölf::NUM,дванадцять,hamabi
901,zwanzig::NUM,двадцять,hogei
902,dreißig::NUM,тридцять,hogeita hamar
903,vierzig::NUM,сорок,berrogei
904,fünfzig::NUM,п’ятдесят,berrogeita hamar
905,sechzig::NUM,шістдесят,hirurogei
906,siebzig::NUM,сімдесят,hirurogeita hamar
907,achtzig::NUM,вісімдесят,laurogei
908,neunzig::NUM,дев’яносто,laurogeita hamar
909,hundert::NUM,сто,ehun
910,tausend::NUM,тисяча,mila
911,und::CNJ,і,eta
912,oder::CNJ,або,edo
913,stehen::V,стояти,zutik egon
914,sitzen::V,сидіти,eserita egon
915,liegen::V,лежати,etzan
916,hängen::V,висіти,eskegita egon
917,hängen::V,висіти,zintzilik egon
918,werden::V,стати,bihurtu
919,werden::V,стати,bilakatu
920,werden::V,робитися,bihurtu
921,werden::V,робитися,bilakatu
922,passieren::V,трапитися,pasatu
923,passieren::V,трапитися,gertatu
924,beginnen::V,початися,hasi
925,enden::V,кінчитися,bukatu
926,wechseln::V,мінятися,aldatu
927,aufgehen[Sonne]::V,зійти,ilki
928,aufgehen[Sonne]::V,зійти,sortu
929,untergehen[Sonne]::V,зайти,sartu
930,scheinen[Sonne]::V,світити,eguzkia egon
931,donnern::V,гриміти,trumoia jo
932,wehen::V,віяти,haizea ibili
933,strömen::V,литися,zorrotadaka isuri
934,fließen::V,текти,isuri
935,sich drehen::V,обертатися,biratu
936,schwanken::V,коливатися,zabuka ibili
937,schwingen::V,хитатися,kulunkatu
938,schwingen::V,гойдатися,kulunkatu
939,fallen::V,падати,erori
940,brennen::V,горіти,sutan egon
941,rauchen::V,диміти,kea bota
942,regnen::V,дощити,euria ari izan
943,gefrieren::V,змерзнути,izoztu
944,gefrieren::V,змерзнути,hormatu
945,tauen::V,танути,gesaldu
946,schmelzen::V,плавитися,urtu
947,trocknen::V,сохнути,idortu
948,trocknen::V,сохнути,lehortu
949,sieden::V,кипіти,irakin
950,faulen::V,гнити,hirotu
951,faulen::V,гнити,usteldu
952,verfaulen::V,згнити,hirotu
953,verfaulen::V,згнити,usteldu
954,reißen::V,рватися,eten
955,reißen::V,рватися,tarrat egin
956,versinken::V,тонути,urperatu
957,vergehen::V,проходити,iragan
958,erscheinen::V,з’явитися,agertu
959,verschwinden::V,щезнути,desagertu
960,verschwinden::V,зникнути,desagertu
961,sinken::V,спадати,beheititu
962,abnehmen::V,поменшитися,gutxitu
963,abnehmen::V,поменшитися,beheratu
964,zunehmen::V,збільшуватися,gora egin
965,steigen::V,підніматися,igo
966,wachsen::V,рости,hazi
967,glänzen::V,блищати,distiratu
968,funkeln::V,блискати,izarniatu
969,lärmen::V,шуміти,zarata atera
970,läuten::V,дзвонити,jo
971,läuten::V,дзвонити,hots egin
972,klingeln::V,дзвонити,txirrina jo
973,klirren::V,дзвякати,tintin egin
974,brausen::V,бушувати,marru egin
975,rauschen::V,шелестіти,fir-fir egin
976,klingen::V,лунати,soinu egin
977,klingen::V,звучати,soinu egin
978,bellen::V,гавкати,zaunkatu
979,heulen::V,вити,ulu egin
980,heulen::V,вити,uhuri egin
981,blasen::V,дунути,ufa egin
982,blasen::V,дунути,putz egin
983,pfeifen::V,свистіти,txistu egin
984,schreien::V,кричати,oihu egin
985,schreien::V,кричати,garrasi egin
986,stöhnen::V,стогнати,intziri egin
987,zittern::V,тремтіти,ikara egin
988,zittern::V,тремтіти,dar-dar egin
989,leben::V,жити,bizi izan
990,geboren werden::V,народитися,jaio
991,atmen::V,дихати,hats egin
992,atmen::V,дихати,arnasa egin
993,trinken::V,пити,edan
994,essen::V,їсти,jan
995,schlucken::V,ковтати,irentsi
996,müde werden::V,втомитися,unatu
997,müde werden::V,втомитися,nekatu
998,einschlafen::V,заснути,lokartu
999,schlafen::V,спати,lo egin
1000,aufwachen::V,прокинутися,esnatu
1001,aufwachen::V,прокинутися,atzarri
1002,aufstehen::V,встати,jaiki
1003,sich erholen::V,відпочивати,atseden egin
1004,krank werden::V,захворіти,gaixotu
1005,krank sein::V,хворіти,eri izan
1006,krank sein::V,хворіти,gaixo izan
1007,schmerzen::V,боліти,min egin
1008,husten::V,кашляти,eztul egin
1009,genesen::V,одужати,osatu
1010,genesen::V,видужати,osatu
1011,sterben::V,померти,hil
1012,sterben::V,померти,zendu
1013,umkommen::V,згинути,istripuz hil
1014,sich bewegen::V,рухатися,higitu
1015,sich rühren::V,ворушитися,zirkin egin
1016,sich erheben::V,встати,zutitu
1017,sich erheben::V,встати,altxatu
1018,sich setzen::V,сісти,eseri
1019,sich setzen::V,сісти,jesarri
1020,hinfallen::V,упасти,erori
1021,laufen::V,ходити,ibili
1022,schreiten::V,крокувати,oinkatu
1023,spazierengehen::V,гуляти,paseatu
1024,spazierengehen::V,гуляти,ostera bat egin
1025,eilen::V,спішити,lasterkatu
1026,sich beeilen::V,поспішати,lehiatu
1027,sausen::V,мчатися,ziztu bizian joan
1028,rennen::V,бігати,lasterka egin
1029,springen::V,скакати,jauzi egin
1030,springen::V,стрибати,jauzi egin
1031,klettern::V,лазити,igo
1032,schaukeln::V,гойдатися,zabu egin
1033,schaukeln::V,гойдатися,zanbulu egin
1034,kriechen::V,повзати,narras egin
1035,schwimmen::V,пливти,igerikatu
1036,schwimmen::V,пливти,igeri egin
1037,schwimmen::V,плавати,igerikatu
1038,schwimmen::V,плавати,igeri egin
1039,tauchen::V,пірнати,murgildu
1040,tauchen::V,пірнати,pulunpatu
1041,rudern::V,гребти,bogatu
1042,rudern::V,гребти,arraun egin
1043,rudern::V,веслувати,bogatu
1044,rudern::V,веслувати,arraun egin
1045,fahren::V,їхати,joan
1046,fliegen::V,літати,hegaldatu
1047,fliegen::V,літати,hegan egin
1048,gehen::V,іти,joan
1049,weggehen::V,піти,alde egin
1050,abfahren::V,від’їхати,abiatu
1051,abfahren::V,відправитися,abiatu
1052,anhalten::V,зупинитися,geratu
1053,anhalten::V,зупинитися,gelditu
1054,hineingehen::V,входити,sartu
1055,eintreten::V,увійти,sartu
1056,kommen::V,прийти,etorri
1057,ankommen::V,прибути,heldu
1058,ankommen::V,прибути,iritsi
1059,zurückkommen::V,повернутися,itzuli
1060,bleiben::V,залишитися,gelditu
1061,warten::V,чекати,itxaron
1062,warten::V,чекати,zain egon
1063,erwarten::V,чекати,iguriki
1064,suchen::V,шукати,bilatu
1065,finden::V,знайти,idoro
1066,finden::V,знайти,aurkitu
1067,versuchen::V,випробовувати,saiatu
1068,versuchen::V,випробовувати,ahalegindu
1069,vorbereiten::V,підготувати,gertatu
1070,lieben::V,любити,maitatu
1071,lieben::V,любити,maite izan
1072,mögen::V,любити,laket izan
1073,mögen::V,любити,atsegin izan
1074,mögen::V,подобатися,laket izan
1075,mögen::V,подобатися,atsegin izan
1076,lachen::V,сміятися,irri egin
1077,lachen::V,сміятися,barre egin
1078,rühren::V,розчулити,hunkitu
1079,weinen::V,плакати,negar egin
1080,schimpfen::V,лаятися,erneguka ari izan
1081,sich ärgern::V,сердитися,ernegatu
1082,sich ärgern::V,сердитися,haserretu
1083,sich fürchten::V,боятися,beldur izan
1084,fürchten::V,боятися,beldur izan
1085,fliehen::V,тікати,ihes egin
1086,flüchten::V,утекти,ihes egin
1087,sehen::V,бачити,ikusi
1088,anschauen::V,поглянути,begietsi
1089,ansehen::V,дивитися на,begiratu
1090,hören::V,чути,aditu
1091,zuhören::V,слухати,entzun
1092,probieren::V,покуштувати,dastatu
1093,riechen::V,нюхати,usnatu
1094,riechen::V,нюхати,usaindu
1095,fühlen::V,відчувати,sentitu
1096,scheinen::V,здаватися,iruditu
1097,scheinen::V,здаватися,begitandu
1098,zu sehen sein::V,виднітися,azaldu
1099,vernehmen::V,почути,aditu
1100,frieren::V,мерзнути,hotz izan
1101,tun::V,робити,egin
1102,können::V,могти,ahal izan
1103,wollen::V,хотіти,nahi izan
1104,anfangen::V,почати,hasi
1105,beenden::V,закінчити,bukatu
1106,aufhören::V,перестати,utzi
1107,gelingen::V,вдатися,lortu
1108,geraten::V,опинитися,heldu
1109,öffnen::V,відкрити,ireki
1110,öffnen::V,відкрити,zabaldu
1111,schließen::V,закрити,itxi
1112,stellen::V,поставити,ipini
1113,setzen::V,посадити,jesarri
1114,legen::V,класти,jarri
1115,berühren::V,чіпати,ukitu
1116,verbinden::V,зв’язати,uztartu
1117,bedecken::V,покрити,estali
1118,aufhängen::V,повісити,eseki
1119,aufhängen::V,повісити,eskegi
1120,anzünden::V,запалити,piztu
1121,aufheben::V,підняти,jaso
1122,zurücklassen::V,залишити,atzean utzi
1123,verlieren::V,загубити,galdu
1124,fallen lassen::V,упустити,erortzen utzi
1125,machen::V,зробити,egin
1126,herstellen::V,виготовити,ekoiztu
1127,bauen::V,будувати,eraiki
1128,reparieren::V,лагодити,konpondu
1129,verbessern::V,поліпшити,hobetu
1130,ändern::V,змінити,mudatu
1131,graben::V,копати,aitzurtu
1132,beugen::V,зігнути,makurtu
1133,biegen::V,погнути,malgutu
1134,biegen::V,погнути,makolatu
1135,drehen::V,вертіти,jiratu
1136,wenden::V,повернути,bihurtu
1137,umdrehen::V,перевернути,biratu
1138,umdrehen::V,перевернути,alderantzikatu
1139,heben::V,піднімати,jaso
1140,heben::V,піднімати,goratu
1141,hochheben::V,підняти,goratu
1142,hochheben::V,підняти,altxatu
1143,ergreifen::V,схопити,oratu
1144,halten::V,тримати,eutsi
1145,drücken::V,натискати,sakatu
1146,schieben::V,пхати,bultzatu
1147,schieben::V,штовхати,bultzatu
1148,kratzen::V,шкребти,hatz egin
1149,kratzen::V,шкребти,hazka egin
1150,lecken::V,лизати,miaztu
1151,lecken::V,лизати,lamikatu
1152,beißen::V,кусати,hozka egin
1153,beißen::V,кусати,ausiki egin
1154,abreißen::V,відірвати,kendu
1155,abschneiden::V,відрізати,moztu
1156,abschneiden::V,відрізати,pikatu
1157,binden::V,в’язати,lotu
1158,binden::V,в’язати,estekatu
1159,stecken::V,увіткнути,sartu
1160,brechen::V,зламати,apurtu
1161,klopfen::V,стукати,jo
1162,hauen::V,бити,jo
1163,kleben::V,клеїти,itsatsi
1164,reiben::V,терти,igurtzi
1165,streichen::V,намазати,igurtzi
1166,schleifen::V,точити,zorroztu
1167,schneiden::V,різати,moztu
1168,rütteln::V,хитати,astindu
1169,rütteln::V,хитати,inarrosi
1170,schütteln::V,трясти,astindu
1171,schütteln::V,трясти,inarrosi
1172,schwenken::V,махати,zabukatu
1173,schütten::V,налити,isuri
1174,füllen::V,наповнити,bete
1175,einwickeln::V,загорнути,bildu
1176,tragen::V,нести,eroan
1177,tragen::V,нести,eraman
1178,schleppen::V,тягти,narrastu
1179,schleppen::V,тягти,herrestatu
1180,ziehen::V,тягнути,tira egin
1181,aufbewahren::V,зберігати,gorde
1182,werfen::V,кидати,jaurti
1183,werfen::V,кидати,aurtiki
1184,fangen::V,ловити,atzeman
1185,packen::V,схопити,heldu
1186,verstecken::V,сховати,ostendu
1187,verstecken::V,сховати,ezkutatu
1188,teilen::V,розділити,zatitu
1189,schicken::V,посилати,bidali
1190,bringen::V,принести,ekarri
1191,hinzufügen::V,додати,eratxiki
1192,hinzufügen::V,додати,gaineratu
1193,bekommen::V,дістати,jaso
1194,erhalten::V,одержати,jaso
1195,nehmen::V,взяти,hartu
1196,wählen::V,вибрати,hautatu
1197,wählen::V,вибрати,aukeratu
1198,auswählen::V,відібрати,hautatu
1199,auswählen::V,відібрати,aukeratu
1200,bewahren::V,зберегти,begiratu
1201,behindern::V,перешкоджати,oztopatu
1202,verderben::V,зіпсувати,hondatu
1203,beschädigen::V,зашкодити,akastu
1204,zerbrechen::V,розбити,apurtu
1205,zerreißen::V,розірвати,zarratatu
1206,zerstören::V,зруйнувати,suntsitu
1207,verbrennen::V,спалити,erre
1208,verbrennen::V,спалити,kiskali
1209,geben::V,дати,eman
1210,reichen::V,передати,luzatu
1211,reichen::V,передати,helarazi
1212,schenken::V,дарувати,oparitu
1213,versprechen::V,обіцяти,agindu
1214,wünschen::V,бажати,opatu
1215,wünschen::V,бажати,opetsi
1216,loben::V,хвалити,laudatu
1217,loben::V,хвалити,goraipatu
1218,küssen::V,цілувати,musu eman
1219,wiegen::V,качати,kulunkatu
1220,zudecken::V,накрити,estali
1221,wecken::V,розбудити,esnatu
1222,wecken::V,розбудити,iratzartu
1223,zeigen::V,показати,erakutsi
1224,führen::V,вести,gidatu
1225,lehren::V,вчити,irakatsi
1226,unterrichten::V,викладати,eskolak eman
1227,aufziehen::V,виховати,hazi
1228,leiten::V,керувати,arteztu
1229,antreiben::V,підганяти,bulkatu
1230,lassen::V,змусити,-arazi
1231,einladen::V,запросити,gonbidatu
1232,vereinigen::V,об’єднати,batu
1233,vereinigen::V,об’єднати,bateratu
1234,besuchen::V,завітати,ikustatu
1235,besuchen::V,відвідати,ikustatu
1236,treffen::V,зустріти,topatu
1237,sich versammeln::V,зібратися,bildu
1238,spielen::V,грати,jolastu
1239,singen::V,співати,abestu
1240,singen::V,співати,kantatu
1241,tanzen::V,танцювати,dantzatu
1242,tanzen::V,танцювати,dantzan egin
1243,sich trennen::V,розлучитися,banandu
1244,verlassen::V,покинути,utzietsi
1245,retten::V,врятувати,salbatu
1246,retten::V,врятувати,gaizkatu
1247,bewachen::V,охороняти,jagon
1248,bewachen::V,охороняти,zaindu
1249,schützen::V,уберігати,babestu
1250,schützen::V,уберігати,gerizatu
1251,verteidigen::V,захистити,aldeztu
1252,sich schlagen::V,битися,elkar jo
1253,sich schlagen::V,битися,elkar borrokatu
1254,sich schlagen::V,дратися,elkar jo
1255,sich schlagen::V,дратися,elkar borrokatu
1256,schießen::V,стріляти,tiro egin
1257,siegen::V,перемогти,irabazi
1258,ärgern::V,сердити,ernegatu
1259,ärgern::V,сердити,haserretu
1260,schlagen::V,ударити,jo
1261,schlagen::V,ударити,erauntsi
1262,treten::V,штовхати,zapaldu
1263,treten::V,штовхати,ostiaktu
1264,stechen::V,вколоти,sastatu
1265,stoßen::V,штовхнути,bultzatu
1266,stehlen::V,украсти,ostu
1267,stehlen::V,украсти,lapurtu
1268,stören::V,перешкодити,galarazi
1269,belästigen::V,докучати,gohaindu
1270,belästigen::V,докучати,alamena eman
1271,verbergen::V,сховати,ezkutatu
1272,täuschen::V,обдурити,tronpatu
1273,täuschen::V,обдурити,engainatu
1274,betrügen::V,зшахраювати,iruzurtu
1275,töten::V,убити,hil
1276,töten::V,убити,heriotza eman
1277,wohnen::V,жити,bizi izan
1278,wohnen::V,мешкати,bizi izan
1279,arbeiten::V,працювати,lan egin
1280,arbeiten::V,працювати,behar egin
1281,sammeln::V,зібрати,bildu
1282,sammeln::V,зібрати,bildumatu
1283,pflücken::V,зривати,batu
1284,pflücken::V,зривати,bildu
1285,jagen::V,полювати,ehizatu
1286,fischen::V,рибалити,arrantzatu
1287,fischen::V,рибалити,arrantza egin
1288,fassen::V,піймати,harrapatu
1289,hüten::V,пасти,begiratu
1290,treiben::V,гнати,bultza egin
1291,anbinden::V,прив’язати,estekatu
1292,füttern::V,годувати,bazkatu
1293,füttern::V,харчувати,bazkatu
1294,melken::V,доїти,jetzi
1295,hacken::V,рубати,xehatu
1296,gießen::V,полити,isuri
1297,reifen::V,дозріти,heldu
1298,reifen::V,дозріти,zoritu
1299,zubereiten::V,зготовити,prestatu
1300,zubereiten::V,приготувати,prestatu
1301,kochen::V,варити,egosi
1302,kochen::V,готувати,egosi
1303,backen::V,пекти,labean egin
1304,braten::V,смажити,erregosi
1305,umrühren::V,переміщати,eragin
1306,stricken::V,в’язати,trikotatu
1307,stricken::V,в’язати,puntu egin
1308,nähen::V,шити,josi
1309,färben::V,пофарбувати,tindatu
1310,reinigen::V,очистити,ikuzi
1311,reinigen::V,очистити,garbitu
1312,waschen::V,мити,xahutu
1313,waschen::V,мити,garbitu
1314,abwischen::V,витерти,xukatu
1315,spülen::V,полоскати,irakutzi
1316,fegen::V,підмітати,erraztatu
1317,kehren::V,мести,isastu
1318,baden::V,купатися,bainatu
1319,baden::V,купатися,bainua hartu
1320,sich waschen::V,митися,burua garbitu
1321,ausziehen::V,зняти,erantzi
1322,anziehen::V,надіти,jantzi
1323,sich anziehen::V,одягтися,jantzi
1324,sich anziehen::V,одягнутися,jantzi
1325,kämmen::V,зачесати,orraztu
1326,schmücken::V,оздобити,apaindu
1327,sagen::V,сказати,esan
1328,sprechen::V,говорити,mintzatu
1329,sprechen::V,говорити,hitz egin
1330,reden::V,розмовляти,hitz egin
1331,sich unterhalten::V,бесідувати,solastu
1332,sich unterhalten::V,бесідувати,solas egin
1333,fragen::V,запитати,galdetu
1334,bitten::V,просити,eskatu
1335,bitten::V,просити,galdegin
1336,erzählen::V,розповісти,edestu
1337,erzählen::V,розповісти,kontatu
1338,mitteilen::V,повідомити,jakinarazi
1339,nennen::V,назвати,izena eman
1340,rufen::V,кликати,dei egin
1341,prahlen::V,хвалитися,harrokerian ibili
1342,prahlen::V,хвалитися,ahoberokeriak esan
1343,übersetzen::V,перекласти,itzuli
1344,denken::V,думати,pentsatu
1345,denken::V,думати,gogoeta egin
1346,denken::V,мислити,pentsatu
1347,denken::V,мислити,gogoeta egin
1348,glauben::V,вірити,sinetsi
1349,bemerken::V,помітити,ohartu
1350,bemerken::V,помітити,konturatu
1351,erkennen::V,пізнати,ezagutu
1352,erkennen::V,пізнати,antzeman
1353,begreifen::V,осягнути,ulertu
1354,verstehen::V,почути,aditu
1355,lernen::V,навчатися,ikasi
1356,wissen::V,знати,jakin
1357,sich erinnern an::V,пам’ятати,gogoratu
1358,sich erinnern an::V,пам’ятати,gogoan izan
1359,vergessen::V,забути,ahaztu
1360,vergessen::V,забути,ahantzi
1361,messen::V,міряти,neurtu
1362,zählen::V,лічити,zenbatu
1363,zählen::V,лічити,kopuratu
1364,rechnen::V,рахувати,kalkulatu
1365,lesen::V,читати,irakurri
1366,malen::V,малювати,margotu
1367,zeichnen::V,рисувати,marraztu
1368,schreiben::V,писати,idatzi
1369,besitzen::V,мати,ukan
1370,besitzen::V,мати,eduki
1371,kaufen::V,купити,erosi
1372,verkaufen::V,продати,saldu
1373,bezahlen::V,заплатити,ordaindu
1374,zahlen::V,платити,ordaindu
1375,beherrschen::V,володіти,menpean izan
1376,ertragen::V,витерпіти,jasan
1377,ertragen::V,витерпіти,pairatu
