,Concept_ID,be,pl
332,Höhe::N,вышыня,wysokość
333,Gewicht::N,вага,ciężar
334,Menge::N,колькасць,ilość
335,Haufen::N,куча,kupa
336,Reihe::N,рад,rząd
337,Reihe::N,рад,szereg
338,Boot::N,лодка,łódź
339,Boot::N,лодка,łódka
340,Ruder::N,вясло,wiosło
341,Schlitten::N,сані,sanki
342,Ski::N,лыжа,narta
343,Lagerfeuer::N,вогнішча,ognisko
344,Last::N,цяжар,ciężar
345,Last::N,цяжар,brzemię
346,Gang::N,ход,chód
347,Schritt::N,шаг,krok
348,Schritt::N,крок,krok
349,Norden::N,поўнач,północ
350,Süden::N,поўдзень,południe
351,Westen::N,захад,zachód
352,Osten::N,усход,wschód
353,Holz::N,дрэва,drzewo
354,Holz::N,драўніна,drzewo
355,Brett::N,дошка,deska
356,Platte::N,пліта,płyta
357,Stütze::N,падпорка,podpora
358,Stange::N,жэрдка,drąg
359,Stange::N,жэрдка,żerdź
360,Stock::N,палка,kij
361,Stock::N,палка,laska
362,Stab::N,шост,pręt
363,Rohr::N,труба,rura
364,Haus::N,дом,dom
365,Heim::N,дом,dom
366,Heim::N,хата,dom
367,Ofen::N,печ,piec
368,Fußboden::N,падлога,podłoga
369,Tisch::N,стол,stół
370,Stuhl::N,стул,krzesło
371,Stuhl::N,крэсла,krzesło
372,Wiege::N,калыска,kołyska
373,Bett::N,ложак,łóżko
374,Bett::N,ложак,pościel
375,Bett::N,пасцель,łóżko
376,Bett::N,пасцель,pościel
377,Regal::N,паліца,regał
378,Kiste::N,скрынка,skrzynia
379,Fenster::N,акно,okno
380,Tür::N,дзверы,drzwi
381,Tor::N,вароты,brama
382,Zaun::N,агароджа,płot
383,Zaun::N,агароджа,parkan
384,Dach::N,дах,dach
385,Leiter::N,лесвіца,drabina
386,Besen::N,мятла,miotła
387,Spaten::N,лапата,rydel
388,Spaten::N,жалязняк,rydel
389,Schaufel::N,шуфлік,łopata
390,Schaufel::N,лапатка,łopata
391,Gabel::N,відэлец,widelec
392,Löffel::N,лыжка,łyżka
393,Messer::N,нож,nóż
394,Nagel::N,цвік,gwóźdź
395,Netz::N,сетка,sieć
396,Haken::N,крук,hak
397,Griff::N,ручка,chwyt
398,Schloss::N,замок,zamek
399,Bild::N,карціна,obraz
400,Figur::N,фігура,figura
401,Puppe::N,лялька,lalka
402,Beutel::N,мяшок,torba
403,Bündel::N,вязка,wiązka
404,Tasche::N,торба,torba
405,Eimer::N,вядро,kubeł
406,Eimer::N,вядро,wiadro
407,Deckel::N,накрыўка,przykrywka
408,Geschirr::N,пасуда,statki
409,Geschirr::N,пасуда,naczynia
410,Sack::N,мех,worek
411,Tasse::N,кубак,filiżanka
412,Topf::N,каструля,garnek
413,Kessel::N,кацёл,kocioł
414,Essen::N,ежа,jedzenie
415,Nahrung::N,харч,pokarm
416,Nahrung::N,харч,pożywienie
417,Speise::N,страва,potrawa
418,Speise::N,страва,jedzenie
419,Fleisch::N,мяса,mięso
420,Getreide::N,збожжа,zboże
421,Brei::N,каша,kasza
422,Brot::N,хлеб,chleb
423,Scheibe::N,луста,kromka
424,Scheibe::N,скібка,kromka
425,Fett::N,тлушч,tłuszcz
426,Butter::N,масла,masło
427,Öl::N,алей,olej
428,Salz::N,соль,sól
429,Suppe::N,суп,zupa
430,Honig::N,мёд,miód
431,Milch::N,малако,mleko
432,Tee::N,чай,herbata
433,Tee::N,гарбата,herbata
434,Leder::N,скура,skóra
435,Wolle::N,воўна,wełna
436,Stoff::N,тканіна,tkanina
437,Stoff::N,тканіна,materiał
438,Nadel::N,іголка,igła
439,Faden::N,нітка,nić
440,Faden::N,нітка,nitka
441,Knopf::N,гузік,guzik
442,Knoten::N,вузел,węzeł
443,Farbe::N,фарба,farba
444,Kleidung::N,адзенне,odzież
445,Hemd::N,кашуля,koszula
446,Kragen::N,каўнер,kołnierz
447,Ärmel::N,рукаў,rękaw
448,Hose::N,штаны,spodnie
449,Gürtel::N,пояс,pasek
450,Mütze::N,шапка,czapka
451,Schuh::N,чаравік,but
452,Schuh::N,чаравік,bucik
453,Stiefel::N,бот,but
454,Stiefel::N,бот,kozak
455,Ring::N,кольца,pierścień
456,Band::N,стужка,wstęga
457,Kamm::N,расчоска,grzebień
458,Spiegel::N,люстра,lustro
459,Riemen::N,рэмень,rzemień
460,Schnur::N,вяроўка,sznur
461,Leine::N,павадок,smycz
462,Decke::N,коўдра,kołdra
463,Kissen::N,падушка,poduszka
464,Tuch::N,хустка,chustka
465,Handtuch::N,ручнік,ręcznik
466,Kraft::N,сіла,moc
467,Kraft::N,сіла,siła
468,Stärke::N,моц,moc
469,Stärke::N,моц,siła
470,Gesundheit::N,здароўе,zdrowie
471,Krankheit::N,хвароба,choroba
472,Schmerz::N,боль,ból
473,Wunde::N,рана,rana
474,Fieber::N,гарачка,gorączka
475,Fieber::N,ліхаманка,gorączka
476,Arznei::N,лекі,lekarstwo
477,Brücke::N,мост,most
478,Brunnen::N,калодзеж,studnia
479,Weide::N,паша,pastwisko
480,Pfad::N,сцежка,ścieżka
481,Weg::N,шлях,droga
482,Weg::N,дарога,droga
483,Straße::N,вуліца,ulica
484,Dorf::N,вёска,wieś
485,Stadt::N,горад,miasto
486,Brief::N,ліст,list
487,Brief::N,пісьмо,list
488,Buch::N,кніга,książka
489,Buchstabe::N,літара,litera
490,Zeitung::N,газета,gazeta
491,Zeitung::N,газета,dziennik
492,Leben::N,жыццё,życie
493,Tod::N,смерць,śmierć
494,Grab::N,магіла,grób
495,Kirche::N,касцёл,kościół
496,Kirche::N,царква,kościół
497,Sünde::N,грэх,grzech
498,Gott::N,бог,bóg
499,Arbeiter::N,рабочы,robotnik
500,Chef::N,начальнік,szef
501,Meister::N,майстар,mistrz
502,Meister::N,майстар,majster
503,Arzt::N,урач,lekarz
504,Lehrer::N,настаўнік,nauczyciel
505,Geld::N,грошы,pieniądze
506,Geschäft::N,заняцце,sprawa
507,Geschäft::N,заняцце,interes
508,Laden::N,крама,sklep
509,Laden::N,магазін,sklep
510,Preis::N,цана,cena
511,Ware::N,тавар,towar
512,Nutzen::N,выгада,pożytek
513,Reichtum::N,багацце,bogactwo
514,Welt::N,свет,świat
515,Land::N,краіна,kraj
516,Staat::N,дзяржава,państwo
517,König::N,кароль,król
518,Macht::N,улада,władza
519,Grenze::N,граніца,granica
520,Krieg::N,вайна,wojna
521,Feind::N,вораг,wróg
522,Gewalt::N,насілле,władza
523,Kampf::N,барацьба,bój
524,Kampf::N,барацьба,walka
525,Bogen[Waffe]::N,лук,łuk
526,Pfeil::N,страла,strzała
527,Gewehr::N,ружжо,karabin
528,Fehler::N,памылка,błąd
529,Lüge::N,хлусня,kłamstwo
530,Schaden::N,шкода,szkoda
531,Unglück::N,ліха,nieszczęście
532,Unglück::N,бядота,nieszczęście
533,Schuld::N,віна,wina
534,Alter::N,узрост,wiek
535,Schluss::N,канец,koniec
536,Schluss::N,канец,zakończenie
537,Zeit::N,час,czas
538,Tag::N,дзень,dzień
539,Morgen::N,ранак,ranek
540,Morgen::N,ранак,poranek
541,Morgen::N,раніца,ranek
542,Morgen::N,раніца,poranek
543,Mittag::N,паўдня,południe
544,Mittag::N,поўдзень,południe
545,Abend::N,вечар,wieczór
546,Nacht::N,ноч,noc
547,Woche::N,тыдзень,tydzień
548,Monat::N,месяц,miesiąc
549,Jahr::N,год,rok
550,Frühling::N,вясна,wiosna
551,Sommer::N,лета,lato
552,Herbst::N,восень,jesień
553,Winter::N,зіма,zima
554,Januar::N,студзень,styczeń
555,Februar::N,люты,luty
556,März::N,сакавік,marzec
557,April::N,красавік,kwiecień
558,Mai::N,май,maj
559,Mai::N,травень,maj
560,Juni::N,чэрвень,czerwiec
561,Juli::N,ліпень,lipiec
562,August::N,жнівень,sierpień
563,September::N,верасень,wrzesień
564,Oktober::N,кастрычнік,październik
565,November::N,лістапад,listopad
566,Dezember::N,снежань,grudzień
567,Montag::N,панядзелак,poniedziałek
568,Dienstag::N,аўторак,wtorek
569,Mittwoch::N,серада,środa
570,Donnerstag::N,чацвер,czwartek
571,Freitag::N,пятніца,piątek
572,Samstag::N,субота,sobota
573,Sonntag::N,нядзеля,niedziela
574,groß::A,вялікі,duży
575,groß::A,вялікі,wielki
576,klein::A,маленькі,mały
577,lang::A,доўгі,długi
578,kurz::A,кароткі,krótki
579,breit::A,шырокі,szeroki
580,schmal::A,вузкі,wąski
581,dicht::A,густы,gęsty
582,dick[Gegenstand]::A,тоўсты,gruby
583,dünn::A,тонкі,cienki
584,fein::A,тонкі,drobny
585,fest::A,моцны,mocny
586,fest::A,моцны,twardy
587,flach::A,плоскі,płaski
588,glatt::A,гладкі,gładki
589,hart::A,цвёрды,twardy
590,weich::A,мяккі,miękki
591,rund::A,круглы,okrągły
592,spitz::A,спічасты,spiczasty
593,spitz::A,востраканцовы,spiczasty
594,scharf::A,востры,ostry
595,stumpf::A,тупы,tępy
596,schwer::A,цяжкі,ciężki
597,schön::A,прыгожы,ładny
598,schön::A,прыгожы,piękny
599,heiß::A,гарачы,gorący
600,warm::A,цёплы,ciepły
601,kalt::A,холадны,zimny
602,kühl::A,халаднаваты,chłodny
603,frisch::A,свежы,świeży
604,feucht::A,вільготны,wilgotny
605,nass::A,мокры,mokry
606,trocken::A,сухі,suchy
607,voll::A,поўны,pełny
608,leer::A,пусты,pusty
609,leer::A,пусты,próżny
610,offen::A,адкрыты,otwarty
611,offen::A,адчынены,otwarty
612,geschlossen::A,закрыты,zamknięty
613,geschlossen::A,зачынены,zamknięty
614,sauber::A,чысты,czysty
615,schmutzig::A,брудны,brudny
616,roh::A,сыры,surowy
617,reif::A,спелы,dojrzały
618,lecker::A,смачны,smaczny
619,süß::A,салодкі,słodki
620,bitter::A,горкі,gorzki
621,sauer::A,кіслы,kwaśny
622,hell::A,светлы,jasny
623,dunkel::A,цёмны,ciemny
624,schwarz::A,чорны,czarny
625,weiß::A,белы,biały
626,rot::A,чырвоны,czerwony
627,gelb::A,жоўты,żółty
628,blau::A,сіні,błękitny
629,blau::A,сіні,niebieski
630,grün::A,зялёны,zielony
631,grau::A,шэры,szary
632,bunt::A,пяресты,barwny
633,billig::A,танны,tani
634,teuer::A,дарагі,drogi
635,wertvoll::A,цэнны,cenny
636,wertvoll::A,каштоўны,cenny
637,blind::A,сляпы,ślepy
638,taub::A,глухі,głuchy
639,kräftig::A,магутны,mocny
640,stark::A,сільны,silny
641,schwach::A,слабы,słaby
642,fett::A,тлусты,tłusty
643,schlank::A,стройны,smukły
644,hübsch::A,чароўны,ładny
645,böse::A,злы,zły
646,dumm::A,дурны,głupi
647,faul::A,лянівы,leniwy
648,fleißig::A,руплівы,pilny
649,geizig::A,прагны,skąpy
650,klug::A,разумны,mądry
651,geschickt::A,умелы,zręczny
652,lieb::A,мілы,miły
653,lustig::A,вясёлы,wesoły
654,sanft::A,ласкавы,łagodny
655,hungrig::A,галодны,głodny
656,krank::A,хворы,chory
657,nackt::A,голы,nagi
658,traurig::A,сумны,smutny
659,lebendig::A,жывы,żywy
660,gut::A,добры,dobry
661,schlecht::A,кепскі,zły
662,richtig::A,правільны,słuszny
663,richtig::A,правільны,właściwy
664,schlimm::A,агідны,zły
665,wahr::A,сапраўдны,prawdziwy
666,alt::A,стары,stary
667,neu::A,новы,nowy
668,ehemalig::A,былы,były
669,alt[Lebewesen]::A,стары,stary
670,jung::A,малады,młody
671,arm::A,бедны,ubogi
672,arm::A,бедны,biedny
673,reich::A,багаты,bogaty
674,bekannt::A,знаёмы,znany
675,berühmt::A,славуты,słynny
676,fremd::A,чужы,obcy
677,fremd::A,чужы,cudzy
678,verschieden::A,розны,różny
679,nah::A,блізкі,bliski
680,fern::A,далёкі,daleki
681,linker::A,левы,lewy
682,rechter::A,правы,prawy
683,anderer::A,іншы,inny
684,anderer::A,другі,inny
685,erster::A,першы,pierwszy
686,zweiter::A,другі,drugi
687,dritter::A,трэці,trzeci
688,letzter::A,апошні,ostatni
689,allein::ADV,сам,sam
690,allein::ADV,адзін,sam
691,auf einmal::ADV,адразу,naraz
692,zusammen::ADV,разам,razem
693,lange::ADV,доўга,długo
694,plötzlich::ADV,раптам,nagle
695,sofort::ADV,зараз,natychmiast
696,später::ADV,пазней,później
697,jetzt::ADV,цяпер,teraz
698,jetzt::ADV,цяпер,obecnie
699,heute::ADV,сёння,dziś
700,heute::ADV,сёння,dzisiaj
701,morgen::ADV,заўтра,jutro
702,bald::ADV,хутка,wkrótce
703,bald::ADV,неўзабаве,wkrótce
704,dann::ADV,потым,potem
705,gestern::ADV,учора,wczoraj
706,einst::ADV,аднойчы,kiedyś
707,einst::ADV,аднойчы,niegdyś
708,damals::ADV,тады,wtedy
709,damals::ADV,тады,wówczas
710,danach::ADV,затым,następnie
711,vorher::ADV,раней,przedtem
712,zuerst::ADV,спярша,naprzód
713,zuerst::ADV,спярша,najpierw
714,zuerst::ADV,спачатку,naprzód
715,zuerst::ADV,спачатку,najpierw
716,einmal::ADV,адзін раз,raz
717,manchmal::ADV,часам,czasem
718,oft::ADV,часта,często
719,immer::ADV,заўсёды,zawsze
720,niemals::ADV,ніколі,nigdy
721,hier::ADV,тут,tu
722,hier::ADV,тут,tutaj
723,hierhin::ADV,сюды,tu
724,von hier::ADV,адсюль,stąd
725,von hier::ADV,адгэтуль,stąd
726,dort::ADV,там,tam
727,dorthin::ADV,туды,tam
728,geradeaus::ADV,прама,prosto
729,vorwärts::ADV,наперад,naprzód
730,rückwärts::ADV,назад,wstecz
731,zurück::ADV,назад,z powrotem
732,unten::ADV,унізе,u dołu
733,unten::ADV,унізе,na dole
734,hinab::ADV,уніз,na_dół
735,hinab::ADV,уніз,w_dół
736,oben::ADV,угары,w górze
737,oben::ADV,угары,na górze
738,oben::ADV,наверсе,w górze
739,oben::ADV,наверсе,na górze
740,hinauf::ADV,угару,w górę
741,hinauf::ADV,угару,na górę
742,überall::ADV,усюды,wszędzie
743,nicht::ADV,не,nie
744,ein wenig::ADV,трошкі,trochę
745,kaum::ADV,ледзьве,ledwie
746,kaum::ADV,ледзьве,prawie nie
747,sehr::ADV,вельмі,bardzo
748,so::ADV,так,tak
749,noch::ADV,яшчэ,jeszcze
750,nur::ADV,толькі,tylko
751,schon::ADV,ужо,już
752,wieder::ADV,зноў,znów
753,wieder::ADV,зноў,znowu
754,vergebens::ADV,дарма,na próżno
755,vergebens::ADV,дарэмна,na próżno
756,vor::PRP,перад,przed
757,hinter::PRP,за,za
758,hinter::PRP,ззаду,za
759,unter::PRP,пад,pod
760,durch::PRP,праз,przez
761,neben::PRP,каля,obok
762,zwischen::PRP,між,między
763,zwischen::PRP,паміж,między
764,wegen::PRP,з-за,z powodu
765,dies::PRN,гэта,to
766,das::PRN,тое,to
767,alles::PRN,усё,wszystko
768,ich::PRN,я,ja
769,du::PRN,ты,ty
770,er::PRN,ён,on
771,wir::PRN,мы,my
772,ihr::PRN,вы,wy
773,sie::PRN,яны,oni
774,was::FPRN,што,co
775,wer::FPRN,хто,kto
776,wo::FADV,дзе,gdzie
777,wohin::FADV,куды,dokąd
778,wie::FADV,як,jak
779,warum::FADV,чаму,dlaczego
780,wieviel::FNUM,колькі,ile
781,eins::NUM,адзін,jeden
782,zwei::NUM,два,dwa
783,drei::NUM,тры,trzy
784,vier::NUM,чатыры,cztery
785,fünf::NUM,пяць,pięć
786,sechs::NUM,шесць,sześć
787,sieben::NUM,сем,siedem
788,acht::NUM,восем,osiem
789,neun::NUM,дзевяць,dziewięć
790,zehn::NUM,дзесяць,dziesięć
791,elf::NUM,адзінаццаць,jedenaście
792,zwölf::NUM,дванаццаць,dwanaście
793,zwanzig::NUM,дваццаць,dwadzieścia
794,dreißig::NUM,трыццаць,trzydzieści
795,vierzig::NUM,сорак,czterdzieści
796,fünfzig::NUM,пядзесят,pięćdziesiąt
797,sechzig::NUM,шесдзесят,sześćdziesiąt
798,siebzig::NUM,семдзесят,siedemdziesiąt
799,achtzig::NUM,восемдзесят,osiemdziesiąt
800,neunzig::NUM,дзевяноста,dziewięćdziesiąt
801,hundert::NUM,сто,sto
802,tausend::NUM,тысяча,tysiąc
803,und::CNJ,і,i
804,und::CNJ,ды,i
805,oder::CNJ,або,lub
806,oder::CNJ,або,albo
807,stehen::V,стаяць,stać
808,sitzen::V,сядзець,siedzieć
809,liegen::V,ляжаць,leżeć
810,hängen::V,вісець,wisieć
811,werden::V,стаць,zostać
812,werden::V,стаць,stać się
813,werden::V,зрабіцца,zostać
