,Concept_ID,ml,se
218,Fuß::N,കാൽപ്പാദം,juelkie
219,Fuß::N,കാൽപ്പാദം,juolgge
220,Fuß::N,കാൽപ്പാദം,juolgi
221,Fuß::N,കാൽപ്പാദം,jyel'gi
222,Fuß::N,കാൽപ്പാദം,jue´lǧǧ
223,Fuß::N,കാൽപ്പാദം,ла̄бпь
224,Ferse::N,ഉപ്പൂറ്റി,båetskie
225,Ferse::N,ഉപ്പൂറ്റി,boasske
226,Ferse::N,ഉപ്പൂറ്റി,šušmi
227,Ferse::N,ഉപ്പൂറ്റി,šušme
228,Ferse::N,ഉപ്പൂറ്റി,jue´lǧǧkädd
229,Ferse::N,ഉപ്പൂറ്റി,ка̄ннт
230,Knie::N,കാൽമുട്ട്,boelve
231,Knie::N,കാൽമുട്ട്,buolvva
232,Knie::N,കാൽമുട്ട്,čibbi
233,Knie::N,കാൽമുട്ട്,veaŋki
234,Knie::N,കാൽമുട്ട്,iidâ
235,Knie::N,കാൽമുട്ട്,puõlvv
236,Knie::N,കാൽമുട്ട്,пуллв
237,Oberschenkel::N,തുട,ruaksja
238,Oberschenkel::N,തുട,tjibbe
239,Oberschenkel::N,തുട,gassaváhkká
240,Oberschenkel::N,തുട,badjeváhkáa
241,Oberschenkel::N,തുട,čuár'bpeeḷi
242,Oberschenkel::N,തുട,če´bb
243,Oberschenkel::N,തുട,чуаррбе̄лль
244,Bein::N,കാൽ,juelkie
245,Bein::N,കാൽ,juolgge
246,Bein::N,കാൽ,juolgi
247,Bein::N,കാൽ,jyel'gi
248,Bein::N,കാൽ,jue´lǧǧ
249,Bein::N,കാൽ,ю̄лльк
250,Körper::N,ശരീരം,kråahpe
251,Körper::N,ശരീരം,rumáj
252,Körper::N,ശരീരം,rumaš
253,Körper::N,ശരീരം,ruumâš
254,Körper::N,ശരീരം,rå´pp
255,Körper::N,ശരീരം,лышшьк
256,Körper::N,ശരീരം,роаӈӈьк
257,Haut::N,ചർമ്മം,njaltja
258,Haut::N,ചർമ്മം,lijkke
259,Haut::N,ചർമ്മം,tjuobma
260,Haut::N,ചർമ്മം,liiki
261,Haut::N,ചർമ്മം,liške
262,Haut::N,ചർമ്മം,le´šǩǩ
263,Haut::N,ചർമ്മം,лышшьк
264,Blut::N,രക്തം,vïrre
265,Blut::N,രക്തം,maelie
266,Blut::N,രക്തം,varra
267,Blut::N,രക്തം,varra
268,Blut::N,രക്തം,vorrâ
269,Blut::N,രക്തം,võrr
270,Blut::N,രക്തം,вэ̄рр
271,Ader::N,ഞരമ്പ്,åerie
272,Ader::N,ഞരമ്പ്,aajroe
273,Ader::N,ഞരമ്പ്,suodna
274,Ader::N,ഞരമ്പ്,varrasuotna
275,Ader::N,ഞരമ്പ്,suoṇâ
276,Ader::N,ഞരമ്പ്,suõnn
277,Ader::N,ഞരമ്പ്,сӯнн
278,Sehne::N,സ്നായു,soene
279,Sehne::N,സ്നായു,gåårtenje
280,Sehne::N,സ്നായു,suodna
281,Sehne::N,സ്നായു,suotna
282,Sehne::N,സ്നായു,suoṇâ
283,Sehne::N,സ്നായു,suõnn
284,Sehne::N,സ്നായു,сӯнн
285,Knochen::N,അസ്ഥി,måara
286,Knochen::N,അസ്ഥി,måaroe
287,Knochen::N,അസ്ഥി,dákte
288,Knochen::N,അസ്ഥി,dákti
289,Knochen::N,അസ്ഥി,tähti
290,Knochen::N,അസ്ഥി,tä´htt
291,Knochen::N,അസ്ഥി,та̄ххт
292,Knochen::N,അസ്ഥി,та̄ффьт
293,Gehirn::N,തലച്ചോറ്,aajla
294,Gehirn::N,തലച്ചോറ്,vuojŋam
295,Gehirn::N,തലച്ചോറ്,vuoigŋašat
296,Gehirn::N,തലച്ചോറ്,vuoi'ŋâšeh
297,Gehirn::N,തലച്ചോറ്,vuo'ivâšneh
298,Gehirn::N,തലച്ചോറ്,vuõivâšn
299,Gehirn::N,തലച്ചോറ്,вуэййвэшна
300,Herz::N,ഹൃദയം,vaajmoe
301,Herz::N,ഹൃദയം,tsåhke
302,Herz::N,ഹൃദയം,váibmu
303,Herz::N,ഹൃദയം,váimu
304,Herz::N,ഹൃദയം,čââ´đ
305,Herz::N,ഹൃദയം,кӯттҌк
306,Magen::N,വയർ,tjåejjie
307,Magen::N,വയർ,tjoajvve
308,Magen::N,വയർ,čoavji
309,Magen::N,വയർ,čuáv'ji
310,Magen::N,വയർ,čåu´jj
311,Magen::N,വയർ,чо̄ввьй
312,Leber::N,കരൾ,mueksie
313,Leber::N,കരൾ,librre
314,Leber::N,കരൾ,vuoivvas
315,Leber::N,കരൾ,vuoivâs
316,Leber::N,കരൾ,vuõivâs
317,Leber::N,കരൾ,вуйвас
318,Atem::N,ശ്വാസം,voejngehtasse
319,Atem::N,ശ്വാസം,båssånis
320,Atem::N,ശ്വാസം,vuojŋadahka
321,Atem::N,ശ്വാസം,vuoiŋŋahat
322,Atem::N,ശ്വാസം,vuo'iŋâstim
323,Atem::N,ശ്വാസം,jiõg'g
324,Atem::N,ശ്വാസം,вӯйнас
325,Atem::N,ശ്വാസം,вӯййнмушш
326,Hunger::N,വിശപ്പ്,nielkie
327,Hunger::N,വിശപ്പ്,nielgge
328,Hunger::N,വിശപ്പ്,nealgi
329,Hunger::N,വിശപ്പ്,nelgi
330,Hunger::N,വിശപ്പ്,neä´lǧǧ
331,Hunger::N,വിശപ്പ്,не̄лльк
332,Träne::N,കണ്ണീർ,gïknjele
333,Träne::N,കണ്ണീർ,ganjál
334,Träne::N,കണ്ണീർ,ganjal
335,Träne::N,കണ്ണീർ,koonjâl
336,Träne::N,കണ്ണീർ,kõõnjâl
337,Träne::N,കണ്ണീർ,кэ̄нял
338,Geschmack::N,രുചി,aelmie
339,Geschmack::N,രുചി,muosse
340,Geschmack::N,രുചി,smáhkka
341,Geschmack::N,രുചി,máhku
342,Geschmack::N,രുചി,smáhkka
343,Geschmack::N,രുചി,mááhu
344,Geschmack::N,രുചി,smakkâ
345,Geschmack::N,രുചി,njõõd
346,Geschmack::N,രുചി,smääkk
347,Geschmack::N,രുചി,ня̄лльк
348,Geruch::N,ഗന്ധം,haaje
349,Geruch::N,ഗന്ധം,habjja
350,Geruch::N,ഗന്ധം,hádja
351,Geruch::N,ഗന്ധം,opsâ
352,Geruch::N,ഗന്ധം,haajâ
353,Geruch::N,ഗന്ധം,õpss
354,Geruch::N,ഗന്ധം,haajj
355,Geruch::N,ഗന്ധം,апс
356,Geruch::N,ഗന്ധം,лэ̄гк
357,Schlaf::N,ഉറകും,nahkerh
358,Schlaf::N,ഉറകും,nager
359,Schlaf::N,ഉറകും,oados
360,Schlaf::N,ഉറകും,nagir
361,Schlaf::N,ഉറകും,naṿer
362,Schlaf::N,ഉറകും,nââ´er
363,Schlaf::N,ഉറകും,нагерь
364,Traum::N,സ്വപ്നം,nahkere
365,Traum::N,സ്വപ്നം,niehko
366,Traum::N,സ്വപ്നം,niehku
367,Traum::N,സ്വപ്നം,naṿer
368,Traum::N,സ്വപ്നം,nââ´er
369,Traum::N,സ്വപ്നം,нагерь
370,Himmel::N,ആകാശം,elmie
371,Himmel::N,ആകാശം,almme
372,Himmel::N,ആകാശം,albmi
373,Himmel::N,ആകാശം,alme
374,Himmel::N,ആകാശം,â´lmm
375,Himmel::N,ആകാശം,алльм
376,Sonne::N,സൂര്യൻ,biejjie
377,Sonne::N,സൂര്യൻ,bæjvásj
378,Sonne::N,സൂര്യൻ,beaivváš
379,Sonne::N,സൂര്യൻ,peivi
380,Sonne::N,സൂര്യൻ,piäiváš
381,Sonne::N,സൂര്യൻ,pei´vv
382,Sonne::N,സൂര്യൻ,пе̄ййв
383,Mond::N,ചന്ദ്രൻ,aske
384,Mond::N,ചന്ദ്രൻ,mánno
385,Mond::N,ചന്ദ്രൻ,mánnu
386,Mond::N,ചന്ദ്രൻ,máánu
387,Mond::N,ചന്ദ്രൻ,mään
388,Mond::N,ചന്ദ്രൻ,ма̄нн
389,Stern::N,നക്ഷത്രം,daasta
390,Stern::N,നക്ഷത്രം,naestie
391,Stern::N,നക്ഷത്രം,násste
392,Stern::N,നക്ഷത്രം,násti
393,Stern::N,നക്ഷത്രം,täsni
394,Stern::N,നക്ഷത്രം,tä´snn
395,Stern::N,നക്ഷത്രം,та̄ссьт
396,Luft::N,കാറ്റ്,elmie
397,Luft::N,കാറ്റ്,ájmmo
398,Luft::N,കാറ്റ്,áibmu
399,Luft::N,കാറ്റ്,áimu
400,Luft::N,കാറ്റ്,šõŋŋ
401,Luft::N,കാറ്റ്,вӯйнас
402,Wind::N,കാറ്റ്,bïegke
403,Wind::N,കാറ്റ്,biegga
404,Wind::N,കാറ്റ്,biegga
405,Wind::N,കാറ്റ്,pieg'gâ
406,Wind::N,കാറ്റ്,piõg'g
407,Wind::N,കാറ്റ്,пӣӈӈк
408,Welle::N,തിരമാല,baaroe
409,Welle::N,തിരമാല,bárro
410,Welle::N,തിരമാല,bárru
411,Welle::N,തിരമാല,pááṛu
412,Welle::N,തിരമാല,päärr
413,Welle::N,തിരമാല,нэ̄ммп
414,Wasser::N,വെള്ളം,tjaetsie
415,Wasser::N,വെള്ളം,tjáhtje
416,Wasser::N,വെള്ളം,čáhci
417,Wasser::N,വെള്ളം,čääci
418,Wasser::N,വെള്ളം,čää´cc
419,Wasser::N,വെള്ളം,ча̄дзь
420,Stein::N,ശില,gierkie
421,Stein::N,ശില,giergge
422,Stein::N,ശില,geađgi
423,Stein::N,ശില,keđgi
424,Stein::N,ശില,ǩeä´dǧǧ
425,Stein::N,ശില,ке̄ддҌк
426,Stein::N,കല്ല്,gierkie
427,Stein::N,കല്ല്,giergge
428,Stein::N,കല്ല്,geađgi
429,Stein::N,കല്ല്,keđgi
430,Stein::N,കല്ല്,ǩeä´dǧǧ
431,Stein::N,കല്ല്,ке̄ддҌк
432,Boden::N,തറ,betnie
433,Boden::N,തറ,ednam
434,Boden::N,തറ,bodni
435,Boden::N,തറ,vuođđu
436,Boden::N,തറ,ponne
437,Boden::N,തറ,vuáđ̣u
438,Boden::N,തറ,vuâđđ
439,Boden::N,തറ,лаввьн
440,Boden::N,തറ,е̄ммьне
441,Boden::N,നിലം,betnie
442,Boden::N,നിലം,ednam
443,Boden::N,നിലം,bodni
444,Boden::N,നിലം,vuođđu
445,Boden::N,നിലം,ponne
446,Boden::N,നിലം,vuáđ̣u
447,Boden::N,നിലം,vuâđđ
448,Boden::N,നിലം,лаввьн
449,Boden::N,നിലം,е̄ммьне
450,Erde::N,മണ്ണ്,jåarta
451,Erde::N,മണ്ണ്,mueltie
452,Erde::N,മണ്ണ്,ednam
453,Erde::N,മണ്ണ്,mållde
454,Erde::N,മണ്ണ്,eana
455,Erde::N,മണ്ണ്,eennâm
456,Erde::N,മണ്ണ്,mädd
457,Erde::N,മണ്ണ്,jânnam
458,Erde::N,മണ്ണ്,е̄ммьне
459,Staub::N,പൊടി,heblie
460,Staub::N,പൊടി,tsumhtsie
461,Staub::N,പൊടി,dubme
462,Staub::N,പൊടി,dopmu
463,Staub::N,പൊടി,kovjâ
464,Staub::N,പൊടി,põõ´l
465,Staub::N,പൊടി,кэ̄ббьй
466,Rauch::N,പുക,soeve
467,Rauch::N,പുക,suovva
468,Rauch::N,പുക,suovva
469,Rauch::N,പുക,suoṿâ
470,Rauch::N,പുക,suõvv
471,Rauch::N,പുക,сӯвв
472,Funke::N,തീപ്പൊരി,naestie
473,Funke::N,തീപ്പൊരി,tjuonam
474,Funke::N,തീപ്പൊരി,čuotnan
475,Funke::N,തീപ്പൊരി,čuođâlm
476,Funke::N,തീപ്പൊരി,iiskâr
477,Funke::N,തീപ്പൊരി,čuõzzâm
478,Funke::N,തീപ്പൊരി,чӯссэм
479,Feuer::N,തീ,dålle
480,Feuer::N,തീ,dållå
481,Feuer::N,തീ,dolla
482,Feuer::N,തീ,tullâ
483,Feuer::N,തീ,toll
484,Feuer::N,തീ,то̄лл
485,Licht::N,വിളക്ക്,tjoevke
486,Licht::N,വിളക്ക്,tjuovgga
487,Licht::N,വിളക്ക്,čuovga
488,Licht::N,വിളക്ക്,čuovggas
489,Licht::N,വിളക്ക്,čuoṿâ
490,Licht::N,വിളക്ക്,toll
491,Licht::N,വിളക്ക്,čuõvv
492,Licht::N,വിളക്ക്,то̄лл
493,Licht::N,സൂര്യപ്രകാശം,tjoevke
494,Licht::N,സൂര്യപ്രകാശം,tjuovgga
495,Licht::N,സൂര്യപ്രകാശം,čuovga
496,Licht::N,സൂര്യപ്രകാശം,čuovggas
497,Licht::N,സൂര്യപ്രകാശം,čuoṿâ
498,Licht::N,സൂര്യപ്രകാശം,toll
499,Licht::N,സൂര്യപ്രകാശം,čuõvv
500,Licht::N,സൂര്യപ്രകാശം,то̄лл
501,Schatten::N,തണൽ,skugkie
502,Schatten::N,തണൽ,soejvene
503,Schatten::N,തണൽ,irkes
504,Schatten::N,തണൽ,sieges
505,Schatten::N,തണൽ,itku
506,Schatten::N,തണൽ,suoivâ
507,Schatten::N,തണൽ,õõtt
508,Schatten::N,തണൽ,ǩeeu´niǩ
509,Schatten::N,തണൽ,кывьнэхь
510,Wetter::N,കാലാവസ്ഥ,vïerhtse
511,Wetter::N,കാലാവസ്ഥ,dálkke
512,Wetter::N,കാലാവസ്ഥ,dálki
513,Wetter::N,കാലാവസ്ഥ,šoŋŋâ
514,Wetter::N,കാലാവസ്ഥ,šõŋŋ
515,Wetter::N,കാലാവസ്ഥ,шэ̄ӈӈ
516,Nebel::N,മൂടൽമഞ്ഞ്,såavla
517,Nebel::N,മൂടൽമഞ്ഞ്,mearhka
518,Nebel::N,മൂടൽമഞ്ഞ്,murkko
519,Nebel::N,മൂടൽമഞ്ഞ്,mierkká
520,Nebel::N,മൂടൽമഞ്ഞ്,mierká
521,Nebel::N,മൂടൽമഞ്ഞ്,miär'kká
522,Nebel::N,മൂടൽമഞ്ഞ്,oṃo
523,Nebel::N,മൂടൽമഞ്ഞ്,sue´lnn
524,Nebel::N,മൂടൽമഞ്ഞ്,цӣгк
525,Nebel::N,മൂടൽമഞ്ഞ്,сулльн
526,Wolke::N,മേഘം,balve
527,Wolke::N,മേഘം,balvva
528,Wolke::N,മേഘം,balva
529,Wolke::N,മേഘം,polvâ
530,Wolke::N,മേഘം,põlvv
531,Wolke::N,മേഘം,пэллв
532,Regen::N,മഴ,ebrie
533,Regen::N,മഴ,harvve
534,Regen::N,മഴ,arvi
535,Regen::N,മഴ,arve
536,Regen::N,മഴ,â´brr
537,Regen::N,മഴ,аббьр
538,Schnee::N,മഞ്ഞ്,lopme
539,Schnee::N,മഞ്ഞ്,moehtege
540,Schnee::N,മഞ്ഞ്,muohta
541,Schnee::N,മഞ്ഞ്,muohta
542,Schnee::N,മഞ്ഞ്,muotâ
543,Schnee::N,മഞ്ഞ്,muõtt
544,Schnee::N,മഞ്ഞ്,вэ̄дз
545,Schnee::N,മഞ്ഞ്,куэллт
546,Eis::N,ഐസ്,jïenge
547,Eis::N,ഐസ്,jiegŋa
548,Eis::N,ഐസ്,jiekŋa
549,Eis::N,ഐസ്,jieŋ̣â
550,Eis::N,ഐസ്,jiõŋŋ
551,Eis::N,ഐസ്,ӣӈӈ
552,Frost::N,മൂടൽമഞ്ഞ്,baajkoe
553,Frost::N,മൂടൽമഞ്ഞ്,tjoasskem
554,Frost::N,മൂടൽമഞ്ഞ്,buolaš
555,Frost::N,മൂടൽമഞ്ഞ്,puolâš
556,Frost::N,മൂടൽമഞ്ഞ്,puõlâš
557,Frost::N,മൂടൽമഞ്ഞ്,мӯнь
558,Kälte::N,തണുപ്പ്,jueskie
559,Kälte::N,തണുപ്പ്,tjåetskeme
560,Kälte::N,തണുപ്പ്,tjoasskem
561,Kälte::N,തണുപ്പ്,čoaskin
562,Kälte::N,തണുപ്പ്,ko'lmâsvuotâ
563,Kälte::N,തണുപ്പ്,ijss
564,Kälte::N,തണുപ്പ്,čuä´cǩǩem
565,Kälte::N,തണുപ്പ്,tuârggnjõs
566,Kälte::N,തണുപ്പ്,кэ̄лмас
567,Hitze::N,ചൂട്,baahke
568,Hitze::N,ചൂട്,báhkka
569,Hitze::N,ചൂട്,báhkka
570,Hitze::N,ചൂട്,pakkâ
571,Hitze::N,ചൂട്,kuṃe
572,Hitze::N,ചൂട്,paašt
573,Hitze::N,ചൂട്,жоарр
574,Raureif::N,കോടമഞ്ഞ്,jyjse
575,Raureif::N,കോടമഞ്ഞ്,ridne
576,Raureif::N,കോടമഞ്ഞ്,goarre
577,Raureif::N,കോടമഞ്ഞ്,ritni
578,Raureif::N,കോടമഞ്ഞ്,suhči
579,Raureif::N,കോടമഞ്ഞ്,riṇe
580,Raureif::N,കോടമഞ്ഞ്,ай
581,Regenbogen::N,മഴവില്ല്,aatjan goengere
582,Regenbogen::N,മഴവില്ല്,aatjan joekse
583,Regenbogen::N,മഴവില്ല്,ádjájuoksa
584,Regenbogen::N,മഴവില്ല്,arvedávgi
585,Regenbogen::N,മഴവില്ല്,bajándávgi
586,Regenbogen::N,മഴവില്ല്,äijihtävgi
587,Regenbogen::N,മഴവില്ല്,teârmmazjohss
588,Regenbogen::N,മഴവില്ല്,тӣрмесью̄ккс
589,Donner::N,ഇടി,raejrie
590,Donner::N,ഇടി,átjek
591,Donner::N,ഇടി,átjárájdde
592,Donner::N,ഇടി,áddjá
593,Donner::N,ഇടി,baján
594,Donner::N,ഇടി,juuṛâ
595,Donner::N,ഇടി,tie´rmes
596,Donner::N,ഇടി,тӣрмесь
597,Donner::N,ഇടി,ча̄ркнэгк
598,Strömung::N,പ്രവാഹം,njuvvie
599,Strömung::N,പ്രവാഹം,ájggedáhpe
600,Strömung::N,പ്രവാഹം,rávdnji
601,Strömung::N,പ്രവാഹം,virde
