,Concept_ID,la,ba
778,fünf::NUM,quinque,биш
779,sechs::NUM,sex,алты
780,sieben::NUM,septem,ете
781,acht::NUM,octo,һигеҙ
782,neun::NUM,novem,туғыҙ
783,zehn::NUM,decem,ун
784,elf::NUM,undecim,ун бер
785,zwölf::NUM,duodecim,ун ике
786,zwanzig::NUM,viginti,егерме
787,dreißig::NUM,triginta,утыҙ
788,vierzig::NUM,quadraginta,ҡырҡ
789,fünfzig::NUM,quinquaginta,илле
790,sechzig::NUM,sexaginta,алтмыш
791,siebzig::NUM,septuaginta,етмеш
792,achtzig::NUM,octoginta,һикһән
793,neunzig::NUM,nonaginta,туҡһан
794,hundert::NUM,centum,йөҙ
795,tausend::NUM,mille,мең
796,und::CNJ,et,да
797,und::CNJ,-que,да
798,oder::CNJ,vel,йәки
799,stehen::V,stare,тороу
800,sitzen::V,sedere,ултырыу
801,liegen::V,iacere,ятыу
802,hängen::V,pendere,аҫылынып тороу
803,werden::V,fieri,булыу
804,passieren::V,accidere,булыу
805,beginnen::V,incipere,башлау
806,enden::V,finem habere,бөтөү
807,enden::V,finem habere,тамамланыү
808,wechseln::V,mutari,үҙгәреү
809,aufgehen[Sonne]::V,oriri,ҡалҡыу
810,untergehen[Sonne]::V,occidere,байыу
811,scheinen[Sonne]::V,lucere,яҡтыртып тороу
812,donnern::V,tonare,күкрәү
813,wehen::V,flare,иҫеү
814,strömen::V,fluere,ташыу
815,fließen::V,manare,ағыу
816,sich drehen::V,torqueri,әйләнеү
817,schwanken::V,vacillare,тирбәлеү
818,schwingen::V,vibrare,бәүетеү
819,fallen::V,cadere,йығылыу
820,brennen::V,ardere,яныу
821,rauchen::V,fumare,төтәү
822,regnen::V,pluere,ямғыр яуа
823,gefrieren::V,congelari,туңыү
824,tauen::V,rorare,иреү
825,schmelzen::V,liquescere,иреү
826,trocknen::V,arescere,кибеү
827,sieden::V,fervere,ҡайнау
828,faulen::V,putescere,сереу
829,verfaulen::V,putescere,сереу
830,reißen::V,scindi,өҙөү
831,reißen::V,scindi,йыртылыу
832,versinken::V,mergi,батыу
833,vergehen::V,praeterire,үтеү
834,erscheinen::V,apparere,килеп сығыу
835,verschwinden::V,discedere,юғалыу
836,sinken::V,labi,түбәнәйеү
837,abnehmen::V,deminui,кәметеү
838,zunehmen::V,augeri,артыу
839,steigen::V,augescere,күтәрелеү
840,wachsen::V,crescere,үҫеү
841,glänzen::V,splendere,ялтырау
842,funkeln::V,micare,баҙлау
843,lärmen::V,strepere,шаулау
844,läuten::V,sonare,ҡағыу
845,klingeln::V,tinnire,ҡағыу
846,klingeln::V,tinnire,шылтыратыу
847,klirren::V,crepare,шылтыратыу
848,brausen::V,saevire,ҡотороноу
849,rauschen::V,crepare,шыптырлау
850,klingen::V,sonare,яңғырау
851,bellen::V,latrare,өрөү
852,heulen::V,ululare,олоу
853,blasen::V,flare,өрөү
854,pfeifen::V,sibilare,һызғырып ебәреү
855,schreien::V,clamare,ҡысҡырыу
856,stöhnen::V,gemere,уңғырашыу
857,zittern::V,tremere,ҡалтырау
858,zittern::V,trepidare,ҡалтырау
859,leben::V,vivere,йәшәү
860,geboren werden::V,nasci,тыуыу
861,atmen::V,spirare,тын алыү
862,trinken::V,bibere,эсеү
863,essen::V,edere,ашау
864,schlucken::V,devorare,йотоу
865,müde werden::V,fatigari,арыу
866,einschlafen::V,obdormiscere,йоҡлап китеү
867,schlafen::V,dormire,йоҡлау
868,aufwachen::V,expergisci,уяныу
869,aufstehen::V,exsurgere,тороу
870,sich erholen::V,se reficere,ял итеү
871,krank werden::V,aegrescere,сирләү
872,krank sein::V,aegrotare,сирләү
873,schmerzen::V,dolere,ауыртыу
874,husten::V,tussire,йүтәлләү
875,genesen::V,convalescere,һауығыу
876,sterben::V,mori,үлеү
877,umkommen::V,perire,һәләк булыу
878,sich bewegen::V,se movere,хәрәкәт итеү
879,sich rühren::V,micare,ҡуҙғалыу
880,sich erheben::V,surgere,тороу
881,sich setzen::V,considere,ултырыу
882,hinfallen::V,cadere,ҡолау
883,laufen::V,vadere,йөрөү
884,schreiten::V,gradi,атлау
885,spazierengehen::V,ambulare,ял итеп йороү
886,eilen::V,properare,ашығыу
887,eilen::V,properare,ҡабаланыу
888,sich beeilen::V,festinare,ашығыу
889,sich beeilen::V,festinare,ҡабаланыу
890,sausen::V,currere,елеү
891,rennen::V,currere,йүгеп йөрөү
892,springen::V,salire,һикереү
893,klettern::V,niti,үрмәләү
894,klettern::V,niti,үрмәләп менеү
895,schaukeln::V,oscillare,сайҡалыу
896,kriechen::V,repere,шыуышыу
897,kriechen::V,serpere,шыуышыу
898,schwimmen::V,nare,йоҙөү
899,schwimmen::V,natare,йоҙөү
900,tauchen::V,mergere,сумыу
901,rudern::V,remigare,ишеү
902,fahren::V,vehi,йөрөү
903,fliegen::V,volare,осоу
904,gehen::V,ire,барыу
905,gehen::V,vadere,барыу
906,weggehen::V,abire,китеү
907,weggehen::V,discedere,китеү
908,abfahren::V,proficisci,сығыу
909,anhalten::V,consistere,тукталыу
910,hineingehen::V,inire,инеү
911,hineingehen::V,ingredi,инеү
912,eintreten::V,intrare,инеү
913,kommen::V,venire,килеү
914,ankommen::V,advenire,килеү
915,zurückkommen::V,revenire,ҡайтыу
916,bleiben::V,manere,ҡалыу
917,warten::V,opperiri,көтөп тороу
918,erwarten::V,opperiri,көтөү
919,erwarten::V,expectare,көтөү
920,suchen::V,quaerere,эҙләү
921,finden::V,reperire,табыу
922,versuchen::V,conari,тырышып ҡарау
923,versuchen::V,temptare,тырышып ҡарау
924,vorbereiten::V,parare,әҙерләү
925,lieben::V,amare,яратыу
926,mögen::V,amare,һөйөү
927,mögen::V,amare,яратыу
928,lachen::V,ridere,көлөү
929,rühren::V,commovere,ҡағылыу
930,weinen::V,flere,илау
931,schimpfen::V,increpare,һүгенеү
932,schimpfen::V,increpare,тиргәнеү
933,schimpfen::V,increpare,һуҡраныу
934,sich ärgern::V,indignari,асыуланыу
935,sich fürchten::V,vereri,ҡурҡыу
936,fürchten::V,timere,ҡурҡыу
937,fliehen::V,fugere,ҡасыу
938,flüchten::V,effugere,ҡасыу
939,sehen::V,videre,күреү
940,anschauen::V,aspectare,ҡарау
941,ansehen::V,spectare,ҡарау
942,ansehen::V,spectare,тикшереү
943,hören::V,audire,ишетеү
944,zuhören::V,auscultare,тыңлау
945,probieren::V,gustare,татыу
946,riechen::V,olfacere,еҫкәү
947,fühlen::V,sentire,тойоу
948,scheinen::V,videri,кеүек күренеү
949,scheinen::V,videri,тойолоу
950,zu sehen sein::V,conspici,күренеү
951,vernehmen::V,comperire,ишетеү
952,frieren::V,algere,туңыү
953,tun::V,facere,яһау
954,tun::V,facere,әшләү
955,können::V,posse,алыу
956,können::V,posse,мөмкин булыу
957,wollen::V,velle,теләү
958,anfangen::V,incipere,башлау
959,beenden::V,finire,бөтөрөү
960,beenden::V,finire,тамамлау
961,aufhören::V,desistere,туктау
962,gelingen::V,contingere,уңышлы булыу
963,geraten::V,evenire,булып сығыу
964,öffnen::V,aperire,асыу
965,schließen::V,claudere,йомоу
966,stellen::V,sistere,ҡуйыу
967,setzen::V,ponere,урынлаштырыу
968,legen::V,ponere,һалыу
969,berühren::V,tangere,тейеү
970,berühren::V,tangere,ҡағылыу
971,verbinden::V,iungere,ҡушыу
972,verbinden::V,iungere,бәйләү
973,bedecken::V,tegere,ҡаплау
974,bedecken::V,operire,ҡаплау
975,aufhängen::V,suspendere,элеү
976,anzünden::V,accendere,тоҡандырыу
977,anzünden::V,inflammare,тоҡандырыу
978,aufheben::V,tollere,мендереү
979,zurücklassen::V,relinquere,ҡалдырыу
980,verlieren::V,perdere,юғалтыу
981,verlieren::V,amittere,юғалтыу
982,fallen lassen::V,dimittere,төшөрөп ебәреү
983,machen::V,facere,яһау
984,machen::V,facere,эшләү
985,herstellen::V,fabricare,эшләп сығарыу
986,bauen::V,construere,төҙөү
987,reparieren::V,reparare,төҙәтеү
988,verbessern::V,emendare,яҡшыртыу
989,ändern::V,mutare,үҙгәртеү
990,graben::V,fodere,ҡаҙыу
991,beugen::V,flectere,бөгөү
992,biegen::V,curvare,бөгөү
993,drehen::V,torquere,өйрөлтөү
994,drehen::V,torquere,әйләндереү
995,wenden::V,vertere,әйләндереү
996,umdrehen::V,convertere,түңкәреү
997,heben::V,tollere,күтәреү
998,heben::V,tollere,мендереү
999,hochheben::V,levare,күтәреү
1000,ergreifen::V,capessere,тотоп алыу
1001,halten::V,tenere,тотоу
1002,drücken::V,premere,ҡыҫыу
1003,schieben::V,promovere,этеү
1004,schieben::V,promovere,төртөү
1005,kratzen::V,radere,ҡырыу
1006,lecken::V,lambere,ялау
1007,beißen::V,mordere,тешләү
1008,abreißen::V,avellere,өҙөү
1009,abschneiden::V,desecare,ҡырҡыу
1010,binden::V,ligare,бәйләү
1011,stecken::V,inserere,ҡаҙау
1012,brechen::V,rumpere,боҙоу
1013,klopfen::V,pultare,шаҡылдау
1014,hauen::V,ferire,туҡмау
1015,kleben::V,agglutinare,йәбештереү
1016,reiben::V,terere,ыуыу
1017,reiben::V,terere,ышҡыу
1018,streichen::V,oblinere,яғыу
1019,schleifen::V,acuere,үткерләү
1020,schneiden::V,secare,ҡырҡыу
1021,rütteln::V,quassare,һелкетеү
1022,schütteln::V,quatere,һелкетеү
1023,schwenken::V,ventilare,болғау
1024,schütten::V,fundere,ҡойоу
1025,füllen::V,complere,тултырыу
1026,einwickeln::V,involvere,төрөү
1027,tragen::V,ferre,алып барыу
1028,tragen::V,portare,алып барыу
1029,schleppen::V,pertrahere,һөйрәү
1030,ziehen::V,trahere,тартыу
1031,aufbewahren::V,asservare,һаҡлау
1032,werfen::V,iacere,ырғытыу
1033,fangen::V,capere,тотоу
1034,packen::V,capessere,етеү
1035,packen::V,capessere,тотоп алыу
1036,verstecken::V,abdere,йәшереү
1037,teilen::V,partiri,бүлеү
1038,teilen::V,dividere,бүлеү
1039,schicken::V,mittere,ебәреү
1040,bringen::V,apportare,килтереү
1041,hinzufügen::V,addere,өтәү
1042,bekommen::V,adipisci,алыу
1043,erhalten::V,accipere,алыу
1044,nehmen::V,sumere,алыу
1045,wählen::V,eligere,һайлаү
1046,auswählen::V,deligere,һайлап алыу
1047,bewahren::V,conservare,һаҡлау
1048,behindern::V,impedire,тотҡарлыҡ яһау
1049,verderben::V,corrumpere,боҙоу
1050,beschädigen::V,laedere,боҙоу
1051,zerbrechen::V,rumpere,ҡыйратыу
1052,zerbrechen::V,frangere,ҡыйратыу
1053,zerreißen::V,discindere,йыртыу
1054,zerstören::V,delere,емереү
1055,verbrennen::V,urere,үртәү
1056,verbrennen::V,cremare,үртәү
1057,geben::V,dare,биреү
1058,reichen::V,praebere,биреү
1059,schenken::V,donare,бүләк итеү
1060,schenken::V,largiri,бүләк итеү
1061,versprechen::V,polliceri,вәғәҙә биреү
1062,versprechen::V,promittere,вәғәҙә биреү
1063,loben::V,laudare,маҡтау
1064,küssen::V,osculari,үбеү
1065,zudecken::V,tegere,ҡаплау
1066,wecken::V,excitare,уятыу
1067,zeigen::V,monstrare,күрһәтеү
1068,führen::V,ducere,етәкләү
1069,lehren::V,docere,уҡытыу
1070,lehren::V,docere,өйрәтеү
1071,unterrichten::V,instituere,уҡытыу
1072,aufziehen::V,nutrire,тәрбиәле
1073,leiten::V,ducere,етәкләү
1074,leiten::V,ducere,етәкселек итеү
1075,antreiben::V,incitare,ашыҡтырыу
1076,lassen::V,iubere,мәжбүр итеү
1077,einladen::V,invitare,саҡырыу
1078,vereinigen::V,coniungere,берләштереү
1079,besuchen::V,visere,килеп сығыу
1080,treffen::V,convenire,тойоү
1081,treffen::V,convenire,осратыу
1082,treffen::V,convenire,ҡаршылау
1083,sich versammeln::V,convenire,йыйылыу
1084,spielen::V,ludere,тартыу
1085,singen::V,cantare,йырлау
1086,tanzen::V,saltare,бейеү
1087,sich trennen::V,digredi,айырылышыу
1088,sich trennen::V,discedere,айырылышыу
1089,verlassen::V,deserere,ташлау
1090,verlassen::V,deserere,ташлап китеү
1091,verlassen::V,relinquere,ташлау
1092,verlassen::V,relinquere,ташлап китеү
1093,retten::V,servare,ҡотҡарыу
1094,bewachen::V,custodire,һаҡлау
1095,schützen::V,tueri,һаҡлау
1096,schützen::V,tutari,һаҡлау
1097,verteidigen::V,defendere,яҡлау
1098,sich schlagen::V,luctari,һуғышыу
1099,schießen::V,iaculari,атыу
1100,siegen::V,vincere,еңеү
1101,ärgern::V,irritare,асыуландырыу
1102,schlagen::V,ferire,бәреү
1103,schlagen::V,ferire,туҡмау
1104,treten::V,calcare,тибеү
1105,treten::V,calcare,типкеләү
1106,stechen::V,pungere,сәнсеү
1107,stoßen::V,tundere,этеү
1108,stoßen::V,tundere,төртөү
1109,stehlen::V,furari,урлау
1110,stören::V,turbare,ҡамасаулау
1111,belästigen::V,obtundere,бимазалау
1112,belästigen::V,obtundere,ҡамасаулау
1113,verbergen::V,celare,йәшереү
1114,verbergen::V,occultare,йәшереү
1115,täuschen::V,fallere,ултыртыу
1116,betrügen::V,fraudare,алдау
1117,töten::V,necare,үлтереү
1118,töten::V,caedere,үлтереү
1119,wohnen::V,habitare,йәшәү
1120,arbeiten::V,laborare,эшләү
1121,sammeln::V,colligere,йыйыу
1122,pflücken::V,carpere,өҙөү
1123,jagen::V,venari,аулау
1124,fischen::V,piscari,аулау
1125,fassen::V,capere,тотоу
1126,hüten::V,custodire,көтөү
1127,treiben::V,agere,ҡыуыу
1128,anbinden::V,alligare,бәйләү
1129,füttern::V,nutrire,ашатыу
1130,melken::V,mulgere,һауыү
1131,hacken::V,findere,турау
1132,hacken::V,findere,тапау
1133,gießen::V,rigare,ҡойоу
1134,reifen::V,maturescere,өлғөрөү
1135,zubereiten::V,apparare,бешереү
1136,kochen::V,coquere,бешереү
1137,backen::V,coquere,бешереү
1138,braten::V,torrere,ҡурыу
1139,umrühren::V,commovere,ҡатнаштырыу
1140,stricken::V,texere,бәйләү
1141,nähen::V,suere,тегеү
1142,färben::V,tingere,буяу
1143,reinigen::V,purgare,таҙартыу
1144,waschen::V,lavare,йыуыу
1145,abwischen::V,abstergere,һөртөү
1146,spülen::V,perluere,сайҡау
1147,fegen::V,verrere,һепереү
1148,kehren::V,purgare,һепереү
1149,baden::V,lavari,һыу инеү
1150,sich waschen::V,lavari,йыуыныу
1151,ausziehen::V,exuere,сисеү
1152,anziehen::V,induere,кейеү
1153,sich anziehen::V,vestiri,кейенеү
1154,kämmen::V,pectere,тарау
1155,schmücken::V,ornare,биҙәү
1156,schmücken::V,decorare,биҙәү
1157,sagen::V,dicere,әйтеү
1158,sprechen::V,fari,әйтеү
1159,sprechen::V,fari,һөйләшеү
1160,reden::V,loqui,һөйләшеү
1161,sich unterhalten::V,colloqui,әңгәмәләшеү
1162,sich unterhalten::V,disputare,әңгәмәләшеү
1163,fragen::V,rogare,һорау
1164,fragen::V,quaerere,һорау
1165,bitten::V,orare,үтенеү
1166,bitten::V,rogare,үтенеү
1167,erzählen::V,narrare,һөйләү
1168,mitteilen::V,communicare,әйтеү
1169,nennen::V,appellare,атау
1170,nennen::V,appellare,исемләү
1171,rufen::V,vocare,саҡырыу
1172,prahlen::V,gloriari,маҡтаныу
1173,prahlen::V,gloriari,шапырыныу
1174,übersetzen::V,vertere,тәржемә итеү
1175,denken::V,cogitare,уйлау
1176,glauben::V,credere,ышаныу
1177,bemerken::V,animadvertere,күреү
1178,erkennen::V,cognoscere,таныу
1179,begreifen::V,comprehendere,аңлау
1180,verstehen::V,intellegere,аңлау
1181,lernen::V,discere,өйрәнеү
1182,wissen::V,scire,белеү
1183,sich erinnern an::V,meminisse,хәтергә алыу
1184,vergessen::V,oblivisci,онотоу
1185,messen::V,metiri,үлсәү
1186,zählen::V,numerare,һанау
1187,rechnen::V,reri,һанау
1188,rechnen::V,calculare,һанау
1189,lesen::V,legere,уҡыу
1190,malen::V,pingere,һүрәт яһау
1191,malen::V,pingere,рәсем төшөрөү
1192,zeichnen::V,scribere,һүрәт яһау
1193,zeichnen::V,scribere,рәсем төшөрөү
1194,schreiben::V,scribere,яҙыу
1195,besitzen::V,possidere,биләү
1196,kaufen::V,emere,һатып алыу
1197,verkaufen::V,vendere,һатыу
1198,bezahlen::V,pendere,түләү
1199,zahlen::V,solvere,түләү
1200,beherrschen::V,regere,биләү
1201,beherrschen::V,imperare,биләү
1202,ertragen::V,tolerare,түҙеү
1203,ertragen::V,sustinere,түҙеү
1204,wünschen::V,,теләу
1205,wiegen::V,,бәүетеү
1206,wiegen::V,,тирбәтеү
