,Concept_ID,no,hr
859,nicht::ADV,ikke,ne
860,ein wenig::ADV,litt,malo
861,kaum::ADV,neppe,tek
862,kaum::ADV,neppe,jedva
863,sehr::ADV,svært,jako
864,sehr::ADV,svært,veoma
865,so::ADV,så,tako
866,so::ADV,så,ovako
867,noch::ADV,enda,još
868,nur::ADV,bare,samo
869,schon::ADV,alt,već
870,schon::ADV,allerede,već
871,wieder::ADV,igjen,opet
872,wieder::ADV,igjen,ponovo
873,vergebens::ADV,forgjeves,uzalud
874,vergebens::ADV,forgjeves,zabadava
875,vor::PRP,foran,pred
876,vor::PRP,foran,ispred
877,vor::PRP,utenfor,pred
878,vor::PRP,utenfor,ispred
879,hinter::PRP,bak,za
880,hinter::PRP,bak,iza
881,hinter::PRP,bakom,za
882,hinter::PRP,bakom,iza
883,unter::PRP,under,pod
884,unter::PRP,under,ispod
885,durch::PRP,gjennom,po
886,durch::PRP,gjennom,kroz
887,durch::PRP,igjennom,po
888,durch::PRP,igjennom,kroz
889,neben::PRP,ved siden av,kraj
890,neben::PRP,ved siden av,pored
891,neben::PRP,ved siden av,pokraj
892,zwischen::PRP,mellom,među
893,zwischen::PRP,mellom,između
894,wegen::PRP,på grunn av,radi
895,wegen::PRP,på grunn av,zbog
896,dies::PRN,dette,ovo
897,das::PRN,det,to
898,das::PRN,det,ono
899,alles::PRN,alt,sve
900,ich::PRN,jeg,ja
901,du::PRN,du,ti
902,er::PRN,han,on
903,wir::PRN,vi,mi
904,ihr::PRN,dere,vi
905,sie::PRN,de,oni
906,was::FPRN,hva,što
907,wer::FPRN,hvem,tko
908,wo::FADV,hvor,gdje
909,wohin::FADV,hvor ... hen,kuda
910,wohin::FADV,hvor ... hen,kamo
911,wie::FADV,hvordan,kako
912,warum::FADV,hvorfor,zašto
913,wieviel::FNUM,hvor mye,koliko
914,eins::NUM,en,jedan
915,eins::NUM,ett,jedan
916,zwei::NUM,to,dva
917,drei::NUM,tre,tri
918,vier::NUM,fire,četiri
919,fünf::NUM,fem,pet
920,sechs::NUM,seks,šest
921,sieben::NUM,sju,sedam
922,acht::NUM,åtte,osam
923,neun::NUM,ni,devet
924,zehn::NUM,ti,deset
925,elf::NUM,elleve,jedanaest
926,zwölf::NUM,tolv,dvanaest
927,zwanzig::NUM,tjue,dvadeset
928,dreißig::NUM,tretti,trideset
929,vierzig::NUM,førti,četrdeset
930,fünfzig::NUM,femti,pedeset
931,sechzig::NUM,seksti,šezdeset
932,siebzig::NUM,sytti,sedamdeset
933,achtzig::NUM,åtti,osamdeset
934,neunzig::NUM,nitti,devetdeset
935,hundert::NUM,hundre,sto
936,tausend::NUM,tusen,tisuća
937,und::CNJ,og,i
938,und::CNJ,og,te
939,oder::CNJ,eller,ili
940,stehen::V,stå,stajati
941,sitzen::V,sitte,sjediti
942,liegen::V,ligge,ležati
943,hängen::V,henge,visiti
944,werden::V,bli,postati
945,werden::V,bli,činiti se
946,passieren::V,skje,desiti se
947,passieren::V,skje,dogoditi se
948,passieren::V,hende,desiti se
949,passieren::V,hende,dogoditi se
950,beginnen::V,begynne,početi
951,enden::V,ende,prestati
952,enden::V,ende,svršiti se
953,enden::V,slutte,prestati
954,enden::V,slutte,svršiti se
955,wechseln::V,veksle,mijenjati se
956,aufgehen[Sonne]::V,stå opp,izići
957,untergehen[Sonne]::V,gå ned,zaći
958,scheinen[Sonne]::V,skinne,sijati
959,donnern::V,tordne,grmjeti
960,wehen::V,blåse,duhati
961,strömen::V,strømme,strujati
962,fließen::V,flyte,teći
963,sich drehen::V,dreie seg,obrtati se
964,sich drehen::V,dreie seg,vrtjeti se
965,schwanken::V,svaie,teturati
966,schwanken::V,svaie,kolebati se
967,schwingen::V,svinge,njihati
968,schwingen::V,svinge,titrati
969,fallen::V,falle,padati
970,brennen::V,brenne,gorjeti
971,rauchen::V,ryke,dimiti se
972,regnen::V,regne,kišiti
973,regnen::V,regne,daždjeti
974,gefrieren::V,fryse,smrznuti se
975,tauen::V,tine,kopnjeti
976,tauen::V,tine,kraviti se
977,schmelzen::V,smelte,topiti se
978,trocknen::V,tørre,sušiti se
979,sieden::V,koke,kipjeti
980,sieden::V,koke,ključati
981,faulen::V,råtne,gnjiti
982,verfaulen::V,råtne,sagnjiti
983,reißen::V,briste,otrgnuti se
984,versinken::V,synke,tonuti
985,versinken::V,synke,propasti
986,versinken::V,synke ned,tonuti
987,versinken::V,synke ned,propasti
988,vergehen::V,forløpe,prolaziti
989,erscheinen::V,synes,pojaviti se
990,verschwinden::V,forsvinne,nestati
991,verschwinden::V,forsvinne,izgubiti se
992,sinken::V,synke,trgnuti
993,sinken::V,synke,spustiti se
994,abnehmen::V,avta,opasti
995,abnehmen::V,minske,opasti
996,zunehmen::V,tilta,povećati se
997,steigen::V,stige,uzići
998,steigen::V,stige,nadoći
999,wachsen::V,gro,rasti
1000,wachsen::V,vokse,rasti
1001,glänzen::V,skinne,blistati
1002,glänzen::V,skinne,sjati se
1003,funkeln::V,tindre,svjetlucati
1004,lärmen::V,bråke,bučati
1005,lärmen::V,bråke,galamiti
1006,läuten::V,ringe,zvoniti
1007,klingeln::V,ringe,zvoniti
1008,klirren::V,klirre,zvečati
1009,brausen::V,bruse,hujati
1010,rauschen::V,suse,šumiti
1011,rauschen::V,suse,šuškati
1012,klingen::V,lyde,zvučati
1013,klingen::V,klinge,zvučati
1014,bellen::V,gjø,lajati
1015,bellen::V,bjeffe,lajati
1016,heulen::V,ule,zavijati
1017,blasen::V,blåse,puhati
1018,pfeifen::V,plystre,fućkati
1019,schreien::V,skrike,vikati
1020,schreien::V,skrike,kričati
1021,stöhnen::V,stønne,stenjati
1022,zittern::V,dirre,drhtati
1023,zittern::V,dirre,trepetati
1024,zittern::V,skjelve,drhtati
1025,zittern::V,skjelve,trepetati
1026,leben::V,leve,živjeti
1027,geboren werden::V,fødes,roditi se
1028,atmen::V,ånde,disati
1029,atmen::V,puste,disati
1030,trinken::V,drikke,piti
1031,essen::V,spise,jesti
1032,schlucken::V,svelge,gutati
1033,müde werden::V,bli trett,umoriti se
1034,einschlafen::V,sovne,usnuti
1035,einschlafen::V,sovne,zaspati
1036,schlafen::V,sove,spati
1037,aufwachen::V,våkne,probuditi se
1038,aufstehen::V,stå opp,ustati
1039,sich erholen::V,bli bra,odmoriti se
1040,sich erholen::V,komme seg,odmoriti se
1041,krank werden::V,bli syk,oboljeti se
1042,krank werden::V,bli syk,razboljeti se
1043,krank sein::V,være syk,bolovati
1044,schmerzen::V,gjøre vondt,boljeti
1045,husten::V,hoste,kašljati
1046,genesen::V,komme seg,ozdraviti
1047,genesen::V,komme seg,oporaviti se
1048,sterben::V,dø,umrijeti
1049,umkommen::V,omkomme,skapati
1050,sich bewegen::V,bevege seg,gibati se
1051,sich bewegen::V,bevege seg,kretati se
1052,sich rühren::V,røre på seg,maknuti se
1053,sich erheben::V,reise seg,dići se
1054,sich setzen::V,sette sig,sjesti
1055,hinfallen::V,falle over ende,pasti
1056,laufen::V,løpe,hodati
1057,schreiten::V,skride,stupati
1058,spazierengehen::V,spasere,šetati se
1059,spazierengehen::V,gå en tur,šetati se
1060,eilen::V,ile,hitati
1061,sich beeilen::V,skynde seg,požuriti se
1062,sausen::V,suse,juriti
1063,rennen::V,løpe,trčati
1064,springen::V,hoppe,skakati
1065,springen::V,springe,skakati
1066,klettern::V,klatre,popeti se
1067,klettern::V,klatre,penjati se
1068,schaukeln::V,huske,ljuljati se
1069,kriechen::V,krype,puzati
1070,kriechen::V,krype,gmizati
1071,schwimmen::V,svømme,plivati
1072,tauchen::V,dykke,roniti
1073,tauchen::V,dykke,gnjuriti
1074,rudern::V,ro,veslati
1075,fahren::V,kjøre,voziti se
1076,fliegen::V,fly,letjeti
1077,fliegen::V,fly,lijetati
1078,gehen::V,gå,ići
1079,weggehen::V,gå bort,otići
1080,abfahren::V,reise,krenuti
1081,abfahren::V,reise,otputovati
1082,anhalten::V,stanse,stati
1083,anhalten::V,stanse,zaustaviti
1084,hineingehen::V,gå inn,ulaziti
1085,eintreten::V,tre inn,ući
1086,kommen::V,komme,doći
1087,ankommen::V,ankomme,stići
1088,ankommen::V,komme til,stići
1089,zurückkommen::V,komme tilbake,vratiti se
1090,zurückkommen::V,komme tilbake,povratiti se
1091,bleiben::V,bli,ostati
1092,bleiben::V,forbli,ostati
1093,warten::V,vente,čekati
1094,erwarten::V,vente,očekivati
1095,suchen::V,søke,tražiti
1096,finden::V,finne,naći
1097,versuchen::V,prøve,pokušati
1098,versuchen::V,forsøke,pokušati
1099,vorbereiten::V,forberede,spremiti
1100,vorbereiten::V,forberede,pripremiti
1101,lieben::V,elske,voljeti
1102,mögen::V,like,voljeti
1103,lachen::V,le,smijati se
1104,rühren::V,røre,taknuti
1105,weinen::V,gråte,plakati
1106,schimpfen::V,skjelle,psovati
1107,sich ärgern::V,ergre seg,ljutiti se
1108,sich fürchten::V,være redd,bojati se
1109,fürchten::V,være redd for,bojati se
1110,fliehen::V,rømme,pobjeći
1111,fliehen::V,flykte,pobjeći
1112,flüchten::V,flykte,utjeći
1113,sehen::V,se,vidjeti
1114,anschauen::V,se på,ogledati
1115,anschauen::V,betrakte,ogledati
1116,ansehen::V,anse,gledati
1117,hören::V,høre,čuti
1118,zuhören::V,tilhøre,slušati
1119,probieren::V,smake,probati
1120,probieren::V,smake på,probati
1121,riechen::V,lukte,osjećati miris
1122,fühlen::V,føle,osjećati
1123,scheinen::V,se ut,činiti se
1124,zu sehen sein::V,synes,biti vidljiv
1125,vernehmen::V,få vite,saznati
1126,frieren::V,fryse,zima je
1127,tun::V,gjøre,raditi
1128,können::V,kunne,moći
1129,wollen::V,ville,htjeti
1130,anfangen::V,begynne,početi
1131,beenden::V,avslutte,svršiti
1132,beenden::V,avslutte,dovršiti
1133,aufhören::V,slutte,prestati
1134,aufhören::V,holde opp,prestati
1135,gelingen::V,lykkes,uspjeti
1136,geraten::V,bli,desiti se
1137,öffnen::V,åpne,otvoriti
1138,schließen::V,lukke,zatvoriti
1139,schließen::V,stenge,zatvoriti
1140,stellen::V,stille,metnuti
1141,stellen::V,stille,postaviti
1142,setzen::V,sette,posaditi
1143,legen::V,legge,polagati
1144,berühren::V,berøre,doticati
1145,berühren::V,berøre,dodirivati
1146,verbinden::V,forbinde,spojiti
1147,verbinden::V,forbinde,zavezati
1148,bedecken::V,dekke,pokriti
1149,aufhängen::V,henge,objesiti
1150,aufhängen::V,henge opp,objesiti
1151,anzünden::V,tenne,upaliti
1152,anzünden::V,tenne,zapaliti
1153,anzünden::V,antenne,upaliti
1154,anzünden::V,antenne,zapaliti
1155,anzünden::V,tenne på,upaliti
1156,anzünden::V,tenne på,zapaliti
1157,aufheben::V,løfte,podići
1158,aufheben::V,løfte,podignuti
1159,aufheben::V,ta opp,podići
1160,aufheben::V,ta opp,podignuti
1161,zurücklassen::V,slippe tilbake,ostaviti
1162,zurücklassen::V,slippe tilbake,pustiti natrag
1163,verlieren::V,miste,izgubiti
1164,fallen lassen::V,droppe,ispustiti
1165,fallen lassen::V,la falle,ispustiti
1166,machen::V,lage,uraditi
1167,machen::V,lage,načiniti
1168,machen::V,lage,napraviti
1169,machen::V,gjøre,uraditi
1170,machen::V,gjøre,načiniti
1171,machen::V,gjøre,napraviti
1172,herstellen::V,fremstille,proizvesti
1173,bauen::V,bygge,graditi
1174,reparieren::V,reparere,popraviti
1175,verbessern::V,rette,poboljšati
1176,verbessern::V,forbedre,poboljšati
1177,ändern::V,forandre,promijeniti
1178,graben::V,grave,kopati
1179,graben::V,grave,kopkati
1180,beugen::V,bøye,saviti
1181,biegen::V,bøye,saviti
1182,biegen::V,bøye,sagnuti
1183,drehen::V,dreie,vrtjeti
1184,wenden::V,vende,obrnuti
1185,umdrehen::V,snu,okrenuti
1186,umdrehen::V,snu,prevŕnuti
1187,heben::V,heve,dizati
1188,hochheben::V,løfte,dignuti
1189,ergreifen::V,gripe,uhvatiti
1190,ergreifen::V,gripe,prihvatiti
1191,ergreifen::V,få tak i,uhvatiti
1192,ergreifen::V,få tak i,prihvatiti
1193,halten::V,holde,držati
1194,drücken::V,trykke,pritiskivati
1195,schieben::V,skyve,gurati
1196,kratzen::V,klø,česati
1197,kratzen::V,klø,grepsti
1198,kratzen::V,klore,česati
1199,kratzen::V,klore,grepsti
1200,lecken::V,slikke,lizati
1201,beißen::V,bite,ujesti
1202,beißen::V,bite,gristi
1203,abreißen::V,rive av,otkinuti
1204,abschneiden::V,skjære av,odrezati
1205,binden::V,binde,vezati
1206,stecken::V,stikke,turiti
1207,brechen::V,bryte,slomiti
1208,brechen::V,briste,slomiti
1209,klopfen::V,banke,lupati
1210,klopfen::V,banke,kucati
1211,hauen::V,hogge,tući
1212,hauen::V,hogge,udarati
1213,kleben::V,klistre,lijepiti
1214,reiben::V,gni,trti
1215,streichen::V,stryke,namazati
1216,schleifen::V,slipe,brusiti
1217,schneiden::V,klippe,rezati
1218,rütteln::V,ruske,drmati
1219,schütteln::V,riste,tresti
1220,schwenken::V,svinge,mahati
1221,schütten::V,helle,sipati
1222,schütten::V,helle,lijevati
1223,füllen::V,fylle,napuniti
1224,einwickeln::V,vikle inn,umotati
1225,einwickeln::V,vikle inn,zamotati
1226,tragen::V,bære,nositi
1227,schleppen::V,slepe,tegliti
1228,ziehen::V,dra,vući
1229,ziehen::V,trekke,vući
1230,aufbewahren::V,oppbevare,čuvati
1231,aufbewahren::V,ta vare på,čuvati
1232,werfen::V,kaste,bacati
1233,fangen::V,fange,loviti
1234,fangen::V,fange,hvatati
1235,packen::V,gripe,ščepati
1236,packen::V,gripe,zgrabiti
1237,packen::V,gripe tak i,ščepati
1238,packen::V,gripe tak i,zgrabiti
1239,verstecken::V,gjemme,sakriti
1240,teilen::V,dele,podijeliti
1241,schicken::V,sende,slati
1242,bringen::V,bringe,donijeti
1243,hinzufügen::V,tilføye,dodati
1244,hinzufügen::V,tilføye,pridati
1245,bekommen::V,få,dobiti
1246,erhalten::V,få,primiti
1247,nehmen::V,ta,uzeti
1248,wählen::V,velge,izabrati
1249,auswählen::V,velge ut,odabrati
1250,bewahren::V,bevare,sačuvati
1251,behindern::V,hindre,smetati
1252,behindern::V,forhindre,smetati
1253,verderben::V,ødelegge,pokvariti
1254,beschädigen::V,skade,oštetiti
1255,zerbrechen::V,brekke i stykker,razbiti
1256,zerbrechen::V,brekke i stykker,prelomiti
1257,zerreißen::V,rive i stykker,poderati
1258,zerreißen::V,rive i stykker,rastrgnuti
1259,zerstören::V,ødelegge,razoriti
1260,zerstören::V,ødelegge,razrušiti
1261,verbrennen::V,brenne,spaliti
1262,verbrennen::V,brenne,sagorjeti
1263,verbrennen::V,brenne opp,spaliti
1264,verbrennen::V,brenne opp,sagorjeti
1265,geben::V,gi,dati
1266,reichen::V,rekke,pružiti
1267,schenken::V,forære,darivati
1268,schenken::V,skjenke,darivati
1269,versprechen::V,love,obećati
1270,wünschen::V,ønske,željeti
1271,loben::V,rose,hvaliti
1272,küssen::V,kysse,ljubiti
1273,wiegen::V,vogge,njihati
1274,wiegen::V,vogge,ljuljati
1275,zudecken::V,dekke til,pokriti
1276,wecken::V,vekke,probuditi
1277,zeigen::V,vise,pokazati
1278,führen::V,føre,voditi
1279,lehren::V,lære,učiti
1280,unterrichten::V,undervise,poučiti
1281,aufziehen::V,oppdra,uzgajati
1282,leiten::V,lede,upravljati
1283,antreiben::V,drive på,natjeravati
1284,lassen::V,få til å,dati
1285,einladen::V,be,pozvati
1286,einladen::V,invitere,pozvati
1287,vereinigen::V,forene,ujediniti
1288,besuchen::V,besøke,posjetiti
1289,treffen::V,møte,sresti
1290,treffen::V,treffe,sresti
1291,sich versammeln::V,forsamles,okupiti se
1292,spielen::V,leke,igrati se
1293,spielen::V,spille,igrati se
1294,singen::V,synge,pjevati
1295,tanzen::V,danse,plesati
1296,sich trennen::V,skilles,razići se
1297,verlassen::V,forlate,ostaviti
1298,verlassen::V,forlate,napustiti
1299,retten::V,redde,spasiti
1300,bewachen::V,bevokte,čuvati
1301,bewachen::V,bevokte,stražariti
1302,schützen::V,verne,čuvati
1303,schützen::V,beskytte,čuvati
1304,verteidigen::V,forsvare,obraniti
1305,sich schlagen::V,slåss,biti se
1306,sich schlagen::V,slåss,udariti se
1307,schießen::V,skyte,pucati
1308,schießen::V,skyte,strijeljati
1309,siegen::V,seire,pobijediti
1310,ärgern::V,ergre,ljutiti
1311,treten::V,sparke,šutnuti
1312,stechen::V,stikke,ubosti
1313,stoßen::V,støte,gurnuti
1314,stehlen::V,stjele,ukrasti
1315,stören::V,forstyrre,smetati
1316,belästigen::V,plage,smetati
1317,belästigen::V,plage,dosaditi
1318,belästigen::V,sjenere,smetati
1319,belästigen::V,sjenere,dosaditi
1320,verbergen::V,gjemme,skriti
1321,täuschen::V,villede,obmanuti
1322,betrügen::V,bedra,prevarati
1323,töten::V,drepe,ubiti
1324,wohnen::V,bo,stanovati
1325,arbeiten::V,arbeide,raditi
1326,sammeln::V,samle,sabrati
1327,pflücken::V,plukke,ubrati
1328,jagen::V,jage,loviti
1329,fischen::V,fiske,ribati
1330,fischen::V,fiske,loviti ribu
1331,fassen::V,fange,uloviti
1332,hüten::V,vokte,pasti
1333,treiben::V,drive,goniti
1334,anbinden::V,feste,privezati
1335,füttern::V,fore,hraniti
1336,melken::V,melke,musti
1337,hacken::V,hakke,sjeckati
1338,gießen::V,helle,politi
1339,reifen::V,modne,sazreti
1340,zubereiten::V,lage,prigotoviti
1341,zubereiten::V,tilberede,prigotoviti
1342,kochen::V,koke,kuhati
1343,backen::V,bake,peći
1344,braten::V,steke,peći
1345,braten::V,steke,pržiti
1346,umrühren::V,røre om,promiješati
1347,stricken::V,strikke,plesti
1348,nähen::V,sy,šiti
1349,färben::V,farge,obojiti
1350,reinigen::V,rense,očistiti
1351,reinigen::V,rense,počistiti
1352,reinigen::V,gjøre ren,očistiti
1353,reinigen::V,gjøre ren,počistiti
1354,waschen::V,vaske,prati
1355,abwischen::V,tørke av,otrti
1356,spülen::V,spyle,isprati
1357,spülen::V,spyle,oplakati
1358,spülen::V,skylle,isprati
1359,spülen::V,skylle,oplakati
1360,fegen::V,feie,mesti
1361,fegen::V,feie,pomesti
1362,kehren::V,koste,mesti
1363,baden::V,bade,kupati se
1364,sich waschen::V,vaske seg,umiti se
1365,sich waschen::V,vaske seg,prati se
1366,ausziehen::V,ta av,svući
1367,anziehen::V,ta på,obući
1368,sich anziehen::V,kle på seg,obući se
1369,kämmen::V,gre,češljati
1370,kämmen::V,kjemme,češljati
1371,schmücken::V,pynte,uresiti
1372,schmücken::V,pynte,nakititi
1373,schmücken::V,smykke,uresiti
1374,schmücken::V,smykke,nakititi
1375,sagen::V,si,reći
1376,sagen::V,si,kazati
1377,sprechen::V,snakke,govoriti
1378,reden::V,tale,govoriti
1379,reden::V,tale,besjediti
1380,reden::V,snakke,govoriti
1381,reden::V,snakke,besjediti
1382,sich unterhalten::V,samtale,razgovarati se
1383,fragen::V,spørre,pitati
1384,bitten::V,be,moliti
1385,erzählen::V,fortelle,ispričati
1386,erzählen::V,fortelle,pripovjediti
1387,mitteilen::V,meddele,saopćiti
1388,nennen::V,kalle,nazvati
1389,rufen::V,rope,zvati
1390,rufen::V,rope,dozvati
1391,prahlen::V,skryte,hvalisati se
1392,übersetzen::V,oversette,prevesti
1393,denken::V,tenke,misliti
1394,glauben::V,tro,vjerovati
1395,bemerken::V,bemerke,zapaziti
1396,bemerken::V,bemerke,primijetiti
1397,bemerken::V,legge merke til,zapaziti
1398,bemerken::V,legge merke til,primijetiti
1399,erkennen::V,gjenkjenne,prepoznati
1400,begreifen::V,begripe,pojmiti
1401,begreifen::V,begripe,shvatiti
1402,verstehen::V,forstå,razabrati
1403,verstehen::V,skjønne,razabrati
1404,lernen::V,lære,učiti se
1405,wissen::V,vite,znati
1406,sich erinnern an::V,huske på,sjetiti se
1407,vergessen::V,glemme,zaboraviti
1408,messen::V,måle,mjeriti
1409,zählen::V,telle,brojiti
1410,rechnen::V,regne,računati
1411,lesen::V,lese,čitati
1412,malen::V,male,slikati
1413,zeichnen::V,tegne,crtati
1414,schreiben::V,skrive,pisati
1415,besitzen::V,eie,imati
1416,besitzen::V,eie,posjedovati
1417,besitzen::V,inneha,imati
1418,besitzen::V,inneha,posjedovati
1419,kaufen::V,kjøpe,kupiti
1420,verkaufen::V,selge,prodati
1421,verkaufen::V,selge,raspačati
1422,bezahlen::V,betale,platiti
1423,zahlen::V,betale,plaćati
1424,beherrschen::V,beherske,vladati
1425,beherrschen::V,beherske,gospodariti
1426,ertragen::V,orke,trpjeti
1427,ertragen::V,orke,podnijeti
1428,schlagen::V,,biti
1429,schlagen::V,,udariti
