,Concept_ID,cy,sv
176,Schaf::N,dafad,får
177,Schwein::N,mochyn,svin
178,Hund::N,ci,hund
179,Katze::N,cath,katt
180,Bär::N,arth,björn
181,Eichhörnchen::N,gwiwer,ekorre
182,Elch::N,elc,älg
183,Fuchs::N,cadno,räv
184,Hase::N,ysgyfarnog,hare
185,Maus::N,llygoden,mus
186,Wolf::N,blaidd,varg
187,Vogel::N,aderyn,fågel
188,Schwarm::N,haid,svärm
189,Huhn::N,cyw,höns
190,Hahn::N,ceiliog,tupp
191,Gans::N,gŵydd,gås
192,Adler::N,eryr,örn
193,Ente::N,hwyad,anka
194,Eule::N,tylluan,uggla
195,Kranich::N,garan,trana
196,Kranich::N,crychydd,trana
197,Krähe::N,brân,kråka
198,Kuckuck::N,cog,gök
199,Kuckuck::N,cwcw,gök
200,Schwan::N,alarch,svan
201,Fisch::N,pysgod,fisk
202,Barsch::N,draenog,abborre
203,Hecht::N,penhwyad,gädda
204,Schlange[Tier]::N,neidr,orm
205,Wurm::N,abwydyn,mask
206,Wurm::N,pryf genwair,mask
207,Spinne::N,cor,spindel
208,Spinne::N,pryf copyn,spindel
209,Ameise::N,morgrugyn,myra
210,Laus::N,lleuen,lus
211,Mücke::N,gwybedyn,mygga
212,Fliege::N,cleren,fluga
213,Schmetterling::N,glöyn byw,fjäril
214,Schmetterling::N,iâr fach yr haf,fjäril
215,Beere::N,aeronen,bär
216,Apfel::N,afal,äpple
217,Pilz::N,madarch,svamp
218,Zwiebel::N,nionyn,lök
219,Zwiebel::N,winwnsyn,lök
220,Saat::N,had,sådd
221,Korn::N,grawn,korn
222,Heu::N,gwair,hö
223,Schale::N,croen,skal
224,Schale::N,plisgyn,skal
225,Grube::N,pwll,grop
226,Grube::N,pydew,grop
227,Falle::N,magl,fälla
228,Schlinge::N,cwlwm rhedeg,snara
229,Spur::N,ôl,spår
230,Asche::N,lludw,aska
231,Dreck::N,baw,lort
232,Dreck::N,budreddi,lort
233,Eisen::N,haearn,järn
234,Gold::N,aur,guld
235,Silber::N,arian,silver
236,Kohle::N,glo,kol
237,Glas::N,gwydr,glas
238,Lehm::N,clai,lera
239,Sand::N,tywod,sand
240,Mensch::N,dyn,människa
241,Mann::N,dyn,man
242,Frau::N,merch,kvinna
243,Frau::N,gwraig,kvinna
244,Kind::N,plentyn,barn
245,Junge::N,hogyn,pojke
246,Junge::N,bachgen,pojke
247,Mädchen::N,merch,flicka
248,Mädchen::N,geneth,flicka
249,Familie::N,teulu,familj
250,Familie::N,tylwyth,familj
251,Großvater::N,taid,morfar
252,Großvater::N,tad-cu,morfar
253,Großmutter::N,nain,farmor
254,Großmutter::N,mam-gu,farmor
255,Eltern::N,rhieni,föräldrar
256,Vater::N,tad,far
257,Mutter::N,mam,mor
258,Sohn::N,mab,son
259,Tochter::N,merch,dotter
260,Bruder::N,brawd,bror
261,Schwester::N,chwaer,syster
262,Onkel::N,ewythr,morbror
263,Tante::N,modryb,tant
264,Ehemann::N,gŵr,äkta man
265,Ehefrau::N,gwraig,hustru
266,Freude::N,gorfoledd,fröjd
267,Freude::N,gorfoledd,glädje
268,Gelächter::N,chwerthin,åtlöje
269,Glück::N,hapusrwydd,lycka
270,Kummer::N,galar,sorg
271,Wunsch::N,dymuniad,önskan
272,Lust::N,chwant,lust
273,Geist::N,ysbryd,ande
274,Gedanke::N,meddwl,tanke
275,Gedächtnis::N,cof,minne
276,Verstand::N,meddwl,förstånd
277,Sinn::N,ystyr,mening
278,Sinn::N,ystyr,betydelse
279,Grund::N,achos,skäl
280,Grund::N,achos,grund
281,Grund::N,rheswm,skäl
282,Grund::N,rheswm,grund
283,Wahrheit::N,gwir,sanning
284,Wahrheit::N,gwirionedd,sanning
285,Gespräch::N,sgwrs,samtal
286,Märchen::N,chwedl werin,saga
287,Erzählung::N,stori,berättelse
288,Nachricht::N,neges,meddelande
289,Neuigkeit::N,newydd,nyhet
290,Name::N,enw,namn
291,Rätsel::N,pos,gåta
292,Rede::N,araith,tal
293,Sprache::N,iaith,språk
294,Stimme::N,llais,stämma
295,Wort::N,gair,ord
296,Zeichen::N,arwydd,tecken
297,Ruf::N,galwad,rop
298,Lärm::N,trwst,bråk
299,Lärm::N,trwst,oväsen
300,Laut::N,sain,ljud
301,Ton::N,tôn,ton
302,Lied::N,cân,sång
303,Ruhe::N,tawelwch,ro
304,Ruhe::N,tawelwch,lugn
305,Leute::N,pobl,folk
306,Volk::N,pobl,folk
307,Arbeit::N,gwaith,arbete
308,Gast::N,gwestai,gäst
309,Geschenk::N,rhodd,gåva
310,Geschenk::N,rhodd,present
311,Geschenk::N,anrheg,gåva
312,Geschenk::N,anrheg,present
313,Spiel::N,chwarae,lek
314,Spiel::N,chwarae,spel
315,Gesellschaft::N,cwmni,sällskap
316,Hilfe::N,cymorth,hjälp
317,Freund::N,cyfaill,vän
318,Kamerad::N,cydymaith,kamrat
319,Angelegenheit::N,pwnc,ärende
320,Angelegenheit::N,pwnc,angelägenhet
321,Anzahl::N,cyfrif,antal
322,Art::N,bath,art
323,Art::N,bath,slag
324,Stück::N,darn,stycke
325,Teil::N,rhan,del
326,Hälfte::N,hanner,halva
327,Kreis::N,cylch,krets
328,Kreis::N,cylch,cirkel
329,Kreuz::N,croes,kors
330,Kreuz::N,croes,kryss
331,Linie::N,llinell,linje
332,Strich::N,strôc,streck
333,Strich::N,trawiad,streck
334,Abstand::N,bwlch,avstånd
335,Abstand::N,pellter,avstånd
336,Entfernung::N,pellter,avstånd
337,Gegend::N,cylch,trakt
338,Platz::N,lle,plats
339,Ort::N,lle,plats
340,Ort::N,lle,ställe
341,Seite::N,ochr,sida
342,Mitte::N,canol,mitt
343,Gegenstand::N,eitem,föremål
344,Sache::N,peth,sak
345,Rand::N,cwr,rand
346,Rand::N,ymyl,rand
347,Kante::N,min,kant
348,Kante::N,ymyl,kant
349,Ecke::N,cornel,vrå
350,Ecke::N,cornel,hörn
351,Spitze::N,blaen,spets
352,Ende::N,pen,ända
353,Loch::N,twll,hål
354,Winkel::N,congl,vinkel
355,Muster::N,patrwm,mönster
356,Größe::N,maint,storlek
357,Größe::N,maintioli,storlek
358,Länge::N,hyd,längd
359,Höhe::N,uchder,höjd
360,Gewicht::N,pwysau,tyngd
361,Menge::N,swm,mängd
362,Menge::N,maint,mängd
363,Haufen::N,pentwr,hög
364,Reihe::N,rhes,rad
365,Boot::N,cwch,båt
366,Ruder::N,rhwyf,åra
367,Schlitten::N,sled,släde
368,Schlitten::N,car llusg,släde
369,Ski::N,sgi,skida
370,Lagerfeuer::N,coelcerth,lägereld
371,Last::N,llwyth,last
372,Last::N,llwyth,börda
373,Gang::N,tro,gång
374,Schritt::N,cam,steg
375,Norden::N,gogledd,norr
376,Süden::N,de,söder
377,Westen::N,gorllewin,väster
378,Osten::N,dwyrain,öster
379,Holz::N,pren,trä
380,Brett::N,bwrdd,bräda
381,Brett::N,astell,bräda
382,Platte::N,llech,platta
383,Stütze::N,ateg,stöd
384,Stütze::N,ateg,stötta
385,Stütze::N,cynhalydd,stöd
386,Stütze::N,cynhalydd,stötta
387,Stange::N,polyn,stång
388,Stock::N,ffon,käpp
389,Stock::N,ffon,pinne
390,Stock::N,brigyn,käpp
391,Stock::N,brigyn,pinne
392,Stab::N,ffon,stav
393,Rohr::N,pibell,rör
394,Haus::N,tŷ,hus
395,Heim::N,cartref,hem
396,Ofen::N,stof,ugn
397,Fußboden::N,llawr,golv
398,Tisch::N,bwrdd,bord
399,Stuhl::N,cadair,stol
400,Wiege::N,crud,vagga
401,Bett::N,gwely,säng
402,Regal::N,silff,hylla
403,Kiste::N,bocs,låda
404,Kiste::N,blwch,låda
405,Fenster::N,ffenestr,fönster
406,Tür::N,drws,dörr
407,Tor::N,porth,port
408,Zaun::N,ffens,staket
409,Zaun::N,ffens,stängsel
410,Dach::N,to,tak
411,Leiter::N,ysgol,stege
412,Besen::N,ysgub,kvast
413,Spaten::N,rhaw,spade
414,Schaufel::N,rhaw,skovel
415,Schaufel::N,rhaw,skyffel
416,Gabel::N,fforc,gaffel
417,Löffel::N,llwy,sked
418,Messer::N,cyllell,kniv
419,Nagel::N,hoel,spik
420,Netz::N,gwe,nät
421,Netz::N,rhwyd,nät
422,Haken::N,bach,krok
423,Griff::N,carn,tag
424,Griff::N,carn,handtag
425,Schloss::N,clo,las
426,Bild::N,llun,bild
427,Bild::N,pictiwr,bild
428,Figur::N,ffigur,figur
429,Puppe::N,dol,docka
430,Beutel::N,cwd,påse
431,Bündel::N,bwndel,bunt
432,Bündel::N,bwndel,knippa
433,Bündel::N,coflaid,bunt
434,Bündel::N,coflaid,knippa
435,Tasche::N,cod,väska
436,Eimer::N,bwced,hink
437,Eimer::N,bwced,ämbar
438,Eimer::N,cunnog,hink
439,Eimer::N,cunnog,ämbar
440,Deckel::N,caead,lock
441,Geschirr::N,llestri,servis
442,Geschirr::N,llestri,porslin
443,Sack::N,sach,säck
444,Tasse::N,cwpan,kopp
445,Topf::N,pot,gryta
446,Topf::N,pot,kastrull
447,Topf::N,crochan,gryta
448,Topf::N,crochan,kastrull
449,Kessel::N,tegell,kittel
450,Essen::N,pryd o fwyd,mål
451,Nahrung::N,bwyd,näring
452,Speise::N,saig,maträtt
453,Fleisch::N,cig,kött
454,Getreide::N,ŷd,säd
455,Getreide::N,ŷd,spannmål
456,Getreide::N,llafur,säd
457,Getreide::N,llafur,spannmål
458,Brei::N,uwd,gröt
459,Brot::N,bara,bröd
460,Scheibe::N,tafell,skiva
461,Fett::N,saim,fett
462,Fett::N,braster,fett
463,Butter::N,ymenyn,smör
464,Öl::N,olew,olja
465,Salz::N,halen,salt
466,Suppe::N,cawl,soppa
467,Honig::N,mêl,honung
468,Milch::N,llaeth,mjölk
469,Milch::N,llefrith,mjölk
470,Tee::N,te,te
471,Leder::N,lledr,läder
472,Wolle::N,gwlân,ull
473,Wolle::N,gwlân,ylle
474,Stoff::N,lliain,tyg
475,Stoff::N,lliain,stoff
476,Stoff::N,brethyn,tyg
477,Stoff::N,brethyn,stoff
478,Nadel::N,nodwydd,nål
479,Faden::N,edau,tråd
480,Faden::N,edefyn,tråd
481,Knopf::N,botwm,knapp
482,Knoten::N,cwlwm,knut
483,Farbe::N,paent,färg
484,Kleidung::N,dillad,klädsel
485,Kleidung::N,gwisgoedd,klädsel
486,Hemd::N,crys,skjorta
487,Kragen::N,coler,krage
488,Ärmel::N,llawes,ärm
489,Hose::N,trowsus,byxor
490,Gürtel::N,gwregys,bälte
491,Mütze::N,cap,mössa
492,Schuh::N,esgid,sko
493,Stiefel::N,botasen,stövel
494,Ring::N,modrwy,ring
495,Band::N,rhuban,band
496,Kamm::N,crib,kam
497,Spiegel::N,drych,spegel
498,Riemen::N,strap,rem
499,Schnur::N,llinyn,snöre
500,Leine::N,tennyn,lina
501,Decke::N,blanced,täcke
502,Decke::N,gwrthban,täcke
503,Kissen::N,clustog,dyna
504,Kissen::N,clustog,kudde
505,Kissen::N,gobennydd,dyna
506,Kissen::N,gobennydd,kudde
507,Tuch::N,sgarff,sjal
508,Handtuch::N,tywel,handduk
509,Handtuch::N,lliain sychu,handduk
510,Kraft::N,grym,kraft
511,Stärke::N,nerth,styrka
512,Stärke::N,cryfder,styrka
513,Gesundheit::N,iechyd,hälsa
514,Krankheit::N,afiechyd,sjukdom
515,Krankheit::N,anhwylder,sjukdom
516,Schmerz::N,poen,smärta
517,Schmerz::N,gwayw,smärta
518,Wunde::N,clwyf,sår
519,Fieber::N,twymyn,feber
520,Arznei::N,meddyginiaeth,medicin
521,Arznei::N,meddyginiaeth,läkemedel
522,Brücke::N,pont,bro
523,Brunnen::N,ffynnon,brunn
524,Weide::N,porfa,bete
525,Pfad::N,llwybr,stig
526,Weg::N,ffordd,väg
527,Straße::N,heol,gata
528,Straße::N,ffordd,gata
529,Dorf::N,pentref,by
530,Stadt::N,tref,stad
531,Brief::N,llythyr,brev
532,Buch::N,llyfr,bok
533,Buchstabe::N,llythyren,bokstav
534,Zeitung::N,papur newydd,tidning
535,Leben::N,bywyd,liv
536,Tod::N,marwolaeth,död
537,Grab::N,bedd,grav
538,Kirche::N,eglwys,kyrka
539,Sünde::N,pechod,synd
540,Gott::N,duw,gud
541,Arbeiter::N,gweithiwr,arbetare
542,Chef::N,pennaeth,chef
543,Meister::N,meistr,mästare
544,Arzt::N,meddyg,läkare
545,Lehrer::N,athro,lärare
546,Geld::N,pres,pengar
547,Geld::N,arian,pengar
548,Geschäft::N,busnes,rörelse
549,Laden::N,siop,affär
550,Preis::N,pris,pris
551,Ware::N,nwydd,vara
552,Nutzen::N,elw,gagn
553,Nutzen::N,elw,nytta
554,Nutzen::N,budd,gagn
555,Nutzen::N,budd,nytta
556,Reichtum::N,cyfoeth,rikedom
557,Welt::N,byd,värld
558,Land::N,gwlad,land
559,Staat::N,gwladwriaeth,stat
560,König::N,brenin,kung
561,König::N,brenin,konung
562,Macht::N,grym,makt
563,Macht::N,awdurdod,makt
564,Grenze::N,ffin,gräns
565,Grenze::N,goror,gräns
566,Krieg::N,rhyfel,krig
567,Feind::N,gelyn,fiende
568,Gewalt::N,ffyrnigrwydd,våld
569,Kampf::N,brwydr,kamp
570,Kampf::N,brwydr,strid
571,Bogen[Waffe]::N,bwa,båge
572,Pfeil::N,saeth,pil
573,Gewehr::N,dryll,gevär
574,Fehler::N,gwall,fel
575,Fehler::N,camgymeriad,fel
576,Lüge::N,celwydd,lögn
577,Lüge::N,anwiredd,lögn
578,Schaden::N,niwed,skada
579,Schaden::N,difrod,skada
580,Unglück::N,anffawd,otur
581,Unglück::N,anffawd,olycka
582,Schuld::N,bai,skuld
583,Alter::N,oed,ålder
584,Schluss::N,diwedd,slut
585,Zeit::N,amser,tid
586,Tag::N,dydd,dag
587,Tag::N,diwrnod,dag
588,Morgen::N,bore,morgon
589,Mittag::N,nawn,middag
590,Abend::N,noswaith,kväll
591,Nacht::N,nos,natt
592,Woche::N,wythnos,vecka
593,Monat::N,mis,månad
594,Jahr::N,blwyddyn,år
595,Frühling::N,gwanwyn,vår
596,Sommer::N,haf,sommar
597,Herbst::N,hydref,höst
598,Winter::N,gaeaf,vinter
599,Januar::N,Ionawr,januari
600,Februar::N,Chwefror,februari
601,März::N,Mawrth,mars
602,April::N,Ebrill,april
603,Mai::N,Mai,maj
604,Juni::N,Mehefin,juni
605,Juli::N,Gorffennaf,juli
606,August::N,Awst,augusti
607,September::N,Medi,september
608,Oktober::N,Hydref,oktober
609,November::N,Tachwedd,november
610,Dezember::N,Rhagfyr,december
611,Montag::N,dydd Llun,måndag
612,Dienstag::N,dydd Mawrth,tisdag
613,Mittwoch::N,dydd Mercher,onsdag
614,Donnerstag::N,dydd Iau,torsdag
615,Freitag::N,dydd Gwener,fredag
616,Samstag::N,dydd Sadwrn,lördag
617,Sonntag::N,dydd Sul,söndag
618,groß::A,mawr,stor
619,klein::A,bach,liten
620,lang::A,hir,lång
621,kurz::A,byr,kort
622,kurz::A,cwta,kort
623,breit::A,llydan,bred
624,schmal::A,cul,smal
625,dicht::A,dwys,tät
626,dick[Gegenstand]::A,trwchus,tjock
627,dünn::A,tenau,tunn
628,fein::A,main,fin
629,fest::A,cadarn,fast
630,flach::A,gwastad,platt
631,glatt::A,llyfn,glatt
632,hart::A,caled,hård
633,weich::A,meddal,mjuk
634,rund::A,crwn,rund
635,spitz::A,pigfain,toppig
636,spitz::A,pigfain,spetsig
637,scharf::A,miniog,vass
638,scharf::A,miniog,skarp
639,stumpf::A,pŵl,slö
640,schwer::A,trwm,tung
641,schön::A,teg,skön
642,schön::A,teg,vacker
643,schön::A,hardd,skön
644,schön::A,hardd,vacker
645,schön::A,prydferth,skön
646,schön::A,prydferth,vacker
647,heiß::A,poeth,het
648,warm::A,twym,varm
649,warm::A,cynnes,varm
650,kalt::A,oer,kall
651,kühl::A,oeraidd,sval
652,kühl::A,oeraidd,kylig
653,frisch::A,iach,färsk
654,feucht::A,llaith,fuktig
655,nass::A,gwlyb,våt
656,trocken::A,sych,torr
657,voll::A,llawn,full
658,leer::A,gwag,tom
659,offen::A,agored,öppen
660,geschlossen::A,caead,stängd
661,geschlossen::A,caeëdig,stängd
662,sauber::A,glân,ren
663,schmutzig::A,budr,snuskig
664,schmutzig::A,brwnt,snuskig
665,roh::A,amrwd,rå
666,reif::A,aeddfed,mogen
667,lecker::A,blasus,läcker
668,lecker::A,danteithiol,läcker
669,süß::A,melys,söt
670,bitter::A,chwerw,besk
671,bitter::A,chwerw,bitter
672,sauer::A,sur,sur
673,hell::A,disglair,ljus
674,dunkel::A,tywyll,mörk
675,schwarz::A,du,svart
676,weiß::A,gwyn,vit
677,rot::A,coch,röd
678,gelb::A,melyn,gul
679,blau::A,glas,blå
680,grün::A,gwyrdd,grön
681,grau::A,llwyd,grå
682,bunt::A,lliwgar,brokig
683,billig::A,rhad,billig
684,teuer::A,drud,dyr
685,wertvoll::A,gwerthfawr,värdefull
686,blind::A,dall,blind
687,taub::A,byddar,döv
688,kräftig::A,nerthol,kraftig
689,kräftig::A,grymus,kraftig
690,stark::A,cryf,stark
691,stark::A,cadarn,stark
692,schwach::A,gwan,svag
693,fett::A,tew,fet
694,schlank::A,main,slank
695,hübsch::A,tlws,snygg
696,hübsch::A,tlws,vacker
697,böse::A,drwg,ond
698,böse::A,drwg,elak
699,dumm::A,twp,dum
700,faul::A,diog,lat
701,fleißig::A,dyfal,flitig
702,geizig::A,crintach,snål
703,geizig::A,crintach,girig
704,geizig::A,cybyddlyd,snål
705,geizig::A,cybyddlyd,girig
706,klug::A,deallus,klok
707,geschickt::A,medrus,händig
708,geschickt::A,medrus,skicklig
709,geschickt::A,deheuig,händig
710,geschickt::A,deheuig,skicklig
711,lieb::A,hoff,kär
712,lieb::A,hoff,snäll
713,lieb::A,annwyl,kär
714,lieb::A,annwyl,snäll
715,lustig::A,llon,rolig
716,lustig::A,llon,lustig
717,sanft::A,mwyn,mild
718,hungrig::A,newynog,hungrig
719,krank::A,sâl,sjuk
720,krank::A,gwael,sjuk
721,nackt::A,noeth,naken
722,traurig::A,trist,ledsen
723,traurig::A,trist,sorgsen
724,lebendig::A,yn fyw,levande
725,gut::A,da,bra
726,schlecht::A,drwg,dålig
727,schlecht::A,gwael,dålig
728,richtig::A,cywir,riktig
729,schlimm::A,enbyd,illa
730,wahr::A,gwir,sann
731,alt::A,hen,gammal
732,neu::A,newydd,ny
733,ehemalig::A,blaenorol,forn
734,ehemalig::A,blaenorol,tidigare
735,alt[Lebewesen]::A,oedrannus,gammal
736,jung::A,ifanc,ung
737,arm::A,tlawd,fattig
738,reich::A,cyfoethog,rik
739,bekannt::A,cynefin,känd
740,bekannt::A,cyfarwydd,känd
741,berühmt::A,enwog,berömd
742,fremd::A,estron,främmande
743,verschieden::A,gwahanol,åtskillig
744,nah::A,agos,nära
745,fern::A,pell,fjärran
746,linker::A,aswy,vänster
747,linker::A,chwith,vänster
748,rechter::A,de,höger
749,rechter::A,deau,höger
750,anderer::A,arall,annan
751,erster::A,cyntaf,första
752,zweiter::A,ail,andra
753,dritter::A,trydydd,tredje
754,letzter::A,olaf,sist
755,allein::ADV,unig,allena
756,allein::ADV,ar ei ben ei hun,allena
757,auf einmal::ADV,ar yr un pryd,på en gång
758,zusammen::ADV,ynghyd,tillsammans
759,zusammen::ADV,gyda'i gilydd,tillsammans
760,lange::ADV,amser hir,länge
761,plötzlich::ADV,yn sydyn,plötsligt
762,sofort::ADV,ar unwaith,strax
763,sofort::ADV,ar unwaith,genast
764,später::ADV,yn ddiweddarach,senare
765,jetzt::ADV,yn awr,nu
766,heute::ADV,heddiw,i dag
767,morgen::ADV,yfory,i morgon
768,bald::ADV,yn fuan,snart
769,bald::ADV,gyda hyn,snart
770,dann::ADV,yna,då
771,dann::ADV,y pryd hwnnw,då
772,gestern::ADV,ddoe,i går
773,einst::ADV,gynt,en gång
774,damals::ADV,ar y pryd,då
775,damals::ADV,ar y pryd,den gången
776,damals::ADV,bryd hynny,då
777,damals::ADV,bryd hynny,den gången
778,danach::ADV,wedyn,därefter
779,vorher::ADV,o'r blaen,före
780,vorher::ADV,o'r blaen,förut
781,zuerst::ADV,yn gyntaf,först
782,einmal::ADV,unwaith,en gång
783,manchmal::ADV,weithiau,ibland
784,manchmal::ADV,ar brydiau,ibland
785,oft::ADV,yn aml,ofta
786,oft::ADV,yn fynych,ofta
787,immer::ADV,bob amser,alltid
788,niemals::ADV,ni ... byth,aldrig
789,niemals::ADV,ni ... erioed,aldrig
790,hier::ADV,yma,här
791,hierhin::ADV,hyd yma,hit
792,von hier::ADV,oddi yma,härifrån
793,dort::ADV,acw,där
794,dorthin::ADV,tuag yno,dit
795,geradeaus::ADV,syth ymlaen,rätt fram
796,vorwärts::ADV,ymlaen,fram
797,vorwärts::ADV,ymlaen,framåt
798,rückwärts::ADV,yn ôl,baklänges
799,zurück::ADV,yn ôl,tillbaka
800,unten::ADV,isod,nere
801,unten::ADV,isod,nedanför
802,unten::ADV,oddi tanodd,nere
803,unten::ADV,oddi tanodd,nedanför
804,hinab::ADV,i lawr,ned
805,hinab::ADV,i lawr,nedåt
806,hinab::ADV,i waered,ned
807,hinab::ADV,i waered,nedåt
808,oben::ADV,fry,ovan
809,oben::ADV,fry,ovanpå
810,hinauf::ADV,i fyny,upp
811,hinauf::ADV,i fyny,uppåt
812,hinauf::ADV,i'r lan,upp
813,hinauf::ADV,i'r lan,uppåt
814,überall::ADV,ym mhobman,överallt
815,nicht::ADV,ni,ej
816,nicht::ADV,ni,inte
817,nicht::ADV,nid,ej
818,nicht::ADV,nid,inte
819,ein wenig::ADV,tipyn,litet
820,ein wenig::ADV,ychydig,litet
821,kaum::ADV,prin,knappt
822,kaum::ADV,prin,knappast
823,sehr::ADV,iawn,mycket
824,so::ADV,fel,så
825,so::ADV,felly,så
826,noch::ADV,eto,än
827,noch::ADV,eto,ännu
