,Concept_ID,tr,uz
805,durch::PRP,sayesinde,bo'ylab
806,durch::PRP,ortasından,bo'ylab
807,neben::PRP,yanında,yonida
808,zwischen::PRP,arasında,orada
809,wegen::PRP,dolayı,sababli
810,dies::PRN,bu,o'sha
811,das::PRN,o,narigi
812,das::PRN,şu,narigi
813,alles::PRN,hepsi,har nima
814,alles::PRN,her şey,har nima
815,ich::PRN,ben,men
816,du::PRN,sen,sen
817,er::PRN,o,u
818,wir::PRN,biz,biz
819,ihr::PRN,siz,siz
820,sie::PRN,onlar,ular
821,was::FPRN,ne,nima
822,wer::FPRN,kim,kim
823,wo::FADV,nerede,qaerda
824,wohin::FADV,nereye,qayerga
825,wie::FADV,nasıl,qanday
826,warum::FADV,neden,nega
827,wieviel::FNUM,kaç,qancha
828,wieviel::FNUM,ne kadar,qancha
829,eins::NUM,bir,bir
830,zwei::NUM,iki,ikki
831,drei::NUM,üç,uch
832,vier::NUM,dört,to'rt
833,fünf::NUM,beş,besh
834,sechs::NUM,altı,olti
835,sieben::NUM,yedi,etti
836,acht::NUM,sekiz,sakkiz
837,neun::NUM,dokuz,to'qqiz
838,zehn::NUM,on,o'n
839,elf::NUM,on bir,o'n bir
840,zwölf::NUM,on iki,o'n ikki
841,zwanzig::NUM,yirmi,yigirma
842,dreißig::NUM,otuz,o'ttiz
843,vierzig::NUM,kırk,qirq
844,fünfzig::NUM,elli,ällik
845,sechzig::NUM,altmış,oltmish
846,siebzig::NUM,yetmiş,etmish
847,achtzig::NUM,seksen,sakson
848,neunzig::NUM,doksan,to'qson
849,hundert::NUM,yüz,yuz
850,tausend::NUM,bin,ming
851,und::CNJ,ve,va
852,und::CNJ,ile,va
853,oder::CNJ,ya,yo
854,oder::CNJ,yahut,yo
855,stehen::V,durmak,turmoq
856,sitzen::V,oturmak,o'tirmoq
857,liegen::V,yatmak,yotmoq
858,hängen::V,asılı olmak,osilmoq
859,werden::V,olmak,bo'lmoq
860,werden::V,olunmak,bo'lmoq
861,passieren::V,olmak,bo'lib o'tmoq
862,beginnen::V,başlamak,boshlanmoq
863,enden::V,bitmek,bitmoq
864,enden::V,sona ermek,bitmoq
865,wechseln::V,değişmek,o'zgarmoq
866,aufgehen[Sonne]::V,doğmak,chiqmoq
867,untergehen[Sonne]::V,batmak,botmoq
868,scheinen[Sonne]::V,parlamak,yaraqlamoq
869,donnern::V,gök gürlemek,gulduramoq
870,wehen::V,esmek,elpimoq
871,strömen::V,akmak,oqmoq
872,fließen::V,akmak,oqmoq
873,sich drehen::V,dönmek,aylanmoq
874,schwanken::V,sallanmak,qoqilmoq
875,schwingen::V,titremek,lopillamoq
876,fallen::V,düşmek,tushmoq
877,brennen::V,yanmak,yonmoq
878,rauchen::V,tütmek,tutamoq
879,regnen::V,yağmak,yomg'ir yog'moq
880,gefrieren::V,donmak,muzlamoq
881,tauen::V,erimek,ärimoq
882,schmelzen::V,erimek,ärimoq
883,trocknen::V,kurumak,qurimoq
884,sieden::V,kaynamak,qaynamoq
885,faulen::V,çürümek,chirimoq
886,verfaulen::V,çürümek,chirimoq
887,reißen::V,yırtılmak,qayt qilmoq
888,versinken::V,batmak,g'arq bo'lmoq
889,vergehen::V,geçmek,o'tmoq
890,erscheinen::V,görünmek,zuhur ätmoq
891,verschwinden::V,kaybolmak,yo'qolmoq
892,sinken::V,inmek,pasaymoq
893,abnehmen::V,azalmak,kamaymoq
894,zunehmen::V,artmak,urchimoq
895,zunehmen::V,çoğalmak,urchimoq
896,steigen::V,artmak,oshmoq
897,steigen::V,yükselmek,oshmoq
898,wachsen::V,büyümek,o'smoq
899,wachsen::V,gelişmek,o'smoq
900,glänzen::V,parlamak,porlamoq
901,funkeln::V,parıldamak,yalt ätmoq
902,lärmen::V,gürültü yapmak,taraq ätmoq
903,läuten::V,çalmak,jiringlamoq
904,klingeln::V,zil çalmak,jiringlamoq
905,klirren::V,şakırdamak,sharaqlamoq
906,klirren::V,zangırdamak,sharaqlamoq
907,brausen::V,köpürmek,vag'illamoq
908,brausen::V,kükremek,vag'illamoq
909,rauschen::V,fışırdamak,shitirlamoq
910,klingen::V,tınlamak,yangramoq
911,bellen::V,havlamak,hurmoq
912,heulen::V,ulumak,uvlamoq
913,blasen::V,üflemek,puflamoq
914,pfeifen::V,düdük çalmak,xushtak chalmoq 
915,schreien::V,bağırmak,qiyqirmoq
916,schreien::V,haykırmak,qiyqirmoq
917,stöhnen::V,inlemek,nola qilmoq
918,zittern::V,titremek,titramoq
919,leben::V,yaşamak,yashamoq
920,leben::V,hayatta olmak,yashamoq
921,geboren werden::V,doğmak,tug'ilmoq
922,atmen::V,solunmak,nafas chiqarmoq
923,atmen::V,nefes almak,nafas chiqarmoq
924,trinken::V,içmek,ichmoq
925,essen::V,yemek,emoq
926,schlucken::V,yutmak,yutmoq
927,müde werden::V,yorulmak,horimoq
928,einschlafen::V,uykuya dalmak,uxlab qolmoq
929,schlafen::V,uyumak,uxlamoq
930,aufwachen::V,uyanmak,uyg'onmoq
931,aufstehen::V,kalkmak,qo'pmoq
932,aufstehen::V,yataktan kalkmak,qo'pmoq
933,sich erholen::V,dinlenmek,dam olmoq
934,krank werden::V,hastalanmak,kasallanmoq
935,krank sein::V,hasta olmak,betob yotmoq
936,schmerzen::V,ağrımak,og'rimoq
937,husten::V,öksürmek,yo'talmoq
938,genesen::V,şifa bulmak,tuzalmoq
939,sterben::V,ölmek,o'lmoq
940,sterben::V,vefat etmek,o'lmoq
941,umkommen::V,ölmek,halok bo'lmoq
942,sich bewegen::V,hareket etmek,harakat qilmoq
943,sich rühren::V,kımıldanmak,qimirlamoq
944,sich erheben::V,kalkmak,qo'pmoq
945,sich erheben::V,ayağa kalkmak,qo'pmoq
946,sich setzen::V,oturmak,o'tirmoq
947,hinfallen::V,yere düşmek,yiqilmoq
948,laufen::V,yürümek,yurmoq
949,schreiten::V,yürümek,yurmoq
950,schreiten::V,adım atmak,yurmoq
951,spazierengehen::V,gezmek,sayr ätmoq
952,spazierengehen::V,dolaşmak,sayr ätmoq
953,eilen::V,seğirtmek,tezlamoq
954,sich beeilen::V,acele etmek,shoshmoq
955,sausen::V,hızla gitmek,chopqillamoq
956,rennen::V,koşmak,yugurmoq
957,springen::V,atlamak,sakramoq
958,springen::V,sıçramak,sakramoq
959,klettern::V,tırmanmak,yuqorilamoq
960,schaukeln::V,sallanmak,irg'amoq
961,kriechen::V,sürünmek,ämaklamoq
962,schwimmen::V,yüzmek,suzmoq
963,tauchen::V,dalmak,chu'mmoq
964,rudern::V,kürek çekmek,eshkak eshmoq
965,fahren::V,gitmek,haydamoq
966,fliegen::V,uçmak,uchmoq
967,gehen::V,gitmek,bormoq
968,weggehen::V,gitmek,ketoq
969,abfahren::V,kalkmak,jo'namoq
970,anhalten::V,durmak,to'xtamoq
971,hineingehen::V,içeri girmek,kirmoq
972,eintreten::V,girmek,kirmoq
973,kommen::V,gelmek,kelmoq
974,ankommen::V,varmak,etib kelmoq
975,zurückkommen::V,dönmek,qaytib kelmoq
976,bleiben::V,kalmak,qolmoq
977,warten::V,beklemek,poylamoq
978,erwarten::V,beklemek,kutmoq
979,suchen::V,aramak,izlamoq
980,finden::V,bulmak,topmoq
981,versuchen::V,denemek,chalishmoq
982,vorbereiten::V,hazırlamak,hozirlamoq
983,lieben::V,sevmek,sevmoq
984,mögen::V,beğenmek,ardoqlamoq
985,lachen::V,gülmek,kulmoq
986,rühren::V,dokunmak,ta'sirlantirmoq
987,rühren::V,duygulandırmak,ta'sirlantirmoq
988,weinen::V,ağlamak,yig'lamoq
989,schimpfen::V,küfretmek,koyinmoq
990,sich ärgern::V,kızmak,g'azab qilmoq
991,sich fürchten::V,korkmak,hurkmoq
992,fürchten::V,korkmak,qo'rqmoq
993,fliehen::V,kaçmak,qochmoq
994,flüchten::V,kaçmak,qochmoq
995,sehen::V,görmek,ko'rmoq
996,anschauen::V,seyretmek,razm solmoq
997,ansehen::V,bakmak,razm qilmoq
998,hören::V,duymak,äshitmoq
999,hören::V,işitmek,äshitmoq
1000,zuhören::V,dinlemek,tinglamoq
1001,probieren::V,denemek,tatib ko'rmoq
1002,probieren::V,tadına bakmak,tatib ko'rmoq
1003,riechen::V,kokusunu almak,iskamoq
1004,fühlen::V,duymak,sezmoq
1005,fühlen::V,hissetmek,sezmoq
1006,scheinen::V,görünmek,tuyilmoq
1007,zu sehen sein::V,görünmek,ko'rinmoq
1008,vernehmen::V,haber almak,äshitmoq
1009,frieren::V,üşümek,sovuq qotmoq
1010,tun::V,etmek,ätmoq
1011,tun::V,yapmak,ätmoq
1012,können::V,bilmek,-a olmoq
1013,können::V,bilmek,-y olmoq
1014,wollen::V,istemek,istamoq
1015,anfangen::V,başlamak,boshlamoq
1016,beenden::V,bitirmek,bitirmoq
1017,aufhören::V,bitmek,tinmoq
1018,gelingen::V,başarmak,muvaffaqiyat qozonmoq
1019,geraten::V,düşmek,bo'lmoq
1020,öffnen::V,açmak,ochmoq
1021,schließen::V,kapamak,yopmoq
1022,stellen::V,koymak,qo'ymoq
1023,setzen::V,koymak,o'tqazmoq
1024,setzen::V,oturtmak,o'tqazmoq
1025,legen::V,koymak,yotqizmoq
1026,legen::V,yatırmak,yotqizmoq
1027,berühren::V,dokunmak,tegmoq
1028,verbinden::V,bağlamak,ulamoq
1029,verbinden::V,birleştirmek,ulamoq
1030,bedecken::V,örtmek,bekitmoq
1031,bedecken::V,kaplamak,bekitmoq
1032,aufhängen::V,asmak,ildirmoq
1033,anzünden::V,yakmak,yondirmoq
1034,anzünden::V,ateşlemek,yondirmoq
1035,aufheben::V,kaldırmak,ko'tarmoq
1036,zurücklassen::V,geride bırakmak,ayrilmoq
1037,verlieren::V,yitirmek,yo'qotmoq
1038,verlieren::V,kaybetmek,yo'qotmoq
1039,fallen lassen::V,düşürmek,tushirmoq
1040,machen::V,yapmak,qilmoq
1041,herstellen::V,yapmak,chiqarmoq
1042,herstellen::V,imal etmek,chiqarmoq
1043,bauen::V,kurmak,solmoq
1044,bauen::V,inşa etmek,solmoq
1045,reparieren::V,onarmak,tuzatmoq
1046,reparieren::V,tamir etmek,tuzatmoq
1047,verbessern::V,düzeltmek,isloh qilmoq
1048,ändern::V,değiştirmek,o'zgartirmoq
1049,graben::V,kazmak,qazimoq
1050,beugen::V,eğmek,bukmoq
1051,biegen::V,bükmek,bukmoq
1052,drehen::V,çevirmek,aylantirmoq
1053,drehen::V,döndürmek,aylantirmoq
1054,wenden::V,çevirmek,burmoq
1055,umdrehen::V,çevirmek,ag'darmoq
1056,heben::V,kaldırmak,yuksaltirmoq
1057,hochheben::V,yukarı kaldırmak,ko'tarmoq
1058,ergreifen::V,tutmak,tutamlamoq
1059,ergreifen::V,yakalamak,tutamlamoq
1060,halten::V,tutmak,tutmoq
1061,drücken::V,sıkmak,bosmoq
1062,schieben::V,itmek,surmoq
1063,schieben::V,sürmek,surmoq
1064,kratzen::V,kaşımak,qashimoq
1065,lecken::V,yalamak,mijimoq
1066,beißen::V,ısırmak,tishlamoq
1067,abreißen::V,koparmak,emirmoq
1068,abschneiden::V,keserek ayırmak,cho'rt kesmoq
1069,binden::V,bağlamak,bog'lamoq
1070,stecken::V,sokmak,suqmoq
1071,brechen::V,kırmak,sindirmoq
1072,klopfen::V,çalmak,dukurlamoq
1073,hauen::V,vurmak,urmoq
1074,kleben::V,yapıştırmak,yopishtirmoq
1075,reiben::V,ovmak,surkamoq
1076,reiben::V,sürtmek,surkamoq
1077,streichen::V,sürmek,surkamoq
1078,schleifen::V,bilemek,qayramoq
1079,schneiden::V,kesmek,kesmoq
1080,rütteln::V,sallamak,chayqamoq
1081,schütteln::V,sarsmak,chayqamoq
1082,schütteln::V,çalkamak,chayqamoq
1083,schwenken::V,sallamak,chayqatmoq
1084,schütten::V,dökmek,quymoq
1085,schütten::V,akıtmak,quymoq
1086,füllen::V,doldurmak,to'ldirmoq
1087,einwickeln::V,sarmak,chulg'amoq
1088,tragen::V,taşımak,tashimoq
1089,schleppen::V,sürüklemek,sudramoq
1090,ziehen::V,çekmek,tortmoq
1091,aufbewahren::V,saklamak,tutmoq
1092,werfen::V,atmak,tashlamoq
1093,fangen::V,tutmak,tutmoq
1094,fangen::V,yakalamak,tutmoq
1095,packen::V,tutmak,opqochmoq
1096,packen::V,yakalamak,opqochmoq
1097,verstecken::V,saklamak,yashirmoq
1098,teilen::V,bölmek,bo'lmoq
1099,teilen::V,ayırmak,bo'lmoq
1100,schicken::V,yollamak,yubormoq
1101,schicken::V,göndermek,yubormoq
1102,bringen::V,getirmek,keltirmoq
1103,hinzufügen::V,katmak,tirkamoq
1104,hinzufügen::V,eklemek,tirkamoq
1105,bekommen::V,almak,olmoq
1106,bekommen::V,eline geçmek,olmoq
1107,erhalten::V,almak,olmoq
1108,nehmen::V,almak,olmoq
1109,wählen::V,seçmek,saylamoq
1110,auswählen::V,seçmek,saylamoq
1111,auswählen::V,ayırmak,saylamoq
1112,bewahren::V,korumak,saqlamoq
1113,behindern::V,engellemek,xalal bermoq
1114,verderben::V,bozmak,xazon qilmoq
1115,beschädigen::V,zedelemek,buzmoq
1116,beschädigen::V,ziyan vermek,buzmoq
1117,zerbrechen::V,kırmak,sindirmoq
1118,zerreißen::V,yırtmak,yirtmoq
1119,zerstören::V,yıkmak,vayron qilmoq
1120,zerstören::V,tahrip etmek,vayron qilmoq
1121,verbrennen::V,yakmak,kuydirmoq
1122,geben::V,vermek,bermoq
1123,reichen::V,uzatmak,bermoq
1124,schenken::V,hediye etmek,sovg'a qilmoq
1125,versprechen::V,vaat etmek,va'da bermoq
1126,wünschen::V,kutlamak,orziqmoq
1127,loben::V,övmek,maqtamoq
1128,küssen::V,öpmek,o'pmoq
1129,wiegen::V,sallamak,tebratmoq
1130,zudecken::V,örtmek,yopmoq
1131,wecken::V,uyandırmak,uyg'otmoq
1132,zeigen::V,göstermek,ko'rsatmoq
1133,führen::V,gezdirmek,boshlik bo'lmoq
1134,führen::V,yol göstermek,boshlik bo'lmoq
1135,lehren::V,okutmak,o'rgatmoq
1136,lehren::V,öğretmek,o'rgatmoq
1137,unterrichten::V,öğretmek,dars bermoq
1138,aufziehen::V,yetiştirmek,o'stirmoq
1139,leiten::V,yönetmek,boshqarmoq
1140,leiten::V,idare etmek,boshqarmoq
1141,antreiben::V,teşvik etmek,shoshiltirmoq
1142,lassen::V,-tırmak,ruxsat bermoq
1143,einladen::V,davet etmek,taklif kilmoq
1144,vereinigen::V,birleştirmek,qo'shmoq
1145,besuchen::V,uğramak,mehmonga bormoq
1146,besuchen::V,ziyaret etmek,mehmonga bormoq
1147,besuchen::V,görmeye gitmek,mehmonga bormoq
1148,treffen::V,rastlamak,duchor bo'lmoq
1149,treffen::V,isabet etmek,duchor bo'lmoq
1150,sich versammeln::V,toplanmak,to'planmoq
1151,spielen::V,oynamak,o'ynamoq
1152,singen::V,söylemek,yalla qilmoq
1153,singen::V,şarkı söylemek,yalla qilmoq
1154,tanzen::V,oynamak,raqs qilmoq
1155,tanzen::V,dans etmek,raqs qilmoq
1156,sich trennen::V,ayrılmak,yakkalanmoq
1157,verlassen::V,bırakmak,qoldirmoq
1158,verlassen::V,terk etmek,qoldirmoq
1159,retten::V,kurtarmak,qutqazmoq
1160,bewachen::V,gözetmek,qo'rimoq
1161,schützen::V,korumak,yoniga olmoq
1162,verteidigen::V,savunmak,yoqlamoq
1163,sich schlagen::V,dövüşmek,yoqalashmoq
1164,schießen::V,ateş etmek,otmoq
1165,siegen::V,yenmek,engmoq
1166,ärgern::V,kızdırmak,jahl chiqarmoq
1167,schlagen::V,dövmek,urmoq
1168,treten::V,tepmek,tepmoq
1169,stechen::V,sokmak,qadamoq
1170,stechen::V,batırmak,qadamoq
1171,stoßen::V,itmek,turtmoq
1172,stehlen::V,çalmak,o'g'rilamoq
1173,stören::V,bozmak,tebratmoq
1174,stören::V,etkilemek,tebratmoq
1175,belästigen::V,rahatsız etmek,g'ashini keltirmoq
1176,verbergen::V,saklamak,berkitmoq
1177,täuschen::V,aldatmak,aldamoq
1178,betrügen::V,aldatmak,tirriq qilmoq
1179,betrügen::V,dolandırmak,tirriq qilmoq
1180,töten::V,öldürmek,o'ldirmoq
1181,wohnen::V,oturmak,istiqomat qilmoq
1182,arbeiten::V,çalışmak,ishlamoq
1183,sammeln::V,toplamak,yig'moq
1184,pflücken::V,koparmak,termoq
1185,jagen::V,avlanmak,ov qilmoq
1186,fischen::V,balık tutmak,baliq ovlamoq
1187,fassen::V,tutmak,ilinmoq
1188,fassen::V,yakalamak,ilinmoq
1189,hüten::V,otlatmak,boqtirmoq
1190,treiben::V,gütmek,haydamoq
1191,anbinden::V,bağlamak,bog'lamoq
1192,füttern::V,beslemek,edirmoq
1193,melken::V,sağmak,sog'moq
1194,hacken::V,yarmak,chopmoq
1195,gießen::V,sulamak,oqizmoq
1196,reifen::V,olgunlaşmak,qizarmoq
1197,zubereiten::V,hazırlamak,pishirmoq
1198,kochen::V,pişirmek,qaynatmoq
1199,kochen::V,kaynatmak,qaynatmoq
1200,backen::V,pişirmek,yopmoq
1201,backen::V,fırında pişirmek,yopmoq
1202,braten::V,kızartmak,qovurmoq
1203,umrühren::V,karıştırmak,atalamoq
1204,stricken::V,örmek,to'qimoq
1205,nähen::V,dikmek,tikmoq
1206,färben::V,boyamak,bo'yoqlamoq
1207,reinigen::V,temizlemek,tozalamoq
1208,waschen::V,yıkamak,yuvmoq
1209,abwischen::V,silmek,surkamoq
1210,spülen::V,çalkamak,chaymoq
1211,fegen::V,süpürmek,cho'tkalamoq
1212,kehren::V,süpürmek,supurmoq
1213,baden::V,yıkanmak,cho'milmoq
1214,baden::V,banyo yapmak,cho'milmoq
1215,sich waschen::V,yıkanmak,yuvinmoq
1216,ausziehen::V,çıkarmak,echintirmoq
1217,anziehen::V,giymek,kiymoq
1218,sich anziehen::V,giyinmek,kiyinmoq
1219,kämmen::V,taramak,taramoq
1220,schmücken::V,süslemek,yasatmoq
1221,sagen::V,demek,aytmoq
1222,sagen::V,söylemek,aytmoq
1223,sprechen::V,konuşmak,so'zlamoq
1224,reden::V,konuşmak,gapirmoq
1225,sich unterhalten::V,sohbet etmek,suhbatlashmoq
1226,fragen::V,sormak,so'ramoq
1227,bitten::V,dilemek,iltimos qilmoq
1228,bitten::V,rica etmek,iltimos qilmoq
1229,erzählen::V,bahsetmek,aytib bermoq
1230,erzählen::V,hikâye etmek,aytib bermoq
1231,mitteilen::V,bildirmek,bildirmoq
1232,nennen::V,adlandırmak,atamoq
1233,rufen::V,çağırmak,chaqirmoq
1234,prahlen::V,övünmek,gerdaymoq
1235,übersetzen::V,çevirmek,tarjima qilmoq
1236,übersetzen::V,tercüme etmek,tarjima qilmoq
1237,denken::V,düşünmek,o'ylamoq
1238,glauben::V,inanmak,ishonmoq
1239,glauben::V,zannetmek,ishonmoq
1240,bemerken::V,farkına varmak,payqamoq
1241,erkennen::V,tanımak,tanimoq
1242,begreifen::V,anlamak,tushunmoq
1243,begreifen::V,kavramak,tushunmoq
1244,verstehen::V,duymak,anglamoq
1245,verstehen::V,anlamak,anglamoq
1246,lernen::V,öğrenmek,o'qimoq
1247,wissen::V,bilmek,bilmoq
1248,sich erinnern an::V,hatırlamak,äsni tanimoq
1249,vergessen::V,unutmak,unutmoq
1250,messen::V,ölçmek,o'lchamoq
1251,zählen::V,saymak,raqamlamoq
1252,rechnen::V,hesap etmek,cho'tlamoq
1253,lesen::V,okumak,o'qimoq
1254,malen::V,resmini yapmak,rasm solmoq
1255,zeichnen::V,çizmek,chizmoq
1256,schreiben::V,yazmak,yozmoq
1257,besitzen::V,haiz olmak,ägalamoq
1258,besitzen::V,sahip olmak,ägalamoq
1259,kaufen::V,almak,olmoq
1260,verkaufen::V,satmak,sotmoq
1261,bezahlen::V,ödemek,to'lamoq
1262,zahlen::V,ödemek,to'lamoq
1263,beherrschen::V,hâkim olmak,ägalamoq
1264,ertragen::V,dayanmak,chidamoq
1265,ertragen::V,katlanmak,chidamoq
