,Concept_ID,os,en
65,Sonne::N,хур,sun
66,Mond::N,мӕй,moon
67,Stern::N,стъалы,star
68,Luft::N,уӕлдӕф,air
69,Wind::N,дымгӕ,wind
70,Welle::N,уылӕн,wave
71,Wasser::N,дон,water
72,Stein::N,дур,stone
73,Boden::N,зӕхх,soil
74,Boden::N,зӕхх,ground
75,Erde::N,сыджыт,earth
76,Staub::N,рыг,dust
77,Rauch::N,фӕздӕг,smoke
78,Funke::N,цӕхӕр,spark
79,Feuer::N,зынг,fire
80,Licht::N,рухс,light
81,Schatten::N,аууон,shadow
82,Wetter::N,боныхъӕд,weather
83,Nebel::N,мигъ,fog
84,Wolke::N,ӕврагъ,cloud
85,Regen::N,уарын,rain
86,Schnee::N,мит,snow
87,Eis::N,их,ice
88,Frost::N,ихæн,frost
89,Kälte::N,уазал,chill
90,Hitze::N,ӕнтӕф,heat
91,Raureif::N,халас,hoarfrost
92,Regenbogen::N,арвырон,rainbow
93,Regenbogen::N,арвырдын,rainbow
94,Donner::N,æрвнæрын,thunder
95,Strömung::N,цыд,current
96,Tropfen::N,æртах,drop
97,Schaum::N,фынк,foam
98,Schmutz::N,цъыф,dirt
99,See::N,цад,lake
100,Sumpf::N,цъыфдзаст,swamp
101,Moor::N,цъыфдзаст,moor
102,Wiese::N,уыгӕрдӕн,meadow
103,Wald::N,хъӕд,forest
104,Hügel::N,обау,hill
105,Hügel::N,къуыбыр,hill
106,Anhöhe::N,уæлвæз,elevation
107,Anhöhe::N,уæлхох,elevation
108,Berg::N,хох,mountain
109,Gipfel::N,цъупп,summit
110,Höhle::N,лӕгӕт,cave
111,Abhang::N,къул,slope
112,Quelle::N,суадон,source
113,Bach::N,мӕсчъыдон,brook
114,Fluss::N,дон,river
115,Fluss::N,цӕугӕдон,river
116,Ufer::N,был,shore
117,Küste::N,донбыл,coast
118,Festland::N,сурзæхх,land
119,Meer::N,денджыз,sea
120,Bucht::N,донбакæлæн,cove
121,Insel::N,сакъадах,island
122,Blume::N,дидинӕг,flower
123,Gras::N,кӕрдӕг,grass
124,Wurzel::N,уидаг,root
125,Baum::N,бӕлас,tree
126,Stamm::N,хӕтӕл,trunk
127,Rinde::N,цъар,bark
128,Ast::N,арх,limb
129,Zweig::N,къалиу,branch
130,Blatt::N,сыф,leaf
131,Birke::N,бæрз,birch
132,Kiefer[Baum]::N,нӕзы,pine
133,Weide[Baum]::N,хӕрис,willow
134,Tanne::N,наз,fir
135,Horn::N,сыкъа,horn
136,Feder::N,сис,feather
137,Fell::N,царм,fur
138,Flügel::N,базыр,wing
139,Klaue::N,ных,claw
140,Kralle::N,дзӕмбы,claw
141,Schwanz::N,къӕдзил,tail
142,Ei::N,айк,egg
143,Nest::N,ахстон,nest
144,Bau::N,хуынкъ,lair
145,Tier::N,сырд,animal
146,Tier::N,цӕрӕгой,animal
147,Herde::N,дзуг,flock
148,Herde::N,рӕгъау,flock
149,Kuh::N,хъуг,cow
150,Bulle::N,гал,bull
151,Pferd::N,бӕх,horse
152,Schaf::N,фыс,sheep
153,Schwein::N,хуы,pig
154,Hund::N,куыдз,dog
155,Katze::N,гӕды,cat
156,Bär::N,арс,bear
157,Eichhörnchen::N,æхсæрæг,squirrel
158,Elch::N,цæгатаг саг,elk
159,Fuchs::N,рувас,fox
160,Hase::N,тæрхъус,hare
161,Maus::N,мыст,mouse
162,Wolf::N,бирӕгъ,wolf
163,Vogel::N,цъиу,bird
164,Vogel::N,маргъ,bird
165,Schwarm::N,бал,swarm
166,Huhn::N,карк,chicken
167,Hahn::N,уасӕг,cock
168,Gans::N,хъаз,goose
169,Adler::N,цӕргӕс,eagle
170,Ente::N,ацц,duck
171,Eule::N, уыг,owl
172,Eule::N,сидахъ,owl
173,Kranich::N,зырнæг,crane
174,Kranich::N,хърихъупп,crane
175,Krähe::N,халон,crow
176,Kuckuck::N,гаккук,cuckoo
177,Schwan::N,доныхъаз,swan
178,Fisch::N,кӕсаг,fish
179,Barsch::N,окунь,perch
180,Hecht::N,хихор кӕсаг,pike
181,Schlange[Tier]::N,калм,snake
182,Wurm::N,зулкъ,worm
183,Wurm::N,къуыдыргалм,worm
184,Spinne::N,хӕлуарӕг,spider
185,Ameise::N,мæлдзыг,ant
186,Laus::N,сыст,louse
187,Mücke::N,къогъо,midge
188,Fliege::N,бындз,fly
189,Schmetterling::N,гæлæбу,butterfly
190,Beere::N,гагадыргъ,berry
191,Apfel::N,фӕткъуы,apple
192,Pilz::N,зокъо,mushroom
193,Pilz::N,къозо,mushroom
194,Zwiebel::N,хъӕдындз,onion
195,Saat::N,тауинаг,seed
196,Saat::N,мыггаг,seed
197,Korn::N,мыггаг,grain
198,Korn::N,тауинаг,grain
199,Heu::N,хос,hay
200,Schale::N,цъар,husk
201,Grube::N,урм,pit
202,Grube::N,къахт,pit
203,Grube::N,дзыхъхъ,pit
204,Falle::N,цъысым,trap
205,Falle::N,къӕппӕг,trap
206,Schlinge::N,цасм,noose
207,Spur::N,фæд,track
208,Asche::N,фӕнык,ashes
209,Asche::N,ӕртхутӕг,ashes
210,Dreck::N,цъыф,filth
211,Eisen::N,ӕфсӕйнаг,iron
212,Gold::N,сыгъзӕрин,gold
213,Silber::N,ӕвзист,silver
214,Kohle::N,ӕвзалы,coal
215,Glas::N,авг,glass
216,Lehm::N,ӕлыг,clay
217,Sand::N,змис,sand
218,Mensch::N,лӕг,human
219,Mensch::N,адӕймаг,human
220,Mensch::N,удгоймаг,human
221,Mann::N,лӕг,man
222,Mann::N,нӕлгоймаг,man
223,Frau::N,сылгоймаг,woman
224,Kind::N,сывӕллон,child
225,Junge::N,лӕппу,boy
226,Mädchen::N,чызг,girl
227,Familie::N,бинонтæ,family
228,Großvater::N,фыдыфыд,grandfather
229,Großvater::N,мадыфыд,grandfather
230,Großmutter::N,фыды мад,grandmother
231,Großmutter::N,мады мад,grandmother
232,Eltern::N,ныййарджытæ,parents
233,Vater::N,фыд,father
234,Mutter::N,мад,mother
235,Sohn::N,фырт,son
236,Tochter::N,чызг,daughter
237,Bruder::N,ӕфсымӕр,brother
238,Schwester::N,хо,sister
239,Onkel::N,фыдыфсымӕр,uncle
240,Tante::N,мадыхо,aunt
241,Ehemann::N,мой,husband
242,Ehefrau::N,ус,wife
243,Freude::N,цин,joy
244,Freude::N,циндзинад,joy
245,Gelächter::N,худын,laughter
246,Gelächter::N,худт,laughter
247,Gelächter::N,худæг,laughter
248,Glück::N,амонд,happiness
249,Kummer::N,хъыг,grief
250,Wunsch::N,бӕллиц,wish
251,Lust::N,монц,desire
252,Geist::N,уд,spirit
253,Gedanke::N,хъуыды,thought
254,Gedächtnis::N,мысæн,memory
255,Gedächtnis::N,мысын,memory
256,Gedächtnis::N,зæрдылдарын,memory
257,Verstand::N,зонд,mind
258,Sinn::N,нысаниуæг,meaning
259,Grund::N,ӕфсон,reason
260,Wahrheit::N,æцæг,truth
261,Gespräch::N,ныхас,talk
262,Märchen::N,аргъау,fairy tale
263,Erzählung::N,радзырд,story
264,Nachricht::N,уац,message
265,Neuigkeit::N,хабар,news
266,Name::N,ном,name
267,Rätsel::N,уыци-уыци,puzzle
268,Rätsel::N,базон-базон,puzzle
269,Rede::N,раныхас,speech
270,Sprache::N,ӕвзаг,language
271,Stimme::N,хъӕлӕс,voice
272,Wort::N,дзырд,word
273,Zeichen::N,нысан,sign
274,Ruf::N,сидт,call
275,Lärm::N,уынæр,noise
276,Laut::N,зӕл,sound
277,Laut::N,мыр,sound
278,Ton::N,мыр,tone
279,Lied::N,зарӕг,song
280,Ruhe::N,æнцой,calm
281,Leute::N,адӕм,people
282,Volk::N,адӕм,nation
283,Arbeit::N,фӕллой,work
284,Gast::N,уазӕг,guest
285,Geschenk::N,хуын,gift
286,Spiel::N,хъазт,game
287,Gesellschaft::N,дзыллæ,company
288,Gesellschaft::N,æхсæнад,company
289,Hilfe::N,æххуыс,help
290,Hilfe::N,ахъаз,help
291,Freund::N,лымӕн,friend
292,Kamerad::N,ӕмбал,companion
293,Angelegenheit::N,хъуыддаг,matter
294,Anzahl::N,бӕрц,count
295,Art::N,хуыз,sort
296,Art::N,хуызад,sort
297,Stück::N,кæрдих,piece
298,Stück::N,комдзаг,piece
299,Teil::N,хай,part
300,Hälfte::N,æрдæг,half
301,Hälfte::N,æмбис,half
302,Kreis::N,зиллакк,circle
303,Kreuz::N,дзуар,cross
304,Linie::N,хахх,line
305,Strich::N,хахх,stroke
306,Abstand::N,æхсæнуат,gap
307,Entfernung::N,дæрддзæг,distance
308,Entfernung::N,дардцæг,distance
309,Gegend::N,ран,area
310,Platz::N,бууат,space
311,Ort::N,ран,place
312,Ort::N,бынат,place
313,Seite::N,фахс,side
314,Mitte::N,астӕу,middle
315,Gegenstand::N,дзаума,item
316,Sache::N,дзаума,thing
317,Rand::N,кӕрон,fringe
318,Kante::N,фӕрск,edge
319,Ecke::N,тигъ,corner
320,Ecke::N,фисын,corner
321,Spitze::N,бырынкъ,tip
322,Ende::N,кӕрон,end
323,Loch::N,хуынкъ,hole
324,Winkel::N,къуым,angle
325,Muster::N,нывæфтыд,pattern
326,Muster::N,кæдзист,pattern
327,Größe::N,ас,size
328,Länge::N,дӕргъ,length
329,Höhe::N,бæрзонд,height
330,Höhe::N,бæрзæнд,height
331,Höhe::N,бæрзонддзинад,height
332,Gewicht::N,уӕз,weight
333,Menge::N,бӕрц,amount
334,Haufen::N,кӕри,heap
335,Reihe::N,рӕнхъ,row
336,Boot::N,чема,boat
337,Ruder::N,къохар,oar
338,Schlitten::N,дзоныгъ,sleigh
339,Ski::N,къахдзоныгътæ,ski
340,Ski::N,лыжæтæ,ski
341,Lagerfeuer::N,арт,campfire
342,Last::N,уаргъ,load
343,Gang::N,цыд,walk
344,Schritt::N,санчъех,step
345,Schritt::N,къахдзӕф,step
346,Norden::N,цæгат,north
347,Süden::N,хуссар,south
348,Westen::N,ныгуылæн,west
349,Osten::N,скæсæн,east
350,Holz::N,хъӕдӕрмӕг,wood
351,Brett::N,фæйнæг,board
352,Platte::N,къӕй,slab
353,Stütze::N,быцæу,bracket
354,Stange::N,хъил,pole
355,Stock::N,лӕдзӕг,stick
356,Stab::N,хъил,staff
357,Rohr::N,хӕтӕл,pipe
358,Haus::N,хӕдзар,house
359,Heim::N,къона,home
360,Ofen::N,пец,stove
361,Fußboden::N,астӕрд,floor
362,Tisch::N,стъол,table
363,Stuhl::N,бандон,chair
364,Wiege::N,авдæн,cradle
365,Bett::N,сынтӕг,bed
366,Regal::N,тӕрхӕг,shelf
367,Regal::N,уӕлвӕйнӕг,shelf
368,Kiste::N,асыкк,box
369,Fenster::N,рудзынг,window
370,Fenster::N,фæрссаг,window
371,Tür::N,дуар,door
372,Tor::N,кулдуар,gate
373,Zaun::N,æмбонд,fence
374,Zaun::N,быру,fence
375,Zaun::N,гæрæн,fence
376,Dach::N,уӕлхӕдзар,roof
377,Leiter::N,асин,ladder
378,Besen::N,уисой,broom
379,Spaten::N,бел,spade
380,Schaufel::N,æвгæнæн,shovel
381,Schaufel::N,кæфой,shovel
382,Gabel::N,вилкæ,fork
383,Löffel::N,уидыг,spoon
384,Messer::N,кард,knife
385,Nagel::N,зӕгӕл,nail
386,Netz::N,хыз,net
387,Haken::N,хæдз,hook
388,Haken::N,хæбырæгъ,hook
389,Griff::N,фистон,handle
390,Schloss::N,гуыдыр,lock
391,Bild::N,ныв,picture
392,Figur::N,кæрдгæныв,figure
393,Puppe::N,чындз,doll
394,Beutel::N,дзӕкъул,pouch
395,Bündel::N,баст,bundle
396,Tasche::N,хызын,bag
397,Tasche::N,дзæкъул,bag
398,Eimer::N,къæрта,bucket
399,Eimer::N,чъыбыла,bucket
400,Eimer::N,ведра,bucket
401,Deckel::N,сæр,cover
402,Deckel::N,æмбæрзæн,cover
403,Geschirr::N,мигæнæн,dishes
404,Geschirr::N,мигæнæнтæ,dishes
405,Sack::N,голлаг,sack
406,Tasse::N,пиала,cup
407,Tasse::N,къус,cup
408,Topf::N,аг,pot
409,Topf::N,чысыл аг,pot
410,Kessel::N,аг,kettle
411,Essen::N,хӕрд,meal
412,Nahrung::N,хойраг,food
413,Speise::N,хӕринаг,dish
414,Fleisch::N,дзидза,meat
415,Fleisch::N,фыдызгъӕл,meat
416,Getreide::N,халсар,corn
417,Brei::N,кас,mush
418,Brot::N,дзул,bread
419,Scheibe::N,къӕбӕр,slice
420,Fett::N,сой,fat
421,Butter::N,нӕлхӕ,butter
422,Öl::N,зети,oil
423,Salz::N,цӕхх,salt
424,Suppe::N,бас,soup
425,Honig::N,мыд,honey
426,Milch::N,ӕхсыр,milk
427,Tee::N,цай,tea
428,Leder::N,мæскуы,leather
429,Wolle::N,фӕсмын,wool
430,Stoff::N,хъуымац,cloth
431,Nadel::N,судзин,needle
432,Faden::N,ӕндах,thread
433,Knopf::N,цӕппӕр,button
434,Knoten::N,ӕлхынцъ,knot
435,Farbe::N,ахорæн,paint
436,Kleidung::N,дарӕс,clothes
437,Hemd::N,хӕдон,shirt
438,Kragen::N,æфцæггот,collar
439,Ärmel::N,дыс,sleeve
440,Hose::N,хæлаф,trousers
441,Hose::N,æддаг хæлаф,trousers
442,Hose::N,салбар,trousers
443,Gürtel::N,рон,belt
444,Mütze::N,худ,cap
445,Schuh::N,басмахъ,shoe
446,Stiefel::N,цырыхъхъ,boot
447,Ring::N,къухдарӕн,ring
448,Band::N,лент,ribbon
449,Kamm::N,сӕрвасӕн,comb
450,Spiegel::N,айдæн,mirror
451,Spiegel::N,кæсæн,mirror
452,Riemen::N,гӕрз,strap
453,Schnur::N,бӕндӕн,string
454,Decke::N,хъӕццул,blanket
455,Kissen::N,баз,pillow
456,Tuch::N,кæлмæрзæн,scarf
457,Tuch::N,кæрдæн,scarf
458,Handtuch::N,хисæрфæн,towel
459,Kraft::N,тых,force
460,Kraft::N,хъомыс,force
461,Stärke::N,тых,strength
462,Stärke::N,æхсар,strength
463,Gesundheit::N,æнæниздзинад,health
464,Krankheit::N,низ,illness
465,Krankheit::N,рын,illness
466,Schmerz::N,рис,pain
467,Wunde::N,цӕф,wound
468,Fieber::N,ризӕг,fever
469,Fieber::N,тӕфсӕг,fever
470,Arznei::N,хос,medicine
471,Brücke::N,хид,bridge
472,Brunnen::N,цъай,well
473,Weide::N,хизæн,pasture
474,Weide::N,хизæнуат,pasture
475,Weide::N,сæрвæт,pasture
476,Pfad::N,къахвæндаг,path
477,Pfad::N,къахвæд,path
478,Weg::N,фӕндаг,way
479,Straße::N,фӕндаг,road
480,Dorf::N,хъӕу,village
481,Stadt::N,сахар,town
482,Brief::N,фыстӕг,letter
483,Buch::N,чиныг,book
484,Buchstabe::N,дамгъӕ,character
485,Zeitung::N,газет,newspaper
486,Leben::N,цард,life
487,Leben::N,цӕрӕнбон,life
488,Tod::N,мæлæт,death
489,Tod::N,адзал,death
490,Grab::N,ингӕн,grave
491,Kirche::N,аргъуан,church
492,Sünde::N,тæригъæд,sin
493,Gott::N,хуыцау,god
494,Arbeiter::N,кусæг,worker
495,Chef::N,ӕмцег,boss
496,Meister::N,мастер,master
497,Meister::N,дæсны,master
498,Arzt::N,хосгæнæг,doctor
499,Arzt::N,дохтыр,doctor
500,Lehrer::N,ахуыргæнæг,teacher
501,Geld::N,ӕхца,money
502,Geschäft::N,бизнес,business
503,Geschäft::N,хъуыддаг,business
504,Laden::N,дукани,shop
505,Preis::N,аргъ,price
506,Ware::N,базайраг,ware
507,Nutzen::N,пайда,profit
508,Reichtum::N,хъæздыгдзинад,wealth
509,Reichtum::N,исбон,wealth
510,Reichtum::N,мулк,wealth
511,Welt::N,дуне,world
512,Land::N,бӕстӕ,country
513,Staat::N,паддзахад,state
514,König::N,къарол,king
515,Macht::N,хицаудзинад,power
516,Grenze::N,арӕн,border
517,Krieg::N,хӕст,war
518,Feind::N,знаг,enemy
519,Feind::N,фыдгул,enemy
520,Feind::N,фыдзæрдæ,enemy
521,Feind::N,сон,enemy
522,Gewalt::N,тыхми,violence
523,Gewalt::N,тыхдзинад,violence
524,Kampf::N,хæст,fight
525,Kampf::N,хъæбысæйхæст,fight
526,Kampf::N,тох,fight
527,Bogen[Waffe]::N,ӕрдын,bow
528,Pfeil::N,фат,arrow
529,Gewehr::N,топп,gun
530,Fehler::N,рӕдыд,mistake
531,Lüge::N,мӕнг,lie
532,Lüge::N,гӕдыдзинад,lie
533,Schaden::N,зиан,damage
534,Unglück::N,бæллæх,misfortune
535,Schuld::N,азым,fault
536,Alter::N,кар,age
537,Schluss::N,кæрон,conclusion
538,Zeit::N,рӕстӕг,time
539,Tag::N,бон,day
540,Morgen::N,райсом,morning
541,Mittag::N,æмбисбон,noon
542,Abend::N,изӕр,evening
543,Nacht::N,ӕхсӕв,night
544,Woche::N,къуыри,week
545,Monat::N,мӕй,month
546,Jahr::N,аз,year
547,Jahr::N,афӕдз,year
548,Frühling::N,уалдзæг,spring
549,Sommer::N,сӕрд,summer
550,Herbst::N,фæззæг,autumn
551,Winter::N,зымӕг,winter
552,Januar::N,январь,January
553,Februar::N,февраль,February
554,März::N,мартъи,March
555,April::N,апрель,April
556,Mai::N,май,May
557,Juni::N,июнь,June
558,Juli::N,июль,July
559,August::N,август,August
560,September::N,сентябрь,September
561,Oktober::N,октябрь,October
562,November::N,ноябрь,November
563,Dezember::N,декабрь,December
564,Montag::N,къуырисæр,Monday
565,Dienstag::N,дыццæг,Tuesday
566,Mittwoch::N,æртыццæг,Wednesday
567,Donnerstag::N,цыппæрæм,Thursday
568,Freitag::N,майрæмбон,Friday
569,Samstag::N,сабат,Saturday
570,Sonntag::N,хуыцаубон,Sunday
571,groß::A,дынджыр,big
572,klein::A,гыццыл,little
573,lang::A,даргъ,long
574,kurz::A,цыбыр,short
575,breit::A,фӕтӕн,wide
576,schmal::A,нарӕг,narrow
577,schmal::A,уынгӕг,narrow
578,dicht::A,бæзджын,dense
579,dicht::A,тар,dense
580,dick[Gegenstand]::A,сӕвджын,thick
581,dünn::A,тæнæг,thin
582,fein::A,лыстӕг,delicate
583,fest::A,фидар,firm
584,fest::A,хъӕддых,firm
585,flach::A,тъӕпӕн,flat
586,glatt::A,лӕгъз,smooth
587,hart::A,хъӕбӕр,hard
588,weich::A,фӕлмӕн,soft
589,rund::A,тымбыл,round
590,spitz::A,цыргъбырынкъ,pointed
591,spitz::A,цыргъфындз,pointed
592,scharf::A,цыргъ,sharp
593,stumpf::A,къуымых,blunt
594,schwer::A,уӕззау,heavy
595,schön::A,аив,beautiful
596,schön::A,рӕсугъд,beautiful
597,heiß::A,тӕвд,hot
598,warm::A,хъарм,warm
599,kalt::A,уазал,cold
600,kühl::A,сатæг,cool
601,kühl::A,уазалгомау,cool
602,frisch::A,сатæг,fresh
603,feucht::A,уымӕл,damp
604,nass::A,хуылыдз,wet
605,trocken::A,хус,dry
606,voll::A,дзаг,full
607,voll::A,йедзаг ,full
608,leer::A,афтид,empty
609,offen::A,гом,open
610,geschlossen::A,æхгæд,closed
611,sauber::A,сыгъдæг,clean
612,schmutzig::A,чъиллон,dirty
613,roh::A,хом,raw
614,reif::A,рӕгъӕд,ripe
615,lecker::A,хӕрзад,delicious
616,süß::A,адджын,sweet
617,bitter::A,судзаг,bitter
618,sauer::A,туаг,sour
619,hell::A,рухс,bright
620,dunkel::A,талынг,dark
621,schwarz::A,сау,black
622,weiß::A,урс,white
623,rot::A,сырх,red
624,gelb::A,бур,yellow
625,blau::A,цъӕх,blue
626,grün::A,цъӕх,green
627,grün::A,кӕрдӕгхуыз,green
628,grau::A,цъӕх,grey
629,grau::A,фӕныкхуыз,grey
630,bunt::A,хъулон,colourful
631,bunt::A,хъулон,colorful
632,bunt::A,гæрæм,colourful
633,bunt::A,гæрæм,colorful
634,billig::A,аслам,cheap
635,teuer::A,зынаргъ,dear
636,wertvoll::A,зынаргъ,precious
637,blind::A,куырм,blind
638,taub::A,къуырма,deaf
639,kräftig::A,домбай,powerful
640,kräftig::A,тыхджын,powerful
641,stark::A,тыхджын,strong
642,schwach::A,ӕнӕбон,weak
643,fett::A,нард,fat
644,schlank::A,гуырвидыц,slim
645,schlank::A,хæрзконд,slim
646,schlank::A,рæхснæг,slim
647,schlank::A,сагамад,slim
648,hübsch::A,аив,pretty
649,hübsch::A,рӕсугъд,pretty
650,böse::A,фыдзӕрдӕ,evil
651,dumm::A,ӕдылы,stupid
652,faul::A,зивӕг,lazy
653,faul::A,зивӕггӕнаг,lazy
654,fleißig::A,æнæзивæг,diligent
655,fleißig::A,æнувыд,diligent
656,geizig::A,чъынды,stingy
657,geizig::A,æлгъин,stingy
658,geizig::A,мæрддзæст,stingy
659,klug::A,зондджын,clever
660,geschickt::A,хӕрзарӕхст,skilful
661,geschickt::A,хӕрзарӕхст,skillful
662,lieb::A,уарзон,dear
663,lustig::A,хъӕлдзӕг,merry
664,sanft::A,мынчын,gentle
665,hungrig::A,ӕххормаг,hungry
666,krank::A,нӕфӕразгӕ,sick
667,nackt::A,бӕгънӕг,naked
668,traurig::A,ӕрхӕндӕг,sad
669,lebendig::A,цардӕгас,living
670,gut::A,хорз,good
671,schlecht::A,цауд,bad
672,richtig::A,раст,correct
673,schlimm::A,ӕвзӕр,nasty
674,wahr::A,ӕцӕг,true
675,alt::A,зӕронд,old
676,neu::A,ног,new
677,ehemalig::A,раздӕры,former
678,alt[Lebewesen]::A,ацӕргӕ,aged
679,jung::A,ӕрыгон,young
680,arm::A,мӕгуыр,poor
681,reich::A,хъӕздыг,rich
682,bekannt::A,зонгӕ,familiar
683,berühmt::A,номдзыд,famous
684,fremd::A,æцæгæлон,foreign
685,verschieden::A,æндæр æмæ æндæр,different
686,verschieden::A,алы,different
687,verschieden::A,алыхуызон,different
688,nah::A,хӕстӕг,near
689,fern::A,дард,far
690,fern::A,дӕрддаг,far
691,linker::A,галиу,left
692,rechter::A,рахиз,right
693,anderer::A,иннӕ,other
694,anderer::A,ӕндӕр,other
695,erster::A,фыццаг,first
696,erster::A,фыццӕгӕм,first
697,zweiter::A,дыккаг,second
698,zweiter::A,дыккæгæм,second
699,dritter::A,æртыккаг,third
700,dritter::A,æртыккæгæм,third
701,letzter::A,фӕстаг,last
702,allein::ADV,иунæг,alone
703,auf einmal::ADV,уайтагъд,at once
704,auf einmal::ADV,æвиппайды,at once
705,auf einmal::ADV,æваст,at once
706,zusammen::ADV,иумӕ,together
707,lange::ADV,бирæ рæстæг,long
708,plötzlich::ADV,æвиппайды,suddenly
709,plötzlich::ADV,æваст,suddenly
710,sofort::ADV,уыцы сахат,instantly
711,sofort::ADV,уайтагъд,instantly
712,später::ADV,фæстæдæр,later
713,jetzt::ADV,ныр,now
714,heute::ADV,абон,today
715,morgen::ADV,райсом,tomorrow
716,bald::ADV,тагъд,soon
717,bald::ADV,рæхджы,soon
718,dann::ADV,стæй,then
719,gestern::ADV,знон,yesterday
720,einst::ADV,кӕддӕр,once
721,damals::ADV,уæд,at that time
722,danach::ADV,стæй,afterwards
723,danach::ADV,уый фæстæ,afterwards
724,vorher::ADV,раздæр,before
725,zuerst::ADV,фыццаг,at first
726,einmal::ADV,иу хатт,once
727,manchmal::ADV,хатт,sometimes
728,oft::ADV,арæх,often
729,immer::ADV,ӕдзух,always
730,niemals::ADV,никуы,never
731,niemals::ADV,никæд,never
732,hier::ADV,ам,here
733,hierhin::ADV,ардӕм,hither
734,hierhin::ADV,ардӕм,to here
735,hierhin::ADV,ардӕм,here
736,von hier::ADV,ардыгæй,hence
737,dort::ADV,уым,there
738,dorthin::ADV,уырдӕм,thither
739,dorthin::ADV,уырдӕм,there
740,dorthin::ADV,уырдӕм,to there
741,geradeaus::ADV,æргом,ahead
742,vorwärts::ADV,размӕ,forward
743,rückwärts::ADV,фӕстӕмӕ,backward
744,zurück::ADV,фӕстӕмӕ,back
745,unten::ADV,дæлæ,below
746,unten::ADV,дæлейы,below
747,unten::ADV,бынæй,below
748,hinab::ADV,дӕлӕмӕ,down
749,hinab::ADV,уырдыгмӕ,down
750,oben::ADV,уӕле,above
751,hinauf::ADV,уӕлӕмӕ,up
752,überall::ADV,алыран,everywhere
753,überall::ADV,алкæм,everywhere
754,überall::ADV,кæмдæриддæр,everywhere
755,nicht::ADV,нӕ,not
756,ein wenig::ADV,чысыл,a little
757,kaum::ADV,цъус,hardly
758,sehr::ADV,тынг,very
759,sehr::ADV,иттӕг,very
760,so::ADV,афтӕ,so
761,noch::ADV,ма,still
762,nur::ADV,канд,only
763,nur::ADV,ӕрмӕст,only
764,schon::ADV,нырид,already
765,wieder::ADV,ногӕй,again
766,vergebens::ADV,дзæгъæлы,in vain
767,vergebens::ADV,уæгъды,in vain
768,vergebens::ADV,æнæхъуаджы,in vain
769,vor::PRP,разы,in front of
770,hinter::PRP,фӕстӕ,behind
771,unter::PRP,бын,under
772,durch::PRP,æхсæнты,through
773,neben::PRP,цур,next to
774,zwischen::PRP,астӕу,between
775,wegen::PRP,тыххай,because of
776,dies::PRN,ай,this
777,das::PRN,уый,that
778,alles::PRN,алцы,everything
779,alles::PRN,æппæтдæр,everything
780,alles::PRN,иууылдӕр,everything
781,ich::PRN,æз,I
782,du::PRN,ды,you
783,du::PRN,ды,thou
784,er::PRN,уый,he
785,wir::PRN,мах,we
786,ihr::PRN,сымах,you
787,sie::PRN,уыдон,they
788,was::FPRN,цы,what
789,wer::FPRN,чи,who
790,wo::FADV,кӕм,where
791,wohin::FADV,кӕдӕм,where ... to
792,wohin::FADV,кӕдӕм,where to
