,Concept_ID,uk,lez
805,enden::V,кінчитися,куьтягь хьун
806,wechseln::V,мінятися,дегиш хьун
807,aufgehen[Sonne]::V,зійти,экъечӏун
808,untergehen[Sonne]::V,зайти,акӏун
809,scheinen[Sonne]::V,світити,ишигь гун
810,donnern::V,гриміти,къукърумар авун
811,wehen::V,віяти,
812,strömen::V,литися,авахьун
813,fließen::V,текти,авахьун
814,sich drehen::V,обертатися,элкъуьн
815,schwanken::V,коливатися,юзун
816,schwingen::V,хитатися,галтад хьун
817,schwingen::V,гойдатися,галтад хьун
818,fallen::V,падати,аватун
819,brennen::V,горіти,кун
820,brennen::V,горіти,ккун
821,rauchen::V,диміти,
822,regnen::V,дощити,къун
823,gefrieren::V,змерзнути,муркӏади кьун
824,tauen::V,танути,цӏурун
825,schmelzen::V,плавитися,цӏурун
826,trocknen::V,сохнути,кьурун
827,sieden::V,кипіти,ругун
828,faulen::V,гнити,кутӏун
829,verfaulen::V,згнити,чуьруьтмиш хьун
830,verfaulen::V,згнити,кутӏун
831,reißen::V,рватися,атӏун
832,reißen::V,рватися,къазунун
833,versinken::V,тонути,батмиш хьун
834,vergehen::V,проходити,алатун
835,erscheinen::V,з’явитися,майдандиз акъатун
836,verschwinden::V,щезнути,квахьун
837,verschwinden::V,зникнути,квахьун
838,sinken::V,спадати,элекьун
839,abnehmen::V,поменшитися,тӏимил хьун
840,abnehmen::V,поменшитися,гъвечӏи хьун
841,zunehmen::V,збільшуватися,артух хьун
842,steigen::V,підніматися,хкаж хьун
843,wachsen::V,рости,экъечӏун
844,glänzen::V,блищати,цӏарцӏар гун
845,funkeln::V,блискати,нур гун
846,lärmen::V,шуміти,ван авун
847,läuten::V,дзвонити,зенг ягъун
848,klingeln::V,дзвонити,зенг ягъун
849,klirren::V,дзвякати,зигринг авун
850,brausen::V,бушувати,къати хьун
851,rauschen::V,шелестіти,вишриш авун
852,klingen::V,лунати,ван авун
853,klingen::V,звучати,ван авун
854,bellen::V,гавкати,элуькьун
855,heulen::V,вити,къув ягъун
856,blasen::V,дунути,уф гун
857,pfeifen::V,свистіти,уьфт ягъун
858,schreien::V,кричати,гьараюн
859,stöhnen::V,стогнати,суза авун
860,zittern::V,тремтіти,зурзун
861,leben::V,жити,яшамиш хьун
862,geboren werden::V,народитися,хьун
863,atmen::V,дихати,нефес чӏугун
864,trinken::V,пити,хъун
865,essen::V,їсти,тӏуьн
866,schlucken::V,ковтати,туькьуьнун
867,müde werden::V,втомитися,галатун
868,müde werden::V,втомитися,юргъун хьун
869,einschlafen::V,заснути,ксун
870,schlafen::V,спати,ксун
871,aufwachen::V,прокинутися,ахварай аватун
872,aufstehen::V,встати,къарагъун
873,sich erholen::V,відпочивати,ял ягъун
874,krank werden::V,захворіти,кефсуз хьун
875,krank sein::V,хворіти,тӏа хьун
876,schmerzen::V,боліти,тӏа хьун
877,husten::V,кашляти,уьгьуь ягъун
878,genesen::V,одужати,сагъ хъхьун
879,genesen::V,видужати,сагъ хъхьун
880,sterben::V,померти,кьин
881,umkommen::V,згинути,терг хьун
882,sich bewegen::V,рухатися,юзун
883,sich rühren::V,ворушитися,юзун
884,sich erheben::V,встати,къарагъун
885,sich setzen::V,сісти,ацукьун
886,hinfallen::V,упасти,алукьун
887,laufen::V,ходити,къекъуьн
888,schreiten::V,крокувати,ккамар къачун
889,spazierengehen::V,гуляти,сейр авун
890,eilen::V,спішити,тади авун
891,sich beeilen::V,поспішати,гьерекатун
892,sausen::V,мчатися,чкурун
893,rennen::V,бігати,катун
894,rennen::V,бігати,зверун
895,springen::V,скакати,хкадарун
896,springen::V,стрибати,хкадарун
897,klettern::V,лазити,акьахун
898,schaukeln::V,гойдатися,
899,kriechen::V,повзати,капаралди фин
900,schwimmen::V,пливти,сирнав авун
901,schwimmen::V,плавати,сирнав авун
902,tauchen::V,пірнати,кьилихъди циз вегьин
903,rudern::V,гребти,кьусуйралди лодка гьалун
904,rudern::V,гребти,цуьруьгъуьлдалди кӏватӏун
905,rudern::V,веслувати,кьусуйралди лодка гьалун
906,rudern::V,веслувати,цуьруьгъуьлдалди кӏватӏун
907,fahren::V,їхати,фин
908,fliegen::V,літати,лув гун
909,fliegen::V,літати,цавай фин
910,gehen::V,іти,фин
911,weggehen::V,піти,хъфин
912,abfahren::V,від’їхати,фин
913,abfahren::V,від’їхати,рекье гьатун
914,abfahren::V,відправитися,фин
915,abfahren::V,відправитися,рекье гьатун
916,anhalten::V,зупинитися,акъвазун
917,hineingehen::V,входити,гьахьун
918,eintreten::V,увійти,гьахьун
919,kommen::V,прийти,атун
920,ankommen::V,прибути,атун
921,zurückkommen::V,повернутися,хтун
922,bleiben::V,залишитися,амукьун
923,warten::V,чекати,гуьзлемишун
924,erwarten::V,чекати,вил алаз акъвазун
925,suchen::V,шукати,къекъуьн
926,finden::V,знайти,жугъун
927,versuchen::V,випробовувати,алахъун
928,vorbereiten::V,підготувати,гьазурун
929,lieben::V,любити,кӏан хьун
930,mögen::V,любити,рикӏ ацукьун
931,mögen::V,подобатися,рикӏ ацукьун
932,lachen::V,сміятися,хъуьруьн
933,rühren::V,розчулити,
934,weinen::V,плакати,шехьун
935,schimpfen::V,лаятися,сеперар гун
936,schimpfen::V,лаятися,экъуьгъунар авун
937,sich ärgern::V,сердитися,хъел акатун
938,sich fürchten::V,боятися,кичӏе хьун
939,fürchten::V,боятися,къурхутмиш хьун
940,fliehen::V,тікати,катун
941,flüchten::V,утекти,катун
942,sehen::V,бачити,акун
943,anschauen::V,поглянути,вил вегьин
944,ansehen::V,дивитися на,килигун
945,hören::V,чути,ван хьун
946,zuhören::V,слухати,яб гун
947,probieren::V,покуштувати,дад акун
948,riechen::V,нюхати,ни чӏугун
949,fühlen::V,відчувати,гьисс авун
950,scheinen::V,здаватися,
951,zu sehen sein::V,виднітися,
952,vernehmen::V,почути,
953,frieren::V,мерзнути,кьун
954,frieren::V,мерзнути,мекьи хьун
955,tun::V,робити,авун
956,können::V,могти,хьун
957,können::V,могти,акъакьун
958,wollen::V,хотіти,кӏан хьун
959,anfangen::V,почати,башламишун
960,beenden::V,закінчити,куьтягьун
961,aufhören::V,перестати,акъвазун
962,gelingen::V,вдатися,арадал атун
963,geraten::V,опинитися,акъатун
964,öffnen::V,відкрити,ахъаюн
965,schließen::V,закрити,акьалун
966,stellen::V,поставити,эцигун
967,setzen::V,посадити,ацукьарун
968,legen::V,класти,эцигун
969,berühren::V,чіпати,хкӏурун
970,verbinden::V,зв’язати,гилигун
971,bedecken::V,покрити,кӏевун
972,aufhängen::V,повісити,куьрсарун
973,anzünden::V,запалити,куькӏуьрун
974,aufheben::V,підняти,хкажун
975,zurücklassen::V,залишити,тун
976,verlieren::V,загубити,квадарун
977,fallen lassen::V,упустити,авадрун
978,machen::V,зробити,авун
979,machen::V,зробити,кар авун
980,herstellen::V,виготовити,расун
981,bauen::V,будувати,туькӏуьрун
982,reparieren::V,лагодити,расун
983,verbessern::V,поліпшити,хъсанрун
984,ändern::V,змінити,табдил авун
985,graben::V,копати,эгъуьнун
986,beugen::V,зігнути,акӏажарун
987,beugen::V,зігнути,кангур авун
988,biegen::V,погнути,патахъарун
989,drehen::V,вертіти,алчударун
990,wenden::V,повернути,
991,umdrehen::V,перевернути,элкъуьрун
992,heben::V,піднімати,хкажун
993,hochheben::V,підняти,хкажун
994,ergreifen::V,схопити,агалчна кьун
995,halten::V,тримати,кьун
996,drücken::V,натискати,чуькьуьн
997,schieben::V,пхати,хуртӏ гун
998,schieben::V,штовхати,хуртӏ гун
999,kratzen::V,шкребти,къадгъунун
1000,lecken::V,лизати,мез гун
1001,beißen::V,кусати,кӏасун
1002,abreißen::V,відірвати,галудун
1003,abschneiden::V,відрізати,атӏун
1004,binden::V,в’язати,
1005,stecken::V,увіткнути,сухун
1006,brechen::V,зламати,хун
1007,brechen::V,зламати,кукӏварун
1008,klopfen::V,стукати,тахъ-тахъ авун
1009,hauen::V,бити,ягъун
1010,kleben::V,клеїти,алкӏурун
1011,kleben::V,клеїти,кукӏурун
1012,reiben::V,терти,тӏушунун
1013,streichen::V,намазати,алтадун
1014,schleifen::V,точити,кӏвенкӏв авун
1015,schneiden::V,різати,атӏун
1016,rütteln::V,хитати,къарсурун
1017,schütteln::V,трясти,къарсурун
1018,schwenken::V,махати,элягъун
1019,schwenken::V,махати,галтадун
1020,schütten::V,налити,цун
1021,füllen::V,наповнити,ацӏурун
1022,einwickeln::V,загорнути,кутун
1023,einwickeln::V,загорнути,элкъуьрун
1024,tragen::V,нести,тухун
1025,schleppen::V,тягти,галчӏурун
1026,ziehen::V,тягнути,ялун
1027,ziehen::V,тягнути,чӏугун
1028,aufbewahren::V,зберігати,хуьн
1029,werfen::V,кидати,гадрун
1030,fangen::V,ловити,кьун
1031,packen::V,схопити,кьун
1032,verstecken::V,сховати,кӏевун
1033,teilen::V,розділити,паюн
1034,schicken::V,посилати,ракъурун
1035,bringen::V,принести,гъун
1036,hinzufügen::V,додати,алава авун
1037,bekommen::V,дістати,къачун
1038,bekommen::V,дістати,жугъурун
1039,erhalten::V,одержати,къачун
1040,nehmen::V,взяти,къачун
1041,wählen::V,вибрати,хкягъун
1042,auswählen::V,відібрати,хкягъун
1043,bewahren::V,зберегти,хуьн
1044,behindern::V,перешкоджати,манийвал авун
1045,verderben::V,зіпсувати,чӏурун
1046,beschädigen::V,зашкодити,нукьсанвал гун
1047,zerbrechen::V,розбити,хун
1048,zerreißen::V,розірвати,къазунун
1049,zerstören::V,зруйнувати,чӏурун
1050,zerstören::V,зруйнувати,барбатӏун
1051,verbrennen::V,спалити,ккун
1052,geben::V,дати,гун
1053,reichen::V,передати,вугун
1054,reichen::V,передати,гун
1055,schenken::V,дарувати,пишкеш авун
1056,versprechen::V,обіцяти,гаф гун
1057,wünschen::V,бажати,дуьа авун
1058,loben::V,хвалити,тариф авун
1059,küssen::V,цілувати,темен гун
1060,wiegen::V,качати,эчӏягъун
1061,zudecken::V,накрити,гьалдун
1062,wecken::V,розбудити,ахварай авудун
1063,zeigen::V,показати,къалурун
1064,führen::V,вести,тухун
1065,lehren::V,вчити,кӏелиз тун
1066,unterrichten::V,викладати,тарс гун
1067,aufziehen::V,виховати,тербия гун
1068,aufziehen::V,виховати,тербияламишун
1069,leiten::V,керувати,идара авун
1070,antreiben::V,підганяти,тади кутун
1071,lassen::V,змусити,
1072,einladen::V,запросити,теклиф авун
1073,vereinigen::V,об’єднати,сад авун
1074,besuchen::V,завітати,кьилив атун
1075,besuchen::V,відвідати,кьилив атун
1076,treffen::V,зустріти,гьалтун
1077,sich versammeln::V,зібратися,алтӏушун
1078,spielen::V,грати,къугъун
1079,singen::V,співати,лугьун
1080,singen::V,співати,мани лугьун
1081,tanzen::V,танцювати,кьуьл авун
1082,sich trennen::V,розлучитися,къакъатун
1083,verlassen::V,покинути,гъил къачун
1084,retten::V,врятувати,къутармишун
1085,bewachen::V,охороняти,хуьн
1086,schützen::V,уберігати,хуьн
1087,verteidigen::V,захистити,хуьн
1088,sich schlagen::V,битися,кукӏун
1089,sich schlagen::V,дратися,кукӏун
1090,schießen::V,стріляти,акъатун
1091,siegen::V,перемогти,гъалиб хьун
1092,ärgern::V,сердити,хъел гъун
1093,ärgern::V,сердити,хъел кутун
1094,schlagen::V,ударити,ягъун
1095,schlagen::V,ударити,галукьарун
1096,treten::V,штовхати,кьуьл къекъягъун
1097,treten::V,штовхати,кьуьл эцягъун
1098,stechen::V,вколоти,акьадарун
1099,stoßen::V,штовхнути,эцягъун
1100,stehlen::V,украсти,чуьнуьхун
1101,stören::V,перешкодити,хкуьрун
1102,belästigen::V,докучати,хкуьрун
1103,belästigen::V,докучати,азият гун
1104,verbergen::V,сховати,далдаламишун
1105,täuschen::V,обдурити,алцурарун
1106,täuschen::V,обдурити,алцуррун
1107,betrügen::V,зшахраювати,алцурарун
1108,betrügen::V,зшахраювати,гьарамзадавал авун
1109,töten::V,убити,яна кьин
1110,wohnen::V,жити,дуланмиш хьун
1111,wohnen::V,мешкати,дуланмиш хьун
1112,arbeiten::V,працювати,кӏвалахун
1113,arbeiten::V,працювати,кӏвалах авун
1114,sammeln::V,зібрати,кӏватӏун
1115,pflücken::V,зривати,атӏун
1116,jagen::V,полювати,гъуьрч авун
1117,fischen::V,рибалити,гъетер кьун
1118,fassen::V,піймати,кьун
1119,hüten::V,пасти,чӏура хуьн
1120,treiben::V,гнати,гьалун
1121,anbinden::V,прив’язати,акалун
1122,füttern::V,годувати,ем гун
1123,füttern::V,харчувати,ем гун
1124,melken::V,доїти,ацун
1125,hacken::V,рубати,куьткуьнун
1126,gießen::V,полити,яд гун
1127,reifen::V,дозріти,чурун
1128,reifen::V,дозріти,агакьун
1129,zubereiten::V,зготовити,гьазурун
1130,zubereiten::V,приготувати,гьазурун
1131,kochen::V,варити,ругун
1132,kochen::V,готувати,ругун
1133,backen::V,пекти,чурун
1134,braten::V,смажити,чурун
1135,umrühren::V,переміщати,какадарун
1136,stricken::V,в’язати,хурун
1137,nähen::V,шити,цун
1138,färben::V,пофарбувати,шир ягъун
1139,reinigen::V,очистити,михьун
1140,waschen::V,мити,чуьхуьн
1141,abwischen::V,витерти,гуьцӏун
1142,spülen::V,полоскати,экъуьрун
1143,fegen::V,підмітати,шуткун
1144,kehren::V,мести,кул алтадун
1145,baden::V,купатися,эхъуьн
1146,sich waschen::V,митися,жендек чуьхуьн
1147,ausziehen::V,зняти,хутӏунун
1148,ausziehen::V,зняти,галудун
1149,anziehen::V,надіти,алукӏун
1150,sich anziehen::V,одягтися,алукӏун
1151,sich anziehen::V,одягтися,парталар алукӏун
1152,sich anziehen::V,одягнутися,алукӏун
1153,sich anziehen::V,одягнутися,парталар алукӏун
1154,kämmen::V,зачесати,эвягъун
1155,schmücken::V,оздобити,безетмишун
1156,schmücken::V,оздобити,гуьрчегарун
1157,sagen::V,сказати,лугьун
1158,sprechen::V,говорити,рахун
1159,reden::V,розмовляти,рахун
1160,sich unterhalten::V,бесідувати,ихтилат авун
1161,fragen::V,запитати,жузун
1162,bitten::V,просити,тӏалабун
1163,erzählen::V,розповісти,ахъаюн
1164,mitteilen::V,повідомити,хабар гун
1165,nennen::V,назвати,тӏвар гун
1166,rufen::V,кликати,эверун
1167,prahlen::V,хвалитися,яцӏу гафар авун
1168,übersetzen::V,перекласти,таржума авун
1169,übersetzen::V,перекласти,гафладун
1170,denken::V,думати,фикир авун
1171,denken::V,мислити,фикир авун
1172,glauben::V,вірити,агъун
1173,bemerken::V,помітити,фикир гун
1174,erkennen::V,пізнати,
1175,begreifen::V,осягнути,гъавурда акьун
1176,verstehen::V,почути,
1177,lernen::V,навчатися,кӏелун
1178,wissen::V,знати,чир хьун
1179,wissen::V,знати,чирхьун
1180,sich erinnern an::V,пам’ятати,рикӏел хуьн
1181,vergessen::V,забути,рикӏелай фин
1182,vergessen::V,забути,рикӏелай алатун
1183,messen::V,міряти,алцумун
1184,zählen::V,лічити,гьисабун
1185,rechnen::V,рахувати,гьисабун
1186,lesen::V,читати,кӏелун
1187,malen::V,малювати,кхьин
1188,malen::V,малювати,шикилар чӏугун
1189,zeichnen::V,рисувати,чӏугун
1190,schreiben::V,писати,кхьин
1191,besitzen::V,мати,иеси хьун
1192,kaufen::V,купити,къачун
1193,kaufen::V,купити,маса къачун
1194,verkaufen::V,продати,гун
1195,verkaufen::V,продати,маса гун
1196,bezahlen::V,заплатити,къимет гун
1197,bezahlen::V,заплатити,эвезда авун
1198,bezahlen::V,заплатити,гьакъи агакьрун
1199,zahlen::V,платити,къимет гун
1200,zahlen::V,платити,эвезда авун
1201,zahlen::V,платити,гьакъи агакьрун
1202,beherrschen::V,володіти,иеси хьун
1203,ertragen::V,витерпіти,таб гун
