,Concept_ID,la,mdf
152,Bau::N,cavum,пиза
153,Bau::N,latibulum,пиза
154,Tier::N,bestia,жува́та
155,Herde::N,grex,нал
156,Herde::N,grex,стада
157,Kuh::N,vacca,скал
158,Kuh::N,vacca,тракс
159,Bulle::N,taurus,бука
160,Pferd::N,equus,лишме
161,Schaf::N,ovis,уча́
162,Schwein::N,sus,тува
163,Schwein::N,porcus,тува
164,Hund::N,canis,пине
165,Katze::N,felis,катоня
166,Katze::N,felis,аваката
167,Bär::N,ursus,офта
168,Eichhörnchen::N,sciurus,ур
169,Elch::N,alces,ся́рда
170,Fuchs::N,vulpes,келазь
171,Hase::N,lepus,ну́мол
172,Maus::N,mus,шеер
173,Wolf::N,lupus,върьгаз
174,Vogel::N,avis,нармонь
175,Schwarm::N,examen,ко́вол
176,Schwarm::N,examen,ме́швеле
177,Huhn::N,gallina,сараз
178,Hahn::N,gallus,а́тякш
179,Gans::N,anser,маци
180,Adler::N,aquila,куцькан
181,Ente::N,anas,яксярга
182,Eule::N,ulula,ко́рож
183,Eule::N,noctua,ко́рож
184,Kranich::N,grus,ка́рга
185,Krähe::N,cornix,ва́рси
186,Kuckuck::N,cuculus,ку́ку
187,Schwan::N,olor,ло́ксти
188,Schwan::N,cycnus,ло́ксти
189,Fisch::N,piscis,кал
190,Barsch::N,perca,о́кунь
191,Hecht::N,esox,щу́ка
192,Schlange[Tier]::N,serpens,куй
193,Wurm::N,vermis,сукс
194,Spinne::N,aranea,унжа́
195,Ameise::N,formica,панжам
196,Laus::N,pediculus,си
197,Mücke::N,culex,ся́ське
198,Fliege::N,musca,кару
199,Schmetterling::N,papilio,ме́лав
200,Beere::N,baca,и́мож
201,Apfel::N,malum,марь
202,Pilz::N,fungus,панга
203,Zwiebel::N,cepa,шурьхкя́
204,Saat::N,seges,видьмот
205,Korn::N,granum,сёра
206,Heu::N,faenum,тише
207,Schale::N,putamen,кедь
208,Grube::N,fovea,лотка
209,Falle::N,pedica,туфкс
210,Falle::N,pedica,кунда́ма
211,Schlinge::N,laqueus,килькш
212,Spur::N,vestigium,пильгоки́
213,Asche::N,cinis,кулу
214,Dreck::N,lutum,ърда́з
215,Eisen::N,ferrum,кшни
216,Gold::N,aurum,ока
217,Gold::N,aurum,золота
218,Silber::N,argentum,сия́
219,Kohle::N,carbo,седь
220,Kohle::N,carbo,седьвальмя
221,Glas::N,vitrum,кля́нцек
222,Lehm::N,lutum,сёвонь
223,Sand::N,arena,шува́р
224,Mensch::N,homo,ломань
225,Mann::N,vir,аля
226,Mann::N,vir,цёраломань
227,Frau::N,mulier,ава
228,Kind::N,puer,идь
229,Kind::N,puer,шаба
230,Kind::N,infans,идь
231,Kind::N,infans,шаба
232,Junge::N,puer,цёраня
233,Mädchen::N,puella,стирня́
234,Familie::N,familia,тнал
235,Familie::N,familia,семья
236,Großvater::N,avus,атя
237,Großvater::N,avus,щя́тя
238,Großmutter::N,avia,баба
239,Eltern::N,parentes,тя́дят-а́лят
240,Vater::N,pater,аля
241,Mutter::N,mater,ава
242,Mutter::N,mater,тядя
243,Sohn::N,filius,цёра
244,Tochter::N,filia,стирь
245,Bruder::N,frater,дуган
246,Bruder::N,frater,пяльне
247,Schwester::N,soror,ака
248,Schwester::N,soror,сазор
249,Onkel::N,patruus,оця
250,Onkel::N,patruus,патя
251,Onkel::N,patruus,щеня́
252,Onkel::N,avunculus,оця
253,Onkel::N,avunculus,патя
254,Onkel::N,avunculus,щеня́
255,Tante::N,amita,ака
256,Tante::N,amita,щака
257,Ehemann::N,maritus,мирде
258,Ehefrau::N,uxor,ърьвя́
259,Freude::N,gaudium,ке́нярдема
260,Freude::N,laetitia,ке́нярдема
261,Gelächter::N,risus,рахсема
262,Glück::N,felicitas,паваз
263,Kummer::N,aegritudo,ризф
264,Kummer::N,aegritudo,пичефкс
265,Wunsch::N,voluntas,мяль
266,Wunsch::N,voluntas,таколдома
267,Wunsch::N,desiderium,мяль
268,Wunsch::N,desiderium,таколдома
269,Lust::N,libido,таколдома
270,Lust::N,voluptas,таколдома
271,Geist::N,mens,вайме
272,Geist::N,animus,вайме
273,Gedanke::N,sententia,мяль
274,Gedächtnis::N,memoria,прявий
275,Verstand::N,ratio,прявий
276,Verstand::N,ingenium,прявий
277,Sinn::N,sensus,ён
278,Grund::N,causa,туфта́л
279,Wahrheit::N,veritas,ви́де
280,Wahrheit::N,veritas,видеши́
281,Gespräch::N,sermo,корхтама
282,Märchen::N,fabula,ёфкс
283,Erzählung::N,fabula,азкс
284,Erzählung::N,narratio,азкс
285,Nachricht::N,nuntius,куля́
286,Neuigkeit::N,novitas,куля́
287,Name::N,nomen,лем
288,Rätsel::N,aenigma,со́дама ёфкс
289,Rede::N,oratio,вал
290,Rede::N,oratio,корхтама
291,Sprache::N,lingua,кяль
292,Stimme::N,vox,вайгяль
293,Wort::N,verbum,вал
294,Wort::N,vocabulum,вал
295,Zeichen::N,signum,тя́ште
296,Zeichen::N,signum,тя́штькс
297,Ruf::N,clamor,тердема
298,Lärm::N,strepitus,гайф
299,Lärm::N,strepitus,жалакодома
300,Laut::N,sonus,вайгяль
301,Ton::N,sonus,вайгяль
302,Lied::N,carmen,мора
303,Ruhe::N,quies,сетьме
304,Leute::N,homines,ломатть
305,Volk::N,populus,наро́д
306,Arbeit::N,labor,тев
307,Gast::N,hospes,и́нжи
308,Gast::N,hospes,ко́нак
309,Gast::N,conviva,и́нжи
310,Gast::N,conviva,ко́нак
311,Geschenk::N,munus,казне
312,Spiel::N,ludus,налхкома
313,Spiel::N,ludus,налхксема
314,Gesellschaft::N,societas,кружок
315,Hilfe::N,auxilium,лездома
316,Hilfe::N,subsidium,лездома
317,Freund::N,amicus,я́лга
318,Kamerad::N,socius,я́лга
319,Angelegenheit::N,res,тев
320,Anzahl::N,numerus,лувкс
321,Art::N,genus,вид
322,Stück::N,frustum,пакш
323,Stück::N,fragmentum,пакш
324,Teil::N,pars,часть
325,Teil::N,pars,пялькс
326,Hälfte::N,dimidium,пяле
327,Kreis::N,orbis,шаркс
328,Kreis::N,circus,шаркс
329,Kreuz::N,crux,крёз
330,Linie::N,linea,межа
331,Linie::N,linea,китькс
332,Strich::N,lineamentum,межа
333,Abstand::N,intervallum,ётка
334,Entfernung::N,spatium,ётка
335,Gegend::N,loca,ва́ста
336,Gegend::N,loca,перьфпя́ль
337,Gegend::N,regio,ва́ста
338,Gegend::N,regio,перьфпя́ль
339,Platz::N,locus,ва́ста
340,Ort::N,locus,ва́ста
341,Seite::N,latus,пяле
342,Mitte::N,medium,кучка́
343,Gegenstand::N,res,веща
344,Sache::N,res,тев
345,Sache::N,res,веща
346,Rand::N,margo,пе
347,Kante::N,angulus,и́рдез
348,Ecke::N,angulus,ужа
349,Spitze::N,cacumen,пря
350,Ende::N,caput,пе
351,Loch::N,foramen,варя
352,Winkel::N,angulus,ужа
353,Muster::N,exemplum,сёрма
354,Größe::N,magnitudo,серь
355,Länge::N,longitudo,кува́лма
356,Höhe::N,altitudo,серь
357,Gewicht::N,pondus,сталма
358,Menge::N,copia,лувкс
359,Haufen::N,acervus,мар
360,Reihe::N,ordo,ряд
361,Boot::N,navicula,венеж
362,Ruder::N,remus,миле
363,Schlitten::N,sclodia,ну́рда
364,Ski::N,narta,сокс
365,Lagerfeuer::N,ignis,то́лмар
366,Last::N,onus,канкс
367,Last::N,onus,сталма
368,Gang::N,cursus,молема
369,Schritt::N,gradus,аськолкс
370,Norden::N,septentriones,якшама шире
371,Süden::N,meridies,ля́мбе ши́ре
372,Westen::N,occidens,ши валгома шире
373,Osten::N,oriens,шинь стяма шире
374,Holz::N,lignum,вирь
375,Holz::N,lignum,шуфта
376,Brett::N,tabula,лавця
377,Platte::N,lamina,плита́
378,Stütze::N,adminiculum,неже
379,Stange::N,pertica,олга
380,Stock::N,baculum,байдек
381,Stab::N,scipio,олгоня
382,Rohr::N,tubus,турама
383,Haus::N,aedes,куд
384,Heim::N,domicilium,куд
385,Ofen::N,fornax,пянакуд
386,Fußboden::N,solum,кия́кс
387,Tisch::N,mensa,шра
388,Tisch::N,mensa,моркш
389,Stuhl::N,sella,стул
390,Wiege::N,cunae,нюря́м
391,Bett::N,lectus,ацам
392,Regal::N,foruli,лавцяланга
393,Kiste::N,cista,парга
394,Fenster::N,fenestra,валмья
395,Tür::N,ianua,кенкш
396,Tor::N,porta,ортат
397,Zaun::N,saepes,перяфкс
398,Dach::N,tectum,кудпря
399,Leiter::N,scalae,куцема
400,Besen::N,scopae,тяльме
401,Spaten::N,pala,ка́йме
402,Schaufel::N,pala,ко́поня
403,Schaufel::N,pala,ця́рдом
404,Gabel::N,fuscinula,ця́нгоня
405,Löffel::N,coclear,куцю
406,Messer::N,culter,пеель
407,Nagel::N,clavus,эска
408,Netz::N,rete,
409,Haken::N,hamus,кя́чказ
410,Griff::N,manubrium,недь
411,Griff::N,manubrium,кунда́мка
412,Schloss::N,claustra,замо́к
413,Bild::N,tabula,карти́на
414,Bild::N,pictura,карти́на
415,Figur::N,statunculum,ронга-понда
416,Puppe::N,pupa,ня́ка
417,Beutel::N,sacculus,кяскав
418,Bündel::N,fascis,кярьме
419,Tasche::N,sacculus,кошяльня
420,Eimer::N,situla,ве́дарка
421,Deckel::N,operculum,тавадкс
422,Deckel::N,operculum,вельхкс
423,Geschirr::N,vasa,кядьге
424,Sack::N,saccus,кяскав
425,Tasse::N,pocillum,ша́ваня
426,Topf::N,olla,кавозь
427,Kessel::N,aenum,сргавозь
428,Essen::N,cena,ярхцама
429,Nahrung::N,cibus,ярхцампяль
430,Nahrung::N,alimenta,ярхцампяль
431,Speise::N,cibus,ярхцама
432,Fleisch::N,caro,пал
433,Fleisch::N,caro,сиволь
434,Getreide::N,frumentum,сёра
435,Brei::N,puls,ям
436,Brot::N,panis,кши
437,Scheibe::N,frustum,кочам
438,Fett::N,pingue,куя́
439,Butter::N,butȳrum,вай
440,Öl::N,oleum,вай
441,Salz::N,sal,сал
442,Suppe::N,ius,шонгарям
443,Suppe::N,ius,коршампяль
444,Honig::N,mel,медь
445,Milch::N,lac,лофца
446,Tee::N,thea,чай
447,Leder::N,corium,кедь
448,Wolle::N,lana,пона
449,Stoff::N,textum,котф
450,Nadel::N,acus,салмокс
451,Faden::N,filum,сюре
452,Knopf::N,bulla,пуня
453,Knoten::N,nodus,сюлма
454,Farbe::N,pigmentum,архтомбяль
455,Kleidung::N,vestimenta,щам
456,Hemd::N,tunica,па́нар
457,Kragen::N,collare,сиве
458,Ärmel::N,manica,ожа
459,Hose::N,bracae,понкст
460,Gürtel::N,cingulum,каркс
461,Mütze::N,pilleus,вазь
462,Schuh::N,calceus,башма́к
463,Stiefel::N,pero,кя́ме
464,Stiefel::N,caliga,кя́ме
465,Ring::N,anulus,суркс
466,Band::N,redimiculum,керькс
467,Band::N,redimiculum,лента
468,Kamm::N,pecten,сюрьхцем
469,Spiegel::N,speculum,ванома
470,Riemen::N,lorum,шнань каркс
471,Schnur::N,linum,пикс
472,Schnur::N,linum,карькскя
473,Leine::N,retinaculum,вядьме
474,Decke::N,lodix,вельхкс
475,Kissen::N,pulvinus,тоду
476,Tuch::N,velum,руця́
477,Handtuch::N,mantele,на́рдама
478,Kraft::N,vis,вий
479,Stärke::N,robur,вииши
480,Gesundheit::N,valetudo,шумбраши́
481,Krankheit::N,morbus,урма́
482,Krankheit::N,morbus,сярядема
483,Schmerz::N,dolor,маряма
484,Wunde::N,vulnus,керф
485,Fieber::N,febris,маштыкс
486,Arznei::N,remedium,надо́бья
487,Arznei::N,remedium,пъчка́фтома
488,Brücke::N,pons,седь
489,Brunnen::N,puteus,эши
490,Weide::N,pascua,ванома васта
491,Pfad::N,semita,ян
492,Pfad::N,semita,киня́
493,Weg::N,iter,ки
494,Straße::N,via,ки
495,Dorf::N,vicus,веле
496,Stadt::N,urbs,ош
497,Stadt::N,oppidum,ош
498,Brief::N,epistula,сёрма
499,Buch::N,liber,книга
500,Buchstabe::N,littera,бу́ква
501,Zeitung::N,diurnum,газе́та
502,Leben::N,vita,эряф
503,Leben::N,vita,эряма
504,Tod::N,mors,кулома́
505,Grab::N,sepulcrum,калма
506,Kirche::N,ecclesia,це́рькав
507,Sünde::N,peccatum,пежеть
508,Sünde::N,peccatum,муворкс
509,Gott::N,deus,шкай
510,Arbeiter::N,operarius,трудендай
511,Arbeiter::N,operarius,работник
512,Chef::N,praefectus,азор
513,Chef::N,praefectus,оцюня
514,Meister::N,magister,мастяр
515,Arzt::N,medicus,врач
516,Arzt::N,medicus,доктор
517,Lehrer::N,magister,учи́тель
518,Geld::N,aes,ярмакт
519,Geld::N,pecunia,ярмакт
520,Geschäft::N,negotium,ладяфкс
521,Geschäft::N,negotium,ладяф тев
522,Laden::N,taberna,ла́вка
523,Preis::N,pretium,питне
524,Ware::N,merx,миф
525,Ware::N,merx,ра́маф
526,Nutzen::N,utilitas,пара
527,Nutzen::N,utilitas,лезкс
528,Reichtum::N,opes,ко́зяши
529,Reichtum::N,divitiae,ко́зяши
530,Welt::N,mundus,свет
531,Land::N,terra,мастор
532,Staat::N,res publica,государства
533,König::N,rex,король
534,Macht::N,potestas,азорондама
535,Macht::N,potestas,азорксши
536,Grenze::N,limes,ёткаян
537,Krieg::N,bellum,война́
538,Feind::N,inimicus,душман
539,Feind::N,inimicus,каршек тюри
540,Gewalt::N,vis,наругама
541,Kampf::N,pugna,тюрема́
542,Bogen[Waffe]::N,arcus,нал
543,Pfeil::N,sagitta,нал
544,Gewehr::N,sclopetum,винто́вка
545,Fehler::N,error,эльбядькс
546,Lüge::N,mendacium,васькафнема
547,Schaden::N,damnum,зия́н
548,Schaden::N,detrimentum,зия́н
549,Unglück::N,miseria,зия́н
550,Unglück::N,calamitas,зия́н
551,Schuld::N,culpa,муворши
552,Alter::N,aetas,эряф кизот
553,Alter::N,aetas,эряфонь пинге
554,Schluss::N,finis,пе
555,Zeit::N,tempus,пинге
556,Tag::N,dies,ши
557,Morgen::N,mane,шобдава
558,Mittag::N,meridies,шикучка
559,Abend::N,vesper,иля́дь
560,Nacht::N,nox,ве
561,Woche::N,septimana,недя́ля
562,Monat::N,mensis,ков
563,Jahr::N,annus,киза
564,Frühling::N,ver,тунда́
565,Sommer::N,aestas,киза
566,Herbst::N,autumnus,сёксе
567,Winter::N,hiems,тяла
568,Januar::N,Ianuarius,кельмеков
569,Februar::N,Februarius,уфайков
570,März::N,Martius,марайков
571,April::N,Aprilis,шудиков
572,Mai::N,Maius,панжиков
573,Juni::N,Iunius,лямбеков
574,Juli::N,Iulius,псиков
575,August::N,Augustus,сёроньков
576,September::N,September,тюжягов
577,Oktober::N,Octobris,кельмазаков
578,November::N,Novembris,эйндамков
579,Dezember::N,December,кучкаков
580,Montag::N,dies lunae,одговши
581,Dienstag::N,dies Martis ,ша́вши
582,Mittwoch::N,dies Mercurii,вержи
583,Donnerstag::N,dies Iovis,шува́ланя
584,Freitag::N,dies Veneris,пя́денця
585,Samstag::N,dies Saturni,ёткши
586,Sonntag::N,dominicus,таргоши
587,Sonntag::N,dies solis,таргоши
588,groß::A,magnus,оцю
589,klein::A,parvus,ёмла
590,lang::A,longus,кува́ка
591,kurz::A,brevis,нюрьхкя́ня
592,breit::A,latus,кели
593,schmal::A,angustus,тяйня
594,dicht::A,densus,сиде
595,dicht::A,densus,туста
596,dick[Gegenstand]::A,crassus,эчке
597,dünn::A,tenuis,шува́ня
598,fein::A,subtilis,шува́ня
599,fest::A,solidus,кеме
600,fest::A,stabilis,кеме
601,flach::A,planus,лапш
602,glatt::A,levis,вадяв
603,glatt::A,levis,такор
604,hart::A,durus,калгода
605,weich::A,mollis,ляпе
606,rund::A,rotundus,кру́глай
607,spitz::A,acutus,ботаз
608,spitz::A,acutus,оржа
609,scharf::A,acer,оржа
610,stumpf::A,hebes,ношка
611,schwer::A,gravis,стака
612,schön::A,pulcher,мазы
613,schön::A,formosus,мазы
614,heiß::A,fervidus,пси
615,warm::A,calidus,лямбе
616,kalt::A,frigidus,кельме
617,kühl::A,frigidus,эше
618,frisch::A,recens,свежай
619,feucht::A,umidus,летьке
620,nass::A,madidus,начка
621,trocken::A,aridus,коське
622,voll::A,plenus,пяшксе
623,leer::A,vacuus,шава
624,offen::A,apertus,панжада
625,offen::A,apertus,виде
626,geschlossen::A,clausus,пякстаф
627,geschlossen::A,clausus,сёлгф
628,sauber::A,lautus,ару
629,schmutzig::A,sordidus,рда́зу
630,schmutzig::A,sordidus,пя́ндра
631,roh::A,crudus,верок
632,reif::A,maturus,ке́нерьф
633,lecker::A,delicatus,танцти
634,süß::A,dulcis,ламбама
635,bitter::A,amarus,сяпи
636,bitter::A,acerbus,сяпи
637,sauer::A,acidus,шапама
638,hell::A,clarus,валда
639,dunkel::A,obscurus,шобда
640,schwarz::A,niger,равжа
641,weiß::A,albus,акша
642,rot::A,ruber,якстерь
643,gelb::A,flavus,тюжя́
644,blau::A,caeruleus,сенем
645,grün::A,viridis,пиже
646,grün::A,viridis,сянгяря
647,grau::A,canus,уле
648,bunt::A,varius,сёрмав
649,billig::A,vilis,у́цез
650,billig::A,vilis,аф пи́тни
651,teuer::A,carus,пи́тни
652,wertvoll::A,pretiosus,питни
653,blind::A,caecus,сокор
654,taub::A,surdus,пярав
655,kräftig::A,robustus,пяк вии
656,stark::A,firmus,вии
657,stark::A,validus,вии
658,schwach::A,debilis,лафча
659,schwach::A,infirmus,лафча
660,fett::A,crassus,куя́
661,schlank::A,procerus,виде ронга
662,hübsch::A,pulcher,мазы
663,böse::A,improbus,кяжи
664,dumm::A,stultus,аф ёню
665,dumm::A,stultus,шава пря
666,dumm::A,stupidus,аф ёню
667,dumm::A,stupidus,шава пря
668,faul::A,piger,нола
669,fleißig::A,sedulus,ку́лхцонды
670,geizig::A,avarus,кирьжя
671,geizig::A,avarus,жаднай
672,klug::A,prudens,ёню
673,klug::A,prudens,пря́ви
674,geschickt::A,sollers,маштозь тиф
675,lieb::A,carus,цебярь
676,lustig::A,iocosus,ра́хси
677,sanft::A,clemens,сетьме
678,hungrig::A,impastus,вача
679,hungrig::A,impastus,вачеда
680,krank::A,aeger,сяряди
681,nackt::A,nudus,штада
682,nackt::A,nudus,кърхтапа
683,traurig::A,maestus,ла́жнай
684,lebendig::A,vivus,эряй
685,gut::A,bonus,пара
686,gut::A,bonus,цебярь
687,schlecht::A,malus,кальдяв
688,richtig::A,rectus,виде
689,schlimm::A,malus,кальдяв
690,wahr::A,verus,афкуксонь
691,alt::A,antiquus,ташта
692,neu::A,novus,од
693,ehemalig::A,pristinus,и́нгольдень
694,alt[Lebewesen]::A,vetus,сире
695,jung::A,iuvenis,од
696,arm::A,pauper,а́шу
697,reich::A,dives,козя
698,bekannt::A,notus,содаф
699,berühmt::A,celeber,содавикс
700,berühmt::A,illustris,содавикс
701,fremd::A,peregrinus,лия
702,fremd::A,peregrinus,аф содаф
703,verschieden::A,varius,аф фкя ла́цонь
704,nah::A,propinquus,мала
705,nah::A,propinquus,аф ичкоздень
706,fern::A,longinquus,и́чкоздень
707,fern::A,longinquus,куна́рдонь
708,linker::A,sinister,кержи
709,rechter::A,dexter,види
710,anderer::A,alius,лия
711,erster::A,primus,васенце
712,zweiter::A,secundus,омбоце
713,dritter::A,tertius,колмоце
714,letzter::A,ultimus,ме́кольце
715,allein::ADV,solum,ськамонза
716,auf einmal::ADV,simul,вихцок
717,zusammen::ADV,una,марс
718,zusammen::ADV,una,ма́рса
719,lange::ADV,diu,кува́тьс
720,plötzlich::ADV,subito,а́пак учт
721,plötzlich::ADV,repente,а́пак учт
722,sofort::ADV,statim,тяникиге
723,später::ADV,postea,ме́ле
724,jetzt::ADV,nunc,тяни
725,heute::ADV,hodie,тячи
726,morgen::ADV,cras,ва́нды
727,bald::ADV,mox,курок
728,dann::ADV,deinde,меле
729,dann::ADV,deinde,сяда меле
730,gestern::ADV,heri,ися́к
731,einst::ADV,olim,весть
732,einst::ADV,olim,мзя́рда-бди
733,damals::ADV,tum,эста
734,danach::ADV,postea,меле
735,vorher::ADV,antea,инголи
736,zuerst::ADV,primo,ва́сенда
737,einmal::ADV,semel,весть
738,manchmal::ADV,interdum,лия́ста
739,manchmal::ADV,interdum,ко́ста-ко́ста
740,oft::ADV,saepe,си́деста
741,immer::ADV,semper,фалу
742,immer::ADV,semper,най
743,niemals::ADV,numquam,аф мзя́рдонга
744,hier::ADV,hic,тяса
745,hierhin::ADV,huc,сей
746,hierhin::ADV,huc,тяза
747,von hier::ADV,hinc,тя́ста
748,dort::ADV,ibi,тоса
749,dorthin::ADV,eo,тов
750,dorthin::ADV,eo,тоза
751,geradeaus::ADV,recte,ви́деста
752,vorwärts::ADV,porro,и́нголи
753,rückwärts::ADV,retro,ме́ки
754,zurück::ADV,retro,ме́ки
755,unten::ADV,infra,ала
756,hinab::ADV,pessum,алу
757,oben::ADV,supra,вяре
758,hinauf::ADV,sursum,вяри
759,überall::ADV,ubique,се́мбе ва́стова
760,nicht::ADV,non,аф
761,ein wenig::ADV,paulum,аф лама
762,kaum::ADV,vix,а́ньцек
763,kaum::ADV,aegre,а́ньцек
764,sehr::ADV,valde,пяк
765,sehr::ADV,magnopere,пяк
766,so::ADV,ita,ста́не
767,noch::ADV,etiam,нинге
768,nur::ADV,solum,аньцек
769,nur::ADV,tantum,аньцек
770,schon::ADV,iam,ни
771,wieder::ADV,rursus,та́га
772,vergebens::ADV,frustra,стак
773,vor::PRP,ante,инголе
774,hinter::PRP,post,фтала
775,hinter::PRP,post,мельге
776,unter::PRP,sub,ала
777,durch::PRP,per,пачк
778,neben::PRP,iuxta,ваксса
779,zwischen::PRP,inter,ёткса
780,wegen::PRP,propter,сюнеда
781,dies::PRN,hoc,тя
782,das::PRN,id,ся
783,das::PRN,id,тона
784,alles::PRN,omnia,сембе
785,ich::PRN,ego,мон
786,du::PRN,tu,тон
787,er::PRN,is,сон
788,er::PRN,ille,сон
789,wir::PRN,nos,минь
790,ihr::PRN,vos,тинь
791,sie::PRN,ii,синь
792,sie::PRN,illi,синь
793,was::FPRN,quid,мезе
794,wer::FPRN,quis,кие
795,wo::FADV,ubi,коса
796,wohin::FADV,quo,ков
797,wohin::FADV,quo,коза
798,wie::FADV,quomodo,ко́да
799,warum::FADV,cur,мес
800,wieviel::FNUM,quantum,мзя́ра
801,eins::NUM,unus,фкя
802,zwei::NUM,duo,кафта
803,drei::NUM,tres,колма
804,vier::NUM,quattuor,ниле
805,fünf::NUM,quinque,вете
806,sechs::NUM,sex,кота
807,sieben::NUM,septem,сисем
808,acht::NUM,octo,кафкса
