,Concept_ID,te,en
731,zunehmen::V,పెరుగుట,increase
732,steigen::V,లేచు,rise
733,wachsen::V,పెరుగు,grow
734,glänzen::V,ప్రకాశించు,shine
735,funkeln::V,ప్రకాశించు,sparkle
736,lärmen::V,అరుచుట,be noisy
737,läuten::V,మేళవించుట,chime
738,klingeln::V,వాయించుట,ring
739,klirren::V,ఘంటానాదము,tinkle
740,brausen::V,గర్జించు,roar
741,rauschen::V,చటచటమనుట,rustle
742,klingen::V,ధ్వనించుట,sound
743,bellen::V,అఱచు,bark
744,heulen::V,కూయు,howl
745,blasen::V,దురద్పప్టము,blow
746,pfeifen::V,ఈలవేయు,whistle
747,schreien::V,అఱచు,shout
748,stöhnen::V,మూలుగు,groan
749,zittern::V,వణకు,tremble
750,leben::V,జీవించుట,be alive
751,geboren werden::V,పుట్టుట,be born
752,atmen::V,ఉపిరి తీయు,breathe
753,trinken::V,త్రాగు,drink
754,essen::V,తిను,eat
755,schlucken::V,మ్రింగు,swallow
756,müde werden::V,అలయు,get tired
757,einschlafen::V,నిద్రించు,fall asleep
758,schlafen::V,నిద్రురించు,sleep
759,aufwachen::V,మేలుకొను,wake up
760,aufstehen::V,లేచు,get up
761,sich erholen::V,నడ్డి వాల్చు,relax
762,krank werden::V,జబ్బుపడు,fall ill
763,krank sein::V,జబ్బు చేయు,be ill
764,schmerzen::V,నొచ్చుట,ache
765,husten::V,దగ్గుట,cough
766,genesen::V,కుదురుట,recover
767,sterben::V,మరణించు,die
768,umkommen::V,నశించు,perish
769,sich bewegen::V,కదలు,move
770,sich rühren::V,కదలు,budge
771,sich erheben::V,లేచు,stand up
772,sich setzen::V,కూర్చుణ్డు,sit down
773,hinfallen::V,దొర్లు,tumble
774,laufen::V,నడచు,walk
775,schreiten::V,అడుగుపెట్టుట,pace
776,spazierengehen::V,పచారు చేయు,go for a walk
777,eilen::V,తొందరపడు,rush
778,sich beeilen::V,త్వరపెట్టు,hurry
779,sausen::V,విసరికొట్టు,dash
780,rennen::V,పరుగెత్తు,run
781,springen::V,దుముకు,jump
782,klettern::V,ఎక్కు,climb
783,schaukeln::V,ఉయ్యాల ఊగు ,seesaw
784,kriechen::V,ప్రాకు,creep
785,schwimmen::V,ఈదు,swim
786,tauchen::V,మునుగు,dive
787,rudern::V,తెడ్లతోఁగడపు,row
788,fahren::V,నడపు,drive
789,fliegen::V,ఎగురు,fly
790,gehen::V,పోవు,go
791,weggehen::V,బయలుదేరు,go away
792,abfahren::V,విడిచిపోవు,depart
793,anhalten::V,నిలుపు,stop
794,hineingehen::V,ప్రవేశించు,go in
795,eintreten::V,ప్రవేశించు,enter
796,kommen::V,వచ్చు,come
797,ankommen::V,వచ్చి చేరు,arrive
798,zurückkommen::V,తిరిగీవచ్చుట,come back
799,bleiben::V,ఉండు,stay
800,warten::V,కనిపెట్టు,wait
801,erwarten::V,నిరిక్షించు,wait for
802,suchen::V,వెదకు,seek
803,suchen::V,వెదకు,look for
804,finden::V,కనుగొను,find
805,versuchen::V,ప్రయత్నించు,try
806,vorbereiten::V,తయారుచేయు,prepare
807,lieben::V,ప్రేమించు,love
808,mögen::V,ఇష్టపడు,like
809,lachen::V,నవ్వు,laugh
810,rühren::V,గుండె తాకు,move
811,weinen::V,వీడ్చు,weep
812,schimpfen::V,గొణుగు,grumble
813,sich ärgern::V,అలుగు,be annoyed
814,sich fürchten::V,భయపడు,be afraid
815,fürchten::V,భయపడు,be afraid of
816,fliehen::V,పాఱిపోపు,flee
817,flüchten::V,తప్పించుకొను,escape
818,sehen::V,చూచు,see
819,anschauen::V,చూచు,look at
820,ansehen::V,కాచియుండు,watch
821,hören::V,విను,hear
822,zuhören::V,విను,listen
823,probieren::V,చవిచూచుట,taste
824,riechen::V,వాసనచూచు,smell
825,fühlen::V,స్పర్శించుట,feel
826,scheinen::V,కనబడు,seem
827,zu sehen sein::V,చూవు,show
828,vernehmen::V,విను,hear
829,frieren::V,చలికి వడకు,be cold
830,tun::V,చేయు,do
831,können::V,గల,can
832,wollen::V,కోరు,want
833,anfangen::V,ఆరంభించు,start
834,beenden::V,ముగించు,finish
835,aufhören::V,నిలుపు,stop
836,gelingen::V,గెలుపాందు,succeed
837,geraten::V,వెలువడు,turn out
838,öffnen::V,తెఱచు,open
839,schließen::V,మూయు,close
840,stellen::V,ఉంచు,put
841,setzen::V,ఉంచు,place
842,legen::V,పెట్టు,lay
843,berühren::V,తాకు,touch
844,verbinden::V,చేర్చుట,connect
845,bedecken::V,మూయు,cover
846,aufhängen::V,వ్రేలాడదీయు,hang up
847,anzünden::V,వెలిగించు,light
848,aufheben::V,సేకరించు,pick up
849,zurücklassen::V,విడుచు,leave
850,verlieren::V,పోగొట్టుకొను,lose
851,fallen lassen::V,జాఱవిడుచు,drop
852,machen::V,చేయు,make
853,herstellen::V,ఉత్పత్తిచేయు,produce
854,bauen::V,నిర్మించు,build
855,reparieren::V,సరిచేయు,mend
856,verbessern::V,వృద్ధి చేయు,improve
857,ändern::V,మార్చు,alter
858,graben::V,త్రవ్వు,dig
859,beugen::V,వంచు,bow
860,biegen::V,వంచు,bend
861,drehen::V,నూలువడుకు,spin
862,wenden::V,త్రిప్పు,turn
863,umdrehen::V,త్రిప్పు,turn around
864,heben::V,ఎత్తు,raise
865,hochheben::V,ఎత్తు,lift
866,ergreifen::V,వశపఱచుకొను,seize
867,halten::V,ఉంచు,hold
868,drücken::V,అణచు,press
869,schieben::V,నొక్కు,push
870,kratzen::V,గోకు,scrape
871,lecken::V,నాకు,lick
872,beißen::V,కఱచు,bite
873,abreißen::V,తెగతెంచు,tear off
874,abschneiden::V,తెగకొట్టు,cut off
875,binden::V,కట్టు,tie
876,stecken::V,తగులుకొనివుండుట,stick
877,brechen::V,పగులగొట్టు,break
878,klopfen::V,కొట్టు,knock
879,hauen::V,కొట్టు,hit
880,kleben::V,అంటుకొను,glue
881,reiben::V,రాచు,rub
882,streichen::V,వ్యాపింపజేయు,spread
883,schleifen::V,రాచు,grind
884,schneiden::V,కోయు,cut
885,rütteln::V,కుదిలించుట,jolt
886,schütteln::V,కదల్చు,shake
887,schwenken::V,ఊచుట,swing
888,schütten::V,పోయు,pour
889,füllen::V,నింపు,fill
890,einwickeln::V,చుట్టు,wrap
891,tragen::V,మోయు,carry
892,schleppen::V,ఈడ్చు,drag
893,ziehen::V,ఈడ్చు,pull
894,aufbewahren::V,కాపాడు,keep
895,werfen::V,విసరు,throw
896,fangen::V,పట్టుకొను,catch
897,packen::V,పట్టుకొను,grab
898,verstecken::V,దాచు,hide
899,teilen::V,భాగించు,divide
900,schicken::V,పంపు,send
901,bringen::V,తెచ్చు,bring
902,hinzufügen::V,చేర్చు,add
903,bekommen::V,సంపాదించు,get
904,erhalten::V,పుచ్చుకొను,receive
905,nehmen::V,తీసికొను,take
906,wählen::V,ఇష్టపడు,choose
907,auswählen::V,ఏరుకొను,select
908,bewahren::V,భద్రపఱుచు,preserve
909,behindern::V,అడ్డగించుట,hinder
910,verderben::V,చెఱచు,spoil
911,beschädigen::V,చెరుపుట,damage
912,zerbrechen::V,పగులగొట్టు,break
913,zerreißen::V,చించు,tear
914,zerstören::V,వాశనము చేయు,destroy
915,verbrennen::V,కాల్చు,burn
916,geben::V,ఇచ్చు,give
917,reichen::V,అందుకొనుట,hand
918,schenken::V,అర్పించు,give
919,versprechen::V,వాగ్దత్తము చేయు,promise
920,wünschen::V,కోరు,wish
921,loben::V,స్తుతించు,praise
922,küssen::V,ముద్దుపెట్టుకొను,kiss
923,wiegen::V,ఊచుట,rock
924,zudecken::V,మూయు,cover
925,wecken::V,నిద్రపలేపుట,wake
926,zeigen::V,చూవు,show
927,führen::V,దారిచూపు,guide
928,lehren::V,బోధించు,teach
929,unterrichten::V,నేర్పు,instruct
930,aufziehen::V,పెంచు,bring up
931,leiten::V,తీసుకపోవుట,lead
932,antreiben::V,ప్రేరేపించు,urge
933,lassen::V,అనుమతించు,let
934,einladen::V,ఆహ్వానించు,invite
935,vereinigen::V,కూడుట,unite
936,besuchen::V,పోయి చూచు,visit
937,treffen::V,కలియు,meet
938,sich versammeln::V,కూర్చు,assemble
939,spielen::V,ఆట లాడు,play
940,singen::V,పాడు,sing
941,tanzen::V,నృత్యముచేయు,dance
942,sich trennen::V,ఎడబాయుట,separate
943,verlassen::V,విడుచు,leave
944,retten::V,తప్పించుట,rescue
945,bewachen::V,కాపాడు,guard
946,schützen::V,రక్షించు,protect
947,verteidigen::V,రక్షించు,defend
948,sich schlagen::V,జగడమాడు,brawl
949,schießen::V,కాల్చు,shoot
950,siegen::V,గెలుచు,win
951,ärgern::V,పీడించుట,annoy
952,schlagen::V,కొట్టు,beat
953,treten::V,తన్ను,kick
954,stechen::V,కుట్టు,sting
955,stoßen::V,గెంటు,shove
956,stehlen::V,దొంగిలించు,steal
957,stören::V,కలతపఱచు,disturb
958,belästigen::V,పీడించు,bother
959,verbergen::V,దాచు,conceal
960,täuschen::V,మోసము చేయు,deceive
961,betrügen::V,మోసపుచ్చు,cheat
962,töten::V,చంపు,kill
963,wohnen::V,నివసించు,dwell
964,arbeiten::V,పనిచేయు,work
965,sammeln::V,ప్రోగుచేయు,gather
966,pflücken::V,యేరుట,pick
967,jagen::V,వేటాడు,hunt
968,fischen::V,వెదకు,fish
969,fassen::V,పట్టుకొమ,catch
970,hüten::V,మందచేరుట,herd
971,treiben::V,నడపు,drive
972,anbinden::V,కట్టు,tie up
973,füttern::V,భోజనము పెట్టు,feed
974,melken::V,పాలు పితుకు,milk
975,hacken::V,నఱకు,chop
976,gießen::V,నీళ్ళుకట్టుట,water
977,reifen::V,పండుట,ripen
978,zubereiten::V,వండు,cook
979,kochen::V,వండు,boil
980,backen::V,రొట్టెకాల్చు,bake
981,braten::V,వేపు,fry
982,umrühren::V,కదులుట,stir
983,stricken::V,అల్లు,knit
984,nähen::V,కుట్టు,sew
985,färben::V,రంగు వేయు,dye
986,reinigen::V,శుభ్రము చేయు,clean
987,waschen::V,కడుగు,wash
988,abwischen::V,తుడుచు,wipe
989,spülen::V,నీటిలో జడించు,rinse
990,fegen::V,ఊడ్చు,sweep
991,kehren::V,ఊడ్చు,sweep
992,baden::V,స్నానము చేయు,bath
993,sich waschen::V,కడుగు,wash
994,ausziehen::V,విప్పు,take off
995,anziehen::V,ధరించు,put on
996,sich anziehen::V,బట్టలు వేసుకొను,get dressed
997,sich anziehen::V,తొడుగుకొను,get dressed
998,kämmen::V,దువ్వుట,comb
999,schmücken::V,అలంకరించు,decorate
1000,sagen::V,చెప్పు,say
1001,sprechen::V,చెప్పు,speak
1002,reden::V,మాటలాడు,talk
1003,sich unterhalten::V,ముచ్చటలాడు,chat
1004,fragen::V,ప్రశ్నించు,ask
1005,bitten::V,కోరు,request
1006,erzählen::V,చెప్పు,tell
1007,mitteilen::V,తెలియజేయు,convey
1008,nennen::V,పేరు వెట్టు,name
1009,rufen::V,పిలుచు,call
1010,prahlen::V,జల్లి,brag
1011,übersetzen::V,తర్జుమాచేయు,translate
1012,denken::V,ఆలోచించు,think
1013,glauben::V,నమ్ము,believe
1014,bemerken::V,గుర్తించు,notice
1015,erkennen::V,గుర్తించు,recognize
1016,begreifen::V,గ్రహించు,grasp
1017,verstehen::V,గ్రహించు,understand
1018,lernen::V,నేర్చు కొను,learn
1019,wissen::V,తెలిసికొను,know
1020,sich erinnern an::V,జ్ఞాపకముంచుకొను,remember
1021,vergessen::V,మఱచిపోవు,forget
1022,messen::V,కొలుచుట,measure
1023,zählen::V,లెక్కపెట్టు,count
1024,rechnen::V,లెక్కపెట్టు,calculate
1025,lesen::V,చదువు,read
1026,malen::V,పూనుట,paint
1027,zeichnen::V,వ్రాసుట,draw
1028,schreiben::V,వ్రాయు,write
1029,besitzen::V,కలిగియుండు,own
1030,kaufen::V,కొను,buy
1031,verkaufen::V,అమ్ము,sell
1032,bezahlen::V,చెల్లించు,pay for
1033,zahlen::V,చెల్లించు,pay
1034,beherrschen::V,ఏలు,rule
1035,ertragen::V,భరించు,endure
