,Concept_ID,mdf,hy
125,Küste::N,ляйтърва́,ծովափ
126,Festland::N,мода,ցամաք
127,Meer::N,моря,ծով
128,Bucht::N,ведьуське,հաչիւն
129,Insel::N,цёнга,վղզի
130,Blume::N,панчф,ծաղիկ
131,Gras::N,тише,խոտ
132,Wurzel::N,юр,արմատ
133,Wurzel::N,ункс,արմատ
134,Baum::N,шуфта,ծառ
135,Stamm::N,ро́нга,իրան
136,Rinde::N,кер,կեղեւ
137,Rinde::N,кер,հաչոց
138,Ast::N,морга,ճյուղ
139,Zweig::N,тарад,ճյուղ
140,Blatt::N,лопа,տերեւ
141,Birke::N,ке́лу,ցարասի
142,Kiefer[Baum]::N,пиче,սոճի
143,Weide[Baum]::N,каль,ուռենի
144,Tanne::N,куз,եղեւին
145,Horn::N,сюра,
146,Feder::N,толга,փետուր
147,Fell::N,кедь,մորթի
148,Flügel::N,паця,թեւ
149,Klaue::N,кенже,չանչ
150,Kralle::N,кенже,ճանկ
151,Schwanz::N,пула,պոչ
152,Ei::N,ал,ձու
153,Nest::N,пиза,բույն
154,Bau::N,пиза,որջ
155,Bau::N,пиза,բայոց
156,Tier::N,жува́та,կենդանի
157,Herde::N,нал,հոտ
158,Herde::N,стада,հոտ
159,Kuh::N,скал,կով
160,Kuh::N,тракс,կով
161,Bulle::N,бука,ցուլ
162,Pferd::N,лишме,ձի
163,Schaf::N,уча́,ոչխար
164,Schwein::N,тува,խոզ
165,Hund::N,пине,շուն
166,Katze::N,катоня,կատու
167,Katze::N,аваката,կատու
168,Bär::N,офта,արջ
169,Eichhörnchen::N,ур,սկյուռ
170,Elch::N,ся́рда,հիւսիսային եղջերու
171,Fuchs::N,келазь,աղվես
172,Hase::N,ну́мол,նապաստակ
173,Maus::N,шеер,մուկ
174,Wolf::N,върьгаз,գայլ
175,Vogel::N,нармонь,թռչուն
176,Schwarm::N,ко́вол,երամ
177,Schwarm::N,ме́швеле,երամ
178,Huhn::N,сараз,հավ
179,Hahn::N,а́тякш,աքաղաղ
180,Gans::N,маци,սագ
181,Adler::N,куцькан,արծիվ
182,Ente::N,яксярга,բադ
183,Eule::N,ко́рож,բու
184,Kranich::N,ка́рга,կռունկ
185,Krähe::N,ва́рси,ագռավ
186,Kuckuck::N,ку́ку,կուկու
187,Schwan::N,ло́ксти,կարապ
188,Fisch::N,кал,ձուկ
189,Barsch::N,о́кунь,պերկես
190,Hecht::N,щу́ка,գայլաձուկ
191,Schlange[Tier]::N,куй,օձ
192,Wurm::N,сукс,որդ
193,Wurm::N,сукс,ճիճու
194,Spinne::N,унжа́,սարդ
195,Ameise::N,панжам,միջյուն
196,Laus::N,си,ոջիլ
197,Mücke::N,ся́ське,մժղուկ
198,Fliege::N,кару,ճանճ
199,Schmetterling::N,ме́лав,թիթեռ
200,Beere::N,и́мож,հատապտուղ
201,Apfel::N,марь,խնձոր
202,Pilz::N,панга,սունկ
203,Zwiebel::N,шурьхкя́,սոխ
204,Saat::N,видьмот,սերմ
205,Korn::N,сёра,հատիկ
206,Heu::N,тише,խոտ
207,Schale::N,кедь,կեղեւ
208,Grube::N,лотка,փոս
209,Falle::N,туфкс,ծուղակ
210,Falle::N,кунда́ма,ծուղակ
211,Schlinge::N,килькш,խեղդան
212,Spur::N,пильгоки́,հետք
213,Asche::N,кулу,մոխիր
214,Dreck::N,ърда́з,աղտ
215,Eisen::N,кшни,երկաթ
216,Gold::N,ока,ոսկի
217,Gold::N,золота,ոսկի
218,Silber::N,сия́,արծաթ
219,Kohle::N,седь,քարածուխ
220,Kohle::N,седьвальмя,քարածուխ
221,Glas::N,кля́нцек,ապակի
222,Lehm::N,сёвонь,կավ
223,Sand::N,шува́р,ավազ
224,Mensch::N,ломань,մարդ
225,Mann::N,аля,մարդ
226,Mann::N,аля,տղամարդ
227,Mann::N,цёраломань,մարդ
228,Mann::N,цёраломань,տղամարդ
229,Frau::N,ава,կին
230,Kind::N,идь,զավակ
231,Kind::N,шаба,զավակ
232,Junge::N,цёраня,տղա
233,Mädchen::N,стирня́,աղջիկ
234,Familie::N,тнал,ընտանիք
235,Familie::N,семья,ընտանիք
236,Großvater::N,атя,պապ
237,Großvater::N,щя́тя,պապ
238,Großmutter::N,баба,տատ
239,Eltern::N,тя́дят-а́лят,ծնողներ
240,Vater::N,аля,հայր
241,Mutter::N,ава,մայր
242,Mutter::N,тядя,մայր
243,Sohn::N,цёра,որդի
244,Tochter::N,стирь,աղջիկ
245,Tochter::N,стирь,դուստր
246,Bruder::N,дуган,եղբայր
247,Bruder::N,пяльне,եղբայր
248,Schwester::N,ака,քույր
249,Schwester::N,сазор,քույր
250,Onkel::N,оця,քեռի
251,Onkel::N,оця,հորեղբայր
252,Onkel::N,патя,քեռի
253,Onkel::N,патя,հորեղբայր
254,Onkel::N,щеня́,քեռի
255,Onkel::N,щеня́,հորեղբայր
256,Tante::N,ака,մորաքույր
257,Tante::N,щака,մորաքույր
258,Ehemann::N,мирде,մարդ
259,Ehemann::N,мирде,ամուսին
260,Ehefrau::N,ърьвя́,կին ամուսին
261,Freude::N,ке́нярдема,ուրախություն
262,Gelächter::N,рахсема,ծիծաղ
263,Glück::N,паваз,երջանկություն
264,Kummer::N,ризф,վիշտ
265,Kummer::N,пичефкс,վիշտ
266,Wunsch::N,мяль,ցանկություն
267,Wunsch::N,таколдома,ցանկություն
268,Lust::N,таколдома,փափագ
269,Lust::N,таколдома,իղձ
270,Geist::N,вайме,ոգի
271,Gedanke::N,мяль,միտք
272,Gedächtnis::N,прявий,հիշողություն
273,Verstand::N,прявий,խելք
274,Sinn::N,ён,իմաստ
275,Grund::N,туфта́л,պատճառ
276,Wahrheit::N,ви́де,ճշմարտություն
277,Wahrheit::N,видеши́,ճշմարտություն
278,Gespräch::N,корхтама,զրույց
279,Märchen::N,ёфкс,պայիկի պատմություն
280,Erzählung::N,азкс,պատմվածք
281,Erzählung::N,азкс,պատմություն
282,Nachricht::N,куля́,հաղորդագրություն
283,Neuigkeit::N,куля́,լուր
284,Neuigkeit::N,куля́,նորություն
285,Name::N,лем,անուն
286,Rätsel::N,со́дама ёфкс,բարդ խնդիր
287,Rede::N,вал,ճառ
288,Rede::N,вал,ելույթ
289,Rede::N,корхтама,ճառ
290,Rede::N,корхтама,ելույթ
291,Sprache::N,кяль,լեզու
292,Stimme::N,вайгяль,ձայն
293,Wort::N,вал,բառ
294,Zeichen::N,тя́ште,նշան
295,Zeichen::N,тя́штькс,նշան
296,Ruf::N,тердема,կոչ
297,Ruf::N,тердема,կանչ
298,Lärm::N,гайф,աղմուկ
299,Lärm::N,жалакодома,աղմուկ
300,Laut::N,вайгяль,հնչյուն
301,Laut::N,вайгяль,ձայն
302,Ton::N,вайгяль,տոն
303,Lied::N,мора,երգ
304,Ruhe::N,сетьме,անդորրություն
305,Leute::N,ломатть,մարդիկ
306,Volk::N,наро́д,ազգ
307,Arbeit::N,тев,գործ
308,Arbeit::N,тев,աշխատանք
309,Gast::N,и́нжи,հյուր
310,Gast::N,ко́нак,հյուր
311,Geschenk::N,казне,նվեր
312,Spiel::N,налхкома,խաղ
313,Spiel::N,налхксема,խաղ
314,Gesellschaft::N,кружок,ընկերություն
315,Hilfe::N,лездома,օգնությթուն
316,Freund::N,я́лга,ընկեր
317,Freund::N,я́лга,բարեկամ
318,Kamerad::N,я́лга,ուղեկից
319,Angelegenheit::N,тев,բան
320,Angelegenheit::N,тев,գործ
321,Anzahl::N,лувкс,քանակ
322,Anzahl::N,лувкс,գումար
323,Art::N,вид,տեսակ
324,Stück::N,пакш,կտոր
325,Teil::N,часть,մաս
326,Teil::N,пялькс,մաս
327,Hälfte::N,пяле,կես
328,Kreis::N,шаркс,շիջանակ
329,Kreuz::N,крёз,խաչ
330,Linie::N,межа,գիծ
331,Linie::N,китькс,գիծ
332,Strich::N,межа,գիծ
333,Abstand::N,ётка,անջրպետ
334,Entfernung::N,ётка,հեռավորություն
335,Gegend::N,ва́ста,շրջան
336,Gegend::N,перьфпя́ль,շրջան
337,Platz::N,ва́ста,տարածություն
338,Ort::N,ва́ста,տեղ
339,Ort::N,ва́ста,վայր
340,Seite::N,пяле,կողմ
341,Mitte::N,кучка́,մեջտեղ
342,Gegenstand::N,веща,առարկա
343,Sache::N,тев,բան
344,Sache::N,веща,բան
345,Rand::N,пе,վերջք
346,Kante::N,и́рдез,եզր
347,Ecke::N,ужа,անկյուն
348,Spitze::N,пря,ծայր
349,Ende::N,пе,ծայր
350,Loch::N,варя,անցք
351,Winkel::N,ужа,անկյուն
352,Muster::N,сёрма,օրինակ
353,Größe::N,серь,մեծություն
354,Länge::N,кува́лма,երկարություն
355,Höhe::N,серь,բարձրություն
356,Gewicht::N,сталма,կշիռ
357,Menge::N,лувкс,քանակ
358,Haufen::N,мар,դեզ
359,Haufen::N,мар,կույտ
360,Reihe::N,ряд,շարք
361,Reihe::N,ряд,կարգ
362,Boot::N,венеж,նավակ
363,Ruder::N,миле,թի
364,Ruder::N,миле,թիակ
365,Schlitten::N,ну́рда,բալխիր
366,Ski::N,сокс,դահուկ
367,Lagerfeuer::N,то́лмар,բացօդեայ կրակ
368,Last::N,канкс,բեռ
369,Last::N,сталма,բեռ
370,Gang::N,молема,զբոսանք
371,Schritt::N,аськолкс,քայլ
372,Norden::N,якшама шире,հյուսիս
373,Süden::N,ля́мбе ши́ре,հարավ
374,Westen::N,ши валгома шире,արեւմուտք
375,Osten::N,шинь стяма шире,արեւելք
376,Holz::N,вирь,փայտ
377,Holz::N,шуфта,փայտ
378,Brett::N,лавця,տախտակ
379,Platte::N,плита́,թիթեղ
380,Stütze::N,неже,նեցուկ
381,Stange::N,олга,ձող
382,Stock::N,байдек,փայտ
383,Stab::N,олгоня,ցուպ
384,Stab::N,олгоня,գավազան
385,Rohr::N,турама,խողովակ
386,Haus::N,куд,տուն
387,Heim::N,куд,տուն
388,Ofen::N,пянакуд,վառարան
389,Fußboden::N,кия́кс,հատակ
390,Tisch::N,шра,սեղան
391,Tisch::N,моркш,սեղան
392,Stuhl::N,стул,աթոռ
393,Wiege::N,нюря́м,օրորոց
394,Bett::N,ацам,անկողին
395,Regal::N,лавцяланга,դարակ
396,Kiste::N,парга,տուփ
397,Fenster::N,валмья,պատուհան
398,Tür::N,кенкш,դուռ
399,Tor::N,ортат,դարպաս
400,Zaun::N,перяфкс,ցանկապատ
401,Dach::N,кудпря,տանիք
402,Dach::N,кудпря,կտուր
403,Leiter::N,куцема,սանդուղք
404,Besen::N,тяльме,ավել
405,Spaten::N,ка́йме,բահ
406,Schaufel::N,ко́поня,թի
407,Schaufel::N,ця́рдом,թի
408,Gabel::N,ця́нгоня,պատառաքաղ
409,Löffel::N,куцю,գդալ
410,Messer::N,пеель,դանակ
411,Nagel::N,эска,մեխ
412,Haken::N,кя́чказ,կարթ
413,Griff::N,недь,կոթ
414,Griff::N,недь,բռնակ
415,Griff::N,кунда́мка,կոթ
416,Griff::N,кунда́мка,բռնակ
417,Schloss::N,замо́к,կողպեք
418,Bild::N,карти́на,նկար
419,Bild::N,карти́на,պատկեր
420,Figur::N,ронга-понда,քանդակ
421,Figur::N,ронга-понда,պատկեր
422,Puppe::N,ня́ка,տիկնիկ
423,Beutel::N,кяскав,տոպրակ
424,Bündel::N,кярьме,կապոց
425,Tasche::N,кошяльня,պայուսակ
426,Eimer::N,ве́дарка,դույլ
427,Deckel::N,тавадкс,կափարիչ
428,Deckel::N,вельхкс,կափարիչ
429,Geschirr::N,кядьге,ամանեղեն
430,Sack::N,кяскав,պարկ
431,Sack::N,кяскав,տոպրակ
432,Tasse::N,ша́ваня,թաս
433,Tasse::N,ша́ваня,գավաթ
434,Topf::N,кавозь,անոթ
435,Kessel::N,сргавозь,կաթսա
436,Essen::N,ярхцама,կերակուր
437,Nahrung::N,ярхцампяль,ուտելիք
438,Speise::N,ярхцама,խորտիկ
439,Speise::N,ярхцама,կերակուր
440,Fleisch::N,пал,միս
441,Fleisch::N,сиволь,միս
442,Getreide::N,сёра,հացահատիկ
443,Brei::N,ям,լանդակ
444,Brot::N,кши,հաց
445,Scheibe::N,кочам,կտոր
446,Scheibe::N,кочам,պատառ
447,Fett::N,куя́,ճարպ
448,Butter::N,вай,կարագ
449,Öl::N,вай,ձեթ
450,Salz::N,сал,աղ
451,Suppe::N,шонгарям,սուպ
452,Suppe::N,шонгарям,ապուր
453,Suppe::N,коршампяль,սուպ
454,Suppe::N,коршампяль,ապուր
455,Honig::N,медь,մեղր
456,Milch::N,лофца,կաթ
457,Tee::N,чай,թեյ
458,Leder::N,кедь,կաշի
459,Wolle::N,пона,բուրդ
460,Stoff::N,котф,գործվածք
461,Nadel::N,салмокс,ասեղ
462,Faden::N,сюре,թել
463,Knopf::N,пуня,կոճակ
464,Knoten::N,сюлма,հանգույց
465,Farbe::N,архтомбяль,ներկ
466,Kleidung::N,щам,հագուստ
467,Hemd::N,па́нар,վերնաշապիկ
468,Kragen::N,сиве,օձիք
469,Ärmel::N,ожа,թեւք
470,Hose::N,понкст,շալվար
471,Gürtel::N,каркс,գոտի
472,Mütze::N,вазь,կեպի
473,Schuh::N,башма́к,կոշիկ
474,Stiefel::N,кя́ме,երկարաճիթ կոշիկ
475,Ring::N,суркс,զնգալ
476,Band::N,керькс,ժապավեն
477,Band::N,лента,ժապավեն
478,Kamm::N,сюрьхцем,սանր
479,Spiegel::N,ванома,հայելի
480,Riemen::N,шнань каркс,փոկ
481,Schnur::N,пикс,լար
482,Schnur::N,карькскя,լար
483,Leine::N,вядьме,փոկ
484,Decke::N,вельхкс,վերմակ
485,Kissen::N,тоду,բարձ
486,Tuch::N,руця́,թաշկինակ
487,Handtuch::N,на́рдама,սրբիչ
488,Kraft::N,вий,ուժ
489,Stärke::N,вииши,պնդություն
490,Stärke::N,вииши,ամրություն
491,Gesundheit::N,шумбраши́,առողջություն
492,Krankheit::N,урма́,ախտ
493,Krankheit::N,урма́,հիվանդություն
494,Krankheit::N,сярядема,ախտ
495,Krankheit::N,сярядема,հիվանդություն
496,Schmerz::N,маряма,ցավ
497,Schmerz::N,маряма,տանջանք
498,Wunde::N,керф,վերք
499,Fieber::N,маштыкс,տենդ
500,Arznei::N,надо́бья,դեղ
501,Arznei::N,пъчка́фтома,դեղ
502,Brücke::N,седь,կամուրջ
503,Brunnen::N,эши,հոր
504,Brunnen::N,эши,ջրհոր
505,Weide::N,ванома васта,արոտավայր
506,Pfad::N,ян,արահետ
507,Pfad::N,киня́,արահետ
508,Weg::N,ки,ուղի
509,Straße::N,ки,ճանապարհ
510,Dorf::N,веле,գյուղ
511,Stadt::N,ош,քաղաք
512,Brief::N,сёрма,նամակ
513,Buch::N,книга,գիրք
514,Buchstabe::N,бу́ква,տառ
515,Buchstabe::N,бу́ква,գիր
516,Zeitung::N,газе́та,լրագիր
517,Leben::N,эряф,կյանք
518,Leben::N,эряма,կյանք
519,Tod::N,кулома́,մահ
520,Grab::N,калма,գերեզման
521,Kirche::N,це́рькав,եկեղեցի
522,Sünde::N,пежеть,մեղք
523,Sünde::N,муворкс,մեղք
524,Gott::N,шкай,աստված
525,Arbeiter::N,трудендай,բանվոր
526,Arbeiter::N,трудендай,աշխատող
527,Arbeiter::N,работник,բանվոր
528,Arbeiter::N,работник,աշխատող
529,Chef::N,азор,տեր
530,Chef::N,оцюня,տեր
531,Meister::N,мастяр,վարպետ
532,Arzt::N,врач,բժիշկ
533,Arzt::N,доктор,բժիշկ
534,Lehrer::N,учи́тель,ուսուցիչ
535,Geld::N,ярмакт,փող
536,Geschäft::N,ладяфкс,գործ
537,Geschäft::N,ладяфкс,աշխատանք
538,Geschäft::N,ладяф тев,գործ
539,Geschäft::N,ладяф тев,աշխատանք
540,Laden::N,ла́вка,կրպակ
541,Laden::N,ла́вка,խանութ
542,Preis::N,питне,գին
543,Ware::N,миф,ապրանք
544,Ware::N,ра́маф,ապրանք
545,Nutzen::N,пара,օգուտ
546,Nutzen::N,лезкс,օգուտ
547,Reichtum::N,ко́зяши,հարստություն
548,Welt::N,свет,աշխարհ
549,Land::N,мастор,երկիր
550,Staat::N,государства,պետություն
551,König::N,король,արքա
552,König::N,король,թագավոր
553,Macht::N,азорондама,իշխանություն
554,Macht::N,азорксши,իշխանություն
555,Grenze::N,ёткаян,սահման
556,Krieg::N,война́,պատերազմ
557,Feind::N,душман,թշնամի
558,Feind::N,каршек тюри,թշնամի
559,Gewalt::N,наругама,բռնություն
560,Gewalt::N,наругама,սաստկություն
561,Kampf::N,тюрема́,մարտ
562,Bogen[Waffe]::N,нал,աղեղ
563,Pfeil::N,нал,նետ
564,Gewehr::N,винто́вка,հրացան
565,Fehler::N,эльбядькс,սխալ
566,Lüge::N,васькафнема,սուտ
567,Schaden::N,зия́н,վնաս
568,Unglück::N,зия́н,դժբախտություն
569,Schuld::N,муворши,պակասություն
570,Alter::N,эряф кизот,հասակ
571,Alter::N,эряфонь пинге,հասակ
572,Schluss::N,пе,վերջ
573,Schluss::N,пе,վախճան
574,Zeit::N,пинге,ժամանակ
575,Tag::N,ши,օր
576,Morgen::N,шобдава,առավոտ
577,Mittag::N,шикучка,կեսօր
578,Abend::N,иля́дь,երեկո
579,Nacht::N,ве,գիշեր
580,Woche::N,недя́ля,շաբաթ
581,Monat::N,ков,ամիս
582,Jahr::N,киза,տարի
583,Frühling::N,тунда́,գարուն
584,Sommer::N,киза,ամառ
585,Herbst::N,сёксе,աշուն
586,Winter::N,тяла,ձմեռ
587,Januar::N,кельмеков,հունվար
588,Februar::N,уфайков,փետրվար
589,März::N,марайков,մարտ
590,April::N,шудиков,ապրիլ
591,Mai::N,панжиков,մայիս
592,Juni::N,лямбеков,հունիս
593,Juli::N,псиков,հուլիս
594,August::N,сёроньков,օգոստոս
595,September::N,тюжягов,սեպտեմբեր
596,Oktober::N,кельмазаков,հոկտեմբեր
597,November::N,эйндамков,նոյեմբեր
598,Dezember::N,кучкаков,դեկտեմբեր
599,Montag::N,одговши,երկուշաբթի
600,Dienstag::N,ша́вши,երեքշաբթի
601,Mittwoch::N,вержи,չորեքշաբթի
602,Donnerstag::N,шува́ланя,հինգշաբթի
603,Freitag::N,пя́денця,ուրբաթ
604,Samstag::N,ёткши,շաբաթ
605,Sonntag::N,таргоши,կիրակի
606,groß::A,оцю,մեծ
607,groß::A,оцю,խոշոր
608,klein::A,ёмла,պստիկ
609,klein::A,ёмла,փոքրիկ
610,lang::A,кува́ка,երկար
611,kurz::A,нюрьхкя́ня,կարճ
612,breit::A,кели,լայն
613,schmal::A,тяйня,նեղ
614,dicht::A,сиде,խիտ
615,dicht::A,туста,խիտ
616,dick[Gegenstand]::A,эчке,հաստ
617,dünn::A,шува́ня,բարակ
618,fein::A,шува́ня,նուրբ
619,fest::A,кеме,ամուր
620,fest::A,кеме,պինդ
621,flach::A,лапш,տափակ
622,glatt::A,вадяв,հարթ
623,glatt::A,такор,հարթ
624,hart::A,калгода,կարծր
625,weich::A,ляпе,մեղմ
626,weich::A,ляпе,փափուկ
627,rund::A,кру́глай,կլոր
628,spitz::A,ботаз,սրածայր
629,spitz::A,оржа,սրածայր
630,scharf::A,оржа,սուր
631,stumpf::A,ношка,գուլ
632,schwer::A,стака,ծանր
633,schön::A,мазы,սիրուն
634,schön::A,мазы,գեղեցիկ
635,heiß::A,пси,թեժ
636,warm::A,лямбе,տաք
637,warm::A,лямбе,ջերմ
638,kalt::A,кельме,ցուրտ
639,kühl::A,эше,զով
640,frisch::A,свежай,թարմ
641,feucht::A,летьке,ղոնավ
642,nass::A,начка,թաց
643,trocken::A,коське,ցամաք
644,voll::A,пяшксе,լի
645,voll::A,пяшксе,լիքը
646,leer::A,шава,դատարկ
647,offen::A,панжада,բաց
648,offen::A,виде,բաց
649,geschlossen::A,пякстаф,գոց
650,geschlossen::A,сёлгф,գոց
651,sauber::A,ару,մաքուր
652,schmutzig::A,рда́зу,կեղտոտ
653,schmutzig::A,пя́ндра,կեղտոտ
654,roh::A,верок,հում
655,reif::A,ке́нерьф,հասած
656,reif::A,ке́нерьф,հասուն
657,lecker::A,танцти,համեղ
658,süß::A,ламбама,անուշ
659,bitter::A,сяпи,կծու
660,sauer::A,шапама,թթու
661,sauer::A,шапама,թթված
662,hell::A,валда,պայծառ
663,hell::A,валда,խելամիտ
664,dunkel::A,шобда,մութ
665,schwarz::A,равжа,սեւ
666,weiß::A,акша,սպիտակ
667,rot::A,якстерь,կարմիր
668,gelb::A,тюжя́,դեղին
669,blau::A,сенем,կապույտ
670,grün::A,пиже,կանաչ
671,grün::A,сянгяря,կանաչ
672,grau::A,уле,գորշ
673,bunt::A,сёрмав,գոյնզգոյն
674,billig::A,у́цез,էժան
675,billig::A,аф пи́тни,էժան
676,teuer::A,пи́тни,թանկ
677,wertvoll::A,питни,թանկարժեք
678,blind::A,сокор,կույր
679,taub::A,пярав,խուլ
680,kräftig::A,пяк вии,հզոր
681,stark::A,вии,ուժեղ
682,schwach::A,лафча,տկար
683,schwach::A,лафча,թույլ
684,fett::A,куя́,գեր
685,schlank::A,виде ронга,նիհար
686,hübsch::A,мазы,գրավիչ
687,hübsch::A,мазы,սիրունիկ
688,böse::A,кяжи,չար
689,dumm::A,аф ёню,հիմար
690,dumm::A,шава пря,հիմար
691,faul::A,нола,ծույլ
692,fleißig::A,ку́лхцонды,ջանասեր
693,fleißig::A,ку́лхцонды,փութաջան
694,geizig::A,кирьжя,ագահ
695,geizig::A,кирьжя,կծծի
696,geizig::A,жаднай,ագահ
697,geizig::A,жаднай,կծծի
698,klug::A,ёню,խելոք
699,klug::A,ёню,ընդունակ
700,klug::A,пря́ви,խելոք
701,klug::A,пря́ви,ընդունակ
702,geschickt::A,маштозь тиф,ճարտար
703,lieb::A,цебярь,սիրելի
704,lustig::A,ра́хси,զվարթ
705,sanft::A,сетьме,հեզ
706,hungrig::A,вача,քաղցած
707,hungrig::A,вачеда,քաղցած
708,krank::A,сяряди,հիվանդ
709,nackt::A,штада,մերկ
710,nackt::A,кърхтапа,մերկ
711,traurig::A,ла́жнай,տխուր
712,lebendig::A,эряй,կենդանի
713,gut::A,пара,լավ
714,gut::A,цебярь,լավ
715,schlecht::A,кальдяв,վատ
716,richtig::A,виде,ձիշտ
717,schlimm::A,кальдяв,լղրճուկ
718,wahr::A,афкуксонь,ճիշտ
719,wahr::A,афкуксонь,իրական
720,alt::A,ташта,հին
721,neu::A,од,նոր
722,ehemalig::A,и́нгольдень,նախկին
723,alt[Lebewesen]::A,сире,ծեր
724,alt[Lebewesen]::A,сире,պառավ
725,jung::A,од,մատաղ
726,arm::A,а́шу,աղքատ
727,reich::A,козя,հարուստ
728,bekannt::A,содаф,ծանոթ
729,berühmt::A,содавикс,հայտնի
730,berühmt::A,содавикс,հռչակավոր
731,fremd::A,лия,օտար
732,fremd::A,аф содаф,օտար
733,verschieden::A,аф фкя ла́цонь,տարբեր
734,nah::A,мала,մոտ
735,nah::A,мала,մերձ
736,nah::A,аф ичкоздень,մոտ
737,nah::A,аф ичкоздень,մերձ
738,fern::A,и́чкоздень,հեռավոր
739,fern::A,куна́рдонь,հեռավոր
