,Concept_ID,ce,av
736,sie::PRN,уьш,дол
737,sie::PRN,уьш,эл
738,was::FPRN,хӏун,щиб
739,wer::FPRN,мила,щиб
740,wo::FADV,мичaхь,киб
741,wo::FADV,мичaхь,кибехун
742,wohin::FADV,мича,кибехун
743,wie::FADV,муха,кин
744,warum::FADV,хӏунда,щай
745,wieviel::FNUM,мел,кигӏан
746,wieviel::FNUM,маса,кигӏан
747,eins::NUM,цхьаъ,цо
748,zwei::NUM,шиъ,кӏиго
749,drei::NUM,кхоъ,лъабго
750,vier::NUM,диъ,ункъо
751,fünf::NUM,пхиъ,щуго
752,sechs::NUM,ялх,анлъго
753,sieben::NUM,ворхӏ,анкьго
754,acht::NUM,бархӏ,микьго
755,neun::NUM,исс,ичӏго
756,zehn::NUM,итт,анцӏго
757,elf::NUM,цхьайтта,анцӏила цо
758,zwölf::NUM,шийтта,кӏиго-анцӏила
759,zwanzig::NUM,ткъа,къого
760,dreißig::NUM,ткъе итт,лъеберго
761,vierzig::NUM,шовзткъа,кӏикъого
762,fünfzig::NUM,шовзткъе итт,кӏикъо́ялда анцӏго
763,sechzig::NUM,кхузткъа,лъабкъого
764,siebzig::NUM,кхузткъе итт,лъабкъо́ялда анцӏго
765,achtzig::NUM,дезткъа,ункъого
766,neunzig::NUM,дезткъе итт,ункъоялда а́нцӏила
767,hundert::NUM,бӏе,нусго
768,tausend::NUM,эзар,азарго
769,und::CNJ,a,ва
770,und::CNJ,a,-ги
771,oder::CNJ,я,ялъуни
772,stehen::V,латта,бахъунчӏезе
773,sitzen::V,хиъна ӏан,гӏодов чӏезе
774,liegen::V,ӏилла,бегизе
775,hängen::V,кхаза,базе
776,werden::V,хила,бахъине
777,passieren::V,хила,лъугьине
778,passieren::V,хила,лъугьа-бахъине
779,beginnen::V,доло,байбихьизе
780,enden::V,дӏадерза,лъугӏизе
781,wechseln::V,хийца,хиса-басизе
782,wechseln::V,хийца,хисизе
783,aufgehen[Sonne]::V,кхета,баккизе
784,untergehen[Sonne]::V,чубуза,щинкӏизе
785,scheinen[Sonne]::V,серло яла,къалъ-къалъизе
786,donnern::V,къекъа,гъугъазе
787,wehen::V,хьекха,пуйзе
788,strömen::V,эха,чвахизе
789,fließen::V,охьаэха,чвахизе
790,sich drehen::V,хьийза,сверизе
791,schwanken::V,леста,хьвагӏезе
792,schwanken::V,леста,багъа-бачаризе
793,schwingen::V,лесто,щвартӏезе
794,fallen::V,охьакхета,бортизе
795,brennen::V,дага,рекӏине
796,rauchen::V,оза,кӏкӏуй буризе
797,regnen::V,догlа догlу,базе
798,gefrieren::V,гӏоро,гӏу́низе
799,tauen::V,даша,биаризе
800,schmelzen::V,лала,биине
801,trocknen::V,дакъо,бакъвазе
802,sieden::V,кхехка,гьалдезе
803,faulen::V,дахкадала,махӏцине
804,verfaulen::V,дахкадала,туризе
805,reißen::V,хеда,бихъизе
806,versinken::V,хичудаха,гъанкъизе
807,vergehen::V,дlаэха,базе
808,vergehen::V,дlаэха,бахъизе
809,vergehen::V,дlаэха,ине
810,erscheinen::V,схьадала,баккизе
811,erscheinen::V,ӏоттадала,баккизе
812,verschwinden::V,къайладала,къине
813,verschwinden::V,къайладала,билизе
814,sinken::V,лахдала,гӏодо́бе ккезе
815,zunehmen::V,лакхадала,гӏемерлъизе
816,steigen::V,хьаладала,бахине
817,wachsen::V,кхиа,кӏодолъизе
818,glänzen::V,лепа,цӏвакизе
819,funkeln::V,къега,паркъезе
820,lärmen::V,гӏовгӏаян,хъудизе
821,lärmen::V,гӏовгӏаян,чӏиргъдизе
822,läuten::V,детта,кьабизе
823,klingeln::V,дека,кьабизе
824,klirren::V,дека,зваргъизе
825,brausen::V,хьаьдда даха,гьалаглъизе
826,rauschen::V,леста,шуршудизе
827,klingen::V,дека,бахъине
828,bellen::V,лета,гъанчдезе
829,heulen::V,угӏа,рурудизе
830,blasen::V,хӏуп баха,гьохьизе
831,pfeifen::V,шок етта,гьещтӏезе
832,schreien::V,мохь бетта,ахӏизе
833,schreien::V,мохь бетта,ахӏдезе
834,stöhnen::V,узарш дан,зигардизе
835,zittern::V,дега,дарран
836,zittern::V,дега,гьаргьадизе
837,leben::V,даха,бетӏербахъизе
838,geboren werden::V,хила,лъугьине
839,atmen::V,садеӏа,хӏухьел биччазе
840,trinken::V,мала,гьекъезе
841,essen::V,кхалла,квине
842,essen::V,кхалла,кваназе
843,schlucken::V,къурдбан,кӏкӏвине
844,schlucken::V,къурдбан,къулчӏизе
845,müde werden::V,кӏаддала,сваказе
846,einschlafen::V,наб кхета,кьижизе
847,einschlafen::V,наб кхета,гъапуллъизе
848,schlafen::V,вижа,кьижизе
849,schlafen::V,наб ян,кьижизе
850,schlafen::V,дижина хила,кьижизе
851,aufwachen::V,самадала,бигьине
852,aufstehen::V,гӏатта,бахъине
853,aufstehen::V,гӏатта,тӏадебахъине
854,sich erholen::V,садаӏа,хьи бахъизе
855,sich erholen::V,садаӏа,хӏалхьи гьабизе
856,krank werden::V,цомгуш хила,унтизе
857,krank sein::V,цомгуш хила,унтизе
858,schmerzen::V,лаза,унтизе
859,schmerzen::V,ӏийжа,унтизе
860,husten::V,йовхарш етта,хъегӏизе
861,genesen::V,тадала,лъилъизе
862,sterben::V,дала,хвезе
863,umkommen::V,хӏаллакхила,гьалаглъизе
864,sich bewegen::V,лела,багъаризе
865,sich bewegen::V,лела,багъаргъизе
866,sich rühren::V,меттахъхьен,багъаризе
867,sich erheben::V,хьалагlатта,тӏадебахъине
868,sich erheben::V,хьалагlатта,бахъине
869,sich setzen::V,хаа,гӏодов чӏезе
870,hinfallen::V,дожа,щапизе
871,hinfallen::V,охьакхета,щапизе
872,laufen::V,вада,хьвадизе
873,laufen::V,хьада,хьвадизе
874,schreiten::V,болар дан,чӏезе
875,schreiten::V,ког баккха,чӏезе
876,spazierengehen::V,доладала,тира-сверизе
877,eilen::V,сихдала,ракӏхӏалакине
878,eilen::V,сихдала,дуризе
879,sich beeilen::V,сихдала,дуризе
880,sich beeilen::V,сихдала,гӏедегӏизе
881,rennen::V,дада,бекеризе
882,springen::V,ирхкхийсадала,кӏанцӏизе
883,klettern::V,тӏедийла,хархадизе
884,schaukeln::V,техко,гьерщезе
885,kriechen::V,такха,хъурщизе
886,schwimmen::V,некадан,лъедезе
887,tauchen::V,чулелха,букъардизе
888,rudern::V,дига лело,хазе
889,rudern::V,кема лело,хазе
890,fahren::V,хахка,ине
891,fliegen::V,тӏемадала,боржине
892,gehen::V,лeла,ине
893,weggehen::V,дӏадаха,ине
894,abfahren::V,дӏадаха,къокъине
895,anhalten::V,саца,чӏезе
896,anhalten::V,саца,тархъизе
897,anhalten::V,саца,лъалхъизе
898,hineingehen::V,чудала,тӏаделъугьине
899,eintreten::V,чудала,лъугьине
900,kommen::V,кхача,бачӏине
901,kommen::V,дӏакхача,бачӏине
902,kommen::V,схьакхача,бачӏине
903,ankommen::V,кхача,щвезе
904,ankommen::V,кхача,тӏадебачӏине
905,ankommen::V,схьакхача,щвезе
906,ankommen::V,схьакхача,тӏадебачӏине
907,zurückkommen::V,юхада,тадбуссине
908,zurückkommen::V,юхада,тӏадбуссине
909,bleiben::V,диса,чӏезе
910,bleiben::V,диса,хутӏизе
911,warten::V,хьежа,чӏезе
912,warten::V,cобар дан,чӏезе
913,erwarten::V,хьоьжуш ӏан,балагьизе
914,suchen::V,леха,балагьизе
915,finden::V,каро,батизе
916,versuchen::V,дан хьажа,хӏалбихьизе
917,vorbereiten::V,кечъян,хӏадурлъизабизе
918,lieben::V,деза,балай бегьизе
919,mögen::V,безамхила,бокьизе
920,lachen::V,дела,белъизе
921,rühren::V,хьедан,
922,weinen::V,делха,гӏодизе
923,schimpfen::V,чехо,гъанчдезе
924,sich ärgern::V,оьгӏазъэха,вагъизе
925,sich ärgern::V,оьгӏазъэха,ццида́хине
926,sich fürchten::V,кхера,хӏинкъизе
927,fürchten::V,кхера,беркъазе
928,fürchten::V,кхера,хӏинкъа-къазе
929,fliehen::V,дӏадада,лъутизе
930,flüchten::V,дӏадада,лъутизе
931,sehen::V,ган,бихьизе
932,anschauen::V,хьажа,бертӏамизе
933,anschauen::V,хьажа,балагьизе
934,anschauen::V,хьежа,бертӏамизе
935,anschauen::V,хьежа,балагьизе
936,ansehen::V,хьовса,бала-гъалагьизе
937,hören::V,хаза,рагӏизе
938,zuhören::V,ладогӏа,гӏенеккизе
939,probieren::V,хьажа,кӏалдиб хъва́зе
940,probieren::V,хьажа,чӏамизе
941,riechen::V,хьожа яха,су́нтӏизе
942,fühlen::V,хаадала,чӏвазе
943,scheinen::V,мотта,
944,zu sehen sein::V,гуш хила,бихьизе
945,vernehmen::V,бартхатта,рагӏизе
946,frieren::V,гӏоро,цӏорозе
947,tun::V,дан,гьабизе
948,können::V,дадала,кӏвезе
949,können::V,дадала,лъазе
950,wollen::V,тӏергӏа,бокьизе
951,anfangen::V,доло,байбихьизе
952,beenden::V,довла,тӏубазабизе
953,beenden::V,довла,лъугӏизабизе
954,aufhören::V,саца,бахъизе
955,gelingen::V,кадала,бахъизе
956,geraten::V,хила,бахъизе
957,öffnen::V,дӏаделла,рагьизе
958,öffnen::V,схьаделла,рагьизе
959,schließen::V,къовла,къазе
960,schließen::V,дӏачӏагӏа,къазе
961,stellen::V,хlотто,чӏвазе
962,setzen::V,дийгӏа,рекӏинабизе
963,setzen::V,дийгӏа,гӏодор чӏезаризе
964,legen::V,охьадилла,лъезе
965,berühren::V,хьедан,хъвазе
966,verbinden::V,вовшахтаса,хьухьине
967,verbinden::V,вовшахтаса,бухьине
968,bedecken::V,тилла,кквезе
969,bedecken::V,тӏетаса,кквезе
970,aufhängen::V,хьалаолла,базе
971,anzünden::V,лато,бакизе
972,anzünden::V,лато,рекӏинабизе
973,aufheben::V,айа,
974,zurücklassen::V,дита,тезе
975,verlieren::V,дайа,билизабизе
976,fallen lassen::V,охьадожо,бортизабизе
977,machen::V,дан,гьабизе
978,herstellen::V,дан,гьабизе
979,herstellen::V,дан,хӏадурлъизабизе
980,bauen::V,гӏишлоян,базе
981,bauen::V,гӏишлоян,гьабизе
982,reparieren::V,тадан,къачӏазе
983,verbessern::V,нисдан,лъикӏлъизабизе
984,ändern::V,хийца,хисизабизе
985,graben::V,ахка,бухъизе
986,beugen::V,сатто,хьетӏизабизе
987,biegen::V,сатто,гьетӏизабизе
988,drehen::V,хьовзо,тиризабизе
989,drehen::V,хьовзо,свердизабизе
990,umdrehen::V,хьовзo,бегизе
991,umdrehen::V,хьовзo,бега-битӏизе
992,heben::V,айа,борхизе
993,heben::V,хьалаайа,борхизе
994,hochheben::V,хьалаайа,борхалъизабизе
995,hochheben::V,хьалаайа,борхизе
996,ergreifen::V,дӏалаца,кквезе
997,halten::V,латто,кквезе
998,drücken::V,тӏетаӏо,къазе
999,drücken::V,тӏетаӏо,къанцӏу́зе
1000,drücken::V,тӏетаӏо,къвал ба́зе
1001,schieben::V,татта,хъилдизе
1002,kratzen::V,мӏараш тийса,хачазе
1003,lecken::V,мотт хьекха,чӏикӏизе
1004,beißen::V,катoха,хӏанчӏизе
1005,beißen::V,катoха,хӏанчӏизабизе
1006,abreißen::V,схьадаккха,тӏезе
1007,abreißen::V,схьадаккха,тӏезабизе
1008,abschneiden::V,кхада,къотӏизе
1009,binden::V,дӏадехка,бухьине
1010,binden::V,вовшахтаса,бухьине
1011,stecken::V,чудахийта,къазабизе
1012,brechen::V,кагдан,бекизе
1013,klopfen::V,детта,дванкезе
1014,hauen::V,етта,базе
1015,kleben::V,тӏелато,бацӏцӏине
1016,reiben::V,хьекхо,хачазе
1017,streichen::V,тlехьакха,бахине
1018,streichen::V,тlехьакха,жужазе
1019,schleifen::V,ирдан,лъухьизе
1020,schneiden::V,ларга,къотӏизе
1021,rütteln::V,лесто,багъа-бачаризабизе
1022,schütteln::V,лесто,кӏобокӏизе
1023,schwenken::V,лесто,гьесадизе
1024,schwenken::V,лесто,хьвагӏезабизе
1025,schütten::V,дотта,тӏезе
1026,füllen::V,дуза,цӏезабизе
1027,einwickeln::V,хьарчо,жемизе
1028,tragen::V,дахьа,баччизе
1029,schleppen::V,ийзо,бехъерхъизе
1030,ziehen::V,озо,цӏазе
1031,aufbewahren::V,ӏалашдан,цӏунизе
1032,werfen::V,кхосса,рехизе
1033,fangen::V,леца,кквезе
1034,packen::V,леца,кквезе
1035,verstecken::V,къайладаккха,бахчизе
1036,teilen::V,декъа,бикьизе
1037,schicken::V,дӏадахьийта,битӏизе
1038,bringen::V,дан,баччизе
1039,hinzufügen::V,тӏетоха,жубазе
1040,bekommen::V,даккха,щвезе
1041,erhalten::V,даккха,щвезе
1042,erhalten::V,даккха,босизе
1043,nehmen::V,схьаэца,босизе
1044,wählen::V,харжа,бищизе
1045,auswählen::V,харжа,тӏасабищизе
1046,bewahren::V,lалашдан,цӏунизе
1047,behindern::V,новкъарло ян,квекӏен гьабизе
1048,verderben::V,талхо,хвезабизе
1049,beschädigen::V,дохо,галгъазабизе
1050,zerbrechen::V,дохо,щущазабизе
1051,zerbrechen::V,кагдан,щущазабизе
1052,zerreißen::V,хадо,бихъизе
1053,zerstören::V,дохо,биххизабизе
1054,zerstören::V,кагдан,биххизабизе
1055,verbrennen::V,даго,бухӏизе
1056,geben::V,яла,кьезе
1057,reichen::V,дӏадала,кьезе
1058,reichen::V,дӏакховдо,кьезе
1059,schenken::V,совгӏат дан,кьезе
1060,versprechen::V,ваӏда дан,назру гьабизе
1061,wünschen::V,лаа,бокьизе
1062,loben::V,хасто,беццизе
1063,loben::V,хасто,бецца-бекъизе
1064,küssen::V,оба яккха,баизе
1065,wiegen::V,тахка,чӏучӏадизабизе
1066,zudecken::V,тӏетаса,тӏадбигъине
1067,wecken::V,самадаккха,бигьинабизе
1068,zeigen::V,гайта,бихьизабизе
1069,führen::V,дига,бачине
1070,lehren::V,ӏамо,малъизе
1071,lehren::V,ӏамо,цӏализабизе
1072,unterrichten::V,хьеха,цӏализабизе
1073,aufziehen::V,кхио,гӏезабизе
1074,leiten::V,урхалла дан,нухмалъи гьабизе
1075,antreiben::V,сихдан,гӏедегӏизабизе
1076,lassen::V,-йта,
1077,einladen::V,кхайкха,ахӏизе
1078,einladen::V,кхайкха,тӏадеахӏизе
1079,vereinigen::V,цхьаьнатоха,цолъизабизе
1080,besuchen::V,хьажахIотта,баккизе
1081,besuchen::V,хьажахIотта,хьвадизе
1082,treffen::V,дуьхьалкхета,дандчӏвазе
1083,sich versammeln::V,гулдан,данделъизе
1084,sich versammeln::V,гулдан,бакӏаризе
1085,spielen::V,ловза,басандизе
1086,singen::V,лакха,ахӏизе
1087,tanzen::V,хелхадала,кьурдизе
1088,sich trennen::V,къаста,батӏалъизе
1089,verlassen::V,дита,тезе
1090,verlassen::V,дита,рехунтезе
1091,retten::V,кӏелхьардаккха,хвасар гьабизе
1092,retten::V,кӏелхьардаккха,хвасарлъизабизе
1093,bewachen::V,ха дан,цӏунизе
1094,schützen::V,лардан,цӏунизе
1095,verteidigen::V,лардан,цӏунизе
1096,sich schlagen::V,етта,багъизе
1097,schießen::V,детта,речӏчӏизе
1098,siegen::V,тола,бергьине
1099,ärgern::V,оьгӏаздахийта,вагъизавизе
1100,schlagen::V,тоха,кьабизе
1101,treten::V,мийра тоха,мал тункизе
1102,stechen::V,ӏотта,къазабизе
1103,stechen::V,къовзо,къазабизе
1104,stoßen::V,татта,тункизе
1105,stoßen::V,татта,хъилдизе
1106,stehlen::V,лачкъо,щинкӏизабизе
1107,stören::V,новкъарло ян,квекӏен гьабизе
1108,stören::V,новкъарло ян,татубахъи гьабизе
1109,belästigen::V,сагатдан,рахӏатхвезабизе
1110,verbergen::V,къайладаккха,бахчизе
1111,verbergen::V,къайладаккха,балъго тезе
1112,täuschen::V,ӏexo,божуда рекӏкӏ гьабизе
1113,täuschen::V,ӏexo,гуккизе
1114,betrügen::V,ледан,хӏилла гьабизе
1115,betrügen::V,ледан,сандирахълъи гьабизе
1116,töten::V,ден,чӏвазе
1117,wohnen::V,даха,яшав гьабизе
1118,arbeiten::V,къахьега,хӏалтӏизе
1119,sammeln::V,гулдан,бакӏаризе
1120,pflücken::V,даха,бетӏизе
1121,jagen::V,талла,чан гьабизе
1122,fischen::V,чӏерий леца,ччугӏа кквезе
1123,fassen::V,лаца,кквезе
1124,fassen::V,схьалаца,кквезе
1125,hüten::V,лардан,кваназабизе
1126,treiben::V,лахка,гъезе
1127,anbinden::V,дӏадехка,бухьине
1128,füttern::V,хӏума яла,кваназабизе
1129,melken::V,оза,бечӏчӏизе
1130,gießen::V,хи тоха,лъалъазе
1131,reifen::V,хьекъа,барщизе
1132,zubereiten::V,кечъян,бежа-белъине
1133,zubereiten::V,кхача бан,бежа-белъине
1134,kochen::V,кхача бан,белъине
1135,backen::V,датта,базе
1136,braten::V,кхарза,бежизе
1137,umrühren::V,кего,багъаризе
1138,nähen::V,тега,букъизе
1139,färben::V,басардан,кьер гьабизе
1140,reinigen::V,цӏандан,бацӏцӏине
1141,waschen::V,йила,чуризе
1142,waschen::V,йитта,чуризе
1143,waschen::V,дӏадайа,чуризе
1144,abwischen::V,дӏадайа,бацӏцӏине
1145,spülen::V,хи кхарза,хулизе
1146,fegen::V,нуй хьакха,лъухьизе
1147,kehren::V,нуй хьакха,лъухьизе
1148,baden::V,лийча,чордезе
1149,sich waschen::V,юьхь йила,
1150,ausziehen::V,духар дӏадаккха,бахъизе
1151,sich anziehen::V,духа,ретӏине
1152,kämmen::V,ехк хьакха,хазе
1153,schmücken::V,хаздан,чӏухӏизабизе
1154,sagen::V,ала,бицине
1155,sprechen::V,баха,бицине
1156,sprechen::V,мотт бийца,бицине
1157,reden::V,къамел дан,гаргадизе
1158,sich unterhalten::V,къамел дан,гаргадизе
1159,fragen::V,хатта,цӏехезе
1160,fragen::V,хатта,гьикъизе
1161,bitten::V,деха,гьаризе
1162,erzählen::V,дийца,бицине
1163,mitteilen::V,хаам бан,лъазабизе
1164,nennen::V,цӏе яккха,цӏар лъезе
1165,rufen::V,кхайкха,ахӏизе
1166,prahlen::V,куралла ян,беццаризе
1167,prahlen::V,дозалла дан,беццаризе
1168,übersetzen::V,гоч дан,буссинабизе
1169,denken::V,ойла ян,ургъизе
1170,glauben::V,теша,божизе
1171,bemerken::V,ган,берречӏчӏизе
1172,erkennen::V,довза,лъазе
1173,erkennen::V,довза,батӏаго бахъизе
1174,begreifen::V,кхета,бичӏчӏизе
1175,verstehen::V,кхета,
1176,lernen::V,деша,цӏализе
1177,wissen::V,хаа,лъазе
1178,sich erinnern an::V,дагадан,ракӏалде щвезе
1179,vergessen::V,дицдала,кӏочене
1180,messen::V,дуста,борцине
1181,zählen::V,дагардан,рикӏкӏине
1182,rechnen::V,лара,рикӏкӏине
1183,lesen::V,еша,цӏализе
1184,malen::V,сурт дилла,бахъизе
1185,zeichnen::V,сурт дилла,бахъизе
1186,schreiben::V,яздан,хъвазе
1187,besitzen::V,доладан,щвезе
1188,besitzen::V,доладан,бу́кӏине
1189,kaufen::V,эца,босизе
1190,verkaufen::V,дохка,бичизе
1191,bezahlen::V,мах бала,кьезе
1192,zahlen::V,мах бала,кьезе
1193,beherrschen::V,собаре хила,
1194,ertragen::V,лан,баччизе
1195,ertragen::V,сатоха,баччизе
1196,ertragen::V,садетта,баччизе
1197,Schwarm::N,,тӏел
1198,Schlinge::N,,кӏичӏ
1199,Art::N,,жинс
1200,Entfernung::N,,манзил
1201,Griff::N,,гӏоркь
1202,Bogen[Waffe]::N,,газаргъо
1203,so::ADV,,гьедин
1204,abnehmen::V,,тӏаса камизе
1205,sausen::V,,тӏуризе
1206,wenden::V,,бегизе
1207,hacken::V,,чӏвазе
1208,stricken::V,,хьухьине
1209,anziehen::V,,ретӏине
