,Concept_ID,hr,kn
116,Höhle::N,pećina,ಗುಹೆ
117,Höhle::N,spilja,ಗುಹೆ
118,Abhang::N,obronak,ಇಳಿಜಾರು
119,Abhang::N,nizbrdica,ಇಳಿಜಾರು
120,Quelle::N,izvor,ಮೂಲ
121,Quelle::N,vrelo,ಮೂಲ
122,Bach::N,potok,ತೊರೆ
123,Fluss::N,rijeka,ನದಿ
124,Ufer::N,obala,ತೀರ
125,Küste::N,obala,ದಂಡೆ
126,Küste::N,morska obala,ದಂಡೆ
127,Festland::N,kopno,ಭೂಮಿ
128,Meer::N,more,ಕಡಲು
129,Bucht::N,zaliv,ಖಾರಿ
130,Insel::N,ada,ದ್ವೀಪ
131,Insel::N,otok,ದ್ವೀಪ
132,Blume::N,cvijet,ಸುಮ
133,Gras::N,trava,ಹುಲ್ಲು
134,Wurzel::N,korijen,ಬೇರು
135,Baum::N,drvo,ಮರ
136,Baum::N,stablo,ಮರ
137,Stamm::N,deblo,ಕಾಂಡ
138,Stamm::N,stablo,ಕಾಂಡ
139,Rinde::N,kora,ತೂಗಟಿ
140,Ast::N,grana,ಶಾಖೆ
141,Zweig::N,grana,ರೆಂಬೆ
142,Blatt::N,list,ಎಲೆ
143,Birke::N,breza,ಬರ್ಚ್ ಮರ
144,Kiefer[Baum]::N,bor,ದೇವದಾರು ಮರ
145,Weide[Baum]::N,iva,ವಿಲೋಮರ
146,Weide[Baum]::N,vŕba,ವಿಲೋಮರ
147,Tanne::N,jela,ಭದ್ರದಾರು
148,Horn::N,rog,ಕೊಂಬು
149,Feder::N,pero,ಪುಕ್ಕ
150,Fell::N,koža,ರೋಮ
151,Flügel::N,krilo,ರೆಕ್ಕೆ
152,Klaue::N,papak,ಪಂಜ
153,Kralle::N,pandža,ಉಗುರು
154,Schwanz::N,rep,ಬಾಲ
155,Ei::N,jaje,ಮೊಟ್ಟೆ
156,Nest::N,gnijezdo,ಗೂಡು
157,Bau::N,jazbina,ಅಡಗುದಾಣ
158,Tier::N,životinja,ಪ್ರಾಣಿ
159,Herde::N,krdo,ಗುಂಪು
160,Herde::N,stado,ಗುಂಪು
161,Kuh::N,krava,ಹಸು
162,Bulle::N,bik,ಗೂಳಿ
163,Pferd::N,konj,ಕುದುರೆ
164,Schaf::N,ovca,ಕುರಿ
165,Schwein::N,svinja,ಹಂದಿ
166,Hund::N,pas,ನಾಯಿ
167,Hund::N,pseto,ನಾಯಿ
168,Katze::N,mačka,ಬೆಕ್ಕು
169,Bär::N,medvjed,ಕರಡಿ
170,Eichhörnchen::N,vjeverica,ಉಡುತೆ
171,Elch::N,los,ಕಡವೆ
172,Fuchs::N,lisica,ನರಿ
173,Hase::N,zec,ಮೊಲ
174,Maus::N,miš,ಇಲಿ
175,Wolf::N,vuk,ತೋಳ
176,Wolf::N,kurjak,ತೋಳ
177,Vogel::N,ptica,ಪಕ್ಷಿ
178,Schwarm::N,roj,ಗುಂಪು
179,Schwarm::N,jato,ಗುಂಪು
180,Huhn::N,kokoš,ಚಿಕ್
181,Hahn::N,kokot,ಹುಂಜ
182,Hahn::N,pijevac,ಹುಂಜ
183,Gans::N,guska,ವರಟೆ
184,Adler::N,orao,ಗರುಡ
185,Ente::N,patka,ಬಾತು
186,Eule::N,sova,ಗೂಬೆ
187,Kranich::N,ždral,ಕೊಕ್ಕರ
188,Krähe::N,vrana,ಕಾಗೆ
189,Kuckuck::N,kukavica,ಕೋಗಿಲೆ
190,Schwan::N,labud,ಹಂಸಪಕ್ಷಿ
191,Fisch::N,riba,ಮೀನು
192,Barsch::N,grgeč,ಪರ್ಚ್ ಮೀನು
193,Hecht::N,štuka,ಪೈಕ್ ಮೀನು
194,Schlange[Tier]::N,guja,ಹಾವು
195,Schlange[Tier]::N,zmija,ಹಾವು
196,Wurm::N,crv,ಹುಳು
197,Spinne::N,pauk,ಊರ್ಣನಾಭ
198,Ameise::N,mrav,ಇರುವೆ
199,Laus::N,uš,ಹೇನು
200,Mücke::N,komarac,ಸೊಳ್ಳೆ
201,Fliege::N,muha,ನೊಣ
202,Schmetterling::N,leptir,ಪತಂಗ
203,Beere::N,boba,ನಯವಣ್ಣು
204,Beere::N,bobica,ನಯವಣ್ಣು
205,Apfel::N,jabuka,ಸೇಬು
206,Pilz::N,pečurka,ಅಣಬೆ
207,Zwiebel::N,luk,ನೀರುಳ್ಳಿ
208,Zwiebel::N,kapula,ನೀರುಳ್ಳಿ
209,Saat::N,sjemenje,ಬಿತ್ತ
210,Korn::N,zrno,ಬೀಜ
211,Heu::N,sijeno,ಕರಡ
212,Schale::N,kora,ಹೊಟ್ಟು
213,Schale::N,ljuska,ಹೊಟ್ಟು
214,Grube::N,jama,ಗುಂಡಿ
215,Falle::N,zamka,ಬೋನು
216,Falle::N,klopka,ಬೋನು
217,Schlinge::N,uzao,ಉರುಲು
218,Schlinge::N,petlja,ಉರುಲು
219,Spur::N,trag,ಜಾಡು
220,Spur::N,slijed,ಜಾಡು
221,Asche::N,pepeo,ಬೂದಿ
222,Dreck::N,blato,ಹೊಲಸು
223,Eisen::N,željezo,ಕಬ್ಬಿಣ
224,Gold::N,zlato,ಚಿನ್ನ
225,Silber::N,srebro,ಬೆಳ್ಳಿ
226,Kohle::N,ugalj,ಕಲ್ಲಿದ್ದಲು
227,Kohle::N,ugljen,ಕಲ್ಲಿದ್ದಲು
228,Glas::N,staklo,ಗಾಜು
229,Lehm::N,glina,ಜೇಡಿಮಣ್ಣು
230,Lehm::N,ilovača,ಜೇಡಿಮಣ್ಣು
231,Sand::N,pijesak,ಮರಳು
232,Mensch::N,čovjek,ಪುರುಷ
233,Mann::N,muškarac,ಆಳು
234,Frau::N,žena,ಹೆಣ್ಣು
235,Kind::N,čedo,ಮಗು
236,Kind::N,dijete,ಮಗು
237,Junge::N,momče,ಹುಡುಗ
238,Junge::N,dječak,ಹುಡುಗ
239,Mädchen::N,djevojka,ಹುಡುಗಿ
240,Mädchen::N,djevojčica,ಹುಡುಗಿ
241,Familie::N,obitelj,ಕುಟುಂಬ
242,Familie::N,porodica,ಕುಟುಂಬ
243,Großvater::N,djed,ಅಜ್ಜ
244,Großmutter::N,baka,ಅಮ್ಮ
245,Eltern::N,roditelji,ಹೆತ್ತವರು
246,Vater::N,otac,ತಂದೆ
247,Mutter::N,majka,ಅಮ್ಮ
248,Sohn::N,sin,ಮಗ 
249,Tochter::N,kći,ಮಗಳು
250,Tochter::N,kćerka,ಮಗಳು
251,Bruder::N,brat,ತಮ್ಮ
252,Schwester::N,sestra,ತಂಗಿ
253,Onkel::N,čika,ಸೋದರಮಾವ
254,Onkel::N,čika,ದೊಡ್ಡಪ್ಪ
255,Onkel::N,ujak,ಸೋದರಮಾವ
256,Onkel::N,ujak,ದೊಡ್ಡಪ್ಪ
257,Tante::N,ujna,ಚಿಕ್ಕಮ್ಮ
258,Tante::N,tetka,ಚಿಕ್ಕಮ್ಮ
259,Ehemann::N,muž,ಗಂಡ
260,Ehemann::N,suprug,ಗಂಡ
261,Ehefrau::N,žena,ಹೆಂಡತಿ
262,Ehefrau::N,supruga,ಹೆಂಡತಿ
263,Freude::N,radost,ನಲಿವು
264,Gelächter::N,grohot,ನಗೆ
265,Glück::N,sreća,ಆನಂದ
266,Kummer::N,jad,ದುಃಖ
267,Kummer::N,briga,ದುಃಖ
268,Wunsch::N,želja,ಬಯಕೆ
269,Lust::N,volja,ಇಷ್ಟ
270,Geist::N,duh,ಆತ್ಮ
271,Gedanke::N,misao,ಯೋಚನೆ
272,Gedächtnis::N,pamćenje,ಸ್ಮರಣೆ
273,Verstand::N,um,ಮನಸ್ಸು
274,Verstand::N,razum,ಮನಸ್ಸು
275,Sinn::N,smisao,ಅರ್ಥ
276,Sinn::N,značenje,ಅರ್ಥ
277,Grund::N,razlog,ಕಾರಣ
278,Wahrheit::N,istina,ಸತ್ಯ
279,Gespräch::N,razgovor,ಸಂಭಾಷಣೆ
280,Märchen::N,bajka,ಸುಳ್ಳು ಕಥೆ
281,Erzählung::N,priča,ಕಥೆ
282,Erzählung::N,pripovijest,ಕಥೆ
283,Nachricht::N,vijest,ಸಂದೇಶ
284,Neuigkeit::N,novost,ಸುದ್ದಿ
285,Name::N,ime,ಹೆಸರು
286,Rätsel::N,zagonetka,ಒಗಟು
287,Rede::N,govor,ಮಾತು
288,Rede::N,besjeda,ಮಾತು
289,Sprache::N,jezik,ಭಾಷೆ
290,Stimme::N,glas,ಧ್ವನಿ
291,Wort::N,riječ,ಮಾತು
292,Zeichen::N,znak,ಗುರುತು
293,Ruf::N,povik,ಕೂಗು
294,Ruf::N,poklik,ಕೂಗು
295,Lärm::N,buka,ಸದ್ದು
296,Lärm::N,galama,ಸದ್ದು
297,Laut::N,zvuk,ಶಬ್ದ
298,Ton::N,ton,ನಾದ
299,Lied::N,pjesma,ಗಾನ
300,Ruhe::N,tišina,ಶಾಂತಿ
301,Ruhe::N,počinak,ಶಾಂತಿ
302,Leute::N,ljudi,ಮಂದಿ
303,Volk::N,puk,ಜನಾಂಗ
304,Volk::N,narod,ಜನಾಂಗ
305,Arbeit::N,rad,ಕೆಲಸ
306,Arbeit::N,posao,ಕೆಲಸ
307,Gast::N,gost,ಅತಿಥಿ
308,Geschenk::N,dar,ಕಾಣಿಕೆ
309,Geschenk::N,poklon,ಕಾಣಿಕೆ
310,Spiel::N,igra,ಆಟ
311,Gesellschaft::N,društvo,ಸಂಗ
312,Gesellschaft::N,kompanija,ಸಂಗ
313,Hilfe::N,pomoć,ಸಹಾಯ
314,Freund::N,prijatelj,ಸ್ನೇಹಿತ
315,Kamerad::N,drug,ಜೊತೆಗಾರ
316,Kamerad::N,drugar,ಜೊತೆಗಾರ
317,Angelegenheit::N,posao,ವಿಚಾರ
318,Anzahl::N,broj,ಎಣಿಕೆ
319,Anzahl::N,brojnost,ಎಣಿಕೆ
320,Art::N,vid,ತರ
321,Art::N,vrst,ತರ
322,Stück::N,komad,ತುಂಡು
323,Teil::N,dio,ಭಾಗ
324,Hälfte::N,polovina,ಅರ್ಧ
325,Kreis::N,krug,ವೃತ್ತ
326,Kreuz::N,križ,ಶಿಲುಬೆ
327,Linie::N,crta,ರೀಖೆ
328,Strich::N,crta,ಗೀಟು
329,Abstand::N,razmak,ಅಂತರ
330,Abstand::N,odstojanje,ಅಂತರ
331,Entfernung::N,udaljenost,ದೂರ
332,Gegend::N,kraj,ವಿಸ್ತೀರ್ಣ
333,Gegend::N,predeo,ವಿಸ್ತೀರ್ಣ
334,Platz::N,mjesto,ಅಂತರ
335,Ort::N,mjesto,ಸ್ಥಳ
336,Seite::N,bok,ಪಕ್ಷ
337,Seite::N,strana,ಪಕ್ಷ
338,Mitte::N,sredina,ನಡು
339,Gegenstand::N,predmet,ವಸ್ತು
340,Sache::N,posao,ವಸ್ತು
341,Rand::N,rub,ಅಂಚು
342,Rand::N,kraj,ಅಂಚು
343,Kante::N,brid,ಅಂಚು
344,Kante::N,ivica,ಅಂಚು
345,Ecke::N,ugao,ಮೂಲೆ
346,Spitze::N,vrh,ತುದಿ
347,Spitze::N,šiljak,ತುದಿ
348,Ende::N,konac,ಕೊನೆ
349,Loch::N,rupa,ತೂತು
350,Winkel::N,kut,ಕೋನ
351,Winkel::N,ugao,ಕೋನ
352,Muster::N,uzor,ನಮೂನೆ
353,Größe::N,veličina,ಪ್ರಮಾಣ
354,Länge::N,duljina,ಉದ್ದ
355,Höhe::N,visina,ಎತ್ತರ
356,Gewicht::N,težina,ತೂಕ
357,Menge::N,mnoštvo,ಮೊತ್ತ
358,Menge::N,količina,ಮೊತ್ತ
359,Haufen::N,hrpa,ರಾಶಿ
360,Haufen::N,gomila,ರಾಶಿ
361,Reihe::N,red,ಸಾಲು
362,Boot::N,čun,ದೋಣಿ
363,Boot::N,čamac,ದೋಣಿ
364,Ruder::N,veslo,ಹುಟ್ಟು
365,Schlitten::N,saone,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
366,Ski::N,ski,ಜಾರುಪಟ್ಟಿ
367,Ski::N,smučka,ಜಾರುಪಟ್ಟಿ
368,Lagerfeuer::N,logorska vatra,ಶಿಬಿರಾಗ್ನಿ
369,Last::N,tovar,ಹೊರೆ
370,Gang::N,hod,ತಿರುಗಾಟ
371,Schritt::N,korak,ಹೆಜ್ಜೆ
372,Norden::N,sjever,ಉತ್ತರ
373,Süden::N,jug,ದಕ್ಷಿಣ
374,Westen::N,zapad,ಪಶ್ಚಿಮ
375,Osten::N,istok,ಮೂಡಲು
376,Holz::N,drvo,ಚೌಬೀನೆ
377,Brett::N,daska,ಹಲಗೆ
378,Platte::N,ploča,ಹಲಗೆ
379,Stütze::N,potpora,ಆಸರೆ
380,Stange::N,motka,ಕಂಬ
381,Stock::N,štap,ಕೋಲು
382,Stock::N,palica,ಕೋಲು
383,Stab::N,štap,ದೊಣ್ಣೆ
384,Stab::N,šipka,ದೊಣ್ಣೆ
385,Rohr::N,cijev,ನಳಿಕೆ
386,Haus::N,kuća,ಮನೆ
387,Heim::N,dom,ಗೃಹ
388,Ofen::N,peć,ಒಲೆ
389,Fußboden::N,pod,ನೆಲ
390,Tisch::N,stol,ಮೇಜು
391,Tisch::N,trpeza,ಮೇಜು
392,Stuhl::N,stolac,ಕುರ್ಚಿ
393,Stuhl::N,stolica,ಕುರ್ಚಿ
394,Wiege::N,kolijevka,ತೊಟ್ಟಿಲು
395,Bett::N,krevet,ಹಾಸಿಗೆ
396,Bett::N,postelja,ಹಾಸಿಗೆ
397,Regal::N,polica,ಬೀರು
398,Kiste::N,sanduk,ಪಟ್ಟಿಗೆ
399,Fenster::N,prozor,ಕಿಟಕಿ
400,Tür::N,vrata,ಬಾಗಿಲು
401,Tor::N,vrata,ಹೆಬ್ಬಾಗಿಲು
402,Tor::N,kapija,ಹೆಬ್ಬಾಗಿಲು
403,Zaun::N,plot,ಬೇಲಿ
404,Zaun::N,ograda,ಬೇಲಿ
405,Dach::N,krov,ಮಾಳಿಗೆ
406,Leiter::N,ljestve,ಏಣಿ
407,Leiter::N,ljestvice,ಏಣಿ
408,Besen::N,metla,ಪೊರಕೆ
409,Spaten::N,ašov,ಗುದ್ದಲಿ
410,Schaufel::N,lopata,ಸನಿಕೆ
411,Gabel::N,viljuška,ಕವಲು
412,Löffel::N,žlica,ಚಮಚ
413,Messer::N,nož,ಚಾಕು
414,Nagel::N,čavao,ಆಣಿ
415,Netz::N,mreža,ಬಲೆ
416,Haken::N,kuka,ಕೊಂಡಿ
417,Griff::N,držak,ಹಿಡಿ
418,Griff::N,ručica,ಹಿಡಿ
419,Schloss::N,brava,ವೀಗ
420,Bild::N,slika,ಚಿತ್ರ
421,Figur::N,figura,ಆಕಾರ
422,Puppe::N,lutka,ಗೊಂಬೆ
423,Beutel::N,kesa,ಸಂಚಿ
424,Bündel::N,snop,ಕಟ್ಟು
425,Bündel::N,svežanj,ಕಟ್ಟು
426,Tasche::N,torba,ಚೀಲ
427,Tasche::N,taška,ಚೀಲ
428,Eimer::N,kabao,ಬಾನೆ
429,Deckel::N,poklopac,ಮುಚ್ಚಳ
430,Geschirr::N,suđe,ಭಕ್ಷ್ಯಗಳು
431,Geschirr::N,posuđe,ಭಕ್ಷ್ಯಗಳು
432,Sack::N,džak,ಮೂಟೆ
433,Sack::N,vreća,ಮೂಟೆ
434,Tasse::N,šalica,ಬಟ್ಟಲು
435,Topf::N,lonac,ಮಡಕೆ
436,Kessel::N,kazan,ಕೆಟಲ್
437,Essen::N,obrok,ಊಟ
438,Nahrung::N,hrana,ಆಹಾರ
439,Speise::N,jelo,ಊಟ
440,Fleisch::N,meso,ಮಾಂಸ
441,Getreide::N,žito,ಧಾನ್ಯ
442,Getreide::N,žitarice,ಧಾನ್ಯ
443,Brei::N,kaša,ಗಂಜಿ
444,Brot::N,kruh,ರೊಟ್ಟಿ
445,Scheibe::N,kriška,ಹೋಳು
446,Fett::N,mast,ಕೊಬ್ಬು
447,Fett::N,salo,ಕೊಬ್ಬು
448,Butter::N,buter,ಬೆಣ್ಣೆ
449,Butter::N,maslac,ಬೆಣ್ಣೆ
450,Öl::N,ulje,ಎಣ್ಣೆ
451,Salz::N,sol,ಉಪ್ಪು
452,Suppe::N,supa,ಎಸರು
453,Honig::N,med,ಮಧು
454,Milch::N,mlijeko,ಹಾಲು
455,Tee::N,čaj,ಚಹ
456,Leder::N,koža,ಚಕ್ಕಳ
457,Wolle::N,vuna,ಉಣ್ಣೆ
458,Stoff::N,štof,ಬಟ್ಟೆ
459,Stoff::N,tkanina,ಬಟ್ಟೆ
460,Nadel::N,igla,ಸೂಜಿ
461,Faden::N,nit,ದಾರ
462,Faden::N,konac,ದಾರ
463,Knopf::N,dugme,ಗುಂಡು
464,Knoten::N,čvor,ಗಂಟು
465,Knoten::N,uzao,ಗಂಟು
466,Farbe::N,farba,ಬಣ್ಣ
467,Kleidung::N,odjeća,ಅರಿವೆ
468,Hemd::N,košulja,ಅಂಗಿ
469,Kragen::N,ovratnik,ಕುತ್ತಿಗೆಪಟ್ಟಿ
470,Ärmel::N,rukav,ತೋಳು
471,Hose::N,hlače,ಇಜಾರ
472,Gürtel::N,pas,ಬೆಲ್ಟು
473,Gürtel::N,pojas,ಬೆಲ್ಟು
474,Mütze::N,kapa,ಟೋಪಿ
475,Schuh::N,cipela,ಪಾದರಕ್ಷೆ
476,Stiefel::N,čizma,ಬೂಟು
477,Ring::N,prsten,ಉಂಗುರ
478,Band::N,vrpca,ರಿಬ್ಬನ್
479,Kamm::N,češalj,ಹಣಿಗೆ
480,Spiegel::N,zrcalo,ಕನ್ನಡಿ
481,Spiegel::N,ogledalo,ಕನ್ನಡಿ
482,Riemen::N,kaiš,ಬಾರು
483,Riemen::N,remen,ಬಾರು
484,Schnur::N,vrpca,ಹುರಿ
485,Leine::N,uzica,ಹಗ್ಗ
486,Decke::N,ćebe,ಕಂಬಳಿ
487,Decke::N,pokrivač,ಕಂಬಳಿ
488,Kissen::N,jastuk,ದಿಂಬು
489,Tuch::N,rubac,ಕೊರಳ ಬಟ್ಟೆ
490,Tuch::N,marama,ಕೊರಳ ಬಟ್ಟೆ
491,Handtuch::N,ručnik,ಚೌಕ
492,Kraft::N,snaga,ಬಲ
493,Stärke::N,jakost,ಶಕ್ತಿ
494,Gesundheit::N,zdravlje,ಆರೋಗ್ಯ
495,Krankheit::N,bolest,ರೋಗ
496,Schmerz::N,bol,ನೋವು
497,Wunde::N,rana,ಗಾಯ
498,Fieber::N,groznica,ಜ್ವರ
499,Arznei::N,lijek,ಔಷಧ
500,Brücke::N,most,ಸೇತುವೆ
501,Brücke::N,ćuprija,ಸೇತುವೆ
502,Brunnen::N,bunar,ಬಾವಿ
503,Brunnen::N,zdenac,ಬಾವಿ
504,Weide::N,paša,ಗೋಮಾಳ
505,Weide::N,pašnjak,ಗೋಮಾಳ
506,Pfad::N,staza,ದಾರಿ
507,Weg::N,put,ಹಾದಿ
508,Straße::N,drum,ರಸ್ತೆ
509,Straße::N,cesta,ರಸ್ತೆ
510,Dorf::N,selo,ಹಳ್ಳಿ
511,Stadt::N,grad,ಪಟ್ಟಣ
512,Stadt::N,varoš,ಪಟ್ಟಣ
513,Brief::N,list,ಕಾಗದ
514,Brief::N,pismo,ಕಾಗದ
515,Buch::N,knjiga,ಪುಸ್ತಕ
516,Buchstabe::N,slovo,ಅಕ್ಷರ
517,Zeitung::N,novine,ವಾರ್ತಾಪತ್ರಿಕೆ
518,Leben::N,život,ಜೀವನ
519,Tod::N,smrt,ಮರಣ
520,Grab::N,raka,ಗೋರಿ
521,Kirche::N,crkva,ಚರ್ಚು
522,Sünde::N,grijeh,ಪಾಪ
523,Gott::N,bog,ದೇವರು
524,Arbeiter::N,radnik,ಕೆಲಸಗಾರ
525,Chef::N,šef,ದಣಿ
526,Meister::N,majstor,ಶಿಕ್ಷಕ
527,Arzt::N,liječnik,ವೈದ್ಯ
528,Lehrer::N,učitelj,ಉಪಾಧ್ಯಾಯ
529,Geld::N,novac,ಹಣ
530,Geschäft::N,posao,ವಾಣಿಜ್ಯ
531,Geschäft::N,trgovina,ವಾಣಿಜ್ಯ
532,Laden::N,dućan,ಅಂಗಡಿ
533,Preis::N,cijena,ಬೆಲೆ
534,Ware::N,roba,ಸರಕು
535,Nutzen::N,korist,ಲಾಭ
536,Reichtum::N,bogatstvo,ಸಂಪತ್ತು
537,Welt::N,svijet,ಭೂಲೋಕ
538,Land::N,zemlja,ದೇಶ
539,Staat::N,država,ರಾಜ್ಯ
540,König::N,kralj,ರಾಜ
541,Macht::N,moć,ಅಧಿಕಾರ
542,Macht::N,vlast,ಅಧಿಕಾರ
543,Grenze::N,granica,ಗಡಿ
544,Krieg::N,rat,ಯುದ್ಧ
545,Feind::N,neprijatelj,ಶತ್ರು
546,Gewalt::N,sila,ಹಿಂಸೆ
547,Gewalt::N,nasilje,ಹಿಂಸೆ
548,Kampf::N,boj,ಹೋರಾಟ
549,Kampf::N,borba,ಹೋರಾಟ
550,Bogen[Waffe]::N,luk,ಬಿಲ್ಲು
551,Pfeil::N,strijela,ಅಂಬು
552,Gewehr::N,puška,ಬಂದೂಕು
553,Fehler::N,pogreška,ತಪ್ಪು
554,Fehler::N,griješka,ತಪ್ಪು
555,Lüge::N,laž,ಸುಳ್ಳು
556,Schaden::N,šteta,ಹಾನಿ
557,Unglück::N,nesreća,ಅಪಾಯ
558,Schuld::N,krivnja,ದೋಷ
559,Alter::N,dob,ಮುಪ್ಪು
560,Schluss::N,kraj,ಮುಕ್ತಾಯ
561,Schluss::N,konac,ಮುಕ್ತಾಯ
562,Zeit::N,doba,ಕಾಲ
563,Zeit::N,vrijeme,ಕಾಲ
564,Tag::N,dan,ದಿನ
565,Morgen::N,jutro,ಮುಂಜಾನೆ
566,Mittag::N,podne,ನಡುಹಗಲು
567,Abend::N,veče,ಸಂಜೆ
568,Abend::N,večer,ಸಂಜೆ
569,Nacht::N,noć,ರಾತ್ರಿ
570,Woche::N,sedmica,ವಾರ
571,Monat::N,mjesec,ತಿಂಗಳು
572,Jahr::N,godina,ಸಂವತ್ಸರ
573,Frühling::N,proljeće,ವಸಂತ
574,Sommer::N,ljeto,ಬಿಸಿಲುಕಾಲ
575,Herbst::N,jesen,ಶರತ್ಕಾಲ
