,Concept_ID,sv,ady
112,Hügel::N,kulle,ӏуашъхь
113,Anhöhe::N,höjd,чӏыӏэтыгъ
114,Anhöhe::N,backe,чӏыӏэтыгъ
115,Berg::N,berg,къушъхьэ́
116,Berg::N,fjäll,къушъхьэ́
117,Gipfel::N,topp,шыгу
118,Höhle::N,håla,гъочӏэгъ
119,Höhle::N,grotta,гъочӏэгъ
120,Abhang::N,slänt,чапэ
121,Abhang::N,sluttning,чапэ
122,Quelle::N,källa,псынэчэ́чъ
123,Bach::N,bäck,псышкуашку
124,Fluss::N,älv,псыхъо́
125,Fluss::N,flod,псыхъо́
126,Ufer::N,strand,нэпкъы
127,Küste::N,kust,ӏушъо
128,Festland::N,fastland,чӏл́ыгу
129,Meer::N,hav,хы
130,Bucht::N,vik,хыблыгу
131,Bucht::N,bukt,хыблыгу
132,Insel::N,ö,хыгъэхъу́н
133,Blume::N,blomma,къэгъа́гь
134,Blume::N,blomster,къэгъа́гь
135,Gras::N,gräs,уцы́
136,Wurzel::N,rot,лъапсэ́
137,Baum::N,träd,чъыгы́
138,Stamm::N,stam,пкъы
139,Rinde::N,bark,пхъашъо́
140,Ast::N,gren,куамэ
141,Zweig::N,kvist,къутамэ́
142,Blatt::N,löv,тхьап
143,Blatt::N,blad,тхьап
144,Birke::N,björk,пчэн
145,Kiefer[Baum]::N,tall,сэснэй
146,Weide[Baum]::N,pil,пце́л
147,Weide[Baum]::N,vide,пце́л
148,Tanne::N,gran,ель
149,Horn::N,horn,бжъэ
150,Feder::N,fjäder,къамӏы́й
151,Fell::N,fäll,шъо
152,Fell::N,skinn,шъо
153,Flügel::N,vinge,тамэ́
154,Klaue::N,klöv,лъэбжъа́н
155,Kralle::N,klo,лъакъо
156,Schwanz::N,svans,кӏэ
157,Schwanz::N,stjärt,кӏэ
158,Ei::N,ägg,кӏэнкӏэ́
159,Nest::N,rede,набгъо́
160,Nest::N,näste,набгъо́
161,Bau::N,bo,гъу
162,Bau::N,bo,бы
163,Tier::N,djur,псэу́шъхь
164,Herde::N,flock,ӏэхъогъу
165,Kuh::N,ko,чэмы́
166,Bulle::N,tjur,цу
167,Pferd::N,häst,шы
168,Schaf::N,får,мэлы́
169,Schwein::N,svin,къо
170,Hund::N,hund,бьэ
171,Katze::N,katt,чэты́у
172,Bär::N,björn,мышъэ́
173,Eichhörnchen::N,ekorre,цызэ́
174,Elch::N,älg,лось
175,Fuchs::N,räv,баджэ́
176,Hase::N,hare,тхьакӏумкӏы́хь
177,Maus::N,mus,цыгъо́
178,Wolf::N,varg,тыгъу́жъ
179,Vogel::N,fågel,бзы́у
180,Schwarm::N,svärm,отэр
181,Huhn::N,höns,чэты́
182,Hahn::N,tupp,атакъэ́
183,Gans::N,gås,къа́з
184,Adler::N,örn,
185,Ente::N,anka,псычэ́т
186,Eule::N,uggla,тыгъурыгъу
187,Kranich::N,trana,къэрэ́у
188,Krähe::N,kråka,къолэ́жъ
189,Kuckuck::N,gök,куку́у
190,Schwan::N,svan,
191,Fisch::N,fisk,пцэжъы́й
192,Barsch::N,abborre,тхыкъэц
193,Hecht::N,gädda,лэнд
194,Schlange[Tier]::N,orm,блэ́
195,Wurm::N,mask,хьамлыу
196,Spinne::N,spindel,бэдж
197,Ameise::N,myra,къамзэ́гу
198,Laus::N,lus,цӏэ
199,Mücke::N,mygga,аргъо́й
200,Fliege::N,fluga,бадзэ́
201,Schmetterling::N,fjäril,хьампӏыра́шъу
202,Beere::N,bär,маткӏо
203,Apfel::N,äpple,мыӏэры́с
204,Pilz::N,svamp,хьаӏу
205,Zwiebel::N,lök,бжьыны́
206,Saat::N,sådd,чылапхъ
207,Korn::N,korn,цэ
208,Heu::N,hö,мэкъу
209,Schale::N,skal,кӏы́шъу
210,Grube::N,grop,машэ́
211,Falle::N,fälla,зэраубытырэ́ ӏэмэпсы́м
212,Schlinge::N,snara,бзыуубыт
213,Spur::N,spår,ужы
214,Spur::N,spår,лъэуж
215,Asche::N,aska,яжьэ́
216,Dreck::N,lort,псынжъы
217,Eisen::N,järn,гыучӏы́
218,Eisen::N,järn,къэнджа́л
219,Gold::N,guld,дышъэ́
220,Silber::N,silver,тыжьы́н
221,Kohle::N,kol,шӏомыкӏ
222,Glas::N,glas,апч
223,Lehm::N,lera,етӏагъо́
224,Sand::N,sand,пшахъо
225,Mensch::N,människa,цӏыфы́
226,Mann::N,man,хъулъфы́гъ
227,Frau::N,kvinna,бӏылъфыгъэ́
228,Kind::N,barn,кӏэлэцӏы́кӏу
229,Junge::N,pojke,кӏэлэцӏы́кӏу
230,Mädchen::N,flicka,пшъэшъэжъый
231,Familie::N,familj,быны́
232,Familie::N,familj,уна́гъу
233,Großvater::N,morfar,тэтэ́жъ
234,Großmutter::N,farmor,нэнэ́жъ
235,Eltern::N,föräldrar,ны-тыхэ́р
236,Vater::N,far,ты
237,Mutter::N,mor,ны
238,Sohn::N,son,къо
239,Tochter::N,dotter,пхъу
240,Bruder::N,bror,шы
241,Schwester::N,syster,шы́пхъу
242,Onkel::N,morbror,янэ́ш
243,Tante::N,tant,атэшыпхъу
244,Ehemann::N,äkta man,лӏы
245,Ehefrau::N,hustru,шъу́з
246,Freude::N,fröjd,гушӏуа́гъу
247,Freude::N,glädje,гушӏуа́гъу
248,Gelächter::N,åtlöje,щхыныр
249,Glück::N,lycka,насы́п
250,Kummer::N,sorg,тхьамыкӏагъу
251,Wunsch::N,önskan,шӏонгъоны́гъ
252,Lust::N,lust,шӏонгъоны́гъ
253,Geist::N,ande,гу
254,Gedanke::N,tanke,гупшыс
255,Gedächtnis::N,minne,память
256,Verstand::N,förstånd,акъы́л
257,Sinn::N,mening,мэхьанэ
258,Sinn::N,betydelse,мэхьанэ
259,Grund::N,skäl,ушъхьагъу
260,Grund::N,grund,ушъхьагъу
261,Wahrheit::N,sanning,шъыпкъэ́
262,Gespräch::N,samtal,гущыӏ
263,Märchen::N,saga,пшысэ
264,Erzählung::N,berättelse,къэба́р
265,Nachricht::N,meddelande,къэба́р
266,Neuigkeit::N,nyhet,къэбарыкӏ
267,Name::N,namn,цӏэ
268,Rätsel::N,gåta,коджэхь-къоджэшх
269,Rede::N,tal,гущыӏ
270,Sprache::N,språk,бзэ
271,Stimme::N,stämma,макъэ́
272,Wort::N,ord,гущыӏ
273,Zeichen::N,tecken,тамы́гъ
274,Ruf::N,rop,джэ макъ
275,Lärm::N,bråk,макъэ
276,Lärm::N,oväsen,макъэ
277,Laut::N,ljud,макъэ
278,Ton::N,ton,
279,Lied::N,sång,орэ́д
280,Ruhe::N,ro,самбырыныгъ
281,Ruhe::N,lugn,самбырыныгъ
282,Leute::N,folk,цӏыфхэ́р
283,Volk::N,folk,цӏыф лъэпкъ
284,Arbeit::N,arbete,ӏофшӏакӏэ́н
285,Gast::N,gäst,хьакӏэ́
286,Geschenk::N,gåva,шӏухьафтын
287,Geschenk::N,present,шӏухьафтын
288,Spiel::N,lek,еоны́р
289,Spiel::N,lek,джэгуны́р
290,Spiel::N,lek,къегъэӏоны́р
291,Spiel::N,spel,еоны́р
292,Spiel::N,spel,джэгуны́р
293,Spiel::N,spel,къегъэӏоны́р
294,Gesellschaft::N,sällskap,обществ
295,Hilfe::N,hjälp,ӏэпыӏэгъу
296,Freund::N,vän,ныбджэгъу
297,Kamerad::N,kamrat,ныбджэгъу
298,Angelegenheit::N,ärende,ӏофы́
299,Angelegenheit::N,angelägenhet,ӏофы́
300,Anzahl::N,antal,пчъагъэ́
301,Art::N,art,изэрэщы́т
302,Art::N,art,лъэпкъ
303,Art::N,slag,изэрэщы́т
304,Art::N,slag,лъэпкъ
305,Stück::N,stycke,такъы́р
306,Teil::N,del,щыщ
307,Teil::N,del,ӏахь
308,Hälfte::N,halva,ныкъо́
309,Kreis::N,krets,хъура́й
310,Kreis::N,cirkel,хъура́й
311,Kreuz::N,kors,къащ
312,Kreuz::N,kryss,къащ
313,Linie::N,linje,хъахъ
314,Linie::N,linje,итхъа́гъ
315,Strich::N,streck,хъахъ
316,Strich::N,streck,итхъагъ
317,Abstand::N,avstånd,азыфагу
318,Entfernung::N,avstånd,чӏыгууанэ
319,Gegend::N,trakt,чӏыпӏэ́
320,Platz::N,plats,азыфагу
321,Ort::N,plats,чӏыпӏэ́
322,Ort::N,ställe,чӏыпӏэ́
323,Seite::N,sida,лъэны́къу
324,Mitte::N,mitt,гузэ́гу
325,Gegenstand::N,föremål,пкъыгъо
326,Sache::N,sak,
327,Rand::N,rand,цакӏэ́
328,Kante::N,kant,цэгэналъ
329,Ecke::N,vrå,къогъу
330,Ecke::N,hörn,къогъу
331,Spitze::N,spets,пакӏэ
332,Ende::N,ända,кӏэ
333,Loch::N,hål,гъуа́н
334,Winkel::N,vinkel,къогъу
335,Muster::N,mönster,тхыпхъэ
336,Größe::N,storlek,иина́гъ
337,Länge::N,längd,икӏыхьа́гъ
338,Höhe::N,höjd,лъэгагъ
339,Gewicht::N,tyngd,онтэгъугъэ́
340,Menge::N,mängd,пчъагъэ́
341,Haufen::N,hög,ӏат
342,Reihe::N,rad,саты́р
343,Boot::N,båt,къуашъо́
344,Ruder::N,åra,къошъобэ́щ
345,Schlitten::N,släde,
346,Ski::N,skida,лыжэхэр
347,Lagerfeuer::N,lägereld,пхъэмашӏу
348,Last::N,last,
349,Last::N,börda,
350,Gang::N,gång,кӏоныр
351,Schritt::N,steg,лъэубэ́къу
352,Norden::N,norr,темы́р
353,Süden::N,söder,къыблэ́
354,Westen::N,väster,тыгъэкъохьа́пӏ
355,Osten::N,öster,тыгьэкъокӏы́пӏ
356,Holz::N,trä,чъыгы́
357,Brett::N,bräda,пхъэ́мбгъу
358,Platte::N,platta,упсыхьагъ
359,Stütze::N,stöd,кӏэгъэкъон
360,Stütze::N,stötta,кӏэгъэкъон
361,Stange::N,stång,къорэ́гъ
362,Stock::N,käpp,бэщ
363,Stock::N,pinne,бэщ
364,Stab::N,stav,бэщ кӏы́хь
365,Rohr::N,rör,онджэкъ
366,Haus::N,hus,унэ́
367,Heim::N,hem,унэ́
368,Ofen::N,ugn,гъэжъэн
369,Fußboden::N,golv,джэхашъу
370,Tisch::N,bord,стол
371,Stuhl::N,stol,пхъэнтӏэ́кӏу
372,Wiege::N,vagga,кушъэ́
373,Bett::N,säng,пӏэкӏо́р
374,Regal::N,hylla,мэкӏай
375,Kiste::N,låda,ящык
376,Fenster::N,fönster,шъхьаныгъу́пчъ
377,Tür::N,dörr,пчъэ
378,Tor::N,port,къэла́пчъ
379,Zaun::N,staket,шӏыхьагъэ́
380,Zaun::N,stängsel,шӏыхьагъэ́
381,Dach::N,tak,шъхьэ́
382,Leiter::N,stege,лъэо́й
383,Leiter::N,stege,дэкӏояпӏэ́
384,Besen::N,kvast,пхъэнкӏы́пхъ
385,Spaten::N,spade,къазгъы́р
386,Schaufel::N,skovel,хэӏалъ
387,Schaufel::N,skyffel,хэӏалъ
388,Gabel::N,gaffel,цацэ
389,Löffel::N,sked,джэмы́шх
390,Messer::N,kniv,шъэжъы́й
391,Nagel::N,spik,гъучӏыӏу́н
392,Netz::N,nät,хъытыу
393,Haken::N,krok,хьажтӏаркъу
394,Griff::N,tag,къопс
395,Griff::N,handtag,къопс
396,Schloss::N,las,ӏункӏы́бз
397,Bild::N,bild,сурэ́т
398,Figur::N,figur,
399,Puppe::N,docka,нысхъа́п
400,Beutel::N,påse,дзыо́
401,Bündel::N,bunt,
402,Bündel::N,knippa,
403,Tasche::N,väska,ӏэлъмэ́къ
404,Eimer::N,hink,щалъ
405,Eimer::N,ämbar,щалъ
406,Deckel::N,lock,шъхьэ
407,Geschirr::N,servis,хьакъу-шыкъу
408,Geschirr::N,porslin,хьакъу-шыкъу
409,Sack::N,säck,дзыо́
410,Tasse::N,kopp,чашк
411,Topf::N,gryta,кастрюль
412,Topf::N,kastrull,кастрюль
413,Kessel::N,kittel,шыуа́н
414,Essen::N,mål,шхэн
415,Nahrung::N,näring,шхэн
416,Speise::N,maträtt,шхыныгъу
417,Fleisch::N,kött,лы
418,Getreide::N,säd,лэжьыгъацэ́
419,Getreide::N,spannmål,лэжьыгъацэ́
420,Brei::N,gröt,пӏастэ́
421,Brot::N,bröd,хьалыгъу
422,Scheibe::N,skiva,такъы́р
423,Fett::N,fett,дагъэ́
424,Butter::N,smör,тхъу
425,Öl::N,olja,тхъу
426,Salz::N,salt,щыгъу
427,Suppe::N,soppa,хьантхъупс
428,Honig::N,honung,шъоу́
429,Milch::N,mjölk,щэ
430,Tee::N,te,щай
431,Leder::N,läder,кӏы́шъу
432,Wolle::N,ull,цы
433,Wolle::N,ylle,цы
434,Stoff::N,tyg,шэкӏы
435,Stoff::N,stoff,шэкӏы
436,Nadel::N,nål,бгъэ́хаӏу
437,Faden::N,tråd,ӏуда́н
438,Knopf::N,knapp,занкӏэу
439,Knoten::N,knut,зэкъодзапӏэ
440,Farbe::N,färg,краск
441,Kleidung::N,klädsel,щыгъы́ны
442,Hemd::N,skjorta,джан
443,Kragen::N,krage,пшъапӏ
444,Ärmel::N,ärm,гъуап
445,Hose::N,byxor,гъончэ́дж
446,Gürtel::N,bälte,бгыры́пх
447,Mütze::N,mössa,паӏо́
448,Schuh::N,sko,
449,Stiefel::N,stövel,щазым
450,Ring::N,ring,ӏэлъы́н
451,Band::N,band,лент
452,Kamm::N,kam,мажь
453,Spiegel::N,spegel,гъундж
454,Riemen::N,rem,бгыры́пх
455,Schnur::N,snöre,кӏапсэ́
456,Leine::N,lina,шъокӏапс
457,Decke::N,täcke,чыхӏэн
458,Kissen::N,dyna,шъхьант
459,Kissen::N,kudde,шъхьант
460,Tuch::N,sjal,шъхьэтехъу
461,Handtuch::N,handduk,ӏаплъэкӏ
462,Kraft::N,kraft,къары́у
463,Kraft::N,kraft,кӏуачӏэ́
464,Stärke::N,styrka,кӏуачӏэ́
465,Gesundheit::N,hälsa,псауныгъ
466,Krankheit::N,sjukdom,узы
467,Schmerz::N,smärta,узы
468,Wunde::N,sår,уӏагъэ́
469,Fieber::N,feber,техьа́гъу
470,Fieber::N,feber,жъоку
471,Arznei::N,medicin,ӏэзэ́гъу
472,Arznei::N,läkemedel,ӏэзэ́гъу
473,Brücke::N,bro,лъэмы́д ж
474,Brunnen::N,brunn,псынэ́
475,Weide::N,bete,хъупӏэ́
476,Pfad::N,stig,лъагъу
477,Weg::N,väg,гъо́гу
478,Straße::N,gata,гъо́гу
479,Dorf::N,by,къуа́дж
480,Stadt::N,stad,къалэ́
481,Brief::N,brev,тхэн
482,Brief::N,brev,письмэ
483,Buch::N,bok,тхы́лъ
484,Buchstabe::N,bokstav,хьары́ф
485,Zeitung::N,tidning,газет
486,Leben::N,liv,гъашӏэ́
487,Tod::N,död,аджал
488,Grab::N,grav,бэны́
489,Kirche::N,kyrka,чылы́с
490,Sünde::N,synd,гунахь
491,Gott::N,gud,тхьэ
492,Arbeiter::N,arbetare,рабоч
493,Chef::N,chef,гъэр
494,Meister::N,mästare,ӏэпыӏа́с
495,Arzt::N,läkare,
496,Lehrer::N,lärare,кӏэлэегъа́дж
497,Geld::N,pengar,ахъщ
498,Geschäft::N,rörelse,ӏофшӏэн
499,Laden::N,affär,туча́н
500,Preis::N,pris,уасэ́
501,Ware::N,vara,хьап-щып
502,Nutzen::N,gagn,чар
503,Nutzen::N,gagn,федэ́
504,Nutzen::N,nytta,чар
505,Nutzen::N,nytta,федэ́
506,Reichtum::N,rikedom,байныгъ
507,Welt::N,värld,дуна́й
508,Land::N,land,хэгъэ́́гу
509,Staat::N,stat,къэралыгъу
510,König::N,kung,пачъы́хь
511,König::N,konung,пачъы́хь
512,Macht::N,makt,шынэгъакзэ́
513,Grenze::N,gräns,гъуна́пкъ
514,Krieg::N,krig,зао́
515,Feind::N,fiende,пы́и
516,Gewalt::N,våld,егъэзыгъэныгъ
517,Kampf::N,kamp,бэнэныгъ
518,Kampf::N,strid,бэнэныгъ
519,Bogen[Waffe]::N,båge,щабз
520,Pfeil::N,pil,щэбза́щ
521,Gewehr::N,gevär,шхонч
522,Fehler::N,fel,хэукъоныгъ
523,Lüge::N,lögn,пцӏы
524,Schaden::N,skada,зэра́р
525,Unglück::N,otur,тхьамыкӏагъу
526,Unglück::N,olycka,тхьамыкӏагъу
527,Schuld::N,skuld,мысагъэ́
528,Alter::N,ålder,ныбжь
529,Schluss::N,slut,кӏэ
530,Zeit::N,tid,уахътэ́
531,Tag::N,dag,мафэ́
532,Morgen::N,morgon,пчэды́жь
533,Mittag::N,middag,щэджагьу́
534,Abend::N,kväll,пчыхьэ́
535,Nacht::N,natt,чэщы́
536,Woche::N,vecka,тхьамафэ́
537,Monat::N,månad,мазэ́
538,Jahr::N,år,илъэ́с
539,Frühling::N,vår,гъатхэ́
540,Sommer::N,sommar,гъэмафэ́
541,Herbst::N,höst,бжыхьэ́
542,Winter::N,vinter,кӏыма́ф
543,Januar::N,januari,январь
544,Februar::N,februari,февраль
545,März::N,mars,март
546,April::N,april,апрель
547,Mai::N,maj,май
548,Juni::N,juni,июнь
549,Juli::N,juli,июль
550,August::N,augusti,август
551,September::N,september,сентябрь
552,Oktober::N,oktober,октябрь
553,November::N,november,ноябрь
554,Dezember::N,december,декабрь
555,Montag::N,måndag,блыпэ́
556,Dienstag::N,tisdag,гъубдж
557,Mittwoch::N,onsdag,бэрэскэжъый
558,Donnerstag::N,torsdag,мэфэ́ку
559,Freitag::N,fredag,бэрэскэшху
560,Samstag::N,lördag,шэмбэ́т
561,Sonntag::N,söndag,тхьаума́ф
562,groß::A,stor,ины́
563,klein::A,liten,цӏы́кӏу
564,lang::A,lång,кӏыхьэ́
565,kurz::A,kort,кӏэкӏы́
566,breit::A,bred,шъуамбгъо́
567,schmal::A,smal,бгъузэ́
568,dicht::A,tät,ӏужъу́
569,dick[Gegenstand]::A,tjock,ӏужъу́
570,dünn::A,tunn,пӏуакӏэ́
571,fein::A,fin,пӏуакӏэ́
572,fest::A,fast,пытэ́
573,flach::A,platt,тешъо́
574,glatt::A,glatt,зэны́бжь
575,hart::A,hård,пытэ́
576,weich::A,mjuk,шъабэ́
577,rund::A,rund,хъура́й
578,spitz::A,toppig,папцӏэ́
579,spitz::A,spetsig,папцӏэ́
580,scharf::A,vass,чан
581,scharf::A,skarp,чан
582,stumpf::A,slö,цако́
583,schwer::A,tung,онтэ́гъу
584,schön::A,skön,дахэ́
585,schön::A,vacker,дахэ́
586,heiß::A,het,жъо́ркъ
587,warm::A,varm,фабэ́у
588,kalt::A,kall,чъыӏэ́
589,kühl::A,sval,чъыӏэтагъ
590,kühl::A,kylig,чъыӏэтагъ
591,frisch::A,färsk,чъыӏэтагъ
592,feucht::A,fuktig,шынагъэ зиӏэ
593,feucht::A,fuktig,шынэгъакӏэ зиӏэ
594,nass::A,våt,цӏынэ́
595,trocken::A,torr,гъушъ
596,trocken::A,torr,чъэпхъыгъ
597,voll::A,full,из
598,voll::A,full,изыбз
599,leer::A,tom,нэкӏы́
600,offen::A,öppen,зэдэхыгъэ
601,geschlossen::A,stängd,зэфэшӏыгъ
602,sauber::A,ren,къабзэ́
603,schmutzig::A,snuskig,шӏо́и
604,roh::A,rå,мыжъо́
605,reif::A,mogen,чъэпхъыгъ
606,lecker::A,läcker,го́хьы
607,süß::A,söt,ӏэшӏу
608,bitter::A,besk,дыджы́
609,bitter::A,bitter,дыджы́
610,sauer::A,sur,хафэ́
611,hell::A,ljus,нэфын
612,dunkel::A,mörk,мэзэхэ
613,schwarz::A,svart,шӏуцӏэ
614,weiß::A,vit,фыжьы́
615,rot::A,röd,плъыжьы́
616,gelb::A,gul,гъожьы́
617,blau::A,blå,шхъуантӏэ
618,grün::A,grön,шхъуантӏэ
619,grau::A,grå,шхъо
620,bunt::A,brokig,къолэны
621,billig::A,billig,пыут
622,teuer::A,dyr,сикӏа́с
623,teuer::A,dyr,силъа́пӏ
624,wertvoll::A,värdefull,пкӏэ зиӏ
625,wertvoll::A,värdefull,уасэ́ зыфа́шӏ
626,blind::A,blind,нэшъу́
627,taub::A,döv,дэгу
628,kräftig::A,kraftig,лъэ́ш
629,stark::A,stark,лъэ́ш
630,schwach::A,svag,хъыбэй
631,fett::A,fet,пщэры́
632,schlank::A,slank,ищыгъэ
633,hübsch::A,snygg,дахэ́
634,hübsch::A,vacker,дахэ́
635,böse::A,ond,ябгэ
636,böse::A,elak,ябгэ
637,dumm::A,dum,делэ
638,faul::A,lat,шъхьахы́нэ
639,fleißig::A,flitig,егугъурэ
640,geizig::A,snål,тхьацэ
641,geizig::A,girig,тхьацэ
642,klug::A,klok,акъылышӏу́
643,geschickt::A,händig,ӏэпэӏэсэ́
644,geschickt::A,händig,шо́у шӏыгъэ́
645,geschickt::A,skicklig,ӏэпэӏэсэ́
646,geschickt::A,skicklig,шо́у шӏыгъэ́
647,lieb::A,kär,псэм фэд
648,lieb::A,snäll,псэм фэд
649,lustig::A,rolig,чэф
650,lustig::A,lustig,чэф
651,sanft::A,mild,ӏушъа́б
652,hungrig::A,hungrig,гъаблэ́
653,krank::A,sjuk,сыма́дж
654,nackt::A,naken,пцӏанэ́
655,traurig::A,ledsen,нэшхъэй
656,traurig::A,sorgsen,нэшхъэй
657,lebendig::A,levande,
658,gut::A,bra,дэгъу́
659,schlecht::A,dålig,дэи
660,richtig::A,riktig,тэрэз
661,schlimm::A,illa,щынэгъо
662,wahr::A,sann,шъыпкъэ́
663,alt::A,gammal,жъы
664,neu::A,ny,кӏэ
665,ehemalig::A,forn,-щтыгъэ
666,ehemalig::A,forn,-гъэ
667,ehemalig::A,tidigare,-щтыгъэ
668,ehemalig::A,tidigare,-гъэ
669,alt[Lebewesen]::A,gammal,жъы
670,jung::A,ung,ныбжьыкӏэ́
671,arm::A,fattig,тхьамы́кӏ
672,reich::A,rik,бай
673,bekannt::A,känd,нэӏуа́с
674,berühmt::A,berömd,цӏэры́ӏу
675,fremd::A,främmande,хымэ
676,verschieden::A,åtskillig,зэфэшъхьафы
677,nah::A,nära,благъэ́
678,fern::A,fjärran,чыжьэ
679,linker::A,vänster,сэмэ́гу
680,rechter::A,höger,джабгъу
681,anderer::A,annan,нэмы́кӏ
682,erster::A,första,апэр
683,zweiter::A,andra,я́тӏонэр
684,dritter::A,tredje,ящэнэр
685,letzter::A,sist,аужыр
686,allein::ADV,allena,зы
687,auf einmal::ADV,på en gång,ардэдэм
688,auf einmal::ADV,på en gång,асыхьатым
689,zusammen::ADV,tillsammans,зэгъусэхэ́у
690,lange::ADV,länge,бэрэ́
691,plötzlich::ADV,plötsligt,зэкӏэм
692,sofort::ADV,strax,ардэдэм
693,sofort::ADV,strax,асыхьатым
694,sofort::ADV,genast,ардэдэм
695,sofort::ADV,genast,асыхьатым
696,später::ADV,senare,нэужым
697,jetzt::ADV,nu,джы
698,heute::ADV,i dag,непэ́
699,morgen::ADV,i morgon,неу́щы
700,bald::ADV,snart,псынкӏэу
701,dann::ADV,då,нэужым
702,gestern::ADV,i går,тыгъуа́с
703,einst::ADV,en gång,зэгорэ́м
704,damals::ADV,då,армэ
705,damals::ADV,då,ащыгъум
706,damals::ADV,den gången,армэ
707,damals::ADV,den gången,ащыгъум
708,danach::ADV,därefter,нэужым
709,vorher::ADV,före,нахьыпэм
710,vorher::ADV,förut,нахьыпэм
711,zuerst::ADV,först,
712,einmal::ADV,en gång,зэ
713,manchmal::ADV,ibland,
714,oft::ADV,ofta,бэрэ
715,immer::ADV,alltid,ренэ́у
