,Concept_ID,sah,et
779,ich::PRN,мин,mina
780,du::PRN,эн,sina
781,er::PRN,кнни,tema
782,wir::PRN,биһиги,me
783,ihr::PRN,эһиги,te
784,sie::PRN,кинилэр,nad
785,was::FPRN,туох,mis
786,wer::FPRN,ким,kes
787,wo::FADV,ханна,kus
788,wohin::FADV,ханна,kuhu
789,wie::FADV,хайдах,kuidas
790,warum::FADV,тоҕо,miks
791,wieviel::FNUM,төһө,mitu
792,wieviel::FNUM,төһө,kui palju
793,eins::NUM,биир,üks
794,zwei::NUM,икки,kaks
795,drei::NUM,үс,kolm
796,vier::NUM,түөрт,neli
797,fünf::NUM,биэс,viis
798,sechs::NUM,алта,kuus
799,sieben::NUM,сэттэ,seitse
800,acht::NUM,аҕыс,kaheksa
801,neun::NUM,тоҕус,üheksa
802,zehn::NUM,уон,kümme
803,elf::NUM,уон биир,üksteist
804,zwölf::NUM,уон икки,kaksteist
805,zwanzig::NUM,сүүрбэ,kakskümmend
806,dreißig::NUM,отут,kolmkümmend
807,vierzig::NUM,түөрт уон,nelikümmend
808,fünfzig::NUM,биэс уон,viiskümmend
809,sechzig::NUM,алта уон,kuuskümmend
810,siebzig::NUM,сэттэ уон,seitsekümmend
811,achtzig::NUM,аҕыс уон,kaheksakümmend
812,neunzig::NUM,тоҕус уонус,üheksakümmend
813,hundert::NUM,сүүс,sada
814,tausend::NUM,тыһыынча,tuhat
815,und::CNJ,да,ja
816,und::CNJ,уонна,ja
817,und::CNJ,итиэннэ,ja
818,oder::CNJ,эбэтэр,või
819,stehen::V,тур,seisma
820,sitzen::V,олор,istuma
821,liegen::V,сыт,lamama
822,hängen::V,санньылый,rippuma
823,werden::V,буол,saama
824,werden::V,буол,hakkama
825,passieren::V,буол,juhtuma
826,beginnen::V,саҕалан,algama
827,beginnen::V,саҕалан,hakkama
828,enden::V,бүт,lõppema
829,wechseln::V,уларый,vahelduma
830,aufgehen[Sonne]::V,ой,tõusma
831,untergehen[Sonne]::V,киир,loojuma
832,scheinen[Sonne]::V,сырдат,paistma
833,donnern::V,эт,kõmisema
834,wehen::V,үр,puhuma
835,strömen::V,кутулун,voolama
836,fließen::V,сүүр,voolama
837,sich drehen::V,эргий,pöörduma
838,schwanken::V,биэтэҥнээ,kõikuma
839,schwingen::V,эйэҥнээ,võnkuma
840,fallen::V,оҕут,langema
841,brennen::V,умай,põlema
842,rauchen::V,буруолаа,suitsema
843,regnen::V,самыырдаа,sadama
844,gefrieren::V,тоҥ,kinni külmuma
845,tauen::V,ир,sulama
846,schmelzen::V,уулун,sulama
847,trocknen::V,куур,kuivama
848,sieden::V,оргуй,keema
849,faulen::V,сытый,mädanema
850,verfaulen::V,сытыйан_хаал,mädanema
851,reißen::V,хайыт,rebenema
852,reißen::V,быһытталан,rebenema
853,versinken::V,тимир,uppuma
854,versinken::V,батылын,uppuma
855,vergehen::V,дьай,mööduma
856,erscheinen::V,көһүн,ilmuma
857,verschwinden::V,сүт,kaduma
858,sinken::V,намтаа,vajuma
859,sinken::V,намтаа,langema
860,abnehmen::V,аччаа,vähenema
861,abnehmen::V,аччаа,kahenema
862,zunehmen::V,элбээ,kasvama
863,steigen::V,үрдээ,tõusma
864,steigen::V,үрдээ,üles minema
865,wachsen::V,үүн,kasvama
866,glänzen::V,кылбай,läikimä
867,funkeln::V,күлүмнээ,sädelema
868,funkeln::V,күлүмүрдээ,sädelema
869,lärmen::V,тыаһаа,lärmama
870,läuten::V,собуоннаа,helisema
871,klingeln::V,линкинээ,helisema
872,klirren::V,айгырат,kõlisema
873,brausen::V,сирилээ,kohisema
874,rauschen::V,суугунаа,kohisema
875,klingen::V,доргуй,kõlama
876,bellen::V,үр,haukuma
877,heulen::V,улуй,uluma
878,blasen::V,үр,puhuma
879,pfeifen::V,иһиир,vilistama
880,schreien::V,кылан,karjuma
881,schreien::V,хаһыытаа,karjuma
882,stöhnen::V,ынчыктаа,oigama
883,zittern::V,титирээ,värisema
884,zittern::V,дьигиһий,värisema
885,leben::V,олор,elama
886,leben::V,олор,elus olema
887,geboren werden::V,төрөө,sündima
888,atmen::V,тыын,hingama
889,trinken::V,ис,jooma
890,essen::V,аһаа,sööma
891,schlucken::V,ыйыһын,neelama
892,müde werden::V,сылай,väsima
893,einschlafen::V,утуйан хаал,uinuma
894,schlafen::V,утуй,magama
895,schlafen::V,утуйа сыт,magama
896,aufwachen::V,уһугун,ärkama
897,aufstehen::V,тур,ärkama
898,aufstehen::V,тур,üles tõusma
899,sich erholen::V,сынньан,puhkama
900,krank werden::V,ыарый,haigestuma
901,krank werden::V,ыарый,haigeks jääma
902,krank sein::V,ыарый,haige olema
903,krank sein::V,ыарыт,haige olema
904,schmerzen::V,ыарыт,valutama
905,husten::V,сөтөлүн,köhima
906,genesen::V,көн,toibuma
907,sterben::V,өл,surema
908,umkommen::V,өл,surma saama
909,umkommen::V,оҕут,surma saama
910,sich bewegen::V,хамсаа,liikuma
911,sich rühren::V,хамсаа,liikuma
912,sich erheben::V,тур,kerkima
913,sich setzen::V,олор,istet võtma
914,hinfallen::V,оҕут,kukkuma
915,hinfallen::V,оҕут,maha kukkuma
916,laufen::V,хаам,kõndima
917,schreiten::V,атыллаа,astuma
918,spazierengehen::V,дьаарбай,jalutama
919,eilen::V,тиэтэй,ruttama
920,eilen::V,тиэтэй,kiirustama
921,sich beeilen::V,ыксаа,ruttama
922,sich beeilen::V,ыксаа,kiirustama
923,sausen::V,элээр,kihutama
924,sausen::V,элээр,tormama
925,rennen::V,сүүрэкэлээ,jooksma
926,rennen::V,сүүрэкэлээ,kihutama
927,springen::V,ой,hüppama
928,springen::V,ыстан,hüppama
929,klettern::V,ытын,ronima
930,schaukeln::V,эйэҥнээ,kiikuma
931,schaukeln::V,биэрэҥнээ,kiikuma
932,kriechen::V,сыыл,roomama
933,schwimmen::V,уһун,ujuma
934,schwimmen::V,харбаа,ujuma
935,tauchen::V,умус,sukelduma
936,rudern::V,эрт,sõudma
937,fahren::V,айаннаа,sõitma
938,fliegen::V,көт,lendama
939,gehen::V,бар,käima
940,gehen::V,бар,minema
941,weggehen::V,бар,ära minema
942,weggehen::V,бар,välja minema
943,abfahren::V,бар,väljuma
944,abfahren::V,бар,ära sõitma
945,anhalten::V,тохтоо,peatuma
946,hineingehen::V,киир,sisenema
947,hineingehen::V,киир,sisse minema
948,eintreten::V,киир,sisenema
949,eintreten::V,киир,sisse astuma
950,kommen::V,кэл,tulema
951,ankommen::V,кэл,saabuma
952,ankommen::V,тиий,saabuma
953,zurückkommen::V,төнүн,tagasi tulema
954,bleiben::V,хаал,jääma
955,warten::V,көһүт,ootama
956,erwarten::V,күүт,ootama
957,erwarten::V,күүт,lootma
958,erwarten::V,көһүт,ootama
959,erwarten::V,көһүт,lootma
960,suchen::V,ирдээ,otsima
961,suchen::V,көрдөө,otsima
962,finden::V,бул,leidma
963,versuchen::V,сорун,püüdma
964,versuchen::V,сорун,üritama
965,versuchen::V,сорун,katsetama
966,vorbereiten::V,бэлэмнээ,valmistama
967,lieben::V,таптаа,armastama
968,mögen::V,сөбүл,sallima
969,mögen::V,сөбүл,meeldima
970,lachen::V,күл,naerma
971,rühren::V,долгут,liigutama
972,rühren::V,долгут,heldima panema
973,weinen::V,ытаа,nutma
974,schimpfen::V,үөҕүс,sõimama
975,sich ärgern::V,кыыһыр,ärrituma
976,sich ärgern::V,кыыһыр,vihastuma
977,sich ärgern::V,кыйахан,ärrituma
978,sich ärgern::V,кыйахан,vihastuma
979,sich fürchten::V,куттан,kartma
980,sich fürchten::V,куттан,hirmu tundma
981,sich fürchten::V,дьиксин,kartma
982,sich fürchten::V,дьиксин,hirmu tundma
983,fürchten::V,дьиксин,kartma
984,fürchten::V,куттан,kartma
985,fliehen::V,күрээ,põgenema
986,flüchten::V,күрээ,põgenema
987,sehen::V,көр,nägema
988,anschauen::V,көр,vaatama
989,ansehen::V,көр,vaatama
990,hören::V,бил,kuulma
991,hören::V,иһит,kuulma
992,zuhören::V,иһит,kuulama
993,probieren::V,боруобалаан көр,proovima
994,probieren::V,амсайан көр,proovima
995,riechen::V,сытырҕаа,nuusutama
996,fühlen::V,бил,tundma
997,scheinen::V,көһүн,näida
998,scheinen::V,көһүн,ilmuda
999,zu sehen sein::V,көһүн,ilmuma
1000,vernehmen::V,иһит,üle kuulama
1001,frieren::V,тоҥ,külmetada
1002,frieren::V,үлүй,külmetada
1003,tun::V,гын,tegema
1004,können::V,кыай,võima
1005,können::V,кыай,oskama
1006,wollen::V,баҕар,tahtma
1007,anfangen::V,саҕалаа,hakkama
1008,anfangen::V,саҕалаа,alustama
1009,beenden::V,бүтэр,lõpetama
1010,aufhören::V,уурай,lakkama
1011,gelingen::V,сатан,õnnestuma
1012,geraten::V,баар буолан биэр,jõudma
1013,geraten::V,баар буола тус,jõudma
1014,geraten::V,буолан таҕыс,jõudma
1015,öffnen::V,ас,avama
1016,schließen::V,сап,sulgema
1017,schließen::V,хатаа,sulgema
1018,stellen::V,уур,panema
1019,stellen::V,уур,asetama
1020,stellen::V,туруор,panema
1021,stellen::V,туруор,asetama
1022,setzen::V,туруор,panema
1023,setzen::V,уур,panema
1024,legen::V,уур,panema
1025,legen::V,уур,asetama
1026,berühren::V,тыыт,riivama
1027,berühren::V,тыыт,puudutama
1028,berühren::V,таарый,riivama
1029,berühren::V,таарый,puudutama
1030,verbinden::V,кэлгий,ühendama
1031,bedecken::V,бүрүй,katma
1032,aufhängen::V,ыйаа,riputama
1033,anzünden::V,умат,süütama
1034,aufheben::V,өрө тарт,üles tõstma
1035,zurücklassen::V,бырах,jätma
1036,verlieren::V,сүтэр,kaotama
1037,fallen lassen::V,түһэр,maha pillama
1038,fallen lassen::V,түһэр,kukkuda laskma
1039,fallen lassen::V,мүлчү тут,maha pillama
1040,fallen lassen::V,мүлчү тут,kukkuda laskma
1041,machen::V,оҥор,tegema
1042,machen::V,оҥоһун,tegema
1043,herstellen::V,оҥор,valmistama
1044,bauen::V,тут,ehitama
1045,reparieren::V,абырахтаа,parandama
1046,verbessern::V,тупсар,parandama
1047,ändern::V,уларыт,muutma
1048,ändern::V,уларыт,ümber tegema
1049,graben::V,хас,kaevama
1050,beugen::V,бокут,painutama
1051,beugen::V,токурут,painutama
1052,beugen::V,бүк баттаа,painutama
1053,biegen::V,иэх,painutama
1054,biegen::V,өҕүлүннэр,painutama
1055,drehen::V,эргит,keerama
1056,drehen::V,эргичит,keerama
1057,wenden::V,эргилин,ümber pöörama
1058,umdrehen::V,түҥнэр,ümber keerama
1059,heben::V,көтөх,tõstma
1060,hochheben::V,таһаар,üles tõstma
1061,hochheben::V,таһаар,kõrgele tõstma
1062,ergreifen::V,тут,haarama
1063,halten::V,тут,hoidma
1064,drücken::V,ык,pigistama
1065,schieben::V,ас,lükkama
1066,kratzen::V,кыһыы,kraapima
1067,lecken::V,салаа,lakkuma
1068,beißen::V,ытыр,purema
1069,beißen::V,ытыр,hammustama
1070,abreißen::V,быһа тарт,rebima
1071,abreißen::V,быһа тарт,ära rebima
1072,abreißen::V,туура тарт,rebima
1073,abreißen::V,туура тарт,ära rebima
1074,abschneiden::V,быс,ära lõikama
1075,abschneiden::V,быһан ыл,ära lõikama
1076,abschneiden::V,быһа баттаа,ära lõikama
1077,binden::V,кэлгий,siduma
1078,stecken::V,батары ас,pistma
1079,brechen::V,тоһут,murdma
1080,klopfen::V,тоҥсуй,koputama
1081,hauen::V,оҕус,lööma
1082,kleben::V,силимнээ,kleepima
1083,reiben::V,аал,hõõruma
1084,streichen::V,сыбаа,silitama
1085,schleifen::V,чочуй,lihvima
1086,schleifen::V,чочуй,teritama
1087,schneiden::V,быс,lõikama
1088,rütteln::V,иэҕэҥнэт,raputama
1089,schütteln::V,сахсый,raputama
1090,schütteln::V,сахсый,loksutama
1091,schwenken::V,дайбаа,vehkima
1092,schwenken::V,дайбаа,lehvitama
1093,schütten::V,кут,kallama
1094,füllen::V,толор,täitma
1095,einwickeln::V,суулаа,sisse mähkima
1096,tragen::V,ит,kandma
1097,schleppen::V,сос,tassima
1098,schleppen::V,сос,lohistama
1099,ziehen::V,тарт,vedama
1100,ziehen::V,тарт,tõmbama
1101,aufbewahren::V,уур,säilitama
1102,aufbewahren::V,уур,alal hoidma
1103,aufbewahren::V,харай,säilitama
1104,aufbewahren::V,харай,alal hoidma
1105,werfen::V,бырах,viskama
1106,fangen::V,хап,püüdma
1107,packen::V,тут,kinni haarama
1108,packen::V,тут,kinni võtma
1109,verstecken::V,саһыар,peitma
1110,teilen::V,үллэр,jagama
1111,teilen::V,үллэр,jaotama
1112,schicken::V,ыыт,saatma
1113,bringen::V,аҕал,viima
1114,hinzufügen::V,эп,lisama
1115,bekommen::V,ыл,saama
1116,bekommen::V,булун,saama
1117,erhalten::V,ыл,saama
1118,nehmen::V,ыл,võtma
1119,wählen::V,быыбардаа,valima
1120,auswählen::V,тал,valima
1121,bewahren::V,харай,hoidma
1122,behindern::V,мэһэйдээ,takistama
1123,verderben::V,буорту гын,rikkuma
1124,beschädigen::V,алдьат,rikkuma
1125,zerbrechen::V,үлтүрүт,katki tegema
1126,zerreißen::V,хайыта тарт,katki rebima
1127,zerstören::V,алдьат,purustama
1128,verbrennen::V,уоттаа,põletama
1129,geben::V,биэр,andma
1130,reichen::V,аҕал,andma
1131,reichen::V,аҕал,ulatama
1132,schenken::V,бэлэхтээ,kinkima
1133,versprechen::V,эрэннэр,lubama
1134,versprechen::V,эрэннэр,tõotama
1135,wünschen::V,баҕар,soovima
1136,loben::V,хайҕаа,kiitma
1137,küssen::V,уураа,suudlema
1138,wiegen::V,бигээ,hällitama
1139,zudecken::V,сап,kaanetama
1140,zudecken::V,сап,kinni katma
1141,zudecken::V,бүрүй,kaanetama
1142,zudecken::V,бүрүй,kinni katma
1143,wecken::V,уһугуннар,äratama
1144,zeigen::V,көрдөр,näitama
1145,führen::V,салай,juhatama
1146,lehren::V,үөрэт,õpetama
1147,unterrichten::V,үөрэт,õpetama
1148,aufziehen::V,иит,üles kasvatama
1149,leiten::V,салай,juhtima
1150,antreiben::V,кыһай,ergutama
1151,lassen::V,күһэй,laskma
1152,einladen::V,ыҥыр,kutsuma
1153,vereinigen::V,холбоо,ühendama
1154,vereinigen::V,түм,ühendama
1155,besuchen::V,сырыт,külastama
1156,besuchen::V,билсэ сырыт,külastama
1157,treffen::V,көрүс,kohtama
1158,sich versammeln::V,мүһүн,kogunema
1159,sich versammeln::V,түмүс,kogunema
1160,spielen::V,оонньоо,mängima
1161,singen::V,ыллаа,laulma
1162,tanzen::V,үҥкүүлээ,tantsima
1163,sich trennen::V,араҕыс,lahku minema
1164,verlassen::V,хааллар,maha jätma
1165,retten::V,өрүһүй,päästma
1166,bewachen::V,араҥаччылаа,valvama
1167,schützen::V,көмүскээ,kaitsma
1168,verteidigen::V,көмүскээ,kaitsma
1169,sich schlagen::V,охсус,kaklema
1170,schießen::V,ытыалаа,tulistama
1171,siegen::V,хот,võitma
1172,siegen::V,кыай,võitma
1173,ärgern::V,кыыһырт,ärritama
1174,ärgern::V,кыыһырт,vihastama
1175,schlagen::V,оҕус,lööma
1176,treten::V,тэп,sõtkuma
1177,stechen::V,кэй,pistma
1178,stechen::V,кэй,torkama
1179,stoßen::V,кэп,tõukama
1180,stoßen::V,үтүрүй,tõukama
1181,stehlen::V,уор,varastama
1182,stören::V,мэһэйдээ,segama
1183,stören::V,мэһэйдээ,häirima
1184,belästigen::V,батар,ahistama
1185,verbergen::V,кистээ,peitma
1186,verbergen::V,кистээ,varjama
1187,täuschen::V,албыннаа,petma
1188,täuschen::V,албыннаа,tüssama
1189,betrügen::V,албыннаа,petma
1190,betrügen::V,албыннаа,tüssama
1191,betrügen::V,албыннаа,truudust murtma
1192,töten::V,өлөр,tapma
1193,töten::V,өлөр,surmama
1194,wohnen::V,олор,elama
1195,arbeiten::V,үлэлээ,töötama
1196,sammeln::V,мус,koguma
1197,sammeln::V,мус,korjama
1198,sammeln::V,хомуй,koguma
1199,sammeln::V,хомуй,korjama
1200,pflücken::V,үргээ,noppima
1201,jagen::V,бултаа,jahtima
1202,fischen::V,балыктаа,kalastama
1203,fischen::V,балыктаа,kala püüdma
1204,fassen::V,тут,püüdma
1205,hüten::V,манаа,karjatama
1206,treiben::V,үүр,ajama
1207,anbinden::V,баай,kinni siduma
1208,füttern::V,аһат,söötma
1209,melken::V,ыа,lüpsma
1210,hacken::V,кэрт,raiuma
1211,hacken::V,кэрт,lõhkuma
1212,gießen::V,сиигирт,kastma
1213,reifen::V,бус,valmima
1214,zubereiten::V,бэлэмнээ,valmistama
1215,kochen::V,буһар,keetma
1216,backen::V,буһар,küpsetama
1217,braten::V,хооруй,praadima
1218,braten::V,ыһаарылаа,praadima
1219,braten::V,соркуойдаа,praadima
1220,umrühren::V,былаа,segama
1221,stricken::V,өр,kuduma
1222,nähen::V,иистэн,õmblema
1223,färben::V,кырааскалаа,värvima
1224,reinigen::V,ыраастаа,puhastama
1225,waschen::V,сууй,pesema
1226,abwischen::V,сот,puhtaks pühkima
1227,spülen::V,сайҕаа,uhtma
1228,fegen::V,сиппий,pühkima
1229,kehren::V,харбаа,pühkima
1230,baden::V,сөтүөлээ,suplema
1231,baden::V,сөтүөлээ,kümblema
1232,sich waschen::V,суун,end pesema
1233,ausziehen::V,уһул,käest võtma
1234,ausziehen::V,уһул,jalast võtma
1235,ausziehen::V,уһул,seljast võtma
1236,anziehen::V,кэтэрт,jalga panema
1237,sich anziehen::V,таҥын,riietuma
1238,kämmen::V,тараа,kammima
1239,schmücken::V,симээ,kaunistama
1240,sagen::V,диэ,ütlema
1241,sprechen::V,эт,rääkima
1242,sprechen::V,эт,kõnelema
1243,sprechen::V,саҥар,rääkima
1244,sprechen::V,саҥар,kõnelema
1245,reden::V,кэпсэт,kõnelema
1246,sich unterhalten::V,кэпсэт,vestlema
1247,fragen::V,ыйыт,küsima
1248,bitten::V,көрдөс,paluma
1249,erzählen::V,кэпсээ,jutustama
1250,erzählen::V,сэһэргээ,jutustama
1251,mitteilen::V,биллэр,teatama
1252,mitteilen::V,биллэр,teada andma
1253,nennen::V,ааттаа,nimetama
1254,rufen::V,ыҥыр,kutsuma
1255,prahlen::V,чабылан,hooplema
1256,prahlen::V,киһиргээ,hooplema
1257,übersetzen::V,тылбаастаа,tõlkima
1258,denken::V,санаа,mõtlema
1259,denken::V,толкуйдаа,mõtlema
1260,glauben::V,итэҕэй,uskuma
1261,bemerken::V,бэлиэтээ,märkama
1262,erkennen::V,бил,ära tundma
1263,begreifen::V,өйдөө,aru saama
1264,verstehen::V,өйдөө,mõistma
1265,lernen::V,үөрэн,õppima
1266,wissen::V,бил,teadma
1267,sich erinnern an::V,аҕын,mäletama
1268,vergessen::V,умун,unustama
1269,messen::V,кэмнээ,mõõtma
1270,messen::V,кээмэйдээ,mõõtma
1271,zählen::V,аах,loendama
1272,rechnen::V,аах,arvutama
1273,lesen::V,аах,lugema
1274,malen::V,уруһуйдаа,maalima
1275,zeichnen::V,уруһуйдаа,joonistama
1276,schreiben::V,суруй,kirjutama
1277,besitzen::V,баһылаа,omama
1278,kaufen::V,атыылас,ostma
1279,verkaufen::V,атыылаа,müüma
1280,bezahlen::V,төлөө,tasuma
1281,zahlen::V,төлөө,maksma
1282,beherrschen::V,баһылаа,valitsema
1283,ertragen::V,тулуй,taluma
