,Concept_ID,bg,sk
211,Beere::N,плод,bobuľa
212,Apfel::N,ябълка,jablko
213,Pilz::N,гъба,hríb
214,Zwiebel::N,лук,cibuľa
215,Zwiebel::N,кромид,cibuľa
216,Saat::N,семе,osivo
217,Korn::N,зърно,zrno
218,Heu::N,сено,seno
219,Schale::N,кора,šupa
220,Schale::N,кора,škrupina
221,Grube::N,яма,jama
222,Grube::N,дупка,jama
223,Falle::N,примка,pasca
224,Falle::N,примка,klepec
225,Schlinge::N,клуп,slučka
226,Spur::N,диря,stopa
227,Spur::N,следа,stopa
228,Asche::N,пепел,popol
229,Dreck::N,кал,kal
230,Dreck::N,кал,blato
231,Eisen::N,желязо,železo
232,Gold::N,злато,zlato
233,Silber::N,сребро,striebro
234,Kohle::N,въглища,uhlie
235,Glas::N,стъкло,sklo
236,Lehm::N,глина,íl
237,Lehm::N,глина,hlina
238,Sand::N,пясък,piesok
239,Mensch::N,човек,človek
240,Mann::N,мъж,muž
241,Mann::N,мъж,chlap
242,Frau::N,жена,žena
243,Kind::N,дете,dieťa
244,Junge::N,момче,chlapec
245,Mädchen::N,момиче,dievka
246,Familie::N,фамилия,rodina
247,Familie::N,семейство,rodina
248,Großvater::N,дядо,dedo
249,Großvater::N,дядо,starý otec
250,Großmutter::N,баба,babička
251,Großmutter::N,баба,stará mať
252,Eltern::N,родители,rodičia
253,Vater::N,баща,otec
254,Mutter::N,майка,mať
255,Mutter::N,майка,matka
256,Sohn::N,син,syn
257,Tochter::N,дъщеря,dcéra
258,Bruder::N,брат,brat
259,Schwester::N,сестра,sestra
260,Onkel::N,чичо,ujo
261,Onkel::N,чичо,strýko
262,Onkel::N,вуйчо,ujo
263,Onkel::N,вуйчо,strýko
264,Tante::N,леля,teta
265,Tante::N,леля,tetka
266,Ehemann::N,съпруг,muž
267,Ehemann::N,съпруг,manžel
268,Ehefrau::N,съпруга,žena
269,Ehefrau::N,съпруга,manželka
270,Freude::N,радост,radosť
271,Gelächter::N,смях,smiech
272,Glück::N,щастие,šťastie
273,Kummer::N,тъга,žiaľ
274,Kummer::N,тъга,zármutok
275,Wunsch::N,желание,prianie
276,Lust::N,желание,chuť
277,Geist::N,дух,duch
278,Gedanke::N,мисъл,myšlienka
279,Gedächtnis::N,памет,pamäť
280,Verstand::N,ум,rozum
281,Verstand::N,разум,rozum
282,Sinn::N,смисъл,zmysel
283,Grund::N,причина,dôvod
284,Grund::N,причина,príčina
285,Wahrheit::N,правда,pravda
286,Gespräch::N,разговор,reč
287,Gespräch::N,разговор,rozhovor
288,Märchen::N,приказка,rozprávka
289,Erzählung::N,разказ,poviedka
290,Nachricht::N,вест,správa
291,Nachricht::N,известие,správa
292,Neuigkeit::N,новина,novinka
293,Name::N,име,meno
294,Rätsel::N,гатанка,záhada
295,Rätsel::N,гатанка,hádanka
296,Rede::N,реч,reč
297,Rede::N,слово,reč
298,Sprache::N,език,reč
299,Sprache::N,език,jazyk
300,Stimme::N,глас,hlas
301,Wort::N,дума,slovo
302,Zeichen::N,знак,znak
303,Ruf::N,зов,volanie
304,Ruf::N,зов,zavolanie
305,Lärm::N,шум,hluk
306,Lärm::N,шум,hurhaj
307,Lärm::N,глъчка,hluk
308,Lärm::N,глъчка,hurhaj
309,Laut::N,звук,zvuk
310,Ton::N,тон,tón
311,Ton::N,тон,zvuk
312,Lied::N,песен,pieseň
313,Ruhe::N,тишина,pokoj
314,Ruhe::N,спокойствие,pokoj
315,Leute::N,хора,ľudia
316,Volk::N,народ,ľud
317,Volk::N,народ,národ
318,Arbeit::N,труд,práca
319,Arbeit::N,труд,robota
320,Arbeit::N,работа,práca
321,Arbeit::N,работа,robota
322,Gast::N,гост,hosť
323,Geschenk::N,дар,dar
324,Geschenk::N,подарък,dar
325,Spiel::N,игра,hra
326,Gesellschaft::N,общество,spoločnosť
327,Hilfe::N,помощ,pomoc
328,Freund::N,приятел,priateľ
329,Kamerad::N,другар,kamarát
330,Angelegenheit::N,работа,vec
331,Angelegenheit::N,работа,záležitosť
332,Anzahl::N,брой,počet
333,Anzahl::N,брой,množstvo
334,Anzahl::N,количество,počet
335,Anzahl::N,количество,množstvo
336,Art::N,вид,druh
337,Stück::N,къс,kus
338,Stück::N,къс,kúsok
339,Stück::N,парче,kus
340,Stück::N,парче,kúsok
341,Teil::N,дял,časť
342,Teil::N,част,časť
343,Hälfte::N,половина,polka
344,Hälfte::N,половина,polovica
345,Kreis::N,кръг,kruh
346,Kreuz::N,кръст,kríž
347,Linie::N,черта,línia
348,Strich::N,щрих,čiara
349,Strich::N,черта,čiara
350,Abstand::N,дистанция,vzdialenosť
351,Abstand::N,разстояние,vzdialenosť
352,Entfernung::N,разстояние,vzdialenosť
353,Gegend::N,местност,kraj
354,Gegend::N,местност,krajina
355,Platz::N,място,miesto
356,Ort::N,място,miesto
357,Seite::N,страна,bok
358,Seite::N,страна,strana
359,Mitte::N,среда,stred
360,Gegenstand::N,предмет,predmet
361,Sache::N,вещ,vec
362,Rand::N,ръб,kraj
363,Rand::N,ръб,okraj
364,Kante::N,ръб,hrana
365,Kante::N,кант,hrana
366,Ecke::N,ъгъл,roh
367,Spitze::N,връх,hrot
368,Spitze::N,връх,špička
369,Spitze::N,острие,hrot
370,Spitze::N,острие,špička
371,Ende::N,край,koniec
372,Loch::N,дупка,diera
373,Winkel::N,кът,kút
374,Winkel::N,ъгъл,kút
375,Muster::N,десен,vzor
376,Muster::N,десен,vzorka
377,Muster::N,образец,vzor
378,Muster::N,образец,vzorka
379,Größe::N,големина,veľkosť
380,Länge::N,дължина,dĺžka
381,Höhe::N,висота,výška
382,Höhe::N,височина,výška
383,Gewicht::N,тегло,váha
384,Gewicht::N,тежест,váha
385,Menge::N,количество,množstvo
386,Haufen::N,куп,hŕba
387,Haufen::N,грамада,hŕba
388,Reihe::N,ред,rad
389,Reihe::N,редица,rad
390,Boot::N,лодка,čln
391,Ruder::N,весло,veslo
392,Ruder::N,гребло,veslo
393,Schlitten::N,шейна,sane
394,Ski::N,ски,lyža
395,Lagerfeuer::N,огнище,táborák
396,Last::N,товар,ťarcha
397,Last::N,товар,bremeno
398,Gang::N,ход,chôdza
399,Gang::N,вървеж,chôdza
400,Schritt::N,стъпка,krok
401,Norden::N,север,sever
402,Süden::N,юг,juh
403,Westen::N,запад,západ
404,Osten::N,изток,východ
405,Holz::N,дърво,drevo
406,Brett::N,дъска,doska
407,Stange::N,прът,tyč
408,Stange::N,върлина,tyč
409,Stock::N,прът,palica
410,Stock::N,тояга,palica
411,Stab::N,прът,palica
412,Rohr::N,цев,rúra
413,Rohr::N,тръба,rúra
414,Haus::N,къща,dom
415,Heim::N,дом,domov
416,Ofen::N,печка,pec
417,Ofen::N,печка,kachle
418,Fußboden::N,под,dlážka
419,Fußboden::N,под,podlaha
420,Tisch::N,маса,stôl
421,Stuhl::N,стол,stolička
422,Wiege::N,люлка,kolíska
423,Bett::N,легло,lôžko
424,Bett::N,легло,posteľ
425,Bett::N,креват,lôžko
426,Bett::N,креват,posteľ
427,Regal::N,рафт,regál
428,Regal::N,рафт,polica
429,Regal::N,етажерка,regál
430,Regal::N,етажерка,polica
431,Kiste::N,кутия,debna
432,Kiste::N,сандък,debna
433,Fenster::N,прозорец,okno
434,Fenster::N,прозорец,oblok
435,Tür::N,врата,dvere
436,Tor::N,врата,vráta
437,Zaun::N,ограда,plot
438,Zaun::N,ограда,ohrada
439,Dach::N,покрив,krov
440,Dach::N,покрив,strecha
441,Leiter::N,стълба,rebrík
442,Leiter::N,стълба,rebrina
443,Besen::N,метла,metla
444,Spaten::N,лопата,rýľ
445,Schaufel::N,лопата,lopata
446,Gabel::N,вилица,vidlička
447,Löffel::N,лъжица,lyžica
448,Messer::N,нож,nôž
449,Nagel::N,гвоздей,klinec
450,Netz::N,мрежа,sieť
451,Haken::N,кука,hák
452,Haken::N,кука,háčik
453,Haken::N,закачалка,hák
454,Haken::N,закачалка,háčik
455,Griff::N,ръчка,rukoväť
456,Griff::N,дръжка,rukoväť
457,Schloss::N,брава,zámka
458,Schloss::N,ключалка,zámka
459,Bild::N,картина,obraz
460,Figur::N,фигура,figúra
461,Puppe::N,кукла,bábka
462,Puppe::N,кукла,bábika
463,Beutel::N,кесия,vrece
464,Beutel::N,кесия,vrecko
465,Bündel::N,връзка,uzlík
466,Bündel::N,връзка,zväzok
467,Tasche::N,чанта,taška
468,Tasche::N,чанта,kabelka
469,Eimer::N,кофа,vedro
470,Deckel::N,капак,vrchnák
471,Deckel::N,капак,pokrývka
472,Deckel::N,похлупак,vrchnák
473,Deckel::N,похлупак,pokrývka
474,Geschirr::N,съдове,nádoba
475,Sack::N,чувал,mech
476,Sack::N,чувал,vrece
477,Tasse::N,чаша,šálka
478,Topf::N,гърне,hrniec
479,Topf::N,тенджера,hrniec
480,Kessel::N,котел,kotol
481,Essen::N,ядене,jedlo
482,Nahrung::N,храна,strava
483,Nahrung::N,храна,potrava
484,Speise::N,ястие,jedlo
485,Fleisch::N,месо,mäso
486,Getreide::N,зърнено храни,obilie
487,Brei::N,каша,kaša
488,Brot::N,хляб,chlieb
489,Scheibe::N,резен,kotúč
490,Scheibe::N,резен,krajec
491,Fett::N,мазнина,tuk
492,Fett::N,мазнина,masť
493,Butter::N,масло,maslo
494,Öl::N,олио,olej
495,Öl::N,оливия,olej
496,Salz::N,сол,soľ
497,Suppe::N,супа,polievka
498,Honig::N,мед,med
499,Milch::N,мляко,mlieko
500,Tee::N,чай,čaj
501,Leder::N,кожа,koža
502,Wolle::N,вълна,vlna
503,Stoff::N,плат,súkno
504,Stoff::N,материал,súkno
505,Nadel::N,игла,ihla
506,Faden::N,конец,niť
507,Faden::N,конец,vlákno
508,Knopf::N,копче,gombík
509,Knoten::N,възел,uzol
510,Farbe::N,боя,farba
511,Kleidung::N,дрехи,šaty
512,Kleidung::N,дрехи,šatstvo
513,Kleidung::N,облекло,šaty
514,Kleidung::N,облекло,šatstvo
515,Hemd::N,риза,košeľa
516,Kragen::N,яка,golier
517,Ärmel::N,ръкав,rukáv
518,Hose::N,панталони,nohavice
519,Gürtel::N,пояс,pás
520,Gürtel::N,пояс,opasok
521,Gürtel::N,колан,pás
522,Gürtel::N,колан,opasok
523,Mütze::N,каскет,čiapka
524,Mütze::N,фуражка,čiapka
525,Schuh::N,обувка,obuv
526,Schuh::N,обувка,topánka
527,Stiefel::N,ботуш,čižma
528,Ring::N,пръстен,prsteň
529,Band::N,лента,stuha
530,Band::N,връзка,stuha
531,Kamm::N,гребен,hrebeň
532,Spiegel::N,огледало,zrkadlo
533,Riemen::N,каиш,remeň
534,Riemen::N,ремък,remeň
535,Schnur::N,връв,šnúra
536,Leine::N,връв,vodidlo
537,Leine::N,въже,vodidlo
538,Decke::N,покривка,deka
539,Decke::N,покривка,prikrývka
540,Kissen::N,възглавница,poduška
541,Tuch::N,сукно,šatka
542,Handtuch::N,пешкир,uterák
543,Handtuch::N,кърпа за лице,uterák
544,Kraft::N,мощ,moc
545,Kraft::N,сила,moc
546,Stärke::N,сила,sila
547,Gesundheit::N,здраве,zdravie
548,Krankheit::N,болест,nemoc
549,Krankheit::N,болест,choroba
550,Schmerz::N,болка,bolesť
551,Wunde::N,рана,rana
552,Fieber::N,треска,horúčka
553,Fieber::N,температура,horúčka
554,Arznei::N,лек,liek
555,Arznei::N,лекарство,liek
556,Brücke::N,мост,most
557,Brunnen::N,чешма,studňa
558,Brunnen::N,кладенец,studňa
559,Weide::N,паша,pastva
560,Weide::N,пасище,pastva
561,Pfad::N,пътека,chodník
562,Weg::N,път,cesta
563,Straße::N,шосе,hradská
564,Dorf::N,село,dedina
565,Stadt::N,град,mesto
566,Brief::N,писмо,list
567,Buch::N,книга,kniha
568,Buchstabe::N,буква,litera
569,Buchstabe::N,буква,písmeno
570,Zeitung::N,вестник,noviny
571,Leben::N,живот,život
572,Tod::N,смърт,smrť
573,Grab::N,гроб,hrob
574,Kirche::N,църква,kostol
575,Sünde::N,грях,hriech
576,Gott::N,бог,boh
577,Arbeiter::N,работник,robotník
578,Arbeiter::N,работник,pracnovík
579,Chef::N,шеф,šéf
580,Chef::N,шеф,riaditeľ
581,Chef::N,началник,šéf
582,Chef::N,началник,riaditeľ
583,Meister::N,майстор,majster
584,Arzt::N,лекар,lekár
585,Lehrer::N,учител,učiteľ
586,Geld::N,пари,peniaze
587,Geschäft::N,сделка,obchod
588,Laden::N,дюкян,obchod
589,Laden::N,магазин,obchod
590,Preis::N,цена,cena
591,Ware::N,стока,tovar
592,Nutzen::N,полза,osoh
593,Nutzen::N,полза,úžitok
594,Nutzen::N,облага,osoh
595,Nutzen::N,облага,úžitok
596,Reichtum::N,богатство,bohatstvo
597,Welt::N,свят,svet
598,Land::N,страна,územie
599,Land::N,страна,krajina
600,Staat::N,щат,štát
601,Staat::N,държава,štát
602,König::N,крал,kráľ
603,Macht::N,мощ,moc
604,Macht::N,мощ,mocnosť
605,Macht::N,власт,moc
606,Macht::N,власт,mocnosť
607,Grenze::N,граница,hranica
608,Krieg::N,война,vojna
609,Feind::N,враг,nepriateľ
610,Feind::N,неприятел,nepriateľ
611,Gewalt::N,сила,násilie
612,Gewalt::N,насилие,násilie
613,Kampf::N,борба,boj
614,Kampf::N,сражение,boj
615,Bogen[Waffe]::N,лък,luk
616,Pfeil::N,стрела,šíp
617,Pfeil::N,стрела,strela
618,Gewehr::N,пушка,puška
619,Fehler::N,грешка,omyl
620,Fehler::N,грешка,chyba
621,Lüge::N,лъжа,lož
622,Schaden::N,повреда,ujma
623,Schaden::N,повреда,škoda
624,Unglück::N,нещастие,nešťastie
625,Schuld::N,вина,vina
626,Schuld::N,вина,previnenie
627,Alter::N,възраст,vek
628,Schluss::N,край,záver
629,Schluss::N,край,koniec
630,Zeit::N,време,čas
631,Tag::N,ден,deň
632,Morgen::N,утро,ráno
633,Morgen::N,сутрин,ráno
634,Mittag::N,обед,poludnie
635,Mittag::N,пладне,poludnie
636,Abend::N,вечер,večer
637,Nacht::N,нощ,noc
638,Woche::N,седмица,týždeň
639,Monat::N,месец,mesiac
640,Jahr::N,година,rok
641,Frühling::N,пролет,jar
642,Sommer::N,лято,leto
643,Herbst::N,есен,jeseň
644,Winter::N,зима,zima
645,Januar::N,януари,január
646,Februar::N,февруари,február
647,März::N,март,marec
648,April::N,април,apríl
649,Mai::N,май,máj
650,Juni::N,юни,jún
651,Juli::N,юли,júl
652,August::N,август,august
653,September::N,септември,september
654,Oktober::N,октомври,október
655,November::N,ноември,november
656,Dezember::N,декември,december
657,Montag::N,понеделник,pondelok
658,Dienstag::N,вторник,utorok
659,Mittwoch::N,сряда,streda
660,Donnerstag::N,четвъртък,štvrtok
661,Freitag::N,петък,piatok
662,Samstag::N,събота,sobota
663,Sonntag::N,неделя,nedeľa
664,groß::A,едър,veľký
665,groß::A,голям,veľký
666,klein::A,малък,malý
667,klein::A,дребен,malý
668,lang::A,дълъг,dlhý
669,kurz::A,къс,krátky
670,breit::A,широк,široký
671,schmal::A,тесен,úzky
672,dicht::A,гъст,hustý
673,dick[Gegenstand]::A,дебел,tlstý
674,dünn::A,тънък,tenký
675,fein::A,фин,jemný
676,fein::A,тънък,jemný
677,fest::A,твърд,pevný
678,fest::A,плътен,pevný
679,flach::A,равен,rovný
680,flach::A,равен,plochý
681,flach::A,плосък,rovný
682,flach::A,плосък,plochý
683,glatt::A,гладък,hladký
684,hart::A,твърд,tvrdý
685,hart::A,корав,tvrdý
686,weich::A,мек,mäkký
687,rund::A,кръгъл,guľatý
688,rund::A,кръгъл,okrúhly
689,spitz::A,островръх,končitý
690,scharf::A,остър,ostrý
691,stumpf::A,тъп,tupý
692,schwer::A,тежък,ťažký
693,schön::A,хубав,pekný
694,schön::A,хубав,krásny
695,schön::A,красив,pekný
696,schön::A,красив,krásny
697,heiß::A,жарък,horúci
698,warm::A,топъл,teplý
699,kalt::A,студен,studený
700,kühl::A,хладен,chladný
701,frisch::A,свеж,svieži
702,feucht::A,влажен,vlhký
703,feucht::A,влажен,zvlhnutý
704,nass::A,мокър,mokrý
705,trocken::A,сух,suchý
706,voll::A,пълен,plný
707,leer::A,празен,prázdny
708,offen::A,откровен,otvorený
709,geschlossen::A,закрит,zavretý
710,geschlossen::A,затворен,zavretý
711,sauber::A,чист,čistý
712,schmutzig::A,мръсен,špinavý
713,roh::A,суров,surový
714,reif::A,зрял,zrelý
715,lecker::A,вкусен,chutný
716,süß::A,сладък,sladký
717,bitter::A,горчив,horký
718,sauer::A,кисел,kyslý
719,hell::A,ясен,jasný
720,hell::A,ясен,svetlý
721,hell::A,светъл,jasný
722,hell::A,светъл,svetlý
723,dunkel::A,тъмен,temný
724,schwarz::A,черен,čierny
725,weiß::A,бял,biely
726,rot::A,червен,červený
727,gelb::A,жълт,žltý
728,blau::A,син,modrý
729,blau::A,син,belasý
730,grün::A,зелен,zelený
731,grau::A,сив,šedý
732,bunt::A,шарен,pestrý
733,bunt::A,пъстър,pestrý
734,billig::A,евтин,lacný
735,teuer::A,скъп,drahý
736,wertvoll::A,ценен,cenný
737,blind::A,сляп,slepý
738,taub::A,глух,hluchý
739,kräftig::A,силен,silný
740,stark::A,здрав,silný
741,stark::A,силен,silný
742,schwach::A,слаб,slabý
743,schwach::A,слаб,bezvládny
744,fett::A,тлъст,tučný
745,schlank::A,тънък,štíhly
746,schlank::A,строен,štíhly
747,hübsch::A,хубав,šumný
748,hübsch::A,хубав,švárny
749,böse::A,зъл,zlý
750,dumm::A,глупав,hlúpy
751,faul::A,ленив,lenivý
752,faul::A,мързелив,lenivý
753,fleißig::A,прилежен,snaživý
754,fleißig::A,прилежен,usilovný
755,geizig::A,скъпернически,skupý
756,geizig::A,скъпернически,lakomý
757,klug::A,умен,múdry
758,klug::A,умен,bystrý
759,klug::A,разумен,múdry
760,klug::A,разумен,bystrý
761,geschickt::A,умел,zručný
762,geschickt::A,умел,šikovný
763,geschickt::A,сръчен,zručný
764,geschickt::A,сръчен,šikovný
765,lieb::A,мил,milý
766,lieb::A,драг,milý
767,lustig::A,весел,veselý
768,sanft::A,нежен,nežný
769,sanft::A,кротък,nežný
770,hungrig::A,гладен,lačný
771,hungrig::A,гладен,hladný
772,krank::A,болен,chorý
773,krank::A,болен,nemocný
774,nackt::A,гол,nahý
775,traurig::A,тъжен,smutný
776,traurig::A,печален,smutný
777,lebendig::A,жив,živý
778,gut::A,добър,dobrý
779,schlecht::A,лош,zlý
780,richtig::A,правилен,správny
781,schlimm::A,лош,zlý
782,schlimm::A,лош,nepríjemný
783,wahr::A,верен,pravý
784,wahr::A,верен,pravdivý
785,wahr::A,истински,pravý
786,wahr::A,истински,pravdivý
787,alt::A,стар,starý
788,alt::A,древен,starý
789,neu::A,нов,nový
790,ehemalig::A,бивш,bývalý
791,alt[Lebewesen]::A,стар,starý
792,jung::A,млад,mladý
793,arm::A,беден,chudobný
794,reich::A,богат,bohatý
795,bekannt::A,познат,známy
796,bekannt::A,известен,známy
797,berühmt::A,почут,slávny
798,berühmt::A,почут,povestný
799,berühmt::A,известен,slávny
800,berühmt::A,известен,povestný
801,fremd::A,чужд,cudzí
802,verschieden::A,разен,rôzny
803,verschieden::A,разен,rozličný
804,verschieden::A,различен,rôzny
805,verschieden::A,различен,rozličný
806,nah::A,близък,blízky
807,fern::A,далечен,ďaleký
808,linker::A,ляв,ľavý
809,rechter::A,прав,pravý
810,anderer::A,друг,iný
811,anderer::A,друг,druhý
812,erster::A,пръв,prvý
813,erster::A,първи,prvý
814,zweiter::A,втори,druhý
815,dritter::A,трети,tretí
816,letzter::A,последен,ostatný
817,letzter::A,последен,posledný
818,allein::ADV,само,sám
819,auf einmal::ADV,същевременно,zároveň
820,zusammen::ADV,заедно,spolu
821,zusammen::ADV,заедно,spoločne
822,lange::ADV,дълго,dlho
823,plötzlich::ADV,изведнъж,náhle
824,sofort::ADV,веднага,hneď
825,sofort::ADV,веднага,ihneď
826,später::ADV,по-късно,neskoršie
827,jetzt::ADV,сега,teraz
828,heute::ADV,днес,dnes
829,morgen::ADV,утре,zajtra
830,bald::ADV,скоро,skoro
831,dann::ADV,после,nato
832,dann::ADV,после,potom
833,dann::ADV,тогава,nato
834,dann::ADV,тогава,potom
835,gestern::ADV,вчера,včera
836,einst::ADV,някога,kedysi
837,einst::ADV,някога,niekedy
838,damals::ADV,тогава,vtedy
839,danach::ADV,после,potom
840,danach::ADV,после,podľa toho
841,danach::ADV,след това,potom
842,danach::ADV,след това,podľa toho
843,vorher::ADV,преди,napred
844,vorher::ADV,преди,predtým
845,vorher::ADV,преди това,napred
846,vorher::ADV,преди това,predtým
847,zuerst::ADV,най-напред,najprv
848,einmal::ADV,веднъж,raz
849,einmal::ADV,веднъж,jedenkrát
850,einmal::ADV,един път,raz
851,einmal::ADV,един път,jedenkrát
