,Concept_ID,hr,lt
807,wertvoll::A,vrijedan,vertingas
808,wertvoll::A,dragocjen,vertingas
809,blind::A,slijep,aklas
810,taub::A,gluh,kurčias
811,kräftig::A,snažan,stiprus
812,stark::A,jak,stiprus
813,stark::A,snažan,stiprus
814,schwach::A,slab,silpnas
815,fett::A,pretio,riebus
816,schlank::A,vitak,laibas
817,schlank::A,vitak,lieknas
818,hübsch::A,zgodan,gražus
819,böse::A,zao,blogas
820,böse::A,opak,blogas
821,dumm::A,glup,paikas
822,dumm::A,glup,kvailas
823,faul::A,lijen,tingus
824,fleißig::A,radin,stropus
825,fleißig::A,radin,kruopštus
826,fleißig::A,marljiv,stropus
827,fleißig::A,marljiv,kruopštus
828,geizig::A,škrt,šykštus
829,klug::A,razborit,sumanus
830,klug::A,razborit,protingas
831,geschickt::A,vješt,apsukrus
832,lieb::A,drag,mielas
833,lustig::A,veseo,smagus
834,lustig::A,veseo,linksmas
835,sanft::A,blag,švelnus
836,sanft::A,blag,minkštas
837,hungrig::A,gladan,alkanas
838,krank::A,bolestan,ligotas
839,krank::A,bolestan,sergantis
840,nackt::A,nag,nuogas
841,traurig::A,tužan,liūdnas
842,traurig::A,žalostan,liūdnas
843,lebendig::A,živ,gyvas
844,gut::A,dobar,geras
845,schlecht::A,loš,blogas
846,schlecht::A,loš,prastas
847,schlecht::A,rđav,blogas
848,schlecht::A,rđav,prastas
849,richtig::A,tačan,tikras
850,richtig::A,tačan,teisingas
851,richtig::A,ispravan,tikras
852,richtig::A,ispravan,teisingas
853,schlimm::A,zao,blogas
854,schlimm::A,zao,prastas
855,schlimm::A,zločest,blogas
856,schlimm::A,zločest,prastas
857,wahr::A,istinit,tikras
858,alt::A,star,senas
859,neu::A,nov,naujas
860,ehemalig::A,bivši,buvęs
861,alt[Lebewesen]::A,star,pagyvenęs
862,jung::A,mlad,jaunas
863,arm::A,ubog,neturtingas
864,arm::A,siromašan,neturtingas
865,reich::A,bogat,turtingas
866,bekannt::A,poznat,žinomas
867,bekannt::A,poznat,pažįstamas
868,berühmt::A,čuven,žymus
869,berühmt::A,čuven,garsus
870,berühmt::A,slavan,žymus
871,berühmt::A,slavan,garsus
872,fremd::A,tuđ,svetimas
873,fremd::A,stran,svetimas
874,verschieden::A,razan,įvairus
875,verschieden::A,različan,įvairus
876,nah::A,blizak,artimas
877,fern::A,dalek,tolimas
878,fern::A,daljnji,tolimas
879,linker::A,lijevi,kairys
880,rechter::A,desni,dešinys
881,anderer::A,drugi,kitas
882,anderer::A,drugačiji,kitas
883,erster::A,prvi,pirmas
884,zweiter::A,drugi,antras
885,dritter::A,treći,trečias
886,letzter::A,zadnji,paskutinis
887,allein::ADV,sam,vienas
888,auf einmal::ADV,istodobno,iš karto
889,zusammen::ADV,skupa,kartu
890,zusammen::ADV,skupa,drauge
891,zusammen::ADV,zajedno,kartu
892,zusammen::ADV,zajedno,drauge
893,lange::ADV,dugo,ilgai
894,plötzlich::ADV,naglo,staiga
895,plötzlich::ADV,iznenada,staiga
896,sofort::ADV,odmah,tuojau
897,später::ADV,kasnije,vėliau
898,später::ADV,kasnije,paskiau
899,jetzt::ADV,sad,dabãr
900,jetzt::ADV,sada,dabãr
901,heute::ADV,danas,šiandien
902,morgen::ADV,sutra,rytoj
903,bald::ADV,skoro,greitai
904,bald::ADV,skoro,netrukus
905,bald::ADV,doskora,greitai
906,bald::ADV,doskora,netrukus
907,dann::ADV,zatim,po to
908,gestern::ADV,juče,vakar
909,gestern::ADV,jučer,vakar
910,einst::ADV,negda,kadaise
911,einst::ADV,negda,kitą kartą
912,einst::ADV,nekada,kadaise
913,einst::ADV,nekada,kitą kartą
914,damals::ADV,tada,anuomet
915,damals::ADV,tada,anuokart
916,damals::ADV,onda,anuomet
917,damals::ADV,onda,anuokart
918,danach::ADV,poslije,po to
919,danach::ADV,poslije,paskui
920,danach::ADV,nakon toga,po to
921,danach::ADV,nakon toga,paskui
922,vorher::ADV,prije,anksčiau
923,vorher::ADV,prije toga,anksčiau
924,zuerst::ADV,prvo,pirma
925,zuerst::ADV,prvo,iš pradžių̃
926,zuerst::ADV,najprije,pirma
927,zuerst::ADV,najprije,iš pradžių̃
928,einmal::ADV,jednom,kartą
929,einmal::ADV,jednom,vieną kartą
930,einmal::ADV,jedanput,kartą
931,einmal::ADV,jedanput,vieną kartą
932,manchmal::ADV,katkad,kai kada
933,manchmal::ADV,katkada,kai kada
934,oft::ADV,često,dažnai
935,immer::ADV,vazda,visada
936,immer::ADV,vazda,visuomet
937,immer::ADV,uvijek,visada
938,immer::ADV,uvijek,visuomet
939,niemals::ADV,nikad,niekada
940,niemals::ADV,nikad,niekuomet
941,niemals::ADV,nikada,niekada
942,niemals::ADV,nikada,niekuomet
943,hier::ADV,tu,čia
944,hier::ADV,ovdje,čia
945,hierhin::ADV,amo,šen
946,hierhin::ADV,amo,čionai
947,hierhin::ADV,ovamo,šen
948,hierhin::ADV,ovamo,čionai
949,von hier::ADV,odavde,iš čia
950,dort::ADV,ondje,ten
951,dort::ADV,ondje,tenai
952,dorthin::ADV,onamo,ten
953,dorthin::ADV,onamo,ten link
954,geradeaus::ADV,ravno,tiesiai
955,vorwärts::ADV,naprijed,pirmyn
956,rückwärts::ADV,natrag,atbulai
957,zurück::ADV,nazad,atgal
958,zurück::ADV,natrag,atgal
959,unten::ADV,dolje,žemai
960,unten::ADV,dolje,apačioje
961,hinab::ADV,nizbrdo,žemyn
962,oben::ADV,gore,viršuj
963,hinauf::ADV,uzbrdo,aukštyn
964,hinauf::ADV,uzbrdo,į viršų
965,überall::ADV,svuda,visur
966,überall::ADV,svagdje,visur
967,nicht::ADV,ne,ne
968,ein wenig::ADV,malo,truputį
969,kaum::ADV,tek,vos
970,kaum::ADV,jedva,vos
971,sehr::ADV,jako,labai
972,sehr::ADV,jako,baisiai
973,sehr::ADV,veoma,labai
974,sehr::ADV,veoma,baisiai
975,so::ADV,tako,taip
976,so::ADV,ovako,taip
977,noch::ADV,još,dar
978,nur::ADV,samo,tik
979,nur::ADV,samo,vien
980,schon::ADV,već,jau
981,wieder::ADV,opet,vėl
982,wieder::ADV,opet,iš naujo
983,wieder::ADV,ponovo,vėl
984,wieder::ADV,ponovo,iš naujo
985,vergebens::ADV,uzalud,veltui
986,vergebens::ADV,uzalud,bergždžiai
987,vergebens::ADV,zabadava,veltui
988,vergebens::ADV,zabadava,bergždžiai
989,vor::PRP,pred,prieš
990,vor::PRP,ispred,prieš
991,hinter::PRP,za,už
992,hinter::PRP,iza,už
993,unter::PRP,pod,po
994,unter::PRP,ispod,po
995,durch::PRP,po,pro
996,durch::PRP,po,per
997,durch::PRP,kroz,pro
998,durch::PRP,kroz,per
999,neben::PRP,kraj,prie
1000,neben::PRP,kraj,šalia
1001,neben::PRP,pored,prie
1002,neben::PRP,pored,šalia
1003,neben::PRP,pokraj,prie
1004,neben::PRP,pokraj,šalia
1005,zwischen::PRP,među,tarp
1006,zwischen::PRP,između,tarp
1007,wegen::PRP,radi,dėl
1008,wegen::PRP,radi,dėlei
1009,wegen::PRP,zbog,dėl
1010,wegen::PRP,zbog,dėlei
1011,dies::PRN,ovo,šis
1012,dies::PRN,ovo,šitas
1013,das::PRN,to,tat
1014,das::PRN,ono,tat
1015,alles::PRN,sve,visas
1016,ich::PRN,ja,aš
1017,du::PRN,ti,tu
1018,er::PRN,on,jis
1019,wir::PRN,mi,mes
1020,ihr::PRN,vi,jūs
1021,sie::PRN,oni,ji
1022,sie::PRN,oni,jos
1023,was::FPRN,što,kas
1024,wer::FPRN,tko,kas
1025,wo::FADV,gdje,kur
1026,wohin::FADV,kuda,kur
1027,wohin::FADV,kuda,kur link
1028,wohin::FADV,kamo,kur
1029,wohin::FADV,kamo,kur link
1030,wie::FADV,kako,kaip
1031,warum::FADV,zašto,kod̃ėl
1032,warum::FADV,zašto,dėl ko
1033,wieviel::FNUM,koliko,kiek
1034,eins::NUM,jedan,vienas
1035,zwei::NUM,dva,du
1036,drei::NUM,tri,trys
1037,vier::NUM,četiri,keturi
1038,fünf::NUM,pet,penki
1039,sechs::NUM,šest,šeši
1040,sieben::NUM,sedam,septyni
1041,acht::NUM,osam,aštuoni
1042,neun::NUM,devet,devyni
1043,zehn::NUM,deset,dešimt
1044,elf::NUM,jedanaest,vienuolika
1045,zwölf::NUM,dvanaest,dvylika
1046,zwanzig::NUM,dvadeset,dvidešimt
1047,dreißig::NUM,trideset,trisdešimt
1048,vierzig::NUM,četrdeset,keturiasdešimt
1049,fünfzig::NUM,pedeset,penkiasdešimt
1050,sechzig::NUM,šezdeset,šešiasdešimt
1051,siebzig::NUM,sedamdeset,septyniasdešimt
1052,achtzig::NUM,osamdeset,aštuoniasdešimt
1053,neunzig::NUM,devetdeset,devyniasdešimt
1054,hundert::NUM,sto,šimtas
1055,tausend::NUM,tisuća,tūkstantis
1056,und::CNJ,i,ĩr
1057,und::CNJ,te,ĩr
1058,oder::CNJ,ili,ar
1059,oder::CNJ,ili,arba
1060,stehen::V,stajati,stovėti
1061,sitzen::V,sjediti,sėdėti
1062,liegen::V,ležati,gulėti
1063,hängen::V,visiti,kyboti
1064,hängen::V,visiti,kabėti
1065,werden::V,postati,taptis
1066,werden::V,postati,darytis
1067,werden::V,činiti se,taptis
1068,werden::V,činiti se,darytis
1069,passieren::V,desiti se,atsitikti
1070,passieren::V,desiti se,pasitaikyti
1071,passieren::V,dogoditi se,atsitikti
1072,passieren::V,dogoditi se,pasitaikyti
1073,beginnen::V,početi,prasid́ėti
1074,enden::V,prestati,baigtis
1075,enden::V,svršiti se,baigtis
1076,wechseln::V,mijenjati se,keistis
1077,wechseln::V,mijenjati se,pasikeisti
1078,aufgehen[Sonne]::V,izići,tekėti
1079,aufgehen[Sonne]::V,izići,patekėti
1080,untergehen[Sonne]::V,zaći,leistis
1081,untergehen[Sonne]::V,zaći,nusileisti
1082,scheinen[Sonne]::V,sijati,šviesti
1083,donnern::V,grmjeti,griausti
1084,donnern::V,grmjeti,griaudėti
1085,wehen::V,duhati,pūsti
1086,strömen::V,strujati,lietis
1087,strömen::V,strujati,plūsti
1088,fließen::V,teći,tekėti
1089,sich drehen::V,obrtati se,suktis
1090,sich drehen::V,obrtati se,pasisukti
1091,sich drehen::V,vrtjeti se,suktis
1092,sich drehen::V,vrtjeti se,pasisukti
1093,schwanken::V,teturati,svyruoti
1094,schwanken::V,kolebati se,svyruoti
1095,schwingen::V,njihati,suptis
1096,schwingen::V,titrati,suptis
1097,fallen::V,padati,pulti
1098,fallen::V,padati,kristi
1099,brennen::V,gorjeti,degti
1100,rauchen::V,dimiti se,rūkyti
1101,regnen::V,kišiti,lyti
1102,regnen::V,daždjeti,lyti
1103,gefrieren::V,smrznuti se,užšalti
1104,tauen::V,kopnjeti,tirpti
1105,tauen::V,kraviti se,tirpti
1106,schmelzen::V,topiti se,lydytis
1107,trocknen::V,sušiti se,džiūti
1108,sieden::V,kipjeti,virti
1109,sieden::V,ključati,virti
1110,faulen::V,gnjiti,pūti
1111,verfaulen::V,sagnjiti,švinkti
1112,reißen::V,otrgnuti se,plyšti
1113,reißen::V,otrgnuti se,trūkti
1114,versinken::V,tonuti,skę̃sti
1115,versinken::V,tonuti,grimzti
1116,versinken::V,propasti,skę̃sti
1117,versinken::V,propasti,grimzti
1118,vergehen::V,prolaziti,praeiti
1119,erscheinen::V,pojaviti se,pasirodyti
1120,verschwinden::V,nestati,dingti
1121,verschwinden::V,nestati,išnykti
1122,verschwinden::V,nestati,pranykti
1123,verschwinden::V,izgubiti se,dingti
1124,verschwinden::V,izgubiti se,išnykti
1125,verschwinden::V,izgubiti se,pranykti
1126,sinken::V,trgnuti,kristi
1127,sinken::V,spustiti se,kristi
1128,abnehmen::V,opasti,mažėti
1129,abnehmen::V,opasti,silpnėti
1130,zunehmen::V,povećati se,didėti
1131,zunehmen::V,povećati se,padaugėti
1132,steigen::V,uzići,kilti
1133,steigen::V,nadoći,kilti
1134,wachsen::V,rasti,augti
1135,glänzen::V,blistati,blizgėti
1136,glänzen::V,sjati se,blizgėti
1137,funkeln::V,svjetlucati,žibėti
1138,lärmen::V,bučati,triukšmauti
1139,lärmen::V,galamiti,triukšmauti
1140,läuten::V,zvoniti,skambinti
1141,klingeln::V,zvoniti,skambinti
1142,klirren::V,zvečati,žvangėti
1143,brausen::V,hujati,šniokšti
1144,rauschen::V,šumiti,ošti
1145,rauschen::V,šumiti,šlamėti
1146,rauschen::V,šuškati,ošti
1147,rauschen::V,šuškati,šlamėti
1148,klingen::V,zvučati,skardėti
1149,bellen::V,lajati,loti
1150,heulen::V,zavijati,kaukti
1151,heulen::V,zavijati,staugti
1152,blasen::V,puhati,pūsti
1153,pfeifen::V,fućkati,švilpti
1154,pfeifen::V,fućkati,švilpauti
1155,schreien::V,vikati,šaukti
1156,schreien::V,kričati,šaukti
1157,stöhnen::V,stenjati,dejuoti
1158,stöhnen::V,stenjati,aimanuoti
1159,zittern::V,drhtati,virpėti
1160,zittern::V,trepetati,virpėti
1161,leben::V,živjeti,gyventi
1162,geboren werden::V,roditi se,gimti
1163,atmen::V,disati,alsuoti
1164,atmen::V,disati,kvėpuoti
1165,trinken::V,piti,gerti
1166,essen::V,jesti,valgyti
1167,schlucken::V,gutati,praryti
1168,müde werden::V,umoriti se,nuvargti
1169,müde werden::V,umoriti se,privargti
1170,einschlafen::V,usnuti,užmigti
1171,einschlafen::V,zaspati,užmigti
1172,schlafen::V,spati,miegoti
1173,aufwachen::V,probuditi se,pabusti
1174,aufstehen::V,ustati,keltis
1175,aufstehen::V,ustati,atsikelti
1176,sich erholen::V,odmoriti se,pailsėti
1177,sich erholen::V,odmoriti se,poilsiauti
1178,krank werden::V,oboljeti se,susirgti
1179,krank werden::V,razboljeti se,susirgti
1180,krank sein::V,bolovati,sirgti
1181,schmerzen::V,boljeti,sopėti
1182,schmerzen::V,boljeti,skaudėti
1183,husten::V,kašljati,kosėti
1184,genesen::V,ozdraviti,sveikti
1185,genesen::V,ozdraviti,taisytis
1186,genesen::V,oporaviti se,sveikti
1187,genesen::V,oporaviti se,taisytis
1188,sterben::V,umrijeti,mirti
1189,sterben::V,umrijeti,numirti
1190,umkommen::V,skapati,žūti
1191,sich bewegen::V,gibati se,judėti
1192,sich bewegen::V,gibati se,pasijudinti
1193,sich bewegen::V,kretati se,judėti
1194,sich bewegen::V,kretati se,pasijudinti
1195,sich rühren::V,maknuti se,krutėti
1196,sich erheben::V,dići se,pakilti
1197,sich erheben::V,dići se,atsikelti
1198,sich setzen::V,sjesti,sėstis
1199,sich setzen::V,sjesti,atsisėsti
1200,hinfallen::V,pasti,parkristi
1201,hinfallen::V,pasti,pargriūti
1202,laufen::V,hodati,eiti
1203,schreiten::V,stupati,žengti
1204,schreiten::V,stupati,žingsniuoti
1205,spazierengehen::V,šetati se,pasivaikščioti
1206,eilen::V,hitati,skubėti
1207,sich beeilen::V,požuriti se,paskub́ėti
1208,sich beeilen::V,požuriti se,pasiskubinti
1209,sausen::V,juriti,dumti
1210,sausen::V,juriti,lėkti
1211,rennen::V,trčati,bėgti
1212,springen::V,skakati,šokti
1213,klettern::V,popeti se,kopti
1214,klettern::V,penjati se,kopti
1215,schaukeln::V,ljuljati se,supti
1216,schaukeln::V,ljuljati se,linguoti
1217,kriechen::V,puzati,ropoti
1218,kriechen::V,puzati,šliaužti
1219,kriechen::V,gmizati,ropoti
1220,kriechen::V,gmizati,šliaužti
1221,schwimmen::V,plivati,plaukti
1222,tauchen::V,roniti,nerti
1223,tauchen::V,gnjuriti,nerti
1224,rudern::V,veslati,irtis
1225,rudern::V,veslati,irkluoti
1226,fahren::V,voziti se,važiuoti
1227,fahren::V,voziti se,važinėti
1228,fliegen::V,letjeti,lėkti
1229,fliegen::V,letjeti,skristi
1230,fliegen::V,lijetati,lėkti
1231,fliegen::V,lijetati,skristi
1232,gehen::V,ići,eiti
1233,weggehen::V,otići,išeiti
1234,abfahren::V,krenuti,išvykti
1235,abfahren::V,krenuti,išvažiuoti
1236,abfahren::V,otputovati,išvykti
1237,abfahren::V,otputovati,išvažiuoti
1238,anhalten::V,stati,sustoti
1239,anhalten::V,zaustaviti,sustoti
1240,hineingehen::V,ulaziti,įeiti
1241,eintreten::V,ući,įžengti
1242,kommen::V,doći,ateiti
1243,ankommen::V,stići,ateiti
1244,zurückkommen::V,vratiti se,grį̃žti
1245,zurückkommen::V,vratiti se,sugrį̃žti
1246,zurückkommen::V,povratiti se,grį̃žti
1247,zurückkommen::V,povratiti se,sugrį̃žti
1248,bleiben::V,ostati,likti
1249,bleiben::V,ostati,pasilikti
1250,warten::V,čekati,laukti
1251,erwarten::V,očekivati,laukti
1252,suchen::V,tražiti,ieškoti
1253,finden::V,naći,rasti
1254,finden::V,naći,surasti
1255,versuchen::V,pokušati,mėginti
1256,vorbereiten::V,spremiti,rengti
1257,vorbereiten::V,pripremiti,rengti
1258,lieben::V,voljeti,myĺėti
1259,mögen::V,voljeti,ḿėgti
1260,mögen::V,voljeti,patikti
1261,lachen::V,smijati se,juoktis
1262,rühren::V,taknuti,jaudinti
1263,rühren::V,taknuti,graudinti
1264,weinen::V,plakati,verkti
1265,schimpfen::V,psovati,bartis
1266,sich ärgern::V,ljutiti se,pykti
1267,sich ärgern::V,ljutiti se,apmaudauti
1268,sich fürchten::V,bojati se,bijoti
1269,sich fürchten::V,bojati se,baimintis
1270,fürchten::V,bojati se,bijoti
1271,fürchten::V,bojati se,baimintis
1272,fliehen::V,pobjeći,bėgti
1273,fliehen::V,pobjeći,sprukti
1274,flüchten::V,utjeći,pabėgti
1275,sehen::V,vidjeti,žiūŕėti
1276,anschauen::V,ogledati,žiūŕėti
1277,ansehen::V,gledati,žiūrėti į
1278,ansehen::V,gledati,pažiūrėti į
1279,hören::V,čuti,girdėti
1280,zuhören::V,slušati,klausytis
1281,probieren::V,probati,ragauti
1282,probieren::V,probati,paragauti
1283,riechen::V,osjećati miris,uosti
1284,riechen::V,osjećati miris,užuosti
1285,fühlen::V,osjećati,justi
1286,fühlen::V,osjećati,jausti
1287,fühlen::V,osjećati,pajusti
1288,scheinen::V,činiti se,rodytis
1289,scheinen::V,činiti se,atrodyti
1290,zu sehen sein::V,biti vidljiv,pasirodyti
1291,vernehmen::V,saznati,išgirsti
1292,frieren::V,zima je,šalti
1293,tun::V,raditi,daryti
1294,können::V,moći,galėti
1295,können::V,moći,pajėgti
1296,wollen::V,htjeti,norėti
1297,anfangen::V,početi,pradėti
1298,anfangen::V,početi,prasid́ėti
1299,beenden::V,svršiti,baigti
1300,beenden::V,svršiti,užbaigti
1301,beenden::V,dovršiti,baigti
1302,beenden::V,dovršiti,užbaigti
1303,aufhören::V,prestati,liautis
1304,gelingen::V,uspjeti,pavykti
1305,gelingen::V,uspjeti,pasisekti
1306,geraten::V,desiti se,nusisekti
1307,öffnen::V,otvoriti,atverti
1308,öffnen::V,otvoriti,atidaryti
1309,schließen::V,zatvoriti,uždaryti
1310,stellen::V,metnuti,statyti
1311,stellen::V,metnuti,pastatyti
1312,stellen::V,postaviti,statyti
1313,stellen::V,postaviti,pastatyti
1314,setzen::V,posaditi,sodinti
1315,setzen::V,posaditi,pasodinti
1316,legen::V,polagati,dėti
1317,legen::V,polagati,pad́ėti
1318,berühren::V,doticati,liesti
1319,berühren::V,doticati,paliesti
1320,berühren::V,dodirivati,liesti
1321,berühren::V,dodirivati,paliesti
1322,verbinden::V,spojiti,jungti
1323,verbinden::V,spojiti,surišti
1324,verbinden::V,zavezati,jungti
1325,verbinden::V,zavezati,surišti
1326,bedecken::V,pokriti,uždengti
1327,aufhängen::V,objesiti,pakarti
1328,aufhängen::V,objesiti,pakabinti
1329,anzünden::V,upaliti,padegti
1330,anzünden::V,zapaliti,padegti
1331,aufheben::V,podići,pakelti
1332,aufheben::V,podignuti,pakelti
1333,zurücklassen::V,ostaviti,palikti
1334,zurücklassen::V,pustiti natrag,palikti
1335,verlieren::V,izgubiti,pamesti
1336,fallen lassen::V,ispustiti,atsisakyti
1337,machen::V,uraditi,dirbti
1338,machen::V,načiniti,dirbti
1339,machen::V,napraviti,dirbti
1340,herstellen::V,proizvesti,gaminti
1341,bauen::V,graditi,statyti
1342,bauen::V,graditi,pastatyti
1343,reparieren::V,popraviti,taisyti
1344,reparieren::V,popraviti,remontuoti
1345,verbessern::V,poboljšati,gerinti
1346,verbessern::V,poboljšati,ištaisyti
1347,ändern::V,promijeniti,keisti
1348,ändern::V,promijeniti,pakeisti
1349,graben::V,kopati,kasti
1350,graben::V,kopkati,kasti
1351,beugen::V,saviti,lenkti
1352,beugen::V,saviti,palenkti
1353,biegen::V,saviti,lenkti
1354,biegen::V,saviti,palenkti
1355,biegen::V,sagnuti,lenkti
1356,biegen::V,sagnuti,palenkti
1357,drehen::V,vrtjeti,sukti
1358,wenden::V,obrnuti,kreipti
1359,wenden::V,obrnuti,pakreipti
1360,umdrehen::V,okrenuti,sukti
1361,umdrehen::V,okrenuti,apversti
1362,umdrehen::V,prevŕnuti,sukti
1363,umdrehen::V,prevŕnuti,apversti
1364,heben::V,dizati,kelti
1365,heben::V,dizati,pakelti
1366,hochheben::V,dignuti,pakelti
1367,ergreifen::V,uhvatiti,čiupti
1368,ergreifen::V,uhvatiti,griebti
1369,ergreifen::V,prihvatiti,čiupti
1370,ergreifen::V,prihvatiti,griebti
1371,halten::V,držati,laikyti
1372,halten::V,držati,palaikyti
1373,drücken::V,pritiskivati,spausti
1374,schieben::V,gurati,stumti
1375,kratzen::V,česati,kasyti
1376,kratzen::V,česati,grandyti
1377,kratzen::V,grepsti,kasyti
1378,kratzen::V,grepsti,grandyti
1379,lecken::V,lizati,laižyti
1380,beißen::V,ujesti,kandžioti
1381,beißen::V,gristi,kandžioti
1382,abreißen::V,otkinuti,nuplėšti
1383,abschneiden::V,odrezati,atpjauti
1384,abschneiden::V,odrezati,atkirpti
1385,binden::V,vezati,rišti
1386,binden::V,vezati,surišti
1387,stecken::V,turiti,kišti
1388,stecken::V,turiti,įkišti
1389,brechen::V,slomiti,lūžti
1390,brechen::V,slomiti,laužyti
1391,klopfen::V,lupati,belsti
1392,klopfen::V,lupati,barbenti
1393,klopfen::V,kucati,belsti
1394,klopfen::V,kucati,barbenti
1395,hauen::V,tući,mušti
1396,hauen::V,udarati,mušti
1397,kleben::V,lijepiti,lipdyti
1398,kleben::V,lijepiti,klijuoti
1399,reiben::V,trti,trinti
1400,reiben::V,trti,tarkuoti
1401,streichen::V,namazati,tepti
1402,streichen::V,namazati,užtepti
1403,schleifen::V,brusiti,galą́sti
1404,schneiden::V,rezati,pjauti
1405,schneiden::V,rezati,kirpti
1406,rütteln::V,drmati,purtyti
1407,schütteln::V,tresti,purtyti
1408,schwenken::V,mahati,mojuoti
1409,schütten::V,sipati,pilti
1410,schütten::V,sipati,berti
1411,schütten::V,lijevati,pilti
1412,schütten::V,lijevati,berti
1413,füllen::V,napuniti,pildyti
1414,füllen::V,napuniti,pripildyti
1415,einwickeln::V,umotati,įvynioti
1416,einwickeln::V,umotati,suvynioti
1417,einwickeln::V,zamotati,įvynioti
1418,einwickeln::V,zamotati,suvynioti
1419,tragen::V,nositi,nešti
1420,tragen::V,nositi,nešioti
1421,schleppen::V,tegliti,vilkti
1422,ziehen::V,vući,tempti
1423,aufbewahren::V,čuvati,laikyti
1424,werfen::V,bacati,mesti
1425,werfen::V,bacati,sviesti
1426,fangen::V,loviti,sugauti
1427,fangen::V,hvatati,sugauti
1428,packen::V,ščepati,čiupti
1429,packen::V,ščepati,griebti
1430,packen::V,zgrabiti,čiupti
1431,packen::V,zgrabiti,griebti
1432,verstecken::V,sakriti,slėpti
1433,verstecken::V,sakriti,slapstyti
1434,teilen::V,podijeliti,dalyti
1435,teilen::V,podijeliti,padalyti
1436,schicken::V,slati,sių̃sti
1437,schicken::V,slati,pasių̃sti
1438,bringen::V,donijeti,atnešti
1439,hinzufügen::V,dodati,pridėti
1440,hinzufügen::V,pridati,pridėti
1441,bekommen::V,dobiti,gauti
1442,erhalten::V,primiti,gauti
1443,nehmen::V,uzeti,paimti
1444,wählen::V,izabrati,rinkti
1445,wählen::V,izabrati,išsirinkti
1446,auswählen::V,odabrati,išrinkti
1447,bewahren::V,sačuvati,išsaugoti
1448,behindern::V,smetati,trukdyti
1449,verderben::V,pokvariti,sugadinti
1450,beschädigen::V,oštetiti,žaloti
1451,beschädigen::V,oštetiti,gadinti
1452,zerbrechen::V,razbiti,sukulti
1453,zerbrechen::V,razbiti,sudaužyti
1454,zerbrechen::V,prelomiti,sukulti
1455,zerbrechen::V,prelomiti,sudaužyti
1456,zerreißen::V,poderati,perplėšti
1457,zerreißen::V,poderati,suplėšyti
1458,zerreißen::V,rastrgnuti,perplėšti
1459,zerreißen::V,rastrgnuti,suplėšyti
1460,zerstören::V,razoriti,suardyti
1461,zerstören::V,razoriti,sugriauti
1462,zerstören::V,razrušiti,suardyti
1463,zerstören::V,razrušiti,sugriauti
1464,verbrennen::V,spaliti,deginti
1465,verbrennen::V,spaliti,sudeginti
1466,verbrennen::V,sagorjeti,deginti
1467,verbrennen::V,sagorjeti,sudeginti
1468,geben::V,dati,duoti
1469,geben::V,dati,paduoti
1470,reichen::V,pružiti,paduoti
1471,schenken::V,darivati,dovanoti
1472,versprechen::V,obećati,žadėti
1473,versprechen::V,obećati,pažadėti
1474,wünschen::V,željeti,norėti
1475,wünschen::V,željeti,linḱėti
1476,loben::V,hvaliti,girti
1477,loben::V,hvaliti,pagirti
1478,küssen::V,ljubiti,bučiuoti
1479,wiegen::V,njihati,supti
1480,wiegen::V,ljuljati,supti
1481,zudecken::V,pokriti,užkloti
1482,zudecken::V,pokriti,uždengti
1483,wecken::V,probuditi,žadinti
1484,zeigen::V,pokazati,rodyti
1485,führen::V,voditi,vesti
1486,führen::V,voditi,vadovauti
1487,lehren::V,učiti,mokyti
1488,lehren::V,učiti,išmokyti
1489,unterrichten::V,poučiti,dėstyti
1490,aufziehen::V,uzgajati,išauginti
1491,leiten::V,upravljati,valdyti
1492,leiten::V,upravljati,vadovauti
1493,antreiben::V,natjeravati,uiti
1494,antreiben::V,natjeravati,raginti
1495,antreiben::V,natjeravati,skubinti
1496,lassen::V,dati,paliepti
1497,einladen::V,pozvati,kviesti
1498,einladen::V,pozvati,pakviesti
1499,vereinigen::V,ujediniti,sujungti
1500,vereinigen::V,ujediniti,suvienyti
1501,besuchen::V,posjetiti,lankyti
1502,besuchen::V,posjetiti,aplankyti
1503,treffen::V,sresti,sutikti
1504,treffen::V,sresti,pasitikti
1505,sich versammeln::V,okupiti se,susirinkti
1506,spielen::V,igrati se,groti
1507,spielen::V,igrati se,žaisti
1508,singen::V,pjevati,dainuoti
1509,tanzen::V,plesati,šokti
1510,sich trennen::V,razići se,skirtis
1511,sich trennen::V,razići se,išsiskirti
1512,verlassen::V,ostaviti,palikti
1513,verlassen::V,napustiti,palikti
1514,retten::V,spasiti,gelbėti
1515,bewachen::V,čuvati,sergėti
1516,bewachen::V,stražariti,sergėti
1517,schützen::V,čuvati,ginti
1518,schützen::V,čuvati,apginti
1519,verteidigen::V,obraniti,ginti
1520,verteidigen::V,obraniti,apginti
1521,sich schlagen::V,biti se,muštis
1522,sich schlagen::V,udariti se,muštis
1523,schießen::V,pucati,šauti
1524,schießen::V,pucati,šaudyti
1525,schießen::V,strijeljati,šauti
1526,schießen::V,strijeljati,šaudyti
1527,siegen::V,pobijediti,nugalėti
1528,ärgern::V,ljutiti,pykinti
1529,schlagen::V,biti,mušti
1530,schlagen::V,biti,smogti
1531,schlagen::V,biti,trenkti
1532,schlagen::V,udariti,mušti
1533,schlagen::V,udariti,smogti
1534,schlagen::V,udariti,trenkti
1535,treten::V,šutnuti,mygti
