,Concept_ID,pt,it
257,Kind::N,criança,bambino
258,Junge::N,rapaz,ragazzo
259,Junge::N,menino,ragazzo
260,Mädchen::N,menina,ragazza
261,Mädchen::N,rapariga,ragazza
262,Familie::N,família,famiglia
263,Großvater::N,avô,nonno
264,Großmutter::N,avó,nonna
265,Eltern::N,pais,genitori
266,Vater::N,pai,padre
267,Mutter::N,mãe,madre
268,Sohn::N,filho,figlio
269,Tochter::N,filha,figlia
270,Bruder::N,irmão,fratello
271,Schwester::N,irmã,sorella
272,Onkel::N,tio,zio
273,Tante::N,tia,zia
274,Ehemann::N,esposo,marito
275,Ehefrau::N,esposa,moglie
276,Freude::N,prazer,gioia
277,Freude::N,prazer,piacere
278,Freude::N,alegria,gioia
279,Freude::N,alegria,piacere
280,Gelächter::N,risada,risata
281,Gelächter::N,gargalhada,risata
282,Glück::N,felicidade,felicità
283,Kummer::N,aflição,afflizione
284,Kummer::N,desgosto,afflizione
285,Wunsch::N,desejo,desiderio
286,Lust::N,vontade,voglia
287,Geist::N,mente,mente
288,Geist::N,mente,spìrito
289,Geist::N,espírito,mente
290,Geist::N,espírito,spìrito
291,Gedanke::N,ideia,idea
292,Gedanke::N,ideia,pensiero
293,Gedanke::N,pensamento,idea
294,Gedanke::N,pensamento,pensiero
295,Gedächtnis::N,memória,memoria
296,Verstand::N,razão,intelletto
297,Verstand::N,inteligência,intelletto
298,Sinn::N,sentido,senso
299,Sinn::N,sentido,significato
300,Sinn::N,significado,senso
301,Sinn::N,significado,significato
302,Grund::N,causa,causa
303,Grund::N,causa,motivo
304,Grund::N,causa,ragione
305,Grund::N,motivo,causa
306,Grund::N,motivo,motivo
307,Grund::N,motivo,ragione
308,Wahrheit::N,verdade,verità
309,Gespräch::N,conversa,discorso
310,Gespräch::N,conversa,conversazione
311,Gespräch::N,conversação,discorso
312,Gespräch::N,conversação,conversazione
313,Märchen::N,conto,fiaba
314,Märchen::N,conto,fàvola
315,Erzählung::N,conto,racconto
316,Erzählung::N,conto,narrazione
317,Erzählung::N,narrativa,racconto
318,Erzählung::N,narrativa,narrazione
319,Nachricht::N,mensagem,messaggio
320,Neuigkeit::N,notícia,notizia
321,Neuigkeit::N,novidade,notizia
322,Name::N,nome,nome
323,Rätsel::N,adivinha,indovinello
324,Rede::N,oração,discorso
325,Rede::N,discurso,discorso
326,Sprache::N,língua,lingua
327,Sprache::N,língua,linguaggio
328,Stimme::N,voz,voce
329,Wort::N,palavra,parola
330,Zeichen::N,marca,segno
331,Zeichen::N,marca,segnale
332,Ruf::N,grito,chiamata
333,Ruf::N,chamada,chiamata
334,Lärm::N,ruído,chiasso
335,Lärm::N,ruído,strèpito
336,Lärm::N,barulho,chiasso
337,Lärm::N,barulho,strèpito
338,Laut::N,som,suono
339,Ton::N,tom,tono
340,Lied::N,canção,canto
341,Lied::N,canção,canzone
342,Ruhe::N,calma,calma
343,Ruhe::N,calma,tranquillità
344,Ruhe::N,silêncio,calma
345,Ruhe::N,silêncio,tranquillità
346,Leute::N,gente,gente
347,Leute::N,pessoas,gente
348,Volk::N,povo,pòpolo
349,Volk::N,nação,pòpolo
350,Arbeit::N,trabalho,lavoro
351,Gast::N,hóspede,òspite
352,Gast::N,hóspede,invitato
353,Gast::N,convidado,òspite
354,Gast::N,convidado,invitato
355,Geschenk::N,prenda,regalo
356,Geschenk::N,presente,regalo
357,Spiel::N,jogo,gioco
358,Gesellschaft::N,companhia,compagnìa
359,Hilfe::N,ajuda,aiuto
360,Hilfe::N,ajuda,soccorso
361,Hilfe::N,socorro,aiuto
362,Hilfe::N,socorro,soccorso
363,Freund::N,amigo,amico
364,Kamerad::N,camarada,camerata
365,Angelegenheit::N,assunto,affare
366,Angelegenheit::N,assunto,faccenda
367,Anzahl::N,número,nùmero
368,Anzahl::N,número,quantità
369,Anzahl::N,quantidade,nùmero
370,Anzahl::N,quantidade,quantità
371,Art::N,tipo,tipo
372,Art::N,tipo,specie
373,Art::N,espécie,tipo
374,Art::N,espécie,specie
375,Stück::N,pedaço,pezzo
376,Teil::N,peça,parte
377,Teil::N,parte,parte
378,Hälfte::N,metade,metà
379,Kreis::N,círculo,cìrcolo
380,Kreuz::N,cruz,croce
381,Linie::N,linha,lìnea
382,Strich::N,traço,tratto
383,Abstand::N,distância,distanza
384,Entfernung::N,distância,distanza
385,Entfernung::N,distância,lontananza
386,Gegend::N,área,regione
387,Gegend::N,região,regione
388,Platz::N,lugar,posto
389,Platz::N,lugar,spazio
390,Ort::N,sítio,luogo
391,Ort::N,sítio,località
392,Seite::N,lado,lato
393,Seite::N,lado,parte
394,Mitte::N,meio,mezzo
395,Mitte::N,meio,centro
396,Gegenstand::N,objecto,oggetto
397,Sache::N,coisa,cosa
398,Rand::N,bordo,orlo
399,Rand::N,bordo,bordo
400,Rand::N,margem,orlo
401,Rand::N,margem,bordo
402,Kante::N,borda,spìgolo
403,Kante::N,aresta,spìgolo
404,Ecke::N,esquina,canto
405,Spitze::N,ponta,punta
406,Ende::N,cabo,capo
407,Ende::N,cabo,estremità
408,Ende::N,extremo,capo
409,Ende::N,extremo,estremità
410,Loch::N,furo,buco
411,Loch::N,buraco,buco
412,Winkel::N,canto,àngolo
413,Winkel::N,ângulo,àngolo
414,Muster::N,padrão,disegno
415,Muster::N,desenho,disegno
416,Größe::N,tamanho,taglia
417,Größe::N,tamanho,grandezza
418,Länge::N,comprimento,lunghezza
419,Höhe::N,altura,altezza
420,Höhe::N,altitude,altezza
421,Gewicht::N,peso,peso
422,Menge::N,quantidade,quantità
423,Haufen::N,pilha,cùmulo
424,Haufen::N,pilha,mucchio
425,Reihe::N,fila,fila
426,Boot::N,barco,barca
427,Boot::N,barco,battello
428,Ruder::N,remo,remo
429,Schlitten::N,trenó,slitta
430,Ski::N,esqui,sci
431,Lagerfeuer::N,fogueira,falò
432,Lagerfeuer::N,fogueira,fuoco di bivacco
433,Last::N,carga,càrico
434,Gang::N,curso,andata
435,Gang::N,caminhada,andata
436,Schritt::N,passo,passo
437,Norden::N,norte,nord
438,Norden::N,norte,settentrione
439,Süden::N,sul,sud
440,Süden::N,sul,meridione
441,Westen::N,oeste,òvest
442,Westen::N,oeste,occidente
443,Westen::N,ocidente,òvest
444,Westen::N,ocidente,occidente
445,Osten::N,este,est
446,Osten::N,este,oriente
447,Osten::N,leste,est
448,Osten::N,leste,oriente
449,Osten::N,oriente,est
450,Osten::N,oriente,oriente
451,Holz::N,madeira,legno
452,Brett::N,tábua,asse
453,Brett::N,tábua,tàvola
454,Brett::N,prancha,asse
455,Brett::N,prancha,tàvola
456,Platte::N,laje,lastra
457,Platte::N,laje,piastra
458,Platte::N,chapa,lastra
459,Platte::N,chapa,piastra
460,Stütze::N,apoio,supporto
461,Stütze::N,suporte,supporto
462,Stange::N,vara,sbarra
463,Stange::N,vara,pèrtica
464,Stange::N,barra,sbarra
465,Stange::N,barra,pèrtica
466,Stock::N,pau,verga
467,Stock::N,pau,bastone
468,Stock::N,pau,bacchetta
469,Stock::N,bengala,verga
470,Stock::N,bengala,bastone
471,Stock::N,bengala,bacchetta
472,Stab::N,bastão,asta
473,Rohr::N,cano,tubo
474,Haus::N,casa,casa
475,Heim::N,lar,casa
476,Heim::N,casa,casa
477,Ofen::N,estufa,stufa
478,Ofen::N,aquecedor,stufa
479,Fußboden::N,piso,pavimento
480,Tisch::N,mesa,tàvolo
481,Stuhl::N,cadeira,sedia
482,Wiege::N,berço,culla
483,Bett::N,cama,letto
484,Regal::N,estante,scaffale
485,Regal::N,prateleira,scaffale
486,Kiste::N,caixa,cassa
487,Fenster::N,janela,finestra
488,Tür::N,porta,porta
489,Tor::N,portão,portone
490,Zaun::N,cerca,recinto
491,Zaun::N,vedação,recinto
492,Dach::N,telhado,tetto
493,Leiter::N,escada,scala
494,Leiter::N,escada,scala a pioli
495,Leiter::N,escada móvel,scala
496,Leiter::N,escada móvel,scala a pioli
497,Besen::N,vassoura,scopa
498,Spaten::N,pá,vanga
499,Schaufel::N,pá,pala
500,Gabel::N,garfo,forchetta
501,Löffel::N,colher,cucchiaio
502,Messer::N,faca,coltello
503,Nagel::N,cravo,chiodo
504,Netz::N,rede,rete
505,Haken::N,gancho,uncino
506,Griff::N,asa,mànico
507,Griff::N,asa,maniglia
508,Griff::N,cabo,mànico
509,Griff::N,cabo,maniglia
510,Schloss::N,fechadura,serratura
511,Bild::N,imagem,quadro
512,Bild::N,imagem,immàgine
513,Figur::N,figura,figura
514,Puppe::N,boneca,bàmbola
515,Beutel::N,saco,borsa
516,Beutel::N,saco,sacchetto
517,Beutel::N,bolsa,borsa
518,Beutel::N,bolsa,sacchetto
519,Bündel::N,fardo,fascio
520,Bündel::N,fardo,fagotto
521,Tasche::N,saco,borsa
522,Tasche::N,bolso,borsa
523,Eimer::N,balde,secchio
524,Deckel::N,tampa,coperchio
525,Geschirr::N,louça,stoviglie
526,Sack::N,saca,sacco
527,Tasse::N,chávena,tazza
528,Topf::N,tacho,pèntola
529,Topf::N,panela,pèntola
530,Kessel::N,caldeira,paiolo
531,Kessel::N,caldeira,calderone
532,Essen::N,refeição,pasto
533,Essen::N,refeição,mangiare
534,Nahrung::N,comida,cibo
535,Nahrung::N,comida,alimento
536,Nahrung::N,alimento,cibo
537,Nahrung::N,alimento,alimento
538,Speise::N,prato,piatto
539,Fleisch::N,carne,carne
540,Getreide::N,cereais,cereali
541,Brei::N,puré,purè
542,Brei::N,puré,pappa
543,Brot::N,pão,pane
544,Scheibe::N,fatia,fetta
545,Scheibe::N,fatia,trancia
546,Fett::N,banha,grasso
547,Fett::N,gordura,grasso
548,Butter::N,manteiga,burro
549,Öl::N,azeite,olio
550,Salz::N,sal,sale
551,Suppe::N,sopa,zuppa
552,Suppe::N,sopa,minestra
553,Suppe::N,caldo,zuppa
554,Suppe::N,caldo,minestra
555,Honig::N,mel,miele
556,Milch::N,leite,latte
557,Tee::N,chá,tè
558,Leder::N,couro,pelle
559,Wolle::N,lã,lana
560,Stoff::N,pano,panno
561,Stoff::N,pano,tessuto
562,Stoff::N,tecido,panno
563,Stoff::N,tecido,tessuto
564,Nadel::N,agulha,ago
565,Faden::N,fio,filo
566,Knopf::N,botão,bottone
567,Knoten::N,nó,nodo
568,Farbe::N,corante,pittura
569,Kleidung::N,roupa,vestiti
570,Kleidung::N,roupa,vestiario
571,Kleidung::N,vestuário,vestiti
572,Kleidung::N,vestuário,vestiario
573,Hemd::N,camisa,camicia
574,Kragen::N,gola,bàvero
575,Kragen::N,gola,colletto
576,Ärmel::N,manga,mànica
577,Hose::N,calça,calzoni
578,Gürtel::N,cinto,cintura
579,Mütze::N,boné,berretto
580,Mütze::N,barrete,berretto
581,Schuh::N,sapato,scarpa
582,Stiefel::N,bota,stivale
583,Ring::N,anel,anello
584,Band::N,fita,nastro
585,Band::N,fita,fettuccia
586,Band::N,faixa,nastro
587,Band::N,faixa,fettuccia
588,Kamm::N,pente,pèttine
589,Spiegel::N,espelho,specchio
590,Riemen::N,correia,cinghia
591,Schnur::N,corda,corda
592,Schnur::N,cordel,corda
593,Leine::N,trela,guinzaglio
594,Decke::N,cobertor,coperta
595,Kissen::N,almofada,cuscino
596,Kissen::N,almofada,guanciale
597,Tuch::N,pano,fazzoletto
598,Handtuch::N,toalha,asciugamano
599,Kraft::N,força,forza
600,Stärke::N,força,forza
601,Stärke::N,força,vigore
602,Stärke::N,força,fortezza
603,Gesundheit::N,saúde,salute
604,Krankheit::N,doença,malattìa
605,Krankheit::N,enfermidade,malattìa
606,Schmerz::N,dor,dolore
607,Wunde::N,chaga,piaga
608,Wunde::N,chaga,ferita
609,Wunde::N,ferida,piaga
610,Wunde::N,ferida,ferita
611,Fieber::N,febre,febbre
612,Arznei::N,remédio,fàrmaco
613,Arznei::N,remédio,medicina
614,Brücke::N,ponte,ponte
615,Brunnen::N,poço,pozzo
616,Weide::N,pastagem,pàscolo
617,Pfad::N,senda,sentiero
618,Pfad::N,trilho,sentiero
619,Weg::N,caminho,via
620,Weg::N,caminho,cammino
621,Straße::N,via,strada
622,Straße::N,estrada,strada
623,Dorf::N,aldeia,paese
624,Dorf::N,aldeia,villaggio
625,Stadt::N,cidade,città
626,Brief::N,carta,lèttera
627,Buch::N,livro,libro
628,Buchstabe::N,letra,lèttera
629,Zeitung::N,jornal,giornale
630,Leben::N,vida,vita
631,Tod::N,morte,morte
632,Grab::N,túmulo,tomba
633,Grab::N,túmulo,sepolcro
634,Grab::N,sepultura,tomba
635,Grab::N,sepultura,sepolcro
636,Kirche::N,igreja,chiesa
637,Sünde::N,pecado,peccato
638,Gott::N,deus,dio
639,Arbeiter::N,operário,operaio
640,Arbeiter::N,operário,lavoratore
641,Arbeiter::N,trabalhador,operaio
642,Arbeiter::N,trabalhador,lavoratore
643,Chef::N,chefe,capo
644,Chef::N,chefe,padrone
645,Chef::N,patrão,capo
646,Chef::N,patrão,padrone
647,Meister::N,mestre,mastro
648,Meister::N,mestre,maestro
649,Arzt::N,médico,mèdico
650,Arzt::N,médico,dottore
651,Lehrer::N,professor,professore
652,Geld::N,dinheiro,soldi
653,Geld::N,dinheiro,denaro
654,Geschäft::N,negócio,affare
655,Geschäft::N,negócio,negozio
656,Laden::N,loja,negozio
657,Preis::N,preço,prezzo
658,Ware::N,mercadoria,merce
659,Nutzen::N,proveito,ùtile
660,Nutzen::N,proveito,profitto
661,Reichtum::N,riqueza,ricchezza
662,Welt::N,mundo,mondo
663,Land::N,país,paese
664,Staat::N,Estado,Stato
665,König::N,rei,re
666,Macht::N,poder,potere
667,Macht::N,potência,potere
668,Grenze::N,fronteira,confine
669,Grenze::N,fronteira,frontiera
670,Krieg::N,guerra,guerra
671,Feind::N,inimigo,nemico
672,Gewalt::N,violência,violenza
673,Kampf::N,luta,lotta
674,Kampf::N,combate,lotta
675,Bogen[Waffe]::N,arco,arco
676,Pfeil::N,seta,freccia
677,Pfeil::N,flecha,freccia
678,Gewehr::N,espingarda,fucile
679,Fehler::N,erro,errore
680,Fehler::N,erro,sbaglio
681,Fehler::N,falha,errore
682,Fehler::N,falha,sbaglio
683,Lüge::N,mentira,bugìa
684,Lüge::N,mentira,menzogna
685,Schaden::N,dano,danno
686,Schaden::N,estrago,danno
687,Unglück::N,desgraça,sfortuna
688,Schuld::N,culpa,colpa
689,Alter::N,idade,età
690,Schluss::N,fim,fine
691,Zeit::N,tempo,tempo
692,Tag::N,dia,giorno
693,Tag::N,dia,giornata
694,Morgen::N,manhã,mattina
695,Mittag::N,meio-dia,mezzogiorno
696,Abend::N,noite,sera
697,Abend::N,noite,serata
698,Abend::N,tardinha,sera
699,Abend::N,tardinha,serata
700,Nacht::N,noite,notte
701,Woche::N,semana,settimana
702,Monat::N,mês,mese
703,Jahr::N,ano,anno
704,Frühling::N,primavera,primavera
705,Sommer::N,verão,estate
706,Herbst::N,outono,autunno
707,Winter::N,inverno,inverno
708,Januar::N,Janeiro,gennaio
709,Februar::N,Fevereiro,febbraio
710,März::N,Março,marzo
711,April::N,Abril,aprile
712,Mai::N,Maio,maggio
713,Juni::N,Junho,giugno
714,Juli::N,Julho,luglio
715,August::N,Agosto,agosto
716,September::N,Setembro,settembre
717,Oktober::N,Outubro,ottobre
718,November::N,Novembro,novembre
719,Dezember::N,Dezembro,dicembre
720,Montag::N,segunda-feira,lunedì
721,Dienstag::N,terça-feira,martedì
722,Mittwoch::N,quarta-feira,mercoledì
723,Donnerstag::N,quinta-feira,giovedì
724,Freitag::N,sexta-feira,venerdì
725,Samstag::N,sábado,sàbato
726,Sonntag::N,domingo,domenica
727,groß::A,grande,grande
728,klein::A,pequeno,pìccolo
729,lang::A,comprido,lungo
730,kurz::A,curto,corto
731,breit::A,largo,largo
732,schmal::A,estreito,stretto
733,dicht::A,denso,denso
734,dick[Gegenstand]::A,grosso,spesso
735,dünn::A,delgado,sottile
736,fein::A,fino,fine
737,fein::A,fino,delicato
738,fein::A,subtil,fine
739,fein::A,subtil,delicato
740,fest::A,firme,sodo
741,fest::A,firme,fisso
742,fest::A,sólido,sodo
743,fest::A,sólido,fisso
744,flach::A,plano,piano
745,flach::A,plano,piatto
746,glatt::A,liso,liscio
747,hart::A,duro,duro
748,weich::A,mole,molle
749,rund::A,redondo,rotondo
750,spitz::A,agudo,aguzzo
751,spitz::A,agudo,appuntito
752,scharf::A,afiado,affilato
753,scharf::A,afiado,tagliente
754,stumpf::A,rombo,smussato
755,schwer::A,pesado,pesante
756,schön::A,belo,bello
757,schön::A,bonito,bello
758,heiß::A,quente,caldo
759,heiß::A,quente,bollente
760,warm::A,quente,caldo
761,kalt::A,frio,freddo
762,kühl::A,fresco,fresco
763,frisch::A,fresco,fresco
764,feucht::A,húmido,ùmido
765,nass::A,molhado,bagnato
766,trocken::A,seco,secco
767,voll::A,cheio,pieno
768,leer::A,vazio,vuoto
769,offen::A,aberto,aperto
770,geschlossen::A,fechado,chiuso
771,sauber::A,limpo,netto
772,sauber::A,limpo,pulito
773,schmutzig::A,sujo,sporco
774,schmutzig::A,sujo,sùdicio
775,roh::A,cru,crudo
776,reif::A,maduro,maturo
777,lecker::A,delicioso,ghiotto
778,lecker::A,delicioso,squisito
779,süß::A,doce,dolce
780,bitter::A,amargo,amaro
781,sauer::A,azedo,aspro
782,sauer::A,azedo,acerbo
783,hell::A,claro,chiaro
784,dunkel::A,escuro,buio
785,dunkel::A,escuro,oscuro
786,dunkel::A,sombrio,buio
787,dunkel::A,sombrio,oscuro
788,schwarz::A,preto,nero
789,weiß::A,branco,bianco
790,rot::A,vermelho,rosso
791,gelb::A,amarelo,giallo
792,blau::A,azul,blu
793,blau::A,azul,azzurro
794,grün::A,verde,verde
795,grau::A,cinzento,grigio
796,bunt::A,colorido,variopinto
797,billig::A,barato,a buon prezzo
798,billig::A,barato,a buon mercato
799,teuer::A,caro,caro
800,wertvoll::A,valioso,prezioso
801,wertvoll::A,precioso,prezioso
802,blind::A,cego,cieco
803,taub::A,surdo,sordo
804,kräftig::A,forte,forte
805,kräftig::A,forte,robusto
806,kräftig::A,poderoso,forte
807,kräftig::A,poderoso,robusto
808,stark::A,forte,forte
809,stark::A,forte,vigoroso
810,stark::A,robusto,forte
811,stark::A,robusto,vigoroso
812,schwach::A,débil,dèbole
813,fett::A,gordo,grasso
814,schlank::A,esbelto,snello
815,schlank::A,esbelto,slanciato
816,hübsch::A,giro,bello
817,hübsch::A,giro,carino
818,hübsch::A,bonito,bello
819,hübsch::A,bonito,carino
820,böse::A,mau,cattivo
821,dumm::A,parvo,stùpido
822,dumm::A,estúpido,stùpido
823,faul::A,preguiçoso,pigro
824,fleißig::A,aplicado,diligente
825,fleißig::A,diligente,diligente
826,geizig::A,avarento,avaro
827,klug::A,prudente,intelligente
828,klug::A,inteligente,intelligente
829,geschickt::A,hábil,àbile
830,lieb::A,caro,caro
831,lieb::A,querido,caro
832,lustig::A,alegre,gaio
833,lustig::A,alegre,allegro
834,sanft::A,suave,dolce
835,sanft::A,brando,dolce
836,hungrig::A,faminto,affamato
837,krank::A,doente,malato
838,krank::A,doente,infermo
839,krank::A,enfermo,malato
840,krank::A,enfermo,infermo
841,nackt::A,nu,nudo
842,nackt::A,despido,nudo
843,traurig::A,triste,triste
844,lebendig::A,vivo,vivo
845,gut::A,bom,buono
