,Concept_ID,av,lv
86,Oberschenkel::N,мачӏ,лядьвей
87,Oberschenkel::N,мачӏ,бек
88,Oberschenkel::N,мачӏ,ciska
89,Oberschenkel::N,мачӏ,augšstilbs
90,Bein::N,бох,кок
91,Bein::N,бох,kāja
92,Körper::N,къаркъала,туша
93,Körper::N,къаркъала,вывтыр
94,Körper::N,къаркъала,miesa
95,Körper::N,къаркъала,ķermenis
96,Haut::N,тӏом,ку
97,Haut::N,тӏом,āda
98,Blut::N,би,вир
99,Blut::N,би,asins
100,Ader::N,бидурихь,сӧн
101,Ader::N,бидурихь,asinsvads
102,Knochen::N,ракьа,лы
103,Knochen::N,ракьа,kauls
104,Gehirn::N,гӏадалнах,вем
105,Gehirn::N,гӏадалнах,smadzenes
106,Herz::N,ракӏ,сьӧлӧм
107,Herz::N,ракӏ,sirds
108,Magen::N,кванирукъ,кынӧм
109,Magen::N,кванирукъ,kuņģis
110,Leber::N,тӏул,мус
111,Leber::N,тӏул,aknas
112,Atem::N,хӏухь,лов
113,Atem::N,хӏухь,elpa
114,Hunger::N,ракъи,тшыг
115,Hunger::N,ракъи,bads
116,Hunger::N,ракъи,izsalkums
117,Träne::N,магӏу,синва
118,Träne::N,магӏу,asara
119,Geschmack::N,тату,кӧр
120,Geschmack::N,тату,чӧсмӧс
121,Geschmack::N,тату,garša
122,Geruch::N,махӏ,зын
123,Geruch::N,махӏ,дук
124,Geruch::N,махӏ,smaka
125,Schlaf::N,макьу,узьӧм
126,Schlaf::N,макьу,miegs
127,Traum::N,макьу,вӧт
128,Traum::N,макьу,вӧтасьӧм
129,Traum::N,макьу,sapnis
130,Himmel::N,зоб,енэж
131,Himmel::N,зоб,debess
132,Sonne::N,бакъ,шонді
133,Sonne::N,бакъ,saule
134,Mond::N,моцӏ,тӧлысь
135,Mond::N,моцӏ,mēness
136,Stern::N,цӏва,кодзув
137,Stern::N,цӏва,zvaigzne
138,Luft::N,гьава,сынӧд
139,Luft::N,гьава,gaiss
140,Wind::N,гьури,тӧв
141,Wind::N,гьури,vējš
142,Welle::N,карачел,гы
143,Welle::N,карачел,vilnis
144,Wasser::N,лъим,ва
145,Wasser::N,лъим,ūdens
146,Stein::N,гьецӏо,из
147,Stein::N,гьецӏо,akmens
148,Boden::N,ракь,му
149,Boden::N,ракь,augsne
150,Erde::N,ракь,му
151,Erde::N,ракь,му-ва
152,Erde::N,ракь,zeme
153,Erde::N,дуниял,му
154,Erde::N,дуниял,му-ва
155,Erde::N,дуниял,zeme
156,Staub::N,хӏур,бус
157,Staub::N,хӏур,putekļi
158,Rauch::N,кӏкӏуй,тшын
159,Rauch::N,кӏкӏуй,dūmi
160,Feuer::N,цӏа,би
161,Feuer::N,цӏа,uguns
162,Licht::N,канлъи,югӧр
163,Licht::N,канлъи,gaisma
164,Schatten::N,рагӏад,вуджӧр
165,Schatten::N,рагӏад,ēna
166,Wetter::N,гьава-бакъ,поводдя
167,Wetter::N,гьава-бакъ,laiks
168,Nebel::N,гӏодобнакӏкӏ,ру
169,Nebel::N,гӏодобнакӏкӏ,онь
170,Nebel::N,гӏодобнакӏкӏ,migla
171,Wolke::N,накӏкӏ,кымӧр
172,Wolke::N,накӏкӏ,mākonis
173,Regen::N,цӏад,зэр
174,Regen::N,цӏад,lietus
175,Schnee::N,гӏазу,лым
176,Schnee::N,гӏазу,sniegs
177,Eis::N,цӏер,йи
178,Eis::N,цӏер,ledus
179,Frost::N,замгьари,кӧдзыд
180,Frost::N,замгьари,sals
181,Kälte::N,квач,кӧдзыд
182,Kälte::N,квач,saltums
183,Kälte::N,квач,aukstums
184,Hitze::N,багӏари,пӧсь
185,Hitze::N,багӏари,гожӧд
186,Hitze::N,багӏари,karstums
187,Raureif::N,мартӏ,пуж
188,Raureif::N,мартӏ,гыӧр
189,Raureif::N,мартӏ,sarma
190,Regenbogen::N,нур,ӧшкамӧшка
191,Regenbogen::N,нур,varavīksne
192,Regenbogen::N,чамбара,ӧшкамӧшка
193,Regenbogen::N,чамбара,varavīksne
194,Donner::N,гъугъай,гым
195,Donner::N,гъугъай,pērkons
196,Donner::N,гъугъади,гым
197,Donner::N,гъугъади,pērkons
198,Strömung::N,чвахи,ва ныр
199,Strömung::N,чвахи,визувтӧм
200,Strömung::N,чвахи,straume
201,Strömung::N,чвахи,strāvojums
202,Tropfen::N,резел,войт
203,Tropfen::N,резел,lāse
204,Tropfen::N,тӏинкӏ,войт
205,Tropfen::N,тӏинкӏ,lāse
206,Tropfen::N,къатӏра,войт
207,Tropfen::N,къатӏра,lāse
208,Tropfen::N,тӏенкӏел,войт
209,Tropfen::N,тӏенкӏел,lāse
210,Schaum::N,полоп,быг
211,Schaum::N,полоп,быгзьӧм
212,Schaum::N,полоп,putas
213,Schmutz::N,чороклъи,няйт
214,Schmutz::N,чороклъи,dubļi
215,See::N,хӏор,ты
216,See::N,хӏор,ezers
217,Sumpf::N,хьуцӏ,гыбад
218,Sumpf::N,хьуцӏ,кад
219,Sumpf::N,хьуцӏ,dumbrājs
220,Sumpf::N,хьуцӏ,staignājs
221,Wiese::N,мегъ,видз
222,Wiese::N,мегъ,pļava
223,Wiese::N,гӏурдаллъи,видз
224,Wiese::N,гӏурдаллъи,pļava
225,Wald::N,рохь,вӧр
226,Wald::N,рохь,mežs
227,Hügel::N,гохӏ,дзиб
228,Hügel::N,гохӏ,мыльк
229,Hügel::N,гохӏ,нӧрыс
230,Hügel::N,гохӏ,paugurs
231,Anhöhe::N,сийитма,мыльк
232,Anhöhe::N,сийитма,нӧрыс
233,Anhöhe::N,сийитма,paugurs
234,Berg::N,мегӏер,чой
235,Berg::N,мегӏер,керӧс
236,Berg::N,мегӏер,kalns
237,Gipfel::N,тӏогь,чук
238,Gipfel::N,тӏогь,virsotne
239,Höhle::N,нохъо,рудӧг
240,Höhle::N,нохъо,ala
241,Abhang::N,лабаллъи,ньывк
242,Abhang::N,лабаллъи,бокша
243,Abhang::N,лабаллъи,nogāze
244,Quelle::N,ицц,ӧшмӧс
245,Quelle::N,ицц,avots
246,Bach::N,лъар,шор
247,Bach::N,лъар,urga
248,Bach::N,лъар,strauts
249,Fluss::N,гӏор,ю
250,Fluss::N,гӏор,upe
251,Ufer::N,рагӏал,вадор
252,Ufer::N,рагӏал,krasts
253,Küste::N,рагӏал,вадор
254,Küste::N,рагӏал,piekraste
255,Festland::N,ракь,му
256,Festland::N,ракь,sauszeme
257,Festland::N,ракъдаллъи,му
258,Festland::N,ракъдаллъи,sauszeme
259,Meer::N,ралъад,саридз
260,Meer::N,ралъад,jūra
261,Bucht::N,кӏветӏ,куръя
262,Bucht::N,кӏветӏ,līcis
263,Insel::N,чӏинкӏиллъи,ді
264,Insel::N,чӏинкӏиллъи,sala
265,Blume::N,тӏегь,дзоридз
266,Blume::N,тӏегь,puķe
267,Blume::N,тӏегь,zieds
268,Gras::N,хер,турун
269,Gras::N,хер,zāle
270,Wurzel::N,кьибил,вуж
271,Wurzel::N,кьибил,sakne
272,Baum::N,гъветӏ,пу
273,Baum::N,гъветӏ,koks
274,Stamm::N,рохти,пучер
275,Stamm::N,рохти,stumbrs
276,Rinde::N,макъар,кырсь
277,Rinde::N,макъар,miza
278,Ast::N,ноцӏ,ув
279,Ast::N,ноцӏ,zars
280,Zweig::N,гӏаркьел,вож
281,Zweig::N,гӏаркьел,nozare
282,Blatt::N,тӏамах,кор
283,Blatt::N,тӏамах,lapa
284,Birke::N,мах,кыдз
285,Birke::N,мах,bērzs
286,Birke::N,махигъветӏ,кыдз
287,Birke::N,махигъветӏ,bērzs
288,Kiefer[Baum]::N,накӏкӏигъветӏ,пожӧм
289,Kiefer[Baum]::N,накӏкӏигъветӏ,priede
290,Weide[Baum]::N,рицӏцӏ,бадь
291,Weide[Baum]::N,рицӏцӏ,kārkls
292,Weide[Baum]::N,рицӏцӏигъветӏ,бадь
293,Weide[Baum]::N,рицӏцӏигъветӏ,kārkls
294,Tanne::N,ёлка,коз
295,Tanne::N,ёлка,egle
296,Horn::N,лълъар,сюр
297,Horn::N,лълъар,rags
298,Feder::N,хӏули,гӧн
299,Feder::N,хӏули,тывборд
300,Feder::N,хӏули,spalva
301,Fell::N,тӏом,ку
302,Fell::N,тӏом,āda
303,Fell::N,цӏоко,ку
304,Fell::N,цӏоко,āda
305,Flügel::N,кваркьи,борд
306,Flügel::N,кваркьи,spārns
307,Klaue::N,галъ,гыж
308,Klaue::N,галъ,nags
309,Kralle::N,квачӏ,гыж
310,Kralle::N,квачӏ,nags
311,Kralle::N,катиквачӏ,гыж
312,Kralle::N,катиквачӏ,nags
313,Schwanz::N,рачӏ,бӧж
314,Schwanz::N,рачӏ,ļipa
315,Ei::N,хоно,кольк
316,Ei::N,хоно,ola
317,Nest::N,бусен,поз
318,Nest::N,бусен,ligzda
319,Bau::N,каратӏ,горс
320,Bau::N,каратӏ,пырмӧс
321,Bau::N,каратӏ,гу
322,Bau::N,каратӏ,ala
323,Tier::N,хӏайван,пемӧс
324,Tier::N,хӏайван,dzīvnieks
325,Herde::N,рехъен,стада
326,Herde::N,рехъен,кельӧб
327,Herde::N,рехъен,ganāmpulks
328,Herde::N,рехъед,стада
329,Herde::N,рехъед,кельӧб
330,Herde::N,рехъед,ganāmpulks
331,Kuh::N,гӏака,мӧс
332,Kuh::N,гӏака,govs
333,Bulle::N,оц,ӧш
334,Bulle::N,оц,bullis
335,Pferd::N,чу,вӧв
336,Pferd::N,чу,zirgs
337,Schaf::N,чахъу,ыж
338,Schaf::N,чахъу,aita
339,Schwein::N,болъон,порсь
340,Schwein::N,болъон,cūka
341,Hund::N,гьой,пон
342,Hund::N,гьой,suns
343,Katze::N,кету,кань
344,Katze::N,кету,kaķis
345,Bär::N,ци,ош
346,Bär::N,ци,lācis
347,Eichhörnchen::N,гвангва,ур
348,Eichhörnchen::N,гвангва,vāvere
349,Fuchs::N,цер,руч
350,Fuchs::N,цер,lapsa
351,Hase::N,гӏанкӏ,кӧч
352,Hase::N,гӏанкӏ,zaķis
353,Maus::N,гӏункӏкӏ,шыр
354,Maus::N,гӏункӏкӏ,pele
355,Wolf::N,бацӏ,кӧин
356,Wolf::N,бацӏ,vilks
357,Vogel::N,хӏинчӏ,кай
358,Vogel::N,хӏинчӏ,лэбач
359,Vogel::N,хӏинчӏ,putns
360,Schwarm::N,тӏел,чукӧр
361,Schwarm::N,тӏел,spiets
362,Huhn::N,гӏанкӏу,курӧг
363,Huhn::N,гӏанкӏу,vista
364,Hahn::N,хӏелеко,петук
365,Hahn::N,хӏелеко,gailis
366,Gans::N,хъаз,дзодзӧг
367,Gans::N,хъаз,zoss
368,Adler::N,цӏум,кутш
369,Adler::N,цӏум,ērglis
370,Ente::N,ордек,утка
371,Ente::N,ордек,pīle
372,Eule::N,беццаруз,сюзь
373,Eule::N,беццаруз,pūce
374,Kranich::N,къункъра,тури
375,Kranich::N,къункъра,dzērve
376,Krähe::N,гъеду,рака
377,Krähe::N,гъеду,vārna
378,Kuckuck::N,гагу,кӧк
379,Kuckuck::N,гагу,dzeguze
380,Schwan::N,хӏанкъва,юсь
381,Schwan::N,хӏанкъва,gulbis
382,Fisch::N,ччугӏа,чери
383,Fisch::N,ччугӏа,zivs
384,Barsch::N,окунь,ёкыш
385,Barsch::N,окунь,asaris
386,Hecht::N,щука,сир
387,Hecht::N,щука,līdaka
388,Schlange[Tier]::N,борохь,кый
389,Schlange[Tier]::N,борохь,čūska
390,Wurm::N,хӏапара,номыр
391,Wurm::N,хӏапара,tārps
392,Spinne::N,хъанхъра,черань
393,Spinne::N,хъанхъра,zirneklis
394,Ameise::N,цӏунцӏра,кодзувкот
395,Ameise::N,цӏунцӏра,skudra
396,Laus::N,нацӏ,той
397,Laus::N,нацӏ,uts
398,Mücke::N,кӏкӏара,ном
399,Mücke::N,кӏкӏара,ods
400,Fliege::N,тӏутӏ,гут
401,Fliege::N,тӏутӏ,muša
402,Schmetterling::N,кӏалкӏучӏ,бобув
403,Schmetterling::N,кӏалкӏучӏ,tauriņš
404,Apfel::N,гӏеч,яблӧг
405,Apfel::N,гӏеч,ābols
406,Pilz::N,гӏурдахӏан,тшак
407,Pilz::N,гӏурдахӏан,sēne
408,Zwiebel::N,кӏочӏопер,луккок
409,Zwiebel::N,кӏочӏопер,йӧнгыль
410,Zwiebel::N,кӏочӏопер,sīpols
411,Saat::N,хьон,тусь
412,Saat::N,хьон,кӧйдыс
413,Saat::N,хьон,sēkla
414,Korn::N,мугь,тусь
415,Korn::N,мугь,grauds
416,Heu::N,хер,турун
417,Heu::N,хер,siens
418,Schale::N,хъал,кор
419,Schale::N,хъал,čaula
420,Schale::N,хъал,čaumala
421,Grube::N,гвенд,гу
422,Grube::N,гвенд,bedre
423,Falle::N,къор,лэч
424,Falle::N,къор,slazds
425,Falle::N,къор,lamatas
426,Falle::N,къотен,лэч
427,Falle::N,къотен,slazds
428,Falle::N,къотен,lamatas
429,Schlinge::N,кӏичӏ,лэч
430,Schlinge::N,кӏичӏ,cilpa
431,Spur::N,лъалкӏ,туй
432,Spur::N,лъалкӏ,pēda
433,Asche::N,рахъу,пӧм
434,Asche::N,рахъу,pelni
435,Dreck::N,гъиз,няйт
436,Dreck::N,гъиз,dubļi
437,Dreck::N,хӏарщ,няйт
438,Dreck::N,хӏарщ,dubļi
439,Eisen::N,махх,кӧрт
440,Eisen::N,махх,dzelzs
441,Gold::N,месед,зарни
442,Gold::N,месед,zelts
443,Silber::N,гӏарац,эзысь
444,Silber::N,гӏарац,sudrabs
445,Kohle::N,тӏурччи,шом
446,Kohle::N,тӏурччи,ogle
447,Glas::N,цӏер,стеклӧ
448,Glas::N,цӏер,stikls
449,Lehm::N,хӏатӏ,сёй
450,Lehm::N,хӏатӏ,māls
451,Sand::N,сали,лыа
452,Sand::N,сали,smiltis
453,Mensch::N,чи,морт
454,Mensch::N,чи,cilvēks
455,Mann::N,бихьинчи,аймӧрт
456,Mann::N,бихьинчи,мужичӧй
457,Mann::N,бихьинчи,vīrietis
458,Frau::N,гӏадан,ань
459,Frau::N,гӏадан,нывбаба
460,Frau::N,гӏадан,sieviete
461,Kind::N,лъимер,кага
462,Kind::N,лъимер,bērns
463,Junge::N,вас,пи
464,Junge::N,вас,zēns
465,Junge::N,вас,puika
466,Junge::N,вас,puisis
467,Mädchen::N,яс,ныв
468,Mädchen::N,яс,meiča
469,Mädchen::N,яс,skuķis
470,Mädchen::N,яс,meitene
471,Familie::N,хъизан,семья
472,Familie::N,хъизан,ģimene
473,Großvater::N,кӏудада,пӧль
474,Großvater::N,кӏудада,vecaistēvs
475,Großmutter::N,кӏодо,баб
476,Großmutter::N,кӏодо,vecāmāte
477,Eltern::N,эбел-эмен,ай-мам
478,Eltern::N,эбел-эмен,бать-мам
479,Eltern::N,эбел-эмен,vecāki
480,Vater::N,эмен,бать
481,Vater::N,эмен,ай
482,Vater::N,эмен,tēvs
483,Mutter::N,эбел,мам
484,Mutter::N,эбел,māte
485,Sohn::N,вас,пи
486,Sohn::N,вас,dēls
487,Tochter::N,яс,ныв
488,Tochter::N,яс,meita
489,Bruder::N,вац,вок
490,Bruder::N,вац,brālis
491,Schwester::N,яц,чой
492,Schwester::N,яц,māsa
493,Onkel::N,даци,дядь
494,Onkel::N,даци,tēvocis
495,Tante::N,ада,тьӧт
496,Tante::N,ада,tante
497,Ehemann::N,рос,верӧс
498,Ehemann::N,рос,vīrs
499,Ehefrau::N,чӏужу,гӧтыр
500,Ehefrau::N,чӏужу,sieva
501,Freude::N,ракӏбохи,радлун
502,Freude::N,ракӏбохи,prieks
503,Gelächter::N,релъи,серам
504,Gelächter::N,релъи,smiekli
505,Glück::N,талихӏ,шуд
506,Glück::N,талихӏ,laime
507,Glück::N,талихӏ-рохел,шуд
508,Glück::N,талихӏ-рохел,laime
509,Kummer::N,хӏалкъай,шог
510,Kummer::N,хӏалкъай,bēdas
511,Kummer::N,хӏалкъай,raizes
512,Wunsch::N,къасд,кӧсйӧм
513,Wunsch::N,къасд,vēlme
514,Wunsch::N,къасд,vēlējums
515,Lust::N,гъира,кыскӧм
516,Lust::N,гъира,радейтӧм
517,Lust::N,гъира,kāre
518,Geist::N,чӏанкӏ,лов
519,Geist::N,чӏанкӏ,gars
520,Geist::N,рухӏ-жан,лов
521,Geist::N,рухӏ-жан,gars
522,Gedanke::N,пикру,мӧвп
523,Gedanke::N,пикру,doma
524,Verstand::N,лумалъи,вежӧр
525,Verstand::N,лумалъи,prāts
526,Verstand::N,цӏодорлъи,вежӧр
527,Verstand::N,цӏодорлъи,prāts
528,Sinn::N,магӏна,мог
529,Sinn::N,магӏна,вежӧртас
530,Sinn::N,магӏна,nozīme
531,Grund::N,багьана,помка
532,Grund::N,багьана,pamats
533,Grund::N,багьана,iemesls
534,Wahrheit::N,ритӏухълъи,збыль
535,Wahrheit::N,ритӏухълъи,збыльтор
536,Wahrheit::N,ритӏухълъи,taisnība
537,Wahrheit::N,ритӏухълъи,patiesība
538,Gespräch::N,накъит,сёрни
539,Gespräch::N,накъит,saruna
540,Märchen::N,маргьа,мойд
541,Märchen::N,маргьа,pasaka
542,Erzählung::N,къиса,висьт
543,Erzählung::N,къиса,stāsts
544,Erzählung::N,къиса,nostāsts
545,Nachricht::N,хабар,юӧртӧм
546,Nachricht::N,хабар,ziņa
547,Neuigkeit::N,хабар-гӏазаб,выльтор
548,Neuigkeit::N,хабар-гӏазаб,jaunums
549,Name::N,цӏар,ним
550,Name::N,цӏар,vārds
551,Rätsel::N,бицанкӏо,нӧдкыв
552,Rätsel::N,бицанкӏо,mīkla
553,Rede::N,речь,сёрни
554,Rede::N,речь,runa
555,Rede::N,калам,сёрни
556,Rede::N,калам,runa
557,Sprache::N,мацӏ,кыв
558,Sprache::N,мацӏ,valoda
559,Stimme::N,гьаракь,гӧлӧс
560,Stimme::N,гьаракь,вом шы
561,Stimme::N,гьаракь,balss
562,Wort::N,рагӏи,кыв
563,Wort::N,рагӏи,vārds
564,Zeichen::N,ишара,пас
565,Zeichen::N,ишара,zīme
566,Zeichen::N,гӏаламат,пас
567,Zeichen::N,гӏаламат,zīme
568,Ruf::N,ахӏи,чукӧстчӧм
569,Ruf::N,ахӏи,корӧм
570,Ruf::N,ахӏи,sauciens
571,Lärm::N,хъуй,шы
572,Lärm::N,хъуй,зык
573,Lärm::N,хъуй,зычитӧм
574,Lärm::N,хъуй,troksnis
575,Lärm::N,хъуди,шы
576,Lärm::N,хъуди,зык
577,Lärm::N,хъуди,зычитӧм
578,Lärm::N,хъуди,troksnis
579,Laut::N,гьаракь,шы
580,Laut::N,гьаракь,skaņa
581,Laut::N,сас,шы
582,Laut::N,сас,skaņa
583,Lied::N,кечӏ,сьылан
584,Lied::N,кечӏ,сьыланкыв
585,Lied::N,кечӏ,dziesma
586,Ruhe::N,рахӏат,чӧв
587,Ruhe::N,рахӏат,miers
588,Leute::N,гӏадамал,йӧз
589,Leute::N,гӏадамал,войтыр
590,Leute::N,гӏадамал,ļaudis
591,Leute::N,гӏадамал,cilvēki
592,Volk::N,халкъ,йӧз
593,Volk::N,халкъ,войтыр
594,Volk::N,халкъ,tauta
595,Arbeit::N,хӏалтӏи,удж
596,Arbeit::N,хӏалтӏи,darbs
597,Gast::N,гьобол,гӧсть
598,Gast::N,гьобол,viešņa
599,Gast::N,гьобол,ciemiņš
600,Geschenk::N,сайигъат,козин
601,Geschenk::N,сайигъат,dāvana
602,Spiel::N,хӏай,ворсан
603,Spiel::N,хӏай,rotaļa
604,Spiel::N,расанди,ворсан
605,Spiel::N,расанди,rotaļa
606,Gesellschaft::N,жамагӏат,котыр
607,Gesellschaft::N,жамагӏат,biedrība
608,Gesellschaft::N,жамагӏат,kompānija
609,Hilfe::N,кумек,отсӧг
610,Hilfe::N,кумек,palīdzība
611,Freund::N,гьудул,ёрт
612,Freund::N,гьудул,draugs
613,Kamerad::N,гьалмагъ,ёрт
614,Kamerad::N,гьалмагъ,biedrs
615,Angelegenheit::N,къваригӏел,мог
616,Angelegenheit::N,къваригӏел,делӧ
617,Angelegenheit::N,къваригӏел,darīšana
618,Anzahl::N,рикӏкӏен,лыд
619,Anzahl::N,рикӏкӏен,тшӧт
620,Anzahl::N,рикӏкӏен,skaits
621,Anzahl::N,рикӏкӏен,daudzums
622,Art::N,жинс,сикас
623,Art::N,жинс,suga
624,Art::N,жинс,šķira
625,Stück::N,кесек,тор
626,Stück::N,кесек,gabals
627,Teil::N,пай,юкӧн
628,Teil::N,пай,daļa
629,Hälfte::N,бащдаб,пӧв
630,Hälfte::N,бащдаб,джын
631,Hälfte::N,бащдаб,puse
632,Kreis::N,гор,кытш
633,Kreis::N,гор,aplis
634,Kreis::N,гор,riņķis
635,Kreuz::N,хъанч,перна
636,Kreuz::N,хъанч,крест
637,Kreuz::N,хъанч,krusts
638,Linie::N,мухъ,визь
639,Linie::N,мухъ,līnija
640,Strich::N,хӏучч,визь
641,Strich::N,хӏучч,svītra
642,Abstand::N,манзил,кост
643,Abstand::N,манзил,коласт
644,Abstand::N,манзил,atstarpe
645,Entfernung::N,манзил,ылна
646,Entfernung::N,манзил,attālums
647,Entfernung::N,манзил,atstatums
648,Gegend::N,рахъ,му-ва
649,Gegend::N,рахъ,apvidus
650,Gegend::N,рахъ,apgabals
651,Platz::N,бакӏ,ылдӧс
652,Platz::N,бакӏ,йир
653,Platz::N,бакӏ,гӧгӧртас
654,Platz::N,бакӏ,vieta
655,Ort::N,бакӏ,ин
656,Ort::N,бакӏ,места
657,Ort::N,бакӏ,vieta
658,Seite::N,рахъ,бок
659,Seite::N,рахъ,ӧтарладор
660,Seite::N,рахъ,sāns
661,Mitte::N,бакьулъбакӏ,шӧр
662,Mitte::N,бакьулъбакӏ,vidus
663,Gegenstand::N,жо,кӧлуй
664,Gegenstand::N,жо,priekšmets
665,Sache::N,жо,добра
666,Sache::N,жо,lieta
667,Rand::N,мицӏир,дор
668,Rand::N,мицӏир,mala
669,Rand::N,мицӏир,apmale
670,Kante::N,рагӏал,дор
671,Kante::N,рагӏал,šķautne
672,Kante::N,рагӏа-ракьан,дор
673,Kante::N,рагӏа-ракьан,šķautne
674,Ecke::N,цили,пельӧс
675,Ecke::N,цили,kakts
676,Ecke::N,цили,stūris
677,Spitze::N,тӏогь,йыв
678,Spitze::N,тӏогь,smaile
679,Spitze::N,тӏогь,galotne
680,Ende::N,кӏал,пом
681,Ende::N,кӏал,gals
682,Ende::N,кӏал,uzgalis
683,Loch::N,каратӏ,розь
684,Loch::N,каратӏ,caurums
685,Muster::N,накъиш,сер
686,Muster::N,накъиш,piemērs
687,Größe::N,кӏодо́лъи,ыджда
688,Größe::N,кӏодо́лъи,lielums
689,Länge::N,халалъи,кузьта
690,Länge::N,халалъи,garums
691,Höhe::N,борхалъи,джуджда
692,Höhe::N,борхалъи,augstums
693,Gewicht::N,бакӏлъи,сьӧкта
694,Gewicht::N,бакӏлъи,сьӧкталун
695,Gewicht::N,бакӏлъи,svars
696,Gewicht::N,бакӏлъи,smagums
697,Haufen::N,гъуни,чукӧр
698,Haufen::N,гъуни,čupa
699,Haufen::N,гъуни,grēda
700,Haufen::N,гъуни,kaudze
701,Reihe::N,ирга́,рад
702,Reihe::N,ирга́,rinda
703,Reihe::N,ирга́,virkne
704,Boot::N,раса,пыж
705,Boot::N,раса,laiva
706,Ruder::N,раххан,пелыс
707,Ruder::N,раххан,ӧпаснӧй
708,Ruder::N,раххан,airis
709,Ruder::N,раххан,irklis
710,Schlitten::N,чанагъ,дадь
711,Schlitten::N,чанагъ,ragavas
712,Ski::N,лыжаби,лызь
713,Ski::N,лыжаби,slēpe
714,Lagerfeuer::N,цӏа,бипур
715,Lagerfeuer::N,цӏа,ugunskurs
716,Last::N,бакӏлъи,сьӧкыдтор
717,Last::N,бакӏлъи,krava
718,Gang::N,хьвади,мунӧм
719,Gang::N,хьвади,ветлӧм
720,Gang::N,хьвади,eja
721,Gang::N,хьвади,gājums
722,Gang::N,хьвада-чӏвади,мунӧм
723,Gang::N,хьвада-чӏвади,ветлӧм
724,Gang::N,хьвада-чӏвади,eja
725,Gang::N,хьвада-чӏвади,gājums
726,Schritt::N,гали,воськов
727,Schritt::N,гали,воськовтӧм
728,Schritt::N,гали,solis
729,Norden::N,шимал,войвыв
730,Norden::N,шимал,ziemeļi
731,Süden::N,юг,лунвыв
732,Süden::N,юг,dienvidi
733,Süden::N,къибла,лунвыв
734,Süden::N,къибла,dienvidi
735,Westen::N,гъарб,рытыв
