,Concept_ID,fa,myv
800,plötzlich::ADV,ناگهان,апак учо
801,sofort::ADV,فوراً,курок
802,sofort::ADV,فوراً,нейке
803,später::ADV,بعدها,мейле
804,jetzt::ADV,حالا,ней
805,jetzt::ADV,اکنون,ней
806,heute::ADV,امروز,течи
807,morgen::ADV,فردا,ванды
808,bald::ADV,زود,курок
809,bald::ADV,بزودی,курок
810,dann::ADV,سپس,мейле
811,dann::ADV,سپس,седе мейле
812,dann::ADV,آنوقت,мейле
813,dann::ADV,آنوقت,седе мейле
814,gestern::ADV,دیروز,исяк
815,einst::ADV,وقتی,весть
816,einst::ADV,وقتی,зярдо-бути
817,einst::ADV,زمانی,весть
818,einst::ADV,زمانی,зярдо-бути
819,damals::ADV,آنوقت,сестэ
820,damals::ADV,آنزمان,сестэ
821,danach::ADV,بعد,мейле
822,danach::ADV,بعد,седе мейле
823,vorher::ADV,قبلاً,васняяк
824,zuerst::ADV,اول,васня
825,zuerst::ADV,ابتداء,васня
826,einmal::ADV,یکدفعه,весть
827,manchmal::ADV,گاهی,лиясто
828,manchmal::ADV,بعضی اوقات,лиясто
829,oft::ADV,اغلب,сеетьстэ
830,immer::ADV,همیشه,свал
831,niemals::ADV,هرگز,а зярдояк
832,hier::ADV,اینجا,тесэ
833,hierhin::ADV,به اینجا,тей
834,von hier::ADV,از اینجا,тестэ
835,dort::ADV,آنجا,тосо
836,dorthin::ADV,به آنجا,тов
837,geradeaus::ADV,راست,витьстэ
838,vorwärts::ADV,جلو,икелев
839,vorwärts::ADV,به پیش,икелев
840,rückwärts::ADV,عقب,мекев
841,zurück::ADV,پس,мекев
842,zurück::ADV,عقب,мекев
843,zurück::ADV,بالعکس,мекев
844,unten::ADV,زیر,ало
845,unten::ADV,پایین,ало
846,hinab::ADV,به پایین,алов
847,oben::ADV,بالا,вере
848,hinauf::ADV,به بالا,верев
849,überall::ADV,همه‌جا,эрьва косо
850,nicht::ADV,نه,а
851,ein wenig::ADV,کمی,аламошка
852,kaum::ADV,به سختی,ансяк
853,sehr::ADV,خیلی,пек
854,sehr::ADV,خیلی,вельть
855,sehr::ADV,بسیار,пек
856,sehr::ADV,بسیار,вельть
857,so::ADV,چنین,истя
858,so::ADV,اینطور,истя
859,noch::ADV,هنوز,таго
860,nur::ADV,فقط,ансяк
861,nur::ADV,تنها,ансяк
862,schon::ADV,قبلاً,уш
863,schon::ADV,به این زودی,уш
864,wieder::ADV,باز,таго
865,wieder::ADV,دوباره,таго
866,vergebens::ADV,بیهوده,стяко
867,vor::PRP,در جلوی,икеле
868,hinter::PRP,پشت,вельде
869,unter::PRP,تحت,ало
870,durch::PRP,از وسط,пачк
871,durch::PRP,از ميان,пачк
872,neben::PRP,کنار,вакссо
873,neben::PRP,پهلوی,вакссо
874,zwischen::PRP,بین,ютксо
875,zwischen::PRP,میان,ютксо
876,wegen::PRP,برای,кис
877,wegen::PRP,برای,коряс
878,wegen::PRP,برای,кувалт
879,wegen::PRP,بخاطر,кис
880,wegen::PRP,بخاطر,коряс
881,wegen::PRP,بخاطر,кувалт
882,dies::PRN,این,те
883,das::PRN,آن,те
884,das::PRN,آن,тона
885,alles::PRN,تمام,весе
886,alles::PRN,تمام,весемесь
887,alles::PRN,همه‌چیر,весе
888,alles::PRN,همه‌چیر,весемесь
889,ich::PRN,من,мон
890,du::PRN,تو,тон
891,er::PRN,او,сон
892,wir::PRN,ما,минь
893,ihr::PRN,شما,тынь
894,sie::PRN,آنها,сынь
895,was::FPRN,چه,мезе
896,wer::FPRN,کی,ки
897,wo::FADV,کجا,косо
898,wohin::FADV,بکجا,ков
899,wohin::FADV,بکجا,козо
900,wie::FADV,چطور,кода
901,wie::FADV,چگونه,кода
902,warum::FADV,چرا,мекс
903,warum::FADV,برای چه,мекс
904,wieviel::FNUM,چند,зяро
905,wieviel::FNUM,چقدر,зяро
906,eins::NUM,یک,вейке
907,zwei::NUM,دو,кавто
908,drei::NUM,سه,колмо
909,vier::NUM,چهار,ниле
910,fünf::NUM,پنج,вете
911,sechs::NUM,شش,кото
912,sieben::NUM,هفت,сисем
913,acht::NUM,هشت,кавксо
914,neun::NUM,نه,вейксэ
915,zehn::NUM,ده,кемень
916,elf::NUM,یازده,кевейкее
917,zwölf::NUM,دوازده,кемгавтово
918,zwanzig::NUM,بیست,комсь
919,dreißig::NUM,سی,колоньгемень
920,vierzig::NUM,چهل,ниленьгемень
921,fünfzig::NUM,پنجاه,ведьгемень
922,sechzig::NUM,شصت,кодгемень
923,siebzig::NUM,هفتاد,сизьгемень
924,achtzig::NUM,هشتاد,кавксоньгемень
925,neunzig::NUM,نود,вейксэньгемень
926,hundert::NUM,صد,сядо
927,tausend::NUM,هزار,тыща
928,und::CNJ,و,ды
929,oder::CNJ,یا,или
930,stehen::V,ایستادن,аштемс стядо
931,sitzen::V,نشستن,аштемс озадо
932,liegen::V,خوابیدن,мадезь аштемс
933,liegen::V,دراز کشیدن,мадезь аштемс
934,hängen::V,آویزان بودن,нурьгемс
935,werden::V,شدن,арамс
936,passieren::V,گذشتن,лисэмс
937,passieren::V,اتفاق افتادن,лисэмс
938,beginnen::V,شروع شدن,ушодомс
939,enden::V,تمام شدن,лоткамс
940,wechseln::V,عوض شدن,полавтнемс
941,aufgehen[Sonne]::V,برآمدن,лисемс
942,aufgehen[Sonne]::V,برآمدن,стямс
943,aufgehen[Sonne]::V,طلوع کردن,лисемс
944,aufgehen[Sonne]::V,طلوع کردن,стямс
945,untergehen[Sonne]::V,غروب کردن,валгомс
946,scheinen[Sonne]::V,تابیدن,валдомтомс
947,donnern::V,رعد زدن,цярномс
948,donnern::V,رعد زدن,галдордомс
949,wehen::V,دمیدن,пувамс
950,strömen::V,روان شدن,чудемс
951,fließen::V,روان شدن,чудемс
952,sich drehen::V,چرخیدن,велямс
953,schwanken::V,خم و راست شدن,лыкамс
954,schwanken::V,خم و راست شدن,якамс
955,schwingen::V,تاب خوردن,нурсемс
956,schwingen::V,تاب خوردن,лыкамс
957,schwingen::V,نوسان کردن,нурсемс
958,schwingen::V,نوسان کردن,лыкамс
959,fallen::V,افتادن,прамс
960,fallen::V,افتادن,сяворемс
961,fallen::V,سقوط کردن,прамс
962,fallen::V,سقوط کردن,сяворемс
963,brennen::V,سوزاندن,паломс
964,rauchen::V,دود کردن,качадомс
965,regnen::V,باران آمدن,пиземс
966,gefrieren::V,یخ بستن,кельмемс
967,tauen::V,آب شدن,соламс
968,schmelzen::V,آب شدن,соламс
969,trocknen::V,خشک شدن,коськемс
970,sieden::V,جوشیدن,лакамс
971,sieden::V,جوشیدن,пиксемс
972,faulen::V,فاسد شدن,наксадомс
973,verfaulen::V,پوسیدن,наксадомс
974,reißen::V,پاره شدن,сезневемс
975,versinken::V,غرق شدن,ваямс
976,vergehen::V,گذشتن,ютамс
977,erscheinen::V,ظاهر شدن,лисемс
978,verschwinden::V,گم شدن,ёмамс
979,verschwinden::V,از بین رفتن,ёмамс
980,sinken::V,پایین آمدن,явамс
981,abnehmen::V,کم شدن,киремемс
982,zunehmen::V,زیاد شدن,ламолгадомс
983,zunehmen::V,زیاد شدن,раштамс
984,steigen::V,بالا رفتن,куземс
985,steigen::V,بالا رفتن,кепсевемс
986,wachsen::V,قد کشیدن,касомс
987,glänzen::V,برق زدن,цитнемс
988,funkeln::V,جرقه زدن,пиндолдомс
989,funkeln::V,جرقه زدن,цивтёрдомс
990,lärmen::V,شلوغ کردن,шалномс
991,läuten::V,زنگ زدن,гайгезевемс
992,klingeln::V,زنگ زدن,чавомс баягас
993,klirren::V,جرنگ جرنگ صدا کردن,калдордомс
994,klirren::V,جرنگ جرنگ صدا کردن,кальцяемс
995,brausen::V,طوفانی بودن,лакамс
996,rauschen::V,خش‌خش کردن,лажномс
997,klingen::V,صدا دادن,гайгемс
998,bellen::V,عوعو کردن,онгомс
999,heulen::V,زوزه کشیدن,урномс
1000,blasen::V,فوت کردن,пувамс
1001,pfeifen::V,سوت زدن,вешкемс
1002,schreien::V,فریاد زدن,пижнемс
1003,stöhnen::V,نالیدن,кувсемс
1004,zittern::V,لرزیدن,тарномс
1005,leben::V,زیستن,эрямс
1006,leben::V,زندگی کردن,эрямс
1007,geboren werden::V,متولد شدن,чачомс
1008,atmen::V,تنفس کردن,лексемс
1009,trinken::V,نوشیدن,симемс
1010,essen::V,خوردن,ярсамс
1011,schlucken::V,بلعیدن,нилемс
1012,schlucken::V,بلعیدن,порнемс
1013,schlucken::V,قورت دادن,нилемс
1014,schlucken::V,قورت دادن,порнемс
1015,müde werden::V,خسته شدن,сиземс
1016,einschlafen::V,خواب رفتن,матедевемс
1017,schlafen::V,خوابیدن,удомс
1018,aufwachen::V,از خواب بیدار شدن,сыргоземс
1019,aufstehen::V,بیدار شدن,стямс
1020,sich erholen::V,استراحت کردن,оймсемс
1021,krank werden::V,مریض شدن,сэредезевемс
1022,krank sein::V,بیمار بودن,сэредемс
1023,schmerzen::V,درد کردن,сэредемс
1024,husten::V,سرفه کردن,козомс
1025,genesen::V,بهبود یافتن,пичкамс
1026,sterben::V,مردن,куломс
1027,umkommen::V,کشته شدن,чавовомс
1028,umkommen::V,کشته شدن,ёмамс
1029,sich bewegen::V,حرکت کردن,шаштомс
1030,sich rühren::V,تکان خوردن,сыргамс
1031,sich erheben::V,برخواستن,куземс
1032,sich setzen::V,نشستن,озамс
1033,hinfallen::V,زمین خوردن,прамс
1034,hinfallen::V,زمین خوردن,сяворемс
1035,laufen::V,پیاده رفتن,якамс
1036,schreiten::V,قدم زدن,эскелямс
1037,schreiten::V,قدم زدن,молемс
1038,spazierengehen::V,گردش رفتن,якамс
1039,eilen::V,شتاب کردن,эрзкалемс
1040,eilen::V,شتاب کردن,капшамс
1041,sich beeilen::V,عجله کردن,капшамс
1042,sausen::V,صفیر کشیدن,ливтямс
1043,rennen::V,دویدن,чийнемс
1044,rennen::V,دویدن,ардтнемс
1045,springen::V,پریدن,кирнявтнемс
1046,klettern::V,بالا رفتن,куземс
1047,schaukeln::V,تاب خوردن,нурямс
1048,kriechen::V,خزیدن,ёзмолдомс
1049,schwimmen::V,شنا کردن,уемс
1050,tauchen::V,غواصی کردن,чопавтомс
1051,tauchen::V,غواصی کردن,чопавтнемс
1052,rudern::V,پارو زدن,миледемс
1053,fahren::V,سواره رفتن,ардомс
1054,fliegen::V,پریدن,ливтямс
1055,gehen::V,رفتن,туемс
1056,gehen::V,رفتن,молемс
1057,weggehen::V,رفتن,туемс
1058,abfahren::V,حرکت کردن,туемс
1059,anhalten::V,ایست کردن,лоткамс
1060,hineingehen::V,داخل شدن,совамс
1061,eintreten::V,وارد شدن,совамс
1062,eintreten::V,وارد شدن,эскельдямс
1063,kommen::V,آمدن,самс
1064,ankommen::V,رسیدن,самс
1065,ankommen::V,رسیدن,пачкодемс
1066,zurückkommen::V,برگشتن,велявтомс
1067,bleiben::V,ماندن,кадовомс
1068,warten::V,منتظر بودن,учомс
1069,erwarten::V,انتظار داشتن,учомс
1070,suchen::V,جستجو کردن,вешнемс
1071,finden::V,یافتن,муемс
1072,finden::V,پیدا کردن,муемс
1073,versuchen::V,سعی کردن,варштамс
1074,versuchen::V,کوشش کردن,варштамс
1075,vorbereiten::V,آماده کردن,анокстамс
1076,lieben::V,عاشق بودن,вечкемс
1077,mögen::V,میل داشتن,вечкемс
1078,mögen::V,دوست داشتن,вечкемс
1079,lachen::V,خندیدن,пейдемс
1080,rühren::V,به رقت آوردن,токамс седейс
1081,weinen::V,گریه کردن,авардемс
1082,schimpfen::V,فحاشی کردن,сёвномс
1083,sich ärgern::V,ناراحت شدن,кежиявтнемс
1084,sich fürchten::V,واهمه کردن,пелемс
1085,fürchten::V,ترسیدن,пелемс
1086,fliehen::V,گریختن,оргодемс
1087,flüchten::V,فرار کردن,ворьгодемс
1088,flüchten::V,فرار کردن,чадомс
1089,sehen::V,دیدن,неемс
1090,anschauen::V,نگاه کردن,ваномс
1091,ansehen::V,تماشا کردن,ваномс
1092,hören::V,شنیدن,марямс
1093,zuhören::V,گوش دادن,кунсоломс
1094,probieren::V,چشیدن,варшамс
1095,riechen::V,بوییدن,никсемс
1096,riechen::V,بو کردن,никсемс
1097,fühlen::V,احساس کردن,марямс
1098,scheinen::V,بنظر آمدن,марявомс
1099,zu sehen sein::V,دیده شدن,неявомс
1100,vernehmen::V,شنیدن,марямс
1101,frieren::V,سرد بودن,кельмемс
1102,tun::V,کردن,теемс
1103,können::V,توانستن,маштомс
1104,wollen::V,خواستن,бажамс
1105,anfangen::V,شروع کردن,кармамс
1106,beenden::V,تمام کردن,прядомс
1107,beenden::V,پایان دادن,прядомс
1108,aufhören::V,دست کشیدن,лоткамс
1109,gelingen::V,موفق شدن,удаламс
1110,geraten::V,نتیجه دادن,лисемс
1111,öffnen::V,گشودن,панжомс
1112,öffnen::V,باز کردن,панжомс
1113,schließen::V,بستن,пекстамс
1114,schließen::V,بستن,сёлгомс
1115,schließen::V,بستن,конямс
1116,schließen::V,قفل کردن,пекстамс
1117,schließen::V,قفل کردن,сёлгомс
1118,schließen::V,قفل کردن,конямс
1119,stellen::V,گذاردن,аравтомс
1120,setzen::V,نشاندن,ойсевтемс
1121,setzen::V,نشاندن,озавтнемс
1122,legen::V,گذاشتن,путомс
1123,berühren::V,دست زدن,токамс
1124,berühren::V,لمس کردن,токамс
1125,verbinden::V,وصل کردن,содомс
1126,bedecken::V,پوشاندن,вельтямс
1127,aufhängen::V,آویختن,понгавтомс
1128,anzünden::V,سوزاندن,кирвастемс
1129,aufheben::V,برداشتن,кепедемс
1130,aufheben::V,بلند کردن,кепедемс
1131,zurücklassen::V,گذاشتن,кадомс
1132,verlieren::V,گم کردن,ёмавтомс
1133,fallen lassen::V,انداختن,правтомс
1134,machen::V,کردن,теемс
1135,machen::V,ساختن,теемс
1136,herstellen::V,ساختن,анокстамс
1137,herstellen::V,تولید کردن,анокстамс
1138,bauen::V,ساختن,путомс
1139,bauen::V,بنا کردن,путомс
1140,reparieren::V,درست کردن,витемс
1141,reparieren::V,تعمیر کردن,витемс
1142,verbessern::V,بهتر کردن,паролгавтомс
1143,verbessern::V,بهتر کردن,вадрялгавтомс
1144,ändern::V,تغییر دادن,полавтомс
1145,graben::V,کندن,чувомс
1146,graben::V,کندن,таргамс
1147,graben::V,گود کردن,чувомс
1148,graben::V,گود کردن,таргамс
1149,beugen::V,کج کردن,мендемс
1150,biegen::V,خم کردن,комавтомс
1151,drehen::V,چرخاندن,чаравтомс
1152,drehen::V,چرخاندن,велявтнемс
1153,wenden::V,برگرداندن,велявтомс
1154,umdrehen::V,برگرداندن,велявтомс
1155,heben::V,برداشتن,кепедемс
1156,hochheben::V,برآوردن,кепедемс
1157,hochheben::V,بلند کردن,кепедемс
1158,ergreifen::V,گرفتن,кундамс
1159,halten::V,نگاه داشتن,кирдемс
1160,drücken::V,فشار دادن,нуемс
1161,drücken::V,فشار آوردن,нуемс
1162,schieben::V,هل دادن,шаштомс
1163,kratzen::V,خاریدن,ангордамс
1164,lecken::V,لیسیدن,нолсемс
1165,beißen::V,گاز زدن,сускомс
1166,abreißen::V,پاره کردن,сеземс
1167,abschneiden::V,بریدن,печкемс
1168,abschneiden::V,قطع کردن,печкемс
1169,binden::V,بستن,кодамс
1170,binden::V,بستن,сюлмамс
1171,stecken::V,فرو کردن,сялгомс
1172,brechen::V,شکستن,синдемс
1173,brechen::V,شکستن,калавтомс
1174,klopfen::V,کوبیدن,калтаямс
1175,hauen::V,زدن,чавомс
1176,kleben::V,چسباندن,педявтнемс
1177,reiben::V,مالش دادن,ёзамс
1178,streichen::V,مالیدن,вадемс
1179,schleifen::V,تیز کردن,човамс
1180,schneiden::V,چیدن,керямс
1181,schneiden::V,بریدن,керямс
1182,rütteln::V,لرزاندن,чукамс
1183,rütteln::V,لرزاندن,лыкавтомс
1184,rütteln::V,تکان دادن,чукамс
1185,rütteln::V,تکان دادن,лыкавтомс
1186,schütteln::V,تکان دادن,чукамс
1187,schwenken::V,تاب دادن,яхолемс
1188,schütten::V,ریختن,каямс
1189,füllen::V,پر کردن,пештямс
1190,einwickeln::V,پیچیدن,тапарямс
1191,tragen::V,بردن,кандомс
1192,tragen::V,حمل کردن,кандомс
1193,schleppen::V,کشیدن,ускомс
1194,ziehen::V,کشیدن,ускомс
1195,aufbewahren::V,نگهداری کردن,ванстомс
1196,werfen::V,انداختن,ёртомс
1197,werfen::V,پرتاب کردن,ёртомс
1198,fangen::V,گرفتن,кундамс
1199,packen::V,گرفتن,кундамс
1200,verstecken::V,قایم کردن,кекшемс
1201,verstecken::V,پنهان کردن,кекшемс
1202,teilen::V,قسمت کردن,явомс
1203,teilen::V,تقسیم کردن,явомс
1204,schicken::V,فرستادن,кучомс
1205,schicken::V,ارسال کردن,кучомс
1206,bringen::V,آوردن,кандомс
1207,hinzufügen::V,افزودن,путомс
1208,hinzufügen::V,افزودن,максомс
1209,hinzufügen::V,اضافه کردن,путомс
1210,hinzufügen::V,اضافه کردن,максомс
1211,bekommen::V,گرفتن,саемс
1212,erhalten::V,دریافت کردن,саемс
1213,nehmen::V,گرفتن,саемс
1214,nehmen::V,برداشتن,саемс
1215,wählen::V,انتخاب کردن,кочкамс
1216,auswählen::V,برگزیدن,кочкамс
1217,bewahren::V,حفظ کردن,ванстомс
1218,bewahren::V,حفاظت کردن,ванстомс
1219,behindern::V,مانع بودن,кирдемс
1220,verderben::V,از بین بردن,коламс
1221,beschädigen::V,صدمه زدن,теемс зыян
1222,zerbrechen::V,شکستن,коламс
1223,zerreißen::V,دریدن,сеземс
1224,zerreißen::V,پاره کردن,сеземс
1225,zerstören::V,خراب کردن,калавтомс
1226,zerstören::V,ویران کردن,калавтомс
1227,verbrennen::V,سوزاندن,пултамс
1228,geben::V,دادن,максомс
1229,reichen::V,دادن,максомс
1230,schenken::V,هدیه دادن,каземс
1231,versprechen::V,قول دادن,алтамс
1232,versprechen::V,وعده دادن,алтамс
1233,wünschen::V,آرزو کردن,арсемс
1234,loben::V,ستایش کردن,шнамс
1235,küssen::V,بوسیدن,палсемс
1236,wiegen::V,نوسان کردن,нурсемс
1237,zudecken::V,پوشاندن,тавадомс
1238,zudecken::V,پوشاندن,вельтямс
1239,wecken::V,بیدار کردن,стявтомс
1240,zeigen::V,نشان دادن,невтемс
1241,führen::V,رهنمائی کردن,ветямс
1242,lehren::V,آموختن,тонавтомс
1243,lehren::V,یاد دادن,тонавтомс
1244,unterrichten::V,درس دادن,тонавтомс
1245,unterrichten::V,تدریس کردن,тонавтомс
1246,aufziehen::V,تربیت کردن,трямс
1247,aufziehen::V,تربیت کردن,кастомс
1248,leiten::V,اداره کردن,ветямс
1249,leiten::V,اداره کردن,азоркстамс
1250,antreiben::V,عجله دادن,ветямс
1251,lassen::V,وادار کردن,кармавтомс
1252,einladen::V,دعوت کردن,тердемс
1253,einladen::V,مهمان کردن,тердемс
1254,vereinigen::V,یکی کردن,вейсэндямс
1255,vereinigen::V,یکی کردن,вейс путомс
1256,vereinigen::V,یکی کردن,вейс пурнамс
1257,vereinigen::V,متحد کردن,вейсэндямс
1258,vereinigen::V,متحد کردن,вейс путомс
1259,vereinigen::V,متحد کردن,вейс пурнамс
1260,besuchen::V,دیدار کردن,варштамс
1261,treffen::V,ملاقات کردن,вастомс
1262,sich versammeln::V,جمع شدن,промокшномс
1263,spielen::V,بازی کردن,налксемс
1264,singen::V,آواز خواندن,морамс
1265,tanzen::V,رقصیدن,киштемс
1266,sich trennen::V,جدا شدن,явомс
1267,verlassen::V,ترک کردن,кадомс
1268,retten::V,نجات دادن,идемс
1269,bewachen::V,حراست کردن,ванстомс
1270,schützen::V,حفظ کردن,аштемс
1271,verteidigen::V,دفاع کردن,ваномс
1272,sich schlagen::V,کتک‌کاری کردن,тюремс
1273,schießen::V,تیر زدن,ледемс
1274,siegen::V,پیروز شدن,изнямс
1275,ärgern::V,ناراحت کردن,кежейгавтомс
1276,schlagen::V,زدن,токамс
1277,schlagen::V,کوبیدن,токамс
1278,treten::V,لگد زدن,тапамс
1279,stechen::V,چاقو زدن,пупамс
1280,stoßen::V,هل دادن,тулкадемс
1281,stehlen::V,دزدیدن,саламс
1282,stören::V,مزاحم شدن,пирямс ки
1283,belästigen::V,زحمت دادن,а максомс
1284,belästigen::V,زحمت دادن,а кадомс оймамо
1285,verbergen::V,پنهان کردن,сёпомс
1286,verbergen::V,پنهان کردن,кекшемс
1287,täuschen::V,گول زدن,манямс
1288,täuschen::V,فریب دادن,манямс
1289,betrügen::V,گول زدن,манчемс
1290,betrügen::V,فریب دادن,манчемс
1291,töten::V,کشتن,чавномс
1292,töten::V,کشتن,маштнемс
1293,wohnen::V,منزل داشتن,эрямс
1294,wohnen::V,سکونت داشتن,эрямс
1295,arbeiten::V,کار کردن,важодемс
1296,sammeln::V,جمع کردن,пурнамс
1297,pflücken::V,چیدن,ноцковтнемс
1298,jagen::V,شکار کردن,кундамс
1299,fischen::V,صید کردن,калонь кундамс
1300,fischen::V,ماهی‌گیری کردن,калонь кундамс
1301,fassen::V,گرفتن,кундамс
1302,hüten::V,چراندن,ваномс
1303,hüten::V,مراقبت کردن,ваномс
1304,treiben::V,راندن,панемс
1305,anbinden::V,متصل کردن,сюлмамс
1306,füttern::V,غذا دادن,андомс
1307,melken::V,دوشیدن,потявтомс
1308,hacken::V,خرد کردن,лазномс
1309,gießen::V,ریختن,валомс
1310,reifen::V,رسیدن,кенеремс
1311,zubereiten::V,طبخ کردن,анокстамс
1312,zubereiten::V,آماده کردن,анокстамс
1313,kochen::V,پختن,пидемс
1314,kochen::V,آشپزی کردن,пидемс
1315,backen::V,پختن,пидемс
1316,braten::V,سرخ کردن,пуштамс
1317,umrühren::V,هم زدن,човорямс
1318,stricken::V,بافتن,кодамс
1319,nähen::V,دوختن,стамс
1320,färben::V,رنگ زدن,артомс
1321,reinigen::V,پاک کردن,урядамс
1322,reinigen::V,تمیز کردن,урядамс
1323,waschen::V,شستن,муськемс
1324,abwischen::V,زدودن,нардамс
1325,spülen::V,شستن,ёрвалдомс
1326,fegen::V,جارو کردن,тенсемс
1327,kehren::V,جارو کردن,тенсемс
1328,baden::V,شنا کردن,экшелямс
1329,baden::V,حمام کردن,экшелямс
1330,sich waschen::V,شستشو کردن,шлямс
1331,ausziehen::V,درآوردن,кайсевтемс
1332,anziehen::V,پوشیدن,оршамс
1333,sich anziehen::V,لباس پوشیدن,оршамс
1334,kämmen::V,شانه زدن,судрямс
1335,schmücken::V,زینت دادن,мазылгавтомс
1336,schmücken::V,زینت دادن,наряжамс
1337,sagen::V,گفتن,меремс
1338,sprechen::V,حرف زدن,кортамс
1339,sprechen::V,صحبت کردن,кортамс
1340,reden::V,حرف زدن,кортамс
1341,reden::V,صحبت کردن,кортамс
1342,sich unterhalten::V,گپ زدن,кортнемс
1343,fragen::V,پرسیدن,кевкстемс
1344,fragen::V,سؤال کردن,кевкстемс
1345,bitten::V,خواهش کردن,вешемс
1346,bitten::V,درخواست کردن,вешемс
1347,erzählen::V,نقل کردن,ёвтнемс
1348,erzählen::V,حکایت کردن,ёвтнемс
1349,mitteilen::V,خبر دادن,ёвтамс
1350,nennen::V,نامیدن,лемдемс
1351,nennen::V,نامیدن,путомс лем
1352,rufen::V,صدا کردن,тердемс
1353,rufen::V,صدا کردن,серьгедемс
1354,prahlen::V,پز آمدن,шнамс пря
1355,übersetzen::V,ترجمه کردن,ютавтомс
1356,denken::V,فکر کردن,арсемс
1357,glauben::V,باور کردن,кемемс
1358,glauben::V,عقیده داشتن,кемемс
1359,bemerken::V,متوجه شدن,неемс
1360,erkennen::V,شناختن,содамс
1361,erkennen::V,تشخیص دادن,содамс
1362,begreifen::V,فهمیدن,пачкодемс
1363,begreifen::V,درک کردن,пачкодемс
1364,verstehen::V,فهمیدن,чарькодемс
1365,lernen::V,آموختن,тонавтнемс
1366,lernen::V,یاد گرفتن,тонавтнемс
1367,wissen::V,دانستن,содамс
1368,sich erinnern an::V,به یاد آوردن,ледстямс
1369,vergessen::V,فراموش کردن,стувтомс
1370,messen::V,اندازه گرفتن,онкстнемс
1371,zählen::V,شمردن,ловомс
1372,rechnen::V,حساب کردن,ловомс
1373,lesen::V,خواندن,ловномс
1374,malen::V,نقاشی کردن,рисовамс
1375,zeichnen::V,کشیدن,рисовамс
1376,zeichnen::V,رسم کردن,рисовамс
1377,schreiben::V,نوشتن,сёрмадомс
1378,besitzen::V,داشتن,улемс
1379,besitzen::V,داشتن,улемс азорокс
1380,kaufen::V,خریدن,рамамс
1381,kaufen::V,خرید کردن,рамамс
1382,verkaufen::V,فروختن,миемс
1383,bezahlen::V,پرداختن,пандомс
1384,zahlen::V,پرداخت کردن,пандомс
1385,beherrschen::V,مسلط بودن,азоркстамс
1386,ertragen::V,تحمل کردن,кирдемс
