,Concept_ID,cs,hu
264,Ehefrau::N,manželka,feleség
265,Freude::N,radost,öröm
266,Gelächter::N,smích,nevetés
267,Gelächter::N,smích,hahotázás
268,Glück::N,štěstí,boldogság
269,Kummer::N,žal,bánat
270,Kummer::N,trápení,bánat
271,Wunsch::N,přání,óhaj
272,Lust::N,chuť,kedv
273,Geist::N,duch,elme
274,Geist::N,duch,szellem
275,Gedanke::N,myšlenka,gondolat
276,Gedächtnis::N,paměť,emlékezet
277,Verstand::N,rozum,ész
278,Verstand::N,rozum,értelem
279,Sinn::N,smysl,értelem
280,Grund::N,důvod,ok
281,Grund::N,důvod,alap
282,Wahrheit::N,pravda,igaz
283,Wahrheit::N,pravda,igazság
284,Gespräch::N,rozhovor,beszélgetés
285,Märchen::N,pohádka,mese
286,Erzählung::N,povídka,elbeszélés
287,Nachricht::N,zpráva,hír
288,Nachricht::N,zpráva,híradás
289,Neuigkeit::N,novina,újság
290,Neuigkeit::N,novinka,újság
291,Name::N,jméno,név
292,Rätsel::N,hádanka,rejtvény
293,Rede::N,řeč,beszéd
294,Rede::N,řeč,szónoklat
295,Rede::N,proslov,beszéd
296,Rede::N,proslov,szónoklat
297,Sprache::N,řeč,nyelv
298,Sprache::N,jazyk,nyelv
299,Stimme::N,hlas,hang
300,Wort::N,slovo,szó
301,Zeichen::N,znamení,jel
302,Ruf::N,zavolání,kiáltás
303,Lärm::N,hluk,zaj
304,Laut::N,zvuk,hang
305,Ton::N,tón,hang
306,Lied::N,píseň,dal
307,Lied::N,píseň,ének
308,Ruhe::N,klid,csend
309,Ruhe::N,klid,nyugalom
310,Ruhe::N,pokoj,csend
311,Ruhe::N,pokoj,nyugalom
312,Leute::N,lidé,emberek
313,Volk::N,národ,nép
314,Arbeit::N,práce,dolog
315,Gast::N,host,vendég
316,Geschenk::N,dar,ajándék
317,Spiel::N,hra,játék
318,Gesellschaft::N,společnost,társaság
319,Hilfe::N,pomoc,segítség
320,Freund::N,přítel,barát
321,Kamerad::N,kamarád,társ
322,Angelegenheit::N,záležitost,ügy
323,Anzahl::N,počet,szám
324,Art::N,druh,faj
325,Art::N,druh,fajta
326,Stück::N,kus,darab
327,Stück::N,kousek,darab
328,Teil::N,díl,rész
329,Teil::N,část,rész
330,Hälfte::N,půl,fél
331,Kreis::N,kruh,kör
332,Kreuz::N,kříž,kereszt
333,Linie::N,linka,vonal
334,Strich::N,čára,vonás
335,Strich::N,čárka,vonás
336,Abstand::N,vzdálenost,köz
337,Entfernung::N,vzdálenost,távolság
338,Gegend::N,krajina,táj
339,Gegend::N,krajina,vidék
340,Platz::N,prostor,hely
341,Ort::N,místo,hely
342,Seite::N,strana,fél
343,Seite::N,strana,oldal
344,Mitte::N,střed,közép
345,Mitte::N,prostředek,közép
346,Gegenstand::N,předmět,tárgy
347,Sache::N,věc,dolog
348,Rand::N,kraj,szél
349,Rand::N,kraj,perem
350,Rand::N,kraj,szegély
351,Rand::N,okraj,szél
352,Rand::N,okraj,perem
353,Rand::N,okraj,szegély
354,Kante::N,hrana,él
355,Ecke::N,roh,sarok
356,Ecke::N,roh,szöglet
357,Spitze::N,hrot,csúcs
358,Spitze::N,špička,csúcs
359,Ende::N,konec,vég
360,Loch::N,díra,lyuk
361,Winkel::N,kout,szög
362,Muster::N,vzor,minta
363,Größe::N,velikost,nagyság
364,Länge::N,délka,hossz
365,Länge::N,délka,hosszúság
366,Höhe::N,výška,magasság
367,Gewicht::N,váha,súly
368,Menge::N,množství,sokaság
369,Menge::N,množství,mennyiség
370,Haufen::N,kupa,halom
371,Haufen::N,hromada,halom
372,Reihe::N,řada,sor
373,Reihe::N,řádek,sor
374,Boot::N,člun,csónak
375,Ruder::N,veslo,evező
376,Schlitten::N,sáně,szánkó
377,Ski::N,lyže,sí
378,Lagerfeuer::N,táborák,tábortűz
379,Last::N,náklad,teher
380,Last::N,břemeno,teher
381,Gang::N,chůze,járás
382,Gang::N,chodba,járás
383,Schritt::N,krok,lépés
384,Norden::N,sever,észak
385,Süden::N,jih,dél
386,Westen::N,západ,nyugat
387,Osten::N,východ,kelet
388,Holz::N,dřevo,fa
389,Brett::N,prkno,deszka
390,Platte::N,deska,lap
391,Platte::N,deska,lemez
392,Stütze::N,opěra,támasz
393,Stütze::N,opěra,támaszték
394,Stange::N,tyč,rúd
395,Stange::N,tyč,pózna
396,Stange::N,tyčka,rúd
397,Stange::N,tyčka,pózna
398,Stock::N,hůlka,pálca
399,Stab::N,hůl,bot
400,Rohr::N,trubka,cső
401,Haus::N,dům,ház
402,Heim::N,domov,otthon
403,Ofen::N,kamna,kályha
404,Fußboden::N,podlaha,padló
405,Tisch::N,stůl,asztal
406,Stuhl::N,židle,szék
407,Wiege::N,kolébka,bölcső
408,Bett::N,postel,ágy
409,Regal::N,regál,polc
410,Regal::N,regál,állvány
411,Regal::N,police,polc
412,Regal::N,police,állvány
413,Kiste::N,bedna,láda
414,Fenster::N,okno,ablak
415,Tür::N,dveře,ajtó
416,Tor::N,vrata,kapu
417,Zaun::N,plot,kerítés
418,Dach::N,střecha,tető
419,Leiter::N,žebřík,létra
420,Besen::N,koště,seprű
421,Besen::N,smeták,seprű
422,Spaten::N,rýč,ásó
423,Schaufel::N,lopata,lapát
424,Gabel::N,vidlička,villa
425,Löffel::N,lžíce,kanál
426,Messer::N,nůž,kés
427,Nagel::N,hřebík,szeg
428,Netz::N,síť,háló
429,Haken::N,hák,kampó
430,Griff::N,držadlo,nyél
431,Griff::N,držadlo,fogantyú
432,Schloss::N,zámek,zár
433,Bild::N,obraz,kép
434,Figur::N,figura,alak
435,Puppe::N,panenka,bábu
436,Beutel::N,pytlík,zacskó
437,Bündel::N,svazek,köteg
438,Tasche::N,taška,táska
439,Tasche::N,brašna,táska
440,Eimer::N,kýbl,vödör
441,Eimer::N,vědro,vödör
442,Deckel::N,víko,fedő
443,Deckel::N,víko,fedél
444,Deckel::N,příklop,fedő
445,Deckel::N,příklop,fedél
446,Geschirr::N,nádobí,edény
447,Sack::N,pytel,zsák
448,Tasse::N,šálek,csésze
449,Topf::N,hrnec,fazék
450,Kessel::N,kotel,üst
451,Kessel::N,kotel,bogrács
452,Essen::N,jídlo,evés
453,Essen::N,jídlo,étkezés
454,Nahrung::N,strava,ennivaló
455,Nahrung::N,potrava,ennivaló
456,Speise::N,jídlo,étel
457,Fleisch::N,maso,hús
458,Getreide::N,obilí,gabona
459,Brei::N,kaše,pép
460,Brei::N,kaše,kása
461,Brot::N,chléb,kenyér
462,Scheibe::N,krajíc,szelet
463,Fett::N,tuk,háj
464,Fett::N,tuk,zsír
465,Fett::N,omastek,háj
466,Fett::N,omastek,zsír
467,Butter::N,máslo,vaj
468,Öl::N,olej,olaj
469,Salz::N,sůl,só
470,Suppe::N,polévka,leves
471,Honig::N,med,méz
472,Milch::N,mléko,tej
473,Tee::N,čaj,tea
474,Leder::N,kůže,bőr
475,Wolle::N,vlna,gyapjú
476,Stoff::N,látka,szövet
477,Nadel::N,jehla,tű
478,Faden::N,nit,fonál
479,Knopf::N,knoflík,gomb
480,Knoten::N,uzel,csomó
481,Farbe::N,barva,szín
482,Farbe::N,barva,festék
483,Kleidung::N,šaty,ruha
484,Kleidung::N,šaty,ruházat
485,Kleidung::N,šatstvo,ruha
486,Kleidung::N,šatstvo,ruházat
487,Hemd::N,košile,ing
488,Kragen::N,límec,gallér
489,Ärmel::N,rukáv,ujj
490,Hose::N,kalhoty,gatya
491,Hose::N,kalhoty,nadrág
492,Gürtel::N,pás,öv
493,Gürtel::N,opasek,öv
494,Mütze::N,čepice,sapka
495,Schuh::N,bota,cipő
496,Stiefel::N,holínka,csizma
497,Ring::N,prsten,gyűrű
498,Band::N,pásek,szalag
499,Kamm::N,hřeben,fésű
500,Spiegel::N,zrcadlo,tükör
501,Riemen::N,řemen,szíj
502,Schnur::N,šňůra,zsinór
503,Leine::N,vodítko,póráz
504,Decke::N,pokrývka,takaró
505,Decke::N,přikrývka,takaró
506,Kissen::N,polštář,párna
507,Tuch::N,šátek,kendő
508,Handtuch::N,ručník,törülköző
509,Kraft::N,síla,erő
510,Stärke::N,síla,erő
511,Stärke::N,síla,erősség
512,Gesundheit::N,zdraví,egészség
513,Krankheit::N,nemoc,kór
514,Krankheit::N,nemoc,betegség
515,Krankheit::N,choroba,kór
516,Krankheit::N,choroba,betegség
517,Schmerz::N,bolest,fájdalom
518,Wunde::N,rána,seb
519,Fieber::N,horečka,láz
520,Arznei::N,lék,orvosság
521,Arznei::N,lék,gyógyszer
522,Brücke::N,most,híd
523,Brunnen::N,studna,kút
524,Weide::N,pastva,legelő
525,Weide::N,pastvina,legelő
526,Pfad::N,pěšina,ösvény
527,Weg::N,cesta,út
528,Straße::N,silnice,út
529,Dorf::N,vesnice,falu
530,Stadt::N,město,város
531,Brief::N,dopis,levél
532,Buch::N,kniha,könyv
533,Buchstabe::N,písmeno,betű
534,Zeitung::N,noviny,újság
535,Zeitung::N,noviny,hírlap
536,Leben::N,život,élet
537,Tod::N,smrt,halál
538,Grab::N,hrob,sír
539,Kirche::N,kostel,templom
540,Sünde::N,hřích,bűn
541,Sünde::N,hřích,vétek
542,Gott::N,bůh,isten
543,Arbeiter::N,dělník,munkás
544,Arbeiter::N,pracovník,munkás
545,Chef::N,šéf,főnök
546,Chef::N,vedoucí,főnök
547,Meister::N,mistr,mester
548,Arzt::N,lékař,orvos
549,Lehrer::N,učitel,tanár
550,Lehrer::N,učitel,tanító
551,Geld::N,peníze,pénz
552,Geschäft::N,obchod,üzlet
553,Laden::N,krám,bolt
554,Preis::N,cena,ár
555,Ware::N,zboží,áru
556,Nutzen::N,užitek,haszon
557,Reichtum::N,bohatství,gazdagság
558,Welt::N,svět,világ
559,Land::N,země,ország
560,Staat::N,stát,állam
561,König::N,král,király
562,Macht::N,moc,hatalom
563,Macht::N,mocnost,hatalom
564,Grenze::N,hranice,határ
565,Krieg::N,válka,háború
566,Feind::N,nepřítel,ellenség
567,Gewalt::N,násilí,erőszak
568,Kampf::N,boj,harc
569,Bogen[Waffe]::N,luk,íj
570,Pfeil::N,šíp,nyíl
571,Gewehr::N,puška,puska
572,Gewehr::N,puška,fegyver
573,Gewehr::N,ručnice,puska
574,Gewehr::N,ručnice,fegyver
575,Fehler::N,chyba,hiba
576,Lüge::N,lež,hazugság
577,Schaden::N,škoda,kár
578,Unglück::N,neštěstí,csapás
579,Unglück::N,neštěstí,balszerencse
580,Schuld::N,vina,bűn
581,Alter::N,věk,kor
582,Schluss::N,konec,vég
583,Schluss::N,konec,befejezés
584,Zeit::N,čas,idő
585,Tag::N,den,nap
586,Morgen::N,ráno,reggel
587,Morgen::N,jitro,reggel
588,Mittag::N,poledne,dél
589,Abend::N,večer,este
590,Nacht::N,noc,éj
591,Nacht::N,noc,éjszaka
592,Woche::N,týden,hét
593,Monat::N,měsíc,hó
594,Monat::N,měsíc,hónap
595,Jahr::N,rok,év
596,Frühling::N,jaro,tavasz
597,Sommer::N,léto,nyár
598,Herbst::N,podzim,ősz
599,Winter::N,zima,tél
600,Januar::N,leden,január
601,Februar::N,únor,február
602,März::N,březen,március
603,April::N,duben,április
604,Mai::N,květen,május
605,Juni::N,červen,június
606,Juli::N,červenec,július
607,August::N,srpen,augusztus
608,September::N,září,szeptember
609,Oktober::N,říjen,október
610,November::N,listopad,november
611,Dezember::N,prosinec,december
612,Montag::N,pondělí,hétfő
613,Montag::N,pondělek,hétfő
614,Dienstag::N,úterý,kedd
615,Mittwoch::N,středa,szerda
616,Donnerstag::N,čtvrtek,csütörtök
617,Freitag::N,pátek,péntek
618,Samstag::N,sobota,szombat
619,Sonntag::N,neděle,vasárnap
620,groß::A,velký,nagy
621,klein::A,malý,pici
622,klein::A,malý,kicsi
623,lang::A,dlouhý,hosszú
624,kurz::A,krátký,rövid
625,breit::A,široký,széles
626,schmal::A,úzký,keskeny
627,dicht::A,hustý,sűrű
628,dick[Gegenstand]::A,tlustý,vastag
629,dünn::A,tenký,vékony
630,fein::A,jemný,vékony
631,fest::A,pevný,szilárd
632,flach::A,plochý,sík
633,flach::A,plochý,lapos
634,flach::A,placatý,sík
635,flach::A,placatý,lapos
636,glatt::A,hladký,sima
637,hart::A,tvrdý,kemény
638,weich::A,měkký,puha
639,rund::A,kulatý,kerek
640,rund::A,okrouhlý,kerek
641,spitz::A,špičatý,hegyes
642,scharf::A,ostrý,éles
643,stumpf::A,tupý,tompa
644,stumpf::A,tupý,életlen
645,schwer::A,těžký,nehéz
646,schwer::A,těžký,súlyos
647,schön::A,pěkný,szép
648,schön::A,krásný,szép
649,heiß::A,horký,forró
650,warm::A,teplý,meleg
651,kalt::A,studený,hideg
652,kühl::A,chladný,hűs
653,kühl::A,chladný,hűvös
654,frisch::A,svěží,üde
655,frisch::A,svěží,friss
656,feucht::A,vlhký,nedves
657,nass::A,mokrý,vizes
658,trocken::A,suchý,száraz
659,voll::A,plný,telt
660,leer::A,prázdný,üres
661,offen::A,otevřený,nyílt
662,offen::A,otevřený,nyitott
663,geschlossen::A,zavřený,zárt
664,geschlossen::A,zavřený,csukott
665,sauber::A,čistý,tiszta
666,schmutzig::A,špinavý,piszkos
667,schmutzig::A,špinavý,szennyes
668,roh::A,syrový,nyers
669,reif::A,zralý,érett
670,lecker::A,chutný,finom
671,süß::A,sladký,édes
672,bitter::A,hořký,keserű
673,sauer::A,kyselý,savanyú
674,hell::A,světlý,világos
675,dunkel::A,temný,sötét
676,schwarz::A,černý,fekete
677,weiß::A,bílý,fehér
678,rot::A,rudý,vörös
679,rot::A,červený,vörös
680,gelb::A,žlutý,sárga
681,blau::A,modrý,kék
682,grün::A,zelený,zöld
683,grau::A,šedý,ősz
684,grau::A,šedý,szürke
685,grau::A,šedivý,ősz
686,grau::A,šedivý,szürke
687,bunt::A,pestrý,tarka
688,bunt::A,pestrý,színes
689,billig::A,levný,olcsó
690,billig::A,laciný,olcsó
691,teuer::A,drahý,drága
692,wertvoll::A,cenný,értékes
693,blind::A,slepý,vak
694,taub::A,hluchý,süket
695,kräftig::A,silný,erős
696,stark::A,silný,erős
697,schwach::A,slabý,gyenge
698,schwach::A,slabý,erőtlen
699,fett::A,tučný,hájas
700,fett::A,tlustý,hájas
701,schlank::A,štíhlý,karcsú
702,hübsch::A,hezký,csinos
703,böse::A,zlý,rossz
704,böse::A,zlý,gonosz
705,dumm::A,hloupý,buta
706,dumm::A,hloupý,ostoba
707,faul::A,líný,lusta
708,fleißig::A,pilný,szorgalmas
709,geizig::A,lakomý,fukar
710,geizig::A,lakomý,fösvény
711,klug::A,chytrý,okos
712,klug::A,chytrý,eszes
713,geschickt::A,šikovný,ügyes
714,lieb::A,milý,drága
715,lieb::A,milý,kedves
716,lustig::A,veselý,víg
717,lustig::A,veselý,vidám
718,sanft::A,mírný,enyhe
719,hungrig::A,hladový,éhes
720,krank::A,nemocný,beteg
721,nackt::A,nahý,csupasz
722,nackt::A,nahý,meztelen
723,traurig::A,smutný,bús
724,traurig::A,smutný,szomorú
725,traurig::A,truchlivý,bús
726,traurig::A,truchlivý,szomorú
727,lebendig::A,živý,élő
728,gut::A,dobrý,jó
729,schlecht::A,špatný,rossz
730,richtig::A,pravý,helyes
731,richtig::A,správný,helyes
732,schlimm::A,zlý,rossz
733,wahr::A,pravdivý,igaz
734,alt::A,starý,ó
735,alt::A,starý,régi
736,neu::A,nový,új
737,ehemalig::A,bývalý,volt
738,ehemalig::A,bývalý,egykori
739,alt[Lebewesen]::A,starý,öreg
740,jung::A,mladý,fiatal
741,arm::A,chudý,szegény
742,reich::A,bohatý,gazdag
743,bekannt::A,známý,ismert
744,bekannt::A,známý,ismeretes
745,berühmt::A,slavný,híres
746,fremd::A,cizí,idegen
747,verschieden::A,různý,különböző
748,verschieden::A,rozličný,különböző
749,nah::A,blízký,közeli
750,fern::A,daleký,távoli
751,linker::A,levý,bal
752,rechter::A,pravý,jobb
753,anderer::A,jiný,más
754,anderer::A,jiný,másik
755,erster::A,první,első
756,zweiter::A,druhý,második
757,dritter::A,třetí,harmadik
758,letzter::A,poslední,utolsó
759,allein::ADV,sám,egyedül
760,auf einmal::ADV,najednou,egyszerre
761,zusammen::ADV,spolu,együtt
762,zusammen::ADV,spolu,összesen
763,zusammen::ADV,dohromady,együtt
764,zusammen::ADV,dohromady,összesen
765,lange::ADV,dlouho,sokáig
766,lange::ADV,dlouho,hosszan
767,plötzlich::ADV,vtom,hirtelen
768,plötzlich::ADV,vtom,egyszerre
769,plötzlich::ADV,náhle,hirtelen
770,plötzlich::ADV,náhle,egyszerre
771,sofort::ADV,hned,rögtön
772,sofort::ADV,hned,tüstént
773,sofort::ADV,ihned,rögtön
774,sofort::ADV,ihned,tüstént
775,später::ADV,později,későn
776,jetzt::ADV,teď,most
777,jetzt::ADV,nyní,most
778,heute::ADV,dnes,ma
779,heute::ADV,dneska,ma
780,morgen::ADV,zítra,holnap
781,bald::ADV,brzo,majd
782,bald::ADV,brzo,nemsokára
783,dann::ADV,pak,akkor
784,dann::ADV,potom,akkor
785,gestern::ADV,včera,tegnap
786,einst::ADV,kdysi,hajdan
787,damals::ADV,tehdy,akkor
788,damals::ADV,tehdy,akkoriban
789,damals::ADV,tenkrát,akkor
790,damals::ADV,tenkrát,akkoriban
791,danach::ADV,podle toho,azután
792,vorher::ADV,dříve,előbb
793,vorher::ADV,napřed,előbb
794,zuerst::ADV,nejprve,először
795,zuerst::ADV,nejdříve,először
796,einmal::ADV,jednou,egyszer
797,manchmal::ADV,někdy,néha
798,manchmal::ADV,někdy,olykor
799,oft::ADV,často,sokszor
800,immer::ADV,vždy,mindig
801,immer::ADV,stále,mindig
802,niemals::ADV,nikdy,sohasem
803,hier::ADV,zde,itt
804,hier::ADV,tady,itt
805,hierhin::ADV,sem,erre
806,von hier::ADV,odtud,innen
807,dort::ADV,tam,ott
808,dorthin::ADV,tam,oda
809,geradeaus::ADV,rovně,egyenesen
810,vorwärts::ADV,kupředu,előre
811,rückwärts::ADV,zpět,hátrafelé
812,zurück::ADV,zpět,hátra
813,zurück::ADV,zpět,vissza
814,zurück::ADV,nazpět,hátra
815,zurück::ADV,nazpět,vissza
816,unten::ADV,dole,alul
817,hinab::ADV,dolů,le
818,hinab::ADV,dolů,lefelé
819,oben::ADV,nahoře,fenn
820,oben::ADV,nahoře,felül
821,oben::ADV,navrchu,fenn
822,oben::ADV,navrchu,felül
823,hinauf::ADV,nahoru,fel
824,hinauf::ADV,nahoru,felfelé
825,überall::ADV,všude,mindenütt
826,nicht::ADV,ne,nem
827,ein wenig::ADV,trochu,egy kicsit
828,kaum::ADV,sotva,alig
829,sehr::ADV,velmi,nagyon
830,sehr::ADV,velice,nagyon
831,so::ADV,tak,úgy
832,so::ADV,takto,úgy
833,noch::ADV,ještě,még
834,nur::ADV,jen,csak
835,nur::ADV,jen,csupán
836,nur::ADV,jenom,csak
837,nur::ADV,jenom,csupán
838,schon::ADV,už,már
839,schon::ADV,již,már
840,wieder::ADV,zase,ismét
841,wieder::ADV,zase,megint
842,vergebens::ADV,marně,hiába
