,Concept_ID,et,hu
263,Onkel::N,onu,nagybácsi
264,Tante::N,tädi,nagynéni
265,Ehemann::N,mees,férj
266,Ehemann::N,abikaasa,férj
267,Ehefrau::N,naine,feleség
268,Ehefrau::N,abikaasa,feleség
269,Freude::N,rõõm,öröm
270,Gelächter::N,naer,nevetés
271,Gelächter::N,naer,hahotázás
272,Glück::N,õnn,boldogság
273,Kummer::N,mure,bánat
274,Kummer::N,kurbus,bánat
275,Wunsch::N,soov,óhaj
276,Lust::N,himu,kedv
277,Geist::N,vaim,elme
278,Geist::N,vaim,szellem
279,Gedanke::N,mõte,gondolat
280,Gedächtnis::N,mälu,emlékezet
281,Verstand::N,aru,ész
282,Verstand::N,aru,értelem
283,Verstand::N,mõistus,ész
284,Verstand::N,mõistus,értelem
285,Sinn::N,tähendus,értelem
286,Grund::N,põhjus,ok
287,Grund::N,põhjus,alap
288,Wahrheit::N,tõde,igaz
289,Wahrheit::N,tõde,igazság
290,Gespräch::N,kõne,beszélgetés
291,Gespräch::N,vestlus,beszélgetés
292,Märchen::N,muinasjutt,mese
293,Erzählung::N,jutustus,elbeszélés
294,Nachricht::N,teade,hír
295,Nachricht::N,teade,híradás
296,Neuigkeit::N,uudis,újság
297,Name::N,nimi,név
298,Rätsel::N,mõistatus,rejtvény
299,Rede::N,kõne,beszéd
300,Rede::N,kõne,szónoklat
301,Sprache::N,keel,nyelv
302,Stimme::N,hääl,hang
303,Wort::N,sõna,szó
304,Zeichen::N,märk,jel
305,Ruf::N,hüüe,kiáltás
306,Lärm::N,müra,zaj
307,Laut::N,hääl,hang
308,Ton::N,toon,hang
309,Lied::N,laul,dal
310,Lied::N,laul,ének
311,Ruhe::N,rahu,csend
312,Ruhe::N,rahu,nyugalom
313,Ruhe::N,vaikus,csend
314,Ruhe::N,vaikus,nyugalom
315,Leute::N,inimesed,emberek
316,Volk::N,rahvas,nép
317,Arbeit::N,töö,dolog
318,Gast::N,külaline,vendég
319,Geschenk::N,kingitus,ajándék
320,Spiel::N,mäng,játék
321,Gesellschaft::N,selts,társaság
322,Hilfe::N,abi,segítség
323,Freund::N,sõber,barát
324,Kamerad::N,sõber,társ
325,Angelegenheit::N,asi,ügy
326,Anzahl::N,arv,szám
327,Anzahl::N,hulk,szám
328,Art::N,liik,faj
329,Art::N,liik,fajta
330,Stück::N,tükk,darab
331,Teil::N,osa,rész
332,Hälfte::N,pool,fél
333,Kreis::N,ring,kör
334,Kreuz::N,rist,kereszt
335,Linie::N,joon,vonal
336,Strich::N,joon,vonás
337,Abstand::N,vahe,köz
338,Entfernung::N,kaugus,távolság
339,Entfernung::N,vahemaa,távolság
340,Gegend::N,ümbrus,táj
341,Gegend::N,ümbrus,vidék
342,Platz::N,ruum,hely
343,Ort::N,paik,hely
344,Seite::N,pool,fél
345,Seite::N,pool,oldal
346,Mitte::N,keskpaik,közép
347,Gegenstand::N,ese,tárgy
348,Sache::N,ese,dolog
349,Rand::N,äär,szél
350,Rand::N,äär,perem
351,Rand::N,äär,szegély
352,Rand::N,serv,szél
353,Rand::N,serv,perem
354,Rand::N,serv,szegély
355,Kante::N,kant,él
356,Ecke::N,nurk,sarok
357,Ecke::N,nurk,szöglet
358,Spitze::N,teravik,csúcs
359,Ende::N,ots,vég
360,Ende::N,jupp,vég
361,Loch::N,auk,lyuk
362,Winkel::N,nurk,szög
363,Muster::N,muster,minta
364,Größe::N,suurus,nagyság
365,Länge::N,pikkus,hossz
366,Länge::N,pikkus,hosszúság
367,Höhe::N,kõrgus,magasság
368,Gewicht::N,kaal,súly
369,Gewicht::N,raskus,súly
370,Menge::N,arv,sokaság
371,Menge::N,arv,mennyiség
372,Menge::N,hulk,sokaság
373,Menge::N,hulk,mennyiség
374,Haufen::N,hunnik,halom
375,Reihe::N,rivi,sor
376,Boot::N,paat,csónak
377,Ruder::N,aer,evező
378,Schlitten::N,saan,szánkó
379,Ski::N,suusk,sí
380,Lagerfeuer::N,lõke,tábortűz
381,Last::N,koorem,teher
382,Gang::N,käik,járás
383,Schritt::N,samm,lépés
384,Norden::N,põhi,észak
385,Süden::N,lõuna,dél
386,Westen::N,lääs,nyugat
387,Osten::N,ida,kelet
388,Holz::N,puu,fa
389,Brett::N,saelaud,deszka
390,Platte::N,plaat,lap
391,Platte::N,plaat,lemez
392,Stütze::N,tugi,támasz
393,Stütze::N,tugi,támaszték
394,Stange::N,latt,rúd
395,Stange::N,latt,pózna
396,Stange::N,teivas,rúd
397,Stange::N,teivas,pózna
398,Stock::N,kepp,pálca
399,Stab::N,varras,bot
400,Rohr::N,toru,cső
401,Haus::N,maja,ház
402,Heim::N,kodu,otthon
403,Ofen::N,ahi,kályha
404,Fußboden::N,põrand,padló
405,Tisch::N,laud,asztal
406,Stuhl::N,tool,szék
407,Wiege::N,häll,bölcső
408,Wiege::N,kätki,bölcső
409,Bett::N,voodi,ágy
410,Regal::N,riiul,polc
411,Regal::N,riiul,állvány
412,Kiste::N,kast,láda
413,Fenster::N,aken,ablak
414,Tür::N,uks,ajtó
415,Tor::N,värav,kapu
416,Zaun::N,aed,kerítés
417,Zaun::N,tara,kerítés
418,Dach::N,katus,tető
419,Leiter::N,redel,létra
420,Besen::N,luud,seprű
421,Spaten::N,labidas,ásó
422,Schaufel::N,kühvel,lapát
423,Gabel::N,kahvel,villa
424,Löffel::N,lusikas,kanál
425,Messer::N,nuga,kés
426,Nagel::N,nael,szeg
427,Netz::N,võrk,háló
428,Haken::N,haak,kampó
429,Haken::N,konks,kampó
430,Griff::N,sang,nyél
431,Griff::N,sang,fogantyú
432,Griff::N,käepide,nyél
433,Griff::N,käepide,fogantyú
434,Schloss::N,lukk,zár
435,Bild::N,pilt,kép
436,Figur::N,kuju,alak
437,Figur::N,kujund,alak
438,Puppe::N,nukk,bábu
439,Beutel::N,paun,zacskó
440,Bündel::N,kimp,köteg
441,Tasche::N,kott,táska
442,Eimer::N,pang,vödör
443,Eimer::N,ämber,vödör
444,Deckel::N,kaas,fedő
445,Deckel::N,kaas,fedél
446,Geschirr::N,nõud,edény
447,Sack::N,kott,zsák
448,Tasse::N,tass,csésze
449,Topf::N,pada,fazék
450,Kessel::N,pada,üst
451,Kessel::N,pada,bogrács
452,Essen::N,söök,evés
453,Essen::N,söök,étkezés
454,Nahrung::N,toit,ennivaló
455,Speise::N,roog,étel
456,Fleisch::N,liha,hús
457,Getreide::N,teravili,gabona
458,Brei::N,puder,pép
459,Brei::N,puder,kása
460,Brot::N,sai,kenyér
461,Brot::N,leib,kenyér
462,Scheibe::N,viil,szelet
463,Scheibe::N,viilukas,szelet
464,Fett::N,rasv,háj
465,Fett::N,rasv,zsír
466,Butter::N,või,vaj
467,Öl::N,õli,olaj
468,Salz::N,sool,só
469,Suppe::N,supp,leves
470,Honig::N,mesi,méz
471,Milch::N,piim,tej
472,Tee::N,tee,tea
473,Leder::N,nahk,bőr
474,Wolle::N,vill,gyapjú
475,Stoff::N,kangas,szövet
476,Nadel::N,nõel,tű
477,Faden::N,niit,fonál
478,Knopf::N,nööp,gomb
479,Knoten::N,sõlm,csomó
480,Farbe::N,värv,szín
481,Farbe::N,värv,festék
482,Kleidung::N,riided,ruha
483,Kleidung::N,riided,ruházat
484,Kleidung::N,riietus,ruha
485,Kleidung::N,riietus,ruházat
486,Hemd::N,särk,ing
487,Kragen::N,krae,gallér
488,Ärmel::N,varrukas,ujj
489,Hose::N,püksid,gatya
490,Hose::N,püksid,nadrág
491,Gürtel::N,vöö,öv
492,Mütze::N,müts,sapka
493,Schuh::N,king,cipő
494,Stiefel::N,saabas,csizma
495,Ring::N,sõrmus,gyűrű
496,Band::N,lint,szalag
497,Kamm::N,kamm,fésű
498,Spiegel::N,peegel,tükör
499,Riemen::N,rihm,szíj
500,Schnur::N,nöör,zsinór
501,Leine::N,jalutusrihm,póráz
502,Decke::N,tekk,takaró
503,Kissen::N,padi,párna
504,Tuch::N,kalev,kendő
505,Handtuch::N,käterätik,törülköző
506,Kraft::N,jõud,erő
507,Stärke::N,tugevus,erő
508,Stärke::N,tugevus,erősség
509,Gesundheit::N,tervis,egészség
510,Krankheit::N,haigus,kór
511,Krankheit::N,haigus,betegség
512,Schmerz::N,valu,fájdalom
513,Wunde::N,haav,seb
514,Fieber::N,palavik,láz
515,Arznei::N,ravim,orvosság
516,Arznei::N,ravim,gyógyszer
517,Brücke::N,sild,híd
518,Brunnen::N,kaev,kút
519,Weide::N,karjamaa,legelő
520,Pfad::N,rada,ösvény
521,Weg::N,tee,út
522,Straße::N,tee,út
523,Dorf::N,küla,falu
524,Stadt::N,linn,város
525,Brief::N,kiri,levél
526,Buch::N,raamat,könyv
527,Buchstabe::N,täht,betű
528,Zeitung::N,ajaleht,újság
529,Zeitung::N,ajaleht,hírlap
530,Leben::N,elu,élet
531,Tod::N,surm,halál
532,Grab::N,haud,sír
533,Kirche::N,kirik,templom
534,Sünde::N,patt,bűn
535,Sünde::N,patt,vétek
536,Gott::N,jumal,isten
537,Arbeiter::N,tööline,munkás
538,Chef::N,ülemus,főnök
539,Chef::N,juhataja,főnök
540,Meister::N,meister,mester
541,Arzt::N,arst,orvos
542,Lehrer::N,õpetaja,tanár
543,Lehrer::N,õpetaja,tanító
544,Geld::N,raha,pénz
545,Geschäft::N,äri,üzlet
546,Laden::N,pood,bolt
547,Laden::N,kauplus,bolt
548,Preis::N,hind,ár
549,Ware::N,kaup,áru
550,Nutzen::N,tulu,haszon
551,Nutzen::N,kasulikkus,haszon
552,Reichtum::N,rikkus,gazdagság
553,Welt::N,maailm,világ
554,Land::N,maa,ország
555,Staat::N,riik,állam
556,König::N,kuningas,király
557,Macht::N,võim,hatalom
558,Grenze::N,piir,határ
559,Krieg::N,sõda,háború
560,Feind::N,vaenlane,ellenség
561,Gewalt::N,väevõim,erőszak
562,Kampf::N,võitlus,harc
563,Bogen[Waffe]::N,vibu,íj
564,Pfeil::N,nool,nyíl
565,Gewehr::N,püss,puska
566,Gewehr::N,püss,fegyver
567,Fehler::N,viga,hiba
568,Lüge::N,vale,hazugság
569,Schaden::N,kahju,kár
570,Unglück::N,häda,csapás
571,Unglück::N,häda,balszerencse
572,Unglück::N,õnnetus,csapás
573,Unglück::N,õnnetus,balszerencse
574,Schuld::N,süü,bűn
575,Alter::N,iga,kor
576,Schluss::N,lõpp,vég
577,Schluss::N,lõpp,befejezés
578,Zeit::N,aeg,idő
579,Tag::N,päev,nap
580,Morgen::N,hommik,reggel
581,Mittag::N,lõuna,dél
582,Mittag::N,keskpäev,dél
583,Abend::N,õhtu,este
584,Nacht::N,öö,éj
585,Nacht::N,öö,éjszaka
586,Woche::N,nädal,hét
587,Monat::N,kuu,hó
588,Monat::N,kuu,hónap
589,Jahr::N,aasta,év
590,Frühling::N,kevad,tavasz
591,Sommer::N,suvi,nyár
592,Herbst::N,sügis,ősz
593,Winter::N,talv,tél
594,Januar::N,jaanuar,január
595,Februar::N,veebruar,február
596,März::N,märts,március
597,April::N,aprill,április
598,Mai::N,mai,május
599,Juni::N,juuni,június
600,Juli::N,juuli,július
601,August::N,august,augusztus
602,September::N,september,szeptember
603,Oktober::N,oktoober,október
604,November::N,november,november
605,Dezember::N,detsember,december
606,Montag::N,esmaspäev,hétfő
607,Dienstag::N,teisipäev,kedd
608,Mittwoch::N,kesknädal,szerda
609,Donnerstag::N,neljapäev,csütörtök
610,Freitag::N,reede,péntek
611,Samstag::N,laupäev,szombat
612,Sonntag::N,pühapäev,vasárnap
613,groß::A,suur,nagy
614,klein::A,väike,pici
615,klein::A,väike,kicsi
616,klein::A,pisike,pici
617,klein::A,pisike,kicsi
618,lang::A,pikk,hosszú
619,kurz::A,lühike,rövid
620,breit::A,lai,széles
621,schmal::A,kitsas,keskeny
622,dicht::A,tihe,sűrű
623,dick[Gegenstand]::A,jäme,vastag
624,dünn::A,õhuke,vékony
625,dünn::A,peenike,vékony
626,fein::A,peen,vékony
627,fein::A,õhuke,vékony
628,fest::A,püsiv,szilárd
629,fest::A,kindel,szilárd
630,flach::A,lame,sík
631,flach::A,lame,lapos
632,flach::A,tasane,sík
633,flach::A,tasane,lapos
634,glatt::A,sile,sima
635,hart::A,kõva,kemény
636,weich::A,pehme,puha
637,rund::A,ümar,kerek
638,spitz::A,torkav,hegyes
639,scharf::A,terav,éles
640,stumpf::A,nüri,tompa
641,stumpf::A,nüri,életlen
642,schwer::A,raske,nehéz
643,schwer::A,raske,súlyos
644,schön::A,kena,szép
645,heiß::A,kuum,forró
646,heiß::A,palav,forró
647,warm::A,soe,meleg
648,kalt::A,külm,hideg
649,kühl::A,jahe,hűs
650,kühl::A,jahe,hűvös
651,frisch::A,värske,üde
652,frisch::A,värske,friss
653,feucht::A,niiske,nedves
654,nass::A,märg,vizes
655,trocken::A,kuiv,száraz
656,voll::A,täis,telt
657,leer::A,tühi,üres
658,offen::A,avatud,nyílt
659,offen::A,avatud,nyitott
660,offen::A,lahtine,nyílt
661,offen::A,lahtine,nyitott
662,geschlossen::A,suletud,zárt
663,geschlossen::A,suletud,csukott
664,sauber::A,puhas,tiszta
665,schmutzig::A,räpane,piszkos
666,schmutzig::A,räpane,szennyes
667,schmutzig::A,määrdunud,piszkos
668,schmutzig::A,määrdunud,szennyes
669,roh::A,toores,nyers
670,reif::A,küps,érett
671,lecker::A,hõrk,finom
672,lecker::A,maitsev,finom
673,süß::A,magus,édes
674,bitter::A,mõru,keserű
675,sauer::A,hapu,savanyú
676,hell::A,hele,világos
677,dunkel::A,pime,sötét
678,schwarz::A,must,fekete
679,weiß::A,valge,fehér
680,rot::A,punane,vörös
681,gelb::A,kollane,sárga
682,blau::A,sinine,kék
683,grün::A,roheline,zöld
684,grau::A,hall,ősz
685,grau::A,hall,szürke
686,bunt::A,kirju,tarka
687,bunt::A,kirju,színes
688,bunt::A,värviline,tarka
689,bunt::A,värviline,színes
690,billig::A,odav,olcsó
691,teuer::A,kallis,drága
692,wertvoll::A,väärtuslik,értékes
693,blind::A,pime,vak
694,taub::A,kurt,süket
695,kräftig::A,jõuline,erős
696,stark::A,tugev,erős
697,schwach::A,nõrk,gyenge
698,schwach::A,nõrk,erőtlen
699,schwach::A,jõuetu,gyenge
700,schwach::A,jõuetu,erőtlen
701,fett::A,rasvane,hájas
702,schlank::A,sale,karcsú
703,hübsch::A,kena,csinos
704,böse::A,tige,rossz
705,böse::A,tige,gonosz
706,dumm::A,juhm,buta
707,dumm::A,juhm,ostoba
708,dumm::A,rumal,buta
709,dumm::A,rumal,ostoba
710,faul::A,laisk,lusta
711,fleißig::A,virk,szorgalmas
712,fleißig::A,hoolas,szorgalmas
713,geizig::A,ihne,fukar
714,geizig::A,ihne,fösvény
715,klug::A,tark,okos
716,klug::A,tark,eszes
717,klug::A,arukas,okos
718,klug::A,arukas,eszes
719,klug::A,mõistlik,okos
720,klug::A,mõistlik,eszes
721,geschickt::A,osav,ügyes
722,lieb::A,armas,drága
723,lieb::A,armas,kedves
724,lustig::A,lõbus,víg
725,lustig::A,lõbus,vidám
726,sanft::A,õrn,enyhe
727,hungrig::A,näljane,éhes
728,krank::A,haige,beteg
729,nackt::A,alasti,csupasz
730,nackt::A,alasti,meztelen
731,traurig::A,kurb,bús
732,traurig::A,kurb,szomorú
733,lebendig::A,elus,élő
734,gut::A,hea,jó
735,schlecht::A,halb,rossz
736,richtig::A,õige,helyes
737,schlimm::A,paha,rossz
738,wahr::A,tõene,igaz
739,alt::A,vana,ó
740,alt::A,vana,régi
741,neu::A,uus,új
742,ehemalig::A,endine,volt
743,ehemalig::A,endine,egykori
744,alt[Lebewesen]::A,vana,öreg
745,jung::A,noor,fiatal
746,arm::A,vaene,szegény
747,reich::A,rikas,gazdag
748,bekannt::A,teada,ismert
749,bekannt::A,teada,ismeretes
750,bekannt::A,tuttav,ismert
751,bekannt::A,tuttav,ismeretes
752,berühmt::A,tuntud,híres
753,fremd::A,võõras,idegen
754,verschieden::A,erinev,különböző
755,nah::A,lähedane,közeli
756,fern::A,kauge,távoli
757,linker::A,vasak,bal
758,rechter::A,parem,jobb
759,anderer::A,muu,más
760,anderer::A,muu,másik
761,anderer::A,teine,más
762,anderer::A,teine,másik
763,erster::A,esimene,első
764,zweiter::A,teine,második
765,dritter::A,kolmas,harmadik
766,letzter::A,viimane,utolsó
767,allein::ADV,üksi,egyedül
768,auf einmal::ADV,korraga,egyszerre
769,auf einmal::ADV,ühekorraga,egyszerre
770,zusammen::ADV,koos,együtt
771,zusammen::ADV,koos,összesen
772,zusammen::ADV,üheskoos,együtt
773,zusammen::ADV,üheskoos,összesen
774,lange::ADV,kaua,sokáig
775,lange::ADV,kaua,hosszan
776,plötzlich::ADV,äkki,hirtelen
777,plötzlich::ADV,äkki,egyszerre
778,plötzlich::ADV,järsku,hirtelen
779,plötzlich::ADV,järsku,egyszerre
780,sofort::ADV,kohe,rögtön
781,sofort::ADV,kohe,tüstént
782,später::ADV,hiljem,későn
783,jetzt::ADV,nüüd,most
784,heute::ADV,täna,ma
785,morgen::ADV,homme,holnap
786,bald::ADV,pea,majd
787,bald::ADV,pea,nemsokára
788,bald::ADV,varsti,majd
789,bald::ADV,varsti,nemsokára
790,dann::ADV,siis,akkor
791,gestern::ADV,eile,tegnap
792,einst::ADV,vanasti,hajdan
793,damals::ADV,tookord,akkor
794,damals::ADV,tookord,akkoriban
795,danach::ADV,seejärel,azután
796,vorher::ADV,enne,előbb
797,zuerst::ADV,enne,először
798,zuerst::ADV,esmalt,először
799,einmal::ADV,kord,egyszer
800,einmal::ADV,üks kord,egyszer
801,manchmal::ADV,mõnikord,néha
802,manchmal::ADV,mõnikord,olykor
803,oft::ADV,tihti,sokszor
804,oft::ADV,sageli,sokszor
805,immer::ADV,ikka,mindig
806,immer::ADV,alati,mindig
807,niemals::ADV,mitte kunagi,sohasem
808,hier::ADV,siin,itt
809,hierhin::ADV,siia,erre
810,von hier::ADV,siit,innen
811,dort::ADV,seal,ott
812,dorthin::ADV,sinna,oda
813,geradeaus::ADV,otse edasi,egyenesen
814,vorwärts::ADV,edasi,előre
815,rückwärts::ADV,tagurpidi,hátrafelé
816,zurück::ADV,tagasi,hátra
817,zurück::ADV,tagasi,vissza
818,unten::ADV,all,alul
819,unten::ADV,allpool,alul
820,hinab::ADV,alla,le
821,hinab::ADV,alla,lefelé
822,oben::ADV,ülal,fenn
823,oben::ADV,ülal,felül
824,hinauf::ADV,üles,fel
825,hinauf::ADV,üles,felfelé
826,überall::ADV,kõikjal,mindenütt
827,nicht::ADV,ei,nem
828,nicht::ADV,mitte,nem
829,ein wenig::ADV,veidi,egy kicsit
830,ein wenig::ADV,natuke,egy kicsit
831,kaum::ADV,vaevalt,alig
832,sehr::ADV,väga,nagyon
833,so::ADV,nii,úgy
834,noch::ADV,veel,még
835,nur::ADV,ainult,csak
836,nur::ADV,ainult,csupán
837,schon::ADV,juba,már
838,wieder::ADV,jälle,ismét
839,wieder::ADV,jälle,megint
840,vergebens::ADV,asjata,hiába
841,vor::PRP,ees,előtt
842,hinter::PRP,taha,mögött
843,unter::PRP,all,alatt
844,durch::PRP,läbi,át
845,durch::PRP,läbi,keresztül
