,Concept_ID,myv,cs
84,Schatten::N,сулейкс,stín
85,Wetter::N,ушо,počasí
86,Nebel::N,сув,mlha
87,Wolke::N,пель,mrak
88,Wolke::N,пель,oblak
89,Regen::N,пиземс,déšť
90,Schnee::N,лов,sníh
91,Eis::N,эй,led
92,Frost::N,кельме,mráz
93,Kälte::N,якшамо,chlad
94,Hitze::N,пси,horko
95,Raureif::N,лекш,jinovatka
96,Regenbogen::N,пурьгинечирьке,duha
97,Regenbogen::N,пурьгинеёнкс,duha
98,Donner::N,пурьгине,hrom
99,Strömung::N,чудема,proudění
100,Strömung::N,чудевкс,proudění
101,Tropfen::N,петнявкс,kapka
102,Schaum::N,чов,pěna
103,Schmutz::N,рудаз,špína
104,See::N,эрьке,jezero
105,Sumpf::N,чей,močál
106,Sumpf::N,чей,bažina
107,Moor::N,чей,bažina
108,Moor::N,чей,slatina
109,Wiese::N,луга,louka
110,Wald::N,вирь,les
111,Hügel::N,губорь,kopec
112,Hügel::N,пандыне,kopec
113,Anhöhe::N,губорь,pahorek
114,Anhöhe::N,пандыне,pahorek
115,Berg::N,пандо,hora
116,Gipfel::N,пря,vrchol
117,Höhle::N,пещера,jeskyně
118,Abhang::N,пандочама,svah
119,Abhang::N,пандочама,stráň
120,Quelle::N,ушодкс,pramen
121,Bach::N,чудикерькс,potok
122,Fluss::N,лей,řeka
123,Ufer::N,чире,břeh
124,Küste::N,лейчире,pobřeží
125,Festland::N,мода,souš
126,Festland::N,мода,pevnina
127,Meer::N,моря,moře
128,Bucht::N,усия,záliv
129,Bucht::N,усия,zátoka
130,Insel::N,усия,ostrov
131,Blume::N,цеця,květina
132,Gras::N,тикше,tráva
133,Wurzel::N,юр,kořen
134,Wurzel::N,ундокс,kořen
135,Baum::N,чувто,strom
136,Stamm::N,рунго,kmen
137,Rinde::N,суд,kůra
138,Rinde::N,керь,kůra
139,Ast::N,морго,větev
140,Zweig::N,тарад,větev
141,Blatt::N,лопа,lupen
142,Birke::N,килей,bříza
143,Kiefer[Baum]::N,пиче,sosna
144,Kiefer[Baum]::N,пиче,borovice
145,Weide[Baum]::N,каль,vrba
146,Tanne::N,куз,jedle
147,Horn::N,сюро,roh
148,Feder::N,толга,pero
149,Fell::N,пона,srst
150,Flügel::N,сёлмо,křídlo
151,Klaue::N,кенже,dráp
152,Klaue::N,кенже,pazneht
153,Kralle::N,кенже,dráp
154,Schwanz::N,пуло,ocas
155,Ei::N,ал,vejce
156,Nest::N,пизэ,hnízdo
157,Bau::N,варя,nora
158,Bau::N,пизе,nora
159,Tier::N,ракша,zvíře
160,Herde::N,стада,stádo
161,Kuh::N,скал,kráva
162,Bulle::N,бука,býk
163,Pferd::N,лишме,kůň
164,Schaf::N,реве,ovce
165,Schwein::N,туво,vepř
166,Schwein::N,туво,prase
167,Hund::N,пине,pes
168,Hund::N,киска,pes
169,Katze::N,псака,kočka
170,Bär::N,овто,medvěd
171,Eichhörnchen::N,ур,veverka
172,Elch::N,сярдо,los
173,Fuchs::N,ривезь,liška
174,Hase::N,нумоло,zajíc
175,Maus::N,чеерь,myš
176,Wolf::N,верьгиз,vlk
177,Vogel::N,нармунь,pták
178,Schwarm::N,полк,roj
179,Schwarm::N,полк,hejno
180,Schwarm::N,стада,roj
181,Schwarm::N,стада,hejno
182,Huhn::N,сараз,kuře
183,Huhn::N,сараз,slepice
184,Hahn::N,атякш,kohout
185,Gans::N,гала,husa
186,Gans::N,мацей,husa
187,Adler::N,куцькан,orel
188,Adler::N,тумоатякш,orel
189,Ente::N,яксярго,kachna
190,Eule::N,корж,sova
191,Kranich::N,карго,jeřáb
192,Krähe::N,варака,vrána
193,Kuckuck::N,куко,kukačka
194,Schwan::N,локсей,labuť
195,Fisch::N,кал,ryba
196,Barsch::N,окунь,okoun
197,Hecht::N,щука,štika
198,Schlange[Tier]::N,гуй,had
199,Wurm::N,сукс,červ
200,Spinne::N,шанжав,pavouk
201,Ameise::N,коткудав,mravenec
202,Laus::N,сий,veš
203,Mücke::N,сеське,komár
204,Fliege::N,карво,moucha
205,Schmetterling::N,нимиляв,motýl
206,Beere::N,умарь,bobule
207,Apfel::N,умарь,jablko
208,Pilz::N,панго,houba
209,Zwiebel::N,чурька,cibule
210,Saat::N,видьметь,osivo
211,Korn::N,сюро,zrno
212,Heu::N,тикше,seno
213,Schale::N,кедь,slupka
214,Schale::N,кедь,skořápka
215,Schale::N,ваткавкс,slupka
216,Schale::N,ваткавкс,skořápka
217,Grube::N,латко,jáma
218,Falle::N,тувор,past
219,Falle::N,тувор,léčka
220,Falle::N,кундамка,past
221,Falle::N,кундамка,léčka
222,Schlinge::N,килькш,smyčka
223,Spur::N,челькс,stopa
224,Spur::N,пильгеки,stopa
225,Asche::N,кулов,popel
226,Dreck::N,рудаз,špína
227,Eisen::N,кшни,železo
228,Gold::N,сырне,zlato
229,Silber::N,сия,stříbro
230,Kohle::N,сэдь,uhlí
231,Kohle::N,уголия,uhlí
232,Glas::N,сулика,sklo
233,Lehm::N,сёвонь,jíl
234,Lehm::N,сёвонь,hlína
235,Sand::N,човар,písek
236,Mensch::N,ломань,člověk
237,Mann::N,аля,muž
238,Mann::N,цёраломань,muž
239,Frau::N,ава,žena
240,Kind::N,эйкакш,dítě
241,Junge::N,цёрыне,hoch
242,Junge::N,цёрыне,chlapec
243,Mädchen::N,тейтерне,děvče
244,Familie::N,семия,rodina
245,Großvater::N,покштя,děd
246,Großvater::N,покштя,dědeček
247,Großmutter::N,баба,babička
248,Eltern::N,тетят-ават,rodiče
249,Vater::N,тетя,otec
250,Mutter::N,ава,matka
251,Sohn::N,цёра,syn
252,Tochter::N,тейтерь,dcera
253,Bruder::N,леля,bratr
254,Bruder::N,ялакс,bratr
255,Schwester::N,сазор,sestra
256,Onkel::N,леля,strýc
257,Tante::N,патя,teta
258,Ehemann::N,мирде,choť
259,Ehemann::N,мирде,manžel
260,Ehefrau::N,ни,choť
261,Ehefrau::N,ни,manželka
262,Freude::N,кеняркс,radost
263,Gelächter::N,ракамо,smích
264,Gelächter::N,пейдема,smích
265,Glück::N,уцяска,štěstí
266,Kummer::N,рискс,žal
267,Kummer::N,рискс,trápení
268,Kummer::N,мелявкс,žal
269,Kummer::N,мелявкс,trápení
270,Wunsch::N,мель,přání
271,Wunsch::N,бажамо,přání
272,Lust::N,бажамо,chuť
273,Geist::N,ойме,duch
274,Gedanke::N,мель,myšlenka
275,Gedächtnis::N,мель,paměť
276,Verstand::N,прев,rozum
277,Sinn::N,толк,smysl
278,Sinn::N,смысла,smysl
279,Grund::N,тувтал,důvod
280,Wahrheit::N,видечи,pravda
281,Gespräch::N,кортнема,rozhovor
282,Märchen::N,ёвкс,pohádka
283,Erzählung::N,ёвтнема,povídka
284,Nachricht::N,куля,zpráva
285,Neuigkeit::N,куля,novina
286,Neuigkeit::N,куля,novinka
287,Name::N,лем,jméno
288,Rätsel::N,содамоёвкс,hádanka
289,Rede::N,кортамо,řeč
290,Rede::N,кортамо,proslov
291,Sprache::N,кель,řeč
292,Sprache::N,кель,jazyk
293,Stimme::N,ваигель,hlas
294,Wort::N,вал,slovo
295,Zeichen::N,теште,znamení
296,Ruf::N,тердема,zavolání
297,Lärm::N,шалнома,hluk
298,Laut::N,вайгель,zvuk
299,Ton::N,гайнема,tón
300,Lied::N,моро,píseň
301,Ruhe::N,оймамо,klid
302,Ruhe::N,оймамо,pokoj
303,Leute::N,ломанть,lidé
304,Volk::N,народ,národ
305,Arbeit::N,тев,práce
306,Gast::N,инже,host
307,Geschenk::N,казне,dar
308,Spiel::N,налксема,hra
309,Gesellschaft::N,община,společnost
310,Hilfe::N,лездамо,pomoc
311,Freund::N,оя,přítel
312,Freund::N,ялга,přítel
313,Kamerad::N,оя,kamarád
314,Kamerad::N,ялга,kamarád
315,Angelegenheit::N,тев,záležitost
316,Anzahl::N,ламоксчи,počet
317,Art::N,вид,druh
318,Stück::N,пакш,kus
319,Stück::N,пакш,kousek
320,Stück::N,пелькс,kus
321,Stück::N,пелькс,kousek
322,Teil::N,часть,díl
323,Teil::N,часть,část
324,Teil::N,пелькс,díl
325,Teil::N,пелькс,část
326,Hälfte::N,пель,půl
327,Hälfte::N,пелькс,půl
328,Kreis::N,кирькс,kruh
329,Kreuz::N,крёст,kříž
330,Linie::N,кикс,linka
331,Strich::N,межа,čára
332,Strich::N,межа,čárka
333,Abstand::N,ютко,vzdálenost
334,Entfernung::N,ютко,vzdálenost
335,Gegend::N,тарка,krajina
336,Gegend::N,пертьпелькс,krajina
337,Platz::N,васолкс,prostor
338,Ort::N,тарка,místo
339,Seite::N,ён,strana
340,Seite::N,чире,strana
341,Mitte::N,куншка,střed
342,Mitte::N,куншка,prostředek
343,Gegenstand::N,предмет,předmět
344,Sache::N,тев,věc
345,Sache::N,веща,věc
346,Rand::N,пе,kraj
347,Rand::N,пе,okraj
348,Rand::N,чире,kraj
349,Rand::N,чире,okraj
350,Kante::N,ирдез,hrana
351,Ecke::N,ужо,roh
352,Spitze::N,пряне,hrot
353,Spitze::N,пряне,špička
354,Spitze::N,пе,hrot
355,Spitze::N,пе,špička
356,Ende::N,пе,konec
357,Loch::N,варя,díra
358,Winkel::N,ужо,kout
359,Muster::N,сёрма,vzor
360,Größe::N,сэрь,velikost
361,Größe::N,покшолма,velikost
362,Länge::N,кувалмо,délka
363,Höhe::N,сэрь,výška
364,Höhe::N,пандо,výška
365,Gewicht::N,сталмо,váha
366,Menge::N,лововкс,množství
367,Haufen::N,мар,kupa
368,Haufen::N,мар,hromada
369,Haufen::N,валявкс,kupa
370,Haufen::N,валявкс,hromada
371,Reihe::N,ряд,řada
372,Reihe::N,ряд,řádek
373,Boot::N,венч,člun
374,Ruder::N,милё,veslo
375,Schlitten::N,нурдт,sáně
376,Ski::N,сокс,lyže
377,Lagerfeuer::N,толбандя,táborák
378,Last::N,сталмо,náklad
379,Last::N,сталмо,břemeno
380,Last::N,кандома,náklad
381,Last::N,кандома,břemeno
382,Gang::N,молема,chůze
383,Gang::N,молема,chodba
384,Gang::N,якамо,chůze
385,Gang::N,якамо,chodba
386,Schritt::N,эскелькс,krok
387,Norden::N,якшамо ёнкс,sever
388,Süden::N,лембе ёнкс,jih
389,Westen::N,чивалгома,západ
390,Osten::N,чилисема,východ
391,Holz::N,чувто,dřevo
392,Brett::N,лаз,prkno
393,Platte::N,плита,deska
394,Stütze::N,неже,opěra
395,Stange::N,олга,tyč
396,Stange::N,олга,tyčka
397,Stock::N,мандо,hůlka
398,Stab::N,олога,hůl
399,Rohr::N,турба,trubka
400,Haus::N,кудо,dům
401,Heim::N,кудо,domov
402,Ofen::N,каштомо,kamna
403,Fußboden::N,киякс,podlaha
404,Tisch::N,столь,stůl
405,Stuhl::N,стул,židle
406,Wiege::N,лавсь,kolébka
407,Wiege::N,нурямот,kolébka
408,Bett::N,ацамо,postel
409,Regal::N,лався,regál
410,Regal::N,лався,police
411,Regal::N,лавсяланго,regál
412,Regal::N,лавсяланго,police
413,Kiste::N,горобия,bedna
414,Kiste::N,сундук,bedna
415,Fenster::N,вальма,okno
416,Tür::N,кенкш,dveře
417,Tor::N,ортат,vrata
418,Zaun::N,пирявт,plot
419,Zaun::N,пирвякс,plot
420,Dach::N,кудопря,střecha
421,Leiter::N,кузтема,žebřík
422,Besen::N,тенсть,koště
423,Besen::N,тенсть,smeták
424,Spaten::N,койме,rýč
425,Schaufel::N,кече,lopata
426,Schaufel::N,келей койме,lopata
427,Gabel::N,сянгине,vidlička
428,Löffel::N,пенч,lžíce
429,Messer::N,пеель,nůž
430,Nagel::N,эске,hřebík
431,Netz::N,алтыма,síť
432,Haken::N,кечказ,hák
433,Griff::N,кедне,držadlo
434,Schloss::N,замок,zámek
435,Schloss::N,панжома,zámek
436,Bild::N,картина,obraz
437,Figur::N,рунго,figura
438,Puppe::N,няка,panenka
439,Beutel::N,кескав,pytlík
440,Bündel::N,керькс,svazek
441,Tasche::N,юдма,taška
442,Tasche::N,юдма,brašna
443,Eimer::N,ведра,kýbl
444,Eimer::N,ведра,vědro
445,Deckel::N,велькс,víko
446,Deckel::N,велькс,příklop
447,Geschirr::N,кедьге,nádobí
448,Sack::N,кескав,pytel
449,Tasse::N,чакш,šálek
450,Topf::N,кастрюля,hrnec
451,Kessel::N,котёл,kotel
452,Essen::N,ярсамо,jídlo
453,Nahrung::N,ярсамопель,strava
454,Nahrung::N,ярсамопель,potrava
455,Speise::N,ярсамопель,jídlo
456,Fleisch::N,сывель,maso
457,Getreide::N,сюро,obilí
458,Brei::N,каша,kaše
459,Brot::N,кши,chléb
460,Scheibe::N,кочом,krajíc
461,Scheibe::N,сускомо,krajíc
462,Fett::N,куя,tuk
463,Fett::N,куя,omastek
464,Butter::N,ой,máslo
465,Öl::N,ой,olej
466,Salz::N,сал,sůl
467,Suppe::N,ям,polévka
468,Honig::N,медь,med
469,Milch::N,ловсо,mléko
470,Tee::N,чай,čaj
471,Leder::N,киське,kůže
472,Wolle::N,пона,vlna
473,Stoff::N,коцт,látka
474,Nadel::N,салмукс,jehla
475,Faden::N,суре,nit
476,Knopf::N,пов,knoflík
477,Knoten::N,сюлмо,uzel
478,Farbe::N,артомапель,barva
479,Kleidung::N,оршамот,šaty
480,Kleidung::N,оршамот,šatstvo
481,Hemd::N,панар,košile
482,Kragen::N,сиве,límec
483,Ärmel::N,ожа,rukáv
484,Hose::N,понкст,kalhoty
485,Gürtel::N,каркс,pás
486,Gürtel::N,каркс,opasek
487,Mütze::N,чапка,čepice
488,Schuh::N,туфля,bota
489,Stiefel::N,кем,holínka
490,Ring::N,суркс,prsten
491,Band::N,лента,pásek
492,Kamm::N,сурсеме,hřeben
493,Spiegel::N,чавачамо,zrcadlo
494,Riemen::N,кшнань каркс,řemen
495,Schnur::N,пикс,šňůra
496,Leine::N,ведьме,vodítko
497,Decke::N,вельтямо,pokrývka
498,Decke::N,вельтямо,přikrývka
499,Kissen::N,тодов,polštář
500,Tuch::N,паця,šátek
501,Handtuch::N,нардамо,ručník
502,Kraft::N,вий,síla
503,Stärke::N,виевчи,síla
504,Gesundheit::N,шумбрачи,zdraví
505,Krankheit::N,орма,nemoc
506,Krankheit::N,орма,choroba
507,Krankheit::N,сэредема,nemoc
508,Krankheit::N,сэредема,choroba
509,Schmerz::N,сэредькс,bolest
510,Wunde::N,керявкс,rána
511,Fieber::N,маштыкс,horečka
512,Arznei::N,ормаменькс,lék
513,Brücke::N,сэдь,most
514,Brücke::N,мадамо,most
515,Brunnen::N,лисьма,studna
516,Weide::N,ракшань ванома тарка,pastva
517,Weide::N,ракшань ванома тарка,pastvina
518,Pfad::N,ян,pěšina
519,Weg::N,ки,cesta
520,Straße::N,ки,silnice
521,Dorf::N,веле,vesnice
522,Stadt::N,ош,město
523,Brief::N,сёрма,dopis
524,Buch::N,книга,kniha
525,Buchstabe::N,буква,písmeno
526,Zeitung::N,газета,noviny
527,Leben::N,эрямо,život
528,Tod::N,кулома,smrt
529,Grab::N,калмо,hrob
530,Kirche::N,церькова,kostel
531,Sünde::N,чумочи,hřích
532,Gott::N,паз,bůh
533,Arbeiter::N,робочей,dělník
534,Arbeiter::N,робочей,pracovník
535,Chef::N,прявт,šéf
536,Chef::N,прявт,vedoucí
537,Meister::N,кол тевень тенця,mistr
538,Arzt::N,врач,lékař
539,Lehrer::N,учитель,učitel
540,Lehrer::N,тонавтыця,učitel
541,Geld::N,ярмак,peníze
542,Geschäft::N,ладязь тев,obchod
543,Laden::N,лавка,krám
544,Preis::N,питне,cena
545,Ware::N,миевкс,zboží
546,Ware::N,рамавкс,zboží
547,Nutzen::N,паро,užitek
548,Nutzen::N,лезэ,užitek
549,Reichtum::N,сюпавчи,bohatství
550,Welt::N,мир,svět
551,Welt::N,мастор ланго,svět
552,Land::N,мастор,země
553,Staat::N,государства,stát
554,König::N,король,král
555,Macht::N,азорксчи,moc
556,Macht::N,азорксчи,mocnost
557,Grenze::N,буен тешкс,hranice
558,Krieg::N,война,válka
559,Feind::N,душман,nepřítel
560,Gewalt::N,нарьгамо,násilí
561,Kampf::N,тюрема,boj
562,Bogen[Waffe]::N,нал,luk
563,Pfeil::N,нал,šíp
564,Gewehr::N,ружия,puška
565,Gewehr::N,ружия,ručnice
566,Gewehr::N,винтовка,puška
567,Gewehr::N,винтовка,ručnice
568,Fehler::N,ильведькс,chyba
569,Fehler::N,ильведевкс,chyba
570,Lüge::N,манчема,lež
571,Lüge::N,кенгелема,lež
572,Schaden::N,зыян,škoda
573,Unglück::N,зыян,neštěstí
574,Schuld::N,чумочи,vina
575,Alter::N,шка,věk
576,Schluss::N,пе,konec
577,Zeit::N,шка,čas
578,Zeit::N,пинге,čas
579,Tag::N,чи,den
580,Morgen::N,валске,ráno
581,Morgen::N,валске,jitro
582,Mittag::N,чикуншка,poledne
583,Abend::N,чокшнэ,večer
584,Nacht::N,ве,noc
585,Woche::N,недля,týden
586,Monat::N,ков,měsíc
587,Jahr::N,ие,rok
588,Frühling::N,тундо,jaro
589,Sommer::N,кизэ,léto
590,Herbst::N,сёксь,podzim
591,Winter::N,теле,zima
592,Januar::N,якшамков,leden
593,Februar::N,февраль,únor
594,März::N,март,březen
595,April::N,апрель,duben
596,Mai::N,май,květen
597,Juni::N,июнь,červen
598,Juli::N,июль,červenec
599,August::N,август,srpen
600,September::N,сентября,září
601,Oktober::N,октября,říjen
602,November::N,ноября,listopad
603,Dezember::N,декабря,prosinec
604,Montag::N,пондельник,pondělí
605,Montag::N,пондельник,pondělek
606,Dienstag::N,овторник,úterý
607,Mittwoch::N,серёда,středa
608,Donnerstag::N,цетьверьг,čtvrtek
609,Freitag::N,пеця,pátek
610,Samstag::N,субута,sobota
611,Samstag::N,шлямочи,sobota
612,Sonntag::N,недлячи,neděle
613,groß::A,ине,velký
614,groß::A,покш,velký
615,klein::A,вишка,malý
616,lang::A,кувака,dlouhý
617,kurz::A,нурькине,krátký
618,breit::A,келей,široký
619,schmal::A,теине,úzký
620,dicht::A,тусто,hustý
621,dick[Gegenstand]::A,эчке,tlustý
622,dünn::A,човине,tenký
623,fein::A,човине,jemný
624,fest::A,кеме,pevný
625,flach::A,лапужа,plochý
626,flach::A,лапужа,placatý
627,glatt::A,валаня,hladký
628,hart::A,калгодо,tvrdý
629,weich::A,чевте,měkký
630,rund::A,кеверь,kulatý
631,rund::A,кеверь,okrouhlý
632,spitz::A,пшти,špičatý
633,scharf::A,пшти,ostrý
634,stumpf::A,ношка,tupý
635,schwer::A,стака,těžký
636,schön::A,мазый,pěkný
637,schön::A,мазый,krásný
638,heiß::A,пси,horký
639,warm::A,лембе,teplý
640,kalt::A,якшамо,studený
641,kühl::A,экше,chladný
642,frisch::A,свежа,svěží
643,feucht::A,летьке,vlhký
644,nass::A,начко,mokrý
645,trocken::A,коське,suchý
646,voll::A,пешксе,plný
647,leer::A,чаво,prázdný
648,offen::A,панжадо,otevřený
649,offen::A,виде,otevřený
650,geschlossen::A,пекстазь,zavřený
651,geschlossen::A,сёлгозь,zavřený
652,sauber::A,ванькс,čistý
653,schmutzig::A,ливезев,špinavý
654,roh::A,верек,syrový
655,reif::A,кенерезь,zralý
656,lecker::A,тантей,chutný
657,süß::A,ламбамо,sladký
658,bitter::A,сэпей,hořký
659,sauer::A,чапамо,kyselý
660,hell::A,валдо,světlý
661,dunkel::A,чопода,temný
662,schwarz::A,раужо,černý
663,weiß::A,ашо,bílý
664,rot::A,якстере,rudý
665,rot::A,якстере,červený
666,gelb::A,ожо,žlutý
667,blau::A,сэнь,modrý
668,grün::A,пиже,zelený
669,grau::A,шержев,šedý
670,grau::A,шержев,šedivý
671,bunt::A,сёрмав,pestrý
672,billig::A,аволь питней,levný
673,billig::A,аволь питней,laciný
674,teuer::A,питней,drahý
675,wertvoll::A,питней,cenný
676,blind::A,сокор,slepý
677,taub::A,амариця,hluchý
678,kräftig::A,пек виев,silný
679,stark::A,виев,silný
680,schwach::A,лавшо,slabý
681,fett::A,куя,tučný
682,fett::A,куя,tlustý
683,schlank::A,виде ронга,štíhlý
684,hübsch::A,мазый,hezký
685,böse::A,кежей,zlý
686,dumm::A,чавола,hloupý
687,dumm::A,превтеме,hloupý
688,faul::A,нузякс,líný
689,fleißig::A,мелень путыця,pilný
690,geizig::A,скупой,lakomý
691,klug::A,превей,chytrý
692,geschickt::A,маштозь теезь,šikovný
693,lieb::A,вадря,milý
694,lustig::A,весёла,veselý
695,sanft::A,сэтьме,mírný
696,hungrig::A,вачо,hladový
697,krank::A,сэредиця,nemocný
698,nackt::A,штапо,nahý
699,traurig::A,нусманя,smutný
700,traurig::A,нусманя,truchlivý
701,lebendig::A,эриця,živý
702,gut::A,паро,dobrý
703,schlecht::A,берянь,špatný
704,richtig::A,виде,pravý
705,richtig::A,виде,správný
706,schlimm::A,берянь,zlý
707,wahr::A,алкуксонь,pravdivý
708,alt::A,ташто,starý
709,neu::A,од,nový
710,ehemalig::A,икелень,bývalý
711,alt[Lebewesen]::A,сыре,starý
712,jung::A,од,mladý
713,arm::A,кажов,chudý
714,reich::A,сюпав,bohatý
715,bekannt::A,содавикс,známý
716,berühmt::A,содавикс,slavný
717,fremd::A,лия,cizí
718,fremd::A,асодавикс,cizí
719,verschieden::A,эрьва,různý
720,verschieden::A,эрьва,rozličný
721,nah::A,а васолонь,blízký
722,fern::A,умонь,daleký
723,fern::A,кезэрень,daleký
724,linker::A,керш,levý
725,rechter::A,вить,pravý
726,anderer::A,лия,jiný
727,erster::A,васень,první
728,erster::A,васенце,první
729,zweiter::A,омбоце,druhý
730,dritter::A,колмоце,třetí
731,letzter::A,меельце,poslední
732,allein::ADV,башка,sám
733,allein::ADV,ськамонзо,sám
734,auf einmal::ADV,вейсэ,najednou
735,zusammen::ADV,вейс,spolu
736,zusammen::ADV,вейс,dohromady
737,zusammen::ADV,вейсэ,spolu
738,zusammen::ADV,вейсэ,dohromady
739,lange::ADV,кувать,dlouho
740,plötzlich::ADV,апак учо,vtom
741,plötzlich::ADV,апак учо,náhle
742,sofort::ADV,курок,hned
743,sofort::ADV,курок,ihned
744,sofort::ADV,нейке,hned
745,sofort::ADV,нейке,ihned
746,später::ADV,мейле,později
747,jetzt::ADV,ней,teď
748,jetzt::ADV,ней,nyní
749,heute::ADV,течи,dnes
750,heute::ADV,течи,dneska
751,morgen::ADV,ванды,zítra
752,bald::ADV,курок,brzo
753,dann::ADV,мейле,pak
754,dann::ADV,мейле,potom
755,dann::ADV,седе мейле,pak
756,dann::ADV,седе мейле,potom
757,gestern::ADV,исяк,včera
758,einst::ADV,весть,kdysi
759,einst::ADV,зярдо-бути,kdysi
760,damals::ADV,сестэ,tehdy
761,damals::ADV,сестэ,tenkrát
762,danach::ADV,мейле,podle toho
763,danach::ADV,седе мейле,podle toho
764,vorher::ADV,васняяк,dříve
765,vorher::ADV,васняяк,napřed
766,zuerst::ADV,васня,nejprve
767,zuerst::ADV,васня,nejdříve
768,einmal::ADV,весть,jednou
769,manchmal::ADV,лиясто,někdy
770,oft::ADV,сеетьстэ,často
771,immer::ADV,свал,vždy
772,immer::ADV,свал,stále
773,niemals::ADV,а зярдояк,nikdy
774,hier::ADV,тесэ,zde
775,hier::ADV,тесэ,tady
776,hierhin::ADV,тей,sem
777,von hier::ADV,тестэ,odtud
778,dort::ADV,тосо,tam
779,dorthin::ADV,тов,tam
780,geradeaus::ADV,витьстэ,rovně
781,vorwärts::ADV,икелев,kupředu
782,rückwärts::ADV,мекев,zpět
783,zurück::ADV,мекев,zpět
784,zurück::ADV,мекев,nazpět
785,unten::ADV,ало,dole
786,hinab::ADV,алов,dolů
787,oben::ADV,вере,nahoře
788,oben::ADV,вере,navrchu
789,hinauf::ADV,верев,nahoru
790,überall::ADV,эрьва косо,všude
791,nicht::ADV,а,ne
792,ein wenig::ADV,аламошка,trochu
793,kaum::ADV,ансяк,sotva
794,sehr::ADV,пек,velmi
795,sehr::ADV,пек,velice
796,sehr::ADV,вельть,velmi
797,sehr::ADV,вельть,velice
798,so::ADV,истя,tak
799,so::ADV,истя,takto
800,noch::ADV,таго,ještě
801,nur::ADV,ансяк,jen
802,nur::ADV,ансяк,jenom
803,schon::ADV,уш,už
804,schon::ADV,уш,již
805,wieder::ADV,таго,zase
806,vergebens::ADV,стяко,marně
807,vor::PRP,икеле,před
808,hinter::PRP,вельде,za
809,unter::PRP,ало,pod
810,durch::PRP,пачк,skrz
811,neben::PRP,вакссо,vedle
812,zwischen::PRP,ютксо,mezi
813,wegen::PRP,кис,pro
814,wegen::PRP,коряс,pro
815,wegen::PRP,кувалт,pro
816,dies::PRN,те,toto
817,dies::PRN,те,tohle
818,das::PRN,те,to
819,das::PRN,тона,to
820,alles::PRN,весе,všechno
821,alles::PRN,весемесь,všechno
822,ich::PRN,мон,já
823,du::PRN,тон,ty
824,er::PRN,сон,on
825,wir::PRN,минь,my
826,ihr::PRN,тынь,vy
827,sie::PRN,сынь,oni
