,Concept_ID,myv,bn
51,Herz::N,седей,হৃৎপিণ্ড
52,Magen::N,пеке,পাকস্থলী
53,Leber::N,максо,যকৃৎ
54,Atem::N,лексема,শ্বাস
55,Atem::N,оймень таргсема,শ্বাস
56,Hunger::N,вачочи,ক্ষুধা
57,Träne::N,селведь,অশ্রু
58,Geschmack::N,тансть,স্বাদ
59,Geruch::N,чине,গন্ধ
60,Schlaf::N,удома,ঘুম
61,Traum::N,он,স্বপ্ন
62,Himmel::N,менель,আকাশ
63,Sonne::N,чи,সূর্য
64,Mond::N,ков,চন্দ্র
65,Stern::N,теште,নক্ষত্র
66,Luft::N,кошт,বায়ু
67,Wind::N,варма,বাতাস
68,Welle::N,толкун,ঢেউ
69,Welle::N,толкун,তরঙ্গ
70,Wasser::N,ведь,জল
71,Stein::N,кев,ঢিল
72,Stein::N,кев,প্রস্তর
73,Boden::N,мода,ভূতল
74,Erde::N,мастор,ভূমি
75,Staub::N,пуль,ধুলা
76,Rauch::N,качамо,ধোঁয়া
77,Funke::N,сятко,স্ফুলিঙ্গ
78,Feuer::N,тол,অগ্নি
79,Licht::N,валдо,আলো
80,Schatten::N,сулей,ছায়া
81,Schatten::N,сулейкс,ছায়া
82,Wetter::N,ушо,আবহাওয়া
83,Nebel::N,сув,কুহেলিকা
84,Wolke::N,пель,মেঘ
85,Regen::N,пиземс,বৃষ্টি
86,Schnee::N,лов,তুষার
87,Eis::N,эй,বরফ
88,Frost::N,кельме,তুষার
89,Kälte::N,якшамо,শৈত্য
90,Hitze::N,пси,তাপ
91,Raureif::N,лекш,তুহিন
92,Regenbogen::N,пурьгинечирьке,রামধনু
93,Regenbogen::N,пурьгинеёнкс,রামধনু
94,Donner::N,пурьгине,বজ্রধ্বনি
95,Strömung::N,чудема,স্রোত
96,Strömung::N,чудевкс,স্রোত
97,Tropfen::N,петнявкс,ফোঁটা
98,Schaum::N,чов,ফেনা
99,Schmutz::N,рудаз,ধুলা
100,See::N,эрьке,হ্রদ
101,Sumpf::N,чей,জলা
102,Moor::N,чей,মাঠ
103,Wiese::N,луга,তৃণভূমি
104,Wald::N,вирь,বন
105,Hügel::N,губорь,পাহাড়
106,Hügel::N,пандыне,পাহাড়
107,Anhöhe::N,губорь,টিলা
108,Anhöhe::N,пандыне,টিলা
109,Berg::N,пандо,পর্বত
110,Gipfel::N,пря,শীর্ষ
111,Höhle::N,пещера,গুহা
112,Abhang::N,пандочама,ঢাল
113,Quelle::N,ушодкс,উৎস
114,Bach::N,чудикерькс,ক্ষুদ্র নদী
115,Fluss::N,лей,নদী
116,Ufer::N,чире,উপকূল
117,Küste::N,лейчире,তীর
118,Festland::N,мода,ভূমি
119,Meer::N,моря,সমুদ্র
120,Bucht::N,усия,উপসাগর
121,Insel::N,усия,দ্বীপ
122,Blume::N,цеця,ফুল
123,Gras::N,тикше,ঘাস
124,Wurzel::N,юр,শিকড়
125,Wurzel::N,ундокс,শিকড়
126,Baum::N,чувто,গাছ
127,Stamm::N,рунго,স্কন্ধ
128,Rinde::N,суд,বল্কল
129,Rinde::N,керь,বল্কল
130,Ast::N,морго,শাখা
131,Zweig::N,тарад,ডাল
132,Blatt::N,лопа,পর্ণ
133,Birke::N,килей,ভুর্জ
134,Kiefer[Baum]::N,пиче,পাইন গাছ
135,Weide[Baum]::N,каль,উইলো
136,Tanne::N,куз,দেবদারূ গাছ
137,Horn::N,сюро,শিং
138,Feder::N,толга,পালক
139,Fell::N,пона,রোম
140,Flügel::N,сёлмо,ডানা
141,Klaue::N,кенже,নখর
142,Kralle::N,кенже,নখর
143,Schwanz::N,пуло,লেজ
144,Ei::N,ал,ডিম
145,Nest::N,пизэ,কুলায়
146,Bau::N,варя,ডেরা
147,Bau::N,пизе,ডেরা
148,Tier::N,ракша,জন্তু
149,Herde::N,стада,ঝাঁক
150,Kuh::N,скал,গোরু
151,Bulle::N,бука,বৃষ
152,Pferd::N,лишме,ঘোড়া
153,Schaf::N,реве,ভেড়া
154,Schwein::N,туво,শূকর
155,Hund::N,пине,কুকুর
156,Hund::N,киска,কুকুর
157,Katze::N,псака,বেড়াল
158,Bär::N,овто,ভল্লুক
159,Eichhörnchen::N,ур,কাঠবিড়াল
160,Elch::N,сярдо,হরিণবিশেষ
161,Fuchs::N,ривезь,পাঁতিশিয়াল
162,Hase::N,нумоло,শশক
163,Maus::N,чеерь,নেংটি ইঁদুর
164,Wolf::N,верьгиз,নেকড়ে
165,Vogel::N,нармунь,পক্ষী
166,Schwarm::N,полк,ঝাঁক
167,Schwarm::N,стада,ঝাঁক
168,Huhn::N,сараз,মোরগ
169,Hahn::N,атякш,কুক্কুট
170,Gans::N,гала,হংসী
171,Gans::N,мацей,হংসী
172,Adler::N,куцькан,ইগল
173,Adler::N,тумоатякш,ইগল
174,Ente::N,яксярго,হংসী
175,Eule::N,корж,পেচক
176,Kranich::N,карго,সারস
177,Krähe::N,варака,কাক
178,Kuckuck::N,куко,কোকিল
179,Schwan::N,локсей,মরাল
180,Fisch::N,кал,মাছ
181,Barsch::N,окунь,মৎন্যবিশেষ
182,Hecht::N,щука,বানমাছ
183,Schlange[Tier]::N,гуй,সর্প
184,Wurm::N,сукс,কীট
185,Spinne::N,шанжав,মাকড়সা
186,Ameise::N,коткудав,পিপীলিকা
187,Laus::N,сий,উকুন
188,Mücke::N,сеське,মশা
189,Fliege::N,карво,মাছি
190,Schmetterling::N,нимиляв,প্রজাপতি
191,Beere::N,умарь,বেরি
192,Apfel::N,умарь,আপেল
193,Pilz::N,панго,ছত্রক
194,Zwiebel::N,чурька,পিয়াজ
195,Saat::N,видьметь,বীজ
196,Korn::N,сюро,শস্য
197,Heu::N,тикше,খড়
198,Schale::N,кедь,খোসা
199,Schale::N,ваткавкс,খোসা
200,Grube::N,латко,গর্ত
201,Falle::N,тувор,ফাঁদ
202,Falle::N,кундамка,ফাঁদ
203,Schlinge::N,килькш,পাশ
204,Spur::N,челькс,চিহ্ন
205,Spur::N,пильгеки,চিহ্ন
206,Asche::N,кулов,ভস্ম
207,Dreck::N,рудаз,ময়লা
208,Eisen::N,кшни,লোহা
209,Gold::N,сырне,স্বর্ণ
210,Silber::N,сия,রৌপ্য
211,Kohle::N,сэдь,অঙ্গার
212,Kohle::N,уголия,অঙ্গার
213,Glas::N,сулика,কাচ
214,Lehm::N,сёвонь,মৃত্তিকা
215,Sand::N,човар,বালি
216,Mensch::N,ломань,নর
217,Mensch::N,ломань,মানুষ
218,Mann::N,аля,মানুষ
219,Mann::N,цёраломань,মানুষ
220,Frau::N,ава,নারী
221,Kind::N,эйкакш,বাচ্চা
222,Junge::N,цёрыне,ছেলে
223,Mädchen::N,тейтерне,মেয়ে
224,Familie::N,семия,পরিবার
225,Großvater::N,покштя,মাতামহ
226,Großmutter::N,баба,মাতামহী
227,Eltern::N,тетят-ават,মাতাপিতা
228,Vater::N,тетя,পিতা
229,Mutter::N,ава,মাতা
230,Sohn::N,цёра,ছেলে
231,Tochter::N,тейтерь,মেয়ে
232,Bruder::N,леля,দাদা
233,Bruder::N,ялакс,দাদা
234,Schwester::N,сазор,বোন
235,Schwester::N,сазор,দিদি
236,Onkel::N,леля,মামা
237,Tante::N,патя,মাসী
238,Ehemann::N,мирде,স্বামী
239,Ehefrau::N,ни,পত্নী
240,Freude::N,кеняркс,উল্লাস
241,Gelächter::N,ракамо,হাসি
242,Gelächter::N,пейдема,হাসি
243,Glück::N,уцяска,সুখ
244,Kummer::N,рискс,দুঃখ
245,Kummer::N,мелявкс,দুঃখ
246,Wunsch::N,мель,আকাঙ্ক্ষা
247,Wunsch::N,бажамо,আকাঙ্ক্ষা
248,Lust::N,бажамо,বাসনা
249,Geist::N,ойме,আত্না
250,Gedanke::N,мель,চিন্তা
251,Gedächtnis::N,мель,স্মরণশক্তি
252,Verstand::N,прев,মন
253,Sinn::N,толк,পদার্থ
254,Sinn::N,смысла,পদার্থ
255,Grund::N,тувтал,কারণ
256,Wahrheit::N,видечи,সত্য
257,Gespräch::N,кортнема,কথাবার্তা
258,Märchen::N,ёвкс,রূপকথা
259,Erzählung::N,ёвтнема,গল্প
260,Nachricht::N,куля,তথ্য
261,Neuigkeit::N,куля,খবরাখবর
262,Name::N,лем,নাম
263,Rätsel::N,содамоёвкс,ধাঁধা
264,Rede::N,кортамо,বক্তৃতা
265,Sprache::N,кель,ভাষা
266,Stimme::N,ваигель,স্বর
267,Wort::N,вал,শব্দ
268,Zeichen::N,теште,প্রতীক
269,Ruf::N,тердема,ডাক
270,Lärm::N,шалнома,হৈচৈ
271,Laut::N,вайгель,ধ্বনি
272,Ton::N,гайнема,স্বর
273,Lied::N,моро,গান
274,Ruhe::N,оймамо,শান্তি
275,Leute::N,ломанть,প্রজাপুঞ্জ
276,Volk::N,народ,জাতি
277,Arbeit::N,тев,চাকরি
278,Gast::N,инже,অতিথি
279,Geschenk::N,казне,উপহার
280,Spiel::N,налксема,খেলা
281,Gesellschaft::N,община,সঙ্গিগণ
282,Hilfe::N,лездамо,সাহায্য
283,Freund::N,оя,বন্ধু
284,Freund::N,ялга,বন্ধু
285,Kamerad::N,оя,সঙ্গী
286,Kamerad::N,ялга,সঙ্গী
287,Angelegenheit::N,тев,বিষয়
288,Anzahl::N,ламоксчи,পরিমাণ
289,Art::N,вид,রকম
290,Stück::N,пакш,টুকরো
291,Stück::N,пелькс,টুকরো
292,Teil::N,часть,অংশ
293,Teil::N,пелькс,অংশ
294,Hälfte::N,пель,অর্ধেক
295,Hälfte::N,пелькс,অর্ধেক
296,Kreis::N,кирькс,বৃত্ত
297,Kreuz::N,крёст,ক্রুশ
298,Linie::N,кикс,রেখা
299,Strich::N,межа,কষি
300,Abstand::N,ютко,ফাঁক
301,Entfernung::N,ютко,ব্যবধান
302,Gegend::N,тарка,ক্ষেত্র
303,Gegend::N,пертьпелькс,ক্ষেত্র
304,Platz::N,васолкс,জায়গা
305,Ort::N,тарка,স্থান
306,Seite::N,ён,পার্শ্ব
307,Seite::N,чире,পার্শ্ব
308,Mitte::N,куншка,মধ্য
309,Gegenstand::N,предмет,জিনিস
310,Sache::N,тев,বস্তু
311,Sache::N,веща,বস্তু
312,Rand::N,пе,কানা
313,Rand::N,чире,কানা
314,Kante::N,ирдез,ধার
315,Ecke::N,ужо,কোণ
316,Spitze::N,пряне,ডগা
317,Spitze::N,пе,ডগা
318,Ende::N,пе,প্রান্ত
319,Loch::N,варя,গর্ত
320,Winkel::N,ужо,কোণ
321,Muster::N,сёрма,নমুন্
322,Größe::N,сэрь,আয়তন
323,Größe::N,покшолма,আয়তন
324,Länge::N,кувалмо,দৈর্ঘ্য
325,Höhe::N,сэрь,উচ্চতা
326,Höhe::N,пандо,উচ্চতা
327,Gewicht::N,сталмо,ওজন
328,Menge::N,лововкс,পরিমাণ
329,Haufen::N,мар,পুঞ্জ
330,Haufen::N,валявкс,পুঞ্জ
331,Reihe::N,ряд,শ্রেণী
332,Boot::N,венч,নৌকা
333,Ruder::N,милё,দাঁড়
334,Schlitten::N,нурдт,স্নেজ্-গাড়ি
335,Ski::N,сокс,শী
336,Lagerfeuer::N,толбандя,অগ্নি
337,Last::N,сталмо,বোঝা
338,Last::N,кандома,বোঝা
339,Gang::N,молема,হণ্টন
340,Gang::N,якамо,হণ্টন
341,Schritt::N,эскелькс,পদ
342,Norden::N,якшамо ёнкс,উত্তরদিক্
343,Süden::N,лембе ёнкс,দক্ষিণদিক
344,Westen::N,чивалгома,পশ্চিমদিক্
345,Osten::N,чилисема,পূর্বদিক
346,Holz::N,чувто,কাঠ
347,Brett::N,лаз,তক্তা
348,Platte::N,плита,ফলক
349,Stütze::N,неже,নাগদণ্ড
350,Stange::N,олга,দণ্ড
351,Stock::N,мандо,ছড়ি
352,Stab::N,олога,যষ্টি
353,Rohr::N,турба,নল
354,Haus::N,кудо,ঘর
355,Heim::N,кудо,বাসা
356,Ofen::N,каштомо,স্টোভ্
357,Fußboden::N,киякс,গহতল
358,Tisch::N,столь,মেজ
359,Tisch::N,столь,টেবিল
360,Stuhl::N,стул,চেয়ার
361,Stuhl::N,стул,কেদারা
362,Wiege::N,лавсь,দোলনা
363,Wiege::N,нурямот,দোলনা
364,Bett::N,ацамо,শয্যা
365,Regal::N,лався,তাক
366,Regal::N,лавсяланго,তাক
367,Kiste::N,горобия,বাক্স
368,Kiste::N,сундук,বাক্স
369,Fenster::N,вальма,জানালা
370,Tür::N,кенкш,দ্বার
371,Tor::N,ортат,দ্বার
372,Zaun::N,пирявт,বেড়া
373,Zaun::N,пирвякс,বেড়া
374,Dach::N,кудопря,ছাদ
375,Leiter::N,кузтема,মই
376,Besen::N,тенсть,গুল্মবিশেষ
377,Spaten::N,койме,কোদাল
378,Schaufel::N,кече,বেলচা
379,Schaufel::N,келей койме,বেলচা
380,Gabel::N,сянгине,কাঁটা
381,Löffel::N,пенч,চামচ
382,Messer::N,пеель,ছুরি
383,Nagel::N,эске,পেরেক
384,Netz::N,алтыма,জাল
385,Haken::N,кечказ,কাচি
386,Griff::N,кедне,হাতল
387,Schloss::N,замок,তালা
388,Schloss::N,панжома,তালা
389,Bild::N,картина,ছবি
390,Bild::N,картина,চিত্র
391,Figur::N,рунго,আকার
392,Puppe::N,няка,পুতুল
393,Beutel::N,кескав,বটুয়া
394,Bündel::N,керькс,আঁটি
395,Tasche::N,юдма,থলি
396,Eimer::N,ведра,বাল্তি
397,Deckel::N,велькс,আবরণ
398,Geschirr::N,кедьге,থালা-বাসন
399,Sack::N,кескав,বস্তা
400,Tasse::N,чакш,কাপ
401,Topf::N,кастрюля,পাত্র
402,Kessel::N,котёл,কেটলি
403,Essen::N,ярсамо,আহার
404,Nahrung::N,ярсамопель,খাদ্য
405,Speise::N,ярсамопель,খাদ্য
406,Fleisch::N,сывель,মাংস
407,Getreide::N,сюро,শস্য
408,Brei::N,каша,মণ্ড
409,Brot::N,кши,রুটি
410,Scheibe::N,кочом,ফালি
411,Scheibe::N,сускомо,ফালি
412,Fett::N,куя,মেদ
413,Butter::N,ой,মাখন
414,Öl::N,ой,তৈল
415,Salz::N,сал,নুন
416,Suppe::N,ям,শুরুয়া
417,Honig::N,медь,মধু
418,Milch::N,ловсо,দুধ
419,Tee::N,чай,চা
420,Leder::N,киське,পাকা চামড়া
421,Wolle::N,пона,পশম
422,Stoff::N,коцт,বস্ত্র
423,Nadel::N,салмукс,সুচ
424,Faden::N,суре,সূত্র
425,Knopf::N,пов,বোতাম
426,Knoten::N,сюлмо,গিঁট
427,Farbe::N,артомапель,রং
428,Kleidung::N,оршамот,কাপড়
429,Hemd::N,панар,শার্ট
430,Kragen::N,сиве,গলবন্ধ
431,Ärmel::N,ожа,আস্তিন্
432,Hose::N,понкст,ট্রাউজার
433,Gürtel::N,каркс,কটিবন্ধ
434,Mütze::N,чапка,টুপি
435,Schuh::N,туфля,জুতো
436,Stiefel::N,кем,বুট
437,Ring::N,суркс,আংটি
438,Band::N,лента,ফিতা
439,Kamm::N,сурсеме,চিরুনি
440,Spiegel::N,чавачамо,আয়না
441,Riemen::N,кшнань каркс,চাবুক
442,Schnur::N,пикс,দড়ি
443,Leine::N,ведьме,শিকল
444,Decke::N,вельтямо,কম্বল
445,Kissen::N,тодов,উপাধান
446,Tuch::N,паця,বস্ত্র
447,Handtuch::N,нардамо,তোয়ালে
448,Kraft::N,вий,জোর
449,Stärke::N,виевчи,শক্তি
450,Gesundheit::N,шумбрачи,স্বাস্থ্য
451,Krankheit::N,орма,অসুখ
452,Krankheit::N,орма,ব্যামো
453,Krankheit::N,сэредема,অসুখ
454,Krankheit::N,сэредема,ব্যামো
455,Schmerz::N,сэредькс,যন্ত্রণা
456,Wunde::N,керявкс,ক্ষত
457,Fieber::N,маштыкс,জ্বর
458,Arznei::N,ормаменькс,ঔষধ
459,Brücke::N,сэдь,সেতু
460,Brücke::N,мадамо,সেতু
461,Brunnen::N,лисьма,কূপ
462,Weide::N,ракшань ванома тарка,পশুচারণভূমি
463,Pfad::N,ян,পথ
464,Weg::N,ки,পথ
465,Straße::N,ки,রাস্তা
466,Dorf::N,веле,গ্রাম
467,Stadt::N,ош,শহর
468,Brief::N,сёрма,চিঠি
469,Buch::N,книга,বই
470,Buchstabe::N,буква,অক্ষর
471,Zeitung::N,газета,সংবাদপত্র
472,Leben::N,эрямо,জীবন
473,Tod::N,кулома,মৃত্যু
474,Grab::N,калмо,কবর
475,Kirche::N,церькова,গির্জা
476,Sünde::N,чумочи,পাপ
477,Gott::N,паз,দেবতা
478,Arbeiter::N,робочей,শ্রমিক
479,Chef::N,прявт,নেতা
480,Meister::N,кол тевень тенця,ব্যক্তি
481,Arzt::N,врач,চিকিৎসক
482,Lehrer::N,учитель,অধ্যাপক
483,Lehrer::N,тонавтыця,অধ্যাপক
484,Geld::N,ярмак,মুদ্রা
485,Geld::N,ярмак,টাকাপয়সা
486,Geschäft::N,ладязь тев,ব্যস্ততা
487,Laden::N,лавка,দোকান
488,Preis::N,питне,মূল্য
489,Ware::N,миевкс,পণ্যদ্রব্য
490,Ware::N,рамавкс,পণ্যদ্রব্য
491,Nutzen::N,паро,সুবিধা
492,Nutzen::N,лезэ,সুবিধা
493,Reichtum::N,сюпавчи,ধনদৌলত
494,Welt::N,мир,জগৎ
495,Welt::N,мастор ланго,জগৎ
496,Land::N,мастор,খেত
497,Staat::N,государства,রাষ্ট্র
498,König::N,король,রাজা
499,Macht::N,азорксчи,প্রভাব
500,Grenze::N,буен тешкс,সীমা
501,Krieg::N,война,যুদ্ধ
502,Feind::N,душман,শত্রু
503,Gewalt::N,нарьгамо,জোর
504,Kampf::N,тюрема,লড়াই
505,Bogen[Waffe]::N,нал,ধনুক
506,Pfeil::N,нал,বাণ
507,Gewehr::N,ружия,বন্দুক
508,Gewehr::N,винтовка,বন্দুক
509,Fehler::N,ильведькс,ভুল
510,Fehler::N,ильведевкс,ভুল
511,Lüge::N,манчема,মিথ্যা
512,Lüge::N,кенгелема,মিথ্যা
513,Schaden::N,зыян,ক্ষতি
514,Unglück::N,зыян,দুর্ভাগ্য
515,Schuld::N,чумочи,অপরাধ
516,Alter::N,шка,আয়ু
517,Schluss::N,пе,শেষ
518,Zeit::N,шка,সময়
519,Zeit::N,пинге,সময়
520,Tag::N,чи,দিন
521,Morgen::N,валске,সকাল
522,Mittag::N,чикуншка,মধ্যাহু
523,Abend::N,чокшнэ,সন্ধ্যা
524,Nacht::N,ве,রাত্রি
525,Woche::N,недля,সপ্তাহ
526,Monat::N,ков,মাস
527,Jahr::N,ие,সৌরবর্ষ
528,Frühling::N,тундо,বসন্তকাল
529,Sommer::N,кизэ,গ্রীষ্মকাল
530,Herbst::N,сёксь,শরংঋতু
531,Winter::N,теле,শীতকাল
532,Januar::N,якшамков,জানুয়ারী
533,Februar::N,февраль,ফেব্রুয়ারী
534,März::N,март,মার্চ
535,April::N,апрель,এপ্রিল
536,Mai::N,май,মে
537,Juni::N,июнь,জুন
538,Juli::N,июль,জুলাই
539,August::N,август,অগাস্ট
540,September::N,сентября,সেপ্টেম্বর
541,Oktober::N,октября,অক্টোবর
542,November::N,ноября,নভেম্বর
543,Dezember::N,декабря,ডিসেম্বর
544,Montag::N,пондельник,সোমবার
545,Dienstag::N,овторник,মঙ্গলবার
546,Mittwoch::N,серёда,বুধবার
547,Donnerstag::N,цетьверьг,বৃহম্পতিবার
548,Freitag::N,пеця,শুক্রবার
549,Samstag::N,субута,শনিবার
550,Samstag::N,шлямочи,শনিবার
551,Sonntag::N,недлячи,রবিবার
552,groß::A,ине,বৃহৎ
553,groß::A,покш,বৃহৎ
554,klein::A,вишка,ছোট
555,lang::A,кувака,দীর্ঘ
556,kurz::A,нурькине,খর্ব
557,kurz::A,нурькине,হ্রস্ব
558,breit::A,келей,চওড়া
559,schmal::A,теине,সরু
560,dicht::A,тусто,ঘন
561,dick[Gegenstand]::A,эчке,পুরু
562,dünn::A,човине,কৃশ
563,fein::A,човине,সূক্ষ্ম
564,fest::A,кеме,দৃঢ়
565,flach::A,лапужа,সমতল
566,glatt::A,валаня,মসৃণ
567,hart::A,калгодо,শক্ত
568,weich::A,чевте,নরম
569,rund::A,кеверь,গোলাকার
570,spitz::A,пшти,তীক্ষ্ন
571,scharf::A,пшти,শাণিত
572,stumpf::A,ношка,ভোঁতা
573,schwer::A,стака,ভারী
574,schön::A,мазый,সুন্দর
575,heiß::A,пси,গরম
576,warm::A,лембе,ঈষদুষ্ণ
577,kalt::A,якшамо,ঠাণ্ডা
578,kühl::A,экше,শীতল
579,frisch::A,свежа,তাজা
580,feucht::A,летьке,ভিজা
581,nass::A,начко,ভিজা
582,trocken::A,коське,শুষ্ক
583,voll::A,пешксе,পূর্ণ
584,leer::A,чаво,খালি
585,offen::A,панжадо,খোলা
586,offen::A,виде,খোলা
587,geschlossen::A,пекстазь,বন্ধ
588,geschlossen::A,сёлгозь,বন্ধ
589,sauber::A,ванькс,নির্মল
590,schmutzig::A,ливезев,নোংরা
591,roh::A,верек,কাঁচা
592,reif::A,кенерезь,পাকা
593,lecker::A,тантей,সুস্বাদ
594,süß::A,ламбамо,মিষ্ট
595,bitter::A,сэпей,তিক্ত
596,sauer::A,чапамо,টক
597,hell::A,валдо,উজ্জ্বল
598,dunkel::A,чопода,অন্ধকারময়
599,schwarz::A,раужо,কালো
600,weiß::A,ашо,সাদা
601,rot::A,якстере,লাল
602,gelb::A,ожо,হলদে
603,blau::A,сэнь,নীল
604,grün::A,пиже,সবুজ
605,grau::A,шержев,ছাই-রঙা
606,bunt::A,сёрмав,রঙিন
607,billig::A,аволь питней,সস্তা
608,teuer::A,питней,আক্রা
609,wertvoll::A,питней,মহার্ঘ
610,blind::A,сокор,কানা
611,taub::A,амариця,বধির
612,kräftig::A,пек виев,বিশাল
613,stark::A,виев,শক্তিশালী
614,schwach::A,лавшо,দুর্বল
615,fett::A,куя,মোটা
616,schlank::A,виде ронга,কৃশ
617,hübsch::A,мазый,সুন্দর
618,böse::A,кежей,খারাপ
619,dumm::A,чавола,মূর্খ
620,dumm::A,превтеме,মূর্খ
621,faul::A,нузякс,শ্রমবিমুখ
622,fleißig::A,мелень путыця,পরিশ্রমী
623,geizig::A,скупой,ব্যয়কুণ্ঠ
624,klug::A,превей,দক্ষ
625,geschickt::A,маштозь теезь,পটু
626,lieb::A,вадря,প্রেয়
627,lustig::A,весёла,প্রফুল্ল
628,sanft::A,сэтьме,নম্র
629,hungrig::A,вачо,ক্ষুধার্ত
630,krank::A,сэредиця,অসুস্থ
631,nackt::A,штапо,উলঙ্গ
632,traurig::A,нусманя,দুঃখিত
633,lebendig::A,эриця,জীবিত
634,gut::A,паро,ভালো
635,schlecht::A,берянь,মন্দ
636,richtig::A,виде,ঠিক
637,schlimm::A,берянь,কদর্য
638,wahr::A,алкуксонь,বাস্তব
639,alt::A,ташто,পুরাতন
640,neu::A,од,নব
641,neu::A,од,নূতন
642,ehemalig::A,икелень,পূর্বকালীন
643,alt[Lebewesen]::A,сыре,বৃদ্ধ
644,jung::A,од,তরুণ
645,arm::A,кажов,ক্ষুদ্র
646,reich::A,сюпав,ধনবান্
647,bekannt::A,содавикс,সুপরিচিত
648,berühmt::A,содавикс,বিখ্যাত
649,fremd::A,лия,বিদেশি
650,fremd::A,асодавикс,বিদেশি
651,verschieden::A,эрьва,বিসদৃশ
652,nah::A,а васолонь,নিকটবতী
653,fern::A,умонь,দুরবতী
654,fern::A,кезэрень,দুরবতী
655,linker::A,керш,বাম
656,rechter::A,вить,ডান
657,rechter::A,вить,ডাইন
658,anderer::A,лия,অন্যতর
659,erster::A,васень,প্রথম
660,erster::A,васенце,প্রথম
661,zweiter::A,омбоце,দ্বিতীয়
662,dritter::A,колмоце,তৃতীয়
663,letzter::A,меельце,সর্বশেষ
664,allein::ADV,башка,একক
665,allein::ADV,ськамонзо,একক
666,auf einmal::ADV,вейсэ,জলদি
667,zusammen::ADV,вейс,একসঙ্গে
668,zusammen::ADV,вейсэ,একসঙ্গে
669,lange::ADV,кувать,লম্বা
670,plötzlich::ADV,апак учо,হঠাৎ
671,sofort::ADV,курок,মুহ্ণর্তমধ্যে
672,sofort::ADV,нейке,মুহ্ণর্তমধ্যে
673,später::ADV,мейле,পশ্চাতে
674,jetzt::ADV,ней,এখন
675,heute::ADV,течи,আজ
676,morgen::ADV,ванды,আগামিকাল
677,bald::ADV,курок,অস্পকালমধ্যে
678,dann::ADV,мейле,তখন
679,dann::ADV,седе мейле,তখন
680,gestern::ADV,исяк,গতকাল
681,einst::ADV,весть,একবার মাত্র
682,einst::ADV,зярдо-бути,একবার মাত্র
683,damals::ADV,сестэ,তখন
684,danach::ADV,мейле,পরে
685,danach::ADV,седе мейле,পরে
686,vorher::ADV,васняяк,আগে
687,zuerst::ADV,васня,আগে
688,einmal::ADV,весть,একবার
689,manchmal::ADV,лиясто,কখনও কখনও
690,oft::ADV,сеетьстэ,ঘনঘন
691,immer::ADV,свал,সর্বদা
692,niemals::ADV,а зярдояк,কখলও নহে
693,hier::ADV,тесэ,এখানে
694,hierhin::ADV,тей,এখানে
695,von hier::ADV,тестэ,ত্রই স্তান হইতে
696,dort::ADV,тосо,ওখানে
697,dorthin::ADV,тов,ওখানে
698,geradeaus::ADV,витьстэ,অগ্রগামী
699,vorwärts::ADV,икелев,সন্মুখিকে
700,rückwärts::ADV,мекев,খিরিয়া
701,zurück::ADV,мекев,পিঠ
702,unten::ADV,ало,নীচে
703,hinab::ADV,алов,নিম্নগামী
704,oben::ADV,вере,উপরে
705,hinauf::ADV,верев,উচ্চতর অংশে
706,überall::ADV,эрьва косо,সর্বত্র
707,nicht::ADV,а,না
708,ein wenig::ADV,аламошка,অল্প
709,kaum::ADV,ансяк,কষ্টসহকাবে
