,Concept_ID,no,lv
169,Funke::N,gnist,кинь
170,Funke::N,gnist,би кинь
171,Funke::N,gnist,dzirkstele
172,Feuer::N,ild,би
173,Feuer::N,ild,uguns
174,Licht::N,lys,югӧр
175,Licht::N,lys,gaisma
176,Schatten::N,skygge,вуджӧр
177,Schatten::N,skygge,ēna
178,Wetter::N,vær,поводдя
179,Wetter::N,vær,laiks
180,Nebel::N,tåke,ру
181,Nebel::N,tåke,онь
182,Nebel::N,tåke,migla
183,Wolke::N,sky,кымӧр
184,Wolke::N,sky,mākonis
185,Regen::N,regn,зэр
186,Regen::N,regn,lietus
187,Schnee::N,snø,лым
188,Schnee::N,snø,sniegs
189,Eis::N,is,йи
190,Eis::N,is,ledus
191,Frost::N,frost,кӧдзыд
192,Frost::N,frost,sals
193,Kälte::N,kulde,кӧдзыд
194,Kälte::N,kulde,saltums
195,Kälte::N,kulde,aukstums
196,Hitze::N,hete,пӧсь
197,Hitze::N,hete,гожӧд
198,Hitze::N,hete,karstums
199,Raureif::N,rimfrost,пуж
200,Raureif::N,rimfrost,гыӧр
201,Raureif::N,rimfrost,sarma
202,Regenbogen::N,regnbue,ӧшкамӧшка
203,Regenbogen::N,regnbue,varavīksne
204,Donner::N,torden,гым
205,Donner::N,torden,pērkons
206,Strömung::N,strømning,ва ныр
207,Strömung::N,strømning,визувтӧм
208,Strömung::N,strømning,straume
209,Strömung::N,strømning,strāvojums
210,Tropfen::N,dråpe,войт
211,Tropfen::N,dråpe,lāse
212,Schaum::N,skum,быг
213,Schaum::N,skum,быгзьӧм
214,Schaum::N,skum,putas
215,Schmutz::N,søl,няйт
216,Schmutz::N,søl,dubļi
217,Schmutz::N,skitt,няйт
218,Schmutz::N,skitt,dubļi
219,See::N,sjø,ты
220,See::N,sjø,ezers
221,Sumpf::N,sump,гыбад
222,Sumpf::N,sump,кад
223,Sumpf::N,sump,dumbrājs
224,Sumpf::N,sump,staignājs
225,Sumpf::N,myrlende,гыбад
226,Sumpf::N,myrlende,кад
227,Sumpf::N,myrlende,dumbrājs
228,Sumpf::N,myrlende,staignājs
229,Moor::N,myr,нюр
230,Moor::N,myr,purvs
231,Moor::N,myr,muklājs
232,Moor::N,myrhei,нюр
233,Moor::N,myrhei,purvs
234,Moor::N,myrhei,muklājs
235,Wiese::N,eng,видз
236,Wiese::N,eng,pļava
237,Wald::N,skog,вӧр
238,Wald::N,skog,mežs
239,Hügel::N,haug,дзиб
240,Hügel::N,haug,мыльк
241,Hügel::N,haug,нӧрыс
242,Hügel::N,haug,paugurs
243,Hügel::N,bakke,дзиб
244,Hügel::N,bakke,мыльк
245,Hügel::N,bakke,нӧрыс
246,Hügel::N,bakke,paugurs
247,Anhöhe::N,haug,мыльк
248,Anhöhe::N,haug,нӧрыс
249,Anhöhe::N,haug,paugurs
250,Anhöhe::N,bakke,мыльк
251,Anhöhe::N,bakke,нӧрыс
252,Anhöhe::N,bakke,paugurs
253,Berg::N,berg,чой
254,Berg::N,berg,керӧс
255,Berg::N,berg,kalns
256,Berg::N,fjell,чой
257,Berg::N,fjell,керӧс
258,Berg::N,fjell,kalns
259,Gipfel::N,topp,чук
260,Gipfel::N,topp,virsotne
261,Höhle::N,hule,рудӧг
262,Höhle::N,hule,ala
263,Abhang::N,li,ньывк
264,Abhang::N,li,бокша
265,Abhang::N,li,nogāze
266,Abhang::N,skråning,ньывк
267,Abhang::N,skråning,бокша
268,Abhang::N,skråning,nogāze
269,Quelle::N,kilde,ӧшмӧс
270,Quelle::N,kilde,avots
271,Bach::N,bekk,шор
272,Bach::N,bekk,urga
273,Bach::N,bekk,strauts
274,Fluss::N,elv,ю
275,Fluss::N,elv,upe
276,Ufer::N,bredd,вадор
277,Ufer::N,bredd,krasts
278,Küste::N,kyst,вадор
279,Küste::N,kyst,piekraste
280,Festland::N,fastland,му
281,Festland::N,fastland,sauszeme
282,Meer::N,hav,саридз
283,Meer::N,hav,jūra
284,Bucht::N,bukt,куръя
285,Bucht::N,bukt,līcis
286,Insel::N,øy,ді
287,Insel::N,øy,sala
288,Blume::N,blomst,дзоридз
289,Blume::N,blomst,puķe
290,Blume::N,blomst,zieds
291,Gras::N,gress,турун
292,Gras::N,gress,zāle
293,Wurzel::N,rot,вуж
294,Wurzel::N,rot,sakne
295,Baum::N,tre,пу
296,Baum::N,tre,koks
297,Stamm::N,stamme,пучер
298,Stamm::N,stamme,stumbrs
299,Rinde::N,bark,кырсь
300,Rinde::N,bark,miza
301,Ast::N,gren,ув
302,Ast::N,gren,zars
303,Zweig::N,kvist,вож
304,Zweig::N,kvist,nozare
305,Blatt::N,blad,кор
306,Blatt::N,blad,lapa
307,Birke::N,bjørk,кыдз
308,Birke::N,bjørk,bērzs
309,Kiefer[Baum]::N,furu,пожӧм
310,Kiefer[Baum]::N,furu,priede
311,Weide[Baum]::N,selje,бадь
312,Weide[Baum]::N,selje,kārkls
313,Weide[Baum]::N,piletre,бадь
314,Weide[Baum]::N,piletre,kārkls
315,Tanne::N,gran,коз
316,Tanne::N,gran,egle
317,Horn::N,horn,сюр
318,Horn::N,horn,rags
319,Feder::N,fjær,гӧн
320,Feder::N,fjær,тывборд
321,Feder::N,fjær,spalva
322,Fell::N,skinn,ку
323,Fell::N,skinn,āda
324,Flügel::N,vinge,борд
325,Flügel::N,vinge,spārns
326,Klaue::N,klauv,гыж
327,Klaue::N,klauv,nags
328,Kralle::N,klo,гыж
329,Kralle::N,klo,nags
330,Schwanz::N,hale,бӧж
331,Schwanz::N,hale,ļipa
332,Ei::N,egg,кольк
333,Ei::N,egg,ola
334,Nest::N,rede,поз
335,Nest::N,rede,ligzda
336,Bau::N,hi,горс
337,Bau::N,hi,пырмӧс
338,Bau::N,hi,гу
339,Bau::N,hi,ala
340,Tier::N,dyr,пемӧс
341,Tier::N,dyr,dzīvnieks
342,Herde::N,flokk,стада
343,Herde::N,flokk,кельӧб
344,Herde::N,flokk,ganāmpulks
345,Kuh::N,ku,мӧс
346,Kuh::N,ku,govs
347,Bulle::N,tyr,ӧш
348,Bulle::N,tyr,bullis
349,Pferd::N,hest,вӧв
350,Pferd::N,hest,zirgs
351,Schaf::N,får,ыж
352,Schaf::N,får,aita
353,Schwein::N,gris,порсь
354,Schwein::N,gris,cūka
355,Hund::N,hund,пон
356,Hund::N,hund,suns
357,Katze::N,katt,кань
358,Katze::N,katt,kaķis
359,Bär::N,bjørn,ош
360,Bär::N,bjørn,lācis
361,Eichhörnchen::N,ekorn,ур
362,Eichhörnchen::N,ekorn,vāvere
363,Elch::N,elg,йӧра
364,Elch::N,elg,alnis
365,Fuchs::N,rev,руч
366,Fuchs::N,rev,lapsa
367,Hase::N,hare,кӧч
368,Hase::N,hare,zaķis
369,Maus::N,mus,шыр
370,Maus::N,mus,pele
371,Wolf::N,ulv,кӧин
372,Wolf::N,ulv,vilks
373,Wolf::N,varg,кӧин
374,Wolf::N,varg,vilks
375,Vogel::N,fugl,кай
376,Vogel::N,fugl,лэбач
377,Vogel::N,fugl,putns
378,Schwarm::N,sverm,чукӧр
379,Schwarm::N,sverm,spiets
380,Huhn::N,høne,курӧг
381,Huhn::N,høne,vista
382,Hahn::N,hane,петук
383,Hahn::N,hane,gailis
384,Gans::N,gås,дзодзӧг
385,Gans::N,gås,zoss
386,Adler::N,ørn,кутш
387,Adler::N,ørn,ērglis
388,Ente::N,and,утка
389,Ente::N,and,pīle
390,Eule::N,ugle,сюзь
391,Eule::N,ugle,pūce
392,Kranich::N,trane,тури
393,Kranich::N,trane,dzērve
394,Krähe::N,kråke,рака
395,Krähe::N,kråke,vārna
396,Kuckuck::N,gjøk,кӧк
397,Kuckuck::N,gjøk,dzeguze
398,Schwan::N,svane,юсь
399,Schwan::N,svane,gulbis
400,Fisch::N,fisk,чери
401,Fisch::N,fisk,zivs
402,Barsch::N,abbor,ёкыш
403,Barsch::N,abbor,asaris
404,Hecht::N,gjedde,сир
405,Hecht::N,gjedde,līdaka
406,Schlange[Tier]::N,orm,кый
407,Schlange[Tier]::N,orm,čūska
408,Schlange[Tier]::N,slange,кый
409,Schlange[Tier]::N,slange,čūska
410,Wurm::N,orm,номыр
411,Wurm::N,orm,tārps
412,Wurm::N,mark,номыр
413,Wurm::N,mark,tārps
414,Spinne::N,edderkopp,черань
415,Spinne::N,edderkopp,zirneklis
416,Ameise::N,maur,кодзувкот
417,Ameise::N,maur,skudra
418,Laus::N,lus,той
419,Laus::N,lus,uts
420,Mücke::N,mygg,ном
421,Mücke::N,mygg,ods
422,Fliege::N,flue,гут
423,Fliege::N,flue,muša
424,Schmetterling::N,sommerfugl,бобув
425,Schmetterling::N,sommerfugl,tauriņš
426,Beere::N,bær,тусь
427,Beere::N,bær,вотӧс
428,Beere::N,bær,oga
429,Apfel::N,eple,яблӧг
430,Apfel::N,eple,ābols
431,Pilz::N,sopp,тшак
432,Pilz::N,sopp,sēne
433,Zwiebel::N,løk,луккок
434,Zwiebel::N,løk,йӧнгыль
435,Zwiebel::N,løk,sīpols
436,Saat::N,sæd,тусь
437,Saat::N,sæd,кӧйдыс
438,Saat::N,sæd,sēkla
439,Korn::N,korn,тусь
440,Korn::N,korn,grauds
441,Heu::N,høy,турун
442,Heu::N,høy,siens
443,Schale::N,skall,кор
444,Schale::N,skall,čaula
445,Schale::N,skall,čaumala
446,Grube::N,grop,гу
447,Grube::N,grop,bedre
448,Falle::N,felle,лэч
449,Falle::N,felle,slazds
450,Falle::N,felle,lamatas
451,Schlinge::N,snare,лэч
452,Schlinge::N,snare,cilpa
453,Spur::N,spor,туй
454,Spur::N,spor,pēda
455,Asche::N,aske,пӧм
456,Asche::N,aske,pelni
457,Dreck::N,møkk,няйт
458,Dreck::N,møkk,dubļi
459,Dreck::N,skitt,няйт
460,Dreck::N,skitt,dubļi
461,Eisen::N,jern,кӧрт
462,Eisen::N,jern,dzelzs
463,Gold::N,gull,зарни
464,Gold::N,gull,zelts
465,Silber::N,sølv,эзысь
466,Silber::N,sølv,sudrabs
467,Kohle::N,kol,шом
468,Kohle::N,kol,ogle
469,Kohle::N,kull,шом
470,Kohle::N,kull,ogle
471,Glas::N,glass,стеклӧ
472,Glas::N,glass,stikls
473,Lehm::N,leire,сёй
474,Lehm::N,leire,māls
475,Sand::N,sand,лыа
476,Sand::N,sand,smiltis
477,Mensch::N,menneske,морт
478,Mensch::N,menneske,cilvēks
479,Mann::N,mann,аймӧрт
480,Mann::N,mann,мужичӧй
481,Mann::N,mann,vīrietis
482,Frau::N,kvinne,ань
483,Frau::N,kvinne,нывбаба
484,Frau::N,kvinne,sieviete
485,Kind::N,barn,кага
486,Kind::N,barn,bērns
487,Junge::N,gutt,пи
488,Junge::N,gutt,zēns
489,Junge::N,gutt,puika
490,Junge::N,gutt,puisis
491,Mädchen::N,pike,ныв
492,Mädchen::N,pike,meiča
493,Mädchen::N,pike,skuķis
494,Mädchen::N,pike,meitene
495,Mädchen::N,jente,ныв
496,Mädchen::N,jente,meiča
497,Mädchen::N,jente,skuķis
498,Mädchen::N,jente,meitene
499,Familie::N,familie,семья
500,Familie::N,familie,ģimene
501,Großvater::N,bestefar,пӧль
502,Großvater::N,bestefar,vecaistēvs
503,Großmutter::N,bestemor,баб
504,Großmutter::N,bestemor,vecāmāte
505,Eltern::N,foreldre,ай-мам
506,Eltern::N,foreldre,бать-мам
507,Eltern::N,foreldre,vecāki
508,Vater::N,far,бать
509,Vater::N,far,ай
510,Vater::N,far,tēvs
511,Mutter::N,mor,мам
512,Mutter::N,mor,māte
513,Sohn::N,sønn,пи
514,Sohn::N,sønn,dēls
515,Tochter::N,datter,ныв
516,Tochter::N,datter,meita
517,Bruder::N,bror,вок
518,Bruder::N,bror,brālis
519,Schwester::N,søster,чой
520,Schwester::N,søster,māsa
521,Onkel::N,onkel,дядь
522,Onkel::N,onkel,tēvocis
523,Tante::N,tante,тьӧт
524,Tante::N,tante,tante
525,Ehemann::N,ektemann,верӧс
526,Ehemann::N,ektemann,vīrs
527,Ehefrau::N,hustru,гӧтыр
528,Ehefrau::N,hustru,sieva
529,Freude::N,glede,радлун
530,Freude::N,glede,prieks
531,Gelächter::N,latter,серам
532,Gelächter::N,latter,smiekli
533,Glück::N,lykke,шуд
534,Glück::N,lykke,laime
535,Kummer::N,sorg,шог
536,Kummer::N,sorg,bēdas
537,Kummer::N,sorg,raizes
538,Wunsch::N,ønske,кӧсйӧм
539,Wunsch::N,ønske,vēlme
540,Wunsch::N,ønske,vēlējums
541,Lust::N,lyst,кыскӧм
542,Lust::N,lyst,радейтӧм
543,Lust::N,lyst,kāre
544,Geist::N,ånd,лов
545,Geist::N,ånd,gars
546,Gedanke::N,tanke,мӧвп
547,Gedanke::N,tanke,doma
548,Gedächtnis::N,minne,паметь
549,Gedächtnis::N,minne,atmiņa
550,Gedächtnis::N,hukommelse,паметь
551,Gedächtnis::N,hukommelse,atmiņa
552,Verstand::N,forstand,вежӧр
553,Verstand::N,forstand,prāts
554,Sinn::N,mening,мог
555,Sinn::N,mening,вежӧртас
556,Sinn::N,mening,nozīme
557,Sinn::N,betydning,мог
558,Sinn::N,betydning,вежӧртас
559,Sinn::N,betydning,nozīme
560,Grund::N,grunn,помка
561,Grund::N,grunn,pamats
562,Grund::N,grunn,iemesls
563,Wahrheit::N,sannhet,збыль
564,Wahrheit::N,sannhet,збыльтор
565,Wahrheit::N,sannhet,taisnība
566,Wahrheit::N,sannhet,patiesība
567,Gespräch::N,samtale,сёрни
568,Gespräch::N,samtale,saruna
569,Märchen::N,eventyr,мойд
570,Märchen::N,eventyr,pasaka
571,Erzählung::N,fortelling,висьт
572,Erzählung::N,fortelling,stāsts
573,Erzählung::N,fortelling,nostāsts
574,Nachricht::N,melding,юӧртӧм
575,Nachricht::N,melding,ziņa
576,Neuigkeit::N,nyhet,выльтор
577,Neuigkeit::N,nyhet,jaunums
578,Name::N,navn,ним
579,Name::N,navn,vārds
580,Rätsel::N,gåte,нӧдкыв
581,Rätsel::N,gåte,mīkla
582,Rede::N,tale,сёрни
583,Rede::N,tale,runa
584,Sprache::N,språk,кыв
585,Sprache::N,språk,valoda
586,Stimme::N,stemme,гӧлӧс
587,Stimme::N,stemme,вом шы
588,Stimme::N,stemme,balss
589,Wort::N,ord,кыв
590,Wort::N,ord,vārds
591,Zeichen::N,tegn,пас
592,Zeichen::N,tegn,zīme
593,Ruf::N,rop,чукӧстчӧм
594,Ruf::N,rop,корӧм
595,Ruf::N,rop,sauciens
596,Lärm::N,bråk,шы
597,Lärm::N,bråk,зык
598,Lärm::N,bråk,зычитӧм
599,Lärm::N,bråk,troksnis
600,Laut::N,lyd,шы
601,Laut::N,lyd,skaņa
602,Ton::N,tone,шы
603,Ton::N,tone,tonis
604,Lied::N,vise,сьылан
605,Lied::N,vise,сьыланкыв
606,Lied::N,vise,dziesma
607,Ruhe::N,ro,чӧв
608,Ruhe::N,ro,miers
609,Leute::N,folk,йӧз
610,Leute::N,folk,войтыр
611,Leute::N,folk,ļaudis
612,Leute::N,folk,cilvēki
613,Volk::N,folk,йӧз
614,Volk::N,folk,войтыр
615,Volk::N,folk,tauta
616,Arbeit::N,arbeid,удж
617,Arbeit::N,arbeid,darbs
618,Gast::N,gjest,гӧсть
619,Gast::N,gjest,viešņa
620,Gast::N,gjest,ciemiņš
621,Geschenk::N,gave,козин
622,Geschenk::N,gave,dāvana
623,Spiel::N,lek,ворсан
624,Spiel::N,lek,rotaļa
625,Spiel::N,spill,ворсан
626,Spiel::N,spill,rotaļa
627,Gesellschaft::N,selskap,котыр
628,Gesellschaft::N,selskap,biedrība
629,Gesellschaft::N,selskap,kompānija
630,Hilfe::N,hjelp,отсӧг
631,Hilfe::N,hjelp,palīdzība
632,Freund::N,venn,ёрт
633,Freund::N,venn,draugs
634,Kamerad::N,kamerat,ёрт
635,Kamerad::N,kamerat,biedrs
636,Angelegenheit::N,sak,мог
637,Angelegenheit::N,sak,делӧ
638,Angelegenheit::N,sak,darīšana
639,Angelegenheit::N,anliggende,мог
640,Angelegenheit::N,anliggende,делӧ
641,Angelegenheit::N,anliggende,darīšana
642,Anzahl::N,antall,лыд
643,Anzahl::N,antall,тшӧт
644,Anzahl::N,antall,skaits
645,Anzahl::N,antall,daudzums
646,Art::N,art,сикас
647,Art::N,art,suga
648,Art::N,art,šķira
649,Art::N,slag,сикас
650,Art::N,slag,suga
651,Art::N,slag,šķira
652,Stück::N,stykke,тор
653,Stück::N,stykke,gabals
654,Teil::N,del,юкӧн
655,Teil::N,del,daļa
656,Hälfte::N,halvdel,пӧв
657,Hälfte::N,halvdel,джын
658,Hälfte::N,halvdel,puse
659,Kreis::N,ring,кытш
660,Kreis::N,ring,aplis
661,Kreis::N,ring,riņķis
662,Kreis::N,sirkel,кытш
663,Kreis::N,sirkel,aplis
664,Kreis::N,sirkel,riņķis
665,Kreuz::N,kors,перна
666,Kreuz::N,kors,крест
667,Kreuz::N,kors,krusts
668,Kreuz::N,kryss,перна
669,Kreuz::N,kryss,крест
670,Kreuz::N,kryss,krusts
671,Linie::N,linje,визь
672,Linie::N,linje,līnija
673,Strich::N,strek,визь
674,Strich::N,strek,svītra
675,Abstand::N,avstand,кост
676,Abstand::N,avstand,коласт
677,Abstand::N,avstand,atstarpe
678,Entfernung::N,avstand,ылна
679,Entfernung::N,avstand,attālums
680,Entfernung::N,avstand,atstatums
681,Gegend::N,strøk,му-ва
682,Gegend::N,strøk,apvidus
683,Gegend::N,strøk,apgabals
684,Platz::N,plass,ылдӧс
685,Platz::N,plass,йир
686,Platz::N,plass,гӧгӧртас
687,Platz::N,plass,vieta
688,Ort::N,sted,ин
689,Ort::N,sted,места
690,Ort::N,sted,vieta
691,Seite::N,side,бок
692,Seite::N,side,ӧтарладор
693,Seite::N,side,sāns
694,Mitte::N,midte,шӧр
695,Mitte::N,midte,vidus
696,Gegenstand::N,gjenstand,кӧлуй
697,Gegenstand::N,gjenstand,priekšmets
698,Sache::N,sak,добра
699,Sache::N,sak,lieta
700,Rand::N,rand,дор
701,Rand::N,rand,mala
702,Rand::N,rand,apmale
703,Kante::N,kant,дор
704,Kante::N,kant,šķautne
705,Ecke::N,hjørne,пельӧс
706,Ecke::N,hjørne,kakts
707,Ecke::N,hjørne,stūris
708,Spitze::N,spiss,йыв
709,Spitze::N,spiss,smaile
710,Spitze::N,spiss,galotne
711,Ende::N,ende,пом
712,Ende::N,ende,gals
713,Ende::N,ende,uzgalis
714,Loch::N,hull,розь
715,Loch::N,hull,caurums
716,Winkel::N,vinkel,пельӧс
717,Winkel::N,vinkel,leņķis
718,Muster::N,mønster,сер
719,Muster::N,mønster,piemērs
720,Größe::N,størrelse,ыджда
721,Größe::N,størrelse,lielums
722,Länge::N,lengde,кузьта
723,Länge::N,lengde,garums
724,Höhe::N,høyde,джуджда
725,Höhe::N,høyde,augstums
726,Gewicht::N,vekt,сьӧкта
727,Gewicht::N,vekt,сьӧкталун
728,Gewicht::N,vekt,svars
729,Gewicht::N,vekt,smagums
730,Menge::N,mengde,лун
731,Menge::N,mengde,числӧ
732,Menge::N,mengde,masa
733,Menge::N,mengde,daudzums
734,Haufen::N,haug,чукӧр
735,Haufen::N,haug,čupa
736,Haufen::N,haug,grēda
737,Haufen::N,haug,kaudze
738,Haufen::N,bunke,чукӧр
739,Haufen::N,bunke,čupa
740,Haufen::N,bunke,grēda
741,Haufen::N,bunke,kaudze
742,Reihe::N,rekke,рад
743,Reihe::N,rekke,rinda
744,Reihe::N,rekke,virkne
745,Boot::N,båt,пыж
746,Boot::N,båt,laiva
747,Ruder::N,åre,пелыс
748,Ruder::N,åre,ӧпаснӧй
749,Ruder::N,åre,airis
750,Ruder::N,åre,irklis
751,Schlitten::N,slede,дадь
752,Schlitten::N,slede,ragavas
753,Schlitten::N,kjelke,дадь
754,Schlitten::N,kjelke,ragavas
755,Ski::N,ski,лызь
756,Ski::N,ski,slēpe
757,Lagerfeuer::N,leirbål,бипур
758,Lagerfeuer::N,leirbål,ugunskurs
759,Last::N,bør,сьӧкыдтор
760,Last::N,bør,krava
761,Last::N,last,сьӧкыдтор
762,Last::N,last,krava
763,Gang::N,gang,мунӧм
764,Gang::N,gang,ветлӧм
765,Gang::N,gang,eja
766,Gang::N,gang,gājums
767,Schritt::N,steg,воськов
768,Schritt::N,steg,воськовтӧм
769,Schritt::N,steg,solis
770,Schritt::N,skritt,воськов
771,Schritt::N,skritt,воськовтӧм
772,Schritt::N,skritt,solis
773,Norden::N,nord,войвыв
774,Norden::N,nord,ziemeļi
775,Süden::N,sør,лунвыв
776,Süden::N,sør,dienvidi
777,Westen::N,vest,рытыв
778,Westen::N,vest,rietumi
779,Osten::N,øst,асыв
780,Osten::N,øst,austrumi
781,Holz::N,tre,пу
782,Holz::N,tre,koks
783,Holz::N,tre,koksne
784,Brett::N,fjøl,пӧв
785,Brett::N,fjøl,dēlis
786,Brett::N,brett,пӧв
787,Brett::N,brett,dēlis
788,Platte::N,plate,плита
789,Platte::N,plate,plate
790,Platte::N,plate,plāksne
791,Stütze::N,støtte,пыкӧд
792,Stütze::N,støtte,мыджӧд
793,Stütze::N,støtte,balsts
794,Stütze::N,støtte,atspaids
795,Stange::N,stang,потш
796,Stange::N,stang,maikste
797,Stock::N,pinne,бедь
798,Stock::N,pinne,boze
799,Stock::N,pinne,spieķis
800,Stab::N,stav,зир
801,Stab::N,stav,zizlis
802,Stab::N,kjepp,зир
803,Stab::N,kjepp,zizlis
804,Rohr::N,rør,труба
805,Rohr::N,rør,caurule
806,Haus::N,hus,керка
807,Haus::N,hus,māja
808,Heim::N,hjem,горт
809,Heim::N,hjem,mājas
810,Ofen::N,ovn,пач
811,Ofen::N,ovn,krāsns
812,Fußboden::N,gulv,джодж
813,Fußboden::N,gulv,grīda
814,Tisch::N,bord,пызан
815,Tisch::N,bord,galds
816,Stuhl::N,stol,улӧс
817,Stuhl::N,stol,krēsls
818,Wiege::N,vogge,зыбка
819,Wiege::N,vogge,šūpulis
820,Bett::N,seng,вольпась
821,Bett::N,seng,gulta
