,Concept_ID,bn,ab
647,dritter::A,তৃতীয়,ахҕатәи
648,letzter::A,সর্বশেষ,аҵыхəтəантəи
649,allein::ADV,একক,мацара
650,auf einmal::ADV,জলদি,зныкала
651,auf einmal::ADV,জলদি,зныкҟьара
652,zusammen::ADV,একসঙ্গে,аиц...
653,lange::ADV,লম্বা,акыраамҭа
654,plötzlich::ADV,হঠাৎ,иаалырҟьаны
655,sofort::ADV,মুহ্ণর্তমধ্যে,иаразнакҵәҟьа
656,später::ADV,পশ্চাতে,уажəшьҭаншəа
657,jetzt::ADV,এখন,уажәы
658,heute::ADV,আজ,иахьа
659,morgen::ADV,আগামিকাল,уаҵәы
660,bald::ADV,অস্পকালমধ্যে,иласны
661,dann::ADV,তখন,нас
662,gestern::ADV,গতকাল,иацы
663,einst::ADV,একবার মাত্র,зны
664,damals::ADV,তখন,усҟан
665,danach::ADV,পরে,нас
666,vorher::ADV,আগে,уаанӡа
667,zuerst::ADV,আগে,азнаказы
668,zuerst::ADV,আগে,аҧхьа
669,einmal::ADV,একবার,зны
670,manchmal::ADV,কখনও কখনও,зны-зынла
671,oft::ADV,ঘনঘন,лассы-лассы
672,immer::ADV,সর্বদা,енагь
673,immer::ADV,সর্বদা,еснагь
674,niemals::ADV,কখলও নহে,ианакəызаалак
675,hier::ADV,এখানে,ара
676,hier::ADV,এখানে,абра
677,hier::ADV,এখানে,араҟа
678,hierhin::ADV,এখানে,ара
679,hierhin::ADV,এখানে,араҟа
680,von hier::ADV,ত্রই স্তান হইতে,арантә
681,dort::ADV,ওখানে,уа
682,dorthin::ADV,ওখানে,уахь
683,dorthin::ADV,ওখানে,анахь
684,geradeaus::ADV,অগ্রগামী,ишиашоу
685,vorwärts::ADV,সন্মুখিকে,ҕхьаҟа
686,rückwärts::ADV,খিরিয়া,шьҭахьла
687,zurück::ADV,পিঠ,шьҭахьҟа
688,unten::ADV,নীচে,лбаа
689,hinab::ADV,নিম্নগামী,алада
690,oben::ADV,উপরে,хыхь
691,hinauf::ADV,উচ্চতর অংশে,аҩада
692,überall::ADV,সর্বত্র,зегьынцьара
693,nicht::ADV,না,-м
694,ein wenig::ADV,অল্প,ҕыҭк
695,kaum::ADV,কষ্টসহকাবে,аарлаҳәа
696,kaum::ADV,কষ্টসহকাবে,афергьҳәа
697,sehr::ADV,খুব,даара
698,so::ADV,তত,ас
699,so::ADV,তত,абас
700,noch::ADV,এখন পর্যস্ত,макьана
701,nur::ADV,শুধু,заҵәык
702,schon::ADV,ইতঃপুর্বে,уажәшьҭа
703,schon::ADV,ইতঃপুর্বে,аиҳа ипоу
704,wieder::ADV,আবার,ҿыц
705,wieder::ADV,আবার,дырҩегь
706,wieder::ADV,আবার,дырҩегьых
707,vergebens::ADV,বিফলে,баша
708,vor::PRP,সম্মুখে,аҕхьа
709,hinter::PRP,পশ্চাতে,нхыҵ
710,unter::PRP,নীচে,амҵа
711,unter::PRP,নীচে,амҵан
712,durch::PRP,দ্বারা,
713,neben::PRP,কাছে,ааигуара
714,zwischen::PRP,মধ্যে,абжьара
715,wegen::PRP,জন্য,-иззы
716,wegen::PRP,জন্য,-ҟнытә
717,dies::PRN,এটা,ари
718,dies::PRN,এটা,абри
719,das::PRN,ওটা,Абни
720,das::PRN,ওটা,убри
721,alles::PRN,সব,зегьы
722,ich::PRN,আমি,са
723,ich::PRN,আমি,сара
724,du::PRN,তুমি,бара
725,er::PRN,উনি,иара
726,wir::PRN,আমরা,ҳара
727,ihr::PRN,তোমরা,шәара
728,sie::PRN,তারা,дара
729,was::FPRN,কি,
730,wer::FPRN,কে,дарбан
731,wo::FADV,কোথায়,иабыкуу
732,wo::FADV,কোথায়,аба-
733,wo::FADV,কোথায়,ахь-
734,wohin::FADV,কোথায়,иабыкуу
735,wohin::FADV,কোথায়,аба-
736,wohin::FADV,কোথায়,ахь-
737,wie::FADV,কেমন,-шҕа
738,warum::FADV,কেন,избан
739,wieviel::FNUM,কত,заҟа
740,eins::NUM,অক,акы
741,eins::NUM,অক,аӡәы
742,zwei::NUM,দুই,ҩба
743,drei::NUM,তিন,хҕа
744,vier::NUM,চার,ҕшьба
745,fünf::NUM,পাঁচ,хəба
746,sechs::NUM,ছয়,фба
747,sieben::NUM,সাত,Бжьба
748,acht::NUM,আট,ааба
749,neun::NUM,নয়,жәба
750,zehn::NUM,দশ,жәаба
751,elf::NUM,এগারো,жәеизатәи
752,zwölf::NUM,দ্বাদশ,жәаҩа
753,zwanzig::NUM,বিশ,ҩажәа
754,dreißig::NUM,ত্রিশ,ҩажәижәабатәи
755,vierzig::NUM,চল্লিশ,ҩынҩажәа
756,fünfzig::NUM,পঞ্চাশ,ҩынҩажәеижәаба
757,sechzig::NUM,ষাট,хынҩажәа
758,siebzig::NUM,সত্তর,хынҩажәижәаба
759,achtzig::NUM,আশি,ҕшьынҩажәа
760,neunzig::NUM,নব্বুই,ҕшьынҩажәижәаба
761,hundert::NUM,শত,шәкы
762,tausend::NUM,হাজার,зқьы
763,und::CNJ,আর,-и
764,und::CNJ,এবং,-и
765,oder::CNJ,বা,ма
766,stehen::V,দাঁড়ানো,агылазаара
767,sitzen::V,বসা,атəара
768,sitzen::V,বসা,атəа(заа)ра
769,liegen::V,শোয়া,аиара
770,hängen::V,ঝোলা,акнаҳара
771,werden::V,হইয়া উঠা,аҟалара
772,passieren::V,ঘটা,аҟалара
773,beginnen::V,আরম্ভ হওয়া,алагара
774,enden::V,শেষ হওয়া,алгара
775,wechseln::V,রূপাস্তর করা,аҽыҧсахра
776,aufgehen[Sonne]::V,উদিত হওয়া,агылара
777,aufgehen[Sonne]::V,উদিত হওয়া,ахашлара
778,aufgehen[Sonne]::V,উদিত হওয়া,аҩаҵхахара
779,untergehen[Sonne]::V,অস্ত যাওয়া,аҭашəара
780,scheinen[Sonne]::V,আলো দেওয়া,акаҧхара
781,donnern::V,বজ্রধ্বনি করা,адыдра
782,wehen::V,প্রবাহিত হওয়া,асра
783,strömen::V,প্রবাহিত হওয়া,акаҭəара
784,fließen::V,ছুটা,ацара
785,sich drehen::V,পাক খাওয়া,ахагьежьра
786,schwanken::V,দোলা,аҵысра
787,schwingen::V,দোলা,ахызазара
788,schwingen::V,দোলা,акьаандара
789,fallen::V,পড়া,акаҳара
790,brennen::V,সেঁকা,абылра
791,rauchen::V,ধোঁয়া ছড়ান,ахылҵра
792,regnen::V,বর্ষণ_করা,аура
793,gefrieren::V,হিমায়িত হওয়া,аҵаара
794,tauen::V,গলা,аӡҭра
795,schmelzen::V,গলা,ақəӡыҭра
796,schmelzen::V,গলা,аҭəара
797,trocknen::V,শুষ্ক করা,абара
798,sieden::V,ফোঁড়া,ашра
799,faulen::V,ক্ষয় হওয়া,абаара
800,verfaulen::V,ক্ষয় হওয়া ,абаара
801,verfaulen::V,ক্ষয় হওয়া ,аилашра
802,reißen::V,ছিঁড়া,аҧжəара
803,versinken::V,ডুবা,аӡааҟəрылара
804,vergehen::V,যাওয়া,ацара
805,erscheinen::V,আসা,ацəырҵра
806,verschwinden::V,অদৃশ্য হওয়া,аҵашəкəара
807,sinken::V,হ্রাস হওয়া,атəара
808,sinken::V,হ্রাস হওয়া,алаҟəра
809,abnehmen::V,হ্রাস হওয়া,ацӡаара
810,abnehmen::V,হ্রাস হওয়া,аиҵалара
811,zunehmen::V,বৃদ্ধি পাওয়া,аҽырҭбаара
812,zunehmen::V,বৃদ্ধি পাওয়া,аиҵыҵра
813,zunehmen::V,বৃদ্ধি পাওয়া,арацəахара
814,steigen::V,ওঠা,азҳара
815,steigen::V,ওঠা,ашьҭыҵра
816,steigen::V,ওঠা,адухара
817,steigen::V,ওঠা,ацлара
818,wachsen::V,বড় হওয়া,азҳара
819,glänzen::V,জ্বলা,ацыр-цырра
820,glänzen::V,জ্বলা,ацыҩ-цыҩра
821,glänzen::V,জ্বলা,аказказра
822,funkeln::V,জ্বল্জ্বল করা,ашап-шапра
823,funkeln::V,জ্বল্জ্বল করা,ацым-цымра
824,läuten::V,রুসুঝুসু করা,аҵəҵəасра
825,klingeln::V,বাজা,аҵəҵəасра
826,klirren::V,টুংটাং-শব্দ করা,ахьархьарра
827,klirren::V,টুংটাং-শব্দ করা,архьархьарра
828,brausen::V,গর্জন করা,аилаҽҽара
829,brausen::V,গর্জন করা,еилашуера
830,rauschen::V,মর্মরধ্বনি করা,
831,klingen::V,শব্দ করা,агара
832,klingen::V,শব্দ করা,ашьҭыбжь гара
833,bellen::V,ঘেউ ঘেউ করা,ашра
834,heulen::V,গর্জন করা,ауура
835,blasen::V,ফুঁ দেওয়া,аҭəҳəара
836,pfeifen::V,শিস্ দেওয়া,ашəшəра
837,schreien::V,চিৎকার করা,аҳəҳəара
838,schreien::V,চিৎকার করা,ахəаара
839,schreien::V,চিৎকার করা,аҟаара
840,stöhnen::V,গোঁ-গো করা,ақьра
841,zittern::V,কাঁপা,аҵыс-ҵысра
842,leben::V,বাঁচা,аҟазаара
843,geboren werden::V,জন্মানো,Аира
844,atmen::V,শ্বাস ফেলা,аҕсыҕ лагаҩагара
845,trinken::V,পান করা,ажəра
846,essen::V,ভক্ষণ করা,акрыфара
847,schlucken::V,গেলা,албаадара
848,müde werden::V,পরিশ্রান্ত হওয়া,ааҕсара
849,einschlafen::V,নিদ্রামগ্ন হওয়া,ацəара
850,schlafen::V,নিদ্রা যাওয়া,ацəазаара
851,aufwachen::V,জাগা,аҿыхара
852,aufstehen::V,জাগা,Агəылҵра
853,sich erholen::V,আরাম করা,аҧсшьара
854,krank werden::V,অসুস্থ হত্তয়া,ачмазаҩхара
855,krank sein::V,রূগ্ণ হত্তয়া,аҳəарҧсарра
856,schmerzen::V,কন্কন করা,ахьра
857,husten::V,কাশা,аимҳәара
858,genesen::V,আরোগ্য হওয়া,абзиахара
859,genesen::V,আরোগ্য হওয়া,аӷəӷəахара
860,sterben::V,মারা যাওয়া,аҧсра
861,umkommen::V,মারা যাওয়া,аҭахара
862,sich bewegen::V,চলা,аиҭаҵра
863,sich rühren::V,নড়া,ақəацара
864,sich erheben::V,উদিত হওয়া,аҩагылара
865,sich setzen::V,বসা,атəара
866,hinfallen::V,পড়া,акаҳара
867,laufen::V,হাঁটা,аныҟəара
868,schreiten::V,হাঁটা,ашьаҿа еихгара
869,spazierengehen::V,পায়চারি করা,анеи-ааира
870,eilen::V,ত্বরাম্বিত করা,аццакра
871,sich beeilen::V,ত্বরাম্বিত করা,аццакра
872,sausen::V,ধেয়ে যাওয়া,аҧырра
873,sausen::V,ধেয়ে যাওয়া,иҭрысны
874,sausen::V,ধেয়ে যাওয়া,ишьҭҟьаны ацара
875,rennen::V,চলা,аҩра
876,springen::V,লাফানো,аҧара
877,klettern::V,আরোহণ করা,ақəлара
878,schaukeln::V,দোলা,аҟəараҟəанҽара
879,kriechen::V,হামাগুড়ি দেওয়া,аҳəазара
880,schwimmen::V,সাঁতার কাটা,аӡсара
881,tauchen::V,ডোবা,ахəӡааҵəира
882,rudern::V,দাঁড় টানা,аҵшьра
883,fahren::V,চালান,акала
884,fliegen::V,ওড়া,аҧырра
885,gehen::V,যাওয়া,аиҭаҵра
886,weggehen::V,প্রস্থান করা,ацара
887,abfahren::V,প্রস্থান করা,адəықəлара
888,abfahren::V,প্রস্থান করা,ацара
889,anhalten::V,থামা,ааныргылара
890,hineingehen::V,ঢোকা,аҭалара
891,eintreten::V,ঢোকা,аҩналара
892,kommen::V,আসা,аара
893,kommen::V,আসা,ааира
894,ankommen::V,আসা,ааира
895,ankommen::V,আসা,аара
896,ankommen::V,আসা,анеира
897,zurückkommen::V,ফিরা,азыхынҳəра
898,bleiben::V,থাকা,аанхара
899,bleiben::V,থাকা,анхара
900,bleiben::V,থাকা,аангылара
901,warten::V,অপেক্ষা করা,азҧшзаара
902,erwarten::V,অপেক্ষা করা,азҧшра
903,suchen::V,খোঁজ করা,ашьҭазаара
904,finden::V,পাওয়া,аҧшаара
905,versuchen::V,পরখ করা,аҽазкра
906,vorbereiten::V,প্রস্তুত করা,армазеира
907,lieben::V,ভালবাসা,абзиабара
908,mögen::V,পছন্দ করা,агəаҧхара
909,lachen::V,হাসা,аччара
910,rühren::V,হৃদয়ম্পর্শ করা,арҵəуара
911,weinen::V,কাঁদা,аҵəуара
912,schimpfen::V,নালিশ করা,ацəҳара
913,sich ärgern::V,রাগ হত্তয়া,агəаара
914,sich fürchten::V,ভয় করা,аӡыӡара
915,fürchten::V,ডরা,ацəшəара
916,fliehen::V,পালানো,абналара
917,fliehen::V,পালানো,ацəцара
918,flüchten::V,পালানো,абналара
919,flüchten::V,পালানো,ацəцара
920,sehen::V,দেখা,абара
921,anschauen::V,দেখা,ахəаҧшра
922,ansehen::V,দেখা,ахəаҧшра
923,hören::V,শোনা,аҳара
924,zuhören::V,শোনা,азыӡырҩра
925,probieren::V,পরখ করা,аҧышəара
926,riechen::V,শুঁকা,афыҩра
927,fühlen::V,অনুভব করা,анырра
928,fühlen::V,অনুভব করা,ацәакырра
929,scheinen::V,মনে হত্তয়া,шәа
930,scheinen::V,মনে হত্তয়া,аацәырҵа
931,zu sehen sein::V,দেখা দেত্তয়া,
932,vernehmen::V,শোনা,аҳара
933,frieren::V,শীত লাগা,ашəра
934,frieren::V,শীত লাগা,аҵаара
935,tun::V,করা,аҟаҵара
936,können::V,পারা,алшара
937,wollen::V,ইচ্ছা করা,аҭахра
938,anfangen::V,আরম্ভ করা,алагара
939,beenden::V,শেষ করা,алгара
940,aufhören::V,থামা,аҟəыҵра
941,gelingen::V,সিদ্ধিলাভ করা,аура
942,gelingen::V,সিদ্ধিলাভ করা,аманшəалахара
943,gelingen::V,সিদ্ধিলাভ করা,алҵра
944,geraten::V,পরিণত হত্তয়া,нзаарын
945,öffnen::V,খোলা,аартра
946,schließen::V,বন্ধ করা,аркра
947,stellen::V,স্থাপন করা,аргылара
948,setzen::V,স্থাপন করা,артəара
949,legen::V,স্থাপন করা,ақəҵара
950,berühren::V,স্পর্শ করা,акьысра
951,berühren::V,স্পর্শ করা,алакьысра
952,verbinden::V,সংযুক্ত করা,аҿаҳəара
953,bedecken::V,ঢাকা,ақəршəра
954,aufhängen::V,ঝুলানো,акнаҳара
955,anzünden::V,জ্বালান,аркра
956,aufheben::V,কুড়াইয়া তোলা,ашьҭыхра
957,zurücklassen::V,পরিত্যাগ করা,аныжьра
958,verlieren::V,হারান,ацəыӡра
959,fallen lassen::V,ফেলা,ацəкаҳара
960,machen::V,গঠন করা,ачаҧара
961,herstellen::V,সৃষ্টি করা,аиҵдара
962,bauen::V,নির্মাণ করা,аргылара
963,reparieren::V,মেরামত করা,арҽеира
964,verbessern::V,উন্নতিলাভ করা,аиҕьтəра
965,ändern::V,পরিবর্তিত করা,аҧсахра
966,graben::V,খনন করা,ажра
967,beugen::V,নোয়া,арҟəра
968,beugen::V,নোয়া,архəара
969,biegen::V,নোয়া,арҟəра
970,biegen::V,নোয়া,архəара
971,drehen::V,ঘোরান,аргьежьра
972,wenden::V,উলটাইয়া দেত্তয়া,
973,umdrehen::V,উলটানো,аарҳәра
974,heben::V,উত্তোলন করা,аҩахара
975,heben::V,উত্তোলন করা,араҳара
976,hochheben::V,উঁচু করা,ахагалара
977,hochheben::V,উঁচু করা,ашьҭҳəара
978,ergreifen::V,দখল করা,
979,halten::V,ধরা,акра
980,drücken::V,টেপা,ақəрӷəӷəара
981,schieben::V,ঠেলা,аҵгəара
982,schieben::V,ঠেলা,агəара
983,kratzen::V,চাঁচা,ацəҟьара
984,lecken::V,চাটা,арбзара
985,beißen::V,দংশন করা,ацҳара
986,abreißen::V,বিচ্ছিন্ন করা,амжəара
987,abschneiden::V,বিচ্ছিন্ন করা,ахҵəара
988,abschneiden::V,বিচ্ছিন্ন করা,аҿахҵəара
989,binden::V,বন্ধন করা,аҿаҳəара
990,stecken::V,বিদ্ধ করা,алаҵара
991,brechen::V,ভাঙা,аҧҵəара
992,klopfen::V,আঘাত করা,асра
993,hauen::V,আঘাত করা,ақəкшара
994,kleben::V,সাঁটা,аҷабра
995,reiben::V,ঘষা,арҟəыҷра
996,streichen::V,ছড়াইয়া,ахьшьра
997,schleifen::V,ধার দেওয়া,ахра
998,schneiden::V,কাটা,аҧҟара
999,rütteln::V,নাড়ান,арҵысра
1000,schütteln::V,নড়া,аршəшəара
1001,schwenken::V,দোলা,аҟьара
1002,schütten::V,বর্ষণ করা,аҭаҭəара
1003,füllen::V,পরিপূর্ণ করা,арҭəра
1004,einwickeln::V,মুড়া,алаҳəара
1005,tragen::V,বহন করা,аҩагара
1006,schleppen::V,টানা,арҳəазара
1007,ziehen::V,টানা,ахара
1008,aufbewahren::V,রাখা,аҵəахра
1009,werfen::V,ছুড়া,аршəра
1010,fangen::V,লোফা,акра
1011,packen::V,ধরা,анкра
1012,packen::V,ধরা,аҵкаара
1013,verstecken::V,গোপন করা,аҵəахра
1014,teilen::V,বিভক্ত করা,ашара
1015,schicken::V,প্রেরণ করা,ашьҭра
1016,bringen::V,আনা,аагара
1017,hinzufügen::V,একত্র করা,ацҵара
1018,bekommen::V,পাওয়া,аҧшаара
1019,bekommen::V,পাওয়া,архиара
1020,bekommen::V,পাওয়া,аура
1021,erhalten::V,পাওয়া,аиура
1022,nehmen::V,নেওয়া,агара
1023,wählen::V,বাছা,алҧшаара
1024,auswählen::V,বাছা,алхра
1025,bewahren::V,বাঁচাইয়া রাখা,
1026,behindern::V,বাধা দেওয়া,аҧырхагахара
1027,verderben::V,নষ্ট করা,алгара
1028,verderben::V,নষ্ট করা,абжьыхра
1029,verderben::V,নষ্ট করা,аҧхасҭатəра
1030,beschädigen::V,ক্ষতি করা,аҧхасҭатəра
1031,zerbrechen::V,ভাঙ্গিয়া যাওয়া,аҧҽра
1032,zerreißen::V,ছিঁড়া,аҧжəара
1033,zerstören::V,বিনাশ করা,аилаҧыххаара
1034,verbrennen::V,দহন করা,абылра
1035,geben::V,দেওয়া,аҭара
1036,reichen::V,দেওয়া,аҭара
1037,schenken::V,উপহার দেত্তয়া,аҩгара
1038,versprechen::V,প্রতিশ্রুতি দেওয়া,ақəргəыӷра
1039,wünschen::V,আকাঙ্ক্ষা করা,
1040,loben::V,প্রশংসা করা,арҽхəара
1041,küssen::V,চুম্বন করা,агəӡра
1042,wiegen::V,দুলানো,
1043,zudecken::V,ঢাকা,аҵахҩара
1044,zudecken::V,ঢাকা,ақəршəра
1045,wecken::V,জাগানো,арҿыхара
1046,zeigen::V,দেখানো,арбара
1047,führen::V,পথ দেখানো,аныҟəгара
1048,lehren::V,শেখানো,арҵара
1049,unterrichten::V,শিক্ষা দেওয়া,арҧхьара
1050,aufziehen::V,পালন করা,ааӡара
1051,leiten::V,পরিচালনা করা,ахагылазаара
1052,antreiben::V,চালনা করা,арццакра
1053,lassen::V,অনুমতি দেওয়া,арҟаҵара
1054,einladen::V,নিমন্ত্রণ করা,ааҕхьара
1055,einladen::V,নিমন্ত্রণ করা,анаҧхьара
1056,vereinigen::V,এক করা,аилаҵара
1057,besuchen::V,দেখিতে যাওয়া,абара
1058,treffen::V,সন্মুখীন হওয়া,аҧылара
1059,sich versammeln::V,জড়ো হওয়া,аизара
1060,spielen::V,খেলা,ахəмарра
1061,singen::V,গাওয়া,ашəаҳəара
1062,tanzen::V,নাচা,акəашара
1063,sich trennen::V,পৃথক করা,аилыҵра
1064,verlassen::V,পরিত্যাগ করা,акажьра
1065,retten::V,উদ্ধার করা,Аиқəрхара
1066,bewachen::V,পাহারা দেওয়া,ахьчара
1067,schützen::V,রক্ষা করা,ацəыхьчара
1068,verteidigen::V,রক্ষা করা,ахьчара
1069,sich schlagen::V,লড়াই করা,аисра
1070,schießen::V,তীরবেগে ছোটা,ахысра
1071,siegen::V,জেতা,аиааира
1072,ärgern::V,বিরক্ত করা,аргəаара
1073,schlagen::V,আঘাত করা,асра
1074,schlagen::V,আঘাত করা,аҭасра
1075,treten::V,লাথি মারা,
1076,stechen::V,দংশন করা,алакшара
1077,stoßen::V,ঠেলা,агəҭасра
1078,stehlen::V,অপহরণ করা,аӡара
1079,stören::V,ঘাঁটান,аҧырхагахара
1080,belästigen::V,বিরক্ত করা,аргəамҵра
1081,verbergen::V,গোপন করা,аӡара
1082,täuschen::V,প্রবঞ্চনা করা,ажьара
1083,betrügen::V,প্রতারণা করা,ажьара
1084,töten::V,হত্যা করা,ашьра
1085,wohnen::V,বাস করা,анхара
1086,arbeiten::V,কাজ করা,аусура
1087,sammeln::V,সংগ্রহ করা,аҟəшəара
1088,pflücken::V,চয়ন করা,аҿыршəара
1089,pflücken::V,চয়ন করা,аҿыхра
1090,jagen::V,শিকার করা,ашəарыцара
1091,fischen::V,মাছ ধরা,аҧсыӡ икуеит
1092,fassen::V,ধরা,акра
1093,hüten::V,যুথভুক্ত করা,арҳəра
1094,hüten::V,যুথভুক্ত করা,ахьчара
1095,treiben::V,চালনা করা,акацара
1096,anbinden::V,বন্ধন করা,адҳəалара
1097,füttern::V,ভোজন করানো,акырҿаҵара
1098,melken::V,দুগ্ধ দোহন করা,ахьара
1099,hacken::V,কাটা,аҟəаҟəара
1100,gießen::V,বর্ষণ করা,аҵаҭəара
1101,reifen::V,পাকা,ашəра
1102,reifen::V,পাকা,аҟалара
1103,zubereiten::V,রন্ধন করা,ацура
1104,kochen::V,রন্ধন করা,ажəра
1105,backen::V,সেকা,аӡра
1106,braten::V,ভাজা,аӡра
1107,umrühren::V,নড়ানো,аилрыхра
1108,stricken::V,বোনা,аҧара
1109,nähen::V,সেলাই করা,аӡахра
1110,färben::V,রঞ্জিত করা,ашəра
1111,reinigen::V,পরিষ্কার করা,арыцқьара
1112,waschen::V,পরিষ্কার করা,аӡәӡәара
1113,abwischen::V,মুছা,арбара
1114,spülen::V,পরিষ্কার করা,аҭыршара
1115,fegen::V,ঝাঁট দেওয়া,аҧссара
1116,kehren::V,ঝাঁট দেওয়া,
1117,baden::V,অবগাহন করা,аҽыкəабара
1118,sich waschen::V,ধোয়া,аҽыӡəӡəара
1119,ausziehen::V,খুলা,ашəыхра
1120,anziehen::V,গায়ে দেত্তয়া,ашəҵара
1121,sich anziehen::V,পোশাক পরা,аҽеилаҳəара
1122,kämmen::V,আঁচড়ানো,аҳəара
1123,schmücken::V,সাজান করা,арҧшӡара
1124,sagen::V,উচ্চারণ করা,аҳəара
1125,sprechen::V,বলা,ацəажəара
1126,reden::V,আলাপ করা,ацəажəара
1127,reden::V,আলাপ করা,аицәажәара
1128,sich unterhalten::V,আড্ডা দেওয়া,аицәажәара
1129,fragen::V,জিজ্ঞাসা করা,азҵаара
1130,bitten::V,প্রার্থনা করা,аҳəара
1131,erzählen::V,বর্ণনা করা,аҳəара
1132,mitteilen::V,বলা,азыцҳара
1133,nennen::V,নাম দেওয়া,ахьӡҵара
1134,rufen::V,আমন্ত্রণ করা,азҿыҭра
1135,prahlen::V,বড়াই করা,аҽхəара
1136,übersetzen::V,ভাষাস্তরিত করা,аиҭагара
1137,denken::V,ভাবা,азхəыцра
1138,glauben::V,বিশ্বাস করা,ахаҵара
1139,bemerken::V,লক্ষ্য করা,агəаҭара
1140,erkennen::V,চিনিতে পারা,адырра
1141,begreifen::V,উপলব্ধি করা,аилкаара
1142,verstehen::V,উপলব্ধি করা,аҳара
1143,lernen::V,শেখা,аҵара
1144,wissen::V,জানা,адырра
1145,sich erinnern an::V,মনে করা,агəаларшəара
1146,vergessen::V,বিস্মৃত হওয়া,ахашҭра
1147,messen::V,মাপা,ашəара
1148,zählen::V,গণনা করা,аҧхьаӡара
1149,rechnen::V,হিসাব করা,аҳасабра
1150,lesen::V,পাঠ করা,аҧхьара
1151,malen::V,আঁকা,
1152,zeichnen::V,ছকা,
1153,schreiben::V,লেখা,
1154,besitzen::V,অধিকার করা,амазаара
1155,kaufen::V,ক্রয় করা,Аахəара
1156,verkaufen::V,বেচা,аҭира
1157,bezahlen::V,প্রদান করা,ахҭынҵара
1158,bezahlen::V,প্রদান করা,ашəара
1159,zahlen::V,প্রদান করা,ашəара
1160,beherrschen::V,শাসন করা,
1161,ertragen::V,বহন করা,ачҳара
1162,lärmen::V,,ашьҭыбжьгара
1163,lärmen::V,,аҕьҕьаҳәа аилалара
