,Concept_ID,myv,kk
497,Fleisch::N,сывель,ет
498,Getreide::N,сюро,дәнді
499,Brei::N,каша,ботқа
500,Brot::N,кши,күлше
501,Scheibe::N,кочом,тілім
502,Scheibe::N,сускомо,тілім
503,Fett::N,куя,май
504,Butter::N,ой,май
505,Öl::N,ой,май
506,Salz::N,сал,тұз
507,Suppe::N,ям,көже
508,Honig::N,медь,бал
509,Milch::N,ловсо,сүт
510,Tee::N,чай,шай
511,Leder::N,киське,көн
512,Wolle::N,пона,жүн
513,Stoff::N,коцт,мата
514,Stoff::N,коцт,кездеме
515,Nadel::N,салмукс,ине
516,Faden::N,суре,жіп
517,Knopf::N,пов,түйме
518,Knoten::N,сюлмо,түйін
519,Farbe::N,артомапель,рең
520,Kleidung::N,оршамот,киім
521,Hemd::N,панар,жейде
522,Kragen::N,сиве,жаға
523,Ärmel::N,ожа,жең
524,Hose::N,понкст,шалбар
525,Gürtel::N,каркс,белбеу
526,Mütze::N,чапка,қалпақ
527,Schuh::N,туфля,кебіс
528,Stiefel::N,кем,етік
529,Ring::N,суркс,жүзік
530,Band::N,лента,таспа
531,Kamm::N,сурсеме,тарақ
532,Spiegel::N,чавачамо,айна
533,Riemen::N,кшнань каркс,қайыс
534,Schnur::N,пикс,жіп
535,Leine::N,ведьме,тізгін
536,Decke::N,вельтямо,көрпе
537,Kissen::N,тодов,жастық
538,Tuch::N,паця,орамал
539,Handtuch::N,нардамо,сүлгі
540,Kraft::N,вий,қуат
541,Kraft::N,вий,қарқын
542,Kraft::N,вий,әл-шама
543,Kraft::N,вий,әл-дәрмен
544,Stärke::N,виевчи,әл
545,Stärke::N,виевчи,күш
546,Gesundheit::N,шумбрачи,денсаулык
547,Krankheit::N,орма,ауру
548,Krankheit::N,сэредема,ауру
549,Schmerz::N,сэредькс,ауру
550,Wunde::N,керявкс,зақым
551,Wunde::N,керявкс,жарақат
552,Fieber::N,маштыкс,безгек
553,Fieber::N,маштыкс,қалтырау
554,Fieber::N,маштыкс,қызу көтерілуі
555,Arznei::N,ормаменькс,дәрі
556,Arznei::N,ормаменькс,дәрі-дәрмек
557,Brücke::N,сэдь,көпір
558,Brücke::N,мадамо,көпір
559,Brunnen::N,лисьма,құдық
560,Weide::N,ракшань ванома тарка,өріс
561,Weide::N,ракшань ванома тарка,жайылым
562,Pfad::N,ян,жол
563,Weg::N,ки,жол
564,Straße::N,ки,жол
565,Dorf::N,веле,ауыл
566,Stadt::N,ош,қала
567,Stadt::N,ош,шаһар
568,Brief::N,сёрма,хат
569,Brief::N,сёрма,жазу
570,Buch::N,книга,кітап
571,Buchstabe::N,буква,әріп
572,Buchstabe::N,буква,қаріп
573,Zeitung::N,газета,газет
574,Leben::N,эрямо,өмір
575,Leben::N,эрямо,тіршілік
576,Tod::N,кулома,опат
577,Grab::N,калмо,мола
578,Grab::N,калмо,мазар
579,Kirche::N,церькова,шіркеу
580,Sünde::N,чумочи,күнә
581,Gott::N,паз,алла
582,Gott::N,паз,құдай
583,Gott::N,паз,тәңірі
584,Gott::N,паз,пәруардігер
585,Gott::N,паз,жаратқан тәңірі
586,Arbeiter::N,робочей,жүмысшы
587,Chef::N,прявт,басшы
588,Chef::N,прявт,жұмыс басқарушысы
589,Meister::N,кол тевень тенця,шебер
590,Meister::N,кол тевень тенця,өнерпаз
591,Arzt::N,врач,дәрігер
592,Lehrer::N,учитель,мұғалім
593,Lehrer::N,тонавтыця,мұғалім
594,Geld::N,ярмак,пұл
595,Geschäft::N,ладязь тев,бизнес
596,Laden::N,лавка,дүкен
597,Preis::N,питне,ақы
598,Preis::N,питне,құны
599,Preis::N,питне,нарық
600,Ware::N,миевкс,тауар
601,Ware::N,рамавкс,тауар
602,Nutzen::N,паро,пайда
603,Nutzen::N,лезэ,пайда
604,Reichtum::N,сюпавчи,бақ-дәулет
605,Welt::N,мир,әлем
606,Welt::N,мир,жиһан
607,Welt::N,мастор ланго,әлем
608,Welt::N,мастор ланго,жиһан
609,Land::N,мастор,аймақ
610,Staat::N,государства,мемлекет
611,König::N,король,патша
612,Macht::N,азорксчи,өкімет
613,Macht::N,азорксчи,қожалық
614,Grenze::N,буен тешкс,шек
615,Krieg::N,война,соғыс
616,Feind::N,душман,жау
617,Feind::N,душман,дұшпан
618,Gewalt::N,нарьгамо,зорлык
619,Gewalt::N,нарьгамо,зорлық-зомбылык
620,Kampf::N,тюрема,күрес
621,Kampf::N,тюрема,алыспақ
622,Bogen[Waffe]::N,нал,саржа
623,Pfeil::N,нал,жебе
624,Gewehr::N,ружия,қару
625,Gewehr::N,винтовка,қару
626,Fehler::N,ильведькс,әбес
627,Fehler::N,ильведькс,қаталық
628,Fehler::N,ильведевкс,әбес
629,Fehler::N,ильведевкс,қаталық
630,Lüge::N,манчема,өтірік
631,Lüge::N,кенгелема,өтірік
632,Schaden::N,зыян,зиян
633,Schaden::N,зыян,зарар
634,Unglück::N,зыян,пәле
635,Unglück::N,зыян,қасырет
636,Unglück::N,зыян,ауыртпалық
637,Schuld::N,чумочи,айыптылық
638,Alter::N,шка,жас
639,Alter::N,шка,жас шамасы
640,Schluss::N,пе,ада
641,Schluss::N,пе,бітуі
642,Zeit::N,шка,уақыт
643,Zeit::N,пинге,уақыт
644,Tag::N,чи,күн
645,Morgen::N,валске,таң
646,Morgen::N,валске,таңертең
647,Mittag::N,чикуншка,талтүс
648,Abend::N,чокшнэ,кеш
649,Nacht::N,ве,түн
650,Woche::N,недля,апта
651,Monat::N,ков,ай
652,Jahr::N,ие,жыл
653,Frühling::N,тундо,көктем
654,Sommer::N,кизэ,жаз
655,Herbst::N,сёксь,күз
656,Winter::N,теле,қыс
657,Januar::N,якшамков,каңтар
658,Februar::N,февраль,ақпан
659,März::N,март,наурыз
660,April::N,апрель,сәуір
661,Mai::N,май,мамыр
662,Juni::N,июнь,маусым
663,Juli::N,июль,шілде
664,August::N,август,сүмбіле
665,August::N,август,тамыз
666,September::N,сентября,қыркүйек
667,Oktober::N,октября,ақырап
668,November::N,ноября,қараша
669,Dezember::N,декабря,желтоқсан
670,Montag::N,пондельник,дүйсенбі
671,Dienstag::N,овторник,сейсенбі
672,Mittwoch::N,серёда,сәрсенбі
673,Donnerstag::N,цетьверьг,бейсенбі
674,Freitag::N,пеця,жұма
675,Samstag::N,субута,сенбі
676,Samstag::N,шлямочи,сенбі
677,Sonntag::N,недлячи,жексембі
678,groß::A,ине,алпамсадай
679,groß::A,покш,алпамсадай
680,klein::A,вишка,кішкене
681,klein::A,вишка,қарғадай
682,lang::A,кувака,сопақ
683,lang::A,кувака,сорайған
684,kurz::A,нурькине,кеспелтек
685,breit::A,келей,айдынды
686,schmal::A,теине,қысық
687,dicht::A,тусто,жиі
688,dick[Gegenstand]::A,эчке,шомбал
689,dünn::A,човине,жұқа
690,dünn::A,човине,жіңішке
691,fein::A,човине,қаңылтақ
692,fest::A,кеме,берік
693,fest::A,кеме,мызғымас
694,flach::A,лапужа,жалпак
695,glatt::A,валаня,типыл
696,hart::A,калгодо,қатты
697,weich::A,чевте,жұмсақ
698,rund::A,кеверь,домалақ
699,spitz::A,пшти,үшкір
700,scharf::A,пшти,сүйрік
701,stumpf::A,ношка,доғал
702,stumpf::A,ношка,өтпейтін
703,schwer::A,стака,салмақты
704,schön::A,мазый,сұлу
705,heiß::A,пси,ыссы
706,warm::A,лембе,жылы
707,kalt::A,якшамо,аязды
708,kühl::A,экше,салқын
709,frisch::A,свежа,таза
710,frisch::A,свежа,жаңа
711,feucht::A,летьке,нам
712,feucht::A,летьке,дымқылды
713,nass::A,начко,сулы
714,trocken::A,коське,құрғақ
715,voll::A,пешксе,толы
716,leer::A,чаво,бос
717,offen::A,панжадо,ашып қойылған
718,offen::A,виде,ашып қойылған
719,geschlossen::A,пекстазь,жабулы
720,geschlossen::A,сёлгозь,жабулы
721,sauber::A,ванькс,дақсыз
722,sauber::A,ванькс,мұнтаздай
723,schmutzig::A,ливезев,айғыз
724,schmutzig::A,ливезев,сатпақ
725,schmutzig::A,ливезев,сатал-сатал
726,roh::A,верек,шикі
727,reif::A,кенерезь,піскен
728,lecker::A,тантей,дәмді
729,süß::A,ламбамо,тәтті
730,bitter::A,сэпей,ащы
731,sauer::A,чапамо,қышқыл
732,hell::A,валдо,жарық
733,hell::A,валдо,жарқын
734,dunkel::A,чопода,қараңғы
735,schwarz::A,раужо,қара
736,weiß::A,ашо,ақ
737,rot::A,якстере,қызыл
738,gelb::A,ожо,сары
739,blau::A,сэнь,көк
740,grün::A,пиже,жасыл
741,grau::A,шержев,бозамық
742,bunt::A,сёрмав,алабажак
743,billig::A,аволь питней,арзан
744,teuer::A,питней,бағалы
745,wertvoll::A,питней,құнды
746,wertvoll::A,питней,қымбат
747,blind::A,сокор,көзсіз
748,blind::A,сокор,көр
749,blind::A,сокор,көр_соқыр
750,taub::A,амариця,керең
751,taub::A,амариця,саңырау
752,kräftig::A,пек виев,қуатты
753,kräftig::A,пек виев,қарымды
754,stark::A,виев,білекті
755,schwach::A,лавшо,әлсіз
756,schwach::A,лавшо,күшсіз
757,schwach::A,лавшо,қайратсыз
758,fett::A,куя,семіз
759,schlank::A,виде ронга,ашаң
760,hübsch::A,мазый,ажарлы
761,hübsch::A,мазый,шырайлы
762,böse::A,кежей,өш
763,böse::A,кежей,сұм
764,böse::A,кежей,жауыз
765,dumm::A,чавола,көкми
766,dumm::A,чавола,ақымақ
767,dumm::A,чавола,миы жоқ
768,dumm::A,превтеме,көкми
769,dumm::A,превтеме,ақымақ
770,dumm::A,превтеме,миы жоқ
771,faul::A,нузякс,жалқау
772,faul::A,нузякс,еріншек
773,fleißig::A,мелень путыця,ұқыпты
774,geizig::A,скупой,сараң
775,klug::A,превей,жетік
776,klug::A,превей,ақылды
777,geschickt::A,маштозь теезь,шебер
778,lieb::A,вадря,абзал
779,lieb::A,вадря,айналайын
780,lustig::A,весёла,көңілді
781,sanft::A,сэтьме,жуас
782,hungrig::A,вачо,аш
783,krank::A,сэредиця,кеселді
784,nackt::A,штапо,жалаңаш
785,traurig::A,нусманя,қапа
786,lebendig::A,эриця,тірі
787,lebendig::A,эриця,жанды
788,gut::A,паро,жақсы
789,schlecht::A,берянь,жаман
790,richtig::A,виде,дұрыс
791,schlimm::A,берянь,жаман
792,wahr::A,алкуксонь,нағыз
793,alt::A,ташто,ескі
