,Concept_ID,en,eu
98,Regenbogen::N,rainbow,ostadar
99,Regenbogen::N,rainbow,ortzadar
100,Donner::N,thunder,ostots
101,Donner::N,thunder,ihurtzuri
102,Strömung::N,current,laster
103,Tropfen::N,drop,xorta
104,Schaum::N,foam,bits
105,Schmutz::N,dirt,lohi
106,Schmutz::N,dirt,zikin
107,See::N,lake,laku
108,See::N,lake,aintzira
109,Sumpf::N,swamp,zingira
110,Moor::N,moor,zohikaztegi
111,Wiese::N,meadow,larre
112,Wiese::N,meadow,belardi
113,Wald::N,forest,baso
114,Wald::N,forest,oihan
115,Hügel::N,hill,muino
116,Hügel::N,hill,pentoka
117,Anhöhe::N,elevation,garai
118,Anhöhe::N,elevation,goragune
119,Berg::N,mountain,mendi
120,Gipfel::N,summit,gain
121,Gipfel::N,summit,tontor
122,Höhle::N,cave,kobazulo
123,Abhang::N,slope,aldapa
124,Quelle::N,source,iturri
125,Quelle::N,source,iturbegi
126,Bach::N,brook,lats
127,Bach::N,brook,erreka
128,Fluss::N,river,ibai
129,Fluss::N,river,uhaitz
130,Ufer::N,shore,bazter
131,Küste::N,coast,itsasalde
132,Festland::N,land,lehor
133,Meer::N,sea,itsaso
134,Bucht::N,cove,golko
135,Insel::N,island,irla
136,Insel::N,island,uharte
137,Blume::N,flower,lili
138,Gras::N,grass,belar
139,Wurzel::N,root,zuztar
140,Wurzel::N,root,sustrai
141,Baum::N,tree,zuhaitz
142,Stamm::N,trunk,enbor
143,Rinde::N,bark,azal
144,Ast::N,limb,adar
145,Zweig::N,branch,abar
146,Blatt::N,leaf,hosto
147,Birke::N,birch,urki
148,Kiefer[Baum]::N,pine,ler
149,Weide[Baum]::N,willow,zume
150,Weide[Baum]::N,willow,sahats
151,Tanne::N,fir,izei
152,Horn::N,horn,adar
153,Feder::N,feather,luma
154,Feder::N,feather,hegaki
155,Fell::N,fur,ile
156,Fell::N,fur,larru
157,Flügel::N,wing,hego
158,Klaue::N,claw,atzapar
159,Kralle::N,claw,erpe
160,Kralle::N,claw,atzapar
161,Schwanz::N,tail,isats
162,Schwanz::N,tail,buztan
163,Ei::N,egg,arrautza
164,Nest::N,nest,habia
165,Bau::N,lair,ohantze
166,Tier::N,animal,abere
167,Tier::N,animal,piztia
168,Herde::N,flock,saldo
169,Herde::N,flock,abere talde
170,Kuh::N,cow,behi
171,Bulle::N,bull,zezen
172,Pferd::N,horse,zaldi
173,Schaf::N,sheep,ardi
174,Schwein::N,pig,urde
175,Schwein::N,pig,txerri
176,Hund::N,dog,txakur
177,Katze::N,cat,katu
178,Bär::N,bear,hartz
179,Eichhörnchen::N,squirrel,urtxintxa
180,Elch::N,elk,altze
181,Fuchs::N,fox,azeri
182,Hase::N,hare,erbi
183,Maus::N,mouse,sagu
184,Wolf::N,wolf,otso
185,Vogel::N,bird,txori
186,Vogel::N,bird,hegazti
187,Schwarm::N,swarm,aldra
188,Huhn::N,chicken,oilo
189,Hahn::N,cock,oilar
190,Gans::N,goose,antzara
191,Adler::N,eagle,arrano
192,Ente::N,duck,ahate
193,Eule::N,owl,hontza
194,Kranich::N,crane,kurrilo
195,Krähe::N,crow,bele
196,Kuckuck::N,cuckoo,kuku
197,Schwan::N,swan,beltxarga
198,Fisch::N,fish,arrain
199,Barsch::N,perch,perka
200,Hecht::N,pike,lutxo
201,Schlange[Tier]::N,snake,suge
202,Wurm::N,worm,har
203,Spinne::N,spider,armiarma
204,Ameise::N,ant,inurri
205,Laus::N,louse,zorri
206,Mücke::N,midge,eltxo
207,Fliege::N,fly,euli
208,Schmetterling::N,butterfly,pinpirin
209,Schmetterling::N,butterfly,tximeleta
210,Beere::N,berry,baia
211,Apfel::N,apple,sagar
212,Pilz::N,mushroom,onddo
213,Pilz::N,mushroom,perretxiko
214,Zwiebel::N,onion,tipula
215,Saat::N,seed,haziak
216,Korn::N,grain,ale
217,Korn::N,grain,pikor
218,Heu::N,hay,belar ondu
219,Schale::N,husk,azal
220,Grube::N,pit,hobi
221,Falle::N,trap,harrapagailu
222,Schlinge::N,noose,bilur
223,Schlinge::N,noose,xedera
224,Spur::N,track,lorratz
225,Asche::N,ashes,errauts
226,Dreck::N,filth,satsukeria
227,Eisen::N,iron,burdina
228,Gold::N,gold,urre
229,Gold::N,gold,urregorri
230,Silber::N,silver,zilar
231,Silber::N,silver,urrezuri
232,Kohle::N,coal,ikatz
233,Glas::N,glass,beira
234,Lehm::N,clay,buztin
235,Sand::N,sand,harea
236,Sand::N,sand,hondar
237,Mensch::N,human,gizaki
238,Mann::N,man,gizon
239,Frau::N,woman,andere
240,Frau::N,woman,emakume
241,Kind::N,child,haur
242,Junge::N,boy,mutil
243,Mädchen::N,girl,neska
244,Familie::N,family,sendi
245,Familie::N,family,familia
246,Großvater::N,grandfather,aitona
247,Großvater::N,grandfather,aitatxi
248,Großmutter::N,grandmother,amona
249,Großmutter::N,grandmother,amatxi
250,Eltern::N,parents,gurasoak
251,Vater::N,father,aita
252,Mutter::N,mother,ama
253,Sohn::N,son,seme
254,Tochter::N,daughter,alaba
255,Bruder::N,brother,neba
256,Bruder::N,brother,anaia
257,Schwester::N,sister,ahizpa
258,Onkel::N,uncle,osaba
259,Tante::N,aunt,izeba
260,Ehemann::N,husband,senar
261,Ehefrau::N,wife,emazte
262,Freude::N,joy,poz
263,Freude::N,joy,pozkari
264,Gelächter::N,laughter,barre
265,Gelächter::N,laughter,karkara
266,Glück::N,happiness,zori
267,Kummer::N,grief,xangrin
268,Kummer::N,grief,atsekabe
269,Wunsch::N,wish,nahi
270,Wunsch::N,wish,nahikunde
271,Lust::N,desire,gogo
272,Geist::N,spirit,gogo
273,Gedanke::N,thought,gogoeta
274,Gedächtnis::N,memory,oroimen
275,Gedächtnis::N,memory,gogoramen
276,Verstand::N,mind,adimen
277,Verstand::N,mind,ulermen
278,Sinn::N,meaning,zentzu
279,Grund::N,reason,zergati
280,Wahrheit::N,truth,egia
281,Gespräch::N,talk,hizketa
282,Gespräch::N,talk,elkarrizketa
283,Märchen::N,fairy tale,ipuin
284,Erzählung::N,story,edesti
285,Erzählung::N,story,kontakizun
286,Nachricht::N,message,albiste
287,Neuigkeit::N,news,berri
288,Name::N,name,izen
289,Rätsel::N,puzzle,asmakizun
290,Rede::N,speech,hitzaldi
291,Rede::N,speech,mintzaldi
292,Sprache::N,language,hizkuntza
293,Stimme::N,voice,ahots
294,Wort::N,word,hitz
295,Zeichen::N,sign,agerbide
296,Zeichen::N,sign,agergarri
297,Ruf::N,call,dei
298,Lärm::N,noise,zarata
299,Lärm::N,noise,harrabots
300,Laut::N,sound,hots
301,Ton::N,tone,tonu
302,Ton::N,tone,soinu
303,Lied::N,song,abesti
304,Ruhe::N,calm,nasaitasun
305,Leute::N,people,jende
306,Volk::N,nation,herri
307,Volk::N,nation,populu
308,Arbeit::N,work,lan
309,Gast::N,guest,arrotz
310,Gast::N,guest,apopilo
311,Geschenk::N,gift,opari
312,Spiel::N,game,jolas
313,Gesellschaft::N,company,gizarte
314,Hilfe::N,help,helpide
315,Hilfe::N,help,laguntza
316,Freund::N,friend,lagun
317,Kamerad::N,companion,adiskide
318,Kamerad::N,companion,lagunkide
319,Angelegenheit::N,matter,afera
320,Anzahl::N,count,kopuru
321,Art::N,sort,mota
322,Stück::N,piece,puska
323,Teil::N,part,atal
324,Hälfte::N,half,erdi
325,Kreis::N,circle,biribilki
326,Kreuz::N,cross,gurutze
327,Linie::N,line,linea
328,Strich::N,stroke,marra
329,Abstand::N,gap,tarte
330,Entfernung::N,distance,urrunera
331,Gegend::N,area,alderdi
332,Gegend::N,area,eskualde
333,Platz::N,space,leku
334,Ort::N,place,toki
335,Seite::N,side,albo
336,Mitte::N,middle,erdi
337,Gegenstand::N,item,gauzaki
338,Sache::N,thing,gauza
339,Rand::N,fringe,ertz
340,Kante::N,edge,ertz
341,Ecke::N,corner,kantoi
342,Spitze::N,tip,punta
343,Ende::N,end,buru
344,Ende::N,end,mutur
345,Loch::N,hole,zulo
346,Winkel::N,angle,zoko
347,Winkel::N,angle,bazter
348,Muster::N,pattern,eredu
349,Muster::N,pattern,marrazki
350,Größe::N,size,kaizu
351,Größe::N,size,tamaina
352,Länge::N,length,luzera
353,Höhe::N,height,goiera
354,Höhe::N,height,garaiera
355,Gewicht::N,weight,hazta
356,Menge::N,amount,kopuru
357,Haufen::N,heap,pila
358,Haufen::N,heap,mendoi
359,Reihe::N,row,ilara
360,Reihe::N,row,errenkada
361,Boot::N,boat,potin
362,Boot::N,boat,txalupa
363,Ruder::N,oar,arraun
364,Schlitten::N,sleigh,lera
365,Schlitten::N,sleigh,narra
366,Ski::N,ski,eski
367,Lagerfeuer::N,campfire,su
368,Last::N,load,zama
369,Last::N,load,karga
370,Gang::N,walk,ibilera
371,Schritt::N,step,pauso
372,Schritt::N,step,urrats
373,Norden::N,north,ipar
374,Norden::N,north,iparralde
375,Süden::N,south,hego
376,Süden::N,south,hegoalde
377,Westen::N,west,sartalde
378,Westen::N,west,mendebalde
379,Osten::N,east,ekialde
380,Osten::N,east,sortalde
381,Holz::N,wood,zur
382,Brett::N,board,ohol
383,Platte::N,slab,lauza
384,Stütze::N,bracket,irozgarri
385,Stütze::N,bracket,bermagailu
386,Stange::N,pole,haga
387,Stock::N,stick,makila
388,Stab::N,staff,makila
389,Rohr::N,pipe,hodi
390,Haus::N,house,etxe
391,Heim::N,home,etxe
392,Heim::N,home,etxaleku
393,Ofen::N,stove,berogailu
394,Fußboden::N,floor,zoru
395,Tisch::N,table,mahai
396,Stuhl::N,chair,aulki
397,Wiege::N,cradle,kuma
398,Wiege::N,cradle,sehaska
399,Bett::N,bed,ohe
400,Bett::N,bed,ohatze
401,Regal::N,shelf,apalategi
402,Kiste::N,box,kutxa
403,Fenster::N,window,leiho
404,Tür::N,door,ate
405,Tor::N,gate,atari
406,Zaun::N,fence,hesi
407,Dach::N,roof,teilatu
408,Leiter::N,ladder,zurubi
409,Besen::N,broom,erratz
410,Spaten::N,spade,burdinpala
411,Schaufel::N,shovel,pala
412,Gabel::N,fork,sardexka
413,Löffel::N,spoon,koilara
414,Messer::N,knife,aizto
415,Nagel::N,nail,iltze
416,Netz::N,net,sare
417,Haken::N,hook,mako
418,Griff::N,handle,eskutoki
419,Schloss::N,lock,sarraila
420,Bild::N,picture,irudi
421,Figur::N,figure,figura
422,Puppe::N,doll,panpina
423,Puppe::N,doll,andrakila
424,Beutel::N,pouch,zorro
425,Bündel::N,bundle,azao
426,Bündel::N,bundle,espal
427,Tasche::N,bag,poltsa
428,Eimer::N,bucket,treska
429,Deckel::N,cover,tapa
430,Deckel::N,cover,estalki
431,Geschirr::N,dishes,baxera
432,Geschirr::N,dishes,ontziteria
433,Sack::N,sack,zaku
434,Tasse::N,cup,kikara
435,Topf::N,pot,ontzi
436,Topf::N,pot,lapiko
437,Kessel::N,kettle,pazia
438,Essen::N,meal,janaldi
439,Nahrung::N,food,jan
440,Speise::N,dish,jaki
441,Fleisch::N,meat,okela
442,Fleisch::N,meat,haragi
443,Getreide::N,corn,labore
444,Brei::N,mush,ahi
445,Brei::N,mush,pure
446,Brot::N,bread,ogi
447,Scheibe::N,slice,xerra
448,Scheibe::N,slice,pirripita
449,Fett::N,fat,urin
450,Fett::N,fat,koipe
451,Butter::N,butter,gurin
452,Öl::N,oil,olio
453,Salz::N,salt,gatz
454,Suppe::N,soup,zopa
455,Suppe::N,soup,salda
456,Honig::N,honey,ezti
457,Milch::N,milk,esne
458,Tee::N,tea,te
459,Leder::N,leather,larru
460,Wolle::N,wool,artile
461,Stoff::N,cloth,ehun
462,Nadel::N,needle,orratz
463,Nadel::N,needle,jostorratz
464,Faden::N,thread,hari
465,Knopf::N,button,botoi
466,Knoten::N,knot,korapilo
467,Farbe::N,paint,pintura
468,Kleidung::N,clothes,arropa
469,Kleidung::N,clothes,jantziak
470,Hemd::N,shirt,atorra
471,Hemd::N,shirt,alkandora
472,Kragen::N,collar,idun
473,Ärmel::N,sleeve,mahuka
474,Hose::N,trousers,prakak
475,Hose::N,trousers,galtzak
476,Gürtel::N,belt,gerriko
477,Mütze::N,cap,txano
478,Mütze::N,cap,txapel
479,Schuh::N,shoe,oski
480,Schuh::N,shoe,oinetako
481,Stiefel::N,boot,bota
482,Ring::N,ring,uztai
483,Band::N,ribbon,zinta
484,Band::N,ribbon,xingola
485,Kamm::N,comb,orrazi
486,Spiegel::N,mirror,mirail
487,Riemen::N,strap,uhal
488,Schnur::N,string,lokailu
489,Leine::N,leash,lotura
490,Decke::N,blanket,burusi
491,Kissen::N,pillow,kuxin
492,Tuch::N,scarf,zapi
493,Tuch::N,scarf,oihal
494,Handtuch::N,towel,eskuzapi
495,Handtuch::N,towel,eskuoihal
496,Kraft::N,force,indar
497,Stärke::N,strength,indar
498,Gesundheit::N,health,osasun
499,Krankheit::N,illness,eritasun
500,Krankheit::N,illness,gaixotasun
501,Schmerz::N,pain,min
502,Wunde::N,wound,zauri
503,Fieber::N,fever,sukar
504,Arznei::N,medicine,osagai
505,Arznei::N,medicine,sendagai
506,Brücke::N,bridge,zubi
507,Brunnen::N,well,putzu
508,Weide::N,pasture,alha
509,Weide::N,pasture,bazkaleku
510,Pfad::N,path,zidor
511,Pfad::N,path,bidexka
512,Weg::N,way,bide
513,Straße::N,road,errepide
514,Dorf::N,village,herri
515,Stadt::N,town,hiri
516,Brief::N,letter,gutun
517,Brief::N,letter,eskutitz
518,Buch::N,book,liburu
519,Buchstabe::N,character,hizki
520,Zeitung::N,newspaper,egunkari
521,Leben::N,life,bizi
522,Leben::N,life,bizitza
523,Tod::N,death,herio
524,Tod::N,death,heriotza
525,Grab::N,grave,hobi
526,Grab::N,grave,hilobi
527,Kirche::N,church,eliza
528,Sünde::N,sin,hoben
529,Sünde::N,sin,bekatu
530,Gott::N,god,jainko
531,Arbeiter::N,worker,langile
532,Arbeiter::N,worker,behargin
533,Chef::N,boss,nagusi
534,Meister::N,master,maisu
535,Arzt::N,doctor,osagile
536,Arzt::N,doctor,sendagile
537,Lehrer::N,teacher,irakasle
538,Geld::N,money,diru
539,Geschäft::N,business,negozio
540,Laden::N,shop,denda
541,Laden::N,shop,saltegi
542,Preis::N,price,prezio
543,Preis::N,price,salneurri
544,Ware::N,ware,salgai
545,Nutzen::N,profit,onura
546,Nutzen::N,profit,probetxu
547,Reichtum::N,wealth,aberastasun
548,Welt::N,world,ludi
549,Welt::N,world,mundu
550,Land::N,country,herrialde
551,Staat::N,state,estatu
552,König::N,king,errege
553,Macht::N,power,botere
554,Grenze::N,border,muga
555,Krieg::N,war,guda
556,Feind::N,enemy,etsai
557,Feind::N,enemy,arerio
558,Gewalt::N,violence,bortxa
559,Gewalt::N,violence,bortizkeria
560,Kampf::N,fight,gudu
561,Kampf::N,fight,auska
562,Bogen[Waffe]::N,bow,arku
563,Pfeil::N,arrow,gezi
564,Gewehr::N,gun,fusil
565,Fehler::N,mistake,huts
566,Fehler::N,mistake,hutsegin
567,Lüge::N,lie,gezur
568,Schaden::N,damage,kalte
569,Unglück::N,misfortune,zoritxar
570,Unglück::N,misfortune,zorigaitz
571,Schuld::N,fault,erru
572,Alter::N,age,adin
573,Schluss::N,conclusion,bukaera
574,Zeit::N,time,aldi
575,Zeit::N,time,denbora
576,Tag::N,day,egun
577,Morgen::N,morning,goiz
578,Mittag::N,noon,eguerdi
579,Abend::N,evening,arrats
580,Nacht::N,night,gau
581,Woche::N,week,aste
582,Monat::N,month,hil
583,Jahr::N,year,urte
584,Frühling::N,spring,udalehen
585,Sommer::N,summer,uda
586,Herbst::N,autumn,udazken
587,Herbst::N,autumn,neguantz
588,Winter::N,winter,negu
589,Januar::N,January,urtarril
590,Februar::N,February,otsail
591,März::N,March,martxo
592,April::N,April,apiril
593,Mai::N,May,maiatz
594,Juni::N,June,ekain
595,Juli::N,July,uztail
596,August::N,August,abuztu
597,September::N,September,irail
598,Oktober::N,October,urri
599,November::N,November,azaro
600,Dezember::N,December,abendu
601,Montag::N,Monday,astelehen
602,Dienstag::N,Tuesday,astearte
603,Mittwoch::N,Wednesday,asteazken
604,Donnerstag::N,Thursday,ostegun
605,Freitag::N,Friday,ostiral
606,Samstag::N,Saturday,larunbat
607,Sonntag::N,Sunday,igande
608,groß::A,big,handi
609,klein::A,little,txiki
610,lang::A,long,luze
611,kurz::A,short,labur
612,breit::A,wide,zabal
613,schmal::A,narrow,mehar
614,dicht::A,dense,sarri
615,dicht::A,dense,trinko
616,dick[Gegenstand]::A,thick,lodi
617,dünn::A,thin,mehe
618,fein::A,delicate,fin
619,fest::A,firm,tinko
620,flach::A,flat,lau
621,flach::A,flat,ordoki
622,glatt::A,smooth,leun
623,hart::A,hard,gogor
624,weich::A,soft,bigun
625,weich::A,soft,beratz
626,rund::A,round,biribil
627,spitz::A,pointed,puntadun
628,scharf::A,sharp,zorrotz
629,stumpf::A,blunt,kamuts
630,schwer::A,heavy,astun
631,schwer::A,heavy,pisutsu
632,schön::A,beautiful,eder
633,heiß::A,hot,bero
634,heiß::A,hot,oso bero
635,warm::A,warm,bero
636,kalt::A,cold,hotz
637,kühl::A,cool,hotzil
638,frisch::A,fresh,fresko
639,frisch::A,fresh,hozkirri
640,feucht::A,damp,heze
641,nass::A,wet,busti
642,trocken::A,dry,siku
643,trocken::A,dry,lehor
644,voll::A,full,bete
645,leer::A,empty,huts
646,offen::A,open,ireki
647,geschlossen::A,closed,itxita
648,sauber::A,clean,xahu
649,sauber::A,clean,garbi
650,schmutzig::A,dirty,lohi
651,schmutzig::A,dirty,zikin
652,roh::A,raw,gordin
653,reif::A,ripe,umo
654,reif::A,ripe,heldu
655,lecker::A,delicious,goxo
656,süß::A,sweet,goxo
657,bitter::A,bitter,karmin
658,bitter::A,bitter,garratz
659,sauer::A,sour,mingots
660,hell::A,bright,argi
661,dunkel::A,dark,ilun
662,schwarz::A,black,beltz
663,weiß::A,white,zuri
664,rot::A,red,gorri
665,gelb::A,yellow,hori
666,blau::A,blue,urdin
667,grün::A,green,berde
668,grün::A,green,musker
669,grau::A,grey,urdin
670,grau::A,grey,urdinabar
671,bunt::A,colourful,koloretsu
672,bunt::A,colorful,koloretsu
673,billig::A,cheap,merke
674,teuer::A,dear,garesti
675,wertvoll::A,precious,baliotsu
676,blind::A,blind,itsu
677,taub::A,deaf,gor
678,kräftig::A,powerful,kementsu
679,stark::A,strong,bizkor
680,stark::A,strong,indartsu
681,schwach::A,weak,ahul
682,schwach::A,weak,indargabe
683,fett::A,fat,gizen
684,schlank::A,slim,lerden
685,hübsch::A,pretty,polit
686,böse::A,evil,tzar
687,böse::A,evil,gaizto
688,dumm::A,stupid,lelo
689,dumm::A,stupid,pello
690,faul::A,lazy,nagi
691,faul::A,lazy,alfer
692,fleißig::A,diligent,maratz
693,fleißig::A,diligent,lanzale
694,geizig::A,stingy,zeken
695,geizig::A,stingy,zikoitz
696,klug::A,clever,zuhur
697,geschickt::A,skilful,trebe
698,geschickt::A,skilful,antzetsu
699,geschickt::A,skillful,trebe
700,geschickt::A,skillful,antzetsu
701,lieb::A,dear,maite
702,lieb::A,dear,laztan
703,lustig::A,merry,alaitsu
704,sanft::A,gentle,eme
705,sanft::A,gentle,ezti
706,hungrig::A,hungry,gose
707,krank::A,sick,eri
708,krank::A,sick,gaixo
709,nackt::A,naked,biluzi
710,traurig::A,sad,itun
711,traurig::A,sad,betilun
712,lebendig::A,living,bizirik
713,gut::A,good,on
714,schlecht::A,bad,txar
715,richtig::A,correct,zuzen
716,schlimm::A,nasty,larri
717,wahr::A,true,egiazko
718,alt::A,old,zahar
719,neu::A,new,berri
720,ehemalig::A,former,lehengo
721,alt[Lebewesen]::A,aged,adindun
722,jung::A,young,gazte
723,arm::A,poor,txiro
724,arm::A,poor,behartsu
725,reich::A,rich,dirudun
726,bekannt::A,familiar,ezagun
727,berühmt::A,famous,entzun
728,berühmt::A,famous,ospetsu
729,fremd::A,foreign,arrotz
730,verschieden::A,different,ezberdin
731,verschieden::A,different,desberdin
732,nah::A,near,hurre
733,nah::A,near,hurbil
734,fern::A,far,urrun
735,linker::A,left,ezker
736,rechter::A,right,eskuin
737,anderer::A,other,beste
738,erster::A,first,lehen
739,erster::A,first,aurren
740,zweiter::A,second,bigarren
741,dritter::A,third,hirugarren
742,letzter::A,last,azken
743,letzter::A,last,hondar
744,allein::ADV,alone,bakarrik
745,auf einmal::ADV,at once,batera
746,zusammen::ADV,together,elkarrekin
747,lange::ADV,long,luzaro
748,plötzlich::ADV,suddenly,bat-batean
749,sofort::ADV,instantly,berehala
750,später::ADV,later,gero
751,jetzt::ADV,now,orain
752,heute::ADV,today,gaur
753,morgen::ADV,tomorrow,bihar
754,bald::ADV,soon,aurki
755,bald::ADV,soon,laster
756,dann::ADV,then,ondoren
757,gestern::ADV,yesterday,atzo
758,einst::ADV,once,antzina
759,damals::ADV,at that time,orduan
760,danach::ADV,afterwards,gerora
761,danach::ADV,afterwards,ondoren
762,vorher::ADV,before,lehenago
763,zuerst::ADV,at first,aurrena
764,zuerst::ADV,at first,lehenbizi
765,einmal::ADV,once,behin
766,einmal::ADV,once,aldi bat
767,manchmal::ADV,sometimes,batzuetan
768,manchmal::ADV,sometimes,zenbaitetan
769,oft::ADV,often,maiz
770,oft::ADV,often,askotan
771,immer::ADV,always,beti
772,niemals::ADV,never,inoiz ez
773,niemals::ADV,never,sekula ez
774,hier::ADV,here,hemen
775,hierhin::ADV,hither,hona
776,hierhin::ADV,to here,hona
777,hierhin::ADV,here,hona
778,von hier::ADV,hence,hemendik
779,von hier::ADV,hence,honetatik
780,dort::ADV,there,han
781,dorthin::ADV,thither,hara
782,dorthin::ADV,there,hara
783,dorthin::ADV,to there,hara
784,geradeaus::ADV,ahead,artez
785,vorwärts::ADV,forward,aurrera
786,rückwärts::ADV,backward,atzera
787,rückwärts::ADV,backward,atzerantz
788,zurück::ADV,back,atzera
789,unten::ADV,below,behean
790,hinab::ADV,down,behera
791,hinab::ADV,down,beherantz
792,oben::ADV,above,goian
793,hinauf::ADV,up,gora
794,hinauf::ADV,up,gorantz
795,überall::ADV,everywhere,edonon
796,nicht::ADV,not,ez
797,ein wenig::ADV,a little,apur bat
798,ein wenig::ADV,a little,pixka bat
799,kaum::ADV,hardly,ozta
800,kaum::ADV,hardly,nekez
801,sehr::ADV,very,oso
802,so::ADV,so,hala
803,so::ADV,so,honela
804,noch::ADV,still,oraindik
805,nur::ADV,only,bakarrik
806,schon::ADV,already,ja
807,schon::ADV,already,jada
808,wieder::ADV,again,berriro
809,vergebens::ADV,in vain,alferrik
810,vor::PRP,in front of,aurrean
811,hinter::PRP,behind,ostean
812,hinter::PRP,behind,gibelean
813,unter::PRP,under,pean
814,unter::PRP,under,azpian
815,durch::PRP,through,zehar
816,neben::PRP,next to,ondoan
817,neben::PRP,next to,aldamenean
818,zwischen::PRP,between,artean
819,wegen::PRP,because of,-gatik
820,dies::PRN,this,hau
821,das::PRN,that,hura
822,alles::PRN,everything,dena
823,ich::PRN,I,ni
824,du::PRN,you,zu
825,du::PRN,thou,zu
826,er::PRN,he,bera
827,wir::PRN,we,gu
828,ihr::PRN,you,zuek
829,sie::PRN,they,berak
830,was::FPRN,what,zer
831,wer::FPRN,who,nor
832,wo::FADV,where,non
833,wohin::FADV,where ... to,nora
834,wohin::FADV,where to,nora
835,wohin::FADV,where,nora
836,wie::FADV,how,nola
837,wie::FADV,how,zelan
838,warum::FADV,why,zeren
839,warum::FADV,why,zergatik
840,wieviel::FNUM,how much,zenbat
841,eins::NUM,one,bat
842,zwei::NUM,two,bi
843,zwei::NUM,two,biga
844,drei::NUM,three,hiru
845,vier::NUM,four,lau
846,fünf::NUM,five,bost
847,sechs::NUM,six,sei
848,sieben::NUM,seven,zazpi
849,acht::NUM,eight,zortzi
850,neun::NUM,nine,bederatzi
851,zehn::NUM,ten,hamar
852,elf::NUM,eleven,hamaika
853,zwölf::NUM,twelve,hamabi
854,zwanzig::NUM,twenty,hogei
855,dreißig::NUM,thirty,hogeita hamar
856,vierzig::NUM,forty,berrogei
857,fünfzig::NUM,fifty,berrogeita hamar
858,sechzig::NUM,sixty,hirurogei
859,siebzig::NUM,seventy,hirurogeita hamar
860,achtzig::NUM,eighty,laurogei
861,neunzig::NUM,ninety,laurogeita hamar
862,hundert::NUM,a hundred,ehun
863,tausend::NUM,a thousand,mila
864,und::CNJ,and,eta
865,oder::CNJ,or,edo
866,stehen::V,stand,zutik egon
867,sitzen::V,sit,eserita egon
868,liegen::V,lie,etzan
869,hängen::V,hang,eskegita egon
870,hängen::V,hang,zintzilik egon
871,werden::V,become,bihurtu
