,Concept_ID,hr,udm
128,Höhle::N,spilja,гу
129,Abhang::N,obronak,бам
130,Abhang::N,nizbrdica,бам
131,Quelle::N,izvor,ошмес
132,Quelle::N,vrelo,ошмес
133,Bach::N,potok,пичи шур
134,Fluss::N,rijeka,шур
135,Ufer::N,obala,ярдур
136,Küste::N,obala,вудур
137,Küste::N,morska obala,вудур
138,Festland::N,kopno,мувыр
139,Meer::N,more,зарезь
140,Bucht::N,zaliv,вукож
141,Insel::N,ada,вумуӵ
142,Insel::N,ada,шормуӵ
143,Insel::N,otok,вумуӵ
144,Insel::N,otok,шормуӵ
145,Blume::N,cvijet,сяська
146,Gras::N,trava,турын
147,Wurzel::N,korijen,выжы
148,Baum::N,drvo,пу
149,Baum::N,stablo,пу
150,Stamm::N,deblo,модос
151,Stamm::N,stablo,модос
152,Rinde::N,kora,сул
153,Ast::N,grana,ул
154,Zweig::N,grana,вай
155,Blatt::N,list,куар
156,Birke::N,breza,кызьпу
157,Kiefer[Baum]::N,bor,пужым
158,Weide[Baum]::N,iva,бадьпу
159,Weide[Baum]::N,vŕba,бадьпу
160,Tanne::N,jela,кыз
161,Horn::N,rog,сюр
162,Feder::N,pero,тылы
163,Fell::N,koža,ку
164,Flügel::N,krilo,бурд
165,Klaue::N,papak,гижы
166,Kralle::N,pandža,пыд
167,Schwanz::N,rep,быж
168,Ei::N,jaje,пуз
169,Ei::N,jaje,кукей
170,Nest::N,gnijezdo,кар
171,Nest::N,gnijezdo,пузкар
172,Bau::N,jazbina,кар
173,Bau::N,jazbina,гу
174,Tier::N,životinja,пӧйшур
175,Herde::N,krdo,уллё
176,Herde::N,stado,уллё
177,Kuh::N,krava,скал
178,Bulle::N,bik,ош
179,Bulle::N,bik,пороз
180,Pferd::N,konj,вал
181,Schaf::N,ovca,ыж
182,Schwein::N,svinja,парсь
183,Hund::N,pas,пуны
184,Hund::N,pseto,пуны
185,Katze::N,mačka,коӵыш
186,Bär::N,medvjed,гондыр
187,Eichhörnchen::N,vjeverica,коньы
188,Elch::N,los,койык
189,Fuchs::N,lisica,ӟичы
190,Hase::N,zec,кеч
191,Maus::N,miš,шыр
192,Wolf::N,vuk,кион
193,Wolf::N,kurjak,кион
194,Vogel::N,ptica,тылобурдо
195,Schwarm::N,roj,уллё
196,Schwarm::N,jato,уллё
197,Huhn::N,kokoš,курег
198,Hahn::N,kokot,атас
199,Hahn::N,pijevac,атас
200,Gans::N,guska,ӟазег
201,Adler::N,orao,ӧрзи
202,Ente::N,patka,ӵӧж
203,Eule::N,sova,кучыран
204,Kranich::N,ždral,тури
205,Krähe::N,vrana,куака
206,Kuckuck::N,kukavica,кикы
207,Schwan::N,labud,юсь
208,Fisch::N,riba,чорыг
209,Barsch::N,grgeč,юш
210,Hecht::N,štuka,чипей
211,Schlange[Tier]::N,guja,кый
212,Schlange[Tier]::N,zmija,кый
213,Wurm::N,crv,нумыр
214,Spinne::N,pauk,чонари
215,Ameise::N,mrav,кузьыли
216,Laus::N,uš,тэй
217,Mücke::N,komarac,нымы
218,Mücke::N,komarac,чибинь
219,Fliege::N,muha,кут
220,Schmetterling::N,leptir,бубыли
221,Beere::N,boba,узы-боры
222,Beere::N,bobica,узы-боры
223,Apfel::N,jabuka,яблок
224,Pilz::N,pečurka,губи
225,Zwiebel::N,luk,сугон
226,Zwiebel::N,kapula,сугон
227,Saat::N,sjemenje,кидыс
228,Korn::N,zrno,тысь
229,Heu::N,sijeno,турын
230,Schale::N,kora,кыд
231,Schale::N,ljuska,кыд
232,Grube::N,jama,гу
233,Grube::N,jama,гоп
234,Falle::N,zamka,налик
235,Falle::N,klopka,налик
236,Schlinge::N,uzao,гиӟ
237,Schlinge::N,uzao,герд
238,Schlinge::N,petlja,гиӟ
239,Schlinge::N,petlja,герд
240,Spur::N,trag,пытьы
241,Spur::N,trag,бервыл
242,Spur::N,slijed,пытьы
243,Spur::N,slijed,бервыл
244,Asche::N,pepeo,пень
245,Dreck::N,blato,дэри
246,Eisen::N,željezo,корт
247,Gold::N,zlato,зарни
248,Silber::N,srebro,азвесь
249,Kohle::N,ugalj,эгыр
250,Kohle::N,ugljen,эгыр
251,Glas::N,staklo,стекло
252,Glas::N,staklo,пияла
253,Lehm::N,glina,сюй
254,Lehm::N,ilovača,сюй
255,Sand::N,pijesak,луо
256,Mensch::N,čovjek,мурт
257,Mensch::N,čovjek,адями
258,Mann::N,muškarac,воргорон
259,Frau::N,žena,кышномурт
260,Kind::N,čedo,нуны
261,Kind::N,čedo,пинал
262,Kind::N,dijete,нуны
263,Kind::N,dijete,пинал
264,Junge::N,momče,пи
265,Junge::N,dječak,пи
266,Mädchen::N,djevojka,ныл
267,Mädchen::N,djevojčica,ныл
268,Familie::N,obitelj,семья
269,Familie::N,porodica,семья
270,Großvater::N,djed,песятай
271,Großvater::N,djed,пересь атай
272,Großmutter::N,baka,песянай
273,Großmutter::N,baka,пересь анай
274,Eltern::N,roditelji,атай-анай
275,Eltern::N,roditelji,бубы-мумы
276,Vater::N,otac,айы
277,Vater::N,otac,атай
278,Mutter::N,majka,мумы
279,Sohn::N,sin,пи
280,Tochter::N,kći,ныл
281,Tochter::N,kćerka,ныл
282,Bruder::N,brat,агай
283,Schwester::N,sestra,апа
284,Schwester::N,sestra,сузэр
285,Onkel::N,čika,агай
286,Onkel::N,ujak,агай
287,Tante::N,ujna,апа
288,Tante::N,ujna,кенак
289,Tante::N,tetka,апа
290,Tante::N,tetka,кенак
291,Ehemann::N,muž,карт
292,Ehemann::N,suprug,карт
293,Ehefrau::N,žena,кышно
294,Ehefrau::N,supruga,кышно
295,Freude::N,radost,шумпотон
296,Gelächter::N,grohot,горем
297,Glück::N,sreća,шуд
298,Kummer::N,jad,кайгу
299,Kummer::N,jad,куректон
300,Kummer::N,briga,кайгу
301,Kummer::N,briga,куректон
302,Wunsch::N,želja,мылпотон
303,Lust::N,volja,потон
304,Geist::N,duh,лул
305,Gedanke::N,misao,малпан
306,Gedächtnis::N,pamćenje,йырсазь
307,Gedächtnis::N,pamćenje,тодэваён
308,Verstand::N,um,йырвизь
309,Verstand::N,razum,йырвизь
310,Sinn::N,smisao,смысл
311,Sinn::N,značenje,смысл
312,Grund::N,razlog,муг
313,Grund::N,razlog,ньӧм
314,Wahrheit::N,istina,зэм
315,Wahrheit::N,istina,шонер
316,Gespräch::N,razgovor,вераськон
317,Märchen::N,bajka,выжыкыл
318,Erzählung::N,priča,верос
319,Erzählung::N,pripovijest,верос
320,Nachricht::N,vijest,ивор
321,Neuigkeit::N,novost,выльивор
322,Name::N,ime,ним
323,Rätsel::N,zagonetka,мадькыл
324,Rede::N,govor,верам
325,Rede::N,besjeda,верам
326,Sprache::N,jezik,кыл
327,Stimme::N,glas,куара
328,Wort::N,riječ,кыл
329,Zeichen::N,znak,пус
330,Zeichen::N,znak,тодмет
331,Ruf::N,povik,ӧтён
332,Ruf::N,povik,чортон
333,Ruf::N,poklik,ӧтён
334,Ruf::N,poklik,чортон
335,Lärm::N,buka,ӵашетон
336,Lärm::N,galama,ӵашетон
337,Laut::N,zvuk,куара
338,Ton::N,ton,куара
339,Lied::N,pjesma,кырӟан
340,Ruhe::N,tišina,чалмыт улон
341,Ruhe::N,počinak,чалмыт улон
342,Leute::N,ljudi,адямиос
343,Volk::N,puk,калык
344,Volk::N,narod,калык
345,Arbeit::N,rad,уж
346,Arbeit::N,posao,уж
347,Gast::N,gost,куно
348,Geschenk::N,dar,салам
349,Geschenk::N,dar,кузьым
350,Geschenk::N,poklon,салам
351,Geschenk::N,poklon,кузьым
352,Spiel::N,igra,шудон
353,Gesellschaft::N,društvo,калык
354,Gesellschaft::N,kompanija,калык
355,Hilfe::N,pomoć,юрттон
356,Freund::N,prijatelj,эш
357,Freund::N,prijatelj,юлтош
358,Kamerad::N,drug,тодмо
359,Kamerad::N,drugar,тодмо
360,Angelegenheit::N,posao,уж
361,Anzahl::N,broj,лыд
362,Anzahl::N,brojnost,лыд
363,Art::N,vid,тус
364,Art::N,vrst,тус
365,Stück::N,komad,юдэс
366,Teil::N,dio,люкет
367,Hälfte::N,polovina,ӝыны
368,Kreis::N,krug,котырес
369,Kreuz::N,križ,крест
370,Linie::N,crta,гож
371,Strich::N,crta,гож
372,Abstand::N,razmak,вис
373,Abstand::N,razmak,кусып
374,Abstand::N,odstojanje,вис
375,Abstand::N,odstojanje,кусып
376,Entfernung::N,udaljenost,кусып
377,Gegend::N,kraj,инты
378,Gegend::N,predeo,инты
379,Platz::N,mjesto,инты
380,Ort::N,mjesto,инты
381,Ort::N,mjesto,места
382,Seite::N,bok,пал
383,Seite::N,strana,пал
384,Mitte::N,sredina,шор
385,Gegenstand::N,predmet,арбери
386,Sache::N,posao,котыр
387,Rand::N,rub,дур
388,Rand::N,rub,шаер
389,Rand::N,kraj,дур
390,Rand::N,kraj,шаер
391,Kante::N,brid,дур
392,Kante::N,ivica,дур
393,Ecke::N,ugao,сэрег
394,Spitze::N,vrh,йыл
395,Spitze::N,šiljak,йыл
396,Ende::N,konac,пум
397,Loch::N,rupa,пась
398,Winkel::N,kut,сэрег
399,Winkel::N,ugao,сэрег
400,Muster::N,uzor,пужы
401,Größe::N,veličina,быдӟала
402,Länge::N,duljina,кузьдала
403,Höhe::N,visina,ӝуждала
404,Gewicht::N,težina,сектала
405,Gewicht::N,težina,секытлык
406,Menge::N,mnoštvo,лыд
407,Menge::N,mnoštvo,лыдпус
408,Menge::N,količina,лыд
409,Menge::N,količina,лыдпус
410,Haufen::N,hrpa,люк
411,Haufen::N,gomila,люк
412,Reihe::N,red,чур
413,Boot::N,čun,пыж
414,Boot::N,čun,лодка
415,Boot::N,čamac,пыж
416,Boot::N,čamac,лодка
417,Ruder::N,veslo,полыс
418,Schlitten::N,saone,додьы
419,Ski::N,ski,куас
420,Ski::N,smučka,куас
421,Lagerfeuer::N,logorska vatra,тылскем
422,Last::N,tovar,секыт
423,Gang::N,hod,ветлон
424,Schritt::N,korak,вамыш
425,Norden::N,sjever,уйпал
426,Süden::N,jug,лымшор
427,Westen::N,zapad,шунды пуксён
428,Osten::N,istok,шунды ӝужан
429,Holz::N,drvo,пу
430,Brett::N,daska,пул
431,Platte::N,ploča,плита
432,Stütze::N,potpora,пыкет
433,Stange::N,motka,пуӵ
434,Stock::N,štap,боды
435,Stock::N,palica,боды
436,Stab::N,štap,пуӵ
437,Stab::N,štap,боды
438,Stab::N,šipka,пуӵ
439,Stab::N,šipka,боды
440,Rohr::N,cijev,труба
441,Haus::N,kuća,юрт
442,Heim::N,dom,корка
443,Ofen::N,peć,гур
444,Fußboden::N,pod,выж
445,Tisch::N,stol,ӝӧк
446,Tisch::N,trpeza,ӝӧк
447,Stuhl::N,stolac,пукон
448,Stuhl::N,stolica,пукон
449,Wiege::N,kolijevka,кӧкы
450,Wiege::N,kolijevka,зыбка
451,Bett::N,krevet,валес
452,Bett::N,postelja,валес
453,Regal::N,polica,ӝажы
454,Kiste::N,sanduk,ящик
455,Fenster::N,prozor,укно
456,Fenster::N,prozor,косяк
457,Tür::N,vrata,ӧс
458,Tor::N,vrata,ӟезьы
459,Tor::N,kapija,ӟезьы
460,Zaun::N,plot,забор
461,Zaun::N,ograda,забор
462,Dach::N,krov,липет
463,Leiter::N,ljestve,падӟа
464,Leiter::N,ljestvice,падӟа
465,Besen::N,metla,ӵужон
466,Besen::N,metla,исьнер
467,Spaten::N,ašov,лопатка
468,Schaufel::N,lopata,ютырон
469,Gabel::N,viljuška,тэчы
470,Gabel::N,viljuška,вилка
471,Löffel::N,žlica,пуньы
472,Messer::N,nož,пурт
473,Nagel::N,čavao,кортӵог
474,Netz::N,mreža,сеть
475,Haken::N,kuka,курик
476,Griff::N,držak,ныд
477,Griff::N,ručica,ныд
478,Schloss::N,brava,тунгон
479,Bild::N,slika,суред
480,Figur::N,figura,фигура
481,Puppe::N,lutka,мунё
482,Beutel::N,kesa,пуйы
483,Bündel::N,snop,керттэт
484,Bündel::N,svežanj,керттэт
485,Tasche::N,torba,пуйы
486,Tasche::N,torba,сумка
487,Tasche::N,taška,пуйы
488,Tasche::N,taška,сумка
489,Eimer::N,kabao,ведра
490,Deckel::N,poklopac,ӵоксэт
491,Geschirr::N,suđe,тусьты-пуньы
492,Geschirr::N,posuđe,тусьты-пуньы
493,Sack::N,džak,пуйы
494,Sack::N,vreća,пуйы
495,Tasse::N,šalica,ӵаша
496,Topf::N,lonac,миска
497,Kessel::N,kazan,пурты
498,Essen::N,obrok,сиськон
499,Nahrung::N,hrana,сион
500,Speise::N,jelo,сиён
501,Fleisch::N,meso,сӥль
502,Getreide::N,žito,ю тысь
503,Getreide::N,žitarice,ю тысь
504,Brei::N,kaša,ӝук
505,Brot::N,kruh,нянь
506,Scheibe::N,kriška,шорем
507,Fett::N,mast,кӧй
508,Fett::N,salo,кӧй
509,Butter::N,buter,вӧй
510,Butter::N,maslac,вӧй
511,Öl::N,ulje,вӧй
512,Salz::N,sol,сылал
513,Suppe::N,supa,шыд
514,Honig::N,med,чечы
515,Milch::N,mlijeko,йӧл
516,Tee::N,čaj,чай
517,Leder::N,koža,сурон
518,Wolle::N,vuna,гон
519,Wolle::N,vuna,ыжгон
520,Stoff::N,štof,куэм
521,Stoff::N,tkanina,куэм
522,Nadel::N,igla,вень
523,Faden::N,nit,сӥньыс
524,Faden::N,konac,сӥньыс
525,Knopf::N,dugme,бирды
526,Knoten::N,čvor,герд
527,Knoten::N,uzao,герд
528,Farbe::N,farba,буёл
529,Kleidung::N,odjeća,дӥсь
530,Hemd::N,košulja,дэрем
531,Kragen::N,ovratnik,сирес
532,Ärmel::N,rukav,саес
533,Hose::N,hlače,брюки
534,Hose::N,hlače,штань
535,Gürtel::N,pas,кускерттон
536,Gürtel::N,pojas,кускерттон
537,Mütze::N,kapa,ызьы
538,Schuh::N,cipela,ботинка
539,Stiefel::N,čizma,сапег
540,Ring::N,prsten,зундэс
541,Band::N,vrpca,лента
542,Kamm::N,češalj,сын
543,Spiegel::N,zrcalo,синучкон
544,Spiegel::N,ogledalo,синучкон
545,Riemen::N,kaiš,е
546,Riemen::N,remen,е
547,Schnur::N,vrpca,гозы
548,Leine::N,uzica,думет
549,Decke::N,ćebe,шобрет
550,Decke::N,pokrivač,шобрет
551,Kissen::N,jastuk,миндэр
552,Tuch::N,rubac,кышет
553,Tuch::N,marama,кышет
554,Handtuch::N,ručnik,ӵушкон
555,Kraft::N,snaga,кать
556,Kraft::N,snaga,ӟигар
557,Stärke::N,jakost,юнлык
558,Gesundheit::N,zdravlje,тазалык
559,Krankheit::N,bolest,висён
560,Schmerz::N,bol,висён
561,Wunde::N,rana,яра
562,Fieber::N,groznica,кезег
563,Arznei::N,lijek,эмъюм
564,Brücke::N,most,выж
565,Brücke::N,ćuprija,выж
566,Brunnen::N,bunar,колдэч
567,Brunnen::N,zdenac,колдэч
568,Weide::N,paša,возь
569,Weide::N,pašnjak,возь
570,Pfad::N,staza,сюрес
571,Weg::N,put,сюрес
572,Straße::N,drum,сюрес
573,Straße::N,cesta,сюрес
574,Dorf::N,selo,гурт
575,Stadt::N,grad,кар
576,Stadt::N,grad,город
577,Stadt::N,varoš,кар
578,Stadt::N,varoš,город
579,Brief::N,list,гожтэт
580,Brief::N,pismo,гожтэт
581,Buch::N,knjiga,книга
582,Buchstabe::N,slovo,буква
583,Zeitung::N,novine,газет
584,Leben::N,život,улон
585,Tod::N,smrt,кулон
586,Grab::N,raka,шайгу
587,Kirche::N,crkva,черк
588,Sünde::N,grijeh,сьӧлык
589,Gott::N,bog,ӥнмар
590,Arbeiter::N,radnik,рабочий
591,Chef::N,šef,начальник
592,Meister::N,majstor,кибашлы
593,Arzt::N,liječnik,врач
594,Lehrer::N,učitelj,дышетӥсь
595,Geld::N,novac,уксё
596,Geld::N,novac,коньдон
597,Geschäft::N,posao,уж
598,Geschäft::N,trgovina,уж
599,Laden::N,dućan,магазин
600,Preis::N,cijena,дун
601,Ware::N,roba,вуз
602,Nutzen::N,korist,пайда
603,Reichtum::N,bogatstvo,узырлык
604,Welt::N,svijet,дунне
605,Land::N,zemlja,шаер
606,Staat::N,država,кун
607,König::N,kralj,эксэй
608,Macht::N,moć,власть
609,Macht::N,vlast,власть
610,Grenze::N,granica,кунгож
611,Krieg::N,rat,ож
612,Feind::N,neprijatelj,тушмон
613,Gewalt::N,sila,эриктэман
614,Gewalt::N,nasilje,эриктэман
615,Kampf::N,boj,нюръяськон
616,Kampf::N,borba,нюръяськон
617,Bogen[Waffe]::N,luk,пукыӵ
618,Pfeil::N,strijela,пукыӵ вень
619,Gewehr::N,puška,пыӵал
620,Fehler::N,pogreška,янгыш
621,Fehler::N,griješka,янгыш
622,Lüge::N,laž,пӧян
623,Lüge::N,laž,алдан
624,Lüge::N,laž,ӧрекчан
625,Schaden::N,šteta,изъян
626,Unglück::N,nesreća,куректон
627,Unglück::N,nesreća,шудтэме усён
628,Schuld::N,krivnja,янгыш
629,Alter::N,dob,арлыд
630,Schluss::N,kraj,пум
631,Schluss::N,konac,пум
632,Zeit::N,doba,дыр
633,Zeit::N,vrijeme,дыр
634,Tag::N,dan,нунал
635,Morgen::N,jutro,ӵукна
636,Mittag::N,podne,лымшор
637,Abend::N,veče,ӝыт
638,Abend::N,veče,акшан
639,Abend::N,večer,ӝыт
640,Abend::N,večer,акшан
641,Nacht::N,noć,уй
642,Woche::N,sedmica,арня
643,Monat::N,mjesec,толэзь
644,Jahr::N,godina,ар
645,Frühling::N,proljeće,тулыс
646,Sommer::N,ljeto,гужем
647,Herbst::N,jesen,сӥзьыл
648,Winter::N,zima,тол
649,Januar::N,januar,выльартолэзь
650,Januar::N,siječanj,выльартолэзь
651,Februar::N,veljača,тулыспал
652,Februar::N,februar,тулыспал
653,März::N,mart,южтолэзь
654,März::N,ožujak,южтолэзь
655,April::N,april,оштолэзь
656,April::N,travanj,оштолэзь
657,Mai::N,maj,куартолэзь
658,Mai::N,svibanj,куартолэзь
659,Juni::N,juni,вожотолэзь
660,Juni::N,lipanj,вожотолэзь
661,Juli::N,juli,пӧсьтолэзь
662,Juli::N,srpanj,пӧсьтолэзь
663,August::N,august,гудырикошкон
664,August::N,kolovoz,гудырикошкон
665,September::N,rujan,куарусён
666,September::N,septembar,куарусён
667,Oktober::N,oktobar,выльӝуктолэзь
668,Oktober::N,listopad,выльӝуктолэзь
669,November::N,studeni,шуркынмон
670,November::N,novembar,шуркынмон
671,Dezember::N,prosinac,толсур
672,Montag::N,ponedjeljak,вордӥськон
673,Montag::N,ponedjeljnik,вордӥськон
674,Dienstag::N,utorak,вторник
675,Dienstag::N,utornik,вторник
676,Mittwoch::N,srijeda,вирнунал
677,Donnerstag::N,četvrtak,покчиарня
678,Freitag::N,petak,удмуртарня
679,Samstag::N,subota,кӧснунал
680,Sonntag::N,nedjelja,арня
681,groß::A,velik,бадӟым
682,klein::A,mali,пичи
683,klein::A,malen,пичи
684,lang::A,dug,кузь
685,lang::A,dugačak,кузь
686,kurz::A,kratak,вакчи
687,breit::A,širok,паськыт
688,schmal::A,uski,сюлэг
689,schmal::A,uzak,сюлэг
690,dicht::A,gust,ӵем
691,dick[Gegenstand]::A,debeo,зӧк
692,dünn::A,tanak,векчи
693,fein::A,fin,векчи
694,fein::A,tanak,векчи
695,fest::A,čvrst,юн
696,fest::A,čvrst,чурыт
697,flach::A,ravan,ӵошкыт
698,flach::A,plosnat,ӵошкыт
699,glatt::A,gladak,гылыт
700,glatt::A,gladak,вольыт
701,hart::A,tvrd,чурыт
702,weich::A,mek,небыт
703,weich::A,mekan,небыт
704,rund::A,okrugao,котырес
705,spitz::A,oštar,йылсо
706,spitz::A,šiljast,йылсо
707,scharf::A,oštar,лэчыт
708,scharf::A,bridak,лэчыт
709,stumpf::A,tup,ныж
710,schwer::A,težak,секыт
711,schön::A,krasan,чебер
712,heiß::A,vruć,пӧсь
713,warm::A,topao,шуныт
714,kalt::A,hladan,кезьыт
715,kühl::A,hladan,юзмыт
716,kühl::A,hladan,салкым
717,frisch::A,svjež,выль
718,feucht::A,vlažan,мускыт
719,nass::A,mokar,котмем
720,trocken::A,suh,кӧс
721,voll::A,pun,тыр
722,leer::A,prazan,буш
723,leer::A,prazan,тырттэм
724,offen::A,otvoren,усьтэм
725,geschlossen::A,zatvoren,ӵогам
726,geschlossen::A,zatvoren,пунням
727,sauber::A,čist,ӝикыт
728,sauber::A,čist,чылкыт
729,schmutzig::A,nečist,нӧд
730,schmutzig::A,blatan,нӧд
731,roh::A,sirov,ыль
732,reif::A,zreo,вуэм
733,lecker::A,tečan,ческыт
734,lecker::A,ukusan,ческыт
735,süß::A,sladak,ческыт
736,bitter::A,gorak,курыт
737,sauer::A,kiseo,чырс
738,hell::A,vedar,югыт
739,hell::A,svijetao,югыт
740,dunkel::A,taman,пеймыт
741,schwarz::A,crn,сьӧд
742,weiß::A,bio,тӧдьы
743,weiß::A,bijel,тӧдьы
744,rot::A,crven,горд
745,gelb::A,žut,ӵуж
746,blau::A,plav,лыз
747,blau::A,modar,лыз
748,grün::A,zelen,вож
749,grau::A,siv,пурысь
750,bunt::A,šaren,куӵо
751,billig::A,jeftin,дунтэм
752,teuer::A,skup,дуно
753,wertvoll::A,vrijedan,дуно
754,wertvoll::A,dragocjen,дуно
755,blind::A,slijep,сукыр
756,blind::A,slijep,синтэм
757,taub::A,gluh,пельтэм
758,kräftig::A,snažan,кужмо
759,stark::A,jak,юн
760,stark::A,jak,кужмо
761,stark::A,snažan,юн
762,stark::A,snažan,кужмо
763,schwach::A,slab,ляб
764,schwach::A,slab,начар
765,fett::A,pretio,кӧй
766,schlank::A,vitak,веськыт
767,schlank::A,vitak,веськрес
768,hübsch::A,zgodan,чебер
769,hübsch::A,zgodan,синмаськымон
770,böse::A,zao,лек
771,böse::A,opak,лек
772,dumm::A,glup,шузи
773,dumm::A,glup,визьтэм
774,faul::A,lijen,азьтэм
775,fleißig::A,radin,сюлмо
776,fleißig::A,marljiv,сюлмо
777,geizig::A,škrt,сук
778,klug::A,razborit,визьмо
779,geschickt::A,vješt,усто
780,geschickt::A,vješt,быгатӥсь
781,lieb::A,drag,мусо
782,lustig::A,veseo,шулдыр
783,sanft::A,blag,мусо
784,sanft::A,blag,эрке
785,hungrig::A,gladan,сютэм
786,krank::A,bolestan,висись
787,nackt::A,nag,гольык
788,traurig::A,tužan,мӧзмыт
789,traurig::A,žalostan,мӧзмыт
790,lebendig::A,živ,улэп
791,gut::A,dobar,ӟеч
792,gut::A,dobar,умой
793,schlecht::A,loš,урод
794,schlecht::A,loš,алама
795,schlecht::A,rđav,урод
796,schlecht::A,rđav,алама
797,richtig::A,tačan,шонер
798,richtig::A,ispravan,шонер
799,schlimm::A,zao,алама
800,schlimm::A,zločest,алама
801,wahr::A,istinit,зэмос
802,alt::A,star,вуж
803,neu::A,nov,выль
804,ehemalig::A,bivši,азьвылэз
805,alt[Lebewesen]::A,star,пересь
806,jung::A,mlad,егит
807,jung::A,mlad,пинал
808,arm::A,ubog,начар
809,arm::A,ubog,куанер
810,arm::A,siromašan,начар
811,arm::A,siromašan,куанер
812,reich::A,bogat,узыр
813,bekannt::A,poznat,тодмо
814,berühmt::A,čuven,дано
815,berühmt::A,slavan,дано
816,fremd::A,tuđ,ят
817,fremd::A,stran,ят
