,Concept_ID,ru,pt
859,schwanken::V,колебаться,oscilar
860,schwingen::V,качаться,vibrar
861,fallen::V,падать,cair
862,brennen::V,гореть,arder
863,rauchen::V,дымить,fumegar
864,regnen::V,дождить,chover
865,gefrieren::V,замерзнуть,gelar
866,gefrieren::V,замерзнуть,congelar
867,tauen::V,таять,derreter
868,tauen::V,таять,descongelar
869,schmelzen::V,плавиться,fundir-se
870,trocknen::V,сохнуть,secar
871,sieden::V,кипеть,ferver
872,faulen::V,гнить,estragar-se
873,verfaulen::V,сгнить,apodrecer
874,reißen::V,рваться,romper-se
875,versinken::V,тонуть,afundar-se
876,vergehen::V,проходить,passar
877,erscheinen::V,появиться,aparecer
878,verschwinden::V,исчезнуть,desaparecer
879,sinken::V,спадать,descer
880,abnehmen::V,уменьшиться,diminuir
881,abnehmen::V,уменьшиться,decrescer
882,zunehmen::V,увеличиваться,crescer
883,zunehmen::V,увеличиваться,aumentar
884,steigen::V,подниматься,subir
885,wachsen::V,расти,crescer
886,glänzen::V,блестеть,brilhar
887,funkeln::V,сверкать,cintilar
888,lärmen::V,шуметь,fazer barulho
889,läuten::V,звонить,chocalhar
890,klingeln::V,звонить,tocar
891,klirren::V,звякать,tinir
892,brausen::V,бушевать,bramar
893,rauschen::V,шелестеть,murmurar
894,rauschen::V,шелестеть,rumorejar
895,klingen::V,звучать,soar
896,bellen::V,лаять,ladrar
897,heulen::V,выть,uivar
898,blasen::V,дунуть,soprar
899,pfeifen::V,свистеть,assobiar
900,schreien::V,кричать,gritar
901,stöhnen::V,стонать,gemer
902,zittern::V,дрожать,tremer
903,leben::V,жить,viver
904,geboren werden::V,родиться,nascer
905,atmen::V,дышать,respirar
906,trinken::V,пить,beber
907,essen::V,есть,comer
908,essen::V,кушать,comer
909,schlucken::V,глотать,engolir
910,müde werden::V,устать,cansar-se
911,einschlafen::V,заснуть,adormecer
912,schlafen::V,спать,dormir
913,aufwachen::V,проснуться,acordar
914,aufstehen::V,встать,levantar-se
915,sich erholen::V,отдыхать,descansar
916,krank werden::V,заболеть,adoecer
917,krank werden::V,заболеть,ficar doente
918,krank sein::V,болеть,estar doente
919,schmerzen::V,болеть,doer
920,husten::V,кашлять,tossir
921,genesen::V,поправиться,convalescer
922,sterben::V,умереть,morrer
923,umkommen::V,погибнуть,perecer
924,sich bewegen::V,двигаться,mover-se
925,sich rühren::V,шевельнуться,mexer-se
926,sich erheben::V,встать,levantar-se
927,sich setzen::V,сесть,sentar-se
928,hinfallen::V,упасть,cair
929,laufen::V,ходить,andar
930,laufen::V,ходить,caminhar
931,schreiten::V,шагать,andar
932,schreiten::V,шагать,caminhar
933,spazierengehen::V,гулять,passear
934,eilen::V,спешить,apressar-se
935,sich beeilen::V,торопиться,apressar-se
936,sich beeilen::V,торопиться,despachar-se
937,sausen::V,мчаться,correr
938,rennen::V,бегать,correr
939,springen::V,прыгать,saltar
940,klettern::V,лазать,trepar
941,schaukeln::V,раскачиваться,baloiçar
942,kriechen::V,ползать,rastejar
943,kriechen::V,ползать,arrastar-se
944,schwimmen::V,плавать,nadar
945,tauchen::V,нырять,mergulhar
946,rudern::V,грести,remar
947,fahren::V,ехать,ir
948,fliegen::V,летать,voar
949,gehen::V,идти,ir
950,gehen::V,идти,andar
951,weggehen::V,уйти,partir
952,weggehen::V,уйти,ir-se embora
953,abfahren::V,отправиться,sair
954,abfahren::V,отправиться,partir
955,anhalten::V,остановиться,parar
956,hineingehen::V,входить,entrar
957,eintreten::V,войти,entrar
958,kommen::V,прийти,vir
959,ankommen::V,прибыть,chegar
960,zurückkommen::V,возвратиться,voltar
961,zurückkommen::V,возвратиться,regressar
962,bleiben::V,остаться,ficar
963,bleiben::V,остаться,permanecer
964,warten::V,ждать,esperar
965,erwarten::V,ожидать,esperar
966,erwarten::V,ожидать,aguardar
967,suchen::V,искать,buscar
968,suchen::V,искать,procurar
969,finden::V,найти,achar
970,finden::V,найти,encontrar
971,versuchen::V,пытаться,tentar
972,vorbereiten::V,подготовить,preparar
973,lieben::V,любить,amar
974,lieben::V,любить,querer
975,mögen::V,любить,gostar de
976,lachen::V,смеяться,rir
977,lachen::V,смеяться,rir-se
978,rühren::V,растрогать,comover
979,weinen::V,плакать,chorar
980,schimpfen::V,ругаться,ralhar
981,sich ärgern::V,сердиться,zangar-se
982,sich fürchten::V,бояться,ter medo de
983,sich fürchten::V,бояться,ter receio de
984,fürchten::V,бояться,temer
985,fürchten::V,бояться,recear
986,fliehen::V,убегать,fugir
987,flüchten::V,убежать,refugiar-se
988,sehen::V,видеть,ver
989,anschauen::V,посмотреть,olhar
990,ansehen::V,смотреть,mirar
991,hören::V,слышать,ouvir
992,zuhören::V,слушать,escutar
993,probieren::V,пробовать,provar
994,probieren::V,пробовать,saborear
995,riechen::V,нюхать,cheirar
996,fühlen::V,чувствовать,sentir
997,scheinen::V,казаться,parecer
998,zu sehen sein::V,виднеться,estar à vista
999,vernehmen::V,услышать,ouvir
1000,frieren::V,мерзнуть,ter frio
1001,tun::V,делать,fazer
1002,können::V,мочь,saber
1003,können::V,уметь,saber
1004,wollen::V,хотеть,querer
1005,anfangen::V,начать,iniciar
1006,beenden::V,закончить,acabar
1007,beenden::V,закончить,terminar
1008,aufhören::V,перестать,cessar
1009,aufhören::V,перестать,desistir
1010,gelingen::V,удаться,sair bem
1011,gelingen::V,удаться,dar bom resultado
1012,geraten::V,оказаться,sair
1013,geraten::V,оказаться,dar resultado
1014,öffnen::V,открыть,abrir
1015,schließen::V,закрыть,fechar
1016,stellen::V,поставить,pôr
1017,stellen::V,поставить,colocar
1018,setzen::V,посадить,pôr
1019,setzen::V,посадить,meter
1020,legen::V,класть,pôr
1021,legen::V,класть,meter
1022,berühren::V,трогать,tocar
1023,verbinden::V,связать,unir
1024,verbinden::V,связать,ligar
1025,bedecken::V,покрыть,cobrir
1026,aufhängen::V,повесить,pendurar
1027,anzünden::V,зажечь,acender
1028,aufheben::V,поднять,apanhar
1029,aufheben::V,поднять,levantar
1030,zurücklassen::V,оставить,deixar
1031,verlieren::V,потерять,perder
1032,fallen lassen::V,уронить,deixar cair
1033,machen::V,сделать,fazer
1034,herstellen::V,изготовить,produzir
1035,bauen::V,строить,edificar
1036,bauen::V,строить,construir
1037,reparieren::V,чинить,reparar
1038,reparieren::V,чинить,consertar
1039,verbessern::V,улучшить,melhorar
1040,ändern::V,изменить,mudar
1041,ändern::V,изменить,alterar
1042,graben::V,копать,cavar
1043,beugen::V,согнуть,curvar
1044,biegen::V,погнуть,vergar
1045,drehen::V,вертеть,girar
1046,wenden::V,повернуть,virar
1047,wenden::V,повернуть,voltar
1048,umdrehen::V,перевернуть,virar
1049,umdrehen::V,перевернуть,revolver
1050,heben::V,поднимать,levantar
1051,hochheben::V,поднять,erguer
1052,hochheben::V,поднять,levantar
1053,ergreifen::V,схватить,apanhar
1054,halten::V,держать,segurar
1055,drücken::V,нажимать,apertar
1056,schieben::V,толкать,empurrar
1057,kratzen::V,скрести,raspar
1058,lecken::V,лизать,lamber
1059,beißen::V,кусать,morder
1060,abreißen::V,оторвать,arrancar
1061,abschneiden::V,отрезать,talhar
1062,binden::V,вязать,ligar
1063,stecken::V,воткнуть,meter
1064,stecken::V,воткнуть,enfiar
1065,brechen::V,сломать,romper
1066,brechen::V,сломать,quebrar
1067,klopfen::V,стучать,bater
1068,hauen::V,бить,bater
1069,kleben::V,клеить,colar
1070,reiben::V,тереть,esfregar
1071,streichen::V,намазать,barrar
1072,schleifen::V,точить,afiar
1073,schneiden::V,резать,cortar
1074,rütteln::V,шатать,sacudir
1075,schütteln::V,трясти,abanar
1076,schütteln::V,трясти,sacudir
1077,schwenken::V,махать,agitar
1078,schütten::V,налить,deitar
1079,füllen::V,наполнить,encher
1080,einwickeln::V,завернуть,envolver
1081,einwickeln::V,завернуть,embrulhar
1082,tragen::V,нести,levar
1083,tragen::V,нести,trazer
1084,schleppen::V,тащить,arrastar
1085,ziehen::V,тянуть,puxar
1086,aufbewahren::V,хранить,guardar
1087,aufbewahren::V,хранить,conservar
1088,werfen::V,бросать,lançar
1089,fangen::V,ловить,apanhar
1090,packen::V,схватить,agarrar
1091,verstecken::V,спрятать,esconder
1092,teilen::V,разделить,partir
1093,teilen::V,разделить,dividir
1094,schicken::V,посылать,enviar
1095,bringen::V,принести,trazer
1096,hinzufügen::V,добавить,acrescentar
1097,bekommen::V,достать,obter
1098,erhalten::V,получить,receber
1099,nehmen::V,взять,tomar
1100,wählen::V,выбрать,eleger
1101,wählen::V,выбрать,escolher
1102,auswählen::V,отобрать,escolher
1103,auswählen::V,отобрать,seleccionar
1104,bewahren::V,сохранить,guardar
1105,bewahren::V,сохранить,conservar
1106,behindern::V,препятствовать,impedir
1107,verderben::V,испортить,estragar
1108,verderben::V,испортить,corromper
1109,beschädigen::V,повредить,danificar
1110,zerbrechen::V,разбить,romper
1111,zerbrechen::V,разбить,quebrar
1112,zerreißen::V,разорвать,rasgar
1113,zerstören::V,разрушить,destruir
1114,verbrennen::V,сжечь,queimar
1115,geben::V,дать,dar
1116,reichen::V,передать,passar
1117,schenken::V,дарить,oferecer
1118,versprechen::V,обещать,prometer
1119,wünschen::V,желать,desejar
1120,loben::V,хвалить,louvar
1121,küssen::V,целовать,beijar
1122,wiegen::V,качать,embalar
1123,zudecken::V,накрыть,tapar
1124,zudecken::V,накрыть,cobrir
1125,wecken::V,разбудить,acordar
1126,wecken::V,разбудить,despertar
1127,zeigen::V,показать,mostrar
1128,führen::V,вести,guiar
1129,führen::V,вести,conduzir
1130,lehren::V,учить,ensinar
1131,unterrichten::V,преподавать,instruir
1132,aufziehen::V,воспитать,criar
1133,leiten::V,руководить,dirigir
1134,leiten::V,руководить,conduzir
1135,antreiben::V,подгонять,impelir
1136,lassen::V,заставить,fazer
1137,einladen::V,пригласить,convidar
1138,vereinigen::V,объединить,unir
1139,vereinigen::V,объединить,reunir
1140,besuchen::V,посетить,ir ver
1141,besuchen::V,посетить,visitar
1142,treffen::V,встретить,encontrar
1143,sich versammeln::V,собраться,reunir-se
1144,spielen::V,играть,jogar
1145,spielen::V,играть,brincar
1146,singen::V,петь,cantar
1147,tanzen::V,плясать,bailar
1148,tanzen::V,танцевать,bailar
1149,sich trennen::V,расстаться,apartar-se
1150,verlassen::V,покинуть,deixar
1151,verlassen::V,покинуть,abandonar
1152,retten::V,спасти,salvar
1153,bewachen::V,охранять,vigiar
1154,bewachen::V,охранять,guardar
1155,schützen::V,уберегать,proteger
1156,verteidigen::V,защитить,defender
1157,sich schlagen::V,драться,brigar
1158,sich schlagen::V,драться,bater-se
1159,schießen::V,стрелять,disparar
1160,siegen::V,победить,vencer
1161,ärgern::V,сердить,irritar
1162,ärgern::V,сердить,aborrecer
1163,schlagen::V,ударить,bater
1164,treten::V,пинать,pisar
1165,stechen::V,уколоть,picar
1166,stoßen::V,толкнуть,empurrar
1167,stehlen::V,украсть,furtar
1168,stören::V,помешать,perturbar
1169,belästigen::V,надоедать,incomodar
1170,belästigen::V,надоедать,importunar
1171,verbergen::V,скрыть,ocultar
1172,verbergen::V,скрыть,esconder
1173,täuschen::V,обмануть,iludir
1174,täuschen::V,обмануть,enganar
1175,betrügen::V,смошенничать,burlar
1176,betrügen::V,смошенничать,enganar
1177,töten::V,убить,matar
1178,wohnen::V,проживать,morar
1179,arbeiten::V,работать,trabalhar
1180,sammeln::V,собрать,recolher
1181,sammeln::V,собрать,coleccionar
1182,pflücken::V,рвать,colher
1183,pflücken::V,срывать,colher
1184,jagen::V,охотиться,caçar
1185,fischen::V,рыбачить,pescar
1186,fassen::V,поймать,apanhar
1187,hüten::V,пасти,guardar
1188,treiben::V,гнать,conduzir
1189,anbinden::V,привязать,atar
1190,füttern::V,кормить,dar de comer a
1191,melken::V,доить,ordenhar
1192,hacken::V,рубить,rachar
1193,gießen::V,полить,regar
1194,reifen::V,созреть,amadurecer
1195,zubereiten::V,приготовить,preparar
1196,kochen::V,варить,cozer
1197,backen::V,печь,cozer
1198,braten::V,жарить,assar
1199,braten::V,жарить,fritar
1200,umrühren::V,перемешать,remexer
1201,stricken::V,вязать,tricotar
1202,stricken::V,вязать,fazer malha
1203,nähen::V,шить,coser
1204,nähen::V,шить,costurar
1205,färben::V,покрасить,tingir
1206,färben::V,покрасить,colorir
1207,reinigen::V,очистить,limpar
1208,reinigen::V,очистить,purificar
1209,waschen::V,стирать,lavar
1210,abwischen::V,вытереть,limpar
1211,abwischen::V,вытереть,esfregar
1212,spülen::V,полоскать,lavar
1213,spülen::V,полоскать,enxaguar
1214,fegen::V,подметать,varrer
1215,kehren::V,мести,varrer
1216,baden::V,купаться,banhar
1217,baden::V,купаться,tomar banho
1218,sich waschen::V,мыться,lavar-se
1219,ausziehen::V,снять,despir
1220,anziehen::V,надеть,vestir
1221,sich anziehen::V,одеться,vestir-se
1222,kämmen::V,причесать,pentear
1223,schmücken::V,украсить,adornar
1224,sagen::V,сказать,dizer
1225,sprechen::V,говорить,falar
1226,reden::V,разговаривать,falar
1227,sich unterhalten::V,беседовать,conversar
1228,fragen::V,спросить,perguntar
1229,bitten::V,просить,pedir
1230,erzählen::V,рассказать,contar
1231,mitteilen::V,сообщить,comunicar
1232,mitteilen::V,сообщить,participar
1233,nennen::V,назвать,nomear
1234,nennen::V,назвать,apelidar
1235,rufen::V,звать,chamar
1236,prahlen::V,хвастаться,gabar-se
1237,prahlen::V,хвастаться,vangloriar-se
1238,übersetzen::V,перевести,traduzir
1239,denken::V,думать,pensar
1240,glauben::V,верить,crer
1241,bemerken::V,заметить,notar
1242,bemerken::V,заметить,observar
1243,erkennen::V,узнать,reconhecer
1244,begreifen::V,понять,apreender
1245,begreifen::V,понять,compreender
1246,begreifen::V,постичь,apreender
1247,begreifen::V,постичь,compreender
1248,verstehen::V,услышать,entender
1249,verstehen::V,услышать,compreender
1250,lernen::V,учиться,aprender
1251,wissen::V,знать,saber
1252,sich erinnern an::V,вспомнить,lembrar-se de
1253,sich erinnern an::V,вспомнить,recordar-se de
1254,vergessen::V,забыть,esquecer
1255,messen::V,мерить,medir
1256,zählen::V,считать,contar
1257,rechnen::V,считать,calcular
1258,lesen::V,читать,ler
1259,malen::V,рисовать,pintar
1260,zeichnen::V,рисовать,desenhar
1261,schreiben::V,писать,escrever
1262,besitzen::V,иметь,possuir
1263,kaufen::V,купить,comprar
1264,verkaufen::V,продать,vender
1265,bezahlen::V,заплатить,pagar
1266,zahlen::V,платить,pagar
1267,beherrschen::V,владеть,imperar
1268,ertragen::V,вытерпеть,suportar
