,Concept_ID,sah,he
759,neun::NUM,тоҕус,תשעה
760,zehn::NUM,уон,עשרה
761,elf::NUM,уон биир,אחת עשרה
762,zwölf::NUM,уон икки,שתים עשרה
763,zwanzig::NUM,сүүрбэ,עשרים
764,dreißig::NUM,отут,שלושים
765,vierzig::NUM,түөрт уон,ארבעים
766,fünfzig::NUM,биэс уон,חמשים
767,sechzig::NUM,алта уон,ששים
768,siebzig::NUM,сэттэ уон,שבעים
769,achtzig::NUM,аҕыс уон,שמונים
770,neunzig::NUM,тоҕус уонус,תשעים
771,hundert::NUM,сүүс,מאה
772,tausend::NUM,тыһыынча,אלף
773,und::CNJ,да,ו
774,und::CNJ,уонна,ו
775,und::CNJ,итиэннэ,ו
776,oder::CNJ,эбэтэр,או
777,stehen::V,тур,עמד
778,sitzen::V,олор,ישב
779,liegen::V,сыт,שכב
780,hängen::V,санньылый,היה תלוי
781,werden::V,буол,הפך ל
782,passieren::V,буол,קרה
783,beginnen::V,саҕалан,התחיל
784,enden::V,бүт,הסתים
785,wechseln::V,уларый,השתנה
786,aufgehen[Sonne]::V,ой,זרח
787,untergehen[Sonne]::V,киир,שקע
788,scheinen[Sonne]::V,сырдат,בהק
789,donnern::V,эт,רעם
790,wehen::V,үр,נשב
791,strömen::V,кутулун,זרם
792,fließen::V,сүүр,זרם
793,sich drehen::V,эргий,הסתובב
794,schwanken::V,биэтэҥнээ,התנודד
795,schwingen::V,эйэҥнээ,התנענע
796,fallen::V,оҕут,נפל
797,brennen::V,умай,בער
798,rauchen::V,буруолаа,עשן
799,regnen::V,самыырдаа,ירד גשם
800,gefrieren::V,тоҥ,קפא
801,tauen::V,ир,נמס
802,schmelzen::V,уулун,התיך
803,trocknen::V,куур,התיבש
804,sieden::V,оргуй,רתח
805,faulen::V,сытый,רקב
806,verfaulen::V,сытыйан_хаал,רקב
807,reißen::V,хайыт,נקרע
808,reißen::V,быһытталан,נקרע
809,versinken::V,тимир,טבע
810,versinken::V,батылын,טבע
811,vergehen::V,дьай,עבר
812,erscheinen::V,көһүн,נגלה
813,erscheinen::V,көһүн,הופיע
814,verschwinden::V,сүт,נעלם
815,sinken::V,намтаа,ירד
816,abnehmen::V,аччаа,הפחית
817,zunehmen::V,элбээ,רבה
818,steigen::V,үрдээ,עלה
819,wachsen::V,үүн,גדל
820,glänzen::V,кылбай,נצץ
821,glänzen::V,кылбай,בהק
822,funkeln::V,күлүмнээ,נצנץ
823,funkeln::V,күлүмүрдээ,נצנץ
824,lärmen::V,тыаһаа,רעש
825,läuten::V,собуоннаа,צלצל
826,klingeln::V,линкинээ,צלצל
827,klirren::V,айгырат,קרקש
828,brausen::V,сирилээ,געש
829,rauschen::V,суугунаа,רשרש
830,klingen::V,доргуй,נשמע
831,bellen::V,үр,נבח
832,heulen::V,улуй,ילל
833,blasen::V,үр,נשף
834,pfeifen::V,иһиир,שרק
835,schreien::V,кылан,צעק
836,schreien::V,хаһыытаа,צעק
837,stöhnen::V,ынчыктаа,נאנק
838,zittern::V,титирээ,רעד
839,zittern::V,дьигиһий,רעד
840,leben::V,олор,חי
841,geboren werden::V,төрөө,נולד
842,atmen::V,тыын,נשם
843,trinken::V,ис,שתה
844,essen::V,аһаа,אכל
845,schlucken::V,ыйыһын,בלע
846,müde werden::V,сылай,התעיף
847,einschlafen::V,утуйан хаал,נרדם
848,schlafen::V,утуй,ישן
849,schlafen::V,утуйа сыт,ישן
850,aufwachen::V,уһугун,התעורר
851,aufstehen::V,тур,קם
852,sich erholen::V,сынньан,נפש
853,krank werden::V,ыарый,חלה
854,krank sein::V,ыарый,היה חולה
855,krank sein::V,ыарыт,היה חולה
856,schmerzen::V,ыарыт,כאב
857,husten::V,сөтөлүн,השתעל
858,genesen::V,көн,הבריא
859,sterben::V,өл,מת
860,umkommen::V,өл,נספה
861,umkommen::V,оҕут,נספה
862,sich bewegen::V,хамсаа,נע
863,sich rühren::V,хамсаа,זז
864,sich erheben::V,тур,קם
865,sich setzen::V,олор,התישב
866,hinfallen::V,оҕут,נפל
867,laufen::V,хаам,הלך ברגל
868,schreiten::V,атыллаа,פסע
869,spazierengehen::V,дьаарбай,טיל
870,eilen::V,тиэтэй,אץ
871,eilen::V,тиэтэй,מהר
872,sich beeilen::V,ыксаа,מהר
873,sausen::V,элээр,אץ
874,rennen::V,сүүрэкэлээ,רץ
875,springen::V,ой,קפץ
876,springen::V,ыстан,קפץ
877,klettern::V,ытын,טפס
878,schaukeln::V,эйэҥнээ,התנדנד
879,schaukeln::V,биэрэҥнээ,התנדנד
880,kriechen::V,сыыл,זחל
881,schwimmen::V,уһун,שחה
882,schwimmen::V,харбаа,שחה
883,tauchen::V,умус,צלל
884,rudern::V,эрт,חתר
885,fahren::V,айаннаа,נסע
886,fliegen::V,көт,עף
887,gehen::V,бар,הלך
888,weggehen::V,бар,עזב
889,abfahren::V,бар,יצא
890,anhalten::V,тохтоо,עצר
891,hineingehen::V,киир,נכנס
892,eintreten::V,киир,נכנס
893,kommen::V,кэл,בא
894,ankommen::V,кэл,הגיע
895,ankommen::V,тиий,הגיע
896,zurückkommen::V,төнүн,שב
897,zurückkommen::V,төнүн,חזר
898,bleiben::V,хаал,נשאר
899,warten::V,көһүт,חכה
900,warten::V,көһүт,המתין
901,erwarten::V,күүт,צפה
902,erwarten::V,көһүт,צפה
903,suchen::V,ирдээ,חפש
904,suchen::V,көрдөө,חפש
905,finden::V,бул,מצא
906,versuchen::V,сорун,נסה
907,vorbereiten::V,бэлэмнээ,הכין
908,lieben::V,таптаа,אהב
909,mögen::V,сөбүл,אהב
910,lachen::V,күл,צחק
911,rühren::V,долгут,נגע ללב
912,weinen::V,ытаа,בכה
913,schimpfen::V,үөҕүс,גער
914,sich ärgern::V,кыыһыр,זעם
915,sich ärgern::V,кыыһыр,כעס
916,sich ärgern::V,кыйахан,זעם
917,sich ärgern::V,кыйахан,כעס
918,sich fürchten::V,куттан,פחד
919,sich fürchten::V,куттан,חשש
920,sich fürchten::V,дьиксин,פחד
921,sich fürchten::V,дьиксин,חשש
922,fürchten::V,дьиксин,פחד מ
923,fürchten::V,дьиксин,חשש מ
924,fürchten::V,куттан,פחד מ
925,fürchten::V,куттан,חשש מ
926,fliehen::V,күрээ,ברח
927,flüchten::V,күрээ,נמלט
928,sehen::V,көр,ראה
929,anschauen::V,көр,הביט
930,ansehen::V,көр,התבונן
931,hören::V,бил,שמע
932,hören::V,иһит,שמע
933,zuhören::V,иһит,הקשיב
934,probieren::V,боруобалаан көр,נסה
935,probieren::V,амсайан көр,נסה
936,riechen::V,сытырҕаа,הריח
937,fühlen::V,бил,חש
938,scheinen::V,көһүн,נדמה
939,zu sehen sein::V,көһүн,נראה
940,vernehmen::V,иһит,נודע ל
941,frieren::V,тоҥ,קר ל
942,frieren::V,үлүй,קר ל
943,tun::V,гын,פעל
944,können::V,кыай,יכל
945,wollen::V,баҕар,רצה
946,anfangen::V,саҕалаа,התחיל
947,beenden::V,бүтэр,גמר
948,aufhören::V,уурай,סים
949,gelingen::V,сатан,הצליח
950,geraten::V,баар буолан биэр,עלה
951,geraten::V,баар буола тус,עלה
952,geraten::V,буолан таҕыс,עלה
953,öffnen::V,ас,פתח
954,schließen::V,сап,סגר
955,schließen::V,хатаа,סגר
956,stellen::V,уур,העמיד
957,stellen::V,туруор,העמיד
958,setzen::V,туруор,הושיב
959,setzen::V,уур,הושיב
960,legen::V,уур,שם
961,berühren::V,тыыт,נגע
962,berühren::V,таарый,נגע
963,verbinden::V,кэлгий,קשר
964,bedecken::V,бүрүй,כסה
965,aufhängen::V,ыйаа,תלה
966,anzünden::V,умат,הצית
967,aufheben::V,өрө тарт,אסף
968,zurücklassen::V,бырах,השאיר
969,verlieren::V,сүтэр,אבד
970,fallen lassen::V,түһэр,שמט
971,fallen lassen::V,түһэр,הפיל
972,fallen lassen::V,мүлчү тут,שמט
973,fallen lassen::V,мүлчү тут,הפיל
974,machen::V,оҥор,עשה
975,machen::V,оҥоһун,עשה
976,herstellen::V,оҥор,יצר
977,bauen::V,тут,בנה
978,reparieren::V,абырахтаа,תקן
979,verbessern::V,тупсар,שפר
980,ändern::V,уларыт,שנה
981,graben::V,хас,חפר
982,beugen::V,бокут,כפף
983,beugen::V,токурут,כפף
984,beugen::V,бүк баттаа,כפף
985,biegen::V,иэх,כופף
986,biegen::V,өҕүлүннэр,כופף
987,drehen::V,эргит,סובב
988,drehen::V,эргичит,סובב
989,wenden::V,эргилин,הפך
990,umdrehen::V,түҥнэр,סובב
991,heben::V,көтөх,הרים
992,hochheben::V,таһаар,הרים
993,ergreifen::V,тут,אחז
994,halten::V,тут,החזיק
995,drücken::V,ык,לחץ
996,schieben::V,ас,הזיז
997,kratzen::V,кыһыы,שרט
998,kratzen::V,кыһыы,שפשף
999,lecken::V,салаа,לקק
1000,beißen::V,ытыр,נשך
1001,abreißen::V,быһа тарт,קרע
1002,abreißen::V,туура тарт,קרע
1003,abschneiden::V,быс,חתך
1004,abschneiden::V,быһан ыл,חתך
1005,abschneiden::V,быһа баттаа,חתך
1006,binden::V,кэлгий,קשר
1007,stecken::V,батары ас,תקע
1008,brechen::V,тоһут,שבר
1009,klopfen::V,тоҥсуй,נקש
1010,hauen::V,оҕус,הכה
1011,kleben::V,силимнээ,הדביק
1012,reiben::V,аал,שפשף
1013,streichen::V,сыбаа,מרח
1014,schleifen::V,чочуй,השחיז
1015,schneiden::V,быс,גזר
1016,rütteln::V,иэҕэҥнэт,נענע
1017,schütteln::V,сахсый,נער
1018,schwenken::V,дайбаа,נופף
1019,schwenken::V,дайбаа,טלטל
1020,schütten::V,кут,שפך
1021,füllen::V,толор,מלא
1022,einwickeln::V,суулаа,עטף
1023,tragen::V,ит,נשא
1024,schleppen::V,сос,סחב
1025,ziehen::V,тарт,משך
1026,aufbewahren::V,уур,שמר
1027,aufbewahren::V,харай,שמר
1028,werfen::V,бырах,זרק
1029,fangen::V,хап,תפס
1030,packen::V,тут,אחז
1031,verstecken::V,саһыар,החביא
1032,teilen::V,үллэр,חלק
1033,schicken::V,ыыт,שלח
1034,bringen::V,аҕал,הביא
1035,hinzufügen::V,эп,הוסיף
1036,bekommen::V,ыл,תפס
1037,bekommen::V,булун,תפס
1038,erhalten::V,ыл,קבל
1039,nehmen::V,ыл,אחז
1040,wählen::V,быыбардаа,בחר
1041,auswählen::V,тал,בחר ב
1042,bewahren::V,харай,קים
1043,behindern::V,мэһэйдээ,מנע
1044,verderben::V,буорту гын,מנע
1045,beschädigen::V,алдьат,הזיק
1046,zerbrechen::V,үлтүрүт,נשבר
1047,zerreißen::V,хайыта тарт,קרע
1048,zerstören::V,алдьат,הרס
1049,zerstören::V,алдьат,השמיד
1050,verbrennen::V,уоттаа,שרף
1051,geben::V,биэр,נתן
1052,reichen::V,аҕал,העביר
1053,schenken::V,бэлэхтээ,נתן במתנה
1054,versprechen::V,эрэннэр,הבטיח
1055,wünschen::V,баҕар,אחל
1056,loben::V,хайҕаа,שבח
1057,küssen::V,уураа,נשק
1058,wiegen::V,бигээ,נדנד
1059,zudecken::V,сап,כסה
1060,zudecken::V,бүрүй,כסה
1061,wecken::V,уһугуннар,עורר
1062,zeigen::V,көрдөр,הראה
1063,führen::V,салай,הביא
1064,führen::V,салай,הוביל
1065,lehren::V,үөрэт,למד
1066,unterrichten::V,үөрэт,למד
1067,aufziehen::V,иит,רומם
1068,leiten::V,салай,נהל
1069,antreiben::V,кыһай,המרץ
1070,lassen::V,күһэй,נתן
1071,einladen::V,ыҥыр,הזמין
1072,vereinigen::V,холбоо,אחד
1073,vereinigen::V,холбоо,לכד
1074,vereinigen::V,түм,אחד
1075,vereinigen::V,түм,לכד
1076,besuchen::V,сырыт,בקר
1077,besuchen::V,билсэ сырыт,בקר
1078,treffen::V,көрүс,פגש
1079,sich versammeln::V,мүһүн,התאסף
1080,sich versammeln::V,түмүс,התאסף
1081,spielen::V,оонньоо,שחק
1082,singen::V,ыллаа,שר
1083,tanzen::V,үҥкүүлээ,רקד
1084,sich trennen::V,араҕыс,נפרד
1085,verlassen::V,хааллар,עזב
1086,retten::V,өрүһүй,הציל
1087,bewachen::V,араҥаччылаа,שמר
1088,schützen::V,көмүскээ,אבטח
1089,verteidigen::V,көмүскээ,הגן
1090,sich schlagen::V,охсус,התכתש
1091,schießen::V,ытыалаа,ירה
1092,siegen::V,хот,גבר
1093,siegen::V,хот,נצח
1094,siegen::V,кыай,גבר
1095,siegen::V,кыай,נצח
1096,ärgern::V,кыыһырт,עצבן
1097,schlagen::V,оҕус,הכה
1098,schlagen::V,оҕус,הלקה
1099,treten::V,тэп,בעט
1100,stechen::V,кэй,דקר
1101,stoßen::V,кэп,דחק
1102,stoßen::V,үтүрүй,דחק
1103,stehlen::V,уор,גנב
1104,stören::V,мэһэйдээ,קטע
1105,stören::V,мэһэйдээ,הפריע
1106,belästigen::V,батар,הציק
1107,belästigen::V,батар,הטריד
1108,verbergen::V,кистээ,הצניע
1109,täuschen::V,албыннаа,שגע
1110,betrügen::V,албыннаа,הונה
1111,töten::V,өлөр,הרג
1112,wohnen::V,олор,גר
1113,arbeiten::V,үлэлээ,עבד
1114,sammeln::V,мус,אסף
1115,sammeln::V,хомуй,אסף
1116,pflücken::V,үргээ,קטף
1117,jagen::V,бултаа,צד
1118,fischen::V,балыктаа,דג
1119,fassen::V,тут,תפס
1120,hüten::V,манаа,רעה
1121,treiben::V,үүр,הוציא
1122,anbinden::V,баай,קשר
1123,füttern::V,аһат,הלעיט
1124,melken::V,ыа,חלב
1125,hacken::V,кэрт,קצץ
1126,gießen::V,сиигирт,השקה
1127,reifen::V,бус,בשל
1128,zubereiten::V,бэлэмнээ,הכין
1129,kochen::V,буһар,בשל
1130,backen::V,буһар,אפה
1131,braten::V,хооруй,צלה
1132,braten::V,хооруй,טגן
1133,braten::V,ыһаарылаа,צלה
1134,braten::V,ыһаарылаа,טגן
1135,braten::V,соркуойдаа,צלה
1136,braten::V,соркуойдаа,טגן
1137,umrühren::V,былаа,ערבב
1138,stricken::V,өр,סרג
1139,nähen::V,иистэн,תפר
1140,färben::V,кырааскалаа,צבע
1141,reinigen::V,ыраастаа,נקה
1142,waschen::V,сууй,רחץ
1143,waschen::V,сууй,כבס
1144,abwischen::V,сот,נגב
1145,spülen::V,сайҕаа,שטף
1146,fegen::V,сиппий,טאטא
1147,kehren::V,харбаа,טאטא
1148,baden::V,сөтүөлээ,טבל
1149,baden::V,сөтүөлээ,שחה
1150,sich waschen::V,суун,התרחץ
1151,ausziehen::V,уһул,הוריד
1152,anziehen::V,кэтэрт,לבש
1153,sich anziehen::V,таҥын,התלבש
1154,kämmen::V,тараа,סרק
1155,schmücken::V,симээ,קשט
1156,sagen::V,диэ,אמר
1157,sprechen::V,эт,דבר
1158,sprechen::V,саҥар,דבר
1159,reden::V,кэпсэт,דבר
1160,sich unterhalten::V,кэпсэт,שוחח
1161,fragen::V,ыйыт,שאל
1162,bitten::V,көрдөс,בקש
1163,erzählen::V,кэпсээ,ספר
1164,erzählen::V,сэһэргээ,ספר
1165,mitteilen::V,биллэр,מסר
1166,mitteilen::V,биллэр,הודיע
1167,nennen::V,ааттаа,קרא בשם
1168,rufen::V,ыҥыр,גיס
1169,rufen::V,ыҥыр,הזמין לבוא
1170,prahlen::V,чабылан,התרברב
1171,prahlen::V,киһиргээ,התרברב
1172,übersetzen::V,тылбаастаа,תרגם
1173,denken::V,санаа,חשב
1174,denken::V,толкуйдаа,חשב
1175,glauben::V,итэҕэй,האמין
1176,bemerken::V,бэлиэтээ,הבחין
1177,erkennen::V,бил,זהה
1178,begreifen::V,өйдөө,קלט
1179,begreifen::V,өйдөө,הבין
1180,verstehen::V,өйдөө,הבין
1181,lernen::V,үөрэн,למד
1182,wissen::V,бил,ידע
1183,sich erinnern an::V,аҕын,זכר
1184,vergessen::V,умун,שכח
1185,messen::V,кэмнээ,מדד
1186,messen::V,кээмэйдээ,מדד
1187,zählen::V,аах,ספר
1188,rechnen::V,аах,חשב
1189,lesen::V,аах,קרא
1190,malen::V,уруһуйдаа,ציר
1191,zeichnen::V,уруһуйдаа,שרטט
1192,schreiben::V,суруй,כתב
1193,besitzen::V,баһылаа,היה בעל של
1194,kaufen::V,атыылас,קנה
1195,kaufen::V,атыылас,רכש
1196,verkaufen::V,атыылаа,מכר
1197,bezahlen::V,төлөө,שלם
1198,zahlen::V,төлөө,שלם
1199,beherrschen::V,баһылаа,שלט
1200,ertragen::V,тулуй,סבל
