,Concept_ID,ps,et
791,damals::ADV,هغه وخت,tookord
792,danach::ADV,بیا,seejärel
793,vorher::ADV,دمخه,enne
794,zuerst::ADV,لومړی,enne
795,zuerst::ADV,لومړی,esmalt
796,einmal::ADV,یو ځل,kord
797,einmal::ADV,یو ځل,üks kord
798,manchmal::ADV,ګاهی ګاهی,mõnikord
799,oft::ADV,ډېر ځله,tihti
800,oft::ADV,ډېر ځله,sageli
801,immer::ADV,تل,ikka
802,immer::ADV,تل,alati
803,immer::ADV,همېشه,ikka
804,immer::ADV,همېشه,alati
805,niemals::ADV,هیڅکله نه,mitte kunagi
806,hier::ADV,دلته,siin
807,hierhin::ADV,دلته,siia
808,hierhin::ADV,دې ځای ته,siia
809,von hier::ADV,د دې ځای نه,siit
810,dort::ADV,هلته,seal
811,dorthin::ADV,هلته,sinna
812,dorthin::ADV,هغه ځای ته,sinna
813,geradeaus::ADV,مخامخ,otse edasi
814,vorwärts::ADV,مخ پهٔ وړاندې,edasi
815,rückwärts::ADV,بېرته,tagurpidi
816,zurück::ADV,بېرته,tagasi
817,unten::ADV,لاندي,all
818,unten::ADV,لاندي,allpool
819,hinab::ADV,ښکته,alla
820,oben::ADV,پورته,ülal
821,hinauf::ADV,پاس,üles
822,überall::ADV,هره خوا,kõikjal
823,nicht::ADV,نه,ei
824,nicht::ADV,نه,mitte
825,ein wenig::ADV,یو څه,veidi
826,ein wenig::ADV,یو څه,natuke
827,kaum::ADV,ایله,vaevalt
828,sehr::ADV,ډېر,väga
829,sehr::ADV,زيات,väga
830,so::ADV,داسې,nii
831,so::ADV,دومره,nii
832,noch::ADV,نور,veel
833,nur::ADV,تش,ainult
834,nur::ADV,صرف,ainult
835,schon::ADV,دمخه,juba
836,wieder::ADV,بیا,jälle
837,vergebens::ADV,عبث,asjata
838,vor::PRP,دمخه,ees
839,hinter::PRP,شاته,taha
840,unter::PRP,لاندي,all
841,durch::PRP,د مینځ نه,läbi
842,durch::PRP,د مینځ نه,kaudu
843,neben::PRP,نژدې,kõrval
844,zwischen::PRP,ترمینځ,vahel
845,wegen::PRP,د ... له لاسه,tõttu
846,wegen::PRP,د ... له لاسه,pärast
847,dies::PRN,دا,see
848,das::PRN,دا,see
849,alles::PRN,هرڅهٔ,kõik
850,ich::PRN,زه,mina
851,du::PRN,ته,sina
852,er::PRN,دی,tema
853,wir::PRN,مونږ,me
854,ihr::PRN,تاسې,te
855,sie::PRN,هغوی,nad
856,was::FPRN,څهٔ,mis
857,wer::FPRN,چا,kes
858,wer::FPRN,څوک,kes
859,wo::FADV,چيری,kus
860,wo::FADV,چېرته,kus
861,wohin::FADV,چېرته,kuhu
862,wie::FADV,څنګه,kuidas
863,warum::FADV,ولې,miks
864,wieviel::FNUM,څو,mitu
865,wieviel::FNUM,څو,kui palju
866,wieviel::FNUM,څومره,mitu
867,wieviel::FNUM,څومره,kui palju
868,eins::NUM,یو,üks
869,zwei::NUM,دوه,kaks
870,drei::NUM,درې,kolm
871,vier::NUM,څلور,neli
872,fünf::NUM,پنځه,viis
873,sechs::NUM,شپږ,kuus
874,sieben::NUM,اوه,seitse
875,acht::NUM,اته,kaheksa
876,neun::NUM,نهه,üheksa
877,zehn::NUM,لس,kümme
878,elf::NUM,یوولس,üksteist
879,zwölf::NUM,دولس,kaksteist
880,zwanzig::NUM,شل,kakskümmend
881,dreißig::NUM,دېرش,kolmkümmend
882,vierzig::NUM,څلوېښت,nelikümmend
883,fünfzig::NUM,پنځوس,viiskümmend
884,sechzig::NUM,شپېته,kuuskümmend
885,siebzig::NUM,اویا,seitsekümmend
886,achtzig::NUM,اتیا,kaheksakümmend
887,neunzig::NUM,نوي,üheksakümmend
888,hundert::NUM,سل,sada
889,tausend::NUM,زر,tuhat
890,und::CNJ,او,ja
891,oder::CNJ,ېا,või
892,stehen::V,درېدل,seisma
893,sitzen::V,کښېنستل,istuma
894,liegen::V,ملاستل,lamama
895,hängen::V,ځړېدل,rippuma
896,werden::V,کېدل,saama
897,werden::V,کېدل,hakkama
898,passieren::V,پېښېدل,juhtuma
899,beginnen::V,شروع کېدل,algama
900,beginnen::V,شروع کېدل,hakkama
901,enden::V,خلاصدل,lõppema
902,enden::V,تمامېدل,lõppema
903,wechseln::V,تغییر موندل,vahelduma
904,aufgehen[Sonne]::V,ختل,tõusma
905,untergehen[Sonne]::V,لوېدل,loojuma
906,untergehen[Sonne]::V,پرېوتل,loojuma
907,scheinen[Sonne]::V,رڼا کول,paistma
908,donnern::V,تنېدل,kõmisema
909,donnern::V,غړمبېدل,kõmisema
910,wehen::V,چلېدل,puhuma
911,strömen::V,بهېدل,voolama
912,fließen::V,بهېدل,voolama
913,fließen::V,تویېدل,voolama
914,sich drehen::V,ګرځېدل,pöörduma
915,sich drehen::V,چورلېدل,pöörduma
916,schwanken::V,زنګېدل,kõikuma
917,schwingen::V,زنګېدل,võnkuma
918,fallen::V,ولېدل,langema
919,brennen::V,سوځېدل,põlema
920,rauchen::V,لوګی کول,suitsema
921,regnen::V,باران اورېدل,sadama
922,gefrieren::V,کنګل نيول,kinni külmuma
923,tauen::V,وېلې کېدل,sulama
924,schmelzen::V,وېلې کېدل,sulama
925,trocknen::V,وچېدل,kuivama
926,sieden::V,اېشېدل,keema
927,faulen::V,خرابېدل,mädanema
928,verfaulen::V,ورستېدل,mädanema
929,reißen::V,شلېدل,rebenema
930,versinken::V,ډوېېدل,uppuma
931,vergehen::V,تېرېدل,mööduma
932,erscheinen::V,ښکارېدل,ilmuma
933,verschwinden::V,ورکېدل,kaduma
934,sinken::V,ښکته کېدل,vajuma
935,sinken::V,ښکته کېدل,langema
936,abnehmen::V,کمېدل,vähenema
937,abnehmen::V,کمېدل,kahenema
938,zunehmen::V,زیاتېدل,kasvama
939,steigen::V,جګېدل,tõusma
940,steigen::V,جګېدل,üles minema
941,steigen::V,پورته کېدل,tõusma
942,steigen::V,پورته کېدل,üles minema
943,wachsen::V,وده کول,kasvama
944,glänzen::V,ځلېدل,läikimä
945,funkeln::V,پړکېدل,sädelema
946,lärmen::V,غال و غول کول,lärmama
947,läuten::V,زنګ وهل,helisema
948,klingeln::V,زنګ وهل,helisema
949,klirren::V,کړنګېدل,kõlisema
950,brausen::V,تلاطم کول,kohisema
951,rauschen::V,شڼهار کول,kohisema
952,klingen::V,آواز کول,kõlama
953,bellen::V,غپېدل,haukuma
954,heulen::V,انګلل,uluma
955,blasen::V,پو کول,puhuma
956,pfeifen::V,شپېلک وهل,vilistama
957,schreien::V,ناره کول,karjuma
958,stöhnen::V,زګېروی کول,oigama
959,zittern::V,لړزېدل,värisema
960,leben::V,ژوند کول,elama
961,leben::V,ژوند کول,elus olema
962,geboren werden::V,زېږېدل,sündima
963,atmen::V,ساه کښل,hingama
964,atmen::V,تنفس کول,hingama
965,trinken::V,څښل,jooma
966,essen::V,خوړل,sööma
967,schlucken::V,غړپول,neelama
968,müde werden::V,ستړی کېدل,väsima
969,einschlafen::V,ویده کېدل,uinuma
970,schlafen::V,خوب کول,magama
971,aufwachen::V,ویښېدل,ärkama
972,aufstehen::V,پاڅېدل,ärkama
973,aufstehen::V,پاڅېدل,üles tõusma
974,sich erholen::V,استراحت کول,puhkama
975,krank werden::V,رنځورېدل,haigestuma
976,krank werden::V,رنځورېدل,haigeks jääma
977,krank sein::V,ناجوړېدل,haige olema
978,schmerzen::V,خوږېدل,valutama
979,schmerzen::V,درد کول,valutama
980,husten::V,ټوخېدل,köhima
981,genesen::V,رغېدل,toibuma
982,sterben::V,مړل,surema
983,umkommen::V,تلفېدل,surma saama
984,sich bewegen::V,چلېدل,liikuma
985,sich bewegen::V,حرکت کول,liikuma
986,sich rühren::V,ښورېدل,liikuma
987,sich erheben::V,درېدل,kerkima
988,sich setzen::V,کښېنستل,istet võtma
989,hinfallen::V,لوېدل,kukkuma
990,hinfallen::V,لوېدل,maha kukkuma
991,laufen::V,منډې وهل,kõndima
992,schreiten::V,قدم ایښودل,astuma
993,spazierengehen::V,چکر وهل,jalutama
994,eilen::V,بېړه کول,ruttama
995,eilen::V,بېړه کول,kiirustama
996,sich beeilen::V,عجله کول,ruttama
997,sich beeilen::V,عجله کول,kiirustama
998,sausen::V,ځغستل,kihutama
999,sausen::V,ځغستل,tormama
1000,rennen::V,زغلېدل,jooksma
1001,rennen::V,زغلېدل,kihutama
1002,springen::V,ټوپ وهل,hüppama
1003,klettern::V,ختل,ronima
1004,schaukeln::V,زنګېدل,kiikuma
1005,kriechen::V,خاپوړی وهل,roomama
1006,schwimmen::V,لامبو وهل,ujuma
1007,tauchen::V,غوټه وهل,sukelduma
1008,rudern::V,پارو وهل,sõudma
1009,fahren::V,تلل,sõitma
1010,fliegen::V,الوتل,lendama
1011,gehen::V,تلل,käima
1012,gehen::V,تلل,minema
1013,weggehen::V,بهر وتل,ära minema
1014,weggehen::V,بهر وتل,välja minema
1015,abfahren::V,تلل,väljuma
1016,abfahren::V,تلل,ära sõitma
1017,anhalten::V,ودرېدل,peatuma
1018,hineingehen::V,داخلېدل,sisenema
1019,hineingehen::V,داخلېدل,sisse minema
1020,eintreten::V,ننوتل,sisenema
1021,eintreten::V,ننوتل,sisse astuma
1022,kommen::V,راتلل,tulema
1023,ankommen::V,رسېدل,saabuma
1024,zurückkommen::V,بېرته راتلل,tagasi tulema
1025,bleiben::V,پاتې کېدل,jääma
1026,warten::V,انتظار وېستل,ootama
1027,erwarten::V,انتظار کول,ootama
1028,erwarten::V,انتظار کول,lootma
1029,suchen::V,لټول,otsima
1030,finden::V,میندل,leidma
1031,finden::V,پیدا کول,leidma
1032,versuchen::V,هڅه کول,püüdma
1033,versuchen::V,هڅه کول,üritama
1034,versuchen::V,هڅه کول,katsetama
1035,vorbereiten::V,چمتوکول,valmistama
1036,lieben::V,مینه لرل,armastama
1037,mögen::V,خوښول,sallima
1038,mögen::V,خوښول,meeldima
1039,mögen::V,علاقه لرل,sallima
1040,mögen::V,علاقه لرل,meeldima
1041,lachen::V,خندېدل,naerma
1042,rühren::V,اغېزه کول,liigutama
1043,rühren::V,اغېزه کول,heldima panema
1044,weinen::V,ژړل,nutma
1045,schimpfen::V,ښکنځا کول,sõimama
1046,sich ärgern::V,قهر راتلل,ärrituma
1047,sich ärgern::V,قهر راتلل,vihastuma
1048,sich fürchten::V,ډارېدل,kartma
1049,sich fürchten::V,ډارېدل,hirmu tundma
1050,fürchten::V,ډارېدل,kartma
1051,fliehen::V,تښتېدل,põgenema
1052,flüchten::V,تښتېدل,põgenema
1053,sehen::V,لیدل,nägema
1054,anschauen::V,کتل,vaatama
1055,ansehen::V,ننداره کول,vaatama
1056,hören::V,اورېدل,kuulma
1057,zuhören::V,غوږ نیول,kuulama
1058,probieren::V,څکه کول,proovima
1059,probieren::V,چاشنی کول,proovima
1060,riechen::V,بويول,nuusutama
1061,fühlen::V,حسول,tundma
1062,scheinen::V,ښکارېدل,näida
1063,scheinen::V,ښکارېدل,ilmuda
1064,zu sehen sein::V,ښکارېدل,ilmuma
1065,vernehmen::V,خبرېدل,üle kuulama
1066,frieren::V,ساړه کېتل,külmetada
1067,tun::V,کول,tegema
1068,können::V,کولای شول,võima
1069,können::V,کولای شول,oskama
1070,können::V,د لاسه کېدل,võima
1071,können::V,د لاسه کېدل,oskama
1072,wollen::V,غوښتل,tahtma
1073,anfangen::V,شروع کول,hakkama
1074,anfangen::V,شروع کول,alustama
1075,beenden::V,ختمول,lõpetama
1076,beenden::V,پای ته رسول,lõpetama
1077,aufhören::V,بس کول,lakkama
1078,gelingen::V,موفق کېدل,õnnestuma
1079,gelingen::V,بریالی کېدل,õnnestuma
1080,geraten::V,کېدل,jõudma
1081,öffnen::V,خلاصول,avama
1082,öffnen::V,پرانیستل,avama
1083,schließen::V,تړل,sulgema
1084,stellen::V,ایښودل,panema
1085,stellen::V,ایښودل,asetama
1086,setzen::V,کښېنول,panema
1087,legen::V,ایښودل,panema
1088,legen::V,ایښودل,asetama
1089,berühren::V,لاس وهل,riivama
1090,berühren::V,لاس وهل,puudutama
1091,verbinden::V,تړل,ühendama
1092,bedecken::V,پوښول,katma
1093,aufhängen::V,ځوړندول,riputama
1094,anzünden::V,بلول,süütama
1095,aufheben::V,پورته کول,üles tõstma
1096,zurücklassen::V,پرېښودل,jätma
1097,verlieren::V,ورکول,kaotama
1098,fallen lassen::V,له لاسه لوېدل,maha pillama
1099,fallen lassen::V,له لاسه لوېدل,kukkuda laskma
1100,machen::V,کول,tegema
1101,herstellen::V,جوړول,valmistama
1102,herstellen::V,توليدول,valmistama
1103,bauen::V,جوړول,ehitama
1104,reparieren::V,ترمیمول,parandama
1105,verbessern::V,اصلاح کول,parandama
1106,ändern::V,تغیر ورکول,muutma
1107,ändern::V,تغیر ورکول,ümber tegema
1108,graben::V,کيندل,kaevama
1109,beugen::V,ټیټول,painutama
1110,biegen::V,کږول,painutama
1111,drehen::V,ګرځول,keerama
1112,wenden::V,اړول,ümber pöörama
1113,umdrehen::V,اړول,ümber keerama
1114,heben::V,جګول,tõstma
1115,heben::V,پورته کول,tõstma
1116,hochheben::V,جګول,üles tõstma
1117,hochheben::V,جګول,kõrgele tõstma
1118,ergreifen::V,نیول,haarama
1119,halten::V,نیول,hoidma
1120,drücken::V,کښېکښل,pigistama
1121,schieben::V,پوری وهل,lükkama
1122,kratzen::V,ګرول,kraapima
1123,lecken::V,څټل,lakkuma
1124,beißen::V,چیچل,purema
1125,beißen::V,چیچل,hammustama
1126,abreißen::V,شکول,rebima
1127,abreißen::V,شکول,ära rebima
1128,abschneiden::V,پرېکول,ära lõikama
1129,binden::V,تړل,siduma
1130,stecken::V,ټومبل,pistma
1131,brechen::V,ماتول,murdma
1132,klopfen::V,ټکول,koputama
1133,hauen::V,ټکول,lööma
1134,kleben::V,نښلول,kleepima
1135,kleben::V,سرېښول,kleepima
1136,reiben::V,مږل,hõõruma
1137,streichen::V,مښل,silitama
1138,schleifen::V,تېره کول,lihvima
1139,schleifen::V,تېره کول,teritama
1140,schneiden::V,غوڅول,lõikama
1141,schneiden::V,پرېکول,lõikama
1142,rütteln::V,خوڅول,raputama
1143,schütteln::V,ښورول,raputama
1144,schütteln::V,ښورول,loksutama
1145,schwenken::V,خوڅول,vehkima
1146,schwenken::V,خوڅول,lehvitama
1147,schütten::V,اچول,kallama
1148,schütten::V,تویول,kallama
1149,füllen::V,ډکول,täitma
1150,einwickeln::V,پېچل,sisse mähkima
1151,einwickeln::V,نغښتل,sisse mähkima
1152,tragen::V,وړل,kandma
1153,schleppen::V,وړل,tassima
1154,schleppen::V,وړل,lohistama
1155,ziehen::V,کښل,vedama
1156,ziehen::V,کښل,tõmbama
1157,aufbewahren::V,ساتل,säilitama
1158,aufbewahren::V,ساتل,alal hoidma
1159,werfen::V,اچول,viskama
1160,werfen::V,غورځول,viskama
1161,fangen::V,نیول,püüdma
1162,fangen::V,ګیرول,püüdma
1163,packen::V,نیول,kinni haarama
1164,packen::V,نیول,kinni võtma
1165,verstecken::V,پټول,peitma
1166,teilen::V,وېشل,jagama
1167,teilen::V,وېشل,jaotama
1168,teilen::V,تقسیمول,jagama
1169,teilen::V,تقسیمول,jaotama
1170,schicken::V,لېږل,saatma
1171,schicken::V,استول,saatma
1172,bringen::V,راوړل,viima
1173,hinzufügen::V,زیاتول,lisama
1174,bekommen::V,حاصلول,saama
1175,erhalten::V,اخیستل,saama
1176,nehmen::V,نیول,võtma
1177,nehmen::V,اخيستل,võtma
1178,wählen::V,خوښول,valima
1179,auswählen::V,چنده کول,valima
1180,bewahren::V,ساتل,hoidma
1181,behindern::V,مانع کېدل,takistama
1182,behindern::V,ممانعت کول,takistama
1183,verderben::V,خرابېدل,rikkuma
1184,beschädigen::V,ورانول,rikkuma
1185,zerbrechen::V,ماتول,katki tegema
1186,zerreißen::V,څیرې کول,katki rebima
1187,zerstören::V,ړنګول,purustama
1188,zerstören::V,ورانول,purustama
1189,verbrennen::V,سوځول,põletama
1190,geben::V,ورکول,andma
1191,reichen::V,ورکول,andma
1192,reichen::V,ورکول,ulatama
1193,schenken::V,بښل,kinkima
1194,versprechen::V,لوز کول,lubama
1195,versprechen::V,لوز کول,tõotama
1196,wünschen::V,غوښتل,soovima
1197,loben::V,ستایل,kiitma
1198,loben::V,تمجید کول,kiitma
1199,küssen::V,ښکلول,suudlema
1200,wiegen::V,زنګول,hällitama
1201,zudecken::V,پوښول,kaanetama
1202,zudecken::V,پوښول,kinni katma
1203,wecken::V,ويښول,äratama
1204,zeigen::V,ښودل,näitama
1205,führen::V,بیول,juhatama
1206,lehren::V,درس ورکول,õpetama
1207,lehren::V,تعلیم ورکول,õpetama
1208,unterrichten::V,درس ورکول,õpetama
1209,aufziehen::V,روزل,üles kasvatama
1210,leiten::V,رهبری کول,juhtima
1211,leiten::V,لارښوونه کول,juhtima
1212,antreiben::V,چټک کول,ergutama
1213,lassen::V,اړکول,laskma
1214,einladen::V,بلل,kutsuma
1215,vereinigen::V,متحد کول,ühendama
1216,vereinigen::V,یوځای کول,ühendama
1217,besuchen::V,کتنه کول,külastama
1218,treffen::V,ليدل,kohtama
1219,treffen::V,تلقی کول,kohtama
1220,sich versammeln::V,راغونډېدل,kogunema
1221,spielen::V,لوبه کول,mängima
1222,singen::V,سندرې وېل,laulma
1223,tanzen::V,ګډېدل,tantsima
1224,sich trennen::V,بېلېدل,lahku minema
1225,verlassen::V,ترک کول,maha jätma
1226,retten::V,نجات ورکول,päästma
1227,bewachen::V,ساتل,valvama
1228,bewachen::V,حفاظت کول,valvama
1229,schützen::V,ژغورل,kaitsma
1230,verteidigen::V,دفاع کول,kaitsma
1231,sich schlagen::V,جنګېدل,kaklema
1232,schießen::V,ویشتل,tulistama
1233,siegen::V,غالبېدل,võitma
1234,ärgern::V,خپه کول,ärritama
1235,ärgern::V,خپه کول,vihastama
1236,schlagen::V,وهل,lööma
1237,treten::V,په لغته وهل,sõtkuma
1238,stechen::V,ټومبل,pistma
1239,stechen::V,ټومبل,torkama
1240,stoßen::V,ټېل وهل,tõukama
1241,stoßen::V,پوری وهل,tõukama
1242,stehlen::V,تښتول,varastama
1243,stehlen::V,غلا کول,varastama
1244,stören::V,ماتول,segama
1245,stören::V,ماتول,häirima
1246,belästigen::V,ځورول,ahistama
1247,belästigen::V,تکلیف ورکول,ahistama
1248,verbergen::V,پټول,peitma
1249,verbergen::V,پټول,varjama
1250,täuschen::V,تېرایستل,petma
1251,täuschen::V,تېرایستل,tüssama
1252,täuschen::V,خطا ایستل,petma
1253,täuschen::V,خطا ایستل,tüssama
1254,betrügen::V,غولول,petma
1255,betrügen::V,غولول,tüssama
1256,betrügen::V,غولول,truudust murtma
1257,töten::V,وژل,tapma
1258,töten::V,وژل,surmama
1259,töten::V,مړ کول,tapma
1260,töten::V,مړ کول,surmama
1261,wohnen::V,اوسېدل,elama
1262,arbeiten::V,کار کول,töötama
1263,sammeln::V,راټولول,koguma
1264,sammeln::V,راټولول,korjama
1265,sammeln::V,راغونډول,koguma
1266,sammeln::V,راغونډول,korjama
1267,pflücken::V,شکول,noppima
1268,jagen::V,ښکار کول,jahtima
1269,fischen::V,کب نيول,kalastama
1270,fischen::V,کب نيول,kala püüdma
1271,fassen::V,نیول,püüdma
1272,fassen::V,ګیرول,püüdma
1273,hüten::V,پوول,karjatama
1274,treiben::V,بیول,ajama
1275,anbinden::V,تړل,kinni siduma
1276,füttern::V,خوراک ورکول,söötma
1277,melken::V,لوشل,lüpsma
1278,hacken::V,پی کول,raiuma
1279,hacken::V,پی کول,lõhkuma
1280,gießen::V,اوبه کول,kastma
1281,reifen::V,رسېدل,valmima
1282,zubereiten::V,تیارول,valmistama
1283,kochen::V,پخول,keetma
1284,backen::V,پخول,küpsetama
1285,braten::V,وريتول,praadima
1286,umrühren::V,لړل,segama
1287,stricken::V,اوبدل,kuduma
1288,nähen::V,ګنډل,õmblema
1289,färben::V,رنګول,värvima
1290,reinigen::V,صافول,puhastama
1291,waschen::V,مینځل,pesema
1292,abwischen::V,وچول,puhtaks pühkima
1293,spülen::V,کنګالول,uhtma
1294,fegen::V,جارو کول,pühkima
1295,kehren::V,جارو کول,pühkima
1296,baden::V,لمبېدل,suplema
1297,baden::V,لمبېدل,kümblema
1298,sich waschen::V,ځان مينځل,end pesema
1299,ausziehen::V,کښل,käest võtma
1300,ausziehen::V,کښل,jalast võtma
1301,ausziehen::V,کښل,seljast võtma
1302,ausziehen::V,ایستل,käest võtma
1303,ausziehen::V,ایستل,jalast võtma
1304,ausziehen::V,ایستل,seljast võtma
1305,anziehen::V,اغوستل,jalga panema
1306,sich anziehen::V,کالی اغوستل,riietuma
1307,kämmen::V,ګمنځول,kammima
1308,schmücken::V,ښکلی کول,kaunistama
1309,sagen::V,وېل,ütlema
1310,sprechen::V,وېل,rääkima
1311,sprechen::V,وېل,kõnelema
1312,sprechen::V,غږېدل,rääkima
1313,sprechen::V,غږېدل,kõnelema
1314,reden::V,ګړېدل,kõnelema
1315,reden::V,خبرې کول,kõnelema
1316,sich unterhalten::V,خبری کول,vestlema
1317,fragen::V,پوښتنه کول,küsima
1318,bitten::V,غوښتل,paluma
1319,erzählen::V,کيسه کول,jutustama
1320,erzählen::V,حکايت کول,jutustama
1321,mitteilen::V,خبرول,teatama
1322,mitteilen::V,خبرول,teada andma
1323,mitteilen::V,خبر ورکول,teatama
1324,mitteilen::V,خبر ورکول,teada andma
1325,nennen::V,نوم ايښودل,nimetama
1326,rufen::V,بلل,kutsuma
1327,prahlen::V,لاپې وهل,hooplema
1328,übersetzen::V,ژباړل,tõlkima
1329,übersetzen::V,ترجمه کول,tõlkima
1330,denken::V,فکر کول,mõtlema
1331,glauben::V,باور کول,uskuma
1332,bemerken::V,لیدل,märkama
1333,erkennen::V,پېژندل,ära tundma
1334,begreifen::V,رسېدل,aru saama
1335,begreifen::V,پوهېدل,aru saama
1336,verstehen::V,پوهېدل,mõistma
1337,lernen::V,زده کول,õppima
1338,lernen::V,درس لوستل,õppima
1339,wissen::V,پوهېدل,teadma
1340,sich erinnern an::V,یادول,mäletama
1341,sich erinnern an::V,په یاد راوړل,mäletama
1342,vergessen::V,هېرول,unustama
1343,messen::V,اندازه کول,mõõtma
1344,zählen::V,شمارل,loendama
1345,rechnen::V,حسابول,arvutama
1346,lesen::V,لوستل,lugema
1347,malen::V,رسمول,maalima
1348,zeichnen::V,رسمول,joonistama
1349,schreiben::V,لیکل,kirjutama
1350,besitzen::V,لرل,omama
1351,kaufen::V,رانیول,ostma
1352,verkaufen::V,خرڅول,müüma
1353,bezahlen::V,تأدیه کول,tasuma
1354,zahlen::V,کسات اخيستل,maksma
1355,beherrschen::V,تسلط لرل,valitsema
1356,ertragen::V,زغمل,taluma
1357,Barsch::N,,ahven
1358,Hecht::N,,haug
