,Concept_ID,ml,lez
626,jung::A,കൌമാരമായ,жегьил
627,arm::A,പാവപ്പെട്ട,кесиб
628,reich::A,സമ്പന്നമായ,девлетлу
629,bekannt::A,പരിചിതമായ,чидай
630,berühmt::A,പ്രശസ്തനായ,машгьур
631,fremd::A,വൈദേശികമായ,ччара
632,verschieden::A,വ്യത്യസ്തമായ,жуьреба-жуьре
633,nah::A,അരികത്തുള്ള,мукьвал
634,fern::A,അകലെയുള്ള,яргъал
635,linker::A,അവശേഷിച്ച,чапла
636,rechter::A,വലത്തേ,эрчӏи
637,anderer::A,മറ്റുള്ള,маса
638,anderer::A,മറ്റുള്ള,муькуь
639,erster::A,ആദ്യത്തെ,сад лагьай
640,zweiter::A,രണ്ടാം,кьвед лагьай
641,dritter::A,മൂന്നാമത്,пуд лагьай
642,letzter::A,അവസാനത്തെ,эхиримжи
643,allein::ADV,തനിച്ചുള്ള,кьилди
644,auf einmal::ADV,ഉടന്,
645,zusammen::ADV,ഒരുമിച്ച,санал
646,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,яргъалди
647,plötzlich::ADV,പെട്ടെന്ന്,садлагьана
648,sofort::ADV,തത്ക്ഷണം,гьасятда
649,später::ADV,പിന്നീട്,гуьгъуьнлай
650,jetzt::ADV,ഇപ്പോൾ,гила
651,heute::ADV,ഇന്ന്,къе
652,morgen::ADV,നാളെ,пака
653,bald::ADV,ഉടനെ,мукьва
654,bald::ADV,ഉടനെ,мукьвара
655,dann::ADV,അപ്പോൾ,ахпа
656,gestern::ADV,ഇന്നലെ,накь
657,einst::ADV,പണ്ടൊരിക്കല്,садра
658,damals::ADV,അപ്പോൾ,а чӏавуз
659,danach::ADV,പിന്നീട്,ахпа
660,vorher::ADV,മുൻപ്,вилик
661,zuerst::ADV,ആദ്യം,сифте
662,einmal::ADV,ഒരിക്കൽ,садра
663,manchmal::ADV,ചിലപ്പോൾ,гагь-гагь
664,oft::ADV,പലപ്പോഴും,гзаф вахтара
665,immer::ADV,എപ്പോഴും,гьамиша
666,niemals::ADV,ഒരിക്കലും,са чӏавузни
667,niemals::ADV,ഒരിക്കലും,са вахтундани
668,hier::ADV,ഇവിടെ,ина
669,hierhin::ADV,ഇവിടേക്ക്,иниз
670,von hier::ADV,ഇവിടെനിന്ന്,инай
671,dort::ADV,അവിടെ,ана
672,dorthin::ADV,അവിടേക്ക്,аниз
673,geradeaus::ADV,മുമ്പിൽ,дуьз
674,geradeaus::ADV,മുമന്നോട്ട്,дуьз
675,vorwärts::ADV,മുന്നോട്ട്,вилик
676,vorwärts::ADV,മുന്നോട്ട്,виликди
677,rückwärts::ADV,തലതിരിച്ച്,кьулухъ
678,zurück::ADV,പുറകിലേക്ക്,
679,unten::ADV,താഴെ,агъада
680,hinab::ADV,താഴേക്ക്,агъуз
681,oben::ADV,മുകളിൽ,винел
682,hinauf::ADV,മുകളിൽ,виниз
683,überall::ADV,എല്ലായിടത്തും,вирина
684,nicht::ADV,ഇല്ല,ваъ
685,ein wenig::ADV,കുറച്ച്,са тӏимил
686,kaum::ADV,കഷ്ടിച്ച്,жизви
687,sehr::ADV,വളരെ,лап
688,so::ADV,അങ്ങനെ,икӏ
689,noch::ADV,ഇപ്പോഴും,гьеле
690,nur::ADV,മാത്രം,анжах
691,schon::ADV,നേരത്തേ തന്നെ,хъувуна
692,schon::ADV,നേരത്തേ തന്നെ,мадни дардиз
693,schon::ADV,നേരത്തേ തന്നെ,мадни гуьтӏуьз
694,schon::ADV,നേരത്തേ തന്നെ,мадни гуьтӏуь я
695,wieder::ADV,വീണ്ടും,
696,vergebens::ADV,വിഫല,нагьакь
697,vergebens::ADV,വിഫല,нагьакьа
698,vor::PRP,മുമ്പിൽ,вилик
699,hinter::PRP,പുറകിൽ,кьулухъ
700,unter::PRP,കീഴിൽ,кӏаник
701,durch::PRP,ഉള്ളിലൂടെ,арадай
702,durch::PRP,ഉള്ളിലൂടെ,-кай хкатна
703,neben::PRP,അടുത്ത്,патав
704,neben::PRP,അടുത്ത്,мукьув
705,zwischen::PRP,ഇടയ്ക്ക്,ара
706,zwischen::PRP,ഇടയ്ക്ക്,арада
707,wegen::PRP,നിമിത്തം,гъиляй
708,dies::PRN,ഇത്,и
709,dies::PRN,ഇത്,им
710,das::PRN,അത്,а
711,das::PRN,അത്,ам
712,alles::PRN,എല്ലാം,вири
713,alles::PRN,എല്ലാം,михьиз
714,ich::PRN,ഞാൻ,за
715,ich::PRN,ഞാൻ,зун
716,du::PRN,നിങ്ങൾ,вун
717,er::PRN,അദ്ദേഹം,ам
718,er::PRN,അദ്ദേഹം,гьа
719,er::PRN,അയാൾ,ам
720,er::PRN,അയാൾ,гьа
721,er::PRN,അവൻ,ам
722,er::PRN,അവൻ,гьа
723,er::PRN,അവർ,ам
724,er::PRN,അവർ,гьа
725,er::PRN,അവൾ,ам
726,er::PRN,അവൾ,гьа
727,wir::PRN,നമ്മൾ,чун
728,ihr::PRN,നിങ്ങൾ,куьн
729,sie::PRN,അവർ,абур
730,was::FPRN,എന്ത്,вуч
731,wer::FPRN,ആര്,вуж
732,wo::FADV,എവിടെ,гьина
733,wohin::FADV,എവിടേക്ക്,гьиниз
734,wie::FADV,എങ്ങനെ,гьикӏ
735,warum::FADV,എന്തുകൊണ്ട്,вучиз
736,wieviel::FNUM,എത്ര,шумуд
737,eins::NUM,ഒന്ന്,са
738,zwei::NUM,രണ്ട്,кьвед
739,drei::NUM,മൂന്ന്,пуд
740,vier::NUM,നാല്,кьуд
741,fünf::NUM,അഞ്ച്,вад
742,sechs::NUM,ആറ്,ругуд
743,sieben::NUM,ഏഴ്,ирид
744,acht::NUM,എട്ട്,муьжуьд
745,neun::NUM,ഒമ്പത്,кӏуьд
746,zehn::NUM,പത്ത്,цӏуд
747,elf::NUM,പതിനൊന്ന്,цӏусад
748,zwölf::NUM,പന്ത്രണ്ട്,цӏикьвед
749,zwanzig::NUM,ഇരുപത്,къад
750,dreißig::NUM,മുപ്പത്,къанницӏуд
751,vierzig::NUM,നാൽപ്പത്,яхцӏур
752,fünfzig::NUM,അൻപത്,яхцӏурни цӏуд
753,sechzig::NUM,അറുപത്,пудкъад
754,siebzig::NUM,എഴുപത്,пудкъанни цӏуд
755,achtzig::NUM,എൺപത്,кьудкъад
756,neunzig::NUM,തൊണ്ണൂറ്,кьудкъанни цӏуд
757,hundert::NUM,നൂറ്,виш
758,tausend::NUM,ആയിരം,агъзур
759,und::CNJ,ഉം,ва
760,oder::CNJ,അഥവാ,я
761,stehen::V,നിൽക്കുക,акъвазун
762,sitzen::V,ഇരിക്കുക,ацукьун
763,liegen::V,കിടക്കുക,къаткун
764,hängen::V,തൂങ്ങുക,куьрс хьун
765,werden::V,ആയിത്തീരുക,хьун
766,passieren::V,സംഭവിക്കുക,хьун
767,beginnen::V,ആരംഭിക്കുക,башламиш хьун
768,enden::V,അവസാനിപ്പിക്കുക,куьтягь хьун
769,wechseln::V,മാറ്റുക,дегиш хьун
770,aufgehen[Sonne]::V,ഉയരുക,экъечӏун
771,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,акӏун
772,scheinen[Sonne]::V,പ്രകാശിക്കുക,ишигь гун
773,donnern::V,ഇടിവെട്ടുക,къукърумар авун
774,wehen::V,വീശുക,
775,strömen::V,ഒഴുകുക,авахьун
776,fließen::V,ഒഴുകുക,авахьун
777,sich drehen::V,ചുറ്റുക,элкъуьн
778,sich drehen::V,കറക്കുക,элкъуьн
779,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,юзун
780,schwingen::V,ആടുക,галтад хьун
781,fallen::V,വീഴുക,аватун
782,brennen::V,കത്തുക,кун
783,brennen::V,കത്തുക,ккун
784,rauchen::V,പുകയുക,
785,regnen::V,മഴ_പെയ്യുക,къун
786,gefrieren::V,തണത്ത്_മരവിക്കുക,муркӏади кьун
787,tauen::V,അലിയുക,цӏурун
788,schmelzen::V,ഉരുകുക,цӏурун
789,trocknen::V,വരളുക,кьурун
790,sieden::V,തിളപ്പിക്കുക,ругун
791,faulen::V,ചീയുക,кутӏун
792,verfaulen::V,അഴുകുക,чуьруьтмиш хьун
793,verfaulen::V,അഴുകുക,кутӏун
794,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,атӏун
795,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,къазунун
796,versinken::V,മുക്കുക,батмиш хьун
797,vergehen::V,കടന്നുപോകുക,алатун
798,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,майдандиз акъатун
799,verschwinden::V,അദൃശ്യമാകുക,квахьун
800,sinken::V,താഴുക,элекьун
801,abnehmen::V,കുറിയുക,тӏимил хьун
802,abnehmen::V,കുറിയുക,гъвечӏи хьун
803,zunehmen::V,വർദ്ധിക്കുക,артух хьун
804,steigen::V,ഉയരുക,хкаж хьун
805,wachsen::V,വളരുക,экъечӏун
806,glänzen::V,മിന്നുക,цӏарцӏар гун
807,funkeln::V,തിളങ്ങുക,нур гун
808,lärmen::V,ശബ്ദമുണ്ടാക്കുക,ван авун
809,läuten::V,മണിമുഴങ്ങുക,зенг ягъун
810,klingeln::V,ചിലമ്പുക,зенг ягъун
811,klirren::V,കിലുക്കുക,зигринг авун
812,brausen::V,മുഴങ്ങുക,къати хьун
813,rauschen::V,അനങ്ങുക,вишриш авун
814,klingen::V,മുഴക്കുക,ван авун
815,bellen::V,കുരയ്ക്കുക,элуькьун
816,heulen::V,ഓരിയിടുക,къув ягъун
817,blasen::V,ഊതുക,уф гун
818,pfeifen::V,വിസിലടിക്കുക,уьфт ягъун
819,schreien::V,ആക്രോശിക്കുക,гьараюн
820,stöhnen::V,അരക്കം,суза авун
821,stöhnen::V,ആർത്തനാദം,суза авун
822,zittern::V,വിറയ്ക്കുക,зурзун
823,leben::V,താമസിക്കുക,яшамиш хьун
824,geboren werden::V,ജനിക്കുക,хьун
825,atmen::V,ശ്വസിക്കുക,нефес чӏугун
826,trinken::V,കുടിക്കുക,хъун
827,essen::V,കഴിക്കുക,тӏуьн
828,schlucken::V,വിഴുങ്ങുക,туькьуьнун
829,müde werden::V,ക്ഷീണിക്കുക,галатун
830,müde werden::V,ക്ഷീണിക്കുക,юргъун хьун
831,einschlafen::V,നിദ്രിക്കുക,ксун
832,schlafen::V,ഉറങ്ങുക,ксун
833,aufwachen::V,ഉണരുക,ахварай аватун
834,aufstehen::V,എഴുന്നേൽക്കുക,къарагъун
835,sich erholen::V,വിശ്രമിക്കുക,ял ягъун
836,krank werden::V,ദീനംപിടിക്കുക,кефсуз хьун
837,krank sein::V,രോഗികളാകുക,тӏа хьун
838,schmerzen::V,വേദനിക്കുക,тӏа хьун
839,husten::V,ചുമയ്ക്കുക,уьгьуь ягъун
840,genesen::V,സുഖപ്പെടുക,сагъ хъхьун
841,sterben::V,മരിക്കുക,кьин
842,umkommen::V,മരിക്കുക,терг хьун
843,sich bewegen::V,സ്ഥലം_മാറുക,юзун
844,sich rühren::V,ചലിക്കുക,юзун
845,sich erheben::V,നിൽക്കുക,къарагъун
846,sich setzen::V,ഇരിക്കുക,ацукьун
847,hinfallen::V,വീഴുക,алукьун
848,laufen::V,നടക്കുക,къекъуьн
849,schreiten::V,നടക്കുക,ккамар къачун
850,spazierengehen::V,ഉലാത്തുക,сейр авун
851,eilen::V,പാഞ്ഞെത്തുക,тади авун
852,sich beeilen::V,തിരിക്കുകൂട്ടുക,гьерекатун
853,sich beeilen::V,തിടുക്കം_കാട്ടുക,гьерекатун
854,sausen::V,കുതിക്കുക,чкурун
855,rennen::V,ഓടുക,катун
856,rennen::V,ഓടുക,зверун
857,springen::V,ചാടുക,хкадарун
858,klettern::V,കയറുക,акьахун
859,schaukeln::V,ഇളകുക,
860,kriechen::V,പതുങ്ങികയറുക,капаралди фин
861,schwimmen::V,നീന്തുക,сирнав авун
862,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,кьилихъди циз вегьин
863,rudern::V,തുഴയുക,кьусуйралди лодка гьалун
864,rudern::V,തുഴയുക,цуьруьгъуьлдалди кӏватӏун
865,fahren::V,വാഹനം ഓടിക്കുക,фин
866,fliegen::V,പറക്കുക,лув гун
867,fliegen::V,പറക്കുക,цавай фин
868,gehen::V,പോകുക,фин
869,weggehen::V,വിടുക,хъфин
870,abfahren::V,പുറപ്പെടുക,фин
871,abfahren::V,പുറപ്പെടുക,рекье гьатун
872,anhalten::V,നിർത്തുക,акъвазун
873,hineingehen::V,പ്രവേശിക്കുക,гьахьун
874,eintreten::V,പ്രവേശിക്കുക,гьахьун
875,kommen::V,വരുക,атун
876,ankommen::V,എത്തിച്ചേരുക,атун
877,zurückkommen::V,തിരിച്ചു വരുക,хтун
878,bleiben::V,തുടരുക,амукьун
879,warten::V,കാത്തിരിക്കുക,гуьзлемишун
880,erwarten::V,പ്രതീക്ഷിക്കുക,вил алаз акъвазун
881,suchen::V,തിരയുക,къекъуьн
882,finden::V,കണ്ടെത്തുക,жугъун
883,versuchen::V,ശ്രമിക്കുക,алахъун
884,vorbereiten::V,തയ്യാറെടുക്കുക,гьазурун
885,lieben::V,സ്നേഹിക്കുക,кӏан хьун
886,mögen::V,ഇഷ്ടപ്പെടുക,рикӏ ацукьун
887,lachen::V,ചിരിക്കുക,хъуьруьн
888,rühren::V,ഹൃദയം സ്പർശിക്കുക,
889,weinen::V,തേങ്ങുക,шехьун
890,schimpfen::V,പിറുപിറുക്കുക,сеперар гун
891,schimpfen::V,പിറുപിറുക്കുക,экъуьгъунар авун
892,sich ärgern::V,കോപിക്കുക,хъел акатун
893,sich fürchten::V,പേടിക്കുക,кичӏе хьун
894,fürchten::V,പേടിക്കുക,къурхутмиш хьун
895,fliehen::V,രക്ഷപ്പെടുക,катун
896,flüchten::V,രക്ഷപ്പെടുക,катун
897,sehen::V,കാണുക,акун
898,anschauen::V,നോക്കുക,вил вегьин
899,ansehen::V,നോക്കുക,килигун
900,hören::V,കേൾക്കുക,ван хьун
901,zuhören::V,ശ്രദ്ധിക്കുക,яб гун
902,probieren::V,രുചിയുള്ളതായി_തോന്നുക,дад акун
903,riechen::V,മണത്തു_നോക്കുക,ни чӏугун
904,fühlen::V,സ്പർശിച്ചറിയുക,гьисс авун
905,scheinen::V,കാണപ്പെടുക,
906,zu sehen sein::V,വെളിച്ചപ്പെടുക,
907,vernehmen::V,കേൾക്കുക,
908,frieren::V,വിറയ്ക്കുക,кьун
909,frieren::V,വിറയ്ക്കുക,мекьи хьун
910,tun::V,ചെയ്യുക,авун
911,können::V,കഴിയുക,хьун
912,können::V,കഴിയുക,акъакьун
913,wollen::V,വേണുക,кӏан хьун
914,anfangen::V,തുടങ്ങുക,башламишун
915,beenden::V,പൂർത്തിയാക്കുക,куьтягьун
916,aufhören::V,നിർത്തുക,акъвазун
917,gelingen::V,വിജയിക്കുക,арадал атун
918,geraten::V,പരിണമിക്കുക,акъатун
919,öffnen::V,തുറക്കുക,ахъаюн
920,schließen::V,അടയ്ക്കുക,акьалун
921,stellen::V,വയ്ക്കുക,эцигун
922,setzen::V,വയ്ക്കുക,ацукьарун
923,legen::V,ഇടുക,эцигун
924,berühren::V,തൊടുക,хкӏурун
925,verbinden::V,ഘടിപ്പിക്കുക,гилигун
926,bedecken::V,മുടുക,кӏевун
927,aufhängen::V,കെട്ടിതൂക്കുക,куьрсарун
928,anzünden::V,കത്തിക്കുക,куькӏуьрун
929,aufheben::V,പെറുക്കിയെടുക്കുക,хкажун
930,zurücklassen::V,വച്ചുപോരുക,тун
931,verlieren::V,നഷ്ടപ്പെടുക,квадарун
932,fallen lassen::V,വീഴ്ത്തുക,авадрун
933,machen::V,ഉണ്ടാക്കുക,авун
934,machen::V,ഉണ്ടാക്കുക,кар авун
935,herstellen::V,ഉൽപാദിപ്പിക്കുക,расун
936,bauen::V,നിർമ്മിക്കുക,туькӏуьрун
937,reparieren::V,നന്നാക്കുക,расун
938,verbessern::V,മെച്ചപ്പെടുക,хъсанрун
939,ändern::V,മാറ്റംവരുത്തുക,табдил авун
940,graben::V,കുഴിക്കുക,эгъуьнун
941,beugen::V,വണങ്ങുക,акӏажарун
942,beugen::V,വണങ്ങുക,кангур авун
943,biegen::V,കുനിയുക,патахъарун
944,drehen::V,തിരിക്കുക,алчударун
945,wenden::V,തിരിയുക,
946,umdrehen::V,തിരിയുക,элкъуьрун
947,heben::V,ഉയർത്തുക,хкажун
948,hochheben::V,ഉയർത്തുക,хкажун
949,ergreifen::V,ബലമായി_പിടിക്കുക,агалчна кьун
950,halten::V,പിടിക്കുക,кьун
951,drücken::V,അമർത്തുക,чуькьуьн
952,schieben::V,തള്ളുക,хуртӏ гун
953,kratzen::V,ചുരണ്ടുക,къадгъунун
954,lecken::V,നക്കുക,мез гун
955,beißen::V,കടിക്കുക,кӏасун
956,abreißen::V,കീറിക്കളയുക,галудун
957,abschneiden::V,മുറിച്ചുമാറ്റുക,атӏун
958,binden::V,കെട്ടുക,
959,stecken::V,തുളയ്ക്കുക,сухун
960,brechen::V,ഉടയുക,хун
961,brechen::V,ഉടയുക,кукӏварун
962,klopfen::V,തട്ടുക,тахъ-тахъ авун
963,hauen::V,അടിക്കുക,ягъун
964,kleben::V,ഒട്ടിക്കുക,алкӏурун
965,kleben::V,ഒട്ടിക്കുക,кукӏурун
966,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,тӏушунун
967,streichen::V,പടർത്തുക,алтадун
968,schleifen::V,പൊടിക്കുക,кӏвенкӏв авун
969,schneiden::V,മുറിക്കുക,атӏун
970,rütteln::V,മുട്ടുക,къарсурун
971,schütteln::V,കുലുക്കുക,къарсурун
972,schwenken::V,ആടുക,элягъун
973,schwenken::V,ആടുക,галтадун
974,schütten::V,ഒഴിക്കുക,цун
975,füllen::V,നിറയ്ക്കുക,ацӏурун
976,einwickeln::V,പൊതിയുക,кутун
977,einwickeln::V,പൊതിയുക,элкъуьрун
978,tragen::V,വഹിക്കുക,тухун
979,schleppen::V,വലിച്ചിഴയ്ക്കുക,галчӏурун
980,ziehen::V,വലിക്കുക,ялун
981,ziehen::V,വലിക്കുക,чӏугун
982,aufbewahren::V,വയ്ക്കുക,хуьн
983,werfen::V,എറിയുക,гадрун
984,fangen::V,പിടിക്കുക,кьун
985,packen::V,തട്ടിപ്പറിക്കുക,кьун
986,verstecken::V,മറയ്ക്കുക,кӏевун
987,teilen::V,വിഭജിക്കുക,паюн
988,schicken::V,അയയ്ക്കുക,ракъурун
989,bringen::V,കൊണ്ടുവരുക,гъун
990,hinzufügen::V,കൂട്ടുക,алава авун
991,bekommen::V,കിട്ടുക,къачун
992,bekommen::V,കിട്ടുക,жугъурун
993,erhalten::V,സ്വീകരിക്കുക,къачун
994,nehmen::V,എടുക്കുക,къачун
995,wählen::V,തിരഞ്ഞെടുക്കുക,хкягъун
996,auswählen::V,തിരഞ്ഞെടുക്കുക,хкягъун
997,bewahren::V,പുലർത്തുക,хуьн
998,behindern::V,തടയിടുക,манийвал авун
999,verderben::V,നശിപ്പിക്കുക,чӏурун
1000,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,нукьсанвал гун
1001,zerbrechen::V,ഉടയുക,хун
1002,zerreißen::V,കീറുക,къазунун
1003,zerstören::V,നശിപ്പിക്കുക,чӏурун
1004,zerstören::V,നശിപ്പിക്കുക,барбатӏун
1005,verbrennen::V,കത്തിനശിക്കുക,ккун
1006,verbrennen::V,കത്തിച്ചുകളയുക,ккун
1007,geben::V,കൊടുക്കുക,гун
1008,geben::V,തരുക,гун
1009,reichen::V,കൈമാറുക,вугун
1010,reichen::V,കൈമാറുക,гун
1011,schenken::V,സമ്മാനം കൊടുക്കുക,пишкеш авун
1012,versprechen::V,വാഗ്ദാനം_നൽകുക,гаф гун
1013,wünschen::V,ആഗ്രഹിക്കുക,дуьа авун
1014,loben::V,പുകഴ്ത്തുക,тариф авун
1015,küssen::V,ഉമ്മവയ്ക്കുക,темен гун
1016,wiegen::V,ഇളകുക,эчӏягъун
1017,zudecken::V,മുടുക,гьалдун
1018,wecken::V,ഉണർത്തുക,ахварай авудун
1019,zeigen::V,കാണിക്കുക,къалурун
1020,führen::V,നടത്തുക,тухун
1021,lehren::V,പഠിപ്പിക്കുക,кӏелиз тун
1022,unterrichten::V,പരിശീലിപ്പിക്കുക,тарс гун
1023,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,тербия гун
1024,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,тербияламишун
1025,leiten::V,നയിക്കുക,идара авун
1026,antreiben::V,പ്രേരിപ്പിക്കുക,тади кутун
1027,lassen::V,അനുവദിക്കുക,
1028,einladen::V,ക്ഷണിക്കുക,теклиф авун
1029,vereinigen::V,കൂടിച്ചേരുക,сад авун
1030,besuchen::V,സന്ദർശിക്കുക,кьилив атун
1031,treffen::V,തമ്മിൽ കാണുക,гьалтун
1032,sich versammeln::V,സംയോജിപ്പിക്കുക,алтӏушун
1033,spielen::V,കളിക്കുക,къугъун
1034,singen::V,പാടുക,лугьун
1035,singen::V,പാടുക,мани лугьун
1036,tanzen::V,നൃത്തം ചെയ്യുക,кьуьл авун
1037,sich trennen::V,നേർപെടുത്തുക,къакъатун
1038,verlassen::V,പിൻവാങ്ങുക,гъил къачун
1039,retten::V,രക്ഷിക്കുക,къутармишун
1040,bewachen::V,കാവൽനിൽക്കുക,хуьн
1041,schützen::V,പരിരക്ഷിക്കുക,хуьн
1042,verteidigen::V,പ്രതിരോധിക്കുക,хуьн
1043,sich schlagen::V,കലഹിക്കുക,кукӏун
1044,schießen::V,വെടിവെക്കുക,акъатун
1045,siegen::V,വിജയിക്കുക,гъалиб хьун
1046,ärgern::V,വിഷമിപ്പിക്കുക,хъел гъун
1047,ärgern::V,വിഷമിപ്പിക്കുക,хъел кутун
1048,schlagen::V,അടിക്കുക,ягъун
1049,schlagen::V,അടിക്കുക,галукьарун
1050,treten::V,തൊഴിക്കുക,кьуьл къекъягъун
1051,treten::V,തൊഴിക്കുക,кьуьл эцягъун
1052,stechen::V,കുത്തുക,акьадарун
1053,stoßen::V,തള്ളുക,эцягъун
1054,stehlen::V,മോഷ്ടിക്കുക,чуьнуьхун
1055,stören::V,ശല്യപ്പെടുത്തുക,хкуьрун
1056,belästigen::V,മെനക്കെടുക,хкуьрун
1057,belästigen::V,മെനക്കെടുക,азият гун
1058,verbergen::V,മറയ്ക്കുക,далдаламишун
1059,verbergen::V,ഒളിക്കുക,далдаламишун
1060,täuschen::V,കബളിപ്പിക്കുക,алцурарун
1061,täuschen::V,കബളിപ്പിക്കുക,алцуррун
1062,betrügen::V,ചതിക്കുക,алцурарун
1063,betrügen::V,ചതിക്കുക,гьарамзадавал авун
1064,töten::V,കൊല്ലുക,яна кьин
1065,wohnen::V,താമസിക്കുക,дуланмиш хьун
1066,arbeiten::V,ജോലിചെയ്യുക,кӏвалахун
1067,arbeiten::V,ജോലിചെയ്യുക,кӏвалах авун
1068,sammeln::V,സഞ്ചയിക്കുക,кӏватӏун
1069,pflücken::V,പറിച്ചെടുക്കുക,атӏун
1070,jagen::V,വേട്ടയാടുക,гъуьрч авун
1071,fischen::V,മീൻ പിടിക്കുക,гъетер кьун
1072,fassen::V,പിടിക്കുക,кьун
1073,hüten::V,ചേർക്കുക,чӏура хуьн
1074,treiben::V,വാഹനം_ഓടിക്കുക,гьалун
1075,anbinden::V,കെട്ടിയിടുക,акалун
1076,füttern::V,തീറ്റുക,ем гун
1077,melken::V,പാലുകറക്കുക,ацун
1078,hacken::V,വെട്ടിമുറിക്കുക,куьткуьнун
1079,gießen::V,നനയ്ക്കുക,яд гун
1080,reifen::V,പാകമാകുക,чурун
1081,reifen::V,പാകമാകുക,агакьун
1082,zubereiten::V,പാചകം_ചെയ്യുക,гьазурун
1083,kochen::V,വേവിക്കുക,ругун
1084,backen::V,ബേക്ക് ചെയ്യുക,чурун
1085,braten::V,പോരിക്കുക,чурун
1086,umrühren::V,ഇളക്കുക,какадарун
1087,stricken::V,മെടയുക,хурун
1088,nähen::V,തുന്നുക,цун
1089,färben::V,ചായം പൂശുക,шир ягъун
1090,reinigen::V,വൃത്തിയാക്കുക,михьун
1091,waschen::V,കഴുകുക,чуьхуьн
1092,abwischen::V,തുടയ്ക്കുക,гуьцӏун
1093,spülen::V,കഴുകുക,экъуьрун
1094,fegen::V,അടിച്ചുവാരുക,шуткун
1095,kehren::V,അടിച്ചുവാരുക,кул алтадун
1096,baden::V,നീന്തിത്തുടിക്കുക,эхъуьн
1097,sich waschen::V,കഴുകുക,жендек чуьхуьн
1098,ausziehen::V,ഇഴുക്കുക,хутӏунун
1099,ausziehen::V,ഇഴുക്കുക,галудун
1100,anziehen::V,ഉടുക്കുക,алукӏун
1101,sich anziehen::V,ധരിച്ച നേടുകയുക,алукӏун
1102,sich anziehen::V,ധരിച്ച നേടുകയുക,парталар алукӏун
1103,kämmen::V,മുടിചീകുക,эвягъун
1104,schmücken::V,അലങ്കരിക്കുക,безетмишун
1105,schmücken::V,അലങ്കരിക്കുക,гуьрчегарун
1106,sagen::V,പറയുക,лугьун
1107,sprechen::V,സംസാരിക്കുക,рахун
1108,reden::V,സംസാരിക്കുക,рахун
1109,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,ихтилат авун
1110,fragen::V,ചോദിക്കുക,жузун
1111,bitten::V,അപേക്ഷിക്കുക,тӏалабун
1112,erzählen::V,പറയുക,ахъаюн
1113,mitteilen::V,അറിയിക്കുക,хабар гун
1114,nennen::V,പേരിടുക,тӏвар гун
1115,rufen::V,വിളിക്കുക,эверун
1116,prahlen::V,പൊങ്ങച്ചം പറയുക,яцӏу гафар авун
1117,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,таржума авун
1118,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,гафладун
1119,denken::V,ചിന്തിക്കുക,фикир авун
1120,glauben::V,വിശ്വസിക്കുക,агъун
1121,bemerken::V,ശ്രദ്ധിക്കുക,фикир гун
1122,erkennen::V,തിരിചറിയുക,
1123,begreifen::V,കൈപ്പിടിയിലാക്കുക,гъавурда акьун
1124,verstehen::V,മനസ്സിലാക്കുക,
1125,lernen::V,പഠിക്കുക,кӏелун
1126,wissen::V,അറിയുക,чир хьун
1127,wissen::V,അറിയുക,чирхьун
1128,sich erinnern an::V,ഓർമിക്കുക,рикӏел хуьн
1129,vergessen::V,മറക്കുക,рикӏелай фин
1130,vergessen::V,മറക്കുക,рикӏелай алатун
1131,messen::V,അളക്കുക,алцумун
1132,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,гьисабун
1133,rechnen::V,ഗണിക്കുക,гьисабун
1134,lesen::V,വായിക്കുക,кӏелун
1135,malen::V,ചിത്രം വരയ്ക്കുക,кхьин
1136,malen::V,ചിത്രം വരയ്ക്കുക,шикилар чӏугун
1137,zeichnen::V,വരയ്ക്കുക,чӏугун
1138,schreiben::V,എഴുതുക,кхьин
1139,besitzen::V,സ്വന്തമാക്കുക,иеси хьун
1140,kaufen::V,വാങ്ങുക,къачун
1141,kaufen::V,വാങ്ങുക,маса къачун
1142,verkaufen::V,വിൽക്കുക,гун
1143,verkaufen::V,വിൽക്കുക,маса гун
1144,bezahlen::V,പരിഹാരം ചെയ്യുക,къимет гун
1145,bezahlen::V,പരിഹാരം ചെയ്യുക,эвезда авун
1146,bezahlen::V,പരിഹാരം ചെയ്യുക,гьакъи агакьрун
1147,zahlen::V,പണം അടയ്ക്കുക,къимет гун
1148,zahlen::V,പണം അടയ്ക്കുക,эвезда авун
1149,zahlen::V,പണം അടയ്ക്കുക,гьакъи агакьрун
1150,beherrschen::V,ഭരിക്കുക,иеси хьун
1151,ertragen::V,താങ്ങുക,таб гун
