,Concept_ID,uk,pl
826,schwingen::V,хитатися,wahać się
827,schwingen::V,гойдатися,wahać się
828,fallen::V,падати,padać
829,brennen::V,горіти,palić się
830,rauchen::V,диміти,dymić
831,rauchen::V,диміти,dymić się
832,regnen::V,дощити,padać
833,gefrieren::V,змерзнути,zamarznąć
834,tauen::V,танути,tajać
835,schmelzen::V,плавитися,topnieć
836,trocknen::V,сохнути,schnąć
837,sieden::V,кипіти,wrzeć
838,sieden::V,кипіти,kipieć
839,faulen::V,гнити,gnić
840,verfaulen::V,згнити,zgnić
841,reißen::V,рватися,urywać się
842,versinken::V,тонути,tonąć
843,vergehen::V,проходити,przechodzić
844,erscheinen::V,з’явитися,zjawiać się
845,verschwinden::V,щезнути,zniknąć
846,verschwinden::V,зникнути,zniknąć
847,sinken::V,спадати,spadać
848,abnehmen::V,поменшитися,spadać
849,zunehmen::V,збільшуватися,wzrosnąć
850,steigen::V,підніматися,wzrastać
851,wachsen::V,рости,rosnąć
852,glänzen::V,блищати,błyszczeć
853,funkeln::V,блискати,zabłyszczeć
854,lärmen::V,шуміти,hałasować
855,läuten::V,дзвонити,dzwonić
856,klingeln::V,дзвонити,dzwonić
857,klirren::V,дзвякати,brzęczeć
858,brausen::V,бушувати,huczeć
859,rauschen::V,шелестіти,szumieć
860,rauschen::V,шелестіти,szeleścić
861,klingen::V,лунати,brzmieć
862,klingen::V,лунати,dźwięczeć
863,klingen::V,звучати,brzmieć
864,klingen::V,звучати,dźwięczeć
865,bellen::V,гавкати,szczekać
866,heulen::V,вити,wyć
867,blasen::V,дунути,dmuchnąć
868,pfeifen::V,свистіти,gwizdać
869,schreien::V,кричати,krzyczeć
870,stöhnen::V,стогнати,stękać
871,zittern::V,тремтіти,drżeć
872,leben::V,жити,żyć
873,geboren werden::V,народитися,urodzić się
874,atmen::V,дихати,oddychać
875,trinken::V,пити,pić
876,essen::V,їсти,jeść
877,schlucken::V,ковтати,połknąć
878,müde werden::V,втомитися,zmęczyć się
879,einschlafen::V,заснути,zasnąć
880,schlafen::V,спати,spać
881,aufwachen::V,прокинутися,obudzić się
882,aufstehen::V,встати,wstać
883,sich erholen::V,відпочивати,wypoczywać
884,krank werden::V,захворіти,zachorować
885,krank sein::V,хворіти,chorować
886,schmerzen::V,боліти,boleć
887,husten::V,кашляти,kaszlać
888,genesen::V,одужати,wyzdrowieć
889,genesen::V,видужати,wyzdrowieć
890,sterben::V,померти,umrzeć
891,umkommen::V,згинути,zginąć
892,sich bewegen::V,рухатися,poruszać się
893,sich rühren::V,ворушитися,ruszyć się
894,sich erheben::V,встати,podnieść się
895,sich setzen::V,сісти,usiąść
896,hinfallen::V,упасти,upaść
897,laufen::V,ходити,chodzić
898,schreiten::V,крокувати,kroczyć
899,spazierengehen::V,гуляти,iść na spacer
900,eilen::V,спішити,pospieszać
901,sich beeilen::V,поспішати,pospieszyć się
902,sausen::V,мчатися,pędzić
903,rennen::V,бігати,biec
904,rennen::V,бігати,biegać
905,springen::V,скакати,skakać
906,springen::V,стрибати,skakać
907,klettern::V,лазити,wspinać się
908,schaukeln::V,гойдатися,huśtać
909,schaukeln::V,гойдатися,kołysać
910,kriechen::V,повзати,pełzać
911,kriechen::V,повзати,czołgać się
912,schwimmen::V,пливти,pływać
913,schwimmen::V,плавати,pływać
914,tauchen::V,пірнати,zanurzać się
915,rudern::V,гребти,wiosłować
916,rudern::V,веслувати,wiosłować
917,fahren::V,їхати,jechać
918,fliegen::V,літати,latać
919,fliegen::V,літати,lecieć
920,gehen::V,іти,iść
921,weggehen::V,піти,odejść
922,abfahren::V,від’їхати,odjechać
923,abfahren::V,відправитися,odjechać
924,anhalten::V,зупинитися,zatrzymać się
925,hineingehen::V,входити,wchodzić
926,eintreten::V,увійти,wejść
927,eintreten::V,увійти,nastąpić
928,kommen::V,прийти,przyjść
929,ankommen::V,прибути,przybyć
930,zurückkommen::V,повернутися,wrócić
931,bleiben::V,залишитися,zostać
932,warten::V,чекати,czekać
933,erwarten::V,чекати,oczekiwać
934,suchen::V,шукати,szukać
935,finden::V,знайти,znaleźć
936,versuchen::V,випробовувати,próbować
937,vorbereiten::V,підготувати,przygotować
938,lieben::V,любити,kochać
939,mögen::V,любити,lubić
940,mögen::V,подобатися,lubić
941,lachen::V,сміятися,śmiać się
942,rühren::V,розчулити,wzruszyć
943,weinen::V,плакати,płakać
944,schimpfen::V,лаятися,kląć
945,sich ärgern::V,сердитися,gniewać się
946,sich fürchten::V,боятися,bać się
947,fürchten::V,боятися,bać się
948,fliehen::V,тікати,uciekać
949,flüchten::V,утекти,uciec
950,sehen::V,бачити,widzieć
951,sehen::V,бачити,zobaczyć
952,anschauen::V,поглянути,oglądać
953,ansehen::V,дивитися на,popatrzeć na
954,hören::V,чути,słyszeć
955,zuhören::V,слухати,słuchać
956,probieren::V,покуштувати,kosztować
957,riechen::V,нюхати,wąchać
958,fühlen::V,відчувати,czuć
959,fühlen::V,відчувати,odczuwać
960,scheinen::V,здаватися,wydawać się
961,zu sehen sein::V,виднітися,widnieć
962,vernehmen::V,почути,usłyszeć
963,frieren::V,мерзнути,marznąć
964,tun::V,робити,czynić
965,können::V,могти,móc
966,können::V,могти,umieć
967,wollen::V,хотіти,chcieć
968,anfangen::V,почати,zacząć
969,beenden::V,закінчити,zakończyć
970,aufhören::V,перестати,przestać
971,gelingen::V,вдатися,udać się
972,geraten::V,опинитися,udać się
973,öffnen::V,відкрити,otworzyć
974,schließen::V,закрити,zamknąć
975,stellen::V,поставити,postawić
976,setzen::V,посадити,posadzić
977,legen::V,класти,kłaść
978,berühren::V,чіпати,dotykać
979,verbinden::V,зв’язати,łączyć
980,bedecken::V,покрити,przykryć
981,aufhängen::V,повісити,powiesić
982,anzünden::V,запалити,zapalić
983,aufheben::V,підняти,podnieść
984,zurücklassen::V,залишити,zostawić
985,verlieren::V,загубити,zgubić
986,fallen lassen::V,упустити,upuścić
987,machen::V,зробити,zrobić
988,herstellen::V,виготовити,wytworzyć
989,bauen::V,будувати,budować
990,reparieren::V,лагодити,naprawiać
991,verbessern::V,поліпшити,ulepszyć
992,ändern::V,змінити,zmienić
993,graben::V,копати,kopać
994,beugen::V,зігнути,zagiąć
995,biegen::V,погнути,zgiąć
996,drehen::V,вертіти,obracać
997,wenden::V,повернути,obrocić
998,umdrehen::V,перевернути,obrocić
999,heben::V,піднімати,podnosić
1000,hochheben::V,підняти,podnieść
1001,ergreifen::V,схопити,chwycić
1002,halten::V,тримати,trzymać
1003,drücken::V,натискати,naciskać
1004,schieben::V,пхати,pchać
1005,schieben::V,пхати,posuwać
1006,schieben::V,штовхати,pchać
1007,schieben::V,штовхати,posuwać
1008,kratzen::V,шкребти,drapać
1009,lecken::V,лизати,lizać
1010,beißen::V,кусати,kąsać
1011,abreißen::V,відірвати,oderwać
1012,abschneiden::V,відрізати,odciąć
1013,binden::V,в’язати,wiązać
1014,stecken::V,увіткнути,wetknąć
1015,brechen::V,зламати,złamać
1016,klopfen::V,стукати,pukać
1017,klopfen::V,стукати,stukać
1018,hauen::V,бити,bić
1019,kleben::V,клеїти,kleić
1020,reiben::V,терти,trzeć
1021,streichen::V,намазати,smarować
1022,schleifen::V,точити,ostrzyć
1023,schneiden::V,різати,ciąć
1024,schneiden::V,різати,krajać
1025,rütteln::V,хитати,trząść
1026,schütteln::V,трясти,trząść
1027,schwenken::V,махати,machać
1028,schütten::V,налити,nasypać
1029,füllen::V,наповнити,napełnić
1030,einwickeln::V,загорнути,zawinąć
1031,tragen::V,нести,nieść
1032,schleppen::V,тягти,wlec
1033,ziehen::V,тягнути,ciągnąć
1034,aufbewahren::V,зберігати,przechowywać
1035,werfen::V,кидати,rzucać
1036,fangen::V,ловити,łowić
1037,packen::V,схопити,chwycić
1038,verstecken::V,сховати,ukryć
1039,verstecken::V,сховати,schować
1040,teilen::V,розділити,podzielić
1041,schicken::V,посилати,posyłać
1042,bringen::V,принести,przynieść
1043,hinzufügen::V,додати,dodać
1044,bekommen::V,дістати,dostać
1045,erhalten::V,одержати,otrzymać
1046,nehmen::V,взяти,wziąć
1047,wählen::V,вибрати,wybrać
1048,auswählen::V,відібрати,wybrać
1049,bewahren::V,зберегти,zachować
1050,behindern::V,перешкоджати,utrudnić
1051,behindern::V,перешкоджати,przeszkadzać
1052,verderben::V,зіпсувати,zepsuć
1053,beschädigen::V,зашкодити,uszkodzić
1054,zerbrechen::V,розбити,złamać
1055,zerreißen::V,розірвати,drzeć
1056,zerreißen::V,розірвати,rozdzierać
1057,zerstören::V,зруйнувати,zniszczyć
1058,verbrennen::V,спалити,spalić
1059,geben::V,дати,dać
1060,reichen::V,передати,podać
1061,schenken::V,дарувати,darować
1062,versprechen::V,обіцяти,obiecać
1063,wünschen::V,бажати,życzyć
1064,loben::V,хвалити,chwalić
1065,küssen::V,цілувати,całować
1066,wiegen::V,качати,kołysać
1067,zudecken::V,накрити,przykryć
1068,wecken::V,розбудити,zbudzić
1069,zeigen::V,показати,pokazać
1070,führen::V,вести,wieść
1071,führen::V,вести,prowadzić
1072,lehren::V,вчити,uczyć
1073,unterrichten::V,викладати,nauczać
1074,aufziehen::V,виховати,wychować
1075,leiten::V,керувати,kierować
1076,antreiben::V,підганяти,popędzić
1077,lassen::V,змусити,zostawić
1078,einladen::V,запросити,zaprosić
1079,vereinigen::V,об’єднати,zjednoczyć
1080,besuchen::V,завітати,odwiedzić
1081,besuchen::V,відвідати,odwiedzić
1082,treffen::V,зустріти,trafić
1083,treffen::V,зустріти,spotkać
1084,sich versammeln::V,зібратися,zebrać się
1085,sich versammeln::V,зібратися,zgromadzić się
1086,spielen::V,грати,grać
1087,spielen::V,грати,bawić się
1088,singen::V,співати,śpiewać
1089,tanzen::V,танцювати,pląsać
1090,tanzen::V,танцювати,tańczyć
1091,sich trennen::V,розлучитися,rozstać się
1092,verlassen::V,покинути,opuścić
1093,retten::V,врятувати,ocalić
1094,retten::V,врятувати,uratować
1095,bewachen::V,охороняти,pilnować
1096,schützen::V,уберігати,ochronić
1097,verteidigen::V,захистити,bronić
1098,sich schlagen::V,битися,pobić się
1099,sich schlagen::V,дратися,pobić się
1100,schießen::V,стріляти,strzelać
1101,siegen::V,перемогти,zwycziężyć
1102,ärgern::V,сердити,gniewać
1103,schlagen::V,ударити,bić
1104,schlagen::V,ударити,uderzyć
1105,treten::V,штовхати,kopnąć
1106,stechen::V,вколоти,ukłuć
1107,stoßen::V,штовхнути,popchnąć
1108,stehlen::V,украсти,ukraść
1109,stören::V,перешкодити,zakłócić
1110,stören::V,перешкодити,przeszkodzić
1111,belästigen::V,докучати,dokuczać
1112,verbergen::V,сховати,ukryć
1113,täuschen::V,обдурити,łudzić
1114,betrügen::V,зшахраювати,oszukać
1115,töten::V,убити,zabić
1116,wohnen::V,жити,mieszkać
1117,wohnen::V,мешкати,mieszkać
1118,arbeiten::V,працювати,pracować
1119,sammeln::V,зібрати,zebrać
1120,pflücken::V,зривати,zerwać
1121,jagen::V,полювати,polować
1122,fischen::V,рибалити,łowić ryby
1123,fassen::V,піймати,złapać
1124,hüten::V,пасти,paść
1125,treiben::V,гнати,pędzić
1126,anbinden::V,прив’язати,przywiązać
1127,füttern::V,годувати,karmić
1128,füttern::V,харчувати,karmić
1129,melken::V,доїти,doić
1130,hacken::V,рубати,rąbać
1131,gießen::V,полити,lać
1132,gießen::V,полити,podlać
1133,reifen::V,дозріти,dojrzeć
1134,zubereiten::V,зготовити,przyrządzić
1135,zubereiten::V,приготувати,przyrządzić
1136,kochen::V,варити,gotować
1137,kochen::V,готувати,gotować
1138,backen::V,пекти,piec
1139,braten::V,смажити,piec
1140,braten::V,смажити,smażyć
1141,umrühren::V,переміщати,przemieszać
1142,stricken::V,в’язати,dziać
1143,nähen::V,шити,szyć
1144,färben::V,пофарбувати,pofarbować
1145,reinigen::V,очистити,oczyścić
1146,waschen::V,мити,prać
1147,abwischen::V,витерти,obetrzeć
1148,spülen::V,полоскати,płukać
1149,fegen::V,підмітати,zamiatać
1150,kehren::V,мести,zamieść
1151,baden::V,купатися,kąpać się
1152,sich waschen::V,митися,myć się
1153,ausziehen::V,зняти,zdjąć
1154,anziehen::V,надіти,włożyć
1155,sich anziehen::V,одягтися,ubrać się
1156,sich anziehen::V,одягнутися,ubrać się
1157,kämmen::V,зачесати,uczesać
1158,schmücken::V,оздобити,ozdabiać
1159,sagen::V,сказати,powiedzieć
1160,sprechen::V,говорити,mówić
1161,reden::V,розмовляти,mówić
1162,sich unterhalten::V,бесідувати,rozmawiać
1163,fragen::V,запитати,zapytać
1164,bitten::V,просити,prosić
1165,erzählen::V,розповісти,opowiedzieć
1166,mitteilen::V,повідомити,zawiadomić o
1167,nennen::V,назвати,nazwać
1168,rufen::V,кликати,wołać
1169,prahlen::V,хвалитися,chełpić się
1170,übersetzen::V,перекласти,tłumaczyć
1171,denken::V,думати,myśleć
1172,denken::V,мислити,myśleć
1173,glauben::V,вірити,sądzić
1174,glauben::V,вірити,wierzyć
1175,bemerken::V,помітити,zauważyć
1176,erkennen::V,пізнати,poznać
1177,begreifen::V,осягнути,zrozumieć
1178,verstehen::V,почути,rozumieć
1179,verstehen::V,почути,dosłyszeć
1180,lernen::V,навчатися,uczyć się
1181,wissen::V,знати,wiedzieć
1182,sich erinnern an::V,пам’ятати,przypomnieć sobie
1183,vergessen::V,забути,zapomnieć
1184,messen::V,міряти,mierzyć
1185,zählen::V,лічити,liczyć
1186,rechnen::V,рахувати,rachować
1187,lesen::V,читати,czytać
1188,malen::V,малювати,malować
1189,zeichnen::V,рисувати,rysować
1190,schreiben::V,писати,pisać
1191,besitzen::V,мати,posiadać
1192,kaufen::V,купити,kupić
1193,verkaufen::V,продати,sprzedać
1194,bezahlen::V,заплатити,zapłacić
1195,zahlen::V,платити,płacić
1196,beherrschen::V,володіти,opanować
1197,ertragen::V,витерпіти,znieść
