,Concept_ID,ku,se
87,Kinn::N,zenî,gájbbe
88,Kinn::N,zenî,gáibi
89,Kinn::N,zenî,käibi
90,Kinn::N,zenî,käi´bb
91,Kinn::N,zenî,ка̄ййп
92,Kiefer[Anatomie]::N,arguşk,gaejpie
93,Kiefer[Anatomie]::N,arguşk,oalol
94,Kiefer[Anatomie]::N,arguşk,oaloldákte
95,Kiefer[Anatomie]::N,arguşk,gáibi
96,Kiefer[Anatomie]::N,arguşk,uá'lultähti
97,Kiefer[Anatomie]::N,arguşk,vuâl'lõš
98,Kiefer[Anatomie]::N,arguşk,вуаллнешш
99,Kehle::N,qirik,gealoe
100,Kehle::N,qirik,tjåttå
101,Kehle::N,qirik,njiello
102,Kehle::N,qirik,čotta
103,Kehle::N,qirik,čuudâ
104,Kehle::N,qirik,čoodd
105,Kehle::N,qirik,чонт
106,Kehle::N,qirik,кэ̄ҏс
107,Hals::N,stû,tjeapohke
108,Hals::N,stû,tjiebet
109,Hals::N,stû,čeabet
110,Hals::N,stû,čiäppát
111,Hals::N,stû,čeäppat
112,Hals::N,stû,ча̄пэх
113,Hals::N,qirik,tjeapohke
114,Hals::N,qirik,tjiebet
115,Hals::N,qirik,čeabet
116,Hals::N,qirik,čiäppát
117,Hals::N,qirik,čeäppat
118,Hals::N,qirik,ча̄пэх
119,Genick::N,stû,tjovrese
120,Genick::N,stû,nisske
121,Genick::N,stû,niehkki
122,Genick::N,stû,niski
123,Genick::N,stû,niek'ki
124,Genick::N,stû,nji´šǩǩmaadd
125,Genick::N,stû,нышшькмоант
126,Kopf::N,serî,åejjie
127,Kopf::N,serî,oajvve
128,Kopf::N,serî,oaivi
129,Kopf::N,serî,uái'vi
130,Kopf::N,serî,vuei´vv
131,Kopf::N,serî,вуэййв
132,Rücken::N,pişt,rudtje
133,Rücken::N,pişt,hárddo
134,Rücken::N,pişt,tjavelk
135,Rücken::N,pişt,sealgi
136,Rücken::N,pişt,selgi
137,Rücken::N,pişt,čielgi
138,Rücken::N,pişt,seä´lǧǧ
139,Rücken::N,pişt,се̄лльк
140,Bauch::N,ûr,tjåejjie
141,Bauch::N,ûr,tjoajvve
142,Bauch::N,ûr,čoavji
143,Bauch::N,ûr,čuáv'ji
144,Bauch::N,ûr,čåu´jj
145,Bauch::N,ûr,чо̄ввьй
146,Bauch::N,zik,tjåejjie
147,Bauch::N,zik,tjoajvve
148,Bauch::N,zik,čoavji
149,Bauch::N,zik,čuáv'ji
150,Bauch::N,zik,čåu´jj
151,Bauch::N,zik,чо̄ввьй
152,Nabel::N,navik,naepie
153,Nabel::N,navik,náhpe
154,Nabel::N,navik,náhpi
155,Nabel::N,navik,nääpi
156,Nabel::N,navik,nää´pp
157,Nabel::N,navik,на̄бпь
158,Busen::N,sîng,boenge
159,Busen::N,sîng,bållå
160,Busen::N,sîng,čižži
161,Busen::N,sîng,njamma
162,Busen::N,sîng,njižže
163,Busen::N,sîng,nje´ǯǯ
164,Busen::N,sîng,раннҍт
165,Brust::N,sîng,mïelke
166,Brust::N,sîng,radde
167,Brust::N,sîng,mielgga
168,Brust::N,sîng,raddi
169,Brust::N,sîng,radde
170,Brust::N,sîng,râ´dd
171,Brust::N,sîng,раннҍт
172,Schulter::N,mil,åelkie
173,Schulter::N,mil,oalgge
174,Schulter::N,mil,hárdu
175,Schulter::N,mil,ärdee
176,Schulter::N,mil,uál'gi
177,Schulter::N,mil,a´rddi
178,Schulter::N,mil,vuä´lǧǧ
179,Schulter::N,mil,вуэллык
180,Arm::N,çepil,gïete
181,Arm::N,çepil,giehta
182,Arm::N,çepil,giehta
183,Arm::N,çepil,kietâ
184,Arm::N,çepil,kie'tâkaaṿâ
185,Arm::N,çepil,ǩiõtt
186,Arm::N,çepil,кӣдт
187,Ellenbogen::N,enîşk,gernjere
188,Ellenbogen::N,enîşk,garŋŋel
189,Ellenbogen::N,enîşk,gargŋil
190,Ellenbogen::N,enîşk,käŋŋir
191,Ellenbogen::N,enîşk,kõõnjâr
192,Ellenbogen::N,enîşk,карьнэль
193,Hand::N,dest,gïete
194,Hand::N,dest,giehta
195,Hand::N,dest,giehta
196,Hand::N,dest,kietâ
197,Hand::N,dest,ǩiõtt
198,Hand::N,dest,кӣдт
199,Handfläche::N,kefadest,gïeten-låapoe
200,Handfläche::N,kefadest,giehtavuodo
201,Handfläche::N,kefadest,tjårmmåvuodo
202,Handfläche::N,kefadest,giehtaloahpu
203,Handfläche::N,kefadest,kiämád
204,Handfläche::N,kefadest,kuámmir
205,Handfläche::N,kefadest,kuä´m'mer
206,Handfläche::N,kefadest,ǩiõttǩeä´m'men
207,Handfläche::N,kefadest,ко̄а̄ллдэгк
208,Handfläche::N,kefadest,кӣдткоалдэгк
209,Finger::N,tilî,soerme
210,Finger::N,tilî,tjuvdde
211,Finger::N,tilî,suorbma
212,Finger::N,tilî,čuvde
213,Finger::N,tilî,suor'mâ
214,Finger::N,tilî,suõrmm
215,Finger::N,tilî,це̄ххп
216,Fingernagel::N,neynuk,gadtse
217,Fingernagel::N,neynuk,guehpere
218,Fingernagel::N,neynuk,gadtsa
219,Fingernagel::N,neynuk,gazza
220,Fingernagel::N,neynuk,kozzâ
221,Fingernagel::N,neynuk,kõʒʒ
222,Fingernagel::N,neynuk,кэ̄ннц
223,Nagel[Anatomie]::N,bizmar,gadtse
224,Nagel[Anatomie]::N,bizmar,guehpere
225,Nagel[Anatomie]::N,bizmar,gadtsa
226,Nagel[Anatomie]::N,bizmar,gazza
227,Nagel[Anatomie]::N,bizmar,kozzâ
228,Nagel[Anatomie]::N,bizmar,kõʒʒ
229,Nagel[Anatomie]::N,bizmar,кэ̄ннц
230,Zeh::N,tilî linga,tjiehtjere
231,Zeh::N,tilî linga,juolggetjuvdde
232,Zeh::N,tilî linga,juolgesuorbma
233,Zeh::N,tilî linga,jyel'gisuor'mâ
234,Zeh::N,tilî linga,jue´lǧǧsuõrmm
235,Zeh::N,tilî linga,ю̄лльк-це̄һп
236,Fuß::N,ling,juelkie
237,Fuß::N,ling,juolgge
238,Fuß::N,ling,juolgi
239,Fuß::N,ling,jyel'gi
240,Fuß::N,ling,jue´lǧǧ
241,Fuß::N,ling,ла̄бпь
242,Ferse::N,pahnî,båetskie
243,Ferse::N,pahnî,boasske
244,Ferse::N,pahnî,šušmi
245,Ferse::N,pahnî,šušme
246,Ferse::N,pahnî,jue´lǧǧkädd
247,Ferse::N,pahnî,ка̄ннт
248,Knie::N,kabok,boelve
249,Knie::N,kabok,buolvva
250,Knie::N,kabok,čibbi
251,Knie::N,kabok,veaŋki
252,Knie::N,kabok,iidâ
253,Knie::N,kabok,puõlvv
254,Knie::N,kabok,пуллв
255,Oberschenkel::N,rahn,ruaksja
256,Oberschenkel::N,rahn,tjibbe
257,Oberschenkel::N,rahn,gassaváhkká
258,Oberschenkel::N,rahn,badjeváhkáa
259,Oberschenkel::N,rahn,čuár'bpeeḷi
260,Oberschenkel::N,rahn,če´bb
261,Oberschenkel::N,rahn,чуаррбе̄лль
262,Bein::N,çip,juelkie
263,Bein::N,çip,juolgge
264,Bein::N,çip,juolgi
265,Bein::N,çip,jyel'gi
266,Bein::N,çip,jue´lǧǧ
267,Bein::N,çip,ю̄лльк
268,Körper::N,laş,kråahpe
269,Körper::N,laş,rumáj
270,Körper::N,laş,rumaš
271,Körper::N,laş,ruumâš
272,Körper::N,laş,rå´pp
273,Körper::N,laş,лышшьк
274,Körper::N,laş,роаӈӈьк
275,Körper::N,gowde,kråahpe
276,Körper::N,gowde,rumáj
277,Körper::N,gowde,rumaš
278,Körper::N,gowde,ruumâš
279,Körper::N,gowde,rå´pp
280,Körper::N,gowde,лышшьк
281,Körper::N,gowde,роаӈӈьк
282,Haut::N,çerm,njaltja
283,Haut::N,çerm,lijkke
284,Haut::N,çerm,tjuobma
285,Haut::N,çerm,liiki
286,Haut::N,çerm,liške
287,Haut::N,çerm,le´šǩǩ
288,Haut::N,çerm,лышшьк
289,Blut::N,xwîn,vïrre
290,Blut::N,xwîn,maelie
291,Blut::N,xwîn,varra
292,Blut::N,xwîn,varra
293,Blut::N,xwîn,vorrâ
294,Blut::N,xwîn,võrr
295,Blut::N,xwîn,вэ̄рр
296,Ader::N,reh,åerie
297,Ader::N,reh,aajroe
298,Ader::N,reh,suodna
299,Ader::N,reh,varrasuotna
300,Ader::N,reh,suoṇâ
301,Ader::N,reh,suõnn
302,Ader::N,reh,сӯнн
303,Sehne::N,reh,soene
304,Sehne::N,reh,gåårtenje
305,Sehne::N,reh,suodna
306,Sehne::N,reh,suotna
307,Sehne::N,reh,suoṇâ
308,Sehne::N,reh,suõnn
309,Sehne::N,reh,сӯнн
310,Knochen::N,hestî,måara
311,Knochen::N,hestî,måaroe
312,Knochen::N,hestî,dákte
313,Knochen::N,hestî,dákti
314,Knochen::N,hestî,tähti
315,Knochen::N,hestî,tä´htt
316,Knochen::N,hestî,та̄ххт
317,Knochen::N,hestî,та̄ффьт
318,Gehirn::N,mêjî,aajla
319,Gehirn::N,mêjî,vuojŋam
320,Gehirn::N,mêjî,vuoigŋašat
321,Gehirn::N,mêjî,vuoi'ŋâšeh
322,Gehirn::N,mêjî,vuo'ivâšneh
323,Gehirn::N,mêjî,vuõivâšn
324,Gehirn::N,mêjî,вуэййвэшна
325,Herz::N,dil,vaajmoe
326,Herz::N,dil,tsåhke
327,Herz::N,dil,váibmu
328,Herz::N,dil,váimu
329,Herz::N,dil,čââ´đ
330,Herz::N,dil,кӯттҌк
331,Magen::N,navêş,tjåejjie
332,Magen::N,navêş,tjoajvve
333,Magen::N,navêş,čoavji
334,Magen::N,navêş,čuáv'ji
335,Magen::N,navêş,čåu´jj
336,Magen::N,navêş,чо̄ввьй
337,Leber::N,kezeb,mueksie
338,Leber::N,kezeb,librre
339,Leber::N,kezeb,vuoivvas
340,Leber::N,kezeb,vuoivâs
341,Leber::N,kezeb,vuõivâs
342,Leber::N,kezeb,вуйвас
343,Atem::N,hilm,voejngehtasse
344,Atem::N,hilm,båssånis
345,Atem::N,hilm,vuojŋadahka
346,Atem::N,hilm,vuoiŋŋahat
347,Atem::N,hilm,vuo'iŋâstim
348,Atem::N,hilm,jiõg'g
349,Atem::N,hilm,вӯйнас
350,Atem::N,hilm,вӯййнмушш
351,Hunger::N,birçîtî,nielkie
352,Hunger::N,birçîtî,nielgge
353,Hunger::N,birçîtî,nealgi
354,Hunger::N,birçîtî,nelgi
355,Hunger::N,birçîtî,neä´lǧǧ
356,Hunger::N,birçîtî,не̄лльк
357,Träne::N,hêstir,gïknjele
358,Träne::N,hêstir,ganjál
359,Träne::N,hêstir,ganjal
360,Träne::N,hêstir,koonjâl
361,Träne::N,hêstir,kõõnjâl
362,Träne::N,hêstir,кэ̄нял
363,Geschmack::N,tam,aelmie
364,Geschmack::N,tam,muosse
365,Geschmack::N,tam,smáhkka
366,Geschmack::N,tam,máhku
367,Geschmack::N,tam,smáhkka
368,Geschmack::N,tam,mááhu
369,Geschmack::N,tam,smakkâ
370,Geschmack::N,tam,njõõd
371,Geschmack::N,tam,smääkk
372,Geschmack::N,tam,ня̄лльк
373,Geruch::N,bêhn,haaje
374,Geruch::N,bêhn,habjja
375,Geruch::N,bêhn,hádja
376,Geruch::N,bêhn,opsâ
377,Geruch::N,bêhn,haajâ
378,Geruch::N,bêhn,õpss
379,Geruch::N,bêhn,haajj
380,Geruch::N,bêhn,апс
381,Geruch::N,bêhn,лэ̄гк
382,Schlaf::N,xew,nahkerh
383,Schlaf::N,xew,nager
384,Schlaf::N,xew,oados
385,Schlaf::N,xew,nagir
386,Schlaf::N,xew,naṿer
387,Schlaf::N,xew,nââ´er
388,Schlaf::N,xew,нагерь
389,Traum::N,xewn,nahkere
390,Traum::N,xewn,niehko
391,Traum::N,xewn,niehku
392,Traum::N,xewn,naṿer
393,Traum::N,xewn,nââ´er
394,Traum::N,xewn,нагерь
395,Himmel::N,ezman,elmie
396,Himmel::N,ezman,almme
397,Himmel::N,ezman,albmi
398,Himmel::N,ezman,alme
399,Himmel::N,ezman,â´lmm
400,Himmel::N,ezman,алльм
401,Sonne::N,roj,biejjie
402,Sonne::N,roj,bæjvásj
403,Sonne::N,roj,beaivváš
404,Sonne::N,roj,peivi
405,Sonne::N,roj,piäiváš
406,Sonne::N,roj,pei´vv
407,Sonne::N,roj,пе̄ййв
408,Mond::N,heyv,aske
409,Mond::N,heyv,mánno
410,Mond::N,heyv,mánnu
411,Mond::N,heyv,máánu
412,Mond::N,heyv,mään
413,Mond::N,heyv,ма̄нн
414,Stern::N,stêrk,daasta
415,Stern::N,stêrk,naestie
416,Stern::N,stêrk,násste
417,Stern::N,stêrk,násti
418,Stern::N,stêrk,täsni
419,Stern::N,stêrk,tä´snn
420,Stern::N,stêrk,та̄ссьт
421,Luft::N,ba,elmie
422,Luft::N,ba,ájmmo
423,Luft::N,ba,áibmu
424,Luft::N,ba,áimu
425,Luft::N,ba,šõŋŋ
426,Luft::N,ba,вӯйнас
427,Wind::N,ba,bïegke
428,Wind::N,ba,biegga
429,Wind::N,ba,biegga
430,Wind::N,ba,pieg'gâ
431,Wind::N,ba,piõg'g
432,Wind::N,ba,пӣӈӈк
433,Welle::N,şewl,baaroe
434,Welle::N,şewl,bárro
435,Welle::N,şewl,bárru
436,Welle::N,şewl,pááṛu
437,Welle::N,şewl,päärr
438,Welle::N,şewl,нэ̄ммп
439,Wasser::N,av,tjaetsie
440,Wasser::N,av,tjáhtje
441,Wasser::N,av,čáhci
442,Wasser::N,av,čääci
443,Wasser::N,av,čää´cc
444,Wasser::N,av,ча̄дзь
445,Stein::N,kevir,gierkie
446,Stein::N,kevir,giergge
447,Stein::N,kevir,geađgi
448,Stein::N,kevir,keđgi
449,Stein::N,kevir,ǩeä´dǧǧ
450,Stein::N,kevir,ке̄ддҌк
451,Boden::N,herd,betnie
452,Boden::N,herd,ednam
453,Boden::N,herd,bodni
454,Boden::N,herd,vuođđu
455,Boden::N,herd,ponne
456,Boden::N,herd,vuáđ̣u
457,Boden::N,herd,vuâđđ
458,Boden::N,herd,лаввьн
459,Boden::N,herd,е̄ммьне
460,Erde::N,ax,jåarta
461,Erde::N,ax,mueltie
462,Erde::N,ax,ednam
463,Erde::N,ax,mållde
464,Erde::N,ax,eana
465,Erde::N,ax,eennâm
466,Erde::N,ax,mädd
467,Erde::N,ax,jânnam
468,Erde::N,ax,е̄ммьне
469,Staub::N,toz,heblie
470,Staub::N,toz,tsumhtsie
471,Staub::N,toz,dubme
472,Staub::N,toz,dopmu
473,Staub::N,toz,kovjâ
474,Staub::N,toz,põõ´l
475,Staub::N,toz,кэ̄ббьй
476,Rauch::N,dû,soeve
477,Rauch::N,dû,suovva
478,Rauch::N,dû,suovva
479,Rauch::N,dû,suoṿâ
480,Rauch::N,dû,suõvv
481,Rauch::N,dû,сӯвв
482,Funke::N,çirûşk,naestie
483,Funke::N,çirûşk,tjuonam
484,Funke::N,çirûşk,čuotnan
485,Funke::N,çirûşk,čuođâlm
486,Funke::N,çirûşk,iiskâr
487,Funke::N,çirûşk,čuõzzâm
488,Funke::N,çirûşk,чӯссэм
489,Feuer::N,agir,dålle
490,Feuer::N,agir,dållå
491,Feuer::N,agir,dolla
492,Feuer::N,agir,tullâ
493,Feuer::N,agir,toll
494,Feuer::N,agir,то̄лл
495,Licht::N,ronahî,tjoevke
496,Licht::N,ronahî,tjuovgga
497,Licht::N,ronahî,čuovga
498,Licht::N,ronahî,čuovggas
499,Licht::N,ronahî,čuoṿâ
500,Licht::N,ronahî,toll
501,Licht::N,ronahî,čuõvv
502,Licht::N,ronahî,то̄лл
503,Schatten::N,sî,skugkie
504,Schatten::N,sî,soejvene
505,Schatten::N,sî,irkes
506,Schatten::N,sî,sieges
507,Schatten::N,sî,itku
508,Schatten::N,sî,suoivâ
509,Schatten::N,sî,õõtt
510,Schatten::N,sî,ǩeeu´niǩ
511,Schatten::N,sî,кывьнэхь
512,Wetter::N,hewa,vïerhtse
513,Wetter::N,hewa,dálkke
514,Wetter::N,hewa,dálki
515,Wetter::N,hewa,šoŋŋâ
516,Wetter::N,hewa,šõŋŋ
517,Wetter::N,hewa,шэ̄ӈӈ
518,Nebel::N,mij,såavla
519,Nebel::N,mij,mearhka
520,Nebel::N,mij,murkko
521,Nebel::N,mij,mierkká
522,Nebel::N,mij,mierká
523,Nebel::N,mij,miär'kká
524,Nebel::N,mij,oṃo
525,Nebel::N,mij,sue´lnn
526,Nebel::N,mij,цӣгк
527,Nebel::N,mij,сулльн
528,Wolke::N,ewr,balve
529,Wolke::N,ewr,balvva
530,Wolke::N,ewr,balva
531,Wolke::N,ewr,polvâ
532,Wolke::N,ewr,põlvv
533,Wolke::N,ewr,пэллв
534,Regen::N,baran,ebrie
535,Regen::N,baran,harvve
536,Regen::N,baran,arvi
537,Regen::N,baran,arve
538,Regen::N,baran,â´brr
539,Regen::N,baran,аббьр
540,Schnee::N,berf,lopme
541,Schnee::N,berf,moehtege
542,Schnee::N,berf,muohta
543,Schnee::N,berf,muohta
544,Schnee::N,berf,muotâ
545,Schnee::N,berf,muõtt
546,Schnee::N,berf,вэ̄дз
547,Schnee::N,berf,куэллт
548,Eis::N,qeşa,jïenge
549,Eis::N,qeşa,jiegŋa
550,Eis::N,qeşa,jiekŋa
551,Eis::N,qeşa,jieŋ̣â
552,Eis::N,qeşa,jiõŋŋ
553,Eis::N,qeşa,ӣӈӈ
554,Frost::N,xûsik,baajkoe
555,Frost::N,xûsik,tjoasskem
556,Frost::N,xûsik,buolaš
557,Frost::N,xûsik,puolâš
558,Frost::N,xûsik,puõlâš
559,Frost::N,xûsik,мӯнь
560,Kälte::N,serma,jueskie
561,Kälte::N,serma,tjåetskeme
562,Kälte::N,serma,tjoasskem
563,Kälte::N,serma,čoaskin
564,Kälte::N,serma,ko'lmâsvuotâ
565,Kälte::N,serma,ijss
566,Kälte::N,serma,čuä´cǩǩem
567,Kälte::N,serma,tuârggnjõs
568,Kälte::N,serma,кэ̄лмас
569,Hitze::N,germayî,baahke
570,Hitze::N,germayî,báhkka
571,Hitze::N,germayî,báhkka
572,Hitze::N,germayî,pakkâ
573,Hitze::N,germayî,kuṃe
574,Hitze::N,germayî,paašt
575,Hitze::N,germayî,жоарр
576,Raureif::N,şext,jyjse
577,Raureif::N,şext,ridne
578,Raureif::N,şext,goarre
579,Raureif::N,şext,ritni
580,Raureif::N,şext,suhči
581,Raureif::N,şext,riṇe
582,Raureif::N,şext,ай
583,Regenbogen::N,heftreng,aatjan goengere
584,Regenbogen::N,heftreng,aatjan joekse
585,Regenbogen::N,heftreng,ádjájuoksa
586,Regenbogen::N,heftreng,arvedávgi
587,Regenbogen::N,heftreng,bajándávgi
588,Regenbogen::N,heftreng,äijihtävgi
589,Regenbogen::N,heftreng,teârmmazjohss
590,Regenbogen::N,heftreng,тӣрмесью̄ккс
591,Donner::N,gire-gir,raejrie
592,Donner::N,gire-gir,átjek
593,Donner::N,gire-gir,átjárájdde
594,Donner::N,gire-gir,áddjá
595,Donner::N,gire-gir,baján
596,Donner::N,gire-gir,juuṛâ
597,Donner::N,gire-gir,tie´rmes
598,Donner::N,gire-gir,тӣрмесь
599,Donner::N,gire-gir,ча̄ркнэгк
600,Strömung::N,şewl,njuvvie
601,Strömung::N,şewl,ájggedáhpe
602,Strömung::N,şewl,rávdnji
603,Strömung::N,şewl,virde
604,Strömung::N,şewl,ve´rdd
605,Strömung::N,şewl,выррьт
606,Tropfen::N,dilop,gåajhkohts
607,Tropfen::N,dilop,gåjkudis
608,Tropfen::N,dilop,goaikkanas
609,Tropfen::N,dilop,čalme
610,Tropfen::N,dilop,čâ´lmm
611,Tropfen::N,dilop,ча̄лльм
612,Schaum::N,kef,sapte
613,Schaum::N,kef,såpptå
614,Schaum::N,kef,sokta
615,Schaum::N,kef,suptâ
616,Schaum::N,kef,soptt
617,Schaum::N,kef,со̄ппт
618,Schmutz::N,gemar,haaskoe
619,Schmutz::N,gemar,duolvva
620,Schmutz::N,gemar,duolva
621,Schmutz::N,gemar,durdi
622,Schmutz::N,gemar,stänži
623,Schmutz::N,gemar,sähss
624,Schmutz::N,gemar,са̄ккьс
625,Schmutz::N,gemar,не̄шшь
626,See::N,gol,jaevrie
627,See::N,gol,jávrre
628,See::N,gol,jávri
629,See::N,gol,jävri
630,See::N,gol,jâu´rr
631,See::N,gol,я̄ввьр
632,Sumpf::N,hezek,pluevie
633,Sumpf::N,hezek,áhpe
634,Sumpf::N,hezek,sæmssa
635,Sumpf::N,hezek,jeaggi
636,Sumpf::N,hezek,jeggi
637,Sumpf::N,hezek,jeä´ǧ'ǧ
638,Sumpf::N,hezek,ла̄ммьп
639,Moor::N,mafêl,pluevie
640,Moor::N,mafêl,jiegge
641,Moor::N,mafêl,suotnju
642,Moor::N,mafêl,karrii
643,Moor::N,mafêl,kä´rev
644,Moor::N,mafêl,veättaǩ
645,Moor::N,mafêl,ла̄ммьп
646,Wiese::N,sûrik,ïentje
647,Wiese::N,sûrik,giedde
648,Wiese::N,sûrik,gieddi
649,Wiese::N,sûrik,nijtto
650,Wiese::N,sûrik,пуэшенҍ
651,Wald::N,çiya,skåake
652,Wald::N,çiya,skåajje
653,Wald::N,çiya,miehtsie
654,Wald::N,çiya,vuovdde
655,Wald::N,çiya,miehttse
656,Wald::N,çiya,vuovdi
657,Wald::N,çiya,meahcci
658,Wald::N,çiya,mecci
659,Wald::N,çiya,vyemi
660,Wald::N,çiya,vue´mm
661,Wald::N,çiya,meä´c'c
662,Wald::N,çiya,ля̄ммт
663,Wald::N,daristan,skåake
664,Wald::N,daristan,skåajje
665,Wald::N,daristan,miehtsie
666,Wald::N,daristan,vuovdde
667,Wald::N,daristan,miehttse
668,Wald::N,daristan,vuovdi
669,Wald::N,daristan,meahcci
670,Wald::N,daristan,mecci
671,Wald::N,daristan,vyemi
672,Wald::N,daristan,vue´mm
673,Wald::N,daristan,meä´c'c
674,Wald::N,daristan,ля̄ммт
675,Hügel::N,gir,deava
676,Hügel::N,gir,dievvá
677,Hügel::N,gir,dievvá
678,Hügel::N,gir,čummâ
679,Hügel::N,gir,pä´rcc
680,Hügel::N,gir,teä´rmm
681,Hügel::N,gir,ка̄ннҌт
682,Anhöhe::N,sere gir,deava
683,Anhöhe::N,sere gir,jalladahke
684,Anhöhe::N,sere gir,dievásj
685,Anhöhe::N,sere gir,aláš
686,Anhöhe::N,sere gir,luohkká
687,Anhöhe::N,sere gir,tiävá
688,Anhöhe::N,sere gir,poorááš
689,Anhöhe::N,sere gir,ču´lpp
690,Anhöhe::N,sere gir,škâu´ŋŋ
691,Anhöhe::N,sere gir,ка̄ннҌт
692,Berg::N,kaş,bïerje
693,Berg::N,kaş,várre
694,Berg::N,kaş,várri
695,Berg::N,kaş,vääṛi
696,Berg::N,kaş,vää´rr
697,Berg::N,kaş,те̄ррьм
698,Gipfel::N,sere gir,dalvese
699,Gipfel::N,sere gir,tjåhkkå
700,Gipfel::N,sere gir,čohkka
701,Gipfel::N,sere gir,čokke
702,Gipfel::N,sere gir,čå´ǩǩ
703,Gipfel::N,sere gir,ла̄ддҍв
704,Höhle::N,şikeft,beajoe
705,Höhle::N,şikeft,rájgge
706,Höhle::N,şikeft,sluoggo
707,Höhle::N,şikeft,biedju
708,Höhle::N,şikeft,kuovđâšm
709,Höhle::N,şikeft,skuõrr
710,Höhle::N,şikeft,вуэӈӈк
711,Abhang::N,kaş,boelte
712,Abhang::N,kaş,brijrie
713,Abhang::N,kaş,bállte
714,Abhang::N,kaş,vielti
715,Abhang::N,kaş,luohkká
716,Abhang::N,kaş,viel'tti
717,Abhang::N,kaş,vie´ltt
718,Abhang::N,kaş,луэххк
719,Quelle::N,kanî,aajege
720,Quelle::N,kanî,gaaltije
721,Quelle::N,kanî,ája
722,Quelle::N,kanî,ája
723,Quelle::N,kanî,gáldu
724,Quelle::N,kanî,aajâ
725,Quelle::N,kanî,käldee
726,Quelle::N,kanî,lädd
727,Quelle::N,kanî,käivv
728,Quelle::N,kanî,ка̄ййв
729,Bach::N,çem,johketje
730,Bach::N,çem,jåhkå
731,Bach::N,çem,jågåsj
732,Bach::N,çem,jogaš
733,Bach::N,çem,aajâ
734,Bach::N,çem,vuäjj
735,Bach::N,çem,вуэйй
736,Fluss::N,çem,johke
737,Fluss::N,çem,ædno
738,Fluss::N,çem,jåhkå
739,Fluss::N,çem,johka
740,Fluss::N,çem,juuhâ
741,Fluss::N,çem,jokk
742,Fluss::N,çem,jeänn
743,Fluss::N,çem,ё̄гк
744,Fluss::N,rûbar,johke
