,Concept_ID,is,uz
125,Wurzel::N,rót,tub
126,Wurzel::N,rót,tomir
127,Baum::N,tré,daraxt
128,Stamm::N,stofn,o'simta
129,Rinde::N,börkur,qobiq
130,Ast::N,grein,shox
131,Zweig::N,angi,butoq
132,Zweig::N,kvistur,butoq
133,Blatt::N,blað,barg
134,Birke::N,birki,qayin
135,Kiefer[Baum]::N,fura,qarag'ay
136,Weide[Baum]::N,víðir,shum
137,Tanne::N,greni,archa
138,Horn::N,horn,mugiz
139,Feder::N,fjöður,par
140,Fell::N,skinn,mo'yna
141,Flügel::N,vængur,qanot
142,Klaue::N,kló,tirnoq
143,Kralle::N,kló,tirnoq
144,Schwanz::N,rófa,quyruq
145,Schwanz::N,skott,quyruq
146,Ei::N,egg,tuxum
147,Nest::N,hreiður,oshyon
148,Bau::N,greni,o'pqon
149,Bau::N,bæli,o'pqon
150,Tier::N,dýr,hayvon
151,Herde::N,hjörð,gala
152,Kuh::N,kýr,inak
153,Bulle::N,boli,ho'kiz
154,Pferd::N,hestur,ot
155,Schaf::N,kind,qo'y
156,Schwein::N,svín,cho'chqa
157,Hund::N,hundur,it
158,Katze::N,köttur,mushuk
159,Bär::N,björn,ayiq
160,Eichhörnchen::N,íkorni,tiyin
161,Elch::N,elgur,los
162,Fuchs::N,refur,tulki
163,Hase::N,héri,kuyon
164,Maus::N,mús,sichqon
165,Wolf::N,úlfur,bo'ri
166,Vogel::N,fugl,qush
167,Schwarm::N,sægur,to'da
168,Huhn::N,hæna,tovuq
169,Hahn::N,hani,xo'roz
170,Gans::N,gæs,g'oz
171,Adler::N,örn,burgut
172,Ente::N,önd,o'rdak
173,Eule::N,uggla,boyo'g'li
174,Kranich::N,trana,turna
175,Krähe::N,kráka,qarg'a
176,Kuckuck::N,gaukur,kakku
177,Schwan::N,svanur,oqkush
178,Fisch::N,fiskur,baliq
179,Barsch::N,aborri,olabug'a
180,Hecht::N,gedda,cho'rtan
181,Schlange[Tier]::N,naðra,ilon
182,Wurm::N,ormur,qurt
183,Spinne::N,kónguló,o'rgimchak
184,Ameise::N,maur,chumoli
185,Laus::N,lús,bit
186,Mücke::N,mý,chivin
187,Mücke::N,mýfluga,chivin
188,Fliege::N,fluga,pashsha
189,Schmetterling::N,fiðrildi,kapalak
190,Beere::N,ber,meva
191,Apfel::N,epli,olma
192,Pilz::N,sveppur,qo'ziqorin
193,Zwiebel::N,laukur,piyoz
194,Saat::N,fræ,äkin
195,Saat::N,útsæði,äkin
196,Korn::N,korn,zarra
197,Heu::N,hey,xashak
198,Schale::N,hýði,po'choq
199,Grube::N,gryfja,co'ra
200,Falle::N,gildra,qopqon
201,Schlinge::N,snara,sirtmoq
202,Spur::N,spor,iz
203,Asche::N,aska,kul
204,Dreck::N,óþverri,kir
205,Eisen::N,járn,temir
206,Gold::N,gull,tilla
207,Silber::N,silfur,kumush
208,Kohle::N,kol,ko'mir
209,Glas::N,gler,oyna
210,Lehm::N,leir,loy
211,Sand::N,sandur,qum
212,Mensch::N,maður,odam
213,Mensch::N,manneskja,odam
214,Mann::N,maður,ärkak
215,Mann::N,karlmaður,ärkak
216,Frau::N,kona,ayol
217,Kind::N,barn,bola
218,Kind::N,barn,kichkintoy
219,Kind::N,krakki,bola
220,Kind::N,krakki,kichkintoy
221,Junge::N,drengur,bola
222,Mädchen::N,stelpa,qiz
223,Familie::N,fjölskylda,oila
224,Großvater::N,afi,buva
225,Großvater::N,afi,katta ota
226,Großmutter::N,amma,buvi
227,Großmutter::N,amma,katta oyi
228,Eltern::N,foreldrar,ota-ona
229,Vater::N,faðir,ota
230,Mutter::N,móðir,ona
231,Sohn::N,sonur,o'g'il
232,Tochter::N,dóttir,qiz
233,Bruder::N,bróðir,og'a
234,Bruder::N,bróðir,uka
235,Schwester::N,systir,opa
236,Schwester::N,systir,singil
237,Onkel::N,föðurbróðir,amaki
238,Tante::N,frænka,amma
239,Tante::N,frænka,xola
240,Tante::N,móðursystir,amma
241,Tante::N,móðursystir,xola
242,Ehemann::N,eiginmaður,är
243,Ehefrau::N,eiginkona,rafiqa
244,Freude::N,gleði,ayish
245,Gelächter::N,hlátur,kulgi
246,Glück::N,gæfa,saodat
247,Kummer::N,sorg,g'am
248,Wunsch::N,ósk,orzu
249,Lust::N,fýsn,rag'bat
250,Lust::N,löngun,rag'bat
251,Geist::N,andi,ruh
252,Gedanke::N,hugsun,fikr
253,Gedächtnis::N,minni,äs
254,Verstand::N,vit,aql
255,Sinn::N,merking,ma'ni
256,Grund::N,ástæða,sabab
257,Wahrheit::N,sannleikur,haq
258,Gespräch::N,samtal,gap
259,Märchen::N,ævintýri,ärtak
260,Erzählung::N,saga,rivoyat
261,Nachricht::N,frétt,xabar
262,Neuigkeit::N,frétt,yangilik
263,Name::N,nafn,ot
264,Rätsel::N,gáta,topishmoq
265,Rede::N,ræða,nutq
266,Sprache::N,mál,til
267,Sprache::N,tungumál,til
268,Stimme::N,rödd,ovoz
269,Wort::N,orð,so'z
270,Zeichen::N,tákn,alomat
271,Zeichen::N,merki,alomat
272,Ruf::N,kall,chaqiriq
273,Lärm::N,hávaði,taraq
274,Laut::N,hljóð,tovush
275,Ton::N,tónn,un
276,Lied::N,ljóð,ashula
277,Lied::N,söngur,ashula
278,Ruhe::N,ró,tinchlik
279,Ruhe::N,kyrrð,tinchlik
280,Leute::N,fólk,xaloyiq
281,Volk::N,þjóð,xalq
282,Arbeit::N,vinna,ish
283,Gast::N,gestur,mehmon
284,Geschenk::N,gjöf,hadya
285,Spiel::N,leikur,o'yin
286,Gesellschaft::N,selskapur,jamiyat
287,Hilfe::N,hjálp,yordam
288,Freund::N,vinur,do'st
289,Kamerad::N,félagi,yo'ldosh
290,Angelegenheit::N,mál,daxl
291,Angelegenheit::N,málefni,daxl
292,Anzahl::N,tala,son
293,Anzahl::N,fjöldi,son
294,Art::N,tegund,tur
295,Stück::N,biti,parcha
296,Stück::N,stykki,parcha
297,Teil::N,hluti,bo'lak
298,Teil::N,partur,bo'lak
299,Hälfte::N,helmingur,yarim
300,Kreis::N,hringur,aylana
301,Kreuz::N,kross,xoch
302,Kreuz::N,krossmark,xoch
303,Linie::N,lína,liniya
304,Strich::N,strik,chiziq
305,Abstand::N,millibil,oralik
306,Entfernung::N,fjarlægð,uzoqlik
307,Gegend::N,hérað,yer
308,Platz::N,pláss,oralig
309,Ort::N,staður,joy
310,Seite::N,hlið,yon
311,Mitte::N,miðja,o'rta
312,Gegenstand::N,hlutur,ashyo
313,Sache::N,mál,buyum
314,Rand::N,brún,chek
315,Kante::N,rönd,tig'
316,Ecke::N,horn,burchak
317,Spitze::N,oddur,uch
318,Ende::N,endi,oxir
319,Loch::N,gat,teshik
320,Loch::N,hola,teshik
321,Winkel::N,skot,go'sha
322,Winkel::N,krókur,go'sha
323,Muster::N,munstur,nusha
324,Größe::N,stærð,kattalik
325,Länge::N,lengd,uzunlik
326,Höhe::N,hæð,yuksaklik
327,Gewicht::N,vigt,solmoq
328,Gewicht::N,þyngd,solmoq
329,Menge::N,magn,miqdor
330,Haufen::N,hrúga,uyum
331,Haufen::N,haugur,uyum
332,Reihe::N,röð,saf
333,Boot::N,bátur,qayiq
334,Ruder::N,ár,äshkak
335,Schlitten::N,sleði,chana
336,Ski::N,skíði,chang'i
337,Lagerfeuer::N,varðeldur,gulxan
338,Last::N,byrði,yuk
339,Last::N,farmur,yuk
340,Gang::N,ganga,yurish
341,Schritt::N,skref,qadam
342,Norden::N,norður,shimol
343,Süden::N,suður,janub
344,Westen::N,vestur,g'arb
345,Osten::N,austur,sharq
346,Holz::N,viður,yog'och
347,Brett::N,fjöl,taxta
348,Platte::N,flötur,tabaqa
349,Stütze::N,stoð,tayanchi
350,Stange::N,stöng,qo'noq
351,Stock::N,prik,tayoq
352,Stock::N,stafur,tayoq
353,Stab::N,prik,gavron
354,Stab::N,stafur,gavron
355,Rohr::N,rör,tarnov
356,Rohr::N,pípa,tarnov
357,Haus::N,hús,uy
358,Heim::N,heimili,makon
359,Ofen::N,ofn,pechka
360,Fußboden::N,gólf,pol
361,Tisch::N,borð,mosa
362,Stuhl::N,stóll,o'rindiq
363,Wiege::N,vagga,beshik
364,Bett::N,rúm,yotoq
365,Bett::N,hvíla,yotoq
366,Regal::N,hilla,tokcha
367,Kiste::N,kassi,sandiq
368,Fenster::N,gluggi,deraza
369,Tür::N,dyr,äshik
370,Tür::N,hurð,äshik
371,Tor::N,hlið,darvoza
372,Zaun::N,girðing,panjara
373,Zaun::N,limgarður,panjara
374,Dach::N,þak,tom
375,Leiter::N,stigi,narvon
376,Besen::N,sópur,supurgi
377,Spaten::N,spaði,bel
378,Schaufel::N,skófla,kurak
379,Gabel::N,gaffall,bilka
380,Löffel::N,skeið,qoshiq
381,Messer::N,hnífur,pichoq
382,Nagel::N,nögl,mix
383,Netz::N,net,to'r
384,Haken::N,krókur,ilgak
385,Griff::N,tak,sop
386,Griff::N,tak,tutqich
387,Schloss::N,lás,qulf
388,Bild::N,mynd,rasm
389,Figur::N,stytta,shakl
390,Puppe::N,brúða,ko'g'irchoq
391,Beutel::N,poki,to'rva
392,Beutel::N,baggi,to'rva
393,Bündel::N,böggull,bog'lam
394,Tasche::N,veski,kissa
395,Eimer::N,fata,chelak
396,Deckel::N,lok,qopqoq
397,Geschirr::N,leirtau,idish
398,Sack::N,sekkur,qop
399,Tasse::N,bolli,piyola
400,Topf::N,pottur,tuvak
401,Kessel::N,ketill,qozon
402,Essen::N,matur,tomoq
403,Nahrung::N,fæða,emak
404,Speise::N,réttur,taom
405,Speise::N,matarréttur,taom
406,Fleisch::N,kjöt,go'sht
407,Getreide::N,korn,g'alla
408,Brei::N,grautur,bo'tqa
409,Brot::N,brauð,non
410,Scheibe::N,sneið,disk
411,Fett::N,fita,moy
412,Butter::N,smjör,yog'
413,Öl::N,olía,moy
414,Salz::N,salt,tuz
415,Suppe::N,súpa,sho'rva
416,Honig::N,hunang,asal
417,Milch::N,mjólk,sut
418,Tee::N,te,choy
419,Leder::N,skinn,charm
420,Wolle::N,ull,jun
421,Stoff::N,dúkur,mato
422,Nadel::N,nál,igna
423,Faden::N,þráður,ip
424,Knopf::N,tala,tugma
425,Knopf::N,hnappur,tugma
426,Knoten::N,hnútur,tugun
427,Farbe::N,málning,bo'yok
428,Kleidung::N,búningur,kiyim
429,Kleidung::N,klæðnaður,kiyim
430,Hemd::N,skyrta,ko'ylak
431,Kragen::N,kragi,yoqa
432,Kragen::N,flibbi,yoqa
433,Ärmel::N,ermi,yeng
434,Hose::N,buxur,shim
435,Gürtel::N,belti,tasma
436,Mütze::N,húfa,shapka
437,Schuh::N,skór,but
438,Stiefel::N,stígvél,botinka
439,Ring::N,hringur,yuzuk
440,Band::N,band,rishta
441,Kamm::N,greiða,taroq
442,Spiegel::N,spegill,ko'zgu
443,Riemen::N,ól,qayish
444,Riemen::N,reim,qayish
445,Schnur::N,snúra,bog'ich
446,Leine::N,band,etak
447,Decke::N,teppi,odyol
448,Kissen::N,koddi,yostiq
449,Tuch::N,klútur,gazlama
450,Handtuch::N,þurrka,sochiq
451,Handtuch::N,handklæði,sochiq
452,Kraft::N,afl,kuch
453,Kraft::N,kraftur,kuch
454,Stärke::N,styrkur,quvvat
455,Gesundheit::N,heilsa,sog'lik
456,Gesundheit::N,heilbrigði,sog'lik
457,Krankheit::N,sjúkdómur,kasallik
458,Schmerz::N,sársauki,og'riq
459,Wunde::N,sár,yara
460,Fieber::N,hitasótt,bezgak
461,Arznei::N,lyf,dori
462,Brücke::N,brú,ko'prik
463,Brunnen::N,brunnur,buloq
464,Weide::N,hagi,yaylov
465,Pfad::N,stígur,dorojka
466,Weg::N,vegur,yo'l
467,Straße::N,gata,ko'cha
468,Straße::N,stræti,ko'cha
469,Dorf::N,þorp,ovul
470,Stadt::N,borg,shahar
471,Brief::N,bréf,maktub
472,Buch::N,bók,kitob
473,Buchstabe::N,bókstafur,harf
474,Zeitung::N,dagblað,gazet
475,Leben::N,líf,hayot
476,Tod::N,dauði,o'lim
477,Grab::N,gröf,go'r
478,Kirche::N,kirkja,cherkov
479,Sünde::N,synd,gunoh
480,Gott::N,guð,olloh
481,Arbeiter::N,verkamaður,ishchi
482,Chef::N,yfirmaður,rais
483,Meister::N,meistari,usta
484,Arzt::N,læknir,hakim
485,Lehrer::N,kennari,muallim
486,Geld::N,peningar,pul
487,Geschäft::N,viðskipti,savdo
488,Laden::N,búð,do'kon
489,Laden::N,verslun,do'kon
490,Preis::N,verð,baho
491,Ware::N,vara,mol
492,Nutzen::N,gagn,foyda
493,Reichtum::N,auður,boylik
494,Welt::N,veröld,olam
495,Land::N,land,o'lka
496,Staat::N,ríki,davlat
497,König::N,konungur,qirol
498,Macht::N,vald,iqtidor
499,Grenze::N,landamæri,chegara
500,Krieg::N,stríð,harb
501,Feind::N,fjandmaður,dushman
502,Gewalt::N,ofbeldi,zo'rlik
503,Kampf::N,bardagi,kurash
504,Bogen[Waffe]::N,bogi,yoy
505,Pfeil::N,ör,o'q
506,Gewehr::N,byssa,vintovka
507,Fehler::N,villa,xato
508,Lüge::N,lygi,yolg'on
509,Schaden::N,skemmd,ziyon
510,Unglück::N,óhamingja,balo
511,Schuld::N,sök,ayb
512,Alter::N,aldur,yosh
513,Schluss::N,lok,tamom
514,Schluss::N,endir,tamom
515,Zeit::N,tími,vaqt
516,Tag::N,dagur,kun
517,Morgen::N,morgunn,saboh
518,Mittag::N,hádegi,kun tushlik
519,Abend::N,kvöld,oqshom
520,Nacht::N,nótt,tun
521,Woche::N,vika,hafta
522,Monat::N,mánuður,oy
523,Jahr::N,ár,yil
524,Frühling::N,vor,bahor
525,Sommer::N,sumar,yoz
526,Herbst::N,haust,kuz
527,Herbst::N,haust,xazon
528,Winter::N,vetur,qish
529,Januar::N,janúar,yanvar'
530,Februar::N,február,fevral'
531,März::N,mars,mart
532,April::N,apríl,aprel'
533,Mai::N,maí,may
534,Juni::N,júní,iyun'
535,Juli::N,júlí,iyul'
536,August::N,ágúst,avgust
537,September::N,september,sentyabr'
538,Oktober::N,október,oktyabr'
539,November::N,nóvember,noyabr'
540,Dezember::N,desember,dekabr'
541,Montag::N,mánudagur,dushanba
542,Dienstag::N,þriðjudagur,seshanba
543,Mittwoch::N,miðvikudagur,chorshanba
544,Donnerstag::N,fimmtudagur,payshanba
545,Freitag::N,föstudagur,juma
546,Samstag::N,laugardagur,shanba
547,Sonntag::N,sunnudagur,yakshanba
548,groß::A,stór,buyuk
549,klein::A,lítill,kichik
550,lang::A,langur,uzun
551,kurz::A,stuttur,qisqa
552,breit::A,breiður,keng
553,schmal::A,mjór,änsiz
554,dicht::A,þéttur,quyuq
555,dick[Gegenstand]::A,þykkur,qalin
556,dünn::A,þunnur,ingichka
557,fein::A,fíngerður,mayin
558,fest::A,fastur,qattiq
559,flach::A,flatur,yalpoq
560,glatt::A,háll,tekis
561,glatt::A,sléttur,tekis
562,hart::A,harður,qattiq
563,weich::A,mjúkur,yumshoq
564,rund::A,kringlóttur,yumaloq
565,spitz::A,oddhvass,uchli
566,scharf::A,beittur,keskir
567,stumpf::A,bitlaus,to'mtoq
568,schwer::A,þungur,salmoqli
569,schön::A,fagur,go'zal
570,schön::A,fallegur,go'zal
571,heiß::A,heitur,qiziq
572,warm::A,hlýr,issiq
573,warm::A,heitur,issiq
574,kalt::A,kaldur,sovuq
575,kühl::A,svalur,salqin
576,frisch::A,frískur,toza
577,feucht::A,rakur,namli
578,feucht::A,þvalur,namli
579,nass::A,votur,nam
580,nass::A,blautur,nam
581,trocken::A,þurr,quruq
582,voll::A,fullur,to'la
583,leer::A,tómur,puch
584,offen::A,opinn,ochiq
585,geschlossen::A,lokaður,berk
586,sauber::A,þrifinn,ozoda
587,schmutzig::A,óhreinn,kir
588,schmutzig::A,sóðalegur,kir
589,roh::A,hrár,xom
590,reif::A,þroskaður,pishiq
591,lecker::A,ljúffengur,shirin
592,süß::A,sætur,shirin
593,bitter::A,beiskur,achchiq
594,sauer::A,súr,achchiq
595,hell::A,bjartur,yorug'
596,dunkel::A,dimmur,qorong'i
597,schwarz::A,svartur,qora
598,weiß::A,hvítur,oq
599,rot::A,rauður,qizil
600,gelb::A,gulur,sariq
601,blau::A,blár,zangori
602,grün::A,grænn,yashil
603,grau::A,grár,bo'z
604,bunt::A,marglitur,ola
605,billig::A,ódýr,arzon
606,teuer::A,dýr,qimmat
607,wertvoll::A,verðmætur,qimmat
608,blind::A,blindur,ko'r
609,taub::A,heyrnarlaus,garang
610,kräftig::A,öflugur,kuchli
611,stark::A,sterkur,quvvatli
612,schwach::A,veill,kuchsiz
613,fett::A,feitur,semiz
614,schlank::A,grannur,ingichka
615,schlank::A,spengilegur,ingichka
616,hübsch::A,snotur,ko'rkam
617,hübsch::A,laglegur,ko'rkam
618,böse::A,illur,yovuz
619,böse::A,vondur,yovuz
620,dumm::A,heimskur,aqlsiz
621,faul::A,latur,ärinchak
622,fleißig::A,iðinn,ishchan
623,geizig::A,nískur,qurumsoq
624,klug::A,hygginn,oqil
625,geschickt::A,fimur,äpchil
626,geschickt::A,laginn,äpchil
627,lieb::A,kær,aziz
628,lieb::A,ljúfur,aziz
629,lustig::A,kátur,chaqchaq
630,sanft::A,blíður,asta
631,hungrig::A,soltinn,och
632,hungrig::A,hungraður,och
633,krank::A,sjúkur,kasal
634,nackt::A,nakinn,yalang
635,traurig::A,dapur,xafa
636,traurig::A,hryggur,xafa
637,lebendig::A,lifandi,hayotiy
638,gut::A,góður,soz
639,schlecht::A,slæmur,yomon
640,schlecht::A,lélegur,yomon
641,richtig::A,réttur,rost
642,schlimm::A,slæmur,yovuz
643,wahr::A,sannur,haqiqiy
644,alt::A,gamall,äski
645,neu::A,nýr,yangi
646,ehemalig::A,fyrrverandi,sobiq
647,alt[Lebewesen]::A,gamall,qari
648,jung::A,ungur,navqiron
649,arm::A,vesall,abgor
650,arm::A,fátækur,abgor
651,reich::A,ríkur,boy
652,reich::A,auðugur,boy
653,bekannt::A,kunnugur,ma'lum
654,berühmt::A,frægur,mashhur
655,fremd::A,framandi,yot
656,fremd::A,ókunnugur,yot
657,verschieden::A,ýmis,turli
658,nah::A,nálægur,yaqindagi
659,fern::A,fjarri,uzoq
660,fern::A,fjarlægur,uzoq
661,linker::A,vinstri,so'l
662,rechter::A,hægri,o'ng
663,anderer::A,annar,boshqa
664,erster::A,fyrsti,birinchi
665,zweiter::A,annar,ikkinchi
666,dritter::A,þriðji,uchinchi
667,letzter::A,síðasti,oxirgi
668,allein::ADV,einn,o'zicha
669,allein::ADV,aleinn,o'zicha
670,auf einmal::ADV,allt í einu,varakay
671,zusammen::ADV,saman,barobar
672,lange::ADV,lengi,uzoq
673,plötzlich::ADV,skyndilega,qo'qqisdan
674,sofort::ADV,strax,darrov
675,sofort::ADV,þegar í stað,darrov
676,später::ADV,seinna,so'ngra
677,jetzt::ADV,nú,hozirgina
678,jetzt::ADV,núna,hozirgina
679,heute::ADV,í dag,bugun
680,morgen::ADV,á morgun,ärta
681,bald::ADV,brátt,toz
682,bald::ADV,bráðum,toz
683,dann::ADV,svo,keyin
684,dann::ADV,síðan,keyin
685,gestern::ADV,í gær,kecha
686,einst::ADV,forðum,avvallari
687,damals::ADV,þá,ugal
688,damals::ADV,á þeim tímum,ugal
689,danach::ADV,á eftir því,so'ngra
690,vorher::ADV,áður,avval
691,zuerst::ADV,fyrst,avval
692,einmal::ADV,einu sinni,bir marta
693,manchmal::ADV,stundum,onda-sonda
694,oft::ADV,oft,tez-tez
695,immer::ADV,alltaf,har vaqt
696,immer::ADV,sífellt,har vaqt
697,niemals::ADV,aldrei,hargiz
698,hier::ADV,hér,shu erda
699,hierhin::ADV,hingað,beri
700,von hier::ADV,héðan,shu erdan
701,dort::ADV,þar,ana
702,dort::ADV,þarna,ana
703,dorthin::ADV,þangað,u yerga
704,geradeaus::ADV,beint áfram,to'g'ri
705,vorwärts::ADV,áfram,ilgari
706,rückwärts::ADV,aftur á bak,qoloq
707,zurück::ADV,aftur,orqada
708,zurück::ADV,til baka,orqada
709,unten::ADV,niðri,pastda
710,unten::ADV,fyrir neðan,pastda
711,hinab::ADV,niður,tubanga
712,hinab::ADV,niður eftir,tubanga
713,oben::ADV,uppi,ustida
714,hinauf::ADV,upp,yuqorida
715,hinauf::ADV,upp eftir,yuqorida
716,überall::ADV,alls staðar,har erda
717,nicht::ADV,ekki,ämas
718,ein wenig::ADV,dálítið,biroz
719,kaum::ADV,varla,arang
720,kaum::ADV,tæplega,arang
721,sehr::ADV,mjög,ancha
722,so::ADV,svo,shunday
723,so::ADV,þannig,shunday
724,noch::ADV,enn,hali
725,noch::ADV,ennþá,hali
726,nur::ADV,bara,yolg'iz
727,nur::ADV,aðeins,yolg'iz
728,schon::ADV,nú þegar,endi
729,wieder::ADV,aftur,yana
730,wieder::ADV,að nýju,yana
731,vergebens::ADV,árangurslaust,bekorga
732,vor::PRP,fyrir,burun
733,hinter::PRP,bak við,ketida
734,hinter::PRP,aftur fyrir,ketida
735,unter::PRP,undir,ostida
736,durch::PRP,gegnum,bo'ylab
737,neben::PRP,hjá,yonida
738,neben::PRP,við hliðina á,yonida
739,zwischen::PRP,milli,orada
740,zwischen::PRP,á milli,orada
741,wegen::PRP,vegna,sababli
742,dies::PRN,þetta,o'sha
743,das::PRN,það,narigi
744,alles::PRN,allt,har nima
745,ich::PRN,ég,men
746,du::PRN,þú,sen
747,er::PRN,hann,u
748,wir::PRN,við,biz
749,ihr::PRN,þið,siz
750,sie::PRN,þær,ular
751,sie::PRN,þeir,ular
752,was::FPRN,hvað,nima
753,wer::FPRN,hver,kim
754,wo::FADV,hvar,qaerda
755,wohin::FADV,hvert,qayerga
756,wie::FADV,hvernig,qanday
757,warum::FADV,hvers vegna,nega
758,wieviel::FNUM,hve mikill,qancha
759,eins::NUM,einn,bir
760,zwei::NUM,tveir,ikki
761,drei::NUM,þrír,uch
762,vier::NUM,fjórir,to'rt
763,fünf::NUM,fimm,besh
764,sechs::NUM,sex,olti
765,sieben::NUM,sjö,etti
766,acht::NUM,átta,sakkiz
767,neun::NUM,níu,to'qqiz
768,zehn::NUM,tíu,o'n
769,elf::NUM,ellefu,o'n bir
770,zwölf::NUM,tólf,o'n ikki
771,zwanzig::NUM,tuttugu,yigirma
772,dreißig::NUM,þrjátíu,o'ttiz
773,vierzig::NUM,fjörutíu,qirq
774,fünfzig::NUM,fimmtíu,ällik
775,sechzig::NUM,sextíu,oltmish
776,siebzig::NUM,sjötíu,etmish
777,achtzig::NUM,áttatíu,sakson
778,neunzig::NUM,níutíu,to'qson
779,hundert::NUM,hundrað,yuz
780,tausend::NUM,þúsund,ming
781,und::CNJ,og,va
782,oder::CNJ,eða,yo
783,stehen::V,standa,turmoq
784,sitzen::V,sitja,o'tirmoq
785,liegen::V,liggja,yotmoq
786,hängen::V,hanga,osilmoq
787,werden::V,verða,bo'lmoq
788,passieren::V,gerast,bo'lib o'tmoq
789,beginnen::V,byrja,boshlanmoq
790,enden::V,enda,bitmoq
791,enden::V,lykta,bitmoq
792,wechseln::V,skipta,o'zgarmoq
793,aufgehen[Sonne]::V,koma upp,chiqmoq
794,untergehen[Sonne]::V,ganga til viðar,botmoq
795,scheinen[Sonne]::V,skína,yaraqlamoq
796,donnern::V,þruma,gulduramoq
797,wehen::V,blása,elpimoq
798,strömen::V,streyma,oqmoq
799,fließen::V,fljóta,oqmoq
