,Concept_ID,hr,lv
311,Gras::N,trava,турун
312,Gras::N,trava,zāle
313,Wurzel::N,korijen,вуж
314,Wurzel::N,korijen,sakne
315,Baum::N,drvo,пу
316,Baum::N,drvo,koks
317,Baum::N,stablo,пу
318,Baum::N,stablo,koks
319,Stamm::N,deblo,пучер
320,Stamm::N,deblo,stumbrs
321,Stamm::N,stablo,пучер
322,Stamm::N,stablo,stumbrs
323,Rinde::N,kora,кырсь
324,Rinde::N,kora,miza
325,Ast::N,grana,ув
326,Ast::N,grana,zars
327,Zweig::N,grana,вож
328,Zweig::N,grana,nozare
329,Blatt::N,list,кор
330,Blatt::N,list,lapa
331,Birke::N,breza,кыдз
332,Birke::N,breza,bērzs
333,Kiefer[Baum]::N,bor,пожӧм
334,Kiefer[Baum]::N,bor,priede
335,Weide[Baum]::N,iva,бадь
336,Weide[Baum]::N,iva,kārkls
337,Weide[Baum]::N,vŕba,бадь
338,Weide[Baum]::N,vŕba,kārkls
339,Tanne::N,jela,коз
340,Tanne::N,jela,egle
341,Horn::N,rog,сюр
342,Horn::N,rog,rags
343,Feder::N,pero,гӧн
344,Feder::N,pero,тывборд
345,Feder::N,pero,spalva
346,Fell::N,koža,ку
347,Fell::N,koža,āda
348,Flügel::N,krilo,борд
349,Flügel::N,krilo,spārns
350,Klaue::N,papak,гыж
351,Klaue::N,papak,nags
352,Kralle::N,pandža,гыж
353,Kralle::N,pandža,nags
354,Schwanz::N,rep,бӧж
355,Schwanz::N,rep,ļipa
356,Ei::N,jaje,кольк
357,Ei::N,jaje,ola
358,Nest::N,gnijezdo,поз
359,Nest::N,gnijezdo,ligzda
360,Bau::N,jazbina,горс
361,Bau::N,jazbina,пырмӧс
362,Bau::N,jazbina,гу
363,Bau::N,jazbina,ala
364,Tier::N,životinja,пемӧс
365,Tier::N,životinja,dzīvnieks
366,Herde::N,krdo,стада
367,Herde::N,krdo,кельӧб
368,Herde::N,krdo,ganāmpulks
369,Herde::N,stado,стада
370,Herde::N,stado,кельӧб
371,Herde::N,stado,ganāmpulks
372,Kuh::N,krava,мӧс
373,Kuh::N,krava,govs
374,Bulle::N,bik,ӧш
375,Bulle::N,bik,bullis
376,Pferd::N,konj,вӧв
377,Pferd::N,konj,zirgs
378,Schaf::N,ovca,ыж
379,Schaf::N,ovca,aita
380,Schwein::N,svinja,порсь
381,Schwein::N,svinja,cūka
382,Hund::N,pas,пон
383,Hund::N,pas,suns
384,Hund::N,pseto,пон
385,Hund::N,pseto,suns
386,Katze::N,mačka,кань
387,Katze::N,mačka,kaķis
388,Bär::N,medvjed,ош
389,Bär::N,medvjed,lācis
390,Eichhörnchen::N,vjeverica,ур
391,Eichhörnchen::N,vjeverica,vāvere
392,Elch::N,los,йӧра
393,Elch::N,los,alnis
394,Fuchs::N,lisica,руч
395,Fuchs::N,lisica,lapsa
396,Hase::N,zec,кӧч
397,Hase::N,zec,zaķis
398,Maus::N,miš,шыр
399,Maus::N,miš,pele
400,Wolf::N,vuk,кӧин
401,Wolf::N,vuk,vilks
402,Wolf::N,kurjak,кӧин
403,Wolf::N,kurjak,vilks
404,Vogel::N,ptica,кай
405,Vogel::N,ptica,лэбач
406,Vogel::N,ptica,putns
407,Schwarm::N,roj,чукӧр
408,Schwarm::N,roj,spiets
409,Schwarm::N,jato,чукӧр
410,Schwarm::N,jato,spiets
411,Huhn::N,kokoš,курӧг
412,Huhn::N,kokoš,vista
413,Hahn::N,kokot,петук
414,Hahn::N,kokot,gailis
415,Hahn::N,pijevac,петук
416,Hahn::N,pijevac,gailis
417,Gans::N,guska,дзодзӧг
418,Gans::N,guska,zoss
419,Adler::N,orao,кутш
420,Adler::N,orao,ērglis
421,Ente::N,patka,утка
422,Ente::N,patka,pīle
423,Eule::N,sova,сюзь
424,Eule::N,sova,pūce
425,Kranich::N,ždral,тури
426,Kranich::N,ždral,dzērve
427,Krähe::N,vrana,рака
428,Krähe::N,vrana,vārna
429,Kuckuck::N,kukavica,кӧк
430,Kuckuck::N,kukavica,dzeguze
431,Schwan::N,labud,юсь
432,Schwan::N,labud,gulbis
433,Fisch::N,riba,чери
434,Fisch::N,riba,zivs
435,Barsch::N,grgeč,ёкыш
436,Barsch::N,grgeč,asaris
437,Hecht::N,štuka,сир
438,Hecht::N,štuka,līdaka
439,Schlange[Tier]::N,guja,кый
440,Schlange[Tier]::N,guja,čūska
441,Schlange[Tier]::N,zmija,кый
442,Schlange[Tier]::N,zmija,čūska
443,Wurm::N,crv,номыр
444,Wurm::N,crv,tārps
445,Spinne::N,pauk,черань
446,Spinne::N,pauk,zirneklis
447,Ameise::N,mrav,кодзувкот
448,Ameise::N,mrav,skudra
449,Laus::N,uš,той
450,Laus::N,uš,uts
451,Mücke::N,komarac,ном
452,Mücke::N,komarac,ods
453,Fliege::N,muha,гут
454,Fliege::N,muha,muša
455,Schmetterling::N,leptir,бобув
456,Schmetterling::N,leptir,tauriņš
457,Beere::N,boba,тусь
458,Beere::N,boba,вотӧс
459,Beere::N,boba,oga
460,Beere::N,bobica,тусь
461,Beere::N,bobica,вотӧс
462,Beere::N,bobica,oga
463,Apfel::N,jabuka,яблӧг
464,Apfel::N,jabuka,ābols
465,Pilz::N,pečurka,тшак
466,Pilz::N,pečurka,sēne
467,Zwiebel::N,luk,луккок
468,Zwiebel::N,luk,йӧнгыль
469,Zwiebel::N,luk,sīpols
470,Zwiebel::N,kapula,луккок
471,Zwiebel::N,kapula,йӧнгыль
472,Zwiebel::N,kapula,sīpols
473,Saat::N,sjemenje,тусь
474,Saat::N,sjemenje,кӧйдыс
475,Saat::N,sjemenje,sēkla
476,Korn::N,zrno,тусь
477,Korn::N,zrno,grauds
478,Heu::N,sijeno,турун
479,Heu::N,sijeno,siens
480,Schale::N,kora,кор
481,Schale::N,kora,čaula
482,Schale::N,kora,čaumala
483,Schale::N,ljuska,кор
484,Schale::N,ljuska,čaula
485,Schale::N,ljuska,čaumala
486,Grube::N,jama,гу
487,Grube::N,jama,bedre
488,Falle::N,zamka,лэч
489,Falle::N,zamka,slazds
490,Falle::N,zamka,lamatas
491,Falle::N,klopka,лэч
492,Falle::N,klopka,slazds
493,Falle::N,klopka,lamatas
494,Schlinge::N,uzao,лэч
495,Schlinge::N,uzao,cilpa
496,Schlinge::N,petlja,лэч
497,Schlinge::N,petlja,cilpa
498,Spur::N,trag,туй
499,Spur::N,trag,pēda
500,Spur::N,slijed,туй
501,Spur::N,slijed,pēda
502,Asche::N,pepeo,пӧм
503,Asche::N,pepeo,pelni
504,Dreck::N,blato,няйт
505,Dreck::N,blato,dubļi
506,Eisen::N,željezo,кӧрт
507,Eisen::N,željezo,dzelzs
508,Gold::N,zlato,зарни
509,Gold::N,zlato,zelts
510,Silber::N,srebro,эзысь
511,Silber::N,srebro,sudrabs
512,Kohle::N,ugalj,шом
513,Kohle::N,ugalj,ogle
514,Kohle::N,ugljen,шом
515,Kohle::N,ugljen,ogle
516,Glas::N,staklo,стеклӧ
517,Glas::N,staklo,stikls
518,Lehm::N,glina,сёй
519,Lehm::N,glina,māls
520,Lehm::N,ilovača,сёй
521,Lehm::N,ilovača,māls
522,Sand::N,pijesak,лыа
523,Sand::N,pijesak,smiltis
524,Mensch::N,čovjek,морт
525,Mensch::N,čovjek,cilvēks
526,Mann::N,muškarac,аймӧрт
527,Mann::N,muškarac,мужичӧй
528,Mann::N,muškarac,vīrietis
529,Frau::N,žena,ань
530,Frau::N,žena,нывбаба
531,Frau::N,žena,sieviete
532,Kind::N,čedo,кага
533,Kind::N,čedo,bērns
534,Kind::N,dijete,кага
535,Kind::N,dijete,bērns
536,Junge::N,momče,пи
537,Junge::N,momče,zēns
538,Junge::N,momče,puika
539,Junge::N,momče,puisis
540,Junge::N,dječak,пи
541,Junge::N,dječak,zēns
542,Junge::N,dječak,puika
543,Junge::N,dječak,puisis
544,Mädchen::N,djevojka,ныв
545,Mädchen::N,djevojka,meiča
546,Mädchen::N,djevojka,skuķis
547,Mädchen::N,djevojka,meitene
548,Mädchen::N,djevojčica,ныв
549,Mädchen::N,djevojčica,meiča
550,Mädchen::N,djevojčica,skuķis
551,Mädchen::N,djevojčica,meitene
552,Familie::N,obitelj,семья
553,Familie::N,obitelj,ģimene
554,Familie::N,porodica,семья
555,Familie::N,porodica,ģimene
556,Großvater::N,djed,пӧль
557,Großvater::N,djed,vecaistēvs
558,Großmutter::N,baka,баб
559,Großmutter::N,baka,vecāmāte
560,Eltern::N,roditelji,ай-мам
561,Eltern::N,roditelji,бать-мам
562,Eltern::N,roditelji,vecāki
563,Vater::N,otac,бать
564,Vater::N,otac,ай
565,Vater::N,otac,tēvs
566,Mutter::N,majka,мам
567,Mutter::N,majka,māte
568,Sohn::N,sin,пи
569,Sohn::N,sin,dēls
570,Tochter::N,kći,ныв
571,Tochter::N,kći,meita
572,Tochter::N,kćerka,ныв
573,Tochter::N,kćerka,meita
574,Bruder::N,brat,вок
575,Bruder::N,brat,brālis
576,Schwester::N,sestra,чой
577,Schwester::N,sestra,māsa
578,Onkel::N,čika,дядь
579,Onkel::N,čika,tēvocis
580,Onkel::N,ujak,дядь
581,Onkel::N,ujak,tēvocis
582,Tante::N,ujna,тьӧт
583,Tante::N,ujna,tante
584,Tante::N,tetka,тьӧт
585,Tante::N,tetka,tante
586,Ehemann::N,muž,верӧс
587,Ehemann::N,muž,vīrs
588,Ehemann::N,suprug,верӧс
589,Ehemann::N,suprug,vīrs
590,Ehefrau::N,žena,гӧтыр
591,Ehefrau::N,žena,sieva
592,Ehefrau::N,supruga,гӧтыр
593,Ehefrau::N,supruga,sieva
594,Freude::N,radost,радлун
595,Freude::N,radost,prieks
596,Gelächter::N,grohot,серам
597,Gelächter::N,grohot,smiekli
598,Glück::N,sreća,шуд
599,Glück::N,sreća,laime
600,Kummer::N,jad,шог
601,Kummer::N,jad,bēdas
602,Kummer::N,jad,raizes
603,Kummer::N,briga,шог
604,Kummer::N,briga,bēdas
605,Kummer::N,briga,raizes
606,Wunsch::N,želja,кӧсйӧм
607,Wunsch::N,želja,vēlme
608,Wunsch::N,želja,vēlējums
609,Lust::N,volja,кыскӧм
610,Lust::N,volja,радейтӧм
611,Lust::N,volja,kāre
612,Geist::N,duh,лов
613,Geist::N,duh,gars
614,Gedanke::N,misao,мӧвп
615,Gedanke::N,misao,doma
616,Gedächtnis::N,pamćenje,паметь
617,Gedächtnis::N,pamćenje,atmiņa
618,Verstand::N,um,вежӧр
619,Verstand::N,um,prāts
620,Verstand::N,razum,вежӧр
621,Verstand::N,razum,prāts
622,Sinn::N,smisao,мог
623,Sinn::N,smisao,вежӧртас
624,Sinn::N,smisao,nozīme
625,Sinn::N,značenje,мог
626,Sinn::N,značenje,вежӧртас
627,Sinn::N,značenje,nozīme
628,Grund::N,razlog,помка
629,Grund::N,razlog,pamats
630,Grund::N,razlog,iemesls
631,Wahrheit::N,istina,збыль
632,Wahrheit::N,istina,збыльтор
633,Wahrheit::N,istina,taisnība
634,Wahrheit::N,istina,patiesība
635,Gespräch::N,razgovor,сёрни
636,Gespräch::N,razgovor,saruna
637,Märchen::N,bajka,мойд
638,Märchen::N,bajka,pasaka
639,Erzählung::N,priča,висьт
640,Erzählung::N,priča,stāsts
641,Erzählung::N,priča,nostāsts
642,Erzählung::N,pripovijest,висьт
643,Erzählung::N,pripovijest,stāsts
644,Erzählung::N,pripovijest,nostāsts
645,Nachricht::N,vijest,юӧртӧм
646,Nachricht::N,vijest,ziņa
647,Neuigkeit::N,novost,выльтор
648,Neuigkeit::N,novost,jaunums
649,Name::N,ime,ним
650,Name::N,ime,vārds
651,Rätsel::N,zagonetka,нӧдкыв
652,Rätsel::N,zagonetka,mīkla
653,Rede::N,govor,сёрни
654,Rede::N,govor,runa
655,Rede::N,besjeda,сёрни
656,Rede::N,besjeda,runa
657,Sprache::N,jezik,кыв
658,Sprache::N,jezik,valoda
659,Stimme::N,glas,гӧлӧс
660,Stimme::N,glas,вом шы
661,Stimme::N,glas,balss
662,Wort::N,riječ,кыв
663,Wort::N,riječ,vārds
664,Zeichen::N,znak,пас
665,Zeichen::N,znak,zīme
666,Ruf::N,povik,чукӧстчӧм
667,Ruf::N,povik,корӧм
668,Ruf::N,povik,sauciens
669,Ruf::N,poklik,чукӧстчӧм
670,Ruf::N,poklik,корӧм
671,Ruf::N,poklik,sauciens
672,Lärm::N,buka,шы
673,Lärm::N,buka,зык
674,Lärm::N,buka,зычитӧм
675,Lärm::N,buka,troksnis
676,Lärm::N,galama,шы
677,Lärm::N,galama,зык
678,Lärm::N,galama,зычитӧм
679,Lärm::N,galama,troksnis
680,Laut::N,zvuk,шы
681,Laut::N,zvuk,skaņa
682,Ton::N,ton,шы
683,Ton::N,ton,tonis
684,Lied::N,pjesma,сьылан
685,Lied::N,pjesma,сьыланкыв
686,Lied::N,pjesma,dziesma
687,Ruhe::N,tišina,чӧв
688,Ruhe::N,tišina,miers
689,Ruhe::N,počinak,чӧв
690,Ruhe::N,počinak,miers
691,Leute::N,ljudi,йӧз
692,Leute::N,ljudi,войтыр
693,Leute::N,ljudi,ļaudis
694,Leute::N,ljudi,cilvēki
695,Volk::N,puk,йӧз
696,Volk::N,puk,войтыр
697,Volk::N,puk,tauta
698,Volk::N,narod,йӧз
699,Volk::N,narod,войтыр
700,Volk::N,narod,tauta
701,Arbeit::N,rad,удж
702,Arbeit::N,rad,darbs
703,Arbeit::N,posao,удж
704,Arbeit::N,posao,darbs
705,Gast::N,gost,гӧсть
706,Gast::N,gost,viešņa
707,Gast::N,gost,ciemiņš
708,Geschenk::N,dar,козин
709,Geschenk::N,dar,dāvana
710,Geschenk::N,poklon,козин
711,Geschenk::N,poklon,dāvana
712,Spiel::N,igra,ворсан
713,Spiel::N,igra,rotaļa
714,Gesellschaft::N,društvo,котыр
715,Gesellschaft::N,društvo,biedrība
716,Gesellschaft::N,društvo,kompānija
717,Gesellschaft::N,kompanija,котыр
718,Gesellschaft::N,kompanija,biedrība
719,Gesellschaft::N,kompanija,kompānija
720,Hilfe::N,pomoć,отсӧг
721,Hilfe::N,pomoć,palīdzība
722,Freund::N,prijatelj,ёрт
723,Freund::N,prijatelj,draugs
724,Kamerad::N,drug,ёрт
725,Kamerad::N,drug,biedrs
726,Kamerad::N,drugar,ёрт
727,Kamerad::N,drugar,biedrs
728,Angelegenheit::N,posao,мог
729,Angelegenheit::N,posao,делӧ
730,Angelegenheit::N,posao,darīšana
731,Anzahl::N,broj,лыд
732,Anzahl::N,broj,тшӧт
733,Anzahl::N,broj,skaits
734,Anzahl::N,broj,daudzums
735,Anzahl::N,brojnost,лыд
736,Anzahl::N,brojnost,тшӧт
737,Anzahl::N,brojnost,skaits
738,Anzahl::N,brojnost,daudzums
739,Art::N,vid,сикас
740,Art::N,vid,suga
741,Art::N,vid,šķira
742,Art::N,vrst,сикас
743,Art::N,vrst,suga
744,Art::N,vrst,šķira
745,Stück::N,komad,тор
746,Stück::N,komad,gabals
747,Teil::N,dio,юкӧн
748,Teil::N,dio,daļa
749,Hälfte::N,polovina,пӧв
750,Hälfte::N,polovina,джын
751,Hälfte::N,polovina,puse
752,Kreis::N,krug,кытш
753,Kreis::N,krug,aplis
754,Kreis::N,krug,riņķis
755,Kreuz::N,križ,перна
756,Kreuz::N,križ,крест
757,Kreuz::N,križ,krusts
758,Linie::N,crta,визь
759,Linie::N,crta,līnija
760,Strich::N,crta,визь
761,Strich::N,crta,svītra
762,Abstand::N,razmak,кост
763,Abstand::N,razmak,коласт
764,Abstand::N,razmak,atstarpe
765,Abstand::N,odstojanje,кост
766,Abstand::N,odstojanje,коласт
767,Abstand::N,odstojanje,atstarpe
768,Entfernung::N,udaljenost,ылна
769,Entfernung::N,udaljenost,attālums
770,Entfernung::N,udaljenost,atstatums
771,Gegend::N,kraj,му-ва
772,Gegend::N,kraj,apvidus
773,Gegend::N,kraj,apgabals
774,Gegend::N,predeo,му-ва
775,Gegend::N,predeo,apvidus
776,Gegend::N,predeo,apgabals
777,Platz::N,mjesto,ылдӧс
778,Platz::N,mjesto,йир
779,Platz::N,mjesto,гӧгӧртас
780,Platz::N,mjesto,vieta
781,Ort::N,mjesto,ин
782,Ort::N,mjesto,места
783,Ort::N,mjesto,vieta
784,Seite::N,bok,бок
785,Seite::N,bok,ӧтарладор
786,Seite::N,bok,sāns
787,Seite::N,strana,бок
788,Seite::N,strana,ӧтарладор
789,Seite::N,strana,sāns
790,Mitte::N,sredina,шӧр
791,Mitte::N,sredina,vidus
792,Gegenstand::N,predmet,кӧлуй
793,Gegenstand::N,predmet,priekšmets
794,Sache::N,posao,добра
795,Sache::N,posao,lieta
796,Rand::N,rub,дор
797,Rand::N,rub,mala
798,Rand::N,rub,apmale
799,Rand::N,kraj,дор
800,Rand::N,kraj,mala
801,Rand::N,kraj,apmale
802,Kante::N,brid,дор
803,Kante::N,brid,šķautne
804,Kante::N,ivica,дор
805,Kante::N,ivica,šķautne
806,Ecke::N,ugao,пельӧс
807,Ecke::N,ugao,kakts
