,Concept_ID,hr,ka
155,Gras::N,trava,ბალახი
156,Wurzel::N,korijen,ძირი
157,Wurzel::N,korijen,ფესვი
158,Baum::N,drvo,ხე
159,Baum::N,stablo,ხე
160,Stamm::N,deblo,ტანი
161,Stamm::N,stablo,ტანი
162,Rinde::N,kora,ქერქი
163,Ast::N,grana,ტოტი
164,Zweig::N,grana,შტო
165,Blatt::N,list,ფოთოლი
166,Birke::N,breza,არყი
167,Kiefer[Baum]::N,bor,ფიჭვი
168,Weide[Baum]::N,iva,ტირიფი
169,Weide[Baum]::N,vŕba,ტირიფი
170,Tanne::N,jela,ნაძვი
171,Horn::N,rog,რქა
172,Feder::N,pero,ფრთა
173,Fell::N,koža,ტყავი
174,Flügel::N,krilo,ფრთა
175,Klaue::N,papak,კლანჭი
176,Kralle::N,pandža,ტორი
177,Schwanz::N,rep,კუდი
178,Ei::N,jaje,კვერცხი
179,Nest::N,gnijezdo,ბუდე
180,Bau::N,jazbina,სორო
181,Tier::N,životinja,ნადირი
182,Tier::N,životinja,ცხოველი
183,Herde::N,krdo,ფარა
184,Herde::N,stado,ფარა
185,Kuh::N,krava,ფური
186,Kuh::N,krava,ძროხა
187,Bulle::N,bik,ხარი
188,Pferd::N,konj,რაში
189,Pferd::N,konj,ცხენი
190,Schaf::N,ovca,ცხვარი
191,Schwein::N,svinja,ღორი
192,Hund::N,pas,ძაღლი
193,Hund::N,pseto,ძაღლი
194,Katze::N,mačka,კატა
195,Bär::N,medvjed,დათვი
196,Eichhörnchen::N,vjeverica,ციყვი
197,Elch::N,los,ცხენ-ირემი
198,Fuchs::N,lisica,მელა
199,Hase::N,zec,კურდღელი
200,Maus::N,miš,თაგვი
201,Wolf::N,vuk,მგელი
202,Wolf::N,kurjak,მგელი
203,Vogel::N,ptica,ჩიტი
204,Vogel::N,ptica,ფრინველი
205,Schwarm::N,roj,გუნდი
206,Schwarm::N,jato,გუნდი
207,Huhn::N,kokoš,დედალი
208,Hahn::N,kokot,მამალი
209,Hahn::N,pijevac,მამალი
210,Gans::N,guska,ბატი
211,Adler::N,orao,არწივი
212,Ente::N,patka,იხვი
213,Eule::N,sova,ბუ
214,Kranich::N,ždral,წერო
215,Krähe::N,vrana,ყვავი
216,Kuckuck::N,kukavica,გუგული
217,Schwan::N,labud,გედი
218,Fisch::N,riba,თევზი
219,Barsch::N,grgeč,ქორჭილა
220,Hecht::N,štuka,ქარიყლაპია
221,Schlange[Tier]::N,guja,გველი
222,Schlange[Tier]::N,zmija,გველი
223,Wurm::N,crv,ჭია
224,Spinne::N,pauk,ობობა
225,Ameise::N,mrav,ჭიანჭველა
226,Laus::N,uš,ტილი
227,Laus::N,uš,მკბენარი
228,Mücke::N,komarac,კოღო
229,Fliege::N,muha,ბუზი
230,Schmetterling::N,leptir,პეპელა
231,Beere::N,boba,კენკრა
232,Beere::N,bobica,კენკრა
233,Apfel::N,jabuka,ვაშლი
234,Pilz::N,pečurka,სოკო
235,Zwiebel::N,luk,ხახვი
236,Zwiebel::N,kapula,ხახვი
237,Saat::N,sjemenje,თესლი
238,Korn::N,zrno,მარცვალი
239,Heu::N,sijeno,თივა
240,Schale::N,kora,ჩენჩო
241,Schale::N,ljuska,ჩენჩო
242,Grube::N,jama,ორმო
243,Falle::N,zamka,ხაფანგი
244,Falle::N,klopka,ხაფანგი
245,Schlinge::N,uzao,მახე
246,Schlinge::N,petlja,მახე
247,Spur::N,trag,კვალი
248,Spur::N,slijed,კვალი
249,Asche::N,pepeo,ფერფლი
250,Dreck::N,blato,ტალახი
251,Dreck::N,blato,სიბინძურე
252,Eisen::N,željezo,რკინა
253,Gold::N,zlato,ოქრო
254,Silber::N,srebro,ვერცხლი
255,Kohle::N,ugalj,ნახშირი
256,Kohle::N,ugljen,ნახშირი
257,Glas::N,staklo,მინა
258,Lehm::N,glina,თიხა
259,Lehm::N,ilovača,თიხა
260,Sand::N,pijesak,ქვიშა
261,Mensch::N,čovjek,ადამიანი
262,Mann::N,muškarac,კაცი
263,Frau::N,žena,ქალი
264,Kind::N,čedo,ბავშვი
265,Kind::N,dijete,ბავშვი
266,Junge::N,momče,ვაჟი
267,Junge::N,dječak,ვაჟი
268,Mädchen::N,djevojka,გოგო
269,Mädchen::N,djevojčica,გოგო
270,Familie::N,obitelj,ოჯახი
271,Familie::N,porodica,ოჯახი
272,Großvater::N,djed,პაპა
273,Großvater::N,djed,ბაბუა
274,Großmutter::N,baka,ბებია
275,Großmutter::N,baka,დიდედა
276,Eltern::N,roditelji,მშობლები
277,Vater::N,otac,მამა
278,Mutter::N,majka,დედა
279,Sohn::N,sin,ვაჟიშვილი
280,Tochter::N,kći,ქალიშვილი
281,Tochter::N,kćerka,ქალიშვილი
282,Bruder::N,brat,ძმა
283,Schwester::N,sestra,და
284,Onkel::N,čika,ბიძა
285,Onkel::N,ujak,ბიძა
286,Tante::N,ujna,დეიდა
287,Tante::N,ujna,მამიდა
288,Tante::N,tetka,დეიდა
289,Tante::N,tetka,მამიდა
290,Ehemann::N,muž,ქმარი
291,Ehemann::N,suprug,ქმარი
292,Ehefrau::N,žena,ცოლი
293,Ehefrau::N,supruga,ცოლი
294,Freude::N,radost,სიხარული
295,Gelächter::N,grohot,სიცილი
296,Glück::N,sreća,ბედნიერება
297,Kummer::N,jad,მწუხარება
298,Kummer::N,briga,მწუხარება
299,Wunsch::N,želja,წადილი
300,Wunsch::N,želja,სურვილი
301,Lust::N,volja,წადილი
302,Geist::N,duh,სული
303,Gedanke::N,misao,ფიქრი
304,Gedächtnis::N,pamćenje,მეხსიერება
305,Verstand::N,um,ჭკუა
306,Verstand::N,um,გონება
307,Verstand::N,razum,ჭკუა
308,Verstand::N,razum,გონება
309,Sinn::N,smisao,მნიშვნელობა
310,Sinn::N,značenje,მნიშვნელობა
311,Grund::N,razlog,მიზეზი
312,Wahrheit::N,istina,სიმართლე
313,Wahrheit::N,istina,ჭეშმარიტება
314,Gespräch::N,razgovor,ბაასი
315,Gespräch::N,razgovor,საუბარი
316,Märchen::N,bajka,არაკი
317,Märchen::N,bajka,ზღაპარი
318,Erzählung::N,priča,თქმულება
319,Erzählung::N,pripovijest,თქმულება
320,Nachricht::N,vijest,ცნობა
321,Nachricht::N,vijest,ამბავი
322,Neuigkeit::N,novost,სიახლე
323,Name::N,ime,სახელი
324,Rätsel::N,zagonetka,გამოცანა
325,Rede::N,govor,სიტყვა
326,Rede::N,besjeda,სიტყვა
327,Sprache::N,jezik,ენა
328,Stimme::N,glas,ხმა
329,Wort::N,riječ,სიტყვა
330,Zeichen::N,znak,ნიშანი
331,Ruf::N,povik,ძახილი
332,Ruf::N,poklik,ძახილი
333,Lärm::N,buka,ხმაური
334,Lärm::N,galama,ხმაური
335,Laut::N,zvuk,ხმა
336,Laut::N,zvuk,ბგერა
337,Ton::N,ton,ტონი
338,Lied::N,pjesma,სიმღერა
339,Ruhe::N,tišina,სიწყნარე
340,Ruhe::N,počinak,სიწყნარე
341,Leute::N,ljudi,ადამიანები
342,Volk::N,puk,ერი
343,Volk::N,puk,ხალხი
344,Volk::N,narod,ერი
345,Volk::N,narod,ხალხი
346,Arbeit::N,rad,მუშაობა
347,Arbeit::N,posao,მუშაობა
348,Gast::N,gost,სტუმარი
349,Geschenk::N,dar,საჩუქარი
350,Geschenk::N,poklon,საჩუქარი
351,Spiel::N,igra,თამაში
352,Gesellschaft::N,društvo,საზოგადოება
353,Gesellschaft::N,kompanija,საზოგადოება
354,Hilfe::N,pomoć,შველა
355,Hilfe::N,pomoć,დახმარება
356,Freund::N,prijatelj,მეგობარი
357,Kamerad::N,drug,ამხანაგი
358,Kamerad::N,drugar,ამხანაგი
359,Angelegenheit::N,posao,საქმე
360,Anzahl::N,broj,ოდენობა
361,Anzahl::N,brojnost,ოდენობა
362,Art::N,vid,სახეობა
363,Art::N,vrst,სახეობა
364,Stück::N,komad,ნატეხი
365,Teil::N,dio,წილი
366,Hälfte::N,polovina,ნახევარი
367,Kreis::N,krug,წრე
368,Kreuz::N,križ,ჯვარი
369,Linie::N,crta,ხაზი
370,Strich::N,crta,შტრიხი
371,Abstand::N,razmak,მანძილი
372,Abstand::N,odstojanje,მანძილი
373,Entfernung::N,udaljenost,სიშორე
374,Gegend::N,kraj,არე
375,Gegend::N,kraj,მხარე
376,Gegend::N,predeo,არე
377,Gegend::N,predeo,მხარე
378,Platz::N,mjesto,ფართობი
379,Ort::N,mjesto,ადგილი
380,Seite::N,bok,მხარე
381,Seite::N,strana,მხარე
382,Mitte::N,sredina,შუა
383,Gegenstand::N,predmet,საგანი
384,Sache::N,posao,ნივთი
385,Rand::N,rub,კიდე
386,Rand::N,kraj,კიდე
387,Kante::N,brid,ნაწიბული
388,Kante::N,ivica,ნაწიბული
389,Ecke::N,ugao,კუთხე
390,Spitze::N,vrh,წვეტი
391,Spitze::N,šiljak,წვეტი
392,Ende::N,konac,ბოლო
393,Loch::N,rupa,ხვრელი
394,Winkel::N,kut,კუთხე
395,Winkel::N,ugao,კუთხე
396,Muster::N,uzor,მოხატულობა
397,Größe::N,veličina,ზომა
398,Größe::N,veličina,სიდიდე
399,Länge::N,duljina,სიგრძე
400,Höhe::N,visina,სიმაღლე
401,Gewicht::N,težina,წონა
402,Menge::N,mnoštvo,რაოდენობა
403,Menge::N,količina,რაოდენობა
404,Haufen::N,hrpa,გროვა
405,Haufen::N,gomila,გროვა
406,Reihe::N,red,რიგი
407,Reihe::N,red,წყება
408,Boot::N,čun,გემი
409,Boot::N,čamac,გემი
410,Ruder::N,veslo,ხოფი
411,Ruder::N,veslo,ნიჩაბი
412,Schlitten::N,saone,მარხილი
413,Ski::N,ski,თხილამური
414,Ski::N,smučka,თხილამური
415,Lagerfeuer::N,logorska vatra,კოცონი
416,Last::N,tovar,ტვირთი
417,Gang::N,hod,სვლა
418,Schritt::N,korak,ბიჯი
419,Norden::N,sjever,ჩრდილოეთი
420,Süden::N,jug,სამხრეთი
421,Westen::N,zapad,დასავლეთი
422,Osten::N,istok,აღმოსავლეთი
423,Holz::N,drvo,ხე
424,Brett::N,daska,დაფა
425,Brett::N,daska,ფიცარი
426,Platte::N,ploča,თლილი ქვა
427,Stütze::N,potpora,საყრდენი
428,Stange::N,motka,ჭოკი
429,Stock::N,štap,კეტი
430,Stock::N,palica,კეტი
431,Stab::N,štap,ლატანი
432,Stab::N,šipka,ლატანი
433,Rohr::N,cijev,მილაკი
434,Haus::N,kuća,სახლი
435,Heim::N,dom,ოჯახის კერა
436,Ofen::N,peć,ღუმელი
437,Fußboden::N,pod,იატაკი
438,Tisch::N,stol,სუფრა
439,Tisch::N,stol,მაგიდა
440,Tisch::N,trpeza,სუფრა
441,Tisch::N,trpeza,მაგიდა
442,Stuhl::N,stolac,სკამი
443,Stuhl::N,stolica,სკამი
444,Wiege::N,kolijevka,აკვანი
445,Bett::N,krevet,საწოლი
446,Bett::N,krevet,სარეცელი
447,Bett::N,postelja,საწოლი
448,Bett::N,postelja,სარეცელი
449,Regal::N,polica,თაროები
450,Kiste::N,sanduk,ყუთი
451,Kiste::N,sanduk,სკივრი
452,Fenster::N,prozor,ფანჯარა
453,Fenster::N,prozor,სარკმელი
454,Tür::N,vrata,ბჭე
455,Tür::N,vrata,კარი
456,Tor::N,vrata,ჭიშკარი
457,Tor::N,kapija,ჭიშკარი
458,Zaun::N,plot,ღობე
459,Zaun::N,plot,გალავანი
460,Zaun::N,ograda,ღობე
461,Zaun::N,ograda,გალავანი
462,Dach::N,krov,სახურავი
463,Leiter::N,ljestve,კიბე
464,Leiter::N,ljestvice,კიბე
465,Besen::N,metla,ცოცხი
466,Spaten::N,ašov,ნიჩაბი
467,Schaufel::N,lopata,ბარი
468,Gabel::N,viljuška,ჩანგალი
469,Löffel::N,žlica,კოვზი
470,Messer::N,nož,დანა
471,Nagel::N,čavao,ლურსმანი
472,Netz::N,mreža,ბადე
473,Haken::N,kuka,კავი
474,Haken::N,kuka,კაუჭი
475,Griff::N,držak,ტარი
476,Griff::N,ručica,ტარი
477,Schloss::N,brava,კლიტე
478,Schloss::N,brava,საკეტი
479,Bild::N,slika,სურათი
480,Figur::N,figura,ფიგურა
481,Puppe::N,lutka,თოჯინა
482,Beutel::N,kesa,პარკი
483,Bündel::N,snop,გალა
484,Bündel::N,snop,ასხმა
485,Bündel::N,svežanj,გალა
486,Bündel::N,svežanj,ასხმა
487,Tasche::N,torba,ჩანთა
488,Tasche::N,taška,ჩანთა
489,Eimer::N,kabao,ჩამჩა
490,Deckel::N,poklopac,ხუფი
491,Deckel::N,poklopac,სარქველი
492,Geschirr::N,suđe,ჭურჭელი
493,Geschirr::N,posuđe,ჭურჭელი
494,Sack::N,džak,ტომარა
495,Sack::N,vreća,ტომარა
496,Tasse::N,šalica,ფინჯანი
497,Topf::N,lonac,ქოთანი
498,Kessel::N,kazan,ქვაბი
499,Essen::N,obrok,ჭამა
500,Nahrung::N,hrana,საზრდო
501,Nahrung::N,hrana,საკვები
502,Speise::N,jelo,საჭმელი
503,Fleisch::N,meso,ხორცი
504,Getreide::N,žito,მარცვლოვანი
505,Getreide::N,žitarice,მარცვლოვანი
506,Brei::N,kaša,ფაფა
507,Brot::N,kruh,პური
508,Scheibe::N,kriška,ნაჭერი
509,Fett::N,mast,ქონი
510,Fett::N,mast,ცხიმი
511,Fett::N,salo,ქონი
512,Fett::N,salo,ცხიმი
513,Butter::N,buter,კარაქი
514,Butter::N,maslac,კარაქი
515,Öl::N,ulje,ზეთი
516,Salz::N,sol,მარილი
517,Suppe::N,supa,სუფი
518,Honig::N,med,თაფლი
519,Milch::N,mlijeko,რძე
520,Tee::N,čaj,ჩაი
521,Leder::N,koža,ტყავი
522,Wolle::N,vuna,მატყლი
523,Stoff::N,štof,ქსოვილი
524,Stoff::N,tkanina,ქსოვილი
525,Nadel::N,igla,ნემსი
526,Faden::N,nit,ძაფი
527,Faden::N,nit,მკედი
528,Faden::N,konac,ძაფი
529,Faden::N,konac,მკედი
530,Knopf::N,dugme,ღილი
531,Knoten::N,čvor,ნასკვი
532,Knoten::N,uzao,ნასკვი
533,Farbe::N,farba,საღებავი
534,Kleidung::N,odjeća,ტანსაცმელი
535,Hemd::N,košulja,ხალათი
536,Hemd::N,košulja,პერანგი
537,Kragen::N,ovratnik,საყელო
538,Ärmel::N,rukav,სახელო
539,Hose::N,hlače,შარვალი
540,Gürtel::N,pas,ქამარი
541,Gürtel::N,pojas,ქამარი
542,Mütze::N,kapa,ქუდი
543,Schuh::N,cipela,ფეხსაცმელი
544,Stiefel::N,čizma,ჩექმა
545,Ring::N,prsten,ბეჭედი
546,Band::N,vrpca,ბაფთი
547,Kamm::N,češalj,სავარცხელი
548,Spiegel::N,zrcalo,სარკე
549,Spiegel::N,ogledalo,სარკე
550,Riemen::N,kaiš,ღვედი
551,Riemen::N,remen,ღვედი
552,Schnur::N,vrpca,ლარი
553,Leine::N,uzica,ჯაჭვი
554,Decke::N,ćebe,საბანი
555,Decke::N,pokrivač,საბანი
556,Kissen::N,jastuk,ბალიში
557,Tuch::N,rubac,მაუდი
558,Tuch::N,rubac,თავშალი
559,Tuch::N,marama,მაუდი
560,Tuch::N,marama,თავშალი
561,Handtuch::N,ručnik,ხელსახოცი
562,Kraft::N,snaga,ძალა
563,Stärke::N,jakost,ღონე
564,Gesundheit::N,zdravlje,ჯანმრთელობა
565,Krankheit::N,bolest,სენი
566,Krankheit::N,bolest,ავადმყოფობა
567,Schmerz::N,bol,ტკივილი
568,Wunde::N,rana,იარი
569,Wunde::N,rana,ჭრილობა
570,Fieber::N,groznica,ციება
571,Arznei::N,lijek,წამალი
572,Brücke::N,most,ხიდი
573,Brücke::N,ćuprija,ხიდი
574,Brunnen::N,bunar,ჭა
575,Brunnen::N,zdenac,ჭა
576,Weide::N,paša,საძოვარი
577,Weide::N,pašnjak,საძოვარი
578,Pfad::N,staza,ბილიკი
579,Weg::N,put,გზა
580,Straße::N,drum,შარაგზა
581,Straße::N,cesta,შარაგზა
582,Dorf::N,selo,დაბა
583,Dorf::N,selo,სოფელი
584,Stadt::N,grad,ქალაქი
585,Stadt::N,varoš,ქალაქი
586,Brief::N,list,წერილი
587,Brief::N,pismo,წერილი
588,Buch::N,knjiga,წიგნი
589,Buchstabe::N,slovo,ასო
590,Zeitung::N,novine,გაზეთი
591,Leben::N,život,სიცოცხლე
592,Tod::N,smrt,სიკვდილი
593,Grab::N,raka,სამარე
594,Grab::N,raka,საფლავი
595,Kirche::N,crkva,ეკლესია
596,Sünde::N,grijeh,ცოდვა
597,Gott::N,bog,ღმერთი
598,Arbeiter::N,radnik,მუშა
599,Chef::N,šef,გამგე
600,Meister::N,majstor,ოსტატი
601,Arzt::N,liječnik,ექიმი
602,Arzt::N,liječnik,მკურნალი
603,Lehrer::N,učitelj,მასწავლებელი
604,Geld::N,novac,ფული
605,Geschäft::N,posao,საქმე
606,Geschäft::N,posao,ბიზნესი
607,Geschäft::N,trgovina,საქმე
608,Geschäft::N,trgovina,ბიზნესი
609,Laden::N,dućan,დუქანი
610,Laden::N,dućan,მაღაზია
611,Preis::N,cijena,ფასი
612,Ware::N,roba,საქონელი
613,Nutzen::N,korist,ხეირი
614,Reichtum::N,bogatstvo,სიმდიდრე
615,Welt::N,svijet,მსოფლიო
616,Land::N,zemlja,მხარე
617,Land::N,zemlja,ქვეყანა
618,Staat::N,država,სახელმწიფო
619,König::N,kralj,მეფე
620,Macht::N,moć,ძლიერება
621,Macht::N,vlast,ძლიერება
622,Grenze::N,granica,ზღვარი
623,Krieg::N,rat,ომი
624,Feind::N,neprijatelj,მტერი
625,Gewalt::N,sila,სისასტიკე
626,Gewalt::N,nasilje,სისასტიკე
627,Kampf::N,boj,ბრძოლა
628,Kampf::N,borba,ბრძოლა
629,Bogen[Waffe]::N,luk,მშვილდი
630,Pfeil::N,strijela,ისარი
631,Pfeil::N,strijela,მახვილი
632,Gewehr::N,puška,თოფი
633,Gewehr::N,puška,შაშხანა
634,Fehler::N,pogreška,შეცდომა
635,Fehler::N,griješka,შეცდომა
636,Lüge::N,laž,სიცრუე
637,Schaden::N,šteta,ვნება
638,Unglück::N,nesreća,ხიფათი
639,Unglück::N,nesreća,უბედურება
640,Schuld::N,krivnja,ბრალი
641,Alter::N,dob,ასაკი
642,Schluss::N,kraj,ბოლო
643,Schluss::N,kraj,დასასრული
644,Schluss::N,konac,ბოლო
645,Schluss::N,konac,დასასრული
646,Zeit::N,doba,დრო
647,Zeit::N,vrijeme,დრო
648,Tag::N,dan,დღე
649,Morgen::N,jutro,დილა
650,Mittag::N,podne,შუადღე
651,Abend::N,veče,საღამო
652,Abend::N,večer,საღამო
653,Nacht::N,noć,ღამე
654,Woche::N,sedmica,კვირა
655,Monat::N,mjesec,თვე
656,Jahr::N,godina,წელი
657,Frühling::N,proljeće,გაზაფხული
658,Sommer::N,ljeto,ზაფხული
659,Herbst::N,jesen,შემოდგომა
660,Winter::N,zima,ზამთარი
661,Januar::N,januar,იანვარი
662,Januar::N,siječanj,იანვარი
663,Februar::N,veljača,თებერვალი
664,Februar::N,februar,თებერვალი
665,März::N,mart,მარტი
666,März::N,ožujak,მარტი
667,April::N,april,აპრილი
668,April::N,travanj,აპრილი
669,Mai::N,maj,მაისი
670,Mai::N,svibanj,მაისი
671,Juni::N,juni,ივნისი
672,Juni::N,lipanj,ივნისი
673,Juli::N,juli,ივლისი
674,Juli::N,srpanj,ივლისი
675,August::N,august,აგვისტო
676,August::N,kolovoz,აგვისტო
677,September::N,rujan,სექტემბერი
678,September::N,septembar,სექტემბერი
679,Oktober::N,oktobar,ოქტომბერი
680,Oktober::N,listopad,ოქტომბერი
681,November::N,studeni,ნოემბერი
682,November::N,novembar,ნოემბერი
683,Dezember::N,prosinac,დეკემბერი
684,Montag::N,ponedjeljak,ორშაბათი
685,Montag::N,ponedjeljnik,ორშაბათი
686,Dienstag::N,utorak,სამშაბათი
687,Dienstag::N,utornik,სამშაბათი
688,Mittwoch::N,srijeda,ოთხშაბათი
689,Donnerstag::N,četvrtak,ხუთშაბათი
690,Freitag::N,petak,პარასკევი
691,Samstag::N,subota,შაბათი
692,Sonntag::N,nedjelja,კვირა
693,groß::A,velik,დიდი
694,klein::A,mali,მცირე
695,klein::A,mali,პატარა
696,klein::A,malen,მცირე
697,klein::A,malen,პატარა
698,lang::A,dug,გრძელი
699,lang::A,dugačak,გრძელი
700,kurz::A,kratak,მოკლე
701,breit::A,širok,ფართო
702,breit::A,širok,განიერი
703,schmal::A,uski,ვიწრო
704,schmal::A,uski,წვრილი
705,schmal::A,uzak,ვიწრო
706,schmal::A,uzak,წვრილი
707,dicht::A,gust,მჭიდრო
708,dick[Gegenstand]::A,debeo,სქელი
709,dünn::A,tanak,წვრილი
710,fein::A,fin,თხელი
711,fein::A,tanak,თხელი
712,fest::A,čvrst,მყარი
713,flach::A,ravan,ბრტყელი
714,flach::A,plosnat,ბრტყელი
715,glatt::A,gladak,გლუ
716,hart::A,tvrd,მაგარი
717,weich::A,mek,რბილი
718,weich::A,mekan,რბილი
719,rund::A,okrugao,მრგვალი
720,spitz::A,oštar,წვეტიანი
721,spitz::A,šiljast,წვეტიანი
722,scharf::A,oštar,მჭრელი
723,scharf::A,bridak,მჭრელი
724,stumpf::A,tup,ბლაგვი
725,schwer::A,težak,მძიმე
726,schön::A,krasan,ლამაზი
727,heiß::A,vruć,ცხელი
728,warm::A,topao,თბილი
729,kalt::A,hladan,ცივი
730,kühl::A,hladan,გრილი
731,frisch::A,svjež,სუფთა
732,feucht::A,vlažan,ნოტიო
733,nass::A,mokar,სველი
734,trocken::A,suh,მშრალი
735,voll::A,pun,სავსე
736,leer::A,prazan,ცარიელი
737,offen::A,otvoren,ღია
738,offen::A,otvoren,გაშლილი
739,geschlossen::A,zatvoren,დახურული
740,sauber::A,čist,სუფთა
741,sauber::A,čist,წმინდა
742,schmutzig::A,nečist,ტალახიანი
