,Concept_ID,ca,kn
580,sauber::A,net,ಶುದ್ಧ
581,schmutzig::A,brut,ಅಶುದ್ಧ
582,roh::A,cru,ಹಸಿ
583,reif::A,madur,ಹಣ್ಣಾದ
584,lecker::A,deliciós,ಗುಚಿಕರ
585,süß::A,dolç,ಸಿಹಿ
586,bitter::A,amarg,ಕಹಿ
587,sauer::A,agre,ಹುಳಿಯಾದ
588,hell::A,clar,ಹೊಳೆಯುವ
589,dunkel::A,fosc,ಮಬ್ಬಾದ
590,schwarz::A,negre,ಕಪ್ಪು
591,weiß::A,blanc,ಬಿಳಿಯ
592,rot::A,vermēll,ಕೆಂಪು
593,gelb::A,groc,ಹಳದಯ
594,blau::A,blau,ನೀಲ
595,grün::A,verd,ಕಾಯಾದ
596,grau::A,gris,ಬೂದುಬಣ್ಣದ
597,bunt::A,multicolor,ವರ್ಣರಂಜಿತ
598,billig::A,barat,ಅಗ್ಗ
599,teuer::A,car,ದುಬಾರಿಯಾದ
600,wertvoll::A,preciós,ಅಮೂಲ್ಯ
601,blind::A,cec,ಅಂಧ
602,taub::A,sord,ಕಿವುಡಾದ
603,kräftig::A,fort,ಪ್ರಬಲ
604,kräftig::A,vigorós,ಪ್ರಬಲ
605,stark::A,fort,ಶಕ್ತಿವಂತ
606,schwach::A,feble,ದುರ್ಬಲ
607,fett::A,gras,ಕೊಬ್ಬಿದ
608,schlank::A,esvelt,ತೆಳ್ಳಗಿನ
609,hübsch::A,maco,ಅಂದವಾದ
610,böse::A,dolent,ಕೆಟ್ಟ
611,dumm::A,ximple,ಮಂದ
612,dumm::A,estúpid,ಮಂದ
613,faul::A,gandūl,ಆಲಸ
614,faul::A,mandrós,ಆಲಸ
615,fleißig::A,diligēnt,ಕಡಗುವ
616,geizig::A,avar,ಜುಗ್ಗ
617,klug::A,intel·ligent,ಚತುರ
618,geschickt::A,hàbil,ದಕ್ಷ
619,lieb::A,amat,ಪ್ರಿಯ
620,lieb::A,estimat,ಪ್ರಿಯ
621,lustig::A,alegre,ಖುಷಿಯಾದ
622,sanft::A,suau,ಸೌಮ್ಯ
623,hungrig::A,afamat,ಹಸಿದ
624,krank::A,malālt,ಅಸ್ವಸ್ಥ
625,nackt::A,nu,ನಗ್ನ
626,traurig::A,trist,ದುಃಖಿತ
627,lebendig::A,viu,ಜೀವಂತ
628,gut::A,bo,ಒಳ್ಳೆಯ
629,schlecht::A,dolēnt,ದುಷ್ಟ
630,richtig::A,just,ಸರಿ
631,richtig::A,correcte,ಸರಿ
632,schlimm::A,greu,ಅಸಹ್ಯ
633,wahr::A,vertader,ನಿಜ
634,wahr::A,veritable,ನಿಜ
635,alt::A,vell,ಮುದಿ
636,neu::A,nou,ಹೊಸ
637,ehemalig::A,antic,ಮಾಜೀ
638,alt[Lebewesen]::A,vell,ವೃದ್ಧ
639,jung::A,jove,ಎಳ
640,arm::A,pobre,ಬಡ
641,reich::A,ric,ಶ್ರೀಮಂತ
642,bekannt::A,conegut,ಅಪ್ತ
643,berühmt::A,famós,ಪ್ರಸಿದ್ಧ
644,fremd::A,estrany,ಪರಕೀಯ
645,verschieden::A,diferent,ಬೇರೆ
646,nah::A,pròxim,ಹತ್ತಿರವಾದ
647,fern::A,llunyà,ದೂರದ
648,fern::A,distant,ದೂರದ
649,linker::A,esquerre,ಎಡ
650,rechter::A,dret,ಬಲ
651,anderer::A,altre,ಇತರ
652,erster::A,primer,ಪ್ರಥಮ
653,zweiter::A,segon,ದ್ವಿತೀಯ
654,dritter::A,tercer,ಮೂರನೆಯಜಗತ್ತು
655,letzter::A,últim,ಅಂತ್ಯ
656,allein::ADV,sol,ಒಬ್ಬನೇ
657,auf einmal::ADV,d'una vegada,ಒಡನೆ
658,zusammen::ADV,junt,ಒಟ್ಟಿಗೆ
659,lange::ADV,molt de temps,ದೀರ್ಘ
660,plötzlich::ADV,de cop,ಅನಾಮತ್ತು
661,plötzlich::ADV,de sobte,ಅನಾಮತ್ತು
662,sofort::ADV,de seguida,ಜಾಗ್ರತೆ
663,später::ADV,més tard,ತರುವಾಯ
664,jetzt::ADV,ara,ಈಗ
665,heute::ADV,avūi,ಇಂದು
666,morgen::ADV,demà,ನಾಳೆ
667,bald::ADV,aviāt,ಬೇಗ
668,dann::ADV,després,ಆಗ
669,gestern::ADV,ahir,ನಿನ್ನೆ
670,einst::ADV,anteriorment,ಪೂರ್ವದಲ್ಲಿ
671,damals::ADV,llavōrs,ಆಗ
672,damals::ADV,aleshores,ಆಗ
673,danach::ADV,després,ಆಮೇಲೆ
674,vorher::ADV,abāns,ಮುಂಚೆ
675,zuerst::ADV,primer,ಮೊದಲಿಗೆ
676,einmal::ADV,una vegada,ಒಮ್ಮೆ
677,manchmal::ADV,de vegades,ಆಗಾಗ
678,oft::ADV,sovint,ಅನೇಕಸಲ
679,immer::ADV,sempre,ಯಾವಾಗಲೂ
680,niemals::ADV,no ... mai,ಯಾವಾಗಲೂ ಇಲ್ಲ
681,hier::ADV,aquí,ಇಲ್ಲಿ
682,hierhin::ADV,per aquí,ಇತ್ತ
683,von hier::ADV,des d'aquí,ಇಲ್ಲಿಂದ
684,dort::ADV,allí,ಅಲ್ಲಿ
685,dorthin::ADV,hi,ಅಲ್ಲಿಗೆ
686,geradeaus::ADV,tot dret,ಸೀದಾ
687,vorwärts::ADV,endavānt,ಮುನ್ನೆಡೆವ
688,rückwärts::ADV,endarrera,ಹಿಂದುಗಡೆಗೆ
689,zurück::ADV,darrere,ಹಿಂದಕ್ಕೆ
690,unten::ADV,a baix,ಕೆಳಗೆ
691,hinab::ADV,cap avall,ಕೆಳಕ್ಕೆ
692,oben::ADV,dalt,ಮೇಲೆ
693,hinauf::ADV,cap amunt,ಮೇಲಕ್ಕೆ
694,überall::ADV,pertot,ಎಲ್ಲಸ್ಥಳಗಳು
695,überall::ADV,per tot arreu,ಎಲ್ಲಸ್ಥಳಗಳು
696,nicht::ADV,no,ಇಲ್ಲ
697,nicht::ADV,no,ಅಲ್ಲ
698,ein wenig::ADV,una mica,ತುಸು
699,kaum::ADV,a penes,ಕಠಿನವಾಗಿ
700,sehr::ADV,molt,ಬಹು
701,so::ADV,així,ಅಷ್ಟು
702,noch::ADV,encara,ಇನ್ನು
703,nur::ADV,només,ಕೇವಲ
704,schon::ADV,ja,ಆಗಲೇ
705,wieder::ADV,de nou,ಪುನಃ
706,vergebens::ADV,en va,ನಿಷ್ಫಲವಾಗಿ
707,vor::PRP,davānt,ಮುಂದೆ
708,vor::PRP,enfront de,ಮುಂದೆ
709,hinter::PRP,darrera,ಹಿಂದ
710,unter::PRP,sota,ಕೆಳ
711,durch::PRP,per,ನೇರವಾಗಿ
712,neben::PRP,al costāt de,ಅಧರ ಬಲಿಕ
713,zwischen::PRP,entre,ನಡುವೆ
714,wegen::PRP,a causa de,ಅಧಕ್ಕಗಿ
715,dies::PRN,aquest,ಈ
716,das::PRN,això,ಅದು
717,alles::PRN,tot,ಎಲ್ಲ
718,ich::PRN,jo,ನಾನು
719,du::PRN,tu,ನೀನು
720,er::PRN,ell,ಅವನು
721,er::PRN,ell,ಇವನು
722,wir::PRN,nosaltres,ನಾವು
723,ihr::PRN,vosaltres,ನೀವು
724,sie::PRN,ells,ಅವರು
725,sie::PRN,elles,ಅವರು
726,was::FPRN,què,ಏನು
727,wer::FPRN,qui,ಯಾರಿಗೆ
728,wo::FADV,on,ಎಲ್ಲಿ
729,wohin::FADV,cap a on,ಎಲ್ಲಿಗೆ
730,wie::FADV,com,ಹೇಗೆ
731,warum::FADV,per què,ಏಕೆ
732,wieviel::FNUM,quant,ಎಷ್ಟು
733,eins::NUM,u,ಒಂದು
734,zwei::NUM,dos,ಎರಡು
735,drei::NUM,tres,ಮೂರು
736,vier::NUM,quatre,ನಾಲ್ಕು
737,fünf::NUM,cinc,ಅಯ್ದು
738,sechs::NUM,sis,ಆರು
739,sieben::NUM,set,ಏಳು
740,acht::NUM,vuit,ಎಂಟು
741,neun::NUM,nou,ಒಂಭಬತ್ತು
742,zehn::NUM,deu,ಹತ್ತು
743,elf::NUM,onze,ಹನ್ನೊಂದು
744,zwölf::NUM,dotze,ಹನ್ನೆರಡು
745,zwanzig::NUM,vint,ಇಪ್ಪತ್ತು
746,dreißig::NUM,trenta,ಮೂವತ್ತು
747,vierzig::NUM,quaranta,ನಲವತ್ತು
748,fünfzig::NUM,cinquanta,ಐವತ್ತು
749,sechzig::NUM,seixanta,ಅರುವತ್ತು
750,siebzig::NUM,setanta,ಎಪ್ಪತ್ತು
751,achtzig::NUM,vuitanta,ಎಂಬತ್ತು
752,neunzig::NUM,noranta,ತೊಂಬತ್ತು
753,hundert::NUM,cent,ನೂರು
754,tausend::NUM,mil,ಸಾವಿರ
755,und::CNJ,i,ಮತ್ತು
756,oder::CNJ,o,ಅಥವಾ
757,stehen::V,estar de peu,ನಿಲ್ಲು
758,sitzen::V,seure,ಕುಳ್ಳಿರು
759,liegen::V,jeure,ಮಲಗಿಕೊ
760,hängen::V,penjar,ಇಳಿಯಬಿಡು
761,werden::V,fer-se,ಆಗು
762,werden::V,posar-se,ಆಗು
763,passieren::V,succeir,ಆಗು
764,beginnen::V,iniciar-se,ಆರಂಭಿಸು
765,enden::V,acabar-se,ಕೊನೆಗಾಣು
766,enden::V,terminar-se,ಕೊನೆಗಾಣು
767,wechseln::V,canviar,ಮಾರ್ಪಡಿಸು
768,aufgehen[Sonne]::V,sortir,ಮೂಡು
769,untergehen[Sonne]::V,posar-se,ಮುಳುಗು
770,scheinen[Sonne]::V,brillar,ಹೊಳೆ
771,donnern::V,tronar,ಗುಡುಗಾಗು
772,wehen::V,bufar,ತೀಡು
773,strömen::V,afluir,ಹರಿ
774,fließen::V,fluir,ಹರಿ
775,sich drehen::V,girar,ಸುತ್ತು
776,schwanken::V,vacil·lar,ಓಲಾಡು
777,schwingen::V,oscil·lar,ತೂಗು
778,fallen::V,caure,ಉದುರು
779,fallen::V,tombar,ಉದುರು
780,brennen::V,cremar,ಉರಿ
781,rauchen::V,fumejar,ಹೊಗೆಬಿಡು
782,regnen::V,ploure,ಸುರಿ
783,gefrieren::V,gelar-se,ಹೆಪ್ಪುಗಟ್ಟು
784,tauen::V,fondre's,ಬೆಚ್ಚಗಾಗು
785,schmelzen::V,fondre's,ಕರಗು
786,trocknen::V,assecar-se,ಒಣಗು
787,sieden::V,bullir,ಕುದಿ
788,faulen::V,podrir-se,ಕೊಳೆ
789,verfaulen::V,podrir-se,ನಶಿಸು
790,reißen::V,trencar-se,ಒಡೆ
791,versinken::V,enfonsar-se,ಮುಳುಗು
792,vergehen::V,passar,ಸಾಗು
793,erscheinen::V,aparèixer,ತೋರು
794,verschwinden::V,desaparèixer,ಮಾಯವಾಗು
795,sinken::V,baixar,ಕುಸಿ
796,sinken::V,descendir,ಕುಸಿ
797,abnehmen::V,decréixer,ತಗ್ಗು
798,zunehmen::V,augmentar,ಬೆಳೆ
799,steigen::V,pujar,ಉಬ್ಬು
800,wachsen::V,créixer,ಬೆಳೆ
801,glänzen::V,brillar,ಮಿರುಗು
802,glänzen::V,resplendir,ಮಿರುಗು
803,funkeln::V,espurnejar,ಮಿನುಗು
804,lärmen::V,fer soroll,ಶಬ್ದ ಮಾಡಲು
805,läuten::V,sonar,ಬಾರಿಸು
806,klingeln::V,trucar,ಅನುರಣಿಸು
807,klirren::V,dringar,ಕಿಣಿಕಿಣಿಸು
808,brausen::V,rugir,ಅಬ್ಬರಿಸು
809,rauschen::V,murmurar,ಮರ್ಮರಗುಟ್ಟಿಸು
810,klingen::V,sonar,ಉಸಿರು
811,bellen::V,lladrar,ಬಗುಳು
812,heulen::V,udolar,ಅರಚು
813,blasen::V,bufar,ಗಾಳಿ ಊದು
814,pfeifen::V,xiular,ಸಿಳ್ಳೆಯೂದು
815,schreien::V,cridar,ಕರೆ
816,stöhnen::V,gemegar,ನರಳು
817,zittern::V,tremolar,ನಡುಗು
818,leben::V,vīure,ಇರು
819,geboren werden::V,néixer,ಉಂಟಾಗು
820,atmen::V,respirar,ಉಸಿರು
821,trinken::V,beure,ಕುಡಿ
822,essen::V,menjar,ತಿನ್ನು
823,schlucken::V,empassar-se,ನುಂಗು
824,müde werden::V,cansar-se,ಬಳಲು
825,einschlafen::V,adormir-se,ನಿದ್ಧೆಹೋಗು
826,schlafen::V,dormir,ನಿದ್ರಿಸು
827,aufwachen::V,despertar-se,ಏಳು
828,aufstehen::V,llevar-se,ಏಳು
829,sich erholen::V,descansar,ಸುಧಾರಿಸು
830,krank werden::V,posar-se malalt,ಬೇನೆಬೀಳು
831,krank sein::V,estar malalt,ಕೆಟ್ಟ ಎಂದು
832,schmerzen::V,doldre,ಕಚ್ಚು
833,husten::V,tossir,ಕೆಮ್ಮು
834,genesen::V,recuperar-se,ಮತ್ತೆಹೊದಿಸು
835,sterben::V,morir,ಮೃತಪಡು
836,umkommen::V,perir,ಹಾಳಾಗು
837,sich bewegen::V,moure's,ಚಲಿಸು
838,sich rühren::V,moure's,ಕದಲು
839,sich erheben::V,aixecar-se,ಏಳು
840,sich setzen::V,asseure's,ಕೂರು
841,hinfallen::V,caure's,ಬೀಳು
842,laufen::V,caminar,ನಡೆ
843,schreiten::V,procedir,ಮೆಲ್ಲಗೆ ನಡೆ
844,spazierengehen::V,passejar,ವಿಹರಿಸು
845,eilen::V,anar corrent,ಮುನ್ನುಗ್ಗು
846,sich beeilen::V,afanyar-se,ಆತುರಪಡು
847,sausen::V,córrer,ಒಗೆ
848,rennen::V,córrer,ಓಡು
849,springen::V,saltar,ಜಿಗಿ
850,klettern::V,escalar,ಏರು
851,schaukeln::V,gronxar-se,ತೂಗು
852,schaukeln::V,balancejar-se,ತೂಗು
853,kriechen::V,reptar,ತೆವಳು
854,kriechen::V,arrossegar-se,ತೆವಳು
855,schwimmen::V,nadar,ಈಜು
856,tauchen::V,bussejar,ಕೆಳಗಿಳಿ
857,tauchen::V,submergir-se,ಕೆಳಗಿಳಿ
858,rudern::V,remar,ಸಾಗಿಸು
859,fahren::V,anar,ನಡೆಸು
860,fliegen::V,volar,ಹಾರು
861,gehen::V,caminar,ಹೋಗು
862,weggehen::V,anar-se'n,ಹೊರಡು
863,abfahren::V,partir,ತೆರಳು
864,anhalten::V,aturar-se,ನಿಲ್ಲು
865,hineingehen::V,entrar,ಒಳಹೊಗು
866,eintreten::V,entrar,ಒಳಹೊಗು
867,kommen::V,venir,ಬರು
868,ankommen::V,arribar,ಬರು
869,zurückkommen::V,tornar,ಹಿಂದಿರುಗು
870,bleiben::V,quedar-se,ಇರು
871,warten::V,esperar,ಇರು
872,erwarten::V,esperar,ನಿರೀಕ್ಷಿಸು
873,suchen::V,buscar,ಹುಡುಕು
874,finden::V,trobar,ಕಂಡುಕೊ
875,versuchen::V,intentar,ಪ್ರಯತ್ನಿಸು
876,vorbereiten::V,preparar,ಸಿದ್ಧವಾಗು
877,lieben::V,estimar,ಪ್ರೀತಿಸು
878,mögen::V,agradar a,ಇಷ್ಟಪಡು
879,lachen::V,riure,ನಗು
880,rühren::V,commoure,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
881,rühren::V,emocionar,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
882,weinen::V,plorar,ಅಳು
883,schimpfen::V,renyar,ಗೊಣಗು
884,sich ärgern::V,enfadar-se,ಗಣಗಾಡು
885,sich fürchten::V,tenir por,ನಡುಗು
886,fürchten::V,témer,ಹೆದರು
887,fliehen::V,fugir,ಓಡಿಹೋಗು
888,flüchten::V,refugiar-se,ಪಾರಾಗು
889,sehen::V,veure,ಕಾಣು
890,anschauen::V,mirar,ನೋಡು
891,ansehen::V,mirar,ನಿರೀಕ್ಷಿಸು
892,hören::V,oir,ಕೇಳು
893,zuhören::V,escoltar,ಆಲಿಸು
894,probieren::V,provar,ರುಚಿ ನೋಡು
895,riechen::V,olorar,ಮೂಸು
896,fühlen::V,sentīr,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
897,scheinen::V,semblar,ತೋರು
898,zu sehen sein::V,poder-se veure,ಕಾಣಿಸು
899,vernehmen::V,percebre,ಕೇಳು
900,frieren::V,tenir fred,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
901,tun::V,fer,ಮಾಡು
902,können::V,poder,ಮಾಡಬಲ್ಲ
903,wollen::V,voler,ಬಯಸು
904,anfangen::V,iniciar,ಪ್ರಾರಂಭಿಸು
905,beenden::V,acabar,ನಿಲ್ಲಿಸು
906,aufhören::V,deixar,ಮುಗಿಸು
907,gelingen::V,sortir bé,ಯಶಸ್ವಿಯಾಗು
908,geraten::V,sortir,ಉತ್ಪತ್ತಿಮಾಡು
909,öffnen::V,obrir,ತೆರೆ
910,schließen::V,tancar,ಮುಚ್ಚು
911,stellen::V,posar,ಇಕ್ಕು
912,stellen::V,col·locar,ಇಕ್ಕು
913,setzen::V,assentar,ಇಡು
914,legen::V,posar,ಇಡು
915,berühren::V,tocar,ತಾಕು
916,verbinden::V,unir,ಕೂಡಿಸು
917,verbinden::V,connectar,ಕೂಡಿಸು
918,bedecken::V,tapar,ಮುಚ್ಚು
919,bedecken::V,cobrir,ಮುಚ್ಚು
920,aufhängen::V,penjar,ತೂಗುಹಾಕು
921,anzünden::V,encendre,ಹತ್ತಿಸು
922,aufheben::V,aixecar,ಆಯಿ
923,zurücklassen::V,deixar,ಬಿಡು
924,verlieren::V,pērdre,ಕಳೆ
925,fallen lassen::V,deixar caure,ಬೀಳಿಸು
926,machen::V,fer,ಮಾಡು
927,herstellen::V,producir,ತಯಾರಿಸು
928,bauen::V,construir,ಕಟ್ಟು
929,reparieren::V,reparar,ಸರಿಪಡಿಸು
930,verbessern::V,millorar,ತಿದ್ದು
931,ändern::V,canviar,ಬದಲಾಯಿಸು
932,graben::V,cavar,ಅಗೆ
933,beugen::V,doblegar,ಬಗ್ಗಿಸು
934,biegen::V,corbar,ಬಗ್ಗಿಸು
935,biegen::V,arquejar,ಬಗ್ಗಿಸು
936,drehen::V,girar,ತಿರುಗು
937,wenden::V,girar,ತಿರುಗು
938,umdrehen::V,voltar,ತಿರುಗಿಸು
939,heben::V,pujar,ಎತ್ತು
940,heben::V,aixecar,ಎತ್ತು
941,hochheben::V,aixecar,ಎತ್ತು
942,ergreifen::V,agafar,ಆಕ್ರಮಿಸು
943,halten::V,mantenir,ಹಿಡಿ
944,drücken::V,prémer,ಒತ್ತು
945,drücken::V,estrènyer,ಒತ್ತು
946,schieben::V,empènyer,ನೂಕು
947,kratzen::V,raspar,ತರಚಿಕೊಳ್ಳು
948,lecken::V,llepar,ನೆಕ್ಕು
949,beißen::V,mossegar,ಕಚ್ಚು
950,abreißen::V,arrencar,ಹರಿ
951,abschneiden::V,tallar,ಕತ್ತರಿಸು
952,binden::V,lligar,ಕಟ್ಟು
953,stecken::V,ficar,ಸಿಕ್ಕಿಸು
954,brechen::V,trencar,ಮುರಿ
955,klopfen::V,trucar,ತಟ್ಟು
956,hauen::V,picar,ಹೊಡೆ
957,hauen::V,colpejar,ಹೊಡೆ
958,kleben::V,enganxar,ಅಂಟಿಸು
959,reiben::V,fregar,ಉಜ್ಜು
960,streichen::V,untar,ಹರಡು
961,schleifen::V,afilar,ಮಸೆ
962,schleifen::V,esmolar,ಮಸೆ
963,schneiden::V,tallar,ಕತ್ತರಿಸು
964,rütteln::V,sacsejar,ಕುಲುಕಿಸು
965,schütteln::V,agitar,ಅಲುಗಿಸು
966,schütteln::V,sacsejar,ಅಲುಗಿಸು
967,schwenken::V,agitar,ತೂಗಾಡು
968,schütten::V,abocar,ಎರೆ
969,füllen::V,omplir,ತುಂಬಿಸು
970,einwickeln::V,embolicar,ಹೊದಿಸು
971,tragen::V,dur,ಹೊರು
972,tragen::V,portar,ಹೊರು
973,schleppen::V,arrossegar,ಜಗ್ಗು
974,ziehen::V,tirar,ಎಳೆ
975,ziehen::V,estirar,ಎಳೆ
976,aufbewahren::V,conservar,ಇಟ್ಟುಕೊ
977,werfen::V,llançar,ಎಸೆ
978,fangen::V,agafar,ಹಿಡಿ
979,fangen::V,atrapar,ಹಿಡಿ
980,packen::V,engrapar,ಸೆಳೆ
981,verstecken::V,amagar,ಮುಚ್ಚಿಡು
982,teilen::V,dividir,ವಿಭಜಿಸು
983,schicken::V,enviar,ಕಳುಹಿಸು
984,bringen::V,portar,ತರು
985,hinzufügen::V,afegir,ಕೂಡಿಸು
986,bekommen::V,obtenir,ಸಂಪಾದಿಸು
987,erhalten::V,rebre,ಪಡೆ
988,nehmen::V,prendre,ಹಿಡಿ
989,wählen::V,triar,ಆರಿಸು
990,wählen::V,elegir,ಆರಿಸು
991,auswählen::V,escollir,ಆಯಿ
992,auswählen::V,seleccionar,ಆಯಿ
993,bewahren::V,conservar,ರಕ್ಷಿಸಿಡು
994,behindern::V,impedir,ಅಡ್ಡಿಮಾಡು
995,behindern::V,obstaculitzar,ಅಡ್ಡಿಮಾಡು
996,verderben::V,espatllar,ಕೆಡಿಸು
997,beschädigen::V,danyar,ಹಾಳುಮಾಡು
998,beschädigen::V,destrossar,ಹಾಳುಮಾಡು
999,zerbrechen::V,trencar,ಮುರಿ
1000,zerreißen::V,estripar,ಸೀಳು
1001,zerstören::V,destruir,ಅಳಿಸು
1002,verbrennen::V,cremar,ಸುಡು
1003,geben::V,donar,ಕೊಡು
1004,reichen::V,passar,ಕೊಡು
1005,schenken::V,regalar,ಅರ್ಪಿಸು
1006,versprechen::V,prometre,ವಾಗ್ದಾನಮಾಡು
1007,wünschen::V,desitjar,ಬಯಸು
1008,loben::V,elogiar,ಹೊಗಳು
1009,küssen::V,fer un petó a,ಚುಂಬಿಸು
1010,wiegen::V,bressolar,ತೂಗು
1011,zudecken::V,tapar,ಹಾಸು
1012,zudecken::V,cobrir,ಹಾಸು
1013,wecken::V,despertar,ಎಬ್ಬಿಸು
1014,zeigen::V,mostrar,ತೋರಿಸು
1015,zeigen::V,ensenyar,ತೋರಿಸು
1016,führen::V,guiar,ದಾರಿತೋರಿಸು
1017,führen::V,conduir,ದಾರಿತೋರಿಸು
1018,lehren::V,ensenyar,ಕಲಿಸು
1019,unterrichten::V,ensenyar,ಬೋಧಿಸು
1020,aufziehen::V,criar,ಸಲಹು
1021,leiten::V,dirigir,ಮುಂದಾಳಾಗಿರು 
1022,antreiben::V,impel·lir,ಓಡಿಸು
1023,lassen::V,fer,ಮಾಡಲುಬಿಡು
1024,einladen::V,invitar,ಆಹ್ವಾನಿಸು
1025,einladen::V,convidar,ಆಹ್ವಾನಿಸು
1026,vereinigen::V,unir,ಒಂದಾಗು
1027,besuchen::V,visitar,ಭೇಟಿಯಾಗು
1028,besuchen::V,anar a veure,ಭೇಟಿಯಾಗು
1029,treffen::V,trobar,ಸಂಧಿಸು
1030,sich versammeln::V,reunir-se,ನೆರೆ
1031,spielen::V,jugar,ಆಡು
1032,singen::V,cantār,ಹಾಡು
1033,tanzen::V,ballar,ಕುಣಿ
1034,sich trennen::V,separar-se,ಪ್ರತ್ಯೇಮಾಡು
1035,verlassen::V,deixar,ಕಳೆ
1036,verlassen::V,abandonar,ಕಳೆ
1037,retten::V,salvar,ರಕ್ಷಿಸು
1038,bewachen::V,vigilar,ಕಾಪಾಡು
1039,schützen::V,protegir,ಸಂರಕ್ಷಿಸು
1040,verteidigen::V,defensar,ಕಾಪಿಡು
1041,sich schlagen::V,barallar-se,ಕಿತ್ತಾಟ
1042,schießen::V,tirar,ಎಸೆ
1043,schießen::V,disparar,ಎಸೆ
1044,siegen::V,vèncer,ಗೆಲ್ಲು
1045,ärgern::V,enfadar,ರೇಗಿಸು
1046,schlagen::V,pegar,ಹೊಡೆ
1047,schlagen::V,colpejar,ಹೊಡೆ
1048,treten::V,donar un cop de peu a,ಒದೆ
1049,stechen::V,punxar,ಚುಚ್ಚು
1050,stechen::V,apunyalar,ಚುಚ್ಚು
1051,stoßen::V,empènyer,ತಳ್ಳು
1052,stehlen::V,robar,ಕದಿ
1053,stören::V,molestar,ಕತಕು
1054,belästigen::V,importunar,ತೊಂದರೆ
1055,verbergen::V,amagar,ಮರೆಮಾಜು
1056,verbergen::V,ocultar,ಮರೆಮಾಜು
1057,täuschen::V,enganyar,ಠಕ್ಕಿಸು
1058,betrügen::V,estafar,ವಂಚಿಸು
1059,töten::V,matar,ಕೊಲ್ಲು
1060,wohnen::V,vīure,ವಾಸಿಸು
1061,wohnen::V,habitar,ವಾಸಿಸು
1062,arbeiten::V,treballar,ಕೆಲಸ ಮಾಡು
1063,sammeln::V,col·leccionar,ಸಂಚಯಿಸು
1064,pflücken::V,collir,ಬಿಡಿಸು
1065,jagen::V,caçar,ಬೇಟೆಯಾಡು
1066,fischen::V,pescar,ಮೀನು ಹಿಡಿ
1067,fassen::V,atrapar,ಹಿಡಿ
1068,hüten::V,pasturar,ಗುಂಪುಸೇರಿಸು
1069,treiben::V,arriar,ದಬ್ಬು
1070,anbinden::V,lligar,ಬಿಗಿ
1071,füttern::V,donar menjar a,ಮೇಯಿಸು
1072,melken::V,munyir,ಹಾಲು ಕರೆ
1073,hacken::V,picar,ತುಂಡರಿಸು
1074,hacken::V,tallar,ತುಂಡರಿಸು
1075,gießen::V,regar,ನೀರುಹಾಕು
1076,reifen::V,madurar,ಕಳಿ
1077,zubereiten::V,preparar,ಅಡಿಗೆಮಾಡು
1078,kochen::V,coure,ಅಡು
1079,backen::V,coure al forn,ಬೇಯಿಸು
1080,braten::V,rostir,ಕರಿ
1081,umrühren::V,remenar,ಕಲಕು
1082,stricken::V,tricotar,ಹೆಣೆ
1083,stricken::V,fer punt de mitja,ಹೆಣೆ
1084,nähen::V,cosir,ಹೊಲಿ
1085,färben::V,tenyir,ಬಣ್ಣ ಹತ್ತು
1086,reinigen::V,netejar,ಸ್ವಚ್ಛಮಾಡು
1087,waschen::V,rentār,ತೊಳೆ
1088,abwischen::V,eixugar,ಒರಸು
1089,spülen::V,esbandir,ಗಲಬರಿಸು
1090,fegen::V,escombrar,ಗುಡಿಸು
1091,kehren::V,escombrar,ಗುಡಿಸು
1092,baden::V,banyar-se,ಸ್ನಾನಮಾಡು
1093,sich waschen::V,rentār-se,ತೊಳೆ
1094,ausziehen::V,treure's,ಬಿಚ್ಚು
1095,anziehen::V,posar-se,ಹಾಕು
1096,sich anziehen::V,vestir-se,ಹಾಕು
1097,kämmen::V,pentinar,ಬಾಚು
1098,schmücken::V,adornar,ಅಲಂಕರಿಸು
1099,sagen::V,dir,ಹೇಳು
1100,sprechen::V,parlar,ನುಡಿ
1101,reden::V,parlar,ನುಡಿ
1102,sich unterhalten::V,conversar,ಹರಟೆ ಹೊಡಿ
1103,fragen::V,preguntar,ವಿಚಾರಿಸು
1104,bitten::V,demanar,ಬೇಡು
1105,erzählen::V,contar,ಹೇಳು
1106,erzählen::V,explicar,ಹೇಳು
1107,mitteilen::V,comunicar,ತಿಳಿಸು
1108,nennen::V,nomenar,ಹೆಸರಿಡು
1109,rufen::V,cridar,ಕರೆ
1110,prahlen::V,lloar-se,ಜಂಬ ಕೊಚ್ಚು
1111,prahlen::V,jactar-se,ಜಂಬ ಕೊಚ್ಚು
1112,übersetzen::V,traduir,ಭಾಷಾಂತರಿಸು
1113,denken::V,pensar,ಯೋಚಿಸು
1114,glauben::V,creure,ನಂಬು
1115,bemerken::V,notar,ಗಮನಿಸು
1116,erkennen::V,reconèixer,ಗುರುತುಹಿಡಿ
1117,begreifen::V,comprendre,ಗ್ರಹಿಸು
1118,verstehen::V,entendre,ಅರ್ಥಮಾಡಿಕೊ
1119,lernen::V,aprendre,ಕಲಿ
1120,wissen::V,saber,ಅರಿ
1121,sich erinnern an::V,recordar,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
