,Concept_ID,ar,de
57,Schlaf::N,منام,Schlaf
58,Traum::N,حلم,Traum
59,Himmel::N,سماء,Himmel
60,Sonne::N,شمس,Sonne
61,Mond::N,قمر,Mond
62,Stern::N,نجم,Stern
63,Stern::N,كوكب,Stern
64,Luft::N,هواء,Luft
65,Wind::N,ريح,Wind
66,Welle::N,موجة,Welle
67,Wasser::N,ماء,Wasser
68,Stein::N,حجر,Stein
69,Boden::N,تراب,Boden
70,Erde::N,أرض,Erde
71,Staub::N,غبار,Staub
72,Rauch::N,دخان,Rauch
73,Funke::N,شرارة,Funke
74,Feuer::N,نار,Feuer
75,Licht::N,نور,Licht
76,Licht::N,ضوء,Licht
77,Schatten::N,ظل,Schatten
78,Schatten::N,فيء,Schatten
79,Wetter::N,جو,Wetter
80,Wetter::N,طقس,Wetter
81,Nebel::N,ضباب,Nebel
82,Wolke::N,غيمة,Wolke
83,Wolke::N,سحابة,Wolke
84,Regen::N,مطر,Regen
85,Schnee::N,ثلج,Schnee
86,Eis::N,جليد,Eis
87,Frost::N,صقيع,Frost
88,Kälte::N,برد,Kälte
89,Hitze::N,حر,Hitze
90,Hitze::N,حرارة,Hitze
91,Raureif::N,صقيع,Raureif
92,Regenbogen::N,قوس قزح,Regenbogen
93,Donner::N,رعد,Donner
94,Strömung::N,تيار,Strömung
95,Tropfen::N,قطرة,Tropfen
96,Schaum::N,زبد,Schaum
97,Schaum::N,رغوة,Schaum
98,Schmutz::N,وسخ,Schmutz
99,See::N,بحيرة,See
100,Sumpf::N,مستنقع,Sumpf
101,Moor::N,مستنقع,Moor
102,Wiese::N,مرج,Wiese
103,Wald::N,غابة,Wald
104,Hügel::N,تل,Hügel
105,Anhöhe::N,تل,Anhöhe
106,Berg::N,جبل,Berg
107,Gipfel::N,قمة,Gipfel
108,Höhle::N,كهف,Höhle
109,Abhang::N,منحدر,Abhang
110,Quelle::N,منبع,Quelle
111,Bach::N,مجرى,Bach
112,Fluss::N,نهر,Fluss
113,Ufer::N,ضفة,Ufer
114,Küste::N,ساحل,Küste
115,Festland::N,بر,Festland
116,Meer::N,بحر,Meer
117,Bucht::N,خليج,Bucht
118,Insel::N,جزيرة,Insel
119,Blume::N,زهرة,Blume
120,Gras::N,حشيش,Gras
121,Wurzel::N,أصل,Wurzel
122,Baum::N,شجرة,Baum
123,Stamm::N,جذع,Stamm
124,Rinde::N,قشرة,Rinde
125,Ast::N,فرع,Ast
126,Zweig::N,غصن,Zweig
127,Blatt::N,ورقة,Blatt
128,Birke::N,قضبان,Birke
129,Kiefer[Baum]::N,صنوبرة,Kiefer
130,Weide[Baum]::N,صفصاف,Weide
131,Tanne::N,شوح,Tanne
132,Tanne::N,تبوب,Tanne
133,Horn::N,قرن,Horn
134,Feder::N,ريشة,Feder
135,Fell::N,فرو,Fell
136,Flügel::N,جناح,Flügel
137,Klaue::N,مخلب,Klaue
138,Kralle::N,مخلب,Kralle
139,Schwanz::N,ذيل,Schwanz
140,Ei::N,بيض,Ei
141,Nest::N,عش,Nest
142,Bau::N,جحر,Bau
143,Tier::N,حيوان,Tier
144,Herde::N,قطيع,Herde
145,Kuh::N,بقرة,Kuh
146,Bulle::N,ثور,Bulle
147,Pferd::N,خيل,Pferd
148,Schaf::N,شاة,Schaf
149,Schwein::N,خنزير,Schwein
150,Hund::N,كلب,Hund
151,Katze::N,قطة,Katze
152,Bär::N,دب,Bär
153,Eichhörnchen::N,سنجاب,Eichhörnchen
154,Elch::N,موظ,Elch
155,Fuchs::N,ثعلب,Fuchs
156,Hase::N,أرنب,Hase
157,Maus::N,فأرة,Maus
158,Wolf::N,ذئب,Wolf
159,Vogel::N,طير,Vogel
160,Schwarm::N,سرب,Schwarm
161,Huhn::N,دجاجة,Huhn
162,Hahn::N,ديك,Hahn
163,Gans::N,وزة,Gans
164,Adler::N,نسر,Adler
165,Ente::N,بطة,Ente
166,Eule::N,بوم,Eule
167,Kranich::N,كركي,Kranich
168,Krähe::N,غراب,Krähe
169,Kuckuck::N,وقواق,Kuckuck
170,Schwan::N,إوز عراقي,Schwan
171,Fisch::N,سمك,Fisch
172,Barsch::N,فرخ أوربي,Barsch
173,Hecht::N,سمك الكراكي,Hecht
174,Schlange[Tier]::N,حية,Schlange
175,Schlange[Tier]::N,ثعبان,Schlange
176,Wurm::N,دودة,Wurm
177,Spinne::N,عنكبوت,Spinne
178,Ameise::N,نملة,Ameise
179,Laus::N,قملة,Laus
180,Mücke::N,ناموسة,Mücke
181,Fliege::N,ذبابة,Fliege
182,Schmetterling::N,فراشة,Schmetterling
183,Beere::N,حبة,Beere
184,Apfel::N,تفاح,Apfel
185,Pilz::N,فطر,Pilz
186,Zwiebel::N,بصل,Zwiebel
187,Saat::N,زرع,Saat
188,Korn::N,حبة,Korn
189,Heu::N,دريس,Heu
190,Schale::N,قشرة,Schale
191,Grube::N,نقرة,Grube
192,Falle::N,فخ,Falle
193,Falle::N,مصيدة,Falle
194,Schlinge::N,عروة,Schlinge
195,Spur::N,أثر,Spur
196,Asche::N,رماد,Asche
197,Dreck::N,قذر,Dreck
198,Eisen::N,حديد,Eisen
199,Gold::N,ذهب,Gold
200,Silber::N,فضة,Silber
201,Kohle::N,فحم,Kohle
202,Glas::N,زجاج,Glas
203,Lehm::N,طين,Lehm
204,Sand::N,رمل,Sand
205,Mensch::N,إنسان,Mensch
206,Mann::N,رجل,Mann
207,Frau::N,امرأة,Frau
208,Kind::N,طفل,Kind
209,Junge::N,ولد,Junge
210,Mädchen::N,بنت,Mädchen
211,Familie::N,عائلة,Familie
212,Großvater::N,جد,Großvater
213,Großmutter::N,جدة,Großmutter
214,Eltern::N,أبوان,Eltern
215,Eltern::N,والدان,Eltern
216,Vater::N,أب,Vater
217,Mutter::N,أم,Mutter
218,Sohn::N,إبن,Sohn
219,Tochter::N,بنت,Tochter
220,Tochter::N,إبنة,Tochter
221,Bruder::N,أخ,Bruder
222,Bruder::N,شقيق,Bruder
223,Schwester::N,أخت,Schwester
224,Onkel::N,عم,Onkel
225,Tante::N,عمة,Tante
226,Ehemann::N,زوج,Ehemann
227,Ehefrau::N,زوجة,Ehefrau
228,Freude::N,فرح,Freude
229,Freude::N,سرور,Freude
230,Gelächter::N,قهقهة,Gelächter
231,Glück::N,سعادة,Glück
232,Kummer::N,غم,Kummer
233,Wunsch::N,منية,Wunsch
234,Lust::N,شهوة,Lust
235,Geist::N,روح,Geist
236,Gedanke::N,فكرة,Gedanke
237,Gedächtnis::N,ذاكرة,Gedächtnis
238,Verstand::N,عقل,Verstand
239,Sinn::N,معنى,Sinn
240,Grund::N,سبب,Grund
241,Wahrheit::N,حقيقة,Wahrheit
242,Gespräch::N,محادثة,Gespräch
243,Märchen::N,خرافة,Märchen
244,Erzählung::N,قصة,Erzählung
245,Erzählung::N,حكاية,Erzählung
246,Nachricht::N,خبر,Nachricht
247,Neuigkeit::N,خبر جديد,Neuigkeit
248,Name::N,اسم,Name
249,Rätsel::N,لغز,Rätsel
250,Rede::N,خطبة,Rede
251,Sprache::N,لغة,Sprache
252,Stimme::N,صوت,Stimme
253,Wort::N,كلمة,Wort
254,Zeichen::N,رمز,Zeichen
255,Zeichen::N,إشارة,Zeichen
256,Ruf::N,نداء,Ruf
257,Lärm::N,صخب,Lärm
258,Lärm::N,ضجة,Lärm
259,Laut::N,صوت,Laut
260,Ton::N,نغمة,Ton
261,Lied::N,أغنية,Lied
262,Ruhe::N,هدوء,Ruhe
263,Leute::N,ناس,Leute
264,Volk::N,شعب,Volk
265,Arbeit::N,عمل,Arbeit
266,Gast::N,ضيف,Gast
267,Geschenk::N,هدية,Geschenk
268,Spiel::N,لعب,Spiel
269,Gesellschaft::N,صحبة,Gesellschaft
270,Hilfe::N,عون,Hilfe
271,Hilfe::N,مساعدة,Hilfe
272,Freund::N,صديق,Freund
273,Kamerad::N,زميل,Kamerad
274,Angelegenheit::N,أمر,Angelegenheit
275,Angelegenheit::N,شأن,Angelegenheit
276,Anzahl::N,عدد,Anzahl
277,Art::N,نوع,Art
278,Stück::N,قطعة,Stück
279,Teil::N,قسم,Teil
280,Hälfte::N,نصف,Hälfte
281,Kreis::N,دائرة,Kreis
282,Kreuz::N,صليب,Kreuz
283,Linie::N,خط,Linie
284,Strich::N,شرطة,Strich
285,Abstand::N,مسافة,Abstand
286,Entfernung::N,بعد,Entfernung
287,Gegend::N,ناحية,Gegend
288,Platz::N,فراغ,Platz
289,Ort::N,مكان,Ort
290,Seite::N,جانب,Seite
291,Mitte::N,وسط,Mitte
292,Gegenstand::N,موضوع,Gegenstand
293,Sache::N,شيء,Sache
294,Rand::N,حافة,Rand
295,Kante::N,حافة,Kante
296,Ecke::N,ركن,Ecke
297,Spitze::N,سن,Spitze
298,Ende::N,طرف,Ende
299,Loch::N,ثقب,Loch
300,Winkel::N,زاوية,Winkel
301,Muster::N,عينة,Muster
302,Größe::N,حجم,Größe
303,Länge::N,طول,Länge
304,Höhe::N,علو,Höhe
305,Höhe::N,ارتفاع,Höhe
306,Gewicht::N,وزن,Gewicht
307,Menge::N,كمية,Menge
308,Haufen::N,كوم,Haufen
309,Reihe::N,صف,Reihe
310,Boot::N,قارب,Boot
311,Boot::N,زورق,Boot
312,Ruder::N,مجذاف,Ruder
313,Schlitten::N,مزلقة,Schlitten
314,Ski::N,زلاجة,Ski
315,Lagerfeuer::N,نار المخيم,Lagerfeuer
316,Last::N,حمل,Last
317,Gang::N,مشية,Gang
318,Schritt::N,خطوة,Schritt
319,Norden::N,شمال,Norden
320,Süden::N,جنوب,Süden
321,Westen::N,غرب,Westen
322,Osten::N,شرق,Osten
323,Holz::N,خشب,Holz
324,Brett::N,لوح,Brett
325,Platte::N,صفيحة,Platte
326,Stütze::N,سند,Stütze
327,Stütze::N,دعامة,Stütze
328,Stange::N,عود,Stange
329,Stock::N,عصا,Stock
330,Stab::N,قضيب,Stab
331,Rohr::N,أنبوبة,Rohr
332,Haus::N,دار,Haus
333,Haus::N,بيت,Haus
334,Heim::N,بيت,Heim
335,Heim::N,مسكن,Heim
336,Ofen::N,مدفأة,Ofen
337,Fußboden::N,أرضية,Fußboden
338,Tisch::N,مائدة,Tisch
339,Stuhl::N,كرسي,Stuhl
340,Wiege::N,مهد,Wiege
341,Bett::N,سرير,Bett
342,Regal::N,رف,Regal
343,Kiste::N,صندوق,Kiste
344,Fenster::N,شباك,Fenster
345,Fenster::N,نافذة,Fenster
346,Tür::N,باب,Tür
347,Tor::N,بوابة,Tor
348,Zaun::N,سياج,Zaun
349,Dach::N,سطح,Dach
350,Leiter::N,سلم,Leiter
351,Besen::N,مكنسة,Besen
352,Spaten::N,مسحاة,Spaten
353,Schaufel::N,مجرفة,Schaufel
354,Gabel::N,شوكة,Gabel
355,Löffel::N,ملعقة,Löffel
356,Messer::N,سكين,Messer
357,Nagel::N,مسمار,Nagel
358,Netz::N,شبكة,Netz
359,Haken::N,خطاف,Haken
360,Haken::N,صنارة,Haken
361,Griff::N,قبضة,Griff
362,Schloss::N,قفل,Schloss
363,Bild::N,صورة,Bild
364,Figur::N,تمثال,Figur
365,Puppe::N,دمية,Puppe
366,Beutel::N,كيس,Beutel
367,Bündel::N,ربطة,Bündel
368,Tasche::N,شنطة,Tasche
369,Tasche::N,محفظة,Tasche
370,Eimer::N,سطل,Eimer
371,Eimer::N,جردل,Eimer
372,Deckel::N,سداد,Deckel
373,Geschirr::N,أوان,Geschirr
374,Sack::N,زكيبة,Sack
375,Tasse::N,فنجان,Tasse
376,Topf::N,قدر,Topf
377,Topf::N,طنجرة,Topf
378,Kessel::N,قدر,Kessel
379,Kessel::N,غلاية,Kessel
380,Essen::N,طعام,Essen
381,Nahrung::N,غذاء,Nahrung
382,Speise::N,أكل,Speise
383,Fleisch::N,لحم,Fleisch
384,Getreide::N,حبوب,Getreide
385,Brei::N,عصيدة,Brei
386,Brot::N,خبز,Brot
387,Scheibe::N,شريحة,Scheibe
388,Fett::N,سمن,Fett
389,Butter::N,زبدة,Butter
390,Öl::N,زيت,Öl
391,Salz::N,ملح,Salz
392,Suppe::N,حساء,Suppe
393,Suppe::N,شربة,Suppe
394,Honig::N,عسل,Honig
395,Milch::N,حليب,Milch
396,Tee::N,شاي,Tee
397,Leder::N,جلد,Leder
398,Wolle::N,صوف,Wolle
399,Stoff::N,قماش,Stoff
400,Nadel::N,إبرة,Nadel
401,Faden::N,خيط,Faden
402,Knopf::N,زر,Knopf
403,Knoten::N,عقدة,Knoten
404,Farbe::N,صبغة,Farbe
405,Kleidung::N,ملابس,Kleidung
406,Hemd::N,قميص,Hemd
407,Kragen::N,ياقة,Kragen
408,Ärmel::N,كم,Ärmel
409,Hose::N,سروال,Hose
410,Hose::N,بنطلون,Hose
411,Gürtel::N,حزام,Gürtel
412,Mütze::N,طاقية,Mütze
413,Schuh::N,حذاء,Schuh
414,Stiefel::N,جزمة,Stiefel
415,Stiefel::N,حذاء طويل,Stiefel
416,Ring::N,حلقة,Ring
417,Band::N,شريط,Band
418,Kamm::N,مشط,Kamm
419,Spiegel::N,مرآة,Spiegel
420,Riemen::N,سير,Riemen
421,Schnur::N,حبل,Schnur
422,Schnur::N,دوبارة,Schnur
423,Leine::N,قيد,Leine
424,Decke::N,بطانية,Decke
425,Kissen::N,وسادة,Kissen
426,Tuch::N,منديل,Tuch
427,Handtuch::N,فوطة,Handtuch
428,Handtuch::N,منشفة,Handtuch
429,Kraft::N,قدرة,Kraft
430,Stärke::N,قوة,Stärke
431,Gesundheit::N,صحة,Gesundheit
432,Krankheit::N,مرض,Krankheit
433,Schmerz::N,ألم,Schmerz
434,Schmerz::N,وجع,Schmerz
435,Wunde::N,جرح,Wunde
436,Fieber::N,حمى,Fieber
437,Arznei::N,دواء,Arznei
438,Brücke::N,جسر,Brücke
439,Brunnen::N,بئر,Brunnen
440,Weide::N,مرعى,Weide
441,Pfad::N,درب,Pfad
442,Weg::N,سكة,Weg
443,Straße::N,طريق,Straße
444,Dorf::N,قرية,Dorf
445,Stadt::N,مدينة,Stadt
446,Brief::N,خطاب,Brief
447,Brief::N,مكتوب,Brief
448,Buch::N,كتاب,Buch
449,Buchstabe::N,حرف,Buchstabe
450,Zeitung::N,جريدة,Zeitung
451,Leben::N,عيش,Leben
452,Leben::N,حياة,Leben
453,Tod::N,موت,Tod
454,Tod::N,وفاة,Tod
455,Grab::N,قبر,Grab
456,Kirche::N,كنيسة,Kirche
457,Sünde::N,خطيئة,Sünde
458,Gott::N,إله,Gott
459,Arbeiter::N,عامل,Arbeiter
460,Chef::N,رئيس,Chef
461,Meister::N,أسطى,Meister
462,Arzt::N,طبيب,Arzt
463,Lehrer::N,مدرس,Lehrer
464,Geld::N,نقود,Geld
465,Geschäft::N,صفقة,Geschäft
466,Laden::N,دكان,Laden
467,Preis::N,سعر,Preis
468,Ware::N,بضاعة,Ware
469,Nutzen::N,فائدة,Nutzen
470,Reichtum::N,غنى,Reichtum
471,Reichtum::N,ثروة,Reichtum
472,Welt::N,عالم,Welt
473,Welt::N,دنيا,Welt
474,Land::N,بلد,Land
475,Staat::N,دولة,Staat
476,König::N,ملك,König
477,Macht::N,سلطة,Macht
478,Grenze::N,حدود,Grenze
479,Krieg::N,حرب,Krieg
480,Feind::N,عدو,Feind
481,Gewalt::N,عنف,Gewalt
482,Kampf::N,قتال,Kampf
483,Bogen[Waffe]::N,قوس,Bogen
484,Pfeil::N,سهم,Pfeil
485,Gewehr::N,بندقية,Gewehr
486,Fehler::N,خطأ,Fehler
487,Lüge::N,كذب,Lüge
488,Schaden::N,تلف,Schaden
489,Unglück::N,نحس,Unglück
490,Schuld::N,ذنب,Schuld
491,Alter::N,سن,Alter
492,Alter::N,عمر,Alter
493,Schluss::N,ختام,Schluss
494,Schluss::N,نهاية,Schluss
495,Zeit::N,وقت,Zeit
496,Tag::N,يوم,Tag
497,Morgen::N,صباح,Morgen
498,Mittag::N,ظهر,Mittag
499,Abend::N,مساء,Abend
500,Nacht::N,ليلة,Nacht
501,Woche::N,أسبوع,Woche
502,Monat::N,شهر,Monat
503,Jahr::N,عام,Jahr
504,Jahr::N,سنة,Jahr
505,Frühling::N,ربيع,Frühling
506,Sommer::N,صيف,Sommer
507,Herbst::N,خريف,Herbst
508,Winter::N,شتاء,Winter
509,Januar::N,يناير,Januar
510,Januar::N,كانون الثاني,Januar
511,Februar::N,شباط,Februar
512,Februar::N,فبراير,Februar
513,März::N,آذار,März
514,März::N,مارس,März
515,April::N,نيسان,April
516,Mai::N,مايو,Mai
517,Juni::N,يونيو,Juni
518,Juni::N,حزيران,Juni
519,Juli::N,تموز,Juli
520,Juli::N,يوليو,Juli
521,August::N,آب,August
522,August::N,أغسطس,August
523,September::N,أيلول,September
524,September::N,سبتمبر,September
525,Oktober::N,أكتوبر,Oktober
526,Oktober::N,تشرين الأول,Oktober
527,November::N,نوفمبر,November
528,November::N,تشرين الثاني,November
529,Dezember::N,ديسمبر,Dezember
530,Dezember::N,كانون الأول,Dezember
531,Montag::N,يوم الاثنين,Montag
532,Dienstag::N,يوم الثلاثاء,Dienstag
533,Mittwoch::N,يوم الأربعاء,Mittwoch
534,Donnerstag::N,يوم الخميس,Donnerstag
535,Freitag::N,يوم الجمعة,Freitag
536,Samstag::N,يوم السبت,Samstag
537,Sonntag::N,يوم الأحد,Sonntag
538,groß::A,كبير,groß
539,klein::A,صغير,klein
540,lang::A,طويل,lang
541,kurz::A,قصير,kurz
542,breit::A,واسع,breit
543,schmal::A,ضيق,schmal
544,dicht::A,كث,dicht
545,dicht::A,كثيف,dicht
546,dick[Gegenstand]::A,غليظ,dick
547,dünn::A,رفيع,dünn
548,fein::A,رقيق,fein
549,fest::A,متين,fest
550,flach::A,سهل,flach
551,flach::A,منبسط,flach
552,glatt::A,ناعم,glatt
553,hart::A,صلب,hart
554,hart::A,جامد,hart
555,weich::A,لين,weich
556,rund::A,مستدير,rund
557,spitz::A,مدبب,spitz
558,scharf::A,حاد,scharf
559,stumpf::A,ثالم,stumpf
560,schwer::A,ثقيل,schwer
561,schön::A,جميل,schön
562,heiß::A,حار,heiß
563,heiß::A,ساخن,heiß
564,warm::A,دافئ,warm
565,kalt::A,بارد,kalt
566,kühl::A,قر,kühl
567,frisch::A,طازج,frisch
568,feucht::A,رطب,feucht
569,nass::A,مبلول,nass
570,trocken::A,جاف,trocken
571,voll::A,ملء,voll
572,leer::A,خال,leer
573,leer::A,فارغ,leer
574,offen::A,مفتوح,offen
575,geschlossen::A,مغلق,geschlossen
576,sauber::A,نظيف,sauber
577,schmutzig::A,قذر,schmutzig
578,roh::A,نيء,roh
579,reif::A,ناضج,reif
580,lecker::A,لذيذ,lecker
581,süß::A,حلو,süß
582,bitter::A,مر,bitter
583,sauer::A,حامض,sauer
584,hell::A,نير,hell
585,dunkel::A,مظلم,dunkel
586,schwarz::A,أسود,schwarz
587,weiß::A,أبيض,weiß
588,rot::A,أحمر,rot
589,gelb::A,أصفر,gelb
590,blau::A,أزرق,blau
591,grün::A,أخضر,grün
592,grau::A,رمادي,grau
593,bunt::A,ملوب,bunt
594,billig::A,رخيص,billig
595,teuer::A,غال,teuer
596,wertvoll::A,ثمين,wertvoll
597,blind::A,أعمى,blind
598,taub::A,أصم,taub
599,taub::A,أطرش,taub
600,kräftig::A,قوي,kräftig
601,stark::A,قوي,stark
602,schwach::A,ضعيف,schwach
603,fett::A,سمين,fett
604,schlank::A,أهيف,schlank
605,hübsch::A,جميل,hübsch
606,böse::A,رديء,böse
607,dumm::A,أبله,dumm
608,dumm::A,أحمق,dumm
609,faul::A,كسلان,faul
610,fleißig::A,مجتهد,fleißig
611,geizig::A,بخيل,geizig
612,klug::A,ذكي,klug
613,klug::A,عاقل,klug
614,geschickt::A,ماهر,geschickt
615,lieb::A,عزيز,lieb
616,lustig::A,مرح,lustig
617,sanft::A,حليم,sanft
618,hungrig::A,جائع,hungrig
619,krank::A,مريض,krank
620,nackt::A,عار,nackt
621,traurig::A,حزين,traurig
622,lebendig::A,حي,lebendig
623,gut::A,جيد,gut
624,schlecht::A,سيء,schlecht
625,richtig::A,صحيح,richtig
626,schlimm::A,خبيث,schlimm
627,wahr::A,حق,wahr
628,alt::A,قديم,alt
629,neu::A,جديد,neu
630,ehemalig::A,سابق,ehemalig
631,alt[Lebewesen]::A,مسن,alt
632,jung::A,شاب,jung
633,jung::A,صغير,jung
634,arm::A,فقير,arm
635,reich::A,غني,reich
636,bekannt::A,معلوم,bekannt
637,berühmt::A,مشهور,berühmt
638,fremd::A,أجنبي,fremd
639,verschieden::A,مختلف,verschieden
640,nah::A,قريب,nah
641,fern::A,بعيد,fern
642,linker::A,يسار,linker
643,rechter::A,يمين,rechter
644,anderer::A,آخر,anderer
645,erster::A,أول,erster
646,zweiter::A,ثان,zweiter
647,dritter::A,ثالث,dritter
648,letzter::A,أخير,letzter
649,allein::ADV,وحده,allein
650,auf einmal::ADV,بالمرة,auf einmal
651,zusammen::ADV,معا,zusammen
652,lange::ADV,مدة طويلة,lange
653,plötzlich::ADV,فجأة,plötzlich
654,sofort::ADV,حالا,sofort
655,sofort::ADV,فورا,sofort
656,später::ADV,فيما بعد,später
657,jetzt::ADV,الآن,jetzt
658,jetzt::ADV,حاليا,jetzt
659,heute::ADV,اليوم,heute
660,morgen::ADV,غدا,morgen
661,bald::ADV,قريبا,bald
662,dann::ADV,ثم,dann
663,gestern::ADV,أمس,gestern
664,gestern::ADV,البارحة,gestern
665,einst::ADV,قديما,einst
666,damals::ADV,حينئذ,damals
667,danach::ADV,ثم,danach
668,danach::ADV,بعد ذلك,danach
669,vorher::ADV,من قبل,vorher
670,vorher::ADV,قبل ذلك,vorher
671,zuerst::ADV,أولا,zuerst
672,einmal::ADV,مرة,einmal
673,manchmal::ADV,أحيانا,manchmal
674,oft::ADV,كثيرا,oft
675,immer::ADV,دائما,immer
676,niemals::ADV,لا أبدا,niemals
677,hier::ADV,هنا,hier
678,hierhin::ADV,إلى هنا,hierhin
679,von hier::ADV,من هنا,von hier
680,dort::ADV,هناك,dort
681,dorthin::ADV,إلى هناك,dorthin
682,geradeaus::ADV,إلى الأمام,geradeaus
683,vorwärts::ADV,إلى الأمام,vorwärts
684,rückwärts::ADV,إلى الوراء,rückwärts
685,zurück::ADV,عودا,zurück
686,zurück::ADV,إلى الخلف,zurück
687,unten::ADV,تحت,unten
688,unten::ADV,في الأسفل,unten
689,hinab::ADV,إلى تحت,hinab
690,oben::ADV,فوق,oben
691,oben::ADV,في الأعلى,oben
692,hinauf::ADV,إلى فوق,hinauf
693,hinauf::ADV,إلى الأعلى,hinauf
694,überall::ADV,في كل مكان,überall
695,nicht::ADV,لا,nicht
696,nicht::ADV,لم,nicht
697,ein wenig::ADV,قليلا,ein wenig
698,kaum::ADV,كاد لا,kaum
699,sehr::ADV,جدا,sehr
700,sehr::ADV,كثيرا,sehr
701,so::ADV,كذا,so
702,so::ADV,كذلك,so
703,noch::ADV,ما زال,noch
704,nur::ADV,فقط,nur
705,schon::ADV,قد,schon
706,wieder::ADV,من جديد,wieder
707,wieder::ADV,مرة أخرى,wieder
708,vergebens::ADV,عبثا,vergebens
709,vor::PRP,أمام,vor
710,hinter::PRP,خلف,hinter
711,hinter::PRP,وراء,hinter
712,unter::PRP,تحت,unter
713,durch::PRP,عبر,durch
714,durch::PRP,خلال,durch
715,neben::PRP,جنب,neben
716,neben::PRP,بجانب,neben
717,zwischen::PRP,بين,zwischen
718,wegen::PRP,بسبب,wegen
719,dies::PRN,هذا,dies
720,das::PRN,ذلك,das
721,alles::PRN,الكل,alles
722,ich::PRN,أنا,ich
723,du::PRN,أنت,du
724,er::PRN,هو,er
725,wir::PRN,نحن,wir
726,ihr::PRN,أنتم,ihr
727,ihr::PRN,أنتن,ihr
728,sie::PRN,هم,sie
729,sie::PRN,هن,sie
730,was::FPRN,ما,was
731,wer::FPRN,من,wer
732,wo::FADV,أين,wo
733,wohin::FADV,إلى أين,wohin
734,wie::FADV,كيف,wie
735,warum::FADV,لماذا,warum
736,wieviel::FNUM,كم,wieviel
737,eins::NUM,واحد,eins
738,zwei::NUM,اثنين,zwei
739,drei::NUM,ثلاثة,drei
740,vier::NUM,أربعة,vier
741,fünf::NUM,خمسة,fünf
742,sechs::NUM,ستة,sechs
743,sieben::NUM,سبعة,sieben
744,acht::NUM,ثمانية,acht
745,neun::NUM,تسعة,neun
746,zehn::NUM,عشرة,zehn
747,elf::NUM,أحد عشر,elf
748,zwölf::NUM,اثنا عشر,zwölf
749,zwanzig::NUM,عشرون,zwanzig
750,dreißig::NUM,ثلاثون,dreißig
751,vierzig::NUM,أربعون,vierzig
752,fünfzig::NUM,خمسون,fünfzig
753,sechzig::NUM,ستون,sechzig
754,siebzig::NUM,سبعون,siebzig
755,achtzig::NUM,ثمانون,achtzig
756,neunzig::NUM,تسعون,neunzig
757,hundert::NUM,مئة,hundert
758,tausend::NUM,ألف,tausend
759,und::CNJ,و,und
760,oder::CNJ,أو,oder
761,stehen::V,وقف,stehen
762,sitzen::V,جلس,sitzen
763,liegen::V,رقد,liegen
764,hängen::V,تعلق,hängen
765,werden::V,صار,werden
766,werden::V,أصبح,werden
767,passieren::V,حدث,passieren
768,beginnen::V,ابتدأ,beginnen
769,enden::V,انتهى,enden
770,wechseln::V,تغير,wechseln
771,aufgehen[Sonne]::V,شرق,aufgehen
772,untergehen[Sonne]::V,غرب,untergehen
773,scheinen[Sonne]::V,أضاء,scheinen
774,donnern::V,رعد,donnern
775,wehen::V,هب,wehen
776,strömen::V,جرى,strömen
777,fließen::V,سال,fließen
778,sich drehen::V,دار,sich drehen
779,schwanken::V,ترنح,schwanken
780,schwingen::V,ترجح,schwingen
