,Concept_ID,cv,mhr
293,Ruf::N,йыхрав,ӱжма́ш
294,Ruf::N,чӗнӳ,ӱжма́ш
295,Lärm::N,шав,лӱшкыма́ш
296,Lärm::N,шав,йӱк-йӱа́н
297,Laut::N,сасӑ,йӱк
298,Ton::N,сасӑ,йӱксе́м
299,Lied::N,юрӑ,му́ро
300,Ruhe::N,канӑҫлӑх,ты́мык
301,Ruhe::N,лӑпкӑлӑх,ты́мык
302,Leute::N,ҫамрӑксем,еҥ-влак
303,Leute::N,ҫамрӑк ҫынсем,еҥ-влак
304,Volk::N,халӑх,ка́лык
305,Arbeit::N,ӗҫхӗл,паша́
306,Arbeit::N,ӗҫлев,паша́
307,Gast::N,хӑна,уна́
308,Geschenk::N,парне,пӧле́к
309,Geschenk::N,кучченеҫ,пӧле́к
310,Spiel::N,вӑйӑ,мо́дыш
311,Spiel::N,вӑйӑ,модма́ш
312,Gesellschaft::N,общество,тӱшка́
313,Hilfe::N,пулӑшу,по́лыш
314,Freund::N,тус,таҥ
315,Freund::N,тус,йолта́ш
316,Kamerad::N,юлташ,таҥ
317,Kamerad::N,тус,таҥ
318,Angelegenheit::N,ӗҫ,паша́
319,Anzahl::N,йыш,чот
320,Anzahl::N,хисеп,чот
321,Art::N,тӗс,вид
322,Stück::N,татӑк,ка́тыш
323,Stück::N,татӑк,ла́стык
324,Teil::N,пай,ужа́ш
325,Hälfte::N,ҫурӑ,пел
326,Hälfte::N,ҫурӑ,пе́ле
327,Kreis::N,ункӑ,ты́ртыш
328,Kreis::N,ҫавракӑш,ты́ртыш
329,Kreuz::N,хӗрес,ыре́с
330,Linie::N,йӗр,ли́ний
331,Strich::N,йӗр,коре́ш
332,Abstand::N,хушӑ,кокла́
333,Entfernung::N,хушӑ,тора́
334,Entfernung::N,хушӑ,ку́жыт
335,Gegend::N,вырӑн,кунде́м
336,Platz::N,хутлӑх,ку́мдык
337,Ort::N,вырӑн,вер
338,Ort::N,вырӑн,о́лмо
339,Seite::N,ен,ӧ́рдыж
340,Seite::N,аяк,ӧ́рдыж
341,Seite::N,айӑк,ӧ́рдыж
342,Mitte::N,варӑ,покше́л
343,Gegenstand::N,япала,наста́
344,Sache::N,япала,наста́
345,Rand::N,вӗҫ,тӱр
346,Rand::N,хӗрӗ,тӱр
347,Rand::N,хӗрри,тӱр
348,Kante::N,хайкача,тӱр
349,Kante::N,хысак,тӱр
350,Ecke::N,кӗтес,лук
351,Spitze::N,вӗҫ,вуй
352,Ende::N,вӗҫ,муча́ш
353,Loch::N,шӑтӑк,рож
354,Winkel::N,кӗтес,лук
355,Muster::N,эреш,пеза́к
356,Muster::N,эреш,узо́р
357,Muster::N,эреш,ӱ́лгӧ
358,Größe::N,пысӑкӑш,кӱ́кшыт
359,Länge::N,вӑрӑмӑш,ку́тыш
360,Höhe::N,ҫӳллӗш,кӱ́кшыт
361,Gewicht::N,виҫе,не́лыт
362,Gewicht::N,йывӑрӑш,не́лыт
363,Menge::N,йыш,чот
364,Haufen::N,купа,кы́шыл
365,Reihe::N,рет,рада́м
366,Boot::N,кимӗ,пуш
367,Ruder::N,кӗсмен,эшка́к
368,Schlitten::N,ҫуна,тер
369,Schlitten::N,ҫуна,изде́р
370,Ski::N,йӗлтӗр,е́че
371,Lagerfeuer::N,вут,туло́то
372,Lagerfeuer::N,кӑвайт,туло́то
373,Last::N,сулмаклӑх,нӧ́лтыш
374,Last::N,йывӑр япала,нӧ́лтыш
375,Gang::N,куҫӑм,ошкылма́ш
376,Schritt::N,утӑм,о́шкыл
377,Schritt::N,пусӑм,о́шкыл
378,Norden::N,ҫурҫӗр,йӱдйыма́л
379,Süden::N,кӑнтӑр,кечывалве́л
380,Westen::N,анӑҫ,касве́л
381,Westen::N,хӗвел анӑҫ,касве́л
382,Osten::N,хӗвел тухӑҫ,эрве́л
383,Holz::N,йывӑҫ,пу
384,Brett::N,хӑма,оҥа́
385,Platte::N,плита,аста́р
386,Stütze::N,ура,чара́к
387,Stange::N,шерте,лома́ш
388,Stock::N,патак,тоя́
389,Stab::N,шӑчӑ,вара́
390,Stab::N,шӑчӑ,кашта́
391,Rohr::N,пӑрӑх,пуч
392,Haus::N,ҫурт,пӧрт
393,Heim::N,кил,мӧ́ҥгӧ
394,Ofen::N,кӑмака,комака́
395,Fußboden::N,урай,кӱва́р
396,Tisch::N,сӗтел,ӱсте́л
397,Stuhl::N,пукан,пӱке́н
398,Wiege::N,сӑпка,шепка́
399,Bett::N,кравать,ва́кшыш
400,Regal::N,ҫӳлӗк,шӧ́рлык
401,Regal::N,сентре,шӧ́рлык
402,Kiste::N,ещӗк,шо́ндык
403,Kiste::N,ещӗк,я́шлык
404,Kiste::N,сунтӑх,шо́ндык
405,Kiste::N,сунтӑх,я́шлык
406,Fenster::N,чӳрече,окна́
407,Tür::N,алӑк,омса́
408,Tor::N,хапха,капка́
409,Zaun::N,хӳме,сава́р
410,Dach::N,тӑрӑ,леве́дыш
411,Leiter::N,пусма,тошка́лтыш
412,Besen::N,шӑпӑр,ӱштерво́штыр
413,Spaten::N,кӗреҫе,ко́льмо
414,Schaufel::N,кӗреҫе,сово́к
415,Schaufel::N,кӗреҫе,су́ско
416,Gabel::N,вилка,ви́лке
417,Löffel::N,кашӑк,па́не
418,Löffel::N,кашӑк,совла́
419,Messer::N,ҫӗҫӗ,кӱ́зӧ
420,Nagel::N,пӑта,пуда́
421,Netz::N,тетел,вапш
422,Haken::N,йӑрхах,са́гыле
423,Haken::N,ҫекӗл,са́гыле
424,Griff::N,хӑлӑп,кыл
425,Schloss::N,ҫӑра,кӧгӧ́н
426,Bild::N,сӑн,сӱре́т
427,Bild::N,сӑнлӑх,сӱре́т
428,Bild::N,картина,сӱре́т
429,Figur::N,кӗлетке,фигу́р
430,Puppe::N,пукане,курча́к
431,Beutel::N,михӗ,меша́к
432,Bündel::N,ҫыхӑ,арша́ш
433,Bündel::N,тӗрке,арша́ш
434,Tasche::N,сумка,сумка́
435,Eimer::N,витре,ведра́
436,Deckel::N,хупӑ,ко́мдыш
437,Geschirr::N,савӑт-сапа,а́те
438,Sack::N,михӗ,куль
439,Sack::N,михӗ,меша́к
440,Tasse::N,курка,чу́кыр
441,Tasse::N,курка,чашка́
442,Topf::N,кастрюль,ми́ске
443,Kessel::N,хуран,под
444,Essen::N,апат,ко́чкыш
445,Nahrung::N,апат-ҫимӗс,ку́рго
446,Speise::N,апат,ко́чкыш
447,Speise::N,ҫимӗҫ,ко́чкыш
448,Fleisch::N,аш,шыл
449,Fleisch::N,какай,шыл
450,Getreide::N,тырӑ,шу́рно
451,Brei::N,пӑтӑ,пу́чымыш
452,Brot::N,ҫӑкӑр,ки́нде
453,Scheibe::N,чӗлӗ,ка́тыш
454,Scheibe::N,касӑк,ка́тыш
455,Fett::N,ҫу,коя́
456,Butter::N,ҫу,ӱй
457,Öl::N,ҫу,ӱй
458,Salz::N,тӑвар,шинча́л
459,Suppe::N,яшка,шӱр
460,Honig::N,пыл,мӱй
461,Milch::N,сӗт,шӧр
462,Tee::N,чей,чай
463,Leder::N,сӑран,сура́н
464,Leder::N,сӑран,шӱ́штӧ
465,Wolle::N,ҫӑм,пун
466,Stoff::N,тӗртӗм,куэ́м
467,Stoff::N,тӗртӗм,посто́
468,Nadel::N,йӗп,и́ме
469,Faden::N,ҫип,шӱ́ртӧ
470,Knopf::N,тӳме,по́лдыш
471,Knoten::N,йӑлӑ,пышке́м
472,Farbe::N,сӑрӑ,чия́
473,Kleidung::N,тум,чие́м
474,Kleidung::N,тум,вурге́м
475,Kleidung::N,ҫипуҫ,чие́м
476,Kleidung::N,ҫипуҫ,вурге́м
477,Kleidung::N,тум-тир,чие́м
478,Kleidung::N,тум-тир,вурге́м
479,Hemd::N,кӗпе,ту́выр
480,Kragen::N,ҫуха,сога́
481,Ärmel::N,ҫанӑ,шокш
482,Hose::N,шӑлавар,йола́ш
483,Gürtel::N,пиҫиххи,ӱ́штӧ
484,Mütze::N,ҫӗлӗк,упш
485,Schuh::N,пушмак,боти́нке
486,Schuh::N,ботинок,боти́нке
487,Stiefel::N,атӑ,кем
488,Ring::N,ҫӗрӗ,шерга́ш
489,Band::N,хаю,тасма́
490,Band::N,хаю,ле́нте
491,Band::N,йӗсме,тасма́
492,Band::N,йӗсме,ле́нте
493,Kamm::N,тура,шерге́
494,Spiegel::N,тӗкӗр,вошто́нчыш
495,Spiegel::N,куҫ кӗски,вошто́нчыш
496,Riemen::N,чӗн,кӱзанӱ́штӧ
497,Schnur::N,кантра,кере́м
498,Schnur::N,кантра,кандыра́
499,Leine::N,касмӑк,вӱра́ҥ
500,Decke::N,утиял,леве́дыш
501,Decke::N,утиял,одея́л
502,Kissen::N,ҫытар,кӱ́пчык
503,Kissen::N,минтер,кӱ́пчык
504,Tuch::N,тутӑр,шо́выч
505,Handtuch::N,ал шӑлли,со́лык
506,Kraft::N,вӑй,вий
507,Kraft::N,вӑй,куа́т
508,Kraft::N,хӑват,вий
509,Kraft::N,хӑват,куа́т
510,Stärke::N,хал,куа́т
511,Stärke::N,хал,карма́н
512,Stärke::N,хӑват,куа́т
513,Stärke::N,хӑват,карма́н
514,Gesundheit::N,хал,таза́лык
515,Gesundheit::N,сывлӑх,таза́лык
516,Krankheit::N,чир,чер
517,Schmerz::N,ырату,ко́рштыш
518,Wunde::N,суран,су́сыр
519,Fieber::N,сив чир,йӱштыму́ж
520,Fieber::N,сив чир,лихора́дке
521,Arznei::N,эмел,эм
522,Brücke::N,кӗпер,кӱва́р
523,Brunnen::N,ҫӑл,вӱдвыне́м
524,Brunnen::N,пусӑ,вӱдвыне́м
525,Weide::N,ҫаран,нурше́р
526,Pfad::N,йӗр,йолго́рно
527,Pfad::N,йӗр,сокма́к
528,Pfad::N,сукмак,йолго́рно
529,Pfad::N,сукмак,сокма́к
530,Weg::N,ҫул,ко́рно
531,Weg::N,ҫул-йӗр,ко́рно
532,Straße::N,ҫӳрев,ко́рно
533,Straße::N,ҫул ҫӳрени,ко́рно
534,Dorf::N,ял,ял
535,Stadt::N,хула,ола́
536,Brief::N,ҫыру,се́рыш
537,Buch::N,кӗнеке,книга́
538,Buchstabe::N,сас палли,буква́
539,Zeitung::N,хаҫат,газе́т
540,Leben::N,пурнӑҫ,и́лыш
541,Tod::N,вилӗм,колыма́ш
542,Grab::N,масар шӑтӑкӗ,шӱга́р
543,Kirche::N,чиркӳ,че́рке
544,Sünde::N,ҫылӑх,су́лык
545,Gott::N,турӑ,ю́мо
546,Arbeiter::N,рабочи,паша́зе
547,Chef::N,пуҫлӑх,тӧра́
548,Meister::N,ӑста,маста́р
549,Meister::N,мастер,маста́р
550,Arzt::N,врач,врач
551,Arzt::N,тухтӑр,врач
552,Lehrer::N,учитель,ту́ныктышо
553,Lehrer::N,вӗрентекен,ту́ныктышо
554,Geld::N,укҫа,окса́
555,Geschäft::N,бизнес,сатулыма́ш
556,Laden::N,магазин,ке́выт
557,Preis::N,хак,ак
558,Ware::N,тавар,сату́
559,Nutzen::N,пайта,пайда́
560,Reichtum::N,мул,поя́нлык
561,Welt::N,тӗнче,тӱня́
562,Land::N,ҫӗр-шыв,эл
563,Staat::N,патшàлӑх,кугыжа́ныш
564,König::N,король,кугыжа́
565,Macht::N,власть,власть
566,Grenze::N,чикӗ,грани́ца
567,Krieg::N,вӑрҫӑ,сар
568,Feind::N,тӑшман,тушма́н
569,Gewalt::N,ирӗксӗрлӳ,виешлыма́ш
570,Kampf::N,кӗрешӳ,кредалма́ш
571,Bogen[Waffe]::N,ухӑ,юҥе́ж
572,Pfeil::N,ҫӗмрен,пикш
573,Pfeil::N,ухӑ йӗппи,пикш
574,Gewehr::N,пӑшал,пыча́л
575,Fehler::N,йӑнӑш,йо́ҥылыш
576,Lüge::N,суя,шоя́к
577,Lüge::N,ултав,шоя́к
578,Schaden::N,сиен,зия́н
579,Unglück::N,шар,эҥге́к
580,Unglück::N,инкек,эҥге́к
581,Schuld::N,айӑп,тита́к
582,Schuld::N,айӑп,йола́
583,Alter::N,ҫул шучӗ,ийго́т
584,Schluss::N,пӗтни,муча́ш
585,Schluss::N,пӗтмӗш,муча́ш
586,Zeit::N,вӑхӑт,жап
587,Zeit::N,вӑхӑт,па́гыт
588,Tag::N,кун,ке́че
589,Morgen::N,ир,эр
590,Mittag::N,кӑнтӑрла,кечыва́л
591,Abend::N,каҫ,кас
592,Nacht::N,каҫ,йӱд
593,Woche::N,эрне,арня́
594,Monat::N,уйӑх,ты́лзе
595,Jahr::N,ҫулталӑк,ий
596,Frühling::N,ҫур,шо́шо
597,Frühling::N,ҫуркунне,шо́шо
598,Sommer::N,ҫу,кеҥе́ж
599,Sommer::N,ҫулла,кеҥе́ж
600,Herbst::N,кӗр,шы́же
601,Herbst::N,кӗркунне,шы́же
602,Winter::N,хӗл,те́ле
603,Winter::N,хӗлле,те́ле
604,Januar::N,январь,шоркыйол
605,Januar::N,январь,идалыкву́й
606,Januar::N,январь,янва́рь
607,Februar::N,февраль,пургыж
608,Februar::N,февраль,февра́ль
609,Februar::N,кӗҫӗн кӑрлач,пургыж
610,Februar::N,кӗҫӗн кӑрлач,февра́ль
611,März::N,март,ӱярня
612,März::N,март,март
613,März::N,пуш уйӑхӗ,ӱярня
614,März::N,пуш уйӑхӗ,март
615,April::N,апрель,апре́ль
616,Mai::N,май,ага
617,Mai::N,май,май
618,Juni::N,июнь,пеледыш
619,Juni::N,июнь,ию́нь
620,Juli::N,июль,сӱрем
621,Juli::N,июль,ию́ль
622,August::N,август,сорла
623,August::N,август,агарма́н
624,August::N,август,а́вгуст
625,September::N,сентябрь,идым
626,September::N,сентябрь,сентя́брь
627,September::N,авӑн уйӑхӗ,идым
628,September::N,авӑн уйӑхӗ,сентя́брь
629,Oktober::N,октябрь,шыжа
630,Oktober::N,октябрь,октя́брь
631,November::N,ноябрь,кылме тылзе
632,November::N,ноябрь,ноя́брь
633,Dezember::N,раштав,дека́брь
634,Dezember::N,декабрь,дека́брь
635,Montag::N,тунти кун,шо́чмо
636,Dienstag::N,ытлари кун,ку́шкыжмо
637,Mittwoch::N,юн кун,вӱрге́че
638,Donnerstag::N,кӗҫнерни кун,изарня́
639,Freitag::N,эрне кун,кугарня́
640,Samstag::N,шӑмат кун,шуматке́че
641,Sonntag::N,вырсарни кун,рушарня́
642,groß::A,пысӑк,кугу́
643,klein::A,пӗчӗк,изи́
644,lang::A,вӑрӑм,кужу́
645,kurz::A,кӗске,кӱ́чык
646,breit::A,сарлака,кумда́
647,schmal::A,ансӑр,а́ҥысыр
648,dicht::A,йӑвӑ,ну́гыдо
649,dick[Gegenstand]::A,хулӑн,кӱ́жгӧ
650,dünn::A,ҫинҫе,ви́чкыж
651,dünn::A,ҫӳхе,ви́чкыж
652,fein::A,тарай,ты́гыде
653,fein::A,вӗлтӗрти,ты́гыде
654,fest::A,тӗреклӗ,чо́ткыдо
655,flach::A,лаптак,лапка́
656,glatt::A,такӑр,яклака́
657,hart::A,хытӑ,пе́ҥгыде
658,weich::A,ҫемҫе,пу́шкыдо
659,rund::A,ҫавра,йырге́шке
660,spitz::A,шӗвӗр,коша́р
661,scharf::A,ҫивӗч,пӱ́сӧ
662,stumpf::A,мӑка,токма́к
663,stumpf::A,пуклак,токма́к
664,stumpf::A,тӗрӗнчӗк,токма́к
665,stumpf::A,ӑнкарусӑр,токма́к
