,Concept_ID,tt,ce
791,strömen::V,агу,эха
792,fließen::V,агу,охьаэха
793,sich drehen::V,бөтерелү,хьийза
794,schwanken::V,икеләнү,леста
795,schwingen::V,тирбәлү,лесто
796,fallen::V,егылу,охьакхета
797,brennen::V,яну,дага
798,rauchen::V,төтәү,оза
799,rauchen::V,төтенләү,оза
800,regnen::V,яву,догlа догlу
801,gefrieren::V,кату,гӏоро
802,tauen::V,эрү,даша
803,tauen::V,эретү,даша
804,schmelzen::V,эрү,лала
805,schmelzen::V,эретү,лала
806,trocknen::V,кибү,дакъо
807,sieden::V,ургылу,кхехка
808,faulen::V,черү,дахкадала
809,verfaulen::V,черү,дахкадала
810,reißen::V,өзелү,хеда
811,versinken::V,бату,хичудаха
812,vergehen::V,авышу,дlаэха
813,erscheinen::V,пәйда булу,схьадала
814,erscheinen::V,пәйда булу,ӏоттадала
815,verschwinden::V,югалу,къайладала
816,verschwinden::V,юк булу,къайладала
817,sinken::V,кимү,лахдала
818,sinken::V,кайту,лахдала
819,abnehmen::V,азаю,
820,zunehmen::V,арту,лакхадала
821,zunehmen::V,күбәю,лакхадала
822,zunehmen::V,ишәю,лакхадала
823,steigen::V,үсү,хьаладала
824,wachsen::V,үсү,кхиа
825,glänzen::V,ялкылдау,лепа
826,funkeln::V,ялтырау,къега
827,lärmen::V,шаулау,гӏовгӏаян
828,läuten::V,шалтырату,детта
829,klingeln::V,шалтырату,дека
830,klirren::V,чылтырау,дека
831,brausen::V,давыллау,хьаьдда даха
832,brausen::V,дулау,хьаьдда даха
833,rauschen::V,кыштырдау,леста
834,klingen::V,ишетелү,дека
835,bellen::V,өрү,лета
836,heulen::V,улау,угӏа
837,blasen::V,өрү,хӏуп баха
838,pfeifen::V,сызгырту,шок етта
839,schreien::V,кычкыру,мохь бетта
840,stöhnen::V,ыңгырашу,узарш дан
841,zittern::V,калтырау,дега
842,zittern::V,калтырану,дега
843,leben::V,яшәү,даха
844,leben::V,гомер итү,даха
845,geboren werden::V,туу,хила
846,atmen::V,сулау,садеӏа
847,trinken::V,эчү,мала
848,essen::V,ашау,кхалла
849,schlucken::V,йоту,къурдбан
850,müde werden::V,ялыгу,кӏаддала
851,müde werden::V,йөгенү,кӏаддала
852,einschlafen::V,йокыга китү,наб кхета
853,schlafen::V,йоклау,вижа
854,schlafen::V,йоклау,наб ян
855,schlafen::V,йоклау,дижина хила
856,aufwachen::V,уяну,самадала
857,aufstehen::V,тору,гӏатта
858,sich erholen::V,ял алу,садаӏа
859,sich erholen::V,истирахәт итү,садаӏа
860,krank werden::V,чирләү,цомгуш хила
861,krank sein::V,чирләү,цомгуш хила
862,schmerzen::V,авырту,лаза
863,schmerzen::V,авырту,ӏийжа
864,husten::V,ютәлләү,йовхарш етта
865,genesen::V,савыгу,тадала
866,genesen::V,сәламәтләнү,тадала
867,sterben::V,үлү,дала
868,sterben::V,дөнья кую,дала
869,sterben::V,вафат булу,дала
870,umkommen::V,үлү,хӏаллакхила
871,sich bewegen::V,йөрү,лела
872,sich rühren::V,кыймылдау,меттахъхьен
873,sich erheben::V,басу,хьалагlатта
874,sich setzen::V,утыру,хаа
875,hinfallen::V,егылу,дожа
876,hinfallen::V,егылу,охьакхета
877,laufen::V,җәяүләү,вада
878,laufen::V,җәяүләү,хьада
879,schreiten::V,атлау,болар дан
880,schreiten::V,атлау,ког баккха
881,spazierengehen::V,йөрү,доладала
882,spazierengehen::V,йөргенү,доладала
883,eilen::V,ашыгу,сихдала
884,sich beeilen::V,ашыгу,сихдала
885,sich beeilen::V,кызулау,сихдала
886,sausen::V,җилдерү,
887,rennen::V,йөгерү,дада
888,springen::V,сикерү,ирхкхийсадала
889,klettern::V,үрмәләү,тӏедийла
890,schaukeln::V,атыну,техко
891,kriechen::V,шуышу,такха
892,kriechen::V,үрмәләү,такха
893,schwimmen::V,йөзү,некадан
894,tauchen::V,чуму,чулелха
895,rudern::V,ишү,дига лело
896,rudern::V,ишү,кема лело
897,fahren::V,бару,хахка
898,fliegen::V,очу,тӏемадала
899,gehen::V,йөрү,лeла
900,weggehen::V,китү,дӏадаха
901,abfahren::V,кузгалу,дӏадаха
902,anhalten::V,тукталу,саца
903,hineingehen::V,инү,чудала
904,eintreten::V,инү,чудала
905,kommen::V,килү,кхача
906,kommen::V,килү,дӏакхача
907,kommen::V,килү,схьакхача
908,ankommen::V,бару,кхача
909,ankommen::V,бару,схьакхача
910,zurückkommen::V,кире кайту,юхада
911,bleiben::V,калу,диса
912,warten::V,көтү,хьежа
913,warten::V,көтү,cобар дан
914,erwarten::V,көтү,хьоьжуш ӏан
915,suchen::V,эзләү,леха
916,finden::V,табу,каро
917,versuchen::V,маташу,дан хьажа
918,vorbereiten::V,хәзерләү,кечъян
919,lieben::V,сөю,деза
920,lieben::V,ярату,деза
921,mögen::V,өнәү,безамхила
922,lachen::V,көлү,дела
923,rühren::V,дулкынландыру,хьедан
924,weinen::V,елау,делха
925,schimpfen::V,сүгү,чехо
926,schimpfen::V,сүгенү,чехо
927,sich ärgern::V,ачулану,оьгӏазъэха
928,sich fürchten::V,курку,кхера
929,fürchten::V,калтырау,кхера
930,fürchten::V,калтырану,кхера
931,fliehen::V,арка бирү,дӏадада
932,flüchten::V,качу,дӏадада
933,sehen::V,күрү,ган
934,anschauen::V,карау,хьажа
935,anschauen::V,карау,хьежа
936,ansehen::V,карау,хьовса
937,ansehen::V,күзәтү,хьовса
938,hören::V,ишетү,хаза
939,zuhören::V,тыңлау,ладогӏа
940,probieren::V,тату,хьажа
941,riechen::V,иснәү,хьожа яха
942,fühlen::V,тою,хаадала
943,fühlen::V,сизү,хаадала
944,scheinen::V,күренү,мотта
945,zu sehen sein::V,күренү,гуш хила
946,vernehmen::V,ишетү,бартхатта
947,frieren::V,өшү,гӏоро
948,frieren::V,күшегү,гӏоро
949,tun::V,итү,дан
950,können::V,алу,дадала
951,wollen::V,теләү,тӏергӏа
952,anfangen::V,керешү,доло
953,beenden::V,бетерү,довла
954,beenden::V,тәмамлау,довла
955,aufhören::V,бетү,саца
956,gelingen::V,уңу,кадала
957,geraten::V,сабышу,хила
958,öffnen::V,ачу,дӏаделла
959,öffnen::V,ачу,схьаделла
960,schließen::V,ябу,къовла
961,schließen::V,ябу,дӏачӏагӏа
962,stellen::V,кую,хlотто
963,setzen::V,утырту,дийгӏа
964,legen::V,яткыру,охьадилла
965,berühren::V,тию,хьедан
966,verbinden::V,ялгау,вовшахтаса
967,bedecken::V,өрту,тилла
968,bedecken::V,өрту,тӏетаса
969,bedecken::V,каплау,тилла
970,bedecken::V,каплау,тӏетаса
971,bedecken::V,томалау,тилла
972,bedecken::V,томалау,тӏетаса
973,aufhängen::V,асу,хьалаолла
974,anzünden::V,кабызу,лато
975,aufheben::V,күтәрү,айа
976,zurücklassen::V,калдыру,дита
977,verlieren::V,югалту,дайа
978,fallen lassen::V,төшерү,охьадожо
979,machen::V,ясау,дан
980,machen::V,эшләү,дан
981,herstellen::V,ясау,дан
982,bauen::V,кору,гӏишлоян
983,reparieren::V,төзәтү,тадан
984,verbessern::V,яхшырту,нисдан
985,ändern::V,үзгәртү,хийца
986,graben::V,казу,ахка
987,beugen::V,ию,сатто
988,biegen::V,бөгү,сатто
989,drehen::V,бору,хьовзо
990,drehen::V,бөтерү,хьовзо
991,wenden::V,бору,
992,umdrehen::V,түнтәрү,хьовзo
993,heben::V,күтәрү,айа
994,heben::V,күтәрү,хьалаайа
995,hochheben::V,күтәрү,хьалаайа
996,ergreifen::V,эләктерү,дӏалаца
997,halten::V,тоту,латто
998,drücken::V,кысу,тӏетаӏо
999,schieben::V,кузгату,татта
1000,kratzen::V,тырнау,мӏараш тийса
1001,lecken::V,ялау,мотт хьекха
1002,beißen::V,тешләү,катoха
1003,abreißen::V,өзү,схьадаккха
1004,abschneiden::V,кыю,кхада
1005,abschneiden::V,кисү,кхада
1006,binden::V,бәйләү,дӏадехка
1007,binden::V,бәйләү,вовшахтаса
1008,stecken::V,төртү,чудахийта
1009,stecken::V,тыгу,чудахийта
1010,brechen::V,сындыру,кагдан
1011,klopfen::V,шаку,детта
1012,klopfen::V,шакылдау,детта
1013,hauen::V,кыйнау,етта
1014,kleben::V,ябыштыру,тӏелато
1015,reiben::V,ышку,хьекхо
1016,streichen::V,ягу,тlехьакха
1017,schleifen::V,кайрау,ирдан
1018,schneiden::V,кисү,ларга
1019,rütteln::V,селкетү,лесто
1020,schütteln::V,селкетү,лесто
1021,schwenken::V,болгау,лесто
1022,schütten::V,кою,дотта
1023,füllen::V,тутыру,дуза
1024,einwickeln::V,төрү,хьарчо
1025,tragen::V,ташу,дахьа
1026,schleppen::V,сөйрәү,ийзо
1027,schleppen::V,өстерәү,ийзо
1028,ziehen::V,тарту,озо
1029,aufbewahren::V,саклау,ӏалашдан
1030,werfen::V,ыргыту,кхосса
1031,fangen::V,тоту,леца
1032,packen::V,эләктерү,леца
1033,verstecken::V,яшерү,къайладаккха
1034,teilen::V,бүлү,декъа
1035,schicken::V,җибәрү,дӏадахьийта
1036,bringen::V,китерү,дан
1037,hinzufügen::V,өстәү,тӏетоха
1038,bekommen::V,алу,даккха
1039,erhalten::V,алу,даккха
1040,nehmen::V,алу,схьаэца
1041,wählen::V,сайлау,харжа
1042,auswählen::V,сайлау,харжа
1043,bewahren::V,саклау,lалашдан
1044,behindern::V,комачаулау,новкъарло ян
1045,verderben::V,бозу,талхо
1046,beschädigen::V,бозу,дохо
1047,zerbrechen::V,вату,дохо
1048,zerbrechen::V,вату,кагдан
1049,zerreißen::V,өзү,хадо
1050,zerreißen::V,ерту,хадо
1051,zerstören::V,җимерү,дохо
1052,zerstören::V,җимерү,кагдан
1053,verbrennen::V,яндыру,даго
1054,verbrennen::V,көйдерү,даго
1055,geben::V,бирү,яла
1056,reichen::V,тапшыру,дӏадала
1057,reichen::V,тапшыру,дӏакховдо
1058,schenken::V,бүләкләү,совгӏат дан
1059,versprechen::V,вәгъдә бирү,ваӏда дан
1060,wünschen::V,котлау,лаа
1061,loben::V,мактау,хасто
1062,küssen::V,үбү,оба яккха
1063,wiegen::V,тирбәтү,тахка
1064,zudecken::V,ябу,тӏетаса
1065,zudecken::V,бөркәү,тӏетаса
1066,wecken::V,уяту,самадаккха
1067,zeigen::V,күрсәтү,гайта
1068,führen::V,йөртү,дига
1069,lehren::V,өйрәтү,ӏамо
1070,unterrichten::V,укыту,хьеха
1071,aufziehen::V,асрау,кхио
1072,leiten::V,җитәкләү,урхалла дан
1073,antreiben::V,куалау,сихдан
1074,antreiben::V,әйдәләү,сихдан
1075,antreiben::V,ашыктыру,сихдан
1076,lassen::V,мәҗбүр итү,-йта
1077,einladen::V,чакыру,кхайкха
1078,vereinigen::V,берләштерү,цхьаьнатоха
1079,besuchen::V,керешү,хьажахIотта
1080,treffen::V,очрату,дуьхьалкхета
1081,sich versammeln::V,җыелышу,гулдан
1082,spielen::V,уйнау,ловза
1083,singen::V,җырлау,лакха
1084,tanzen::V,бию,хелхадала
1085,sich trennen::V,аерылу,къаста
1086,sich trennen::V,ташлашу,къаста
1087,verlassen::V,ташлау,дита
1088,verlassen::V,калдыру,дита
1089,retten::V,коткару,кӏелхьардаккха
1090,bewachen::V,каравыллау,ха дан
1091,schützen::V,ышыклау,лардан
1092,verteidigen::V,яклау,лардан
1093,verteidigen::V,саклау,лардан
1094,sich schlagen::V,сугышу,етта
1095,schießen::V,ату,детта
1096,siegen::V,җиңү,тола
1097,ärgern::V,ачуландыру,оьгӏаздахийта
1098,schlagen::V,ору,тоха
1099,schlagen::V,бәрү,тоха
1100,schlagen::V,тукмау,тоха
1101,treten::V,тибү,мийра тоха
1102,stechen::V,кадау,ӏотта
1103,stechen::V,кадау,къовзо
1104,stoßen::V,этү,татта
1105,stehlen::V,урлау,лачкъо
1106,stören::V,комачаулау,новкъарло ян
1107,belästigen::V,борчу,сагатдан
1108,belästigen::V,билмазалау,сагатдан
1109,verbergen::V,яшерү,къайладаккха
1110,täuschen::V,алдату,ӏexo
1111,betrügen::V,хәрәмләшү,ледан
1112,töten::V,үтерү,ден
1113,wohnen::V,яшәү,даха
1114,arbeiten::V,эшләү,къахьега
1115,sammeln::V,туплау,гулдан
1116,pflücken::V,өзү,даха
1117,jagen::V,аулау,талла
1118,fischen::V,балык тоту,чӏерий леца
1119,fassen::V,тоту,лаца
1120,fassen::V,тоту,схьалаца
1121,hüten::V,көтү,лардан
1122,treiben::V,куалау,лахка
1123,anbinden::V,бәйләү,дӏадехка
1124,füttern::V,туйдыру,хӏума яла
1125,melken::V,саву,оза
1126,hacken::V,чабу,
1127,gießen::V,сугару,хи тоха
1128,reifen::V,җитешү,хьекъа
1129,zubereiten::V,пешеренү,кечъян
1130,zubereiten::V,пешеренү,кхача бан
1131,kochen::V,пешерү,кхача бан
1132,kochen::V,кайнату,кхача бан
1133,backen::V,пешерү,датта
1134,braten::V,куыру,кхарза
1135,braten::V,кыздыру,кхарза
1136,umrühren::V,бутау,кего
1137,umrühren::V,болгату,кего
1138,stricken::V,бәйләү,
1139,nähen::V,тегү,тега
1140,färben::V,ману,басардан
1141,reinigen::V,чистарту,цӏандан
1142,waschen::V,юу,йила
1143,waschen::V,юу,йитта
1144,waschen::V,юу,дӏадайа
1145,abwischen::V,сөртү,дӏадайа
1146,spülen::V,чайкау,хи кхарза
1147,fegen::V,себерү,нуй хьакха
1148,kehren::V,себерү,нуй хьакха
1149,baden::V,коену,лийча
1150,sich waschen::V,юыну,юьхь йила
1151,ausziehen::V,чишенү,духар дӏадаккха
1152,anziehen::V,кию,
1153,sich anziehen::V,киенү,духа
1154,kämmen::V,тарау,ехк хьакха
1155,schmücken::V,бизәү,хаздан
1156,schmücken::V,бизәкләү,хаздан
1157,sagen::V,дию,ала
1158,sagen::V,әйтү,ала
1159,sprechen::V,сөйләү,баха
1160,sprechen::V,сөйләү,мотт бийца
1161,sprechen::V,сөйләшү,баха
1162,sprechen::V,сөйләшү,мотт бийца
1163,reden::V,сөйләү,къамел дан
1164,sich unterhalten::V,сөйләшү,къамел дан
1165,fragen::V,сорау,хатта
1166,fragen::V,сорашу,хатта
1167,bitten::V,үтенү,деха
1168,erzählen::V,сөйләү,дийца
1169,mitteilen::V,белдерү,хаам бан
1170,nennen::V,дию,цӏе яккха
1171,rufen::V,дәшү,кхайкха
1172,prahlen::V,мактану,куралла ян
1173,prahlen::V,мактану,дозалла дан
1174,prahlen::V,шапырыну,куралла ян
1175,prahlen::V,шапырыну,дозалла дан
1176,übersetzen::V,күчерү,гоч дан
1177,denken::V,уйлау,ойла ян
1178,glauben::V,инану,теша
1179,bemerken::V,искәрү,ган
1180,erkennen::V,тану,довза
1181,begreifen::V,аңлау,кхета
1182,begreifen::V,төшенү,кхета
1183,verstehen::V,аңлау,кхета
1184,verstehen::V,төшенү,кхета
1185,lernen::V,уку,деша
1186,lernen::V,өйрәнү,деша
1187,wissen::V,белү,хаа
1188,sich erinnern an::V,хәтерләү,дагадан
1189,vergessen::V,оныту,дицдала
1190,messen::V,үлчәү,дуста
1191,zählen::V,санау,дагардан
1192,rechnen::V,исәпләү,лара
1193,lesen::V,уку,еша
1194,malen::V,рәсем ясау,сурт дилла
1195,malen::V,сурәт ясау,сурт дилла
1196,malen::V,сурәтләү,сурт дилла
1197,zeichnen::V,язу-сызу,сурт дилла
1198,zeichnen::V,сурәт ясау,сурт дилла
1199,schreiben::V,язу,яздан
1200,besitzen::V,биләү,доладан
1201,kaufen::V,алу,эца
1202,verkaufen::V,сату,дохка
1203,bezahlen::V,түләү,мах бала
1204,zahlen::V,түләү,мах бала
1205,beherrschen::V,ия булу,собаре хила
1206,ertragen::V,чыдау,лан
1207,ertragen::V,чыдау,сатоха
1208,ertragen::V,чыдау,садетта
