,Concept_ID,pt,fi
325,Rede::N,discurso,puhe
326,Sprache::N,língua,kieli
327,Stimme::N,voz,ääni
328,Wort::N,palavra,sana
329,Zeichen::N,marca,merkki
330,Ruf::N,grito,kutsu
331,Ruf::N,chamada,kutsu
332,Lärm::N,ruído,melu
333,Lärm::N,ruído,hälinä
334,Lärm::N,barulho,melu
335,Lärm::N,barulho,hälinä
336,Laut::N,som,ääni
337,Ton::N,tom,sävel
338,Lied::N,canção,laulu
339,Ruhe::N,calma,lepo
340,Ruhe::N,calma,rauha
341,Ruhe::N,silêncio,lepo
342,Ruhe::N,silêncio,rauha
343,Leute::N,gente,väki
344,Leute::N,gente,ihmiset
345,Leute::N,pessoas,väki
346,Leute::N,pessoas,ihmiset
347,Volk::N,povo,kansa
348,Volk::N,nação,kansa
349,Arbeit::N,trabalho,työ
350,Gast::N,hóspede,vieras
351,Gast::N,convidado,vieras
352,Geschenk::N,prenda,lahja
353,Geschenk::N,presente,lahja
354,Spiel::N,jogo,peli
355,Spiel::N,jogo,leikki
356,Gesellschaft::N,companhia,seura
357,Hilfe::N,ajuda,apu
358,Hilfe::N,socorro,apu
359,Freund::N,amigo,ystävä
360,Kamerad::N,camarada,toveri
361,Angelegenheit::N,assunto,asia
362,Anzahl::N,número,lukumäärä
363,Anzahl::N,quantidade,lukumäärä
364,Art::N,tipo,laji
365,Art::N,espécie,laji
366,Stück::N,pedaço,pala
367,Stück::N,pedaço,kappale
368,Teil::N,peça,osa
369,Teil::N,parte,osa
370,Hälfte::N,metade,puoli
371,Kreis::N,círculo,ympyrä
372,Kreuz::N,cruz,risti
373,Linie::N,linha,viiva
374,Strich::N,traço,piirto
375,Abstand::N,distância,väli
376,Abstand::N,distância,väljyys
377,Entfernung::N,distância,etäisyys
378,Gegend::N,área,seutu
379,Gegend::N,região,seutu
380,Platz::N,lugar,tila
381,Ort::N,sítio,kohta
382,Ort::N,sítio,paikka
383,Seite::N,lado,sivu
384,Seite::N,lado,kylki
385,Mitte::N,meio,keskus
386,Mitte::N,meio,puoliväli
387,Gegenstand::N,objecto,kalu
388,Gegenstand::N,objecto,esine
389,Sache::N,coisa,asia
390,Rand::N,bordo,ääri
391,Rand::N,bordo,syrjä
392,Rand::N,margem,ääri
393,Rand::N,margem,syrjä
394,Kante::N,borda,särmä
395,Kante::N,aresta,särmä
396,Ecke::N,esquina,nurkka
397,Spitze::N,ponta,terä
398,Spitze::N,ponta,kärki
399,Ende::N,cabo,pää
400,Ende::N,cabo,perä
401,Ende::N,extremo,pää
402,Ende::N,extremo,perä
403,Loch::N,furo,kolo
404,Loch::N,furo,reikä
405,Loch::N,buraco,kolo
406,Loch::N,buraco,reikä
407,Winkel::N,canto,kulma
408,Winkel::N,ângulo,kulma
409,Muster::N,padrão,kuvio
410,Muster::N,desenho,kuvio
411,Größe::N,tamanho,koko
412,Größe::N,tamanho,suuruus
413,Länge::N,comprimento,pituus
414,Höhe::N,altura,korkeus
415,Höhe::N,altitude,korkeus
416,Gewicht::N,peso,paino
417,Menge::N,quantidade,määrä
418,Haufen::N,pilha,kasa
419,Reihe::N,fila,rivi
420,Boot::N,barco,vene
421,Ruder::N,remo,airo
422,Schlitten::N,trenó,reki
423,Schlitten::N,trenó,kelkka
424,Ski::N,esqui,suksi
425,Lagerfeuer::N,fogueira,nuotio
426,Last::N,carga,kuorma
427,Gang::N,curso,kulku
428,Gang::N,curso,käynti
429,Gang::N,caminhada,kulku
430,Gang::N,caminhada,käynti
431,Schritt::N,passo,askel
432,Norden::N,norte,pohjoinen
433,Süden::N,sul,etelä
434,Westen::N,oeste,länsi
435,Westen::N,ocidente,länsi
436,Osten::N,este,itä
437,Osten::N,leste,itä
438,Osten::N,oriente,itä
439,Holz::N,madeira,puu
440,Brett::N,tábua,lauta
441,Brett::N,prancha,lauta
442,Platte::N,laje,levy
443,Platte::N,chapa,levy
444,Stütze::N,apoio,noja
445,Stütze::N,suporte,noja
446,Stange::N,vara,tanko
447,Stange::N,barra,tanko
448,Stock::N,pau,keppi
449,Stock::N,bengala,keppi
450,Stab::N,bastão,sauva
451,Stab::N,bastão,seiväs
452,Rohr::N,cano,putki
453,Haus::N,casa,talo
454,Heim::N,lar,koti
455,Heim::N,casa,koti
456,Ofen::N,estufa,uuni
457,Ofen::N,aquecedor,uuni
458,Fußboden::N,piso,lattia
459,Tisch::N,mesa,pöytä
460,Stuhl::N,cadeira,tuoli
461,Wiege::N,berço,kehto
462,Bett::N,cama,sänky
463,Regal::N,estante,hylly
464,Regal::N,prateleira,hylly
465,Kiste::N,caixa,arkku
466,Kiste::N,caixa,kirstu
467,Kiste::N,caixa,laatikko
468,Fenster::N,janela,ikkuna
469,Tür::N,porta,ovi
470,Tor::N,portão,portti
471,Zaun::N,cerca,aita
472,Zaun::N,vedação,aita
473,Dach::N,telhado,katto
474,Leiter::N,escada,tikkaat
475,Leiter::N,escada,tikapuut
476,Leiter::N,escada móvel,tikkaat
477,Leiter::N,escada móvel,tikapuut
478,Besen::N,vassoura,luuta
479,Spaten::N,pá,lapio
480,Schaufel::N,pá,lapio
481,Gabel::N,garfo,haarukka
482,Löffel::N,colher,lusikka
483,Messer::N,faca,veitsi
484,Nagel::N,cravo,naula
485,Netz::N,rede,verkko
486,Haken::N,gancho,haka
487,Haken::N,gancho,koukku
488,Griff::N,asa,ripa
489,Griff::N,asa,kahva
490,Griff::N,cabo,ripa
491,Griff::N,cabo,kahva
492,Schloss::N,fechadura,lukko
493,Bild::N,imagem,kuva
494,Figur::N,figura,kuvio
495,Puppe::N,boneca,nukke
496,Beutel::N,saco,pussi
497,Beutel::N,bolsa,pussi
498,Bündel::N,fardo,nippu
499,Bündel::N,fardo,kimppu
500,Tasche::N,saco,laukku
501,Tasche::N,bolso,laukku
502,Eimer::N,balde,sanko
503,Eimer::N,balde,ämpäri
504,Deckel::N,tampa,kansi
505,Geschirr::N,louça,astia
506,Sack::N,saca,säkki
507,Tasse::N,chávena,kuppi
508,Topf::N,tacho,pata
509,Topf::N,panela,pata
510,Kessel::N,caldeira,kattila
511,Essen::N,refeição,syönti
512,Nahrung::N,comida,ruoka
513,Nahrung::N,comida,ravinto
514,Nahrung::N,alimento,ruoka
515,Nahrung::N,alimento,ravinto
516,Speise::N,prato,ruoka
517,Fleisch::N,carne,liha
518,Getreide::N,cereais,vilja
519,Brei::N,puré,puuro
520,Brot::N,pão,leipä
521,Scheibe::N,fatia,viipale
522,Fett::N,banha,rasva
523,Fett::N,gordura,rasva
524,Butter::N,manteiga,voi
525,Öl::N,azeite,öljy
526,Salz::N,sal,suola
527,Suppe::N,sopa,keitto
528,Suppe::N,caldo,keitto
529,Honig::N,mel,hunaja
530,Milch::N,leite,maito
531,Tee::N,chá,tee
532,Leder::N,couro,nahka
533,Wolle::N,lã,villa
534,Stoff::N,pano,kangas
535,Stoff::N,tecido,kangas
536,Nadel::N,agulha,neula
537,Faden::N,fio,lanka
538,Knopf::N,botão,nappi
539,Knoten::N,nó,solmu
540,Farbe::N,corante,maali
541,Kleidung::N,roupa,vaatteet
542,Kleidung::N,vestuário,vaatteet
543,Hemd::N,camisa,paita
544,Kragen::N,gola,kaulus
545,Ärmel::N,manga,hiha
546,Hose::N,calça,housut
547,Gürtel::N,cinto,vyö
548,Mütze::N,boné,lakki
549,Mütze::N,barrete,lakki
550,Schuh::N,sapato,kenkä
551,Stiefel::N,bota,saapas
552,Ring::N,anel,sormus
553,Band::N,fita,nauha
554,Band::N,faixa,nauha
555,Kamm::N,pente,kampa
556,Spiegel::N,espelho,peili
557,Riemen::N,correia,hihna
558,Schnur::N,corda,naru
559,Schnur::N,corda,nuora
560,Schnur::N,cordel,naru
561,Schnur::N,cordel,nuora
562,Leine::N,trela,talutushihna
563,Decke::N,cobertor,peite
564,Kissen::N,almofada,tyyny
565,Kissen::N,almofada,pielus
566,Tuch::N,pano,huivi
567,Handtuch::N,toalha,pyyheliina
568,Kraft::N,força,väki
569,Kraft::N,força,voima
570,Stärke::N,força,vahvuus
571,Gesundheit::N,saúde,terveys
572,Krankheit::N,doença,tauti
573,Krankheit::N,doença,sairaus
574,Krankheit::N,enfermidade,tauti
575,Krankheit::N,enfermidade,sairaus
576,Schmerz::N,dor,kipu
577,Schmerz::N,dor,särky
578,Wunde::N,chaga,haava
579,Wunde::N,ferida,haava
580,Fieber::N,febre,kuume
581,Arznei::N,remédio,lääke
582,Brücke::N,ponte,silta
583,Brunnen::N,poço,kaivo
584,Weide::N,pastagem,laidun
585,Pfad::N,senda,polku
586,Pfad::N,trilho,polku
587,Weg::N,caminho,tie
588,Straße::N,via,katu
589,Straße::N,estrada,katu
590,Dorf::N,aldeia,kylä
591,Stadt::N,cidade,kaupunki
592,Brief::N,carta,kirje
593,Buch::N,livro,kirja
594,Buchstabe::N,letra,kirjain
595,Zeitung::N,jornal,lehti
596,Zeitung::N,jornal,sanomalehti
597,Leben::N,vida,elo
598,Leben::N,vida,elämä
599,Tod::N,morte,kuolema
600,Grab::N,túmulo,hauta
601,Grab::N,sepultura,hauta
602,Kirche::N,igreja,kirkko
603,Sünde::N,pecado,synti
604,Gott::N,deus,jumala
605,Arbeiter::N,operário,työläinen
606,Arbeiter::N,trabalhador,työläinen
607,Chef::N,chefe,päällikkö
608,Chef::N,patrão,päällikkö
609,Meister::N,mestre,mestari
610,Arzt::N,médico,lääkäri
611,Lehrer::N,professor,opettaja
612,Geld::N,dinheiro,raha
613,Geschäft::N,negócio,liike
614,Laden::N,loja,puoti
615,Laden::N,loja,kauppa
616,Preis::N,preço,hinta
617,Ware::N,mercadoria,tavara
618,Nutzen::N,proveito,hyöty
619,Reichtum::N,riqueza,rikkaus
620,Welt::N,mundo,maailma
621,Land::N,país,maa
622,Staat::N,Estado,valtio
623,König::N,rei,kuningas
624,Macht::N,poder,mahti
625,Macht::N,potência,mahti
626,Grenze::N,fronteira,raja
627,Krieg::N,guerra,sota
628,Feind::N,inimigo,vihollinen
629,Gewalt::N,violência,väkivalta
630,Kampf::N,luta,taistelu
631,Kampf::N,combate,taistelu
632,Bogen[Waffe]::N,arco,jousi
633,Pfeil::N,seta,nuoli
634,Pfeil::N,flecha,nuoli
635,Gewehr::N,espingarda,kivääri
636,Fehler::N,erro,vika
637,Fehler::N,erro,virhe
638,Fehler::N,falha,vika
639,Fehler::N,falha,virhe
640,Lüge::N,mentira,valhe
641,Schaden::N,dano,vaurio
642,Schaden::N,dano,vahinko
643,Schaden::N,estrago,vaurio
644,Schaden::N,estrago,vahinko
645,Unglück::N,desgraça,vahinko
646,Unglück::N,desgraça,onnettomuus
647,Schuld::N,culpa,syy
648,Alter::N,idade,ikä
649,Schluss::N,fim,loppu
650,Zeit::N,tempo,aika
651,Tag::N,dia,päivä
652,Morgen::N,manhã,aamu
653,Morgen::N,manhã,huomen
654,Mittag::N,meio-dia,keskipäivä
655,Abend::N,noite,ilta
656,Abend::N,tardinha,ilta
657,Nacht::N,noite,yö
658,Woche::N,semana,viikko
659,Monat::N,mês,kuukausi
660,Jahr::N,ano,vuosi
661,Frühling::N,primavera,kevät
662,Sommer::N,verão,kesä
663,Herbst::N,outono,syksy
664,Winter::N,inverno,talvi
665,Januar::N,Janeiro,tammikuu
666,Februar::N,Fevereiro,helmikuu
667,März::N,Março,maaliskuu
668,April::N,Abril,huhtikuu
669,Mai::N,Maio,toukokuu
670,Juni::N,Junho,kesäkuu
671,Juli::N,Julho,heinäkuu
672,August::N,Agosto,elokuu
673,September::N,Setembro,syyskuu
674,Oktober::N,Outubro,lokakuu
675,November::N,Novembro,marraskuu
676,Dezember::N,Dezembro,joulukuu
677,Montag::N,segunda-feira,maanantai
678,Dienstag::N,terça-feira,tiistai
679,Mittwoch::N,quarta-feira,keskiviikko
680,Donnerstag::N,quinta-feira,torstai
681,Freitag::N,sexta-feira,perjantai
682,Samstag::N,sábado,lauantai
683,Sonntag::N,domingo,sunnuntai
684,groß::A,grande,iso
685,groß::A,grande,suuri
686,klein::A,pequeno,pieni
687,lang::A,comprido,pitkä
688,kurz::A,curto,lyhyt
689,breit::A,largo,leveä
690,schmal::A,estreito,kapea
691,dicht::A,denso,taaja
692,dick[Gegenstand]::A,grosso,paksu
693,dünn::A,delgado,ohut
694,fein::A,fino,hieno
695,fein::A,subtil,hieno
696,fest::A,firme,luja
697,fest::A,sólido,luja
698,flach::A,plano,litteä
699,flach::A,plano,tasainen
700,glatt::A,liso,sileä
701,glatt::A,liso,siloinen
702,hart::A,duro,kova
703,weich::A,mole,pehmeä
704,rund::A,redondo,pyöreä
705,spitz::A,agudo,terävä
706,scharf::A,afiado,terävä
707,stumpf::A,rombo,tylsä
708,schwer::A,pesado,raskas
709,schwer::A,pesado,painava
710,schön::A,belo,kaunis
711,schön::A,bonito,kaunis
712,heiß::A,quente,kuuma
713,warm::A,quente,lämmin
714,kalt::A,frio,kylmä
715,kalt::A,frio,viluinen
716,kühl::A,fresco,viileä
717,frisch::A,fresco,tuore
718,feucht::A,húmido,kostea
719,nass::A,molhado,märkä
720,trocken::A,seco,kuiva
721,voll::A,cheio,täysi
722,leer::A,vazio,tyhjä
723,offen::A,aberto,avonainen
724,geschlossen::A,fechado,suljettu
725,sauber::A,limpo,puhdas
726,schmutzig::A,sujo,likainen
727,roh::A,cru,raaka
728,reif::A,maduro,kypsä
729,lecker::A,delicioso,herkullinen
730,süß::A,doce,makea
731,bitter::A,amargo,karvas
732,bitter::A,amargo,kitkerä
733,sauer::A,azedo,hapan
734,hell::A,claro,kirkas
735,hell::A,claro,valoisa
736,dunkel::A,escuro,pimeä
737,dunkel::A,sombrio,pimeä
738,schwarz::A,preto,musta
739,weiß::A,branco,valkea
740,rot::A,vermelho,punainen
741,gelb::A,amarelo,keltainen
742,blau::A,azul,sininen
743,grün::A,verde,vihreä
744,grau::A,cinzento,harmaa
745,bunt::A,colorido,kirjava
746,billig::A,barato,halpa
747,billig::A,barato,huokea
748,teuer::A,caro,kallis
749,wertvoll::A,valioso,arvokas
750,wertvoll::A,precioso,arvokas
751,blind::A,cego,sokea
752,taub::A,surdo,kuuro
753,kräftig::A,forte,väkevä
754,kräftig::A,forte,voimakas
755,kräftig::A,poderoso,väkevä
756,kräftig::A,poderoso,voimakas
757,stark::A,forte,vahva
758,stark::A,robusto,vahva
759,schwach::A,débil,heikko
760,fett::A,gordo,lihava
761,schlank::A,esbelto,hoikka
762,schlank::A,esbelto,solakka
763,hübsch::A,giro,soma
764,hübsch::A,giro,sievä
765,hübsch::A,bonito,soma
766,hübsch::A,bonito,sievä
767,böse::A,mau,paha
768,böse::A,mau,häijy
769,dumm::A,parvo,tyhmä
770,dumm::A,parvo,typerä
771,dumm::A,estúpido,tyhmä
772,dumm::A,estúpido,typerä
773,faul::A,preguiçoso,laiska
774,fleißig::A,aplicado,ahkera
775,fleißig::A,diligente,ahkera
776,geizig::A,avarento,saita
777,klug::A,prudente,älykäs
778,klug::A,inteligente,älykäs
779,geschickt::A,hábil,taitava
780,lieb::A,caro,rakas
781,lieb::A,querido,rakas
782,lustig::A,alegre,hauska
783,lustig::A,alegre,iloinen
784,sanft::A,suave,lauha
785,sanft::A,suave,lempeä
786,sanft::A,brando,lauha
787,sanft::A,brando,lempeä
788,hungrig::A,faminto,nälkäinen
789,krank::A,doente,sairas
790,krank::A,enfermo,sairas
791,nackt::A,nu,alaston
792,nackt::A,despido,alaston
793,traurig::A,triste,surullinen
794,traurig::A,triste,murheellinen
795,lebendig::A,vivo,elävä
796,gut::A,bom,hyvä
797,schlecht::A,mau,paha
798,schlecht::A,mau,huono
799,schlecht::A,ruim,paha
800,schlecht::A,ruim,huono
801,richtig::A,justo,oikea
802,richtig::A,correcto,oikea
803,schlimm::A,mau,paha
804,schlimm::A,grave,paha
805,wahr::A,verdadeiro,tosi
806,alt::A,velho,vanha
807,alt::A,antigo,vanha
808,neu::A,novo,uusi
809,ehemalig::A,antigo,entinen
810,ehemalig::A,antigo,muinainen
811,alt[Lebewesen]::A,velho,vanha
812,jung::A,jovem,nuori
813,arm::A,pobre,köyhä
814,reich::A,rico,rikas
815,bekannt::A,conhecido,tuttu
816,bekannt::A,conhecido,tunnettu
817,berühmt::A,famoso,kuuluisa
818,berühmt::A,célebre,kuuluisa
819,fremd::A,alheio,vieras
820,fremd::A,estranho,vieras
821,verschieden::A,diverso,eri
822,verschieden::A,diverso,erilainen
823,verschieden::A,diferente,eri
824,verschieden::A,diferente,erilainen
825,nah::A,próximo,läheinen
826,fern::A,remoto,etäinen
827,fern::A,distante,etäinen
828,linker::A,esquerdo,vasen
829,rechter::A,direito,oikea
830,anderer::A,outro,muu
831,anderer::A,outro,toinen
832,erster::A,primeiro,ensimmäinen
833,zweiter::A,segundo,toinen
834,dritter::A,terceiro,kolmas
835,letzter::A,final,viimeinen
