,Concept_ID,el,cv
175,Katze::N,γάτα,кушак
176,Bär::N,άρκτος,упа
177,Bär::N,αρκούδα,упа
178,Eichhörnchen::N,βερβερίτσα,пакша
179,Elch::N,άλκη,пӑши
180,Fuchs::N,αλεπού,тилӗ
181,Hase::N,λαγός,куян
182,Hase::N,λαγός,мулкач
183,Maus::N,ποντικός,шӑши
184,Wolf::N,λύκος,кашкӑр
185,Vogel::N,πουλί,кайӑк
186,Vogel::N,πουλί,вӗҫен кайӑк
187,Schwarm::N,σμήνος,ушкӑн
188,Huhn::N,κότα,чӑх
189,Huhn::N,κότα,чӑхӑ
190,Huhn::N,όρνιθα,чӑх
191,Huhn::N,όρνιθα,чӑхӑ
192,Hahn::N,πετεινός,автан
193,Gans::N,χήνα,хур
194,Adler::N,αετός,ӑмӑрт кайӑк
195,Ente::N,πάπια,кӑвакал
196,Eule::N,κουκουβάγια,тӑмана
197,Kranich::N,γερανός,тӑрна
198,Krähe::N,καρακάξα,ула курак
199,Kuckuck::N,κούκος,куккук
200,Schwan::N,κύκνος,акӑш
201,Fisch::N,ψάρι,пулӑ
202,Barsch::N,πέρκα,уланкӑ
203,Hecht::N,λούτσος,ҫӑрттан
204,Schlange[Tier]::N,φίδι,ҫӗлен
205,Wurm::N,σκουλήκι,ӑман
206,Spinne::N,αράχνη,эрешмен
207,Ameise::N,μυρμήγκι,кӑткӑ
208,Laus::N,ψείρα,пыйтӑ
209,Mücke::N,κουνούπι,вӑрӑм туна
210,Fliege::N,μύγα,шӑна
211,Schmetterling::N,πεταλούδα,лӗпӗш
212,Beere::N,ρόγα,ҫырла
213,Apfel::N,μήλο,улма
214,Apfel::N,μήλο,пан улми
215,Pilz::N,μανιτάρι,кӑмпа
216,Zwiebel::N,κρεμμύδι,сухан
217,Saat::N,σπόρος,вӑрӑ
218,Korn::N,σπυρί,тӗшӗ
219,Korn::N,σπυρί,пӗрчӗ
220,Heu::N,σανός,утӑ
221,Schale::N,τσόφλι,хупӑ
222,Grube::N,λάκκος,шӑтӑк
223,Falle::N,παγίδα,тапӑ
224,Falle::N,παγίδα,капкӑн
225,Schlinge::N,θηλειά,йӑлӑ
226,Spur::N,ίχνος,йӗр
227,Asche::N,στάχτη,кӗл
228,Dreck::N,βρωμιά,пылчӑк
229,Eisen::N,σίδερο,тимӗр
230,Gold::N,μάλαμα,ылтӑн
231,Gold::N,χρυσάφι,ылтӑн
232,Silber::N,ασήμι,кӗмӗл
233,Silber::N,άργυρος,кӗмӗл
234,Kohle::N,κάρβουνο,кӑмрӑк
235,Glas::N,γυαλί,кӗленче
236,Lehm::N,πηλός,тӑм
237,Sand::N,άμμος,хӑйӑр
238,Mensch::N,άνθρωπος,ҫын
239,Mensch::N,άνθρωπος,этем
240,Mann::N,άνδρας,ар
241,Frau::N,γυναίκα,хӗрарӑм
242,Kind::N,παιδί,ача
243,Junge::N,αγόρι,ача
244,Junge::N,αγόρι,ар ҫын ача
245,Mädchen::N,κοπέλα,хӗр ача
246,Mädchen::N,κορίτσι,хӗр ача
247,Familie::N,οικογένεια,ҫемье
248,Familie::N,οικογένεια,кил-йыш
249,Großvater::N,παππούς,кукаҫи
250,Großmutter::N,γιαγιά,кукамай
251,Eltern::N,γονείς,аҫа-ама
252,Vater::N,πατέρας,атте
253,Mutter::N,μητέρα,анне
254,Sohn::N,γιος,ывӑл
255,Tochter::N,κόρη,хӗр
256,Bruder::N,αδελφός,ар тӑван
257,Schwester::N,αδελφή,аппа
258,Schwester::N,αδελφή,йӑмӑк
259,Onkel::N,θείος,мучи
260,Onkel::N,θείος,пичче
261,Tante::N,θεία,аппа
262,Ehemann::N,σύζυγος,упӑшка
263,Ehefrau::N,σύζυγος,арӑм
264,Freude::N,χαρά,савӑнӑҫ
265,Freude::N,χαρά,хаваслӑх
266,Gelächter::N,γέλια,кулӑ
267,Glück::N,ευτυχία,телей
268,Glück::N,ευτυχία,ӑраскал
269,Kummer::N,έγνοια,хурлӑх
270,Wunsch::N,επιθυμία,ӗмӗт
271,Wunsch::N,επιθυμία,кӑмӑл
272,Lust::N,όρεξη,кӑмӑл
273,Geist::N,πνέυμα,чун-чӗм
274,Geist::N,πνέυμα,ыр-усал
275,Geist::N,πνέυμα,чун хавалӗ
276,Gedanke::N,σκέψη,шухӑш
277,Gedächtnis::N,μνήμη,ас
278,Verstand::N,νους,ӑс
279,Verstand::N,νους,ӑс-тӑн
280,Verstand::N,νους,ӑс-хакӑл
281,Sinn::N,νόημα,тупсӑм
282,Sinn::N,νόημα,пӗлтерӗш
283,Grund::N,λόγος,сӑлтав
284,Wahrheit::N,αλήθεια,чӑнлӑх
285,Gespräch::N,συνομιλία,калаҫу
286,Märchen::N,παραμύθι,юмах
287,Erzählung::N,διήγημα,акалав
288,Erzählung::N,διήγημα,каласа пани
289,Nachricht::N,είδηση,хыпар
290,Neuigkeit::N,νέο,ҫӗнӗ хыпар
291,Name::N,όνομα,ят
292,Rätsel::N,αίνιγμα,сутмалли юмах
293,Rede::N,λόγος,сӑмах
294,Rede::N,ομιλία,сӑмах
295,Sprache::N,γλώσσα,чӗлхе
296,Stimme::N,φωνή,сасӑ
297,Wort::N,λέξη,сӑмах
298,Zeichen::N,σημείο,паллӑ
299,Ruf::N,κραυγή,йыхрав
300,Ruf::N,κραυγή,чӗнӳ
301,Lärm::N,θόρυβος,шав
302,Laut::N,ήχος,сасӑ
303,Ton::N,ήχος,сасӑ
304,Ton::N,τόνος,сасӑ
305,Lied::N,τραγούδι,юрӑ
306,Ruhe::N,ησυχία,канӑҫлӑх
307,Ruhe::N,ησυχία,лӑпкӑлӑх
308,Leute::N,κόσμος,ҫамрӑксем
309,Leute::N,κόσμος,ҫамрӑк ҫынсем
310,Leute::N,άνθρωποι,ҫамрӑксем
311,Leute::N,άνθρωποι,ҫамрӑк ҫынсем
312,Volk::N,λαός,халӑх
313,Arbeit::N,εργασία,ӗҫхӗл
314,Arbeit::N,εργασία,ӗҫлев
315,Gast::N,επισκέπτης,хӑна
316,Geschenk::N,δώρο,парне
317,Geschenk::N,δώρο,кучченеҫ
318,Spiel::N,παιχνίδι,вӑйӑ
319,Gesellschaft::N,κοινωνία,общество
320,Hilfe::N,βοήθεια,пулӑшу
321,Freund::N,φίλος,тус
322,Kamerad::N,σύντροφος,юлташ
323,Kamerad::N,σύντροφος,тус
324,Angelegenheit::N,υπόθεση,ӗҫ
325,Anzahl::N,αριθμός,йыш
326,Anzahl::N,αριθμός,хисеп
327,Art::N,είδος,тӗс
328,Stück::N,κομμάτι,татӑк
329,Teil::N,μέρος,пай
330,Hälfte::N,μισό,ҫурӑ
331,Kreis::N,κύκλος,ункӑ
332,Kreis::N,κύκλος,ҫавракӑш
333,Kreuz::N,σταυρός,хӗрес
334,Linie::N,γραμμή,йӗр
335,Strich::N,γραμμή,йӗр
336,Abstand::N,απόσταση,хушӑ
337,Entfernung::N,απόσταση,хушӑ
338,Gegend::N,περιοχή,вырӑн
339,Gegend::N,τοποθεσία,вырӑн
340,Platz::N,χώρος,хутлӑх
341,Ort::N,τόπος,вырӑн
342,Seite::N,πλευρά,ен
343,Seite::N,πλευρά,аяк
344,Seite::N,πλευρά,айӑк
345,Mitte::N,μέση,варӑ
346,Gegenstand::N,αντικείμενο,япала
347,Sache::N,πράγμα,япала
348,Rand::N,άκρη,вӗҫ
349,Rand::N,άκρη,хӗрӗ
350,Rand::N,άκρη,хӗрри
351,Rand::N,χείλος,вӗҫ
352,Rand::N,χείλος,хӗрӗ
353,Rand::N,χείλος,хӗрри
354,Kante::N,άκρη,хайкача
355,Kante::N,άκρη,хысак
356,Ecke::N,γωνιά,кӗтес
357,Spitze::N,μύτη,вӗҫ
358,Ende::N,άκρη,вӗҫ
359,Loch::N,τρύπα,шӑтӑк
360,Winkel::N,γωνία,кӗтес
361,Muster::N,σχέδιο,эреш
362,Größe::N,μέγεθος,пысӑкӑш
363,Länge::N,μήκος,вӑрӑмӑш
364,Höhe::N,ύψος,ҫӳллӗш
365,Gewicht::N,βάρος,виҫе
366,Gewicht::N,βάρος,йывӑрӑш
367,Menge::N,ποσότητα,йыш
368,Haufen::N,σωρός,купа
369,Reihe::N,αράδα,рет
370,Boot::N,βάρκα,кимӗ
371,Ruder::N,κουπί,кӗсмен
372,Schlitten::N,έλκηθρο,ҫуна
373,Ski::N,σκι,йӗлтӗр
374,Lagerfeuer::N,φωτιά,вут
375,Lagerfeuer::N,φωτιά,кӑвайт
376,Last::N,φορτίο,сулмаклӑх
377,Last::N,φορτίο,йывӑр япала
378,Gang::N,δρόμος,куҫӑм
379,Schritt::N,βήμα,утӑм
380,Schritt::N,βήμα,пусӑм
381,Norden::N,βορράς,ҫурҫӗр
382,Süden::N,νότος,кӑнтӑр
383,Westen::N,δύση,анӑҫ
384,Westen::N,δύση,хӗвел анӑҫ
385,Osten::N,ανατολή,хӗвел тухӑҫ
386,Holz::N,ξύλο,йывӑҫ
387,Brett::N,σανίδι,хӑма
388,Platte::N,πλάκα,плита
389,Stütze::N,στήριγμα,ура
390,Stange::N,ραβδί,шерте
391,Stange::N,κοντός,шерте
392,Stock::N,ξύλο,патак
393,Stock::N,μπαστούνι,патак
394,Stab::N,ραβδί,шӑчӑ
395,Rohr::N,σωλήνας,пӑрӑх
396,Haus::N,σπίτι,ҫурт
397,Heim::N,σπίτι,кил
398,Ofen::N,σόμπα,кӑмака
399,Ofen::N,θερμάστρα,кӑмака
400,Fußboden::N,πάτωμα,урай
401,Tisch::N,τραπέζι,сӗтел
402,Stuhl::N,καρέκλα,пукан
403,Wiege::N,κούνια,сӑпка
404,Bett::N,κρεβάτι,кравать
405,Regal::N,ράφι,ҫӳлӗк
406,Regal::N,ράφι,сентре
407,Kiste::N,κιβώτιο,ещӗк
408,Kiste::N,κιβώτιο,сунтӑх
409,Fenster::N,παράθυρο,чӳрече
410,Tür::N,πόρτα,алӑк
411,Tor::N,πύλη,хапха
412,Zaun::N,φράχτης,хӳме
413,Dach::N,στέγη,тӑрӑ
414,Leiter::N,σκάλα,пусма
415,Leiter::N,κλίμακα,пусма
416,Besen::N,σκούπα,шӑпӑр
417,Spaten::N,φτυάρι,кӗреҫе
418,Schaufel::N,φτυάρι,кӗреҫе
419,Gabel::N,πιρούνι,вилка
420,Löffel::N,κουτάλι,кашӑк
421,Messer::N,μαχαίρι,ҫӗҫӗ
422,Nagel::N,καρφί,пӑта
423,Netz::N,δίχτυ,тетел
424,Haken::N,γάντζος,йӑрхах
425,Haken::N,γάντζος,ҫекӗл
426,Haken::N,αγκίστρι,йӑрхах
427,Haken::N,αγκίστρι,ҫекӗл
428,Griff::N,λαβή,хӑлӑп
429,Schloss::N,κλειδαριά,ҫӑра
430,Bild::N,εικόνα,сӑн
431,Bild::N,εικόνα,сӑнлӑх
432,Bild::N,εικόνα,картина
433,Figur::N,ανάστημα,кӗлетке
434,Puppe::N,κούκλα,пукане
435,Beutel::N,πουγγί,михӗ
436,Bündel::N,δεμάτι,ҫыхӑ
437,Bündel::N,δεμάτι,тӗрке
438,Tasche::N,τσάντα,сумка
439,Eimer::N,κουβάς,витре
440,Deckel::N,καπάκι,хупӑ
441,Geschirr::N,σκεύη,савӑт-сапа
442,Sack::N,σάκος,михӗ
443,Tasse::N,φλιτζάνι,курка
444,Topf::N,χύτρα,кастрюль
445,Kessel::N,καζάνι,хуран
446,Essen::N,φαγητό,апат
447,Nahrung::N,τροφή,апат-ҫимӗс
448,Speise::N,φαγητό,апат
449,Speise::N,φαγητό,ҫимӗҫ
450,Fleisch::N,κρέας,аш
451,Fleisch::N,κρέας,какай
452,Getreide::N,σιτάρι,тырӑ
453,Brei::N,χυλός,пӑтӑ
454,Brot::N,ψωμί,ҫӑкӑр
455,Brot::N,άρτος,ҫӑкӑр
456,Scheibe::N,φέτα,чӗлӗ
457,Scheibe::N,φέτα,касӑк
458,Fett::N,πάχος,ҫу
459,Butter::N,βούτυρο,ҫу
460,Öl::N,λάδι,ҫу
461,Salz::N,αλάτι,тӑвар
462,Suppe::N,σούπα,яшка
463,Honig::N,μέλι,пыл
464,Milch::N,γάλα,сӗт
465,Tee::N,τσάι,чей
466,Leder::N,πετσί,сӑран
467,Wolle::N,μαλλί,ҫӑм
468,Stoff::N,ύφασμα,тӗртӗм
469,Nadel::N,βελόνα,йӗп
470,Faden::N,κλωστή,ҫип
471,Knopf::N,κουμπί,тӳме
472,Knoten::N,κόμπος,йӑлӑ
473,Farbe::N,μπογιά,сӑрӑ
474,Kleidung::N,ρούχα,тум
475,Kleidung::N,ρούχα,ҫипуҫ
476,Kleidung::N,ρούχα,тум-тир
477,Kleidung::N,ενδυμασία,тум
478,Kleidung::N,ενδυμασία,ҫипуҫ
479,Kleidung::N,ενδυμασία,тум-тир
480,Hemd::N,πουκάμισο,кӗпе
481,Kragen::N,κολάρο,ҫуха
482,Ärmel::N,μανίκι,ҫанӑ
483,Hose::N,πανταλόνι,шӑлавар
484,Gürtel::N,ζώνη,пиҫиххи
485,Mütze::N,σκούφος,ҫӗлӗк
486,Schuh::N,παπούτσι,пушмак
487,Schuh::N,παπούτσι,ботинок
488,Stiefel::N,μπότα,атӑ
489,Ring::N,δαχτυλίδι,ҫӗрӗ
490,Band::N,κορδέλα,хаю
491,Band::N,κορδέλα,йӗсме
492,Kamm::N,χτένα,тура
493,Spiegel::N,καθρέφτης,тӗкӗр
494,Spiegel::N,καθρέφτης,куҫ кӗски
495,Riemen::N,λουρί,чӗн
496,Schnur::N,κορδόνι,кантра
497,Leine::N,σχοινί,касмӑк
498,Decke::N,κουβέρτα,утиял
499,Kissen::N,μαξιλάρι,ҫытар
500,Kissen::N,μαξιλάρι,минтер
501,Tuch::N,πανί,тутӑр
502,Tuch::N,μαντήλι,тутӑр
503,Handtuch::N,πετσέτα,ал шӑлли
504,Kraft::N,δύναμη,вӑй
505,Kraft::N,δύναμη,хӑват
506,Stärke::N,ισχύς,хал
507,Stärke::N,ισχύς,хӑват
508,Stärke::N,δύναμη,хал
509,Stärke::N,δύναμη,хӑват
510,Gesundheit::N,υγεία,хал
511,Gesundheit::N,υγεία,сывлӑх
512,Krankheit::N,αρρώστια,чир
513,Schmerz::N,πόνος,ырату
514,Wunde::N,πληγή,суран
515,Fieber::N,πυρετός,сив чир
516,Arznei::N,φάρμακο,эмел
517,Brücke::N,γέφυρα,кӗпер
518,Brunnen::N,πηγάδι,ҫӑл
519,Brunnen::N,πηγάδι,пусӑ
520,Weide::N,βοσκή,ҫаран
521,Pfad::N,μονοπάτι,йӗр
522,Pfad::N,μονοπάτι,сукмак
523,Weg::N,δρόμος,ҫул
524,Weg::N,δρόμος,ҫул-йӗр
525,Straße::N,οδός,ҫӳрев
526,Straße::N,οδός,ҫул ҫӳрени
527,Straße::N,δρόμος,ҫӳрев
528,Straße::N,δρόμος,ҫул ҫӳрени
529,Dorf::N,χωριό,ял
530,Stadt::N,πόλη,хула
531,Brief::N,γράμμα,ҫыру
532,Brief::N,επιστολή,ҫыру
533,Buch::N,βιβλίο,кӗнеке
534,Buchstabe::N,γράμμα,сас палли
535,Zeitung::N,εφημερίδα,хаҫат
536,Leben::N,ζωή,пурнӑҫ
537,Leben::N,βίος,пурнӑҫ
538,Tod::N,θάνατος,вилӗм
539,Grab::N,τάφος,масар шӑтӑкӗ
540,Kirche::N,εκκλησία,чиркӳ
541,Sünde::N,αμαρτία,ҫылӑх
542,Gott::N,θεός,турӑ
543,Arbeiter::N,εργάτης,рабочи
544,Chef::N,προϊστάμενος,пуҫлӑх
545,Meister::N,μάστορας,ӑста
546,Meister::N,μάστορας,мастер
547,Meister::N,αρχιτεχνίτης,ӑста
548,Meister::N,αρχιτεχνίτης,мастер
549,Arzt::N,γιατρός,врач
550,Arzt::N,γιατρός,тухтӑр
551,Lehrer::N,δάσκαλος,учитель
552,Lehrer::N,δάσκαλος,вӗрентекен
553,Geld::N,λεφτά,укҫа
554,Geld::N,χρήματα,укҫа
555,Geschäft::N,συναλλαγή,бизнес
556,Laden::N,μαγαζί,магазин
557,Laden::N,κατάστημα,магазин
558,Preis::N,τιμή,хак
559,Ware::N,εμπόρευμα,тавар
560,Nutzen::N,όφελος,пайта
561,Reichtum::N,πλούτος,мул
562,Welt::N,κόσμος,тӗнче
563,Land::N,χώρα,ҫӗр-шыв
564,Staat::N,κράτος,патшàлӑх
565,Staat::N,πολιτεία,патшàлӑх
566,König::N,βασιλιάς,король
567,Macht::N,εξουσία,власть
568,Grenze::N,σύνορα,чикӗ
569,Krieg::N,πόλεμος,вӑрҫӑ
570,Feind::N,εχθρός,тӑшман
571,Gewalt::N,βία,ирӗксӗрлӳ
572,Kampf::N,αγώνας,кӗрешӳ
573,Bogen[Waffe]::N,τόξο,ухӑ
574,Pfeil::N,σαΐτα,ҫӗмрен
575,Pfeil::N,σαΐτα,ухӑ йӗппи
576,Gewehr::N,τουφέκι,пӑшал
577,Fehler::N,λάθος,йӑнӑш
578,Fehler::N,σφάλμα,йӑнӑш
579,Lüge::N,ψέμα,суя
580,Lüge::N,ψέμα,ултав
581,Lüge::N,ψεύδος,суя
582,Lüge::N,ψεύδος,ултав
583,Schaden::N,ζημία,сиен
584,Unglück::N,δυστυχία,шар
585,Unglück::N,δυστυχία,инкек
586,Schuld::N,ενοχή,айӑп
587,Schuld::N,φταίξιμο,айӑп
588,Alter::N,ηλικία,ҫул шучӗ
589,Schluss::N,τέλος,пӗтни
590,Schluss::N,τέλος,пӗтмӗш
591,Zeit::N,χρόνος,вӑхӑт
592,Tag::N,μέρα,кун
593,Tag::N,ημέρα,кун
594,Morgen::N,πρωί,ир
595,Mittag::N,μεσημέρι,кӑнтӑрла
596,Abend::N,βράδυ,каҫ
597,Nacht::N,νύχτα,каҫ
598,Woche::N,εβδομάδα,эрне
599,Monat::N,μήνας,уйӑх
600,Jahr::N,έτος,ҫулталӑк
601,Jahr::N,χρόνος,ҫулталӑк
602,Frühling::N,άνοιξη,ҫур
603,Frühling::N,άνοιξη,ҫуркунне
604,Sommer::N,καλοκαίρι,ҫу
605,Sommer::N,καλοκαίρι,ҫулла
606,Herbst::N,φθινόπωρο,кӗр
607,Herbst::N,φθινόπωρο,кӗркунне
608,Winter::N,χειμώνας,хӗл
609,Winter::N,χειμώνας,хӗлле
610,Januar::N,Ιανουάριος,январь
611,Februar::N,Φεβρουάριος,февраль
612,Februar::N,Φεβρουάριος,кӗҫӗн кӑрлач
613,März::N,Μάρτιος,март
614,März::N,Μάρτιος,пуш уйӑхӗ
615,April::N,Απρίλιος,апрель
616,Mai::N,Μάιος,май
617,Juni::N,Ιούνιος,июнь
618,Juli::N,Ιούλιος,июль
619,August::N,Αύγουστος,август
620,September::N,Σεπτέμβριος,сентябрь
621,September::N,Σεπτέμβριος,авӑн уйӑхӗ
622,Oktober::N,Οκτώβριος,октябрь
623,November::N,Νοέμβριος,ноябрь
624,Dezember::N,Δεκέμβριος,раштав
625,Dezember::N,Δεκέμβριος,декабрь
626,Montag::N,Δευτέρα,тунти кун
627,Dienstag::N,Τρίτη,ытлари кун
628,Mittwoch::N,Τετάρτη,юн кун
629,Donnerstag::N,Πέμπτη,кӗҫнерни кун
630,Freitag::N,Παρασκευή,эрне кун
631,Samstag::N,Σάββατο,шӑмат кун
632,Sonntag::N,Κυριακή,вырсарни кун
633,groß::A,μεγάλος,пысӑк
634,klein::A,μικρός,пӗчӗк
635,lang::A,μακρύς,вӑрӑм
636,kurz::A,κοντός,кӗске
637,breit::A,φαρδύς,сарлака
638,schmal::A,στενός,ансӑр
639,dicht::A,πυκνός,йӑвӑ
640,dick[Gegenstand]::A,παχύς,хулӑн
641,dick[Gegenstand]::A,χοντρός,хулӑн
642,dünn::A,ψιλός,ҫинҫе
643,dünn::A,ψιλός,ҫӳхе
644,dünn::A,λεπτός,ҫинҫе
645,dünn::A,λεπτός,ҫӳхе
646,fein::A,ψιλός,тарай
647,fein::A,ψιλός,вӗлтӗрти
648,fest::A,στερεός,тӗреклӗ
649,flach::A,επίπεδος,лаптак
650,glatt::A,λείος,такӑр
651,glatt::A,ομαλός,такӑр
652,hart::A,σκληρός,хытӑ
653,weich::A,μαλακός,ҫемҫе
654,rund::A,στρογγυλός,ҫавра
655,spitz::A,μυτερός,шӗвӗр
656,scharf::A,κοφτερός,ҫивӗч
657,stumpf::A,αμβλύς,мӑка
658,stumpf::A,αμβλύς,пуклак
