,Concept_ID,ce,ady
674,hinter::PRP,тӏехьа,кӏы́б
675,unter::PRP,кIелахь,чӏэ-
676,durch::PRP,чекх,пхыры-
677,neben::PRP,юххе,дэжь
678,zwischen::PRP,юккъехь,азыфа́гу
679,wegen::PRP,дуьхьа,къы-
680,dies::PRN,и,ар
681,dies::PRN,иза,ар
682,das::PRN,и,а
683,das::PRN,и,мо
684,das::PRN,иза,а
685,das::PRN,иза,мо
686,alles::PRN,дерриг,зэкӏэ́
687,ich::PRN,cо,сэ
688,du::PRN,хьо,о
689,er::PRN,и,ар
690,er::PRN,иза,ар
691,wir::PRN,тхо,тэ
692,wir::PRN,вай,тэ
693,ihr::PRN,шу,шъо
694,sie::PRN,уьш,ахэр
695,was::FPRN,хӏун,сыд
696,wer::FPRN,мила,хэт
697,wo::FADV,мичaхь,тыдэ́
698,wohin::FADV,мича,тыдэ́
699,wie::FADV,муха,сыдэущтэ́у
700,warum::FADV,хӏунда,сыд пае́
701,wieviel::FNUM,мел,тхьапш
702,wieviel::FNUM,мел,сыд фэди́з
703,wieviel::FNUM,маса,тхьапш
704,wieviel::FNUM,маса,сыд фэди́з
705,eins::NUM,цхьаъ,зы
706,zwei::NUM,шиъ,тӏу
707,drei::NUM,кхоъ,щы
708,vier::NUM,диъ,плӏы
709,fünf::NUM,пхиъ,тфы
710,sechs::NUM,ялх,хы
711,sieben::NUM,ворхӏ,блы
712,acht::NUM,бархӏ,и
713,neun::NUM,исс,бгъу
714,zehn::NUM,итт,пшӏы
715,elf::NUM,цхьайтта,пшӏыкӏузы́
716,zwölf::NUM,шийтта,пшӏыкӏутӏу
717,zwanzig::NUM,ткъа,тӏокӏы́
718,dreißig::NUM,ткъе итт,щэкӏы
719,vierzig::NUM,шовзткъа,тӏокӏи́тӏу
720,fünfzig::NUM,шовзткъе итт,шъэны́ыкъу
721,sechzig::NUM,кхузткъа,тӏокӏи́щ
722,siebzig::NUM,кхузткъе итт,тӏокӏищырэ́ пшӏырэ́
723,achtzig::NUM,дезткъа,тӏокӏи́пӏ
724,neunzig::NUM,дезткъе итт,тӏокӏиилӏырэ́ пшӏырэ́
725,hundert::NUM,бӏе,шъэ
726,tausend::NUM,эзар,мин
727,und::CNJ,a,ыкӏи
728,oder::CNJ,я,е
729,stehen::V,латта,ущытын
730,stehen::V,латта,умыхъыен
731,sitzen::V,хиъна ӏан,уисын
732,sitzen::V,хиъна ӏан,утесын
733,liegen::V,ӏилла,телъы́н
734,hängen::V,кхаза,къыщылэлын
735,hängen::V,кхаза,къыщылэлын щыгъын быхъур
736,werden::V,хила,хъун
737,passieren::V,хила,къэхъун
738,beginnen::V,доло,къежьэн
739,beginnen::V,доло,къыублэн
740,enden::V,дӏадерза,ухы́н
741,wechseln::V,хийца,зэхъожьы́н
742,aufgehen[Sonne]::V,кхета,къыкъокӏы́н
743,untergehen[Sonne]::V,чубуза,къохьан
744,scheinen[Sonne]::V,серло яла,къепсыи
745,donnern::V,къекъа,гъогъон
746,wehen::V,хьекха,епщэ́н
747,strömen::V,эха,чъэн
748,fließen::V,охьаэха,чъэн
749,sich drehen::V,хьийза,зыгъэчэрэгъу́н
750,schwanken::V,леста,хъые́н
751,schwingen::V,лесто,зыгъэхъые́н
752,fallen::V,охьакхета,къефэхы́н
753,brennen::V,дага,стын
754,rauchen::V,оза,ӏугъо къикӏын
755,regnen::V,догlа догlу,къещхы́н
756,gefrieren::V,гӏоро,дыкъын
757,tauen::V,даша,жъун
758,schmelzen::V,лала,ткӏун
759,trocknen::V,дакъо,гъушъы́н
760,trocknen::V,дакъо,чъэпхъу́н
761,sieden::V,кхехка,жъон
762,faulen::V,дахкадала,шъун
763,verfaulen::V,дахкадала,шъун
764,reißen::V,хеда,зэӏэтхъы́н
765,versinken::V,хичудаха,чӏихьан
766,vergehen::V,дlаэха,блэкӏы́н
767,erscheinen::V,схьадала,къэлъэгъон
768,erscheinen::V,ӏоттадала,къэлъэгъон
769,verschwinden::V,къайладала,кӏодыжьы́н
770,sinken::V,лахдала,
771,zunehmen::V,лакхадала,хэхъо́н
772,steigen::V,хьаладала,къежьэн
773,wachsen::V,кхиа,хэхъо́н
774,wachsen::V,кхиа,къэкӏы́н
775,glänzen::V,лепа,цӏыу́н
776,funkeln::V,къега,жъыу́н
777,lärmen::V,гӏовгӏаян,бырсыры́н
778,läuten::V,детта,теон
779,klingeln::V,дека,теон
780,klirren::V,дека,
781,brausen::V,хьаьдда даха,шъуин
782,rauschen::V,леста,макъэ гъэӏун
783,klingen::V,дека,къыхэӏукӏын
784,bellen::V,лета,хьакъу́н
785,heulen::V,угӏа,быун
786,blasen::V,хӏуп баха,епщэ́н
787,pfeifen::V,шок етта,шъуин
788,schreien::V,мохь бетта,куо́н
789,schreien::V,мохь бетта,кӏыи́н
790,stöhnen::V,узарш дан,щэӏун
791,zittern::V,дега,кӏэзэзын
792,leben::V,даха,псэу́н
793,geboren werden::V,хила,къэхъун
794,atmen::V,садеӏа,жьы къэщэ́н
795,trinken::V,мала,ешъо́н
796,essen::V,кхалла,шхын
797,schlucken::V,къурдбан,бдырыин
798,müde werden::V,кӏаддала,пшъын
799,einschlafen::V,наб кхета,хэчъыен
800,schlafen::V,вижа,чъые́н
801,schlafen::V,наб ян,чъые́н
802,schlafen::V,дижина хила,чъые́н
803,aufwachen::V,самадала,къэущы́н
804,aufstehen::V,гӏатта,уцу́н
805,sich erholen::V,садаӏа,зыгъэпсэфын
806,krank werden::V,цомгуш хила,сымаджэ́ хъун
807,krank sein::V,цомгуш хила,сымэджэ́н
808,schmerzen::V,лаза,сымэджэ́н
809,schmerzen::V,ӏийжа,сымэджэ́н
810,husten::V,йовхарш етта,пскэ́н
811,genesen::V,тадала,хъужьын
812,sterben::V,дала,лӏэн
813,umkommen::V,хӏаллакхила,хэкӏодэн
814,sich bewegen::V,лела,хъые́н
815,sich rühren::V,меттахъхьен,хъые́н
816,sich erheben::V,хьалагlатта,къэтэджын
817,sich setzen::V,хаа,тӏысы́н
818,hinfallen::V,дожа,ебэджы́н
819,hinfallen::V,охьакхета,ебэджы́н
820,laufen::V,вада,кӏон
821,laufen::V,хьада,кӏон
822,schreiten::V,болар дан,кӏон
823,schreiten::V,ког баккха,кӏон
824,spazierengehen::V,доладала,къэкӏухьэн
825,eilen::V,сихдала,гузэжъон
826,sich beeilen::V,сихдала,гуӏэ́н
827,rennen::V,дада,чъэн
828,springen::V,ирхкхийсадала,пкӏэн
829,klettern::V,тӏедийла,дэцохъоен
830,schaukeln::V,техко,уешӏэн
831,kriechen::V,такха,цохъо́н
832,schwimmen::V,некадан,есы́н
833,tauchen::V,чулелха,зычӏэгъэо́н
834,rudern::V,дига лело,къошъо бэщкӏэ фын
835,rudern::V,кема лело,къошъо бэщкӏэ фын
836,fahren::V,хахка,кӏон
837,fliegen::V,тӏемадала,быбы́н
838,gehen::V,лeла,кӏон
839,weggehen::V,дӏадаха,ӏукӏын
840,abfahren::V,дӏадаха,ежьэн
841,anhalten::V,саца,къэуцу́н
842,hineingehen::V,чудала,ихьан
843,eintreten::V,чудала,чӏэхьан
844,kommen::V,кхача,къэкӏо́н
845,kommen::V,дӏакхача,къэкӏо́н
846,kommen::V,схьакхача,къэкӏо́н
847,ankommen::V,кхача,къэсы́н
848,ankommen::V,схьакхача,къэсы́н
849,zurückkommen::V,юхада,гъэзэжьын
850,bleiben::V,диса,къэнэ́н
851,warten::V,хьежа,пэплъэ́н
852,warten::V,cобар дан,пэплъэ́н
853,erwarten::V,хьоьжуш ӏан,ежэн
854,suchen::V,леха,лъыхъу́н
855,finden::V,каро,къэгъоты́н
856,finden::V,каро,къыхэгъэщы́н
857,versuchen::V,дан хьажа,пылъы́н
858,vorbereiten::V,кечъян,гъэхьазыры́н
859,lieben::V,деза,шӏу плъэгъу́н
860,mögen::V,безамхила,шӏу плъэгъу́н
861,lachen::V,дела,щхын
862,rühren::V,хьедан,гур гъэузын
863,weinen::V,делха,гъын
864,schimpfen::V,чехо,хъонэн
865,sich ärgern::V,оьгӏазъэха,губжы́н
866,sich fürchten::V,кхера,щынэ́н
867,fürchten::V,кхера,щынэ́н
868,fliehen::V,дӏадада,
869,flüchten::V,дӏадада,
870,sehen::V,ган,льэгъу́н
871,anschauen::V,хьажа,плъэн
872,anschauen::V,хьажа,еплъы́н
873,anschauen::V,хьежа,плъэн
874,anschauen::V,хьежа,еплъы́н
875,ansehen::V,хьовса,плъэн
876,hören::V,хаза,зэхэхын
877,zuhören::V,ладогӏа,дэӏо́н
878,probieren::V,хьажа,хэӏэн
879,riechen::V,хьожа яха,пэмэ́н
880,fühlen::V,хаадала,зэхэпшӏэн
881,scheinen::V,мотта,уащыхъу́н
882,scheinen::V,мотта,уашӏошӏы́н
883,zu sehen sein::V,гуш хила,зэрэлъэгъу́н
884,vernehmen::V,бартхатта,зэхэхын
885,frieren::V,гӏоро,дыкъын
886,frieren::V,гӏоро,пӏыкӏэн
887,frieren::V,гӏоро,чъыӏэ́ лӏэн
888,tun::V,дан,шӏын
889,können::V,дадала,лъэкӏы́н
890,wollen::V,тӏергӏа,фэе́н
891,anfangen::V,доло,ублэн
892,beenden::V,довла,ухы́н
893,aufhören::V,саца,щыгъэтын
894,gelingen::V,кадала,хъун
895,geraten::V,хила,
896,öffnen::V,дӏаделла,ӏухы́н
897,öffnen::V,схьаделла,ӏухы́н
898,schließen::V,къовла,игъэсэн
899,schließen::V,дӏачӏагӏа,игъэсэн
900,stellen::V,хlотто,бгъэуцун
901,setzen::V,дийгӏа,гъэтӏысы́н
902,legen::V,охьадилла,хэлъхьа́н
903,berühren::V,хьедан,эӏэн
904,berühren::V,хьедан,нэсын
905,verbinden::V,вовшахтаса,зэхэпхэ́н
906,verbinden::V,вовшахтаса,пхын
907,bedecken::V,тилла,техъо́н
908,bedecken::V,тӏетаса,техъо́н
909,aufhängen::V,хьалаолла,пылъэ́н
910,anzünden::V,лато,хэгъэнэ́н
911,aufheben::V,айа,
912,zurücklassen::V,дита,къэгъэнэ́н
913,verlieren::V,дайа,чӏэ́нэн
914,verlieren::V,дайа,шӏокӏоды́н
915,fallen lassen::V,охьадожо,чӏэунэн
916,fallen lassen::V,охьадожо,пӏэпызын
917,machen::V,дан,шӏын
918,herstellen::V,дан,шӏы́н
919,bauen::V,гӏишлоян,шӏы́н
920,reparieren::V,тадан,дыжьы́н
921,verbessern::V,нисдан,нахьышӏу пшӏын
922,verbessern::V,нисдан,нахь дэгъу пшӏын
923,ändern::V,хийца,зэблэхъу́н
924,graben::V,ахка,тӏын
925,beugen::V,сатто,
926,biegen::V,сатто,уфэн
927,drehen::V,хьовзо,гъэчэрегъу́
928,umdrehen::V,хьовзo,
929,heben::V,айа,ӏэты́н
930,heben::V,хьалаайа,ӏэты́н
931,hochheben::V,хьалаайа,ӏэты́н
932,ergreifen::V,дӏалаца,къэубыты́н
933,halten::V,латто,ӏыгъы́н
934,drücken::V,тӏетаӏо,тэӏункӏэн
935,schieben::V,татта,уеӏункӏын
936,schieben::V,татта,уетӏыргун
937,kratzen::V,мӏараш тийса,цӏэнтхъун
938,lecken::V,мотт хьекха,бзэи́н
939,beißen::V,катoха,ецэкъэ́н
940,abreißen::V,схьадаккха,къичын
941,abreißen::V,схьадаккха,пытхъын
942,abschneiden::V,кхада,пыупкӏын
943,abschneiden::V,кхада,гобзыкӏын
944,binden::V,дӏадехка,епхын
945,binden::V,вовшахтаса,епхын
946,stecken::V,чудахийта,хэсэн
947,brechen::V,кагдан,зэпыпкӏын
948,klopfen::V,детта,теон
949,hauen::V,етта,теон
950,kleben::V,тӏелато,щхэн
951,reiben::V,хьекхо,пӏотын
952,streichen::V,тlехьакха,щыфэн
953,schleifen::V,ирдан,гъэчаны́н
954,schleifen::V,ирдан,кӏэлыкӏы́н
955,schneiden::V,ларга,бзын
956,rütteln::V,лесто,гъэсысын
957,schütteln::V,лесто,гъэсысын
958,schwenken::V,лесто,ӏэ шӏын
959,schütten::V,дотта,икӏэ́н
960,füllen::V,дуза,из шӏын
961,einwickeln::V,хьарчо,кӏоцӏыщыхьа́н
962,tragen::V,дахьа,хьын
963,schleppen::V,ийзо,пхьын
964,schleppen::V,ийзо,плъэшъун
965,ziehen::V,озо,пкъудыин
966,ziehen::V,озо,пщэн
967,ziehen::V,озо,плъэшъун
968,aufbewahren::V,ӏалашдан,пӏыгъын
969,aufbewahren::V,ӏалашдан,уухъумэн
970,werfen::V,кхосса,дзын
971,fangen::V,леца,къэубыты́н
972,packen::V,леца,къэубыты́н
973,verstecken::V,къайладаккха,бгъэбылъын
974,teilen::V,декъа,гощы́н
975,schicken::V,дӏадахьийта,гъахьы́н
976,bringen::V,дан,къэхьы́н
977,hinzufügen::V,тӏетоха,хэгъэхъо́н
978,bekommen::V,даккха,
979,erhalten::V,даккха,
980,nehmen::V,схьаэца,къытехы́н
981,wählen::V,харжа,къыхэхы́н
982,auswählen::V,харжа,къыхэхы́н
983,bewahren::V,lалашдан,къэухъумэн
984,behindern::V,новкъарло ян,пэрыохъу хъун
985,verderben::V,талхо,къутэн
986,beschädigen::V,дохо,къутэн
987,zerbrechen::V,дохо,къутэн
988,zerbrechen::V,кагдан,къутэн
989,zerreißen::V,хадо,зэӏэтхъы́н
990,zerstören::V,дохо,къутэ́н
991,zerstören::V,кагдан,къутэ́н
992,verbrennen::V,даго,гъэсты́н
993,geben::V,яла,еты́н
994,reichen::V,дӏадала,еты́н
995,reichen::V,дӏакховдо,еты́н
996,schenken::V,совгӏат дан,еты́н
997,versprechen::V,ваӏда дан,гъэгугъэ́н
998,wünschen::V,лаа,шӏоигъо́н
999,loben::V,хасто,щытхъун
1000,küssen::V,оба яккха,ебэу́н
1001,wiegen::V,тахка,гъэхъыен
1002,zudecken::V,тӏетаса,техъо́н
1003,wecken::V,самадаккха,къэгъэущы́н
1004,zeigen::V,гайта,гъэлъэгъо́н
1005,führen::V,дига,щэн
1006,lehren::V,ӏамо,егъэджэ́н
1007,lehren::V,ӏамо,егъэшӏэн
1008,unterrichten::V,хьеха,егъэджэ́н
1009,aufziehen::V,кхио,пӏун
1010,leiten::V,урхалла дан,гъэзекӏон
1011,antreiben::V,сихдан,къепфылӏэн
1012,lassen::V,-йта,еты́н
1013,einladen::V,кхайкха,къегъэблэгъэн
1014,vereinigen::V,цхьаьнатоха,зэгогъэхьан
1015,besuchen::V,хьажахIотта,щыӏэ́н
1016,treffen::V,дуьхьалкхета,ӏукӏэ́н
1017,treffen::V,дуьхьалкхета,пэгъокӏы́н
1018,sich versammeln::V,гулдан,зэхэхьан
1019,spielen::V,ловза,джэгу́н
1020,singen::V,лакха,орэ́д къэӏо́н
1021,tanzen::V,хелхадала,къэшъо́н
1022,sich trennen::V,къаста,зэгокӏыжьы́ных
1023,verlassen::V,дита,бгынэн
1024,verlassen::V,дита,хэкӏыжьын
1025,retten::V,кӏелхьардаккха,къыхэпхыжьын
1026,retten::V,кӏелхьардаккха,къэбгъэнэжьын
1027,bewachen::V,ха дан,къэгъэгъунэн
1028,schützen::V,лардан,ухъумэ́н
1029,verteidigen::V,лардан,къэухъумэн
1030,sich schlagen::V,етта,эзэон
1031,schießen::V,детта,он
1032,siegen::V,тола,текӏо́н
1033,ärgern::V,оьгӏаздахийта,бгъэгубжын
1034,schlagen::V,тоха,ео́н
1035,treten::V,мийра тоха,
1036,stechen::V,ӏотта,хэӏун
1037,stechen::V,къовзо,хэӏун
1038,stoßen::V,татта,тӏыро́н
1039,stoßen::V,татта,уеӏункӏын
1040,stehlen::V,лачкъо,тыгъу́н
1041,stören::V,новкъарло ян,бгъэгумэкӏын
1042,belästigen::V,сагатдан,бгъэгумэкӏын
1043,verbergen::V,къайладаккха,ушъэфын
1044,täuschen::V,ӏexo,гъэпцӏэ́н
1045,betrügen::V,ледан,гъэпцӏэ́н
1046,töten::V,ден,уикӏын
1047,wohnen::V,даха,дэсын
1048,arbeiten::V,къахьега,лэжьэ́н
1049,sammeln::V,гулдан,угъои́н
1050,pflücken::V,даха,къыпычы́н
1051,jagen::V,талла,шэкӏон
1052,jagen::V,талла,ешэкӏон
1053,fischen::V,чӏерий леца,пцэжъые уешэн
1054,fassen::V,лаца,къэубыты́н
1055,fassen::V,схьалаца,къэубыты́н
1056,hüten::V,лардан,хэхъо́н
1057,treiben::V,лахка,пфын
1058,anbinden::V,дӏадехка,епхын
1059,füttern::V,хӏума яла,гъэшхэ́н
1060,melken::V,оза,щын
1061,gießen::V,хи тоха,тепкӏэн
1062,reifen::V,хьекъа,игъо хъун
1063,zubereiten::V,кечъян,бгъэхьазырын
1064,zubereiten::V,кхача бан,бгъэхьазырын
1065,kochen::V,кхача бан,шӏы́н
1066,backen::V,датта,гъэжъэ́н
1067,braten::V,кхарза,гъэжъэ́н
1068,umrühren::V,кего,зэхэгъэкӏухьан
1069,nähen::V,тега,дэн
1070,färben::V,басардан,бгъэлэн
1071,reinigen::V,цӏандан,укъэбзы́н
1072,waschen::V,йила,бгыкӏын
1073,waschen::V,йитта,бгыкӏын
1074,waschen::V,дӏадайа,бгыкӏын
1075,abwischen::V,дӏадайа,лъэкӏы́н
1076,spülen::V,хи кхарза,дэгъэчъыхьан
1077,fegen::V,нуй хьакха,пхъэнкӏы́н
1078,kehren::V,нуй хьакха,пхъэнкӏы́н
1079,baden::V,лийча,зыгъэпскӏын
1080,sich waschen::V,юьхь йила,зытхьакӏы́н
1081,ausziehen::V,духар дӏадаккха,къытехы́н
1082,sich anziehen::V,духа,зыфэпэн
1083,kämmen::V,ехк хьакха,жьын
1084,schmücken::V,хаздан,гъэдэхэ́н
1085,sagen::V,ала,къэӏон
1086,sprechen::V,баха,псэлъэ́н
1087,sprechen::V,мотт бийца,псэлъэ́н
1088,reden::V,къамел дан,гущыӏэ́н
1089,sich unterhalten::V,къамел дан,зэдэгущыӏэн
1090,fragen::V,хатта,упчӏэ́н
1091,bitten::V,деха,лъэӏо́н
1092,erzählen::V,дийца,къэпӏотэ́н
1093,mitteilen::V,хаам бан,макъэ егъэӏун
1094,nennen::V,цӏе яккха,цӏэ фэусы́н
1095,rufen::V,кхайкха,джэн
1096,prahlen::V,куралла ян,узыщытхъужьы́н
1097,prahlen::V,дозалла дан,узыщытхъужьы́н
1098,übersetzen::V,гоч дан,бгъэкӏотэн
1099,denken::V,ойла ян,егупшысэ́н
1100,glauben::V,теша,уивыхъэ́ телъы́н
1101,bemerken::V,ган,гу лъыптэ́н
1102,erkennen::V,довза,зэхэпхын
1103,erkennen::V,довза,зэбгъэшӏэн
1104,begreifen::V,кхета,гурыӏо́н
1105,verstehen::V,кхета,зэхэхын
1106,lernen::V,деша,еджэ́н
1107,wissen::V,хаа,шӏэн
1108,sich erinnern an::V,дагадан,къэшӏэжьын
1109,vergessen::V,дицдала,пщыгъупшэжьы́н
1110,messen::V,дуста,шын
1111,zählen::V,дагардан,плъытэ́н
1112,rechnen::V,лара,плъытэ́н
1113,rechnen::V,лара,угугъэ́н
1114,lesen::V,еша,еджэ́н
1115,malen::V,сурт дилла,шӏын
1116,zeichnen::V,сурт дилла,шӏын
1117,schreiben::V,яздан,тхын
1118,besitzen::V,доладан,иӏэн
1119,kaufen::V,эца,щэфы́н
1120,verkaufen::V,дохка,щэн
1121,bezahlen::V,мах бала,птын
1122,bezahlen::V,мах бала,лъыптын
1123,bezahlen::V,мах бала,птыжьы́н
1124,zahlen::V,мах бала,птын
1125,zahlen::V,мах бала,лъыптын
1126,beherrschen::V,собаре хила,иунаеу иӏэн
1127,ertragen::V,лан,щэчы́н
1128,ertragen::V,сатоха,щэчы́н
1129,ertragen::V,садетта,щэчы́н
1130,Schwarm::N,,отэр
1131,Schlinge::N,,бзыуубыт
1132,Art::N,,изэрэщы́т
1133,Art::N,,лъэпкъ
1134,Entfernung::N,,чӏыгууанэ
1135,Griff::N,,къопс
1136,Bogen[Waffe]::N,,щабз
1137,so::ADV,,ащ фэд
1138,so::ADV,,мыщ фэд
1139,so::ADV,,джащ фэд
1140,abnehmen::V,,къыкӏичын
1141,sausen::V,,псынкӏэ́у чъэн
1142,wenden::V,,пӏонтӏэн
1143,wenden::V,,бгъэзэн
1144,wenden::V,,уӏубын
1145,hacken::V,,упкӏэтэн
1146,stricken::V,,хъын
1147,anziehen::V,,щылъэ́н
