,Concept_ID,te,te
321,Kiste::N,వెట్టె,వెట్టె
322,Fenster::N,కిటికి,కిటికి
323,Tür::N,ద్వారము,ద్వారము
324,Tor::N,ద్వారము,ద్వారము
325,Zaun::N,కంచె,కంచె
326,Dach::N,ఇంటివైకప్పు,ఇంటివైకప్పు
327,Leiter::N,నిచ్చెన,నిచ్చెన
328,Besen::N,చీపురుకట్ట,చీపురుకట్ట
329,Spaten::N,పాఱ,పాఱ
330,Schaufel::N,పాఱ,పాఱ
331,Gabel::N,ముండ్లగరిటె,ముండ్లగరిటె
332,Löffel::N,గరిటె,గరిటె
333,Messer::N,కత్తి,కత్తి
334,Nagel::N,మేకు,మేకు
335,Netz::N,వల,వల
336,Haken::N,కొక్కెము,కొక్కెము
337,Griff::N,పిడి,పిడి
338,Schloss::N,తాళము,తాళము
339,Bild::N,చిత్రము,చిత్రము
340,Figur::N,రూపము,రూపము
341,Puppe::N,బొమ్మ,బొమ్మ
342,Beutel::N,సంచి,సంచి
343,Bündel::N,మూట,మూట
344,Tasche::N,సంచి,సంచి
345,Eimer::N,చేద,చేద
346,Deckel::N,మూత,మూత
347,Geschirr::N,వంటకాలు,వంటకాలు
348,Sack::N,గోనెసంచి,గోనెసంచి
349,Tasse::N,గిన్నె,గిన్నె
350,Topf::N,కుండ,కుండ
351,Kessel::N,నీరుకాచుపాత్ర,నీరుకాచుపాత్ర
352,Essen::N,ఆహారము,ఆహారము
353,Nahrung::N,ఆహారము,ఆహారము
354,Speise::N,ఆహారము,ఆహారము
355,Fleisch::N,మాంసము,మాంసము
356,Getreide::N,ధాన్యము,ధాన్యము
357,Brei::N,గుజ్జు,గుజ్జు
358,Brot::N,రొట్టె,రొట్టె
359,Scheibe::N,బద్ద,బద్ద
360,Fett::N,క్రొవ్వు,క్రొవ్వు
361,Butter::N,వెన్న,వెన్న
362,Öl::N,నూనె,నూనె
363,Salz::N,ఉప్పు,ఉప్పు
364,Suppe::N,చారు,చారు
365,Honig::N,తెనె,తెనె
366,Milch::N,పాలు,పాలు
367,Tee::N,తేనీరు,తేనీరు
368,Leder::N,బాగుచేసివతోలు,బాగుచేసివతోలు
369,Wolle::N,ఉన్ని,ఉన్ని
370,Stoff::N,బట్ట,బట్ట
371,Nadel::N,సూది,సూది
372,Faden::N,దారము,దారము
373,Knopf::N,బొత్తాము,బొత్తాము
374,Knoten::N,ముడి,ముడి
375,Farbe::N,రంగు,రంగు
376,Kleidung::N,బట్టలు,బట్టలు
377,Hemd::N,చొక్కాయ,చొక్కాయ
378,Kragen::N,మాల,మాల
379,Ärmel::N,చొక్కాయచెయ్యి,చొక్కాయచెయ్యి
380,Hose::N,ఇజారు,ఇజారు
381,Gürtel::N,పటకా,పటకా
382,Mütze::N,టోపి,టోపి
383,Schuh::N,పాదరక్ష,పాదరక్ష
384,Stiefel::N,బూటు,బూటు
385,Ring::N,ఉంగరము,ఉంగరము
386,Band::N,నాడా,నాడా
387,Kamm::N,దువ్వెన,దువ్వెన
388,Spiegel::N,అద్దము,అద్దము
389,Riemen::N,వాడా,వాడా
390,Schnur::N,దారము,దారము
391,Leine::N,వారు,వారు
392,Decke::N,కంబళి,కంబళి
393,Kissen::N,తలగడ,తలగడ
394,Tuch::N,బట్ట,బట్ట
395,Handtuch::N,తువాలు,తువాలు
396,Kraft::N,బలము,బలము
397,Stärke::N,శక్తి,శక్తి
398,Gesundheit::N,ఆరోగ్యము,ఆరోగ్యము
399,Krankheit::N,రోగము,రోగము
400,Schmerz::N,నొప్పి,నొప్పి
401,Wunde::N,గాయము,గాయము
402,Fieber::N,జ్వరము,జ్వరము
403,Arznei::N,మందు,మందు
404,Brücke::N,వంతెన,వంతెన
405,Brunnen::N,బావి,బావి
406,Brunnen::N,బావి,కూపము
407,Brunnen::N,బావి,నుయ్యి
408,Brunnen::N,కూపము,బావి
409,Brunnen::N,కూపము,కూపము
410,Brunnen::N,కూపము,నుయ్యి
411,Brunnen::N,నుయ్యి,బావి
412,Brunnen::N,నుయ్యి,కూపము
413,Brunnen::N,నుయ్యి,నుయ్యి
414,Weide::N,పచ్చికబయలు,పచ్చికబయలు
415,Pfad::N,కాలిత్రోవ,కాలిత్రోవ
416,Weg::N,మార్గము,మార్గము
417,Straße::N,బాట,బాట
418,Dorf::N,గ్రామము,గ్రామము
419,Stadt::N,పట్టణము,పట్టణము
420,Brief::N,జాబు,జాబు
421,Buch::N,పుస్తకము,పుస్తకము
422,Buchstabe::N,అక్షరము,అక్షరము
423,Zeitung::N,వార్తాపత్రిక,వార్తాపత్రిక
424,Leben::N,ప్రాణము,ప్రాణము
425,Tod::N,మరణము,మరణము
426,Grab::N,సమాధి,సమాధి
427,Kirche::N,క్రెస్తవులగుడి,క్రెస్తవులగుడి
428,Sünde::N,పాపము,పాపము
429,Gott::N,దేవుడు,దేవుడు
430,Arbeiter::N,పనిపాటుచేశేవాడు,పనిపాటుచేశేవాడు
431,Chef::N,యజమానుడు,యజమానుడు
432,Meister::N,కళాకారుడు,కళాకారుడు
433,Arzt::N,వైద్యుడు,వైద్యుడు
434,Lehrer::N,ఉపాధ్యాయుడు,ఉపాధ్యాయుడు
435,Geld::N,ద్రవ్యము,ద్రవ్యము
436,Geschäft::N,వ్యాపారము,వ్యాపారము
437,Laden::N,అంగడి,అంగడి
438,Preis::N,వెల,వెల
439,Ware::N,సరకులు,సరకులు
440,Nutzen::N,ప్రయోజనము,ప్రయోజనము
441,Reichtum::N,ధనము,ధనము
442,Welt::N,ప్రపంచము,ప్రపంచము
443,Land::N,దేశము,దేశము
444,Staat::N,రాజ్యము,రాజ్యము
445,König::N,రాజు,రాజు
446,Macht::N,అధికారము,అధికారము
447,Grenze::N,సరిహద్దు,సరిహద్దు
448,Krieg::N,యుద్ధము,యుద్ధము
449,Feind::N,శత్రువు,శత్రువు
450,Gewalt::N,దౌర్జన్యము,దౌర్జన్యము
451,Kampf::N,పోట్లాట,పోట్లాట
452,Bogen[Waffe]::N,విల్లు,విల్లు
453,Pfeil::N,బాణము,బాణము
454,Gewehr::N,తుపాకి,తుపాకి
455,Fehler::N,తప్ప,తప్ప
456,Lüge::N,అసత్యము,అసత్యము
457,Schaden::N,నష్టము,నష్టము
458,Unglück::N,దురదృష్టము,దురదృష్టము
459,Schuld::N,తప్పు,తప్పు
460,Alter::N,వయస్సు,వయస్సు
461,Schluss::N,ముగింపు,ముగింపు
462,Zeit::N,కాలము,కాలము
463,Tag::N,దినము,దినము
464,Morgen::N,ఉదయము,ఉదయము
465,Mittag::N,మధ్యాహ్నము,మధ్యాహ్నము
466,Abend::N,సాయంకాలము,సాయంకాలము
467,Nacht::N,రత్రి,రత్రి
468,Woche::N,వారము,వారము
469,Monat::N,నెల,నెల
470,Jahr::N,సంవత్సరము,సంవత్సరము
471,Frühling::N,వసంతకాలము,వసంతకాలము
472,Sommer::N,వేసవికాము,వేసవికాము
473,Herbst::N,ఆకురాలుకాలము,ఆకురాలుకాలము
474,Winter::N,శీతకాలము,శీతకాలము
475,Januar::N,జనవరి,జనవరి
476,Februar::N,ఫిబ్రవరి,ఫిబ్రవరి
477,März::N,మార్చి,మార్చి
478,April::N,ఏప్రిలు,ఏప్రిలు
479,Mai::N,మే,మే
480,Juni::N,జూన్,జూన్
481,Juli::N,జూలై,జూలై
482,August::N,ఆగస్టు,ఆగస్టు
483,September::N,సెప్ఠెంబరు,సెప్ఠెంబరు
484,Oktober::N,అక్టోబరు,అక్టోబరు
485,November::N,నవంబరు,నవంబరు
486,Dezember::N,డిసెంబర్,డిసెంబర్
487,Montag::N,సోమవారము,సోమవారము
488,Dienstag::N,మంగళవారము,మంగళవారము
489,Mittwoch::N,బుధవారము,బుధవారము
490,Donnerstag::N,గురువారము,గురువారము
491,Freitag::N,శుక్రవారము,శుక్రవారము
492,Samstag::N,శనివారము,శనివారము
493,Sonntag::N,ఆదివారము,ఆదివారము
494,groß::A,గొప్పైన,గొప్పైన
495,klein::A,చిన్న,చిన్న
496,lang::A,పొడుగాటి,పొడుగాటి
497,kurz::A,పొట్టి,పొట్టి
498,breit::A,వెడల్పైన,వెడల్పైన
499,schmal::A,ఇఱుకైన,ఇఱుకైన
500,dicht::A,దట్టమైన,దట్టమైన
501,dick[Gegenstand]::A,దట్టమైన,దట్టమైన
502,dünn::A,పలుచని,పలుచని
503,fein::A,నాజాకైన,నాజాకైన
504,fest::A,దృడమైవ,దృడమైవ
505,flach::A,చదువైన,చదువైన
506,glatt::A,నున్నని,నున్నని
507,hart::A,కఠినమైన,కఠినమైన
508,weich::A,మృదువైన,మృదువైన
509,rund::A,గుండ్రని,గుండ్రని
510,spitz::A,మొనగల,మొనగల
511,scharf::A,పదనైన,పదనైన
512,stumpf::A,వాడిలేని,వాడిలేని
513,schwer::A,బరువ్తెన,బరువ్తెన
514,schön::A,సుందరమైన,సుందరమైన
515,heiß::A,వేడియైన,వేడియైన
516,warm::A,వెచ్చని,వెచ్చని
517,kalt::A,చల్లని,చల్లని
518,kühl::A,చల్లని,చల్లని
519,frisch::A,తాజాయైన,తాజాయైన
520,feucht::A,చెమ్మగానున్న,చెమ్మగానున్న
521,nass::A,తడిగామన్న,తడిగామన్న
522,trocken::A,ఎండిన,ఎండిన
523,voll::A,నిండు,నిండు
524,leer::A,శూన్యమైన,శూన్యమైన
525,offen::A,తెఱచియున్న,తెఱచియున్న
526,geschlossen::A,మూసిన,మూసిన
527,sauber::A,పరిశుద్ధమైన,పరిశుద్ధమైన
528,schmutzig::A,ముఱికియైన,ముఱికియైన
529,roh::A,పచ్చి,పచ్చి
530,reif::A,పండివ,పండివ
531,lecker::A,రుచి గల,రుచి గల
532,süß::A,తియ్యని,తియ్యని
533,bitter::A,చేదైన,చేదైన
534,sauer::A,పుల్లని,పుల్లని
535,hell::A,కాంతిగల,కాంతిగల
536,dunkel::A,చీకటియైన,చీకటియైన
537,schwarz::A,నల్లని,నల్లని
538,weiß::A,తెలుపు,తెలుపు
539,rot::A,ఎఱ్ఱని,ఎఱ్ఱని
540,gelb::A,పసుపు పచ్చ,పసుపు పచ్చ
541,blau::A,నీలవర్ణము,నీలవర్ణము
542,grün::A,ఆకుపచ్చని,ఆకుపచ్చని
543,grau::A,నెరిసిన,నెరిసిన
544,bunt::A,రంగేలీ,రంగేలీ
545,billig::A,చౌకయైన,చౌకయైన
546,teuer::A,వెలపొడుగైన,వెలపొడుగైన
547,wertvoll::A,విలుప్తెన,విలుప్తెన
548,blind::A,గ్రుడ్డి,గ్రుడ్డి
549,taub::A,చెవిటి,చెవిటి
550,kräftig::A,శక్తి గల,శక్తి గల
551,stark::A,బలమైన,బలమైన
552,schwach::A,బలహీనమైన,బలహీనమైన
553,fett::A,క్రొవ్విన,క్రొవ్విన
554,schlank::A,సన్నని,సన్నని
555,hübsch::A,సాగప్తెన,సాగప్తెన
556,böse::A,చెడ్డ,చెడ్డ
557,dumm::A,తెలివిలేని,తెలివిలేని
558,faul::A,సోమరియైన,సోమరియైన
559,fleißig::A,శ్రద్దగల,శ్రద్దగల
560,geizig::A,పిసినారియైన,పిసినారియైన
561,klug::A,తెలివిగల,తెలివిగల
562,geschickt::A,నిపుణతగల,నిపుణతగల
563,lieb::A,ప్రియమైన,ప్రియమైన
564,lustig::A,ఉల్లాసము గల,ఉల్లాసము గల
565,sanft::A,సాధువైన,సాధువైన
566,hungrig::A,ఆకలిగొనిన,ఆకలిగొనిన
567,krank::A,వ్యాధిగల,వ్యాధిగల
568,nackt::A,దిగంబరమైన,దిగంబరమైన
569,traurig::A,విచారముగల,విచారముగల
570,lebendig::A,ప్రాణముతో నున్న,ప్రాణముతో నున్న
571,gut::A,మంచి,మంచి
572,schlecht::A,చెడ్డ,చెడ్డ
573,richtig::A,సరియైన,సరియైన
574,schlimm::A,అసహ్యమైన,అసహ్యమైన
575,wahr::A,నిజమైన,నిజమైన
576,alt::A,ముసలి,ముసలి
577,neu::A,క్రొత్త,క్రొత్త
578,ehemalig::A,పూర్వపు,పూర్వపు
579,alt[Lebewesen]::A,ముసలి,ముసలి
580,jung::A,పసి,పసి
581,arm::A,బీద,బీద
582,reich::A,ధనవంతుడైన,ధనవంతుడైన
583,bekannt::A,తెలిసిన,తెలిసిన
584,berühmt::A,ప్రపిద్దికెక్కివ,ప్రపిద్దికెక్కివ
585,fremd::A,అన్యమైన,అన్యమైన
586,verschieden::A,భేదమైన,భేదమైన
587,nah::A,దగ్గఱనున్న,దగ్గఱనున్న
588,fern::A,దూరమందున్న,దూరమందున్న
589,linker::A,ఎడమప్రక్కగ,ఎడమప్రక్కగ
590,rechter::A,కుడి,కుడి
591,anderer::A,వేఱ్తెన,వేఱ్తెన
592,erster::A,మొదటి,మొదటి
593,zweiter::A,రెండన,రెండన
594,dritter::A,మూడో,మూడో
595,letzter::A,కడపటి,కడపటి
596,allein::ADV,ఒంటిగా,ఒంటిగా
597,auf einmal::ADV,హరాత్తుగ,హరాత్తుగ
598,zusammen::ADV,కలిసి,కలిసి
599,lange::ADV,బహుకాలము,బహుకాలము
600,plötzlich::ADV,హరాత్తుగ,హరాత్తుగ
601,sofort::ADV,తక్షణము,తక్షణము
602,später::ADV,ఇటీవలి,ఇటీవలి
603,jetzt::ADV,ఇప్పుడు,ఇప్పుడు
604,heute::ADV,నేడు,నేడు
605,morgen::ADV,ఱేపు,ఱేపు
