,Concept_ID,lez,kn
346,Zaun::N,пару,ಬೇಲಿ
347,Dach::N,къав,ಮಾಳಿಗೆ
348,Leiter::N,гурар,ಏಣಿ
349,Besen::N,таран кул,ಪೊರಕೆ
350,Spaten::N,ппер,ಗುದ್ದಲಿ
351,Schaufel::N,хекендаз,ಸನಿಕೆ
352,Gabel::N,шиш,ಕವಲು
353,Löffel::N,тӏур,ಚಮಚ
354,Messer::N,чукӏул,ಚಾಕು
355,Nagel::N,мих,ಆಣಿ
356,Netz::N,чил,ಬಲೆ
357,Haken::N,къармах,ಕೊಂಡಿ
358,Griff::N,ттум,ಹಿಡಿ
359,Schloss::N,куьлег,ವೀಗ
360,Bild::N,шикил,ಚಿತ್ರ
361,Bild::N,суьрет,ಚಿತ್ರ
362,Figur::N,фигура,ಆಕಾರ
363,Puppe::N,нини,ಗೊಂಬೆ
364,Beutel::N,тагъар,ಸಂಚಿ
365,Bündel::N,галгам,ಕಟ್ಟು
366,Tasche::N,чанта,ಚೀಲ
367,Eimer::N,ведре,ಬಾನೆ
368,Deckel::N,кьил,ಮುಚ್ಚಳ
369,Deckel::N,къалпагъ,ಮುಚ್ಚಳ
370,Geschirr::N,къаб-къажах,ಭಕ್ಷ್ಯಗಳು
371,Sack::N,чувал,ಮೂಟೆ
372,Tasse::N,сукӏра,ಬಟ್ಟಲು
373,Topf::N,къажгъан,ಮಡಕೆ
374,Kessel::N,къажгъан,ಕೆಟಲ್
375,Essen::N,тӏуьн,ಊಟ
376,Nahrung::N,тӏуьн,ಆಹಾರ
377,Speise::N,хуьрек,ಊಟ
378,Fleisch::N,як,ಮಾಂಸ
379,Getreide::N,техил,ಧಾನ್ಯ
380,Brei::N,хапӏа,ಗಂಜಿ
381,Brei::N,хешил,ಗಂಜಿ
382,Brot::N,фу,ರೊಟ್ಟಿ
383,Scheibe::N,чӏук,ಹೋಳು
384,Fett::N,ягълу,ಕೊಬ್ಬು
385,Butter::N,гъери,ಬೆಣ್ಣೆ
386,Öl::N,ягълу,ಎಣ್ಣೆ
387,Salz::N,кьел,ಉಪ್ಪು
388,Suppe::N,суп,ಎಸರು
389,Suppe::N,шурпа,ಎಸರು
390,Honig::N,вирт,ಮಧು
391,Milch::N,нек,ಹಾಲು
392,Tee::N,чай,ಚಹ
393,Leder::N,тумаж,ಚಕ್ಕಳ
394,Wolle::N,йис,ಉಣ್ಣೆ
395,Stoff::N,парча,ಬಟ್ಟೆ
396,Nadel::N,раб,ಸೂಜಿ
397,Faden::N,гъал,ದಾರ
398,Knopf::N,дуьгме,ಗುಂಡು
399,Knoten::N,тӏвал,ಗಂಟು
400,Farbe::N,ранг,ಬಣ್ಣ
401,Kleidung::N,партал,ಅರಿವೆ
402,Hemd::N,перем,ಅಂಗಿ
403,Kragen::N,хев,ಕುತ್ತಿಗೆಪಟ್ಟಿ
404,Ärmel::N,хел,ತೋಳು
405,Hose::N,шалвар,ಇಜಾರ
406,Gürtel::N,чӏул,ಬೆಲ್ಟು
407,Mütze::N,бармак,ಟೋಪಿ
408,Mütze::N,бапӏах,ಟೋಪಿ
409,Schuh::N,ботинка,ಪಾದರಕ್ಷೆ
410,Stiefel::N,чекме,ಬೂಟು
411,Ring::N,тупӏал,ಉಂಗುರ
412,Band::N,тасма,ರಿಬ್ಬನ್
413,Kamm::N,регъ,ಹಣಿಗೆ
414,Spiegel::N,гуьзгуь,ಕನ್ನಡಿ
415,Riemen::N,къайиш,ಬಾರು
416,Schnur::N,еб,ಹುರಿ
417,Decke::N,яргъан,ಕಂಬಳಿ
418,Kissen::N,хъуьцуьган,ದಿಂಬು
419,Tuch::N,шал,ಕೊರಳ ಬಟ್ಟೆ
420,Handtuch::N,дасмал,ಚೌಕ
421,Kraft::N,гуж,ಬಲ
422,Stärke::N,къуват,ಶಕ್ತಿ
423,Gesundheit::N,сагъвал,ಆರೋಗ್ಯ
424,Krankheit::N,тӏал,ರೋಗ
425,Schmerz::N,тӏал,ನೋವು
426,Schmerz::N,тӏарвал,ನೋವು
427,Wunde::N,хер,ಗಾಯ
428,Fieber::N,ифин,ಜ್ವರ
429,Arznei::N,дарман,ಔಷಧ
430,Brücke::N,муьгъ,ಸೇತುವೆ
431,Brunnen::N,къуй,ಬಾವಿ
432,Weide::N,уьруьш,ಗೋಮಾಳ
433,Pfad::N,рехъ,ದಾರಿ
434,Weg::N,рехъ,ಹಾದಿ
435,Straße::N,рехъ,ರಸ್ತೆ
436,Dorf::N,хуьр,ಹಳ್ಳಿ
437,Stadt::N,шегьер,ಪಟ್ಟಣ
438,Brief::N,кагъаз,ಕಾಗದ
439,Buch::N,улуб,ಪುಸ್ತಕ
440,Buchstabe::N,гьарф,ಅಕ್ಷರ
441,Zeitung::N,газета,ವಾರ್ತಾಪತ್ರಿಕೆ
442,Leben::N,уьмуьр,ಜೀವನ
443,Tod::N,кьиникь,ಮರಣ
444,Grab::N,сур,ಗೋರಿ
445,Kirche::N,килиса,ಚರ್ಚು
446,Sünde::N,гунагь,ಪಾಪ
447,Gott::N,аллагь,ದೇವರು
448,Arbeiter::N,фяле,ಕೆಲಸಗಾರ
449,Chef::N,гьаким,ದಣಿ
450,Meister::N,устӏар,ಶಿಕ್ಷಕ
451,Arzt::N,доктор,ವೈದ್ಯ
452,Lehrer::N,муаллим,ಉಪಾಧ್ಯಾಯ
453,Geld::N,пул,ಹಣ
454,Laden::N,магазин,ಅಂಗಡಿ
455,Preis::N,къимет,ಬೆಲೆ
456,Ware::N,мал,ಸರಕು
457,Ware::N,товар,ಸರಕು
458,Nutzen::N,хийир,ಲಾಭ
459,Nutzen::N,менфят,ಲಾಭ
460,Reichtum::N,девлет,ಸಂಪತ್ತು
461,Welt::N,дуьнья,ಭೂಲೋಕ
462,Land::N,уьлкве,ದೇಶ
463,Staat::N,пачагьлугъ,ರಾಜ್ಯ
464,Staat::N,государство,ರಾಜ್ಯ
465,König::N,пачагь,ರಾಜ
466,Macht::N,власть,ಅಧಿಕಾರ
467,Grenze::N,сергьят,ಗಡಿ
468,Krieg::N,дяве,ಯುದ್ಧ
469,Feind::N,душман,ಶತ್ರು
470,Gewalt::N,гуж,ಹಿಂಸೆ
471,Kampf::N,женг,ಹೋರಾಟ
472,Bogen[Waffe]::N,чӏемерук,ಬಿಲ್ಲು
473,Pfeil::N,хьел,ಅಂಬು
474,Gewehr::N,тфенг,ಬಂದೂಕು
475,Fehler::N,гъалатӏ,ತಪ್ಪು
476,Lüge::N,ттаб,ಸುಳ್ಳು
477,Schaden::N,зиян,ಹಾನಿ
478,Schaden::N,зарар,ಹಾನಿ
479,Unglück::N,бала,ಅಪಾಯ
480,Unglück::N,бедбахтвал,ಅಪಾಯ
481,Schuld::N,тахсир,ದೋಷ
482,Alter::N,яш,ಮುಪ್ಪು
483,Schluss::N,эхир,ಮುಕ್ತಾಯ
484,Zeit::N,вяде,ಕಾಲ
485,Tag::N,югъ,ದಿನ
486,Morgen::N,пакама,ಮುಂಜಾನೆ
487,Mittag::N,нисин,ನಡುಹಗಲು
488,Abend::N,няни,ಸಂಜೆ
489,Nacht::N,йиф,ರಾತ್ರಿ
490,Woche::N,гьафте,ವಾರ
491,Monat::N,варз,ತಿಂಗಳು
492,Jahr::N,йис,ಸಂವತ್ಸರ
493,Frühling::N,гатфар,ವಸಂತ
494,Sommer::N,гад,ಬಿಸಿಲುಕಾಲ
495,Herbst::N,зул,ಶರತ್ಕಾಲ
496,Winter::N,кьуьд,ಚಳಿಗಾಲ
497,Januar::N,январь,ನಾಲ್ಚಳಿ
498,Februar::N,февраль,ಅಯ್ಚಳಿ
499,März::N,март,ಮೊಬ್ಬೇಸಿಗೆ
500,April::N,апрель,ಇಬ್ಬೇಸಿಗೆ
501,Mai::N,май,ಮುಬ್ಬೇಸಿಗೆ
502,Juni::N,июнь,ಮೊಮ್ಮಳೆ
503,Juli::N,июль,ಇಮ್ಮಳೆ
504,August::N,август,ಮುಮ್ಮಳೆ
505,September::N,сентябрь,ನಾಲ್ಮಳೆ
506,Oktober::N,октябрь,ಮೊಚ್ಚಳಿ
507,November::N,ноябрь,ಇಚ್ಚಳಿ
508,Dezember::N,декабрь,ಮುಚ್ಚಳಿ
509,Montag::N,ислен,ಸೋಮುವಾರ
510,Dienstag::N,саласа,ಮಂಗಳವಾರ
511,Mittwoch::N,арбе,ಬುಧವಾರ
512,Donnerstag::N,хемис югъ,ಗುರುವಾರ
513,Freitag::N,жуьмя,ಶುಕ್ರವಾರ
514,Freitag::N,жуьмя югъ,ಶುಕ್ರವಾರ
515,Samstag::N,киш,ಶನಿವಾರ
516,Sonntag::N,гьяд,ಭಾನುವಾರ
517,groß::A,еке,ದೊಡ್ಡ
518,groß::A,чӏехи,ದೊಡ್ಡ
519,klein::A,гъвечӏи,ಪುಟ್ಟ
520,lang::A,яргъи,ದೀರ್ಘ
521,kurz::A,куьруь,ಚಕ್ಕ
522,breit::A,гьяркьуь,ಅಗಲವಾದ
523,schmal::A,гуьтӏуь,ಇಕ್ಕಟ್ಟಾದ
524,dicht::A,къалин,ದಟ್ಟ
525,dünn::A,кьелечӏ,ತೆಳು
526,fein::A,шуькӏуь,ಕೋಮಲ
527,fest::A,кӏеви,ಘನ
528,flach::A,кьулу,ಚಪ್ಪಟೆ
529,glatt::A,цӏалцӏам,ನಯ
530,hart::A,кӏеви,ಗಟ್ಟಿ
531,weich::A,хъуьтуьл,ಮೃದುವಾದ
532,rund::A,элкъвей,ವರ್ತುಳ
533,spitz::A,хци,ಮೊನಚಾದ
534,scharf::A,хци,ತೀಕ್ಷ್ಣ
535,stumpf::A,къуьруь,ಮೊಂಡು
536,schwer::A,залан,ಭಾರಿ
537,schön::A,иер,ಸುಂದರ
538,heiß::A,кудай,ಬಿಸಿ
539,warm::A,чими,ಬಿಸಿ
540,kalt::A,мекьи,ತಣ್ಣನೆಯ
541,kühl::A,къайи,ತಂಪಾದ
542,frisch::A,таза,ನಿರ್ಮಲ
543,frisch::A,михьи,ನಿರ್ಮಲ
544,feucht::A,ламу,ಒದ್ದೆಯಾದ
545,nass::A,кьежей,ಒದ್ದೆಯಾದ
546,trocken::A,кьуру,ಶುಷ್ಕ
547,voll::A,ацӏай,ತುಂಬಿದ
548,leer::A,буш,ಖಾಲಿ
549,leer::A,ичӏи,ಖಾಲಿ
550,offen::A,ахъа,ಮುಚ್ಚಲ್ಲದ
551,geschlossen::A,кӏеви,ಮುಚ್ಚಿದ
552,sauber::A,михьи,ಶುದ್ಧ
553,schmutzig::A,чиркин,ಅಶುದ್ಧ
554,schmutzig::A,кьацӏай,ಅಶುದ್ಧ
555,roh::A,чиг,ಹಸಿ
556,roh::A,ицӏи,ಹಸಿ
