,Concept_ID,ca,he
828,trocknen::V,assecar-se,התיבש
829,sieden::V,bullir,רתח
830,faulen::V,podrir-se,רקב
831,verfaulen::V,podrir-se,רקב
832,reißen::V,trencar-se,נקרע
833,versinken::V,enfonsar-se,טבע
834,vergehen::V,passar,עבר
835,erscheinen::V,aparèixer,נגלה
836,erscheinen::V,aparèixer,הופיע
837,verschwinden::V,desaparèixer,נעלם
838,sinken::V,baixar,ירד
839,sinken::V,descendir,ירד
840,abnehmen::V,decréixer,הפחית
841,zunehmen::V,augmentar,רבה
842,steigen::V,pujar,עלה
843,wachsen::V,créixer,גדל
844,glänzen::V,brillar,נצץ
845,glänzen::V,brillar,בהק
846,glänzen::V,resplendir,נצץ
847,glänzen::V,resplendir,בהק
848,funkeln::V,espurnejar,נצנץ
849,lärmen::V,fer soroll,רעש
850,läuten::V,sonar,צלצל
851,klingeln::V,trucar,צלצל
852,klirren::V,dringar,קרקש
853,brausen::V,rugir,געש
854,rauschen::V,murmurar,רשרש
855,klingen::V,sonar,נשמע
856,bellen::V,lladrar,נבח
857,heulen::V,udolar,ילל
858,blasen::V,bufar,נשף
859,pfeifen::V,xiular,שרק
860,schreien::V,cridar,צעק
861,stöhnen::V,gemegar,נאנק
862,zittern::V,tremolar,רעד
863,leben::V,vīure,חי
864,geboren werden::V,néixer,נולד
865,atmen::V,respirar,נשם
866,trinken::V,beure,שתה
867,essen::V,menjar,אכל
868,schlucken::V,empassar-se,בלע
869,müde werden::V,cansar-se,התעיף
870,einschlafen::V,adormir-se,נרדם
871,schlafen::V,dormir,ישן
872,aufwachen::V,despertar-se,התעורר
873,aufstehen::V,llevar-se,קם
874,sich erholen::V,descansar,נפש
875,krank werden::V,posar-se malalt,חלה
876,krank sein::V,estar malalt,היה חולה
877,schmerzen::V,doldre,כאב
878,husten::V,tossir,השתעל
879,genesen::V,recuperar-se,הבריא
880,sterben::V,morir,מת
881,umkommen::V,perir,נספה
882,sich bewegen::V,moure's,נע
883,sich rühren::V,moure's,זז
884,sich erheben::V,aixecar-se,קם
885,sich setzen::V,asseure's,התישב
886,hinfallen::V,caure's,נפל
887,laufen::V,caminar,הלך ברגל
888,schreiten::V,procedir,פסע
889,spazierengehen::V,passejar,טיל
890,eilen::V,anar corrent,אץ
891,eilen::V,anar corrent,מהר
892,sich beeilen::V,afanyar-se,מהר
893,sausen::V,córrer,אץ
894,rennen::V,córrer,רץ
895,springen::V,saltar,קפץ
896,klettern::V,escalar,טפס
897,schaukeln::V,gronxar-se,התנדנד
898,schaukeln::V,balancejar-se,התנדנד
899,kriechen::V,reptar,זחל
900,kriechen::V,arrossegar-se,זחל
901,schwimmen::V,nadar,שחה
902,tauchen::V,bussejar,צלל
903,tauchen::V,submergir-se,צלל
904,rudern::V,remar,חתר
905,fahren::V,anar,נסע
906,fliegen::V,volar,עף
907,gehen::V,caminar,הלך
908,weggehen::V,anar-se'n,עזב
909,abfahren::V,partir,יצא
910,anhalten::V,aturar-se,עצר
911,hineingehen::V,entrar,נכנס
912,eintreten::V,entrar,נכנס
913,kommen::V,venir,בא
914,ankommen::V,arribar,הגיע
915,zurückkommen::V,tornar,שב
916,zurückkommen::V,tornar,חזר
917,bleiben::V,quedar-se,נשאר
918,warten::V,esperar,חכה
919,warten::V,esperar,המתין
920,erwarten::V,esperar,צפה
921,suchen::V,buscar,חפש
922,finden::V,trobar,מצא
923,versuchen::V,intentar,נסה
924,vorbereiten::V,preparar,הכין
925,lieben::V,estimar,אהב
926,mögen::V,agradar a,אהב
927,lachen::V,riure,צחק
928,rühren::V,commoure,נגע ללב
929,rühren::V,emocionar,נגע ללב
930,weinen::V,plorar,בכה
931,schimpfen::V,renyar,גער
932,sich ärgern::V,enfadar-se,זעם
933,sich ärgern::V,enfadar-se,כעס
934,sich fürchten::V,tenir por,פחד
935,sich fürchten::V,tenir por,חשש
936,fürchten::V,témer,פחד מ
937,fürchten::V,témer,חשש מ
938,fliehen::V,fugir,ברח
939,flüchten::V,refugiar-se,נמלט
940,sehen::V,veure,ראה
941,anschauen::V,mirar,הביט
942,ansehen::V,mirar,התבונן
943,hören::V,oir,שמע
944,zuhören::V,escoltar,הקשיב
945,probieren::V,provar,נסה
946,riechen::V,olorar,הריח
947,fühlen::V,sentīr,חש
948,scheinen::V,semblar,נדמה
949,zu sehen sein::V,poder-se veure,נראה
950,vernehmen::V,percebre,נודע ל
951,frieren::V,tenir fred,קר ל
952,tun::V,fer,פעל
953,können::V,poder,יכל
954,wollen::V,voler,רצה
955,anfangen::V,iniciar,התחיל
956,beenden::V,acabar,גמר
957,aufhören::V,deixar,סים
958,gelingen::V,sortir bé,הצליח
959,geraten::V,sortir,עלה
960,öffnen::V,obrir,פתח
961,schließen::V,tancar,סגר
962,stellen::V,posar,העמיד
963,stellen::V,col·locar,העמיד
964,setzen::V,assentar,הושיב
965,legen::V,posar,שם
966,berühren::V,tocar,נגע
967,verbinden::V,unir,קשר
968,verbinden::V,connectar,קשר
969,bedecken::V,tapar,כסה
970,bedecken::V,cobrir,כסה
971,aufhängen::V,penjar,תלה
972,anzünden::V,encendre,הצית
973,aufheben::V,aixecar,אסף
974,zurücklassen::V,deixar,השאיר
975,verlieren::V,pērdre,אבד
976,fallen lassen::V,deixar caure,שמט
977,fallen lassen::V,deixar caure,הפיל
978,machen::V,fer,עשה
979,herstellen::V,producir,יצר
980,bauen::V,construir,בנה
981,reparieren::V,reparar,תקן
982,verbessern::V,millorar,שפר
983,ändern::V,canviar,שנה
984,graben::V,cavar,חפר
985,beugen::V,doblegar,כפף
986,biegen::V,corbar,כופף
987,biegen::V,arquejar,כופף
988,drehen::V,girar,סובב
989,wenden::V,girar,הפך
990,umdrehen::V,voltar,סובב
991,heben::V,pujar,הרים
992,heben::V,aixecar,הרים
993,hochheben::V,aixecar,הרים
994,ergreifen::V,agafar,אחז
995,halten::V,mantenir,החזיק
996,drücken::V,prémer,לחץ
997,drücken::V,estrènyer,לחץ
998,schieben::V,empènyer,הזיז
999,kratzen::V,raspar,שרט
1000,kratzen::V,raspar,שפשף
1001,lecken::V,llepar,לקק
1002,beißen::V,mossegar,נשך
1003,abreißen::V,arrencar,קרע
1004,abschneiden::V,tallar,חתך
1005,binden::V,lligar,קשר
1006,stecken::V,ficar,תקע
1007,brechen::V,trencar,שבר
1008,klopfen::V,trucar,נקש
1009,hauen::V,picar,הכה
1010,hauen::V,colpejar,הכה
1011,kleben::V,enganxar,הדביק
1012,reiben::V,fregar,שפשף
1013,streichen::V,untar,מרח
1014,schleifen::V,afilar,השחיז
1015,schleifen::V,esmolar,השחיז
1016,schneiden::V,tallar,גזר
1017,rütteln::V,sacsejar,נענע
1018,schütteln::V,agitar,נער
1019,schütteln::V,sacsejar,נער
1020,schwenken::V,agitar,נופף
1021,schwenken::V,agitar,טלטל
1022,schütten::V,abocar,שפך
1023,füllen::V,omplir,מלא
1024,einwickeln::V,embolicar,עטף
1025,tragen::V,dur,נשא
1026,tragen::V,portar,נשא
1027,schleppen::V,arrossegar,סחב
1028,ziehen::V,tirar,משך
1029,ziehen::V,estirar,משך
1030,aufbewahren::V,conservar,שמר
1031,werfen::V,llançar,זרק
1032,fangen::V,agafar,תפס
1033,fangen::V,atrapar,תפס
1034,packen::V,engrapar,אחז
1035,verstecken::V,amagar,החביא
1036,teilen::V,dividir,חלק
1037,schicken::V,enviar,שלח
1038,bringen::V,portar,הביא
1039,hinzufügen::V,afegir,הוסיף
1040,bekommen::V,obtenir,תפס
1041,erhalten::V,rebre,קבל
1042,nehmen::V,prendre,אחז
1043,wählen::V,triar,בחר
1044,wählen::V,elegir,בחר
1045,auswählen::V,escollir,בחר ב
1046,auswählen::V,seleccionar,בחר ב
1047,bewahren::V,conservar,קים
1048,behindern::V,impedir,מנע
1049,behindern::V,obstaculitzar,מנע
1050,verderben::V,espatllar,מנע
1051,beschädigen::V,danyar,הזיק
1052,beschädigen::V,destrossar,הזיק
1053,zerbrechen::V,trencar,נשבר
1054,zerreißen::V,estripar,קרע
1055,zerstören::V,destruir,הרס
1056,zerstören::V,destruir,השמיד
1057,verbrennen::V,cremar,שרף
1058,geben::V,donar,נתן
1059,reichen::V,passar,העביר
1060,schenken::V,regalar,נתן במתנה
1061,versprechen::V,prometre,הבטיח
1062,wünschen::V,desitjar,אחל
1063,loben::V,elogiar,שבח
1064,küssen::V,fer un petó a,נשק
1065,wiegen::V,bressolar,נדנד
1066,zudecken::V,tapar,כסה
1067,zudecken::V,cobrir,כסה
1068,wecken::V,despertar,עורר
1069,zeigen::V,mostrar,הראה
1070,zeigen::V,ensenyar,הראה
1071,führen::V,guiar,הביא
1072,führen::V,guiar,הוביל
1073,führen::V,conduir,הביא
1074,führen::V,conduir,הוביל
1075,lehren::V,ensenyar,למד
1076,unterrichten::V,ensenyar,למד
1077,aufziehen::V,criar,רומם
1078,leiten::V,dirigir,נהל
1079,antreiben::V,impel·lir,המרץ
1080,lassen::V,fer,נתן
1081,einladen::V,invitar,הזמין
1082,einladen::V,convidar,הזמין
1083,vereinigen::V,unir,אחד
1084,vereinigen::V,unir,לכד
1085,besuchen::V,visitar,בקר
1086,besuchen::V,anar a veure,בקר
1087,treffen::V,trobar,פגש
1088,sich versammeln::V,reunir-se,התאסף
1089,spielen::V,jugar,שחק
1090,singen::V,cantār,שר
1091,tanzen::V,ballar,רקד
1092,sich trennen::V,separar-se,נפרד
1093,verlassen::V,deixar,עזב
1094,verlassen::V,abandonar,עזב
1095,retten::V,salvar,הציל
1096,bewachen::V,vigilar,שמר
1097,schützen::V,protegir,אבטח
1098,verteidigen::V,defensar,הגן
1099,sich schlagen::V,barallar-se,התכתש
1100,schießen::V,tirar,ירה
1101,schießen::V,disparar,ירה
1102,siegen::V,vèncer,גבר
1103,siegen::V,vèncer,נצח
1104,ärgern::V,enfadar,עצבן
1105,schlagen::V,pegar,הכה
1106,schlagen::V,pegar,הלקה
1107,schlagen::V,colpejar,הכה
1108,schlagen::V,colpejar,הלקה
1109,treten::V,donar un cop de peu a,בעט
1110,stechen::V,punxar,דקר
1111,stechen::V,apunyalar,דקר
1112,stoßen::V,empènyer,דחק
1113,stehlen::V,robar,גנב
1114,stören::V,molestar,קטע
1115,stören::V,molestar,הפריע
1116,belästigen::V,importunar,הציק
1117,belästigen::V,importunar,הטריד
1118,verbergen::V,amagar,הצניע
1119,verbergen::V,ocultar,הצניע
1120,täuschen::V,enganyar,שגע
1121,betrügen::V,estafar,הונה
1122,töten::V,matar,הרג
1123,wohnen::V,vīure,גר
1124,wohnen::V,habitar,גר
1125,arbeiten::V,treballar,עבד
1126,sammeln::V,col·leccionar,אסף
1127,pflücken::V,collir,קטף
1128,jagen::V,caçar,צד
1129,fischen::V,pescar,דג
1130,fassen::V,atrapar,תפס
1131,hüten::V,pasturar,רעה
1132,treiben::V,arriar,הוציא
1133,anbinden::V,lligar,קשר
1134,füttern::V,donar menjar a,הלעיט
1135,melken::V,munyir,חלב
1136,hacken::V,picar,קצץ
1137,hacken::V,tallar,קצץ
1138,gießen::V,regar,השקה
1139,reifen::V,madurar,בשל
1140,zubereiten::V,preparar,הכין
1141,kochen::V,coure,בשל
1142,backen::V,coure al forn,אפה
1143,braten::V,rostir,צלה
1144,braten::V,rostir,טגן
1145,umrühren::V,remenar,ערבב
1146,stricken::V,tricotar,סרג
1147,stricken::V,fer punt de mitja,סרג
1148,nähen::V,cosir,תפר
1149,färben::V,tenyir,צבע
1150,reinigen::V,netejar,נקה
1151,waschen::V,rentār,רחץ
1152,waschen::V,rentār,כבס
1153,abwischen::V,eixugar,נגב
1154,spülen::V,esbandir,שטף
1155,fegen::V,escombrar,טאטא
1156,kehren::V,escombrar,טאטא
1157,baden::V,banyar-se,טבל
1158,baden::V,banyar-se,שחה
1159,sich waschen::V,rentār-se,התרחץ
1160,ausziehen::V,treure's,הוריד
1161,anziehen::V,posar-se,לבש
1162,sich anziehen::V,vestir-se,התלבש
1163,kämmen::V,pentinar,סרק
1164,schmücken::V,adornar,קשט
1165,sagen::V,dir,אמר
1166,sprechen::V,parlar,דבר
1167,reden::V,parlar,דבר
1168,sich unterhalten::V,conversar,שוחח
1169,fragen::V,preguntar,שאל
1170,bitten::V,demanar,בקש
1171,erzählen::V,contar,ספר
1172,erzählen::V,explicar,ספר
1173,mitteilen::V,comunicar,מסר
1174,mitteilen::V,comunicar,הודיע
1175,nennen::V,nomenar,קרא בשם
1176,rufen::V,cridar,גיס
1177,rufen::V,cridar,הזמין לבוא
1178,prahlen::V,lloar-se,התרברב
1179,prahlen::V,jactar-se,התרברב
1180,übersetzen::V,traduir,תרגם
1181,denken::V,pensar,חשב
1182,glauben::V,creure,האמין
1183,bemerken::V,notar,הבחין
1184,erkennen::V,reconèixer,זהה
1185,begreifen::V,comprendre,קלט
1186,begreifen::V,comprendre,הבין
1187,verstehen::V,entendre,הבין
1188,lernen::V,aprendre,למד
1189,wissen::V,saber,ידע
1190,sich erinnern an::V,recordar,זכר
1191,vergessen::V,oblidar,שכח
1192,messen::V,mesurar,מדד
1193,zählen::V,comptar,ספר
1194,rechnen::V,calcular,חשב
1195,lesen::V,llegir,קרא
1196,malen::V,pintar,ציר
1197,zeichnen::V,dibuixar,שרטט
1198,schreiben::V,escrīure,כתב
1199,besitzen::V,posseir,היה בעל של
1200,kaufen::V,comprar,קנה
1201,kaufen::V,comprar,רכש
1202,verkaufen::V,vendre,מכר
1203,bezahlen::V,pagar,שלם
1204,zahlen::V,pagar per,שלם
1205,beherrschen::V,dominar,שלט
1206,ertragen::V,aguantar,סבל
