,Concept_ID,vep,kk
807,letzter::A,jäl'gmäine,артқы
808,letzter::A,jäl'gmäine,кейінгі
809,allein::ADV,üksnäze,серіксіз
810,auf einmal::ADV,ühten aigan,бірден
811,zusammen::ADV,ühtes,бірлесіп
812,lange::ADV,hätken,ұзақ
813,plötzlich::ADV,äkkid,кенет
814,sofort::ADV,kerdalaz,әне-міне дегенше
815,später::ADV,möhemba,артынан
816,jetzt::ADV,nügüd',енді
817,jetzt::ADV,nügüd',қазір
818,heute::ADV,tämbei,бүгін
819,morgen::ADV,homen,ертең
820,bald::ADV,pigai,тез
821,dann::ADV,sid',онан соң
822,dann::ADV,sid',сонан соң
823,gestern::ADV,eglai,кеше
824,einst::ADV,ende,бірде
825,einst::ADV,ende,бір кезде
826,einst::ADV,kerdan,бірде
827,einst::ADV,kerdan,бір кезде
828,damals::ADV,siloi,анада
829,danach::ADV,sid',онан соң
830,danach::ADV,sid',сонан соң
831,vorher::ADV,ende,бұрын
832,zuerst::ADV,ezmäi,әуелі
833,zuerst::ADV,ezmäi,алдымен
834,einmal::ADV,kerdan,бір жолы
835,manchmal::ADV,erašti,кейде
836,oft::ADV,paksus,ылғи
837,immer::ADV,kaiken,өнебойы
838,niemals::ADV,ei nikonz,ешуақытта
839,hier::ADV,täs,бұнда
840,hier::ADV,täs,осында
841,hier::ADV,tägä,бұнда
842,hier::ADV,tägä,осында
843,hierhin::ADV,tänna,бермен
844,von hier::ADV,täspäi,бер жақтан
845,von hier::ADV,sid'päi,бер жақтан
846,dort::ADV,sigä,анда
847,dorthin::ADV,sinna,әрі
848,dorthin::ADV,nakkale,әрі
849,geradeaus::ADV,kohtha,тура
850,vorwärts::ADV,edehe,ілгері
851,rückwärts::ADV,sel'gin,артқа
852,zurück::ADV,tagaze,кейін қарай
853,unten::ADV,alahan,төменде
854,hinab::ADV,alaz,астына
855,hinab::ADV,alaz,төмен
856,hinab::ADV,alahaks,астына
857,hinab::ADV,alahaks,төмен
858,oben::ADV,ülähän,жоғарыда
859,hinauf::ADV,ülez,өрге
860,hinauf::ADV,ülähäks,өрге
861,überall::ADV,kaikjal,әрқайда
862,nicht::ADV,ei,емес
863,ein wenig::ADV,vähän,азырақ
864,ein wenig::ADV,vähän,аздаған
865,ein wenig::ADV,vähän,азғантай
866,kaum::ADV,habi,зорға
867,sehr::ADV,lujas,орасан
868,so::ADV,muga,бұлай
869,so::ADV,muga,былайша
870,so::ADV,ninga,бұлай
871,so::ADV,ninga,былайша
872,noch::ADV,völ,әлі
873,nur::ADV,järg,ғана
874,nur::ADV,vaiše,ғана
875,schon::ADV,jo,түге
876,wieder::ADV,möst,жаңа
877,wieder::ADV,möst,қайта
878,wieder::ADV,möst,жаңадан
879,vergebens::ADV,uhtei,бекер
880,vor::PRP,edes,алды
881,hinter::PRP,taga,артынан
882,unter::PRP,al,түп
883,unter::PRP,al,маңында
884,durch::PRP,läbi,арқылы
885,durch::PRP,kal't,арқылы
886,neben::PRP,rindal,іргеде
887,neben::PRP,rindal,жанында
888,zwischen::PRP,keskes,арада
889,wegen::PRP,tagut,үшін
890,dies::PRN,nece,бұ
891,dies::PRN,nece,осы
892,das::PRN,se,сол
893,alles::PRN,kaik,дүйім
894,alles::PRN,kaik,күллі
895,ich::PRN,minä,мен
896,du::PRN,sinä,сен
897,er::PRN,hän,ол
898,wir::PRN,mö,біз
899,ihr::PRN,tö,сіз
900,sie::PRN,hö,олар
901,was::FPRN,mi,не
902,wer::FPRN,ken,кім
903,wo::FADV,kus,кәні
904,wo::FADV,kus,қайда
905,wohin::FADV,kuna,қайда
906,wie::FADV,kut,калай
907,wie::FADV,mit',калай
908,warum::FADV,mikš,неғып
909,wieviel::FNUM,äjak,неше
910,wieviel::FNUM,äjak,қанша
911,wieviel::FNUM,kuverz',неше
912,wieviel::FNUM,kuverz',қанша
913,eins::NUM,üks',бір
914,zwei::NUM,kaks',екі
915,drei::NUM,koume,үш
916,vier::NUM,nel'l',төрт
917,fünf::NUM,viž,бес
918,sechs::NUM,kuz',алты
919,sieben::NUM,seičeme,жеті
920,acht::NUM,kahesa,сегіз
921,neun::NUM,ühesa,тоғыз
922,zehn::NUM,kümne,он
923,elf::NUM,üks'toštkümne,он бір
924,zwölf::NUM,kaks'toštkümne,он екі
925,zwanzig::NUM,kaks'kümne,жиырма
926,dreißig::NUM,koumekümne,отыз
927,vierzig::NUM,nel'l'kümne,қырық
928,fünfzig::NUM,vižkümne,елу
929,sechzig::NUM,kuz'kümne,алпыс
930,siebzig::NUM,seičemekümne,жетпіс
931,achtzig::NUM,kahesakümne,сексен
932,neunzig::NUM,ühesakümne,тоқсан
933,hundert::NUM,sada,жүз
934,tausend::NUM,tuha,мың
935,und::CNJ,i,та
936,und::CNJ,da,та
937,oder::CNJ,vai,әлде
938,oder::CNJ,vai,немесе
939,stehen::V,seišta,тұру
940,sitzen::V,ištta,отыру
941,liegen::V,venuda,жату
942,hängen::V,ripta,ілу
943,werden::V,lindä,болу
944,werden::V,lindä,түрегелу
945,werden::V,tehtas,болу
946,werden::V,tehtas,түрегелу
947,passieren::V,ozaitas,болу
948,beginnen::V,augotadas,басталу
949,enden::V,loptas,ада болу
950,wechseln::V,vajehtadas,құбылу
951,wechseln::V,vajehtadas,өзгеру
952,aufgehen[Sonne]::V,nousta,шығу
953,untergehen[Sonne]::V,lasktas,батыру
954,scheinen[Sonne]::V,paštta,жылтырау
955,donnern::V,juraita,күркіреу
956,wehen::V,dölta,огып тур
957,wehen::V,puhuda,огып тур
958,strömen::V,valadas,сорғалау
959,fließen::V,valuda,ағу
960,sich drehen::V,punotas,айналу
961,schwanken::V,čibuda,толықсу
962,schwingen::V,čibuda,тербелу
963,fallen::V,langeta,құлау
964,fallen::V,langeta,жығылу
965,fallen::V,langeta,төмендеу
966,brennen::V,pallada,жану
967,rauchen::V,savustada,түтету
968,regnen::V,vihmda,жауу
969,gefrieren::V,jäduda,мұздай қату
970,gefrieren::V,jäduda,мұз боп қату
971,gefrieren::V,kül'mdä,мұздай қату
972,gefrieren::V,kül'mdä,мұз боп қату
973,tauen::V,sulada,жібу
974,schmelzen::V,sulada,еру
975,trocknen::V,kuida,курау
976,trocknen::V,kuivehtuda,курау
977,sieden::V,kehuda,қайнау
978,faulen::V,hapata,иістену
979,faulen::V,traudäs,иістену
980,verfaulen::V,hapata,шіру
981,reißen::V,rebita,жыртылу
982,versinken::V,upota,малтығу
983,vergehen::V,mända,өту
984,erscheinen::V,ozutadas,көріну
985,erscheinen::V,ozutadas,көрініп қалу
986,verschwinden::V,hajeta,ғайып_болу
987,sinken::V,väheta,ылдилау
988,sinken::V,väheta,төмендеу
989,sinken::V,lasktas,ылдилау
990,sinken::V,lasktas,төмендеу
991,abnehmen::V,peneta,кемітілу
992,zunehmen::V,ližaduda,көбею
993,steigen::V,nousta,қобу
994,steigen::V,nousta,көтерілу
995,steigen::V,nousta,жоғарылау
996,wachsen::V,kazda,өсу
997,glänzen::V,loštta,жалтырау
998,funkeln::V,hoštta,жарқырау
999,funkeln::V,hoštta,нұрлану
1000,funkeln::V,hoštta,жылтылдау
1001,lärmen::V,robaita,шулау
1002,lärmen::V,robaita,шуылдау
1003,läuten::V,judaita,қоңыраулату
1004,klingeln::V,kelotada,дыңғырлау
1005,klirren::V,biraita,дыңылдату
1006,brausen::V,bruncta,тасу
1007,rauschen::V,šobaita,сусылдау
1008,rauschen::V,šobaita,сыбдырлау
1009,klingen::V,heläita,дыбыс шығару
1010,bellen::V,nutta,үру
1011,heulen::V,ulaita,ұлу
1012,blasen::V,puhuda,үру
1013,pfeifen::V,pistta,ысқыру
1014,pfeifen::V,vihelta,ысқыру
1015,schreien::V,kirkta,шыңғыру
1016,schreien::V,kirkta,айғайлау
1017,schreien::V,kirkta,байбайлау
1018,schreien::V,kirkta,бажалақтау
1019,schreien::V,kidastada,шыңғыру
1020,schreien::V,kidastada,айғайлау
1021,schreien::V,kidastada,байбайлау
1022,schreien::V,kidastada,бажалақтау
1023,stöhnen::V,ohkta,ыңырсу
1024,stöhnen::V,ohkta,ыңкылдау
1025,stöhnen::V,voivotada,ыңырсу
1026,stöhnen::V,voivotada,ыңкылдау
1027,zittern::V,säraita,қалш
1028,zittern::V,säraita,қалшылдату
1029,leben::V,eläda,жасау
1030,leben::V,eläda,күнелту
1031,leben::V,eläda,күн көру
1032,leben::V,eläda,тіршілік ету
1033,geboren werden::V,sünduda,туу
1034,atmen::V,henktä,дем алу
1035,atmen::V,henktä,ауа жұту
1036,trinken::V,joda,ішу
1037,trinken::V,joda,ұрттау
1038,essen::V,söda,жеу
1039,essen::V,söda,тамақтану
1040,schlucken::V,lainata,жұту
1041,müde werden::V,väzuda,болдыру
1042,müde werden::V,šuštuda,болдыру
1043,einschlafen::V,uinota,үйыктап калу
1044,schlafen::V,magata,ұйықтау
1045,schlafen::V,nukkuda,ұйықтау
1046,aufwachen::V,heraštuda,ояну
1047,aufstehen::V,nousta,ояну
1048,sich erholen::V,lebaitas,тынығу
1049,krank werden::V,läžegata,кеселдену
1050,krank werden::V,läžegata,сырқаттану
1051,krank werden::V,läžegata,ауырып қалу
1052,krank werden::V,läžegata,ауыра бастау
1053,krank werden::V,läžegata,кеселге ұшырау
1054,krank werden::V,läžegata,сырқаттанып қалу
1055,krank sein::V,läžuda,ауыру
1056,krank sein::V,läžuda,сырқаттану
1057,schmerzen::V,kibištada,ауырады
1058,husten::V,rügda,жөтелу
1059,genesen::V,tervehtuda,айығу
1060,sterben::V,kolda,өлу
1061,sterben::V,kolda,қайтыс
1062,sterben::V,kolda,жантапсыру
1063,umkommen::V,kolda,өлу
1064,umkommen::V,kolda,қаза табу
1065,sich bewegen::V,likkuda,жылжу
1066,sich rühren::V,likahtada,қыбырлау
1067,sich rühren::V,kubahtada,қыбырлау
1068,sich erheben::V,nousta,тұру
1069,sich setzen::V,išttas,отыру
1070,hinfallen::V,langeta,жығылу
1071,laufen::V,kävuda,жояу жүру
1072,schreiten::V,astta,кадамдау
1073,schreiten::V,haškta,кадамдау
1074,spazierengehen::V,kävelta,қыдыру
1075,eilen::V,kiruhtada,асығу
1076,eilen::V,kiruhtada,жеделдену
1077,eilen::V,kiruhtada,жедепдеу
1078,sich beeilen::V,kiruhtada,асығу
1079,sich beeilen::V,kiruhtada,жеделдену
1080,sausen::V,fun'urta,заулау
1081,rennen::V,joksta,жүгіру
1082,springen::V,hüptä,секіру
1083,klettern::V,libuda,өрмелеп шығу
1084,schaukeln::V,čibuda,тербелу
1085,kriechen::V,ličtas,еңбектеу
1086,schwimmen::V,ujuda,жүзу
1087,schwimmen::V,ujuda,малту
1088,schwimmen::V,ujuda,қалықтау
1089,tauchen::V,čukautas,сүңгу
1090,rudern::V,souta,есу
1091,fahren::V,ajada,бару
1092,fahren::V,ajelda,бару
1093,fliegen::V,leta,ұшу
1094,gehen::V,mända,бару
1095,gehen::V,kävuda,бару
1096,weggehen::V,päzda,кету
1097,weggehen::V,lähtta,кету
1098,abfahren::V,tönduda,жөнелу
1099,anhalten::V,seižutadas,тоқтау
1100,hineingehen::V,mända südäimehe,кіру
1101,eintreten::V,tulda,ену
1102,kommen::V,tulda,жету
1103,ankommen::V,tulda,келу
1104,zurückkommen::V,pörtas,қайту
1105,bleiben::V,jäda,қалу
1106,warten::V,varastada,тосу
1107,erwarten::V,varastada,күту
1108,suchen::V,ectä,іздеу
1109,finden::V,löuta,табу
1110,versuchen::V,ladida,талпыну
1111,versuchen::V,rohkaita,талпыну
1112,vorbereiten::V,vaumita,әзірлеу
1113,lieben::V,armastada,сүю
1114,mögen::V,navedida,жарату
1115,mögen::V,navedida,жақсы_көру
1116,lachen::V,nagrda,күлу
1117,lachen::V,nagrda,күлісу
1118,rühren::V,likutada,көңілін бұзу
1119,weinen::V,itkta,жылау
1120,schimpfen::V,laidas,ақырып-бақыру
1121,schimpfen::V,pačatada,ақырып-бақыру
1122,sich ärgern::V,rändüda,ашулану
1123,sich fürchten::V,varaita,сескену
1124,fürchten::V,varaita,қауіптену
1125,fürchten::V,varaita,сақсыну
1126,fliehen::V,pageta,қашу
1127,fliehen::V,pageta,қашып кету
1128,flüchten::V,pageta,қашу
1129,flüchten::V,pageta,қашып кету
1130,flüchten::V,joksta,қашу
1131,flüchten::V,joksta,қашып кету
1132,sehen::V,nähta,көру
1133,anschauen::V,kacta,назар салу
1134,ansehen::V,kacta,тамашалау
1135,hören::V,kulda,есту
1136,zuhören::V,kundeltas,тыңдау
1137,zuhören::V,kundeltas,құлақ қою
1138,probieren::V,mujada,тату
1139,probieren::V,mujada,дәм тату
1140,riechen::V,rižada,иіскеу
1141,fühlen::V,mujada,сезу
1142,fühlen::V,mujada,сезіну
1143,scheinen::V,näguda,болып көріну
1144,zu sehen sein::V,näguda,көріну
1145,vernehmen::V,kulištada,есту
1146,vernehmen::V,kulištada,есітіп қалу
1147,frieren::V,kül'mdä,тоңу
1148,frieren::V,kül'mdä,жаурау
1149,tun::V,tehta,ету
1150,tun::V,tehta,істеу
1151,können::V,voida,білу
1152,können::V,mahtta,білу
1153,wollen::V,himoita,қалау
1154,wollen::V,tahtoida,қалау
1155,anfangen::V,zavottä,бастау
1156,anfangen::V,augotada,бастау
1157,beenden::V,loptä,бітіру
1158,beenden::V,loptä,адақтау
1159,beenden::V,loptä,тамамдау
1160,beenden::V,loptä,аяқтап шығу
1161,aufhören::V,loptas,доғару
1162,gelingen::V,lähtta,жолы түсу
1163,gelingen::V,tehtas,жолы түсу
1164,geraten::V,tulda,калу
1165,öffnen::V,avaita,ашу
1166,öffnen::V,avaita,ашып қою
1167,schließen::V,saubata,жабу
1168,stellen::V,panda,қою
1169,stellen::V,panda,қойдыру
1170,stellen::V,seižutada,қою
1171,stellen::V,seižutada,қойдыру
1172,setzen::V,ištutada,отырғызу
1173,legen::V,panda,салу
1174,legen::V,panda,калау
1175,berühren::V,koskta,тию
1176,berühren::V,käziduda,тию
1177,verbinden::V,ühtenzoitta,байлап алу
1178,verbinden::V,ühtenzoitta,сабақтастыру
1179,bedecken::V,katta,бүркеу
1180,bedecken::V,peitta,бүркеу
1181,aufhängen::V,riputada,ілу
1182,aufhängen::V,riputada,асып қою
1183,anzünden::V,sütutada,тұтату
1184,aufheben::V,leta,көтеру
1185,zurücklassen::V,jätta,қалдыру
1186,verlieren::V,kadotada,жоғалту
1187,fallen lassen::V,kirbotada,құлатып алу
1188,fallen lassen::V,kirbotada,қолдан түсіріп алу
1189,machen::V,säta,ету
1190,machen::V,säta,жасау
1191,machen::V,säta,жасап шығару
1192,machen::V,tehta,ету
1193,machen::V,tehta,жасау
1194,machen::V,tehta,жасап шығару
1195,herstellen::V,tehta,жасап шығару
1196,bauen::V,leta,тұрғызу
1197,bauen::V,sauda,тұрғызу
1198,reparieren::V,koheta,оңдау
1199,verbessern::V,paremboita,дұрыстау
1200,ändern::V,vajehtada,өзгерту
1201,graben::V,kaida,үңгу
1202,graben::V,čongoida,үңгу
1203,beugen::V,koverta,буғу
1204,biegen::V,painda,ию
1205,biegen::V,painda,майыстыру
1206,drehen::V,punotada,айналдыру
1207,wenden::V,käta,екінші жағын айналдыру
1208,wenden::V,kärauta,екінші жағын айналдыру
1209,umdrehen::V,käta,бұру
1210,heben::V,leta,көтеру
1211,hochheben::V,libutada,жоғарылату
1212,hochheben::V,libutada,көтеру
1213,ergreifen::V,tabata,бас_салу
1214,ergreifen::V,tabata,шап_беріп_ұстап_алу
1215,ergreifen::V,tabata,шап_беру
1216,ergreifen::V,tabata,шап_ете_түсу
1217,halten::V,pidada,тұту
1218,halten::V,pidada,ұстау
1219,drücken::V,painda,басу
1220,schieben::V,žigutada,итеру
1221,kratzen::V,künstä,қыру
1222,lecken::V,nolda,жалау
1223,beißen::V,purda,қабу
1224,beißen::V,purda,тістеу
1225,beißen::V,purda,қауып алу
1226,beißen::V,hambastada,қабу
1227,beißen::V,hambastada,тістеу
1228,beißen::V,hambastada,қауып алу
1229,abreißen::V,ratketa,үзу
1230,abschneiden::V,čapata,қырқу
1231,abschneiden::V,leikata,қырқу
1232,binden::V,sidoda,байланыстыру
1233,binden::V,sidoda,байлап_алу
1234,binden::V,sidoda,байластыру
1235,binden::V,sidoda,байлау
1236,binden::V,sidoda,буу
1237,binden::V,sidoda,матау
1238,binden::V,sidoda,сабақтастыру
1239,binden::V,sidoda,ұштастыру
1240,stecken::V,čokaita,сұғу
1241,brechen::V,katkaita,сындыру
1242,klopfen::V,kolkotada,қағу
1243,hauen::V,löda,соғу
1244,kleben::V,klejata,желімдеу
1245,reiben::V,hosta,үйкеу
1246,reiben::V,törkita,үйкеу
1247,reiben::V,jorotada,үйкеу
1248,streichen::V,voita,сүйкеу
1249,schleifen::V,hijoida,егеу
1250,schleifen::V,hijoida,қайрау
1251,schleifen::V,hijoida,егеулеу
1252,schleifen::V,teravzoitta,егеу
1253,schleifen::V,teravzoitta,қайрау
1254,schleifen::V,teravzoitta,егеулеу
1255,schneiden::V,leikata,кесу
1256,rütteln::V,heilutada,қозғау
1257,rütteln::V,heilutada,жұлмалау
1258,schütteln::V,pudištada,дірілдету
1259,schütteln::V,pudištada,селкілдету
1260,schwenken::V,maihutada,бұлғау
1261,schwenken::V,maihutada,сермеу
1262,schütten::V,valada,құю
1263,füllen::V,täutta,толтыру
1264,einwickeln::V,kärdä,орау
1265,tragen::V,kantta,алып жүру
1266,tragen::V,kandišta,алып жүру
1267,schleppen::V,vedätada,тарту
1268,ziehen::V,vedada,тарту
1269,aufbewahren::V,kaita,сақтау
1270,werfen::V,čuta,лақтыру
1271,werfen::V,tactä,лақтыру
1272,fangen::V,püta,қармау
1273,fangen::V,püta,қағып алу
1274,packen::V,tabata,шап беру
1275,packen::V,tabata,шап ете түсу
1276,packen::V,tabata,шап беріп ұстап алу
1277,verstecken::V,peitta,тығу
1278,verstecken::V,peitta,жасыру
1279,teilen::V,jagada,бөлу
1280,schicken::V,oigeta,жіберу
1281,bringen::V,veda,әкелу
1282,bringen::V,veda,алып келу
1283,hinzufügen::V,ližata,қосу
1284,hinzufügen::V,ližata,үстеу
1285,bekommen::V,sada,алу
1286,erhalten::V,sada,алмақ
1287,nehmen::V,otta,алу
1288,nehmen::V,otta,алмақ
1289,wählen::V,valita,таңдау
1290,auswählen::V,valita,екшеу
1291,auswählen::V,valita,саралау
1292,auswählen::V,valita,сұрыптау
1293,auswählen::V,valita,сайлап алу
1294,bewahren::V,kaita,сақтау
1295,behindern::V,telustada,оралғы болу
1296,verderben::V,travida,бүлдіру
1297,beschädigen::V,satatada,бұзу
1298,zerbrechen::V,mureta,уату
1299,zerreißen::V,rebitada,жырту
1300,zerstören::V,mureta,қирату
1301,zerstören::V,mureta,талқандау
1302,verbrennen::V,poltta,өртеу
1303,verbrennen::V,poltta,жандыру
1304,verbrennen::V,poltta,өртеп жіберу
1305,verbrennen::V,poltta,жандырып жіберу
1306,geben::V,antta,беру
1307,reichen::V,antta,беру
1308,schenken::V,lahjoita,тарту
1309,versprechen::V,toivotada,уәде беру
1310,wünschen::V,toivotada,тілеу
1311,loben::V,kitta,мақтау
1312,loben::V,kitta,дәріптеу
1313,küssen::V,tervehtada,сүю
1314,wiegen::V,likutada,тербеу
1315,zudecken::V,katta,бүркеу
1316,wecken::V,noustatada,ояту
1317,zeigen::V,ozutada,көрсету
1318,führen::V,astutada,ерту
1319,führen::V,astutada,жетектеу
1320,lehren::V,opeta,оқыту
1321,unterrichten::V,opeta,оқыту
1322,aufziehen::V,kazvatada,бағу
1323,leiten::V,ohjata,басқару
1324,leiten::V,ohjata,жетекшілік ету
1325,antreiben::V,rigehtoitta,асықтыру
1326,lassen::V,käskta,-ткізу
1327,lassen::V,käskta,мәжбүр ету
1328,einladen::V,kucta,шақыру
1329,vereinigen::V,ühtenzoitta,біріктіру
1330,vereinigen::V,ühtenzoitta,біріктіріп қою
1331,besuchen::V,rižada,кіріп шығу
1332,besuchen::V,rižada,барып шығу
1333,treffen::V,vastata,кездесу
1334,sich versammeln::V,kägeta,топталу
1335,sich versammeln::V,sätas,топталу
1336,spielen::V,väta,ойнау
1337,singen::V,pajatada,сайрау
1338,tanzen::V,kargaita,билеу
1339,sich trennen::V,erigata,айрылысу
1340,verlassen::V,jätta,тастау
1341,retten::V,päzutada,құтқару
1342,bewachen::V,varjoita,күзету
1343,schützen::V,kaita,жақтау
1344,schützen::V,kaita,жақтасу
1345,verteidigen::V,kaita,қорғау
1346,sich schlagen::V,torata,алысу
1347,schießen::V,ampta,ату
1348,siegen::V,vägestada,жеңу
1349,ärgern::V,verdutada,ашуландыру
1350,ärgern::V,rändütada,ашуландыру
1351,schlagen::V,löda,ұру
1352,schlagen::V,iškta,ұру
1353,treten::V,peksta,тебу
1354,treten::V,topsta,тебу
1355,stechen::V,pystiä,шаншу
1356,stoßen::V,iškta,түрту
1357,stoßen::V,pudištada,түрту
1358,stehlen::V,vargastada,ұрлау
1359,stören::V,keskustada,кесірлен
1360,belästigen::V,tartuteldas,мазасын алу
1361,verbergen::V,katelda,сездірмеу
1362,täuschen::V,manitada,жалған айту
1363,betrügen::V,manitada,алдау
1364,betrügen::V,manitada,алдап кету
1365,betrügen::V,manitada,ақымақ қылу
1366,töten::V,rikta,құрту
1367,töten::V,rikta,өлтіру
1368,töten::V,surmita,құрту
1369,töten::V,surmita,өлтіру
1370,wohnen::V,eläda,мекендеу
1371,wohnen::V,eläda,өмір сүру
1372,arbeiten::V,rata,істеу
1373,arbeiten::V,rata,еңбектену
1374,sammeln::V,kogota,жыю
1375,pflücken::V,poimda,жұлу
1376,jagen::V,mecata,аулау
1377,fischen::V,kalatada,балык_аулау
1378,fassen::V,tabata,ұстау
1379,hüten::V,paimeta,жаю
1380,hüten::V,paimeta,бағу
1381,treiben::V,ajada,айдау
1382,anbinden::V,küttestada,байлау
1383,anbinden::V,sidoda,байлау
1384,füttern::V,sötta,ас ішкізу
1385,füttern::V,sötta,азықтандыру
1386,füttern::V,sötta,қоректендіру
1387,melken::V,lüpsta,сауу
1388,hacken::V,sauda,турау
1389,gießen::V,valada,суару
1390,reifen::V,küpseta,жетілу
1391,zubereiten::V,vaumištada,даяр ету
1392,kochen::V,keitta,асу
1393,backen::V,paštta,пісіру
1394,braten::V,žarda,қуыру
1395,umrühren::V,segoitada,былғалау
1396,umrühren::V,segoitada,сапырылыстыру
1397,stricken::V,kudoda,торлау
1398,stricken::V,kudoda,тоқу
1399,nähen::V,ombelta,тігу
1400,färben::V,mujutada,бояу
1401,färben::V,mujutada,сырлау
1402,reinigen::V,puhtastada,аршу
1403,reinigen::V,puhtastada,тазалау
1404,waschen::V,pesta,жуу
1405,abwischen::V,pühktä,сүрту
1406,spülen::V,huhtoida,шаю
1407,fegen::V,pühkta,сыпыру
1408,kehren::V,uhoita,сыпыру
1409,baden::V,kül'ptäs,шомылу
1410,sich waschen::V,pestas,жуыну
1411,ausziehen::V,riičta,шешу
1412,ausziehen::V,rušta,шешу
1413,anziehen::V,panda päle,кигізу
1414,anziehen::V,panda kädehe,кигізу
1415,anziehen::V,panda jaugha,кигізу
1416,sich anziehen::V,sobdas,киіну
1417,kämmen::V,harjata,тарау
1418,schmücken::V,čomitada,әсемдеу
1419,schmücken::V,čomitada,мәнерлеу
1420,schmücken::V,čomitada,көріктендіру
1421,sagen::V,sanuda,деу
1422,sagen::V,sanuda,айту
1423,sprechen::V,pagišta,деу
1424,sprechen::V,pagišta,айту
1425,reden::V,pagišta,сөйлеу
1426,reden::V,pagišta,сөйлесу
1427,reden::V,pagišta,тіл қатысу
1428,sich unterhalten::V,lodaita,сұхбаттасу
1429,fragen::V,küzuda,сұрау
1430,bitten::V,pakita,өтіну
1431,bitten::V,pakita,жалыну
1432,erzählen::V,sanuda,айту
1433,erzählen::V,starinoita,айту
1434,mitteilen::V,tedotada,білдіру
1435,nennen::V,nimitada,атау
1436,rufen::V,kucta,шақыру
1437,prahlen::V,kittäs,бөсу
1438,übersetzen::V,käta,аудару
1439,denken::V,meletada,ойлау
1440,glauben::V,uskta,нану
1441,glauben::V,uskta,илану
1442,bemerken::V,homaita,аңғару
1443,erkennen::V,tundištada,тану
1444,begreifen::V,tabata,ұғу
1445,begreifen::V,tabata,аңғарып алу
1446,verstehen::V,el'geta,пайым
1447,verstehen::V,el'geta,түсіну
1448,verstehen::V,toimetada,пайым
1449,verstehen::V,toimetada,түсіну
1450,lernen::V,opetas,оқу
1451,wissen::V,teta,хабардар болу
1452,sich erinnern an::V,johtutada,еске түсіру
1453,vergessen::V,unohtada,ұмыту
1454,messen::V,märita,өлшеу
1455,zählen::V,lugeda,санау
1456,rechnen::V,lugeda,санап шығару
1457,rechnen::V,lugeda,санап шығу
1458,rechnen::V,lugeda,санау
1459,lesen::V,lugeda,оқу
1460,malen::V,pirta,сурет салу
1461,zeichnen::V,pirta,сурет салу
1462,schreiben::V,kirjutada,жазу
1463,besitzen::V,omištada,болу
1464,kaufen::V,ostta,алу
1465,kaufen::V,ostta,әперу
1466,verkaufen::V,möda,сату
1467,bezahlen::V,maksta,төлеу
1468,bezahlen::V,maksta,ақы беру
1469,bezahlen::V,maksta,ақы төлеу
1470,zahlen::V,maksta,төлеу
1471,beherrschen::V,valdoita,билеу
1472,ertragen::V,tirpta,төзу
1473,ertragen::V,tirpta,шыдау
