,Concept_ID,de,fr
85,Kälte::N,Kälte,froid
86,Hitze::N,Hitze,chaleur
87,Raureif::N,Raureif,givre
88,Regenbogen::N,Regenbogen,arc-en-ciel
89,Donner::N,Donner,tonnerre
90,Strömung::N,Strömung,courant
91,Tropfen::N,Tropfen,goutte
92,Schaum::N,Schaum,écume
93,Schaum::N,Schaum,mousse
94,Schmutz::N,Schmutz,boue
95,Schmutz::N,Schmutz,saleté
96,See::N,See,lac
97,Sumpf::N,Sumpf,marais
98,Sumpf::N,Sumpf,marécage
99,Moor::N,Moor,tourbière
100,Wiese::N,Wiese,pré
101,Wald::N,Wald,bois
102,Wald::N,Wald,forêt
103,Hügel::N,Hügel,coteau
104,Hügel::N,Hügel,colline
105,Anhöhe::N,Anhöhe,éminence
106,Anhöhe::N,Anhöhe,élévation
107,Berg::N,Berg,mont
108,Berg::N,Berg,montagne
109,Gipfel::N,Gipfel,cime
110,Gipfel::N,Gipfel,sommet
111,Höhle::N,Höhle,caverne
112,Abhang::N,Abhang,pente
113,Abhang::N,Abhang,versant
114,Quelle::N,Quelle,source
115,Quelle::N,Quelle,fontaine
116,Bach::N,Bach,ruisseau
117,Fluss::N,Fluss,fleuve
118,Fluss::N,Fluss,rivière
119,Ufer::N,Ufer,bord
120,Ufer::N,Ufer,rivage
121,Küste::N,Küste,côte
122,Festland::N,Festland,terre ferme
123,Meer::N,Meer,mer
124,Bucht::N,Bucht,baie
125,Insel::N,Insel,île
126,Blume::N,Blume,fleur
127,Gras::N,Gras,herbe
128,Wurzel::N,Wurzel,racine
129,Baum::N,Baum,arbre
130,Stamm::N,Stamm,tronc
131,Rinde::N,Rinde,écorce
132,Ast::N,Ast,branche
133,Zweig::N,Zweig,rameau
134,Blatt::N,Blatt,feuille
135,Birke::N,Birke,bouleau
136,Kiefer[Baum]::N,Kiefer,pin
137,Weide[Baum]::N,Weide,saule
138,Tanne::N,Tanne,sapin
139,Horn::N,Horn,corne
140,Feder::N,Feder,plume
141,Fell::N,Fell,peau
142,Flügel::N,Flügel,aile
143,Klaue::N,Klaue,serre
144,Kralle::N,Kralle,ongle
145,Kralle::N,Kralle,griffe
146,Schwanz::N,Schwanz,queue
147,Ei::N,Ei,œuf
148,Nest::N,Nest,nid
149,Bau::N,Bau,terrier
150,Tier::N,Tier,animal
151,Herde::N,Herde,troupeau
152,Kuh::N,Kuh,vache
153,Bulle::N,Bulle,taureau
154,Pferd::N,Pferd,cheval
155,Schaf::N,Schaf,mouton
156,Schwein::N,Schwein,porc
157,Schwein::N,Schwein,cochon
158,Hund::N,Hund,chien
159,Katze::N,Katze,chat
160,Bär::N,Bär,ours
161,Eichhörnchen::N,Eichhörnchen,écureuil
162,Elch::N,Elch,élan
163,Fuchs::N,Fuchs,renard
164,Hase::N,Hase,lièvre
165,Maus::N,Maus,souris
166,Wolf::N,Wolf,loup
167,Vogel::N,Vogel,oiseau
168,Schwarm::N,Schwarm,nuée
169,Schwarm::N,Schwarm,volée
170,Huhn::N,Huhn,poule
171,Hahn::N,Hahn,coq
172,Gans::N,Gans,oie
173,Adler::N,Adler,aigle
174,Ente::N,Ente,canard
175,Eule::N,Eule,hibou
176,Kranich::N,Kranich,grue
177,Krähe::N,Krähe,corneille
178,Kuckuck::N,Kuckuck,coucou
179,Schwan::N,Schwan,cygne
180,Fisch::N,Fisch,poisson
181,Barsch::N,Barsch,perche
182,Hecht::N,Hecht,brochet
183,Schlange[Tier]::N,Schlange,serpent
184,Wurm::N,Wurm,ver
185,Spinne::N,Spinne,araignée
186,Ameise::N,Ameise,fourmi
187,Laus::N,Laus,pou
188,Mücke::N,Mücke,moucheron
189,Fliege::N,Fliege,mouche
190,Schmetterling::N,Schmetterling,papillon
191,Beere::N,Beere,baie
192,Apfel::N,Apfel,pomme
193,Pilz::N,Pilz,champignon
194,Zwiebel::N,Zwiebel,oignon
195,Saat::N,Saat,semence
196,Korn::N,Korn,grain
197,Heu::N,Heu,foin
198,Schale::N,Schale,pelure
199,Grube::N,Grube,fosse
200,Falle::N,Falle,piège
201,Schlinge::N,Schlinge,lacs
202,Spur::N,Spur,trace
203,Asche::N,Asche,cendre
204,Dreck::N,Dreck,crotte
205,Eisen::N,Eisen,fer
206,Gold::N,Gold,or
207,Silber::N,Silber,argent
208,Kohle::N,Kohle,charbon
209,Glas::N,Glas,verre
210,Lehm::N,Lehm,glaise
211,Sand::N,Sand,sable
212,Mensch::N,Mensch,homme
213,Mann::N,Mann,homme
214,Frau::N,Frau,femme
215,Kind::N,Kind,enfant
216,Junge::N,Junge,garçon
217,Mädchen::N,Mädchen,fille
218,Mädchen::N,Mädchen,jeune fille
219,Familie::N,Familie,famille
220,Großvater::N,Großvater,grand-père
221,Großmutter::N,Großmutter,grand-mère
222,Eltern::N,Eltern,parents
223,Vater::N,Vater,père
224,Mutter::N,Mutter,mère
225,Sohn::N,Sohn,fils
226,Tochter::N,Tochter,fille
227,Bruder::N,Bruder,frère
228,Schwester::N,Schwester,sœur
229,Onkel::N,Onkel,oncle
230,Tante::N,Tante,tante
231,Ehemann::N,Ehemann,mari
232,Ehemann::N,Ehemann,époux
233,Ehefrau::N,Ehefrau,femme
234,Ehefrau::N,Ehefrau,épouse
235,Freude::N,Freude,joie
236,Freude::N,Freude,plaisir
237,Gelächter::N,Gelächter,rires
238,Glück::N,Glück,bonheur
239,Kummer::N,Kummer,peine
240,Kummer::N,Kummer,chagrin
241,Wunsch::N,Wunsch,désir
242,Lust::N,Lust,envie
243,Geist::N,Geist,esprit
244,Gedanke::N,Gedanke,idée
245,Gedanke::N,Gedanke,pensée
246,Gedächtnis::N,Gedächtnis,mémoire
247,Verstand::N,Verstand,raison
248,Sinn::N,Sinn,sens
249,Grund::N,Grund,cause
250,Grund::N,Grund,raison
251,Wahrheit::N,Wahrheit,vérité
252,Gespräch::N,Gespräch,conversation
253,Märchen::N,Märchen,conte
254,Märchen::N,Märchen,conte de fées
255,Erzählung::N,Erzählung,conte
256,Erzählung::N,Erzählung,narration
257,Nachricht::N,Nachricht,message
258,Neuigkeit::N,Neuigkeit,nouvelle
259,Name::N,Name,nom
260,Rätsel::N,Rätsel,énigme
261,Rätsel::N,Rätsel,devinette
262,Rede::N,Rede,parole
263,Rede::N,Rede,discours
264,Sprache::N,Sprache,langue
265,Sprache::N,Sprache,langage
266,Stimme::N,Stimme,voix
267,Wort::N,Wort,mot
268,Zeichen::N,Zeichen,signe
269,Ruf::N,Ruf,cri
270,Ruf::N,Ruf,appel
271,Lärm::N,Lärm,bruit
272,Laut::N,Laut,son
273,Ton::N,Ton,ton
274,Lied::N,Lied,chant
275,Lied::N,Lied,chanson
276,Ruhe::N,Ruhe,calme
277,Ruhe::N,Ruhe,tranquillité
278,Leute::N,Leute,gens
279,Volk::N,Volk,peuple
280,Arbeit::N,Arbeit,travail
281,Gast::N,Gast,hôte
282,Gast::N,Gast,invité
283,Geschenk::N,Geschenk,cadeau
284,Geschenk::N,Geschenk,présent
285,Spiel::N,Spiel,jeu
286,Gesellschaft::N,Gesellschaft,compagnie
287,Hilfe::N,Hilfe,aide
288,Hilfe::N,Hilfe,secours
289,Freund::N,Freund,ami
290,Kamerad::N,Kamerad,copain
291,Kamerad::N,Kamerad,camarade
292,Angelegenheit::N,Angelegenheit,affaire
293,Anzahl::N,Anzahl,nombre
294,Art::N,Art,sorte
295,Art::N,Art,espèce
296,Stück::N,Stück,morceau
297,Teil::N,Teil,part
298,Teil::N,Teil,partie
299,Hälfte::N,Hälfte,moitié
300,Kreis::N,Kreis,cercle
301,Kreuz::N,Kreuz,croix
302,Linie::N,Linie,ligne
303,Strich::N,Strich,trait
304,Abstand::N,Abstand,écart
305,Entfernung::N,Entfernung,distance
306,Gegend::N,Gegend,région
307,Gegend::N,Gegend,contrée
308,Platz::N,Platz,place
309,Ort::N,Ort,lieu
310,Ort::N,Ort,endroit
311,Seite::N,Seite,côté
312,Mitte::N,Mitte,milieu
313,Gegenstand::N,Gegenstand,objet
314,Sache::N,Sache,chose
315,Rand::N,Rand,bord
316,Kante::N,Kante,arête
317,Ecke::N,Ecke,coin
318,Ecke::N,Ecke,tournant
319,Spitze::N,Spitze,cime
320,Spitze::N,Spitze,pointe
321,Ende::N,Ende,bout
322,Loch::N,Loch,trou
323,Winkel::N,Winkel,coin
324,Winkel::N,Winkel,réduit
325,Muster::N,Muster,dessin
326,Größe::N,Größe,grandeur
327,Länge::N,Länge,longueur
328,Höhe::N,Höhe,hauteur
329,Höhe::N,Höhe,altitude
330,Gewicht::N,Gewicht,poids
331,Menge::N,Menge,quantité
332,Haufen::N,Haufen,tas
333,Reihe::N,Reihe,file
334,Reihe::N,Reihe,rangée
335,Boot::N,Boot,canot
336,Boot::N,Boot,bateau
337,Ruder::N,Ruder,rame
338,Ruder::N,Ruder,aviron
339,Schlitten::N,Schlitten,traîneau
340,Ski::N,Ski,ski
341,Lagerfeuer::N,Lagerfeuer,feu de camp
342,Last::N,Last,charge
343,Last::N,Last,fardeau
344,Gang::N,Gang,tour
345,Gang::N,Gang,marche
346,Schritt::N,Schritt,pas
347,Norden::N,Norden,nord
348,Süden::N,Süden,sud
349,Westen::N,Westen,ouest
350,Westen::N,Westen,occident
351,Osten::N,Osten,est
352,Osten::N,Osten,orient
353,Holz::N,Holz,bois
354,Brett::N,Brett,planche
355,Platte::N,Platte,plaque
356,Stütze::N,Stütze,appui
357,Stütze::N,Stütze,soutien
358,Stange::N,Stange,barre
359,Stange::N,Stange,perche
360,Stock::N,Stock,canne
361,Stab::N,Stab,bâton
362,Rohr::N,Rohr,tube
363,Rohr::N,Rohr,tuyau
364,Haus::N,Haus,maison
365,Heim::N,Heim,maison
366,Ofen::N,Ofen,poêle
367,Fußboden::N,Fußboden,plancher
368,Tisch::N,Tisch,table
369,Stuhl::N,Stuhl,chaise
370,Wiege::N,Wiege,berceau
371,Bett::N,Bett,lit
372,Regal::N,Regal,étagère
373,Kiste::N,Kiste,caisse
374,Fenster::N,Fenster,fenêtre
375,Tür::N,Tür,porte
376,Tor::N,Tor,porte
377,Tor::N,Tor,portail
378,Zaun::N,Zaun,clôture
379,Dach::N,Dach,toit
380,Leiter::N,Leiter,échelle
381,Besen::N,Besen,balai
382,Spaten::N,Spaten,bêche
383,Schaufel::N,Schaufel,pelle
384,Gabel::N,Gabel,fourchette
385,Löffel::N,Löffel,cuiller
386,Messer::N,Messer,couteau
387,Nagel::N,Nagel,clou
388,Netz::N,Netz,filet
389,Haken::N,Haken,croc
390,Haken::N,Haken,crochet
391,Griff::N,Griff,prise
392,Griff::N,Griff,manche
393,Schloss::N,Schloss,serrure
394,Bild::N,Bild,image
395,Bild::N,Bild,tableau
396,Figur::N,Figur,figure
397,Puppe::N,Puppe,poupée
398,Beutel::N,Beutel,sac
399,Beutel::N,Beutel,petit sac
400,Bündel::N,Bündel,paquet
401,Bündel::N,Bündel,faisceau
402,Tasche::N,Tasche,sac
403,Eimer::N,Eimer,seau
404,Deckel::N,Deckel,couvercle
405,Geschirr::N,Geschirr,vaisselle
406,Sack::N,Sack,sac
407,Tasse::N,Tasse,tasse
408,Topf::N,Topf,pot
409,Topf::N,Topf,marmite
410,Kessel::N,Kessel,chaudron
411,Essen::N,Essen,repas
412,Essen::N,Essen,manger
413,Nahrung::N,Nahrung,nourriture
414,Speise::N,Speise,plat
415,Fleisch::N,Fleisch,viande
416,Getreide::N,Getreide,blé
417,Getreide::N,Getreide,céréales
418,Brei::N,Brei,purée
419,Brei::N,Brei,bouillie
420,Brot::N,Brot,pain
421,Scheibe::N,Scheibe,tranche
422,Fett::N,Fett,graisse
423,Butter::N,Butter,beurre
424,Öl::N,Öl,huile
425,Salz::N,Salz,sel
426,Suppe::N,Suppe,soupe
427,Suppe::N,Suppe,potage
428,Honig::N,Honig,miel
429,Milch::N,Milch,lait
430,Tee::N,Tee,thé
431,Leder::N,Leder,cuir
432,Wolle::N,Wolle,laine
433,Stoff::N,Stoff,tissu
434,Stoff::N,Stoff,étoffe
435,Nadel::N,Nadel,aiguille
436,Faden::N,Faden,fil
437,Knopf::N,Knopf,bouton
438,Knoten::N,Knoten,nœud
439,Farbe::N,Farbe,peinture
440,Kleidung::N,Kleidung,vêtements
441,Kleidung::N,Kleidung,habillement
442,Hemd::N,Hemd,chemise
443,Kragen::N,Kragen,col
444,Ärmel::N,Ärmel,manche
445,Hose::N,Hose,pantalon
446,Gürtel::N,Gürtel,ceinture
447,Mütze::N,Mütze,bonnet
448,Mütze::N,Mütze,casquette
449,Schuh::N,Schuh,soulier
450,Schuh::N,Schuh,chaussure
451,Stiefel::N,Stiefel,botte
452,Ring::N,Ring,bague
453,Band::N,Band,ruban
454,Kamm::N,Kamm,peigne
455,Spiegel::N,Spiegel,glace
456,Spiegel::N,Spiegel,miroir
457,Riemen::N,Riemen,lanière
458,Riemen::N,Riemen,courroie
459,Schnur::N,Schnur,corde
460,Schnur::N,Schnur,ficelle
461,Leine::N,Leine,laisse
462,Decke::N,Decke,couverture
463,Kissen::N,Kissen,oreiller
464,Tuch::N,Tuch,drap
465,Tuch::N,Tuch,fichu
466,Handtuch::N,Handtuch,serviette
467,Handtuch::N,Handtuch,essuie-mains
468,Kraft::N,Kraft,force
469,Stärke::N,Stärke,vigueur
470,Gesundheit::N,Gesundheit,santé
471,Krankheit::N,Krankheit,maladie
472,Schmerz::N,Schmerz,douleur
473,Wunde::N,Wunde,plaie
474,Wunde::N,Wunde,blessure
475,Fieber::N,Fieber,fièvre
476,Arznei::N,Arznei,remède
477,Arznei::N,Arznei,médecine
478,Brücke::N,Brücke,pont
479,Brunnen::N,Brunnen,puits
480,Weide::N,Weide,pâturage
481,Pfad::N,Pfad,sentier
482,Weg::N,Weg,voie
483,Weg::N,Weg,chemin
484,Straße::N,Straße,route
485,Dorf::N,Dorf,village
486,Stadt::N,Stadt,cité
487,Stadt::N,Stadt,ville
488,Brief::N,Brief,lettre
489,Buch::N,Buch,livre
490,Buchstabe::N,Buchstabe,lettre
491,Buchstabe::N,Buchstabe,caractère
492,Zeitung::N,Zeitung,journal
493,Leben::N,Leben,vie
494,Tod::N,Tod,mort
495,Grab::N,Grab,tombe
496,Kirche::N,Kirche,église
497,Sünde::N,Sünde,péché
498,Gott::N,Gott,dieu
499,Arbeiter::N,Arbeiter,ouvrier
500,Arbeiter::N,Arbeiter,travailleur
501,Chef::N,Chef,chef
502,Chef::N,Chef,patron
503,Meister::N,Meister,maître
504,Arzt::N,Arzt,médecin
505,Lehrer::N,Lehrer,professeur
506,Lehrer::N,Lehrer,instituteur
507,Geld::N,Geld,argent
508,Geschäft::N,Geschäft,affaire
509,Geschäft::N,Geschäft,commerce
510,Laden::N,Laden,magasin
511,Laden::N,Laden,boutique
512,Preis::N,Preis,prix
513,Ware::N,Ware,marchandise
514,Nutzen::N,Nutzen,profit
515,Reichtum::N,Reichtum,richesse
516,Welt::N,Welt,monde
517,Land::N,Land,pays
518,Staat::N,Staat,État
519,König::N,König,roi
520,Macht::N,Macht,pouvoir
521,Macht::N,Macht,puissance
522,Grenze::N,Grenze,frontière
523,Krieg::N,Krieg,guerre
524,Feind::N,Feind,ennemi
525,Gewalt::N,Gewalt,violence
526,Kampf::N,Kampf,lutte
527,Kampf::N,Kampf,combat
528,Bogen[Waffe]::N,Bogen,arc
529,Pfeil::N,Pfeil,flèche
530,Gewehr::N,Gewehr,fusil
531,Fehler::N,Fehler,faute
532,Fehler::N,Fehler,erreur
533,Lüge::N,Lüge,mensonge
534,Schaden::N,Schaden,dégât
535,Schaden::N,Schaden,dommage
536,Unglück::N,Unglück,malheur
537,Schuld::N,Schuld,faute
538,Schuld::N,Schuld,culpabilité
539,Alter::N,Alter,âge
540,Schluss::N,Schluss,fin
541,Zeit::N,Zeit,temps
542,Tag::N,Tag,jour
543,Tag::N,Tag,journée
544,Morgen::N,Morgen,matin
545,Morgen::N,Morgen,matinée
546,Mittag::N,Mittag,midi
547,Abend::N,Abend,soir
548,Abend::N,Abend,soirée
549,Nacht::N,Nacht,nuit
550,Woche::N,Woche,semaine
551,Monat::N,Monat,mois
552,Jahr::N,Jahr,an
553,Jahr::N,Jahr,année
554,Frühling::N,Frühling,printemps
555,Sommer::N,Sommer,été
556,Herbst::N,Herbst,automne
557,Winter::N,Winter,hiver
558,Januar::N,Januar,janvier
559,Februar::N,Februar,février
560,März::N,März,mars
561,April::N,April,avril
562,Mai::N,Mai,mai
563,Juni::N,Juni,juin
564,Juli::N,Juli,juillet
565,August::N,August,août
566,September::N,September,septembre
567,Oktober::N,Oktober,octobre
568,November::N,November,novembre
569,Dezember::N,Dezember,décembre
570,Montag::N,Montag,lundi
571,Dienstag::N,Dienstag,mardi
572,Mittwoch::N,Mittwoch,mercredi
573,Donnerstag::N,Donnerstag,jeudi
574,Freitag::N,Freitag,vendredi
575,Samstag::N,Samstag,samedi
576,Sonntag::N,Sonntag,dimanche
577,groß::A,groß,grand
578,klein::A,klein,petit
579,lang::A,lang,long
580,kurz::A,kurz,court
581,breit::A,breit,large
582,schmal::A,schmal,étroit
583,dicht::A,dicht,dense
584,dick[Gegenstand]::A,dick,épais
585,dünn::A,dünn,mince
586,fein::A,fein,fin
587,fein::A,fein,menu
588,fest::A,fest,ferme
589,fest::A,fest,solide
590,flach::A,flach,plat
591,glatt::A,glatt,poli
592,glatt::A,glatt,lisse
593,hart::A,hart,dur
594,weich::A,weich,mou
595,rund::A,rund,rond
596,spitz::A,spitz,aigu
597,spitz::A,spitz,pointu
598,scharf::A,scharf,tranchant
599,stumpf::A,stumpf,mousse
600,stumpf::A,stumpf,émoussé
601,schwer::A,schwer,lourd
602,schwer::A,schwer,pesant
603,schön::A,schön,beau
604,heiß::A,heiß,chaud
605,heiß::A,heiß,très chaud
606,warm::A,warm,chaud
607,kalt::A,kalt,froid
608,kühl::A,kühl,frais
609,frisch::A,frisch,frais
610,feucht::A,feucht,humide
611,nass::A,nass,mouillé
612,trocken::A,trocken,sec
613,voll::A,voll,plein
614,voll::A,voll,rempli
615,leer::A,leer,vide
616,offen::A,offen,ouvert
617,geschlossen::A,geschlossen,clos
618,geschlossen::A,geschlossen,fermé
619,sauber::A,sauber,net
620,sauber::A,sauber,propre
621,schmutzig::A,schmutzig,sale
622,schmutzig::A,schmutzig,crasseux
623,roh::A,roh,cru
624,roh::A,roh,brut
625,reif::A,reif,mûr
626,lecker::A,lecker,délicieux
627,lecker::A,lecker,appétissant
628,süß::A,süß,doux
629,bitter::A,bitter,amer
630,sauer::A,sauer,aigre
631,hell::A,hell,clair
632,dunkel::A,dunkel,sombre
633,schwarz::A,schwarz,noir
634,weiß::A,weiß,blanc
635,rot::A,rot,rouge
636,gelb::A,gelb,jaune
637,blau::A,blau,bleu
638,grün::A,grün,vert
639,grau::A,grau,gris
640,bunt::A,bunt,multicolore
641,billig::A,billig,bon marché
642,teuer::A,teuer,cher
643,wertvoll::A,wertvoll,précieux
644,blind::A,blind,aveugle
645,taub::A,taub,sourd
646,kräftig::A,kräftig,fort
647,kräftig::A,kräftig,vigoureux
648,stark::A,stark,fort
649,stark::A,stark,puissant
650,schwach::A,schwach,faible
651,fett::A,fett,gras
652,schlank::A,schlank,svelte
653,hübsch::A,hübsch,joli
654,böse::A,böse,mauvais
655,dumm::A,dumm,sot
656,dumm::A,dumm,bête
657,faul::A,faul,fainéant
658,faul::A,faul,paresseux
659,fleißig::A,fleißig,appliqué
660,geizig::A,geizig,avare
661,klug::A,klug,intelligent
662,geschickt::A,geschickt,habile
663,lieb::A,lieb,cher
664,lieb::A,lieb,gentil
665,lustig::A,lustig,gai
666,lustig::A,lustig,joyeux
667,sanft::A,sanft,doux
668,hungrig::A,hungrig,affamé
669,krank::A,krank,malade
670,nackt::A,nackt,nu
671,traurig::A,traurig,triste
672,lebendig::A,lebendig,vivant
673,gut::A,gut,bon
674,schlecht::A,schlecht,mauvais
675,richtig::A,richtig,juste
676,richtig::A,richtig,correct
677,schlimm::A,schlimm,grave
678,schlimm::A,schlimm,mauvais
679,wahr::A,wahr,vrai
680,wahr::A,wahr,véritable
681,alt::A,alt,vieux
682,neu::A,neu,neuf
683,neu::A,neu,nouveau
684,ehemalig::A,ehemalig,ancien
685,alt[Lebewesen]::A,alt,âgé
686,alt[Lebewesen]::A,alt,vieux
687,jung::A,jung,jeune
688,arm::A,arm,pauvre
689,reich::A,reich,riche
690,bekannt::A,bekannt,connu
691,berühmt::A,berühmt,fameux
692,berühmt::A,berühmt,célèbre
693,fremd::A,fremd,étranger
694,verschieden::A,verschieden,différent
695,nah::A,nah,lié
696,nah::A,nah,proche
697,fern::A,fern,éloigné
698,fern::A,fern,lointain
699,linker::A,linker,gauche
700,rechter::A,rechter,droit
701,anderer::A,anderer,autre
702,erster::A,erster,premier
703,zweiter::A,zweiter,second
704,zweiter::A,zweiter,deuxième
705,dritter::A,dritter,troisième
706,letzter::A,letzter,dernier
707,allein::ADV,allein,seul
708,auf einmal::ADV,auf einmal,à la fois
709,zusammen::ADV,zusammen,ensemble
710,lange::ADV,lange,longtemps
711,plötzlich::ADV,plötzlich,tout à coup
712,sofort::ADV,sofort,immédiatement
713,später::ADV,später,plus tard
714,jetzt::ADV,jetzt,maintenant
715,heute::ADV,heute,aujourd'hui
716,morgen::ADV,morgen,demain
717,bald::ADV,bald,bientôt
718,dann::ADV,dann,puis
719,dann::ADV,dann,ensuite
720,gestern::ADV,gestern,hier
721,einst::ADV,einst,jadis
722,einst::ADV,einst,autrefois
723,damals::ADV,damals,alors
724,damals::ADV,damals,à l'époque
725,danach::ADV,danach,après
726,danach::ADV,danach,ensuite
727,vorher::ADV,vorher,auparavant
728,zuerst::ADV,zuerst,d'abord
729,zuerst::ADV,zuerst,premièrement
730,einmal::ADV,einmal,une fois
731,manchmal::ADV,manchmal,parfois
732,manchmal::ADV,manchmal,quelquefois
733,oft::ADV,oft,souvent
734,immer::ADV,immer,toujours
735,niemals::ADV,niemals,ne ... jamais
736,hier::ADV,hier,ici
737,hierhin::ADV,hierhin,par ici
738,von hier::ADV,von hier,d'ici
739,dort::ADV,dort,là
740,dort::ADV,dort,là-bas
741,dorthin::ADV,dorthin,y
742,dorthin::ADV,dorthin,par là
743,geradeaus::ADV,geradeaus,tout droit
744,vorwärts::ADV,vorwärts,en avant
745,rückwärts::ADV,rückwärts,en arrière
746,zurück::ADV,zurück,de retour
747,unten::ADV,unten,en bas
748,unten::ADV,unten,au-dessous
749,hinab::ADV,hinab,en bas
750,hinab::ADV,hinab,vers le bas
751,oben::ADV,oben,dessus
752,oben::ADV,oben,en haut
753,hinauf::ADV,hinauf,en haut
754,hinauf::ADV,hinauf,vers le haut
755,überall::ADV,überall,partout
756,nicht::ADV,nicht,ne ... pas
757,ein wenig::ADV,ein wenig,un peu
758,kaum::ADV,kaum,à peine
759,sehr::ADV,sehr,très
760,so::ADV,so,si
761,so::ADV,so,ainsi
762,noch::ADV,noch,encore
763,nur::ADV,nur,seulement
764,nur::ADV,nur,ne ... que
765,schon::ADV,schon,déjà
766,wieder::ADV,wieder,de nouveau
767,vergebens::ADV,vergebens,en vain
768,vor::PRP,vor,devant
769,hinter::PRP,hinter,derrière
770,unter::PRP,unter,sous
771,unter::PRP,unter,au-dessous de
772,durch::PRP,durch,par
773,durch::PRP,durch,à travers
774,neben::PRP,neben,à côté de
775,zwischen::PRP,zwischen,entre
776,wegen::PRP,wegen,à cause de
777,dies::PRN,dies,ceci
778,das::PRN,das,ce
779,das::PRN,das,cela
780,alles::PRN,alles,tout
781,ich::PRN,ich,je
782,ich::PRN,ich,moi
783,du::PRN,du,tu
784,du::PRN,du,toi
785,er::PRN,er,il
786,er::PRN,er,lui
787,wir::PRN,wir,nous
788,ihr::PRN,ihr,vous
789,sie::PRN,sie,ils
790,sie::PRN,sie,elles
791,was::FPRN,was,que
792,was::FPRN,was,quoi
793,wer::FPRN,wer,qui
794,wo::FADV,wo,où
795,wohin::FADV,wohin,où
796,wie::FADV,wie,comment
797,warum::FADV,warum,pourquoi
798,wieviel::FNUM,wieviel,combien
799,eins::NUM,eins,un
800,zwei::NUM,zwei,deux
801,drei::NUM,drei,trois
802,vier::NUM,vier,quatre
803,fünf::NUM,fünf,cinq
804,sechs::NUM,sechs,six
805,sieben::NUM,sieben,sept
806,acht::NUM,acht,huit
807,neun::NUM,neun,neuf
808,zehn::NUM,zehn,dix
809,elf::NUM,elf,onze
810,zwölf::NUM,zwölf,douze
811,zwanzig::NUM,zwanzig,vingt
812,dreißig::NUM,dreißig,trente
813,vierzig::NUM,vierzig,quarante
814,fünfzig::NUM,fünfzig,cinquante
815,sechzig::NUM,sechzig,soixante
816,siebzig::NUM,siebzig,soixante-dix
817,achtzig::NUM,achtzig,quatre-vingt
818,neunzig::NUM,neunzig,quatre-vingt-dix
819,hundert::NUM,hundert,cent
