,Concept_ID,tt,en
863,schreiten::V,атлау,pace
864,spazierengehen::V,йөрү,go for a walk
865,spazierengehen::V,йөргенү,go for a walk
866,eilen::V,ашыгу,rush
867,sich beeilen::V,ашыгу,hurry
868,sich beeilen::V,кызулау,hurry
869,sausen::V,җилдерү,dash
870,rennen::V,йөгерү,run
871,springen::V,сикерү,jump
872,klettern::V,үрмәләү,climb
873,schaukeln::V,атыну,seesaw
874,kriechen::V,шуышу,creep
875,kriechen::V,үрмәләү,creep
876,schwimmen::V,йөзү,swim
877,tauchen::V,чуму,dive
878,rudern::V,ишү,row
879,fahren::V,бару,drive
880,fliegen::V,очу,fly
881,gehen::V,йөрү,go
882,weggehen::V,китү,go away
883,abfahren::V,кузгалу,depart
884,anhalten::V,тукталу,stop
885,hineingehen::V,инү,go in
886,eintreten::V,инү,enter
887,kommen::V,килү,come
888,ankommen::V,бару,arrive
889,zurückkommen::V,кире кайту,come back
890,bleiben::V,калу,stay
891,warten::V,көтү,wait
892,erwarten::V,көтү,wait for
893,suchen::V,эзләү,seek
894,suchen::V,эзләү,look for
895,finden::V,табу,find
896,versuchen::V,маташу,try
897,vorbereiten::V,хәзерләү,prepare
898,lieben::V,сөю,love
899,lieben::V,ярату,love
900,mögen::V,өнәү,like
901,lachen::V,көлү,laugh
902,rühren::V,дулкынландыру,move
903,weinen::V,елау,weep
904,schimpfen::V,сүгү,grumble
905,schimpfen::V,сүгенү,grumble
906,sich ärgern::V,ачулану,be annoyed
907,sich fürchten::V,курку,be afraid
908,fürchten::V,калтырау,be afraid of
909,fürchten::V,калтырану,be afraid of
910,fliehen::V,арка бирү,flee
911,flüchten::V,качу,escape
912,sehen::V,күрү,see
913,anschauen::V,карау,look at
914,ansehen::V,карау,watch
915,ansehen::V,күзәтү,watch
916,hören::V,ишетү,hear
917,zuhören::V,тыңлау,listen
918,probieren::V,тату,taste
919,riechen::V,иснәү,smell
920,fühlen::V,тою,feel
921,fühlen::V,сизү,feel
922,scheinen::V,күренү,seem
923,zu sehen sein::V,күренү,show
924,vernehmen::V,ишетү,hear
925,frieren::V,өшү,be cold
926,frieren::V,күшегү,be cold
927,tun::V,итү,do
928,können::V,алу,can
929,wollen::V,теләү,want
930,anfangen::V,керешү,start
931,beenden::V,бетерү,finish
932,beenden::V,тәмамлау,finish
933,aufhören::V,бетү,stop
934,gelingen::V,уңу,succeed
935,geraten::V,сабышу,turn out
936,öffnen::V,ачу,open
937,schließen::V,ябу,close
938,stellen::V,кую,put
939,setzen::V,утырту,place
940,legen::V,яткыру,lay
941,berühren::V,тию,touch
942,verbinden::V,ялгау,connect
943,bedecken::V,өрту,cover
944,bedecken::V,каплау,cover
945,bedecken::V,томалау,cover
946,aufhängen::V,асу,hang up
947,anzünden::V,кабызу,light
948,aufheben::V,күтәрү,pick up
949,zurücklassen::V,калдыру,leave
950,verlieren::V,югалту,lose
951,fallen lassen::V,төшерү,drop
952,machen::V,ясау,make
953,machen::V,эшләү,make
954,herstellen::V,ясау,produce
955,bauen::V,кору,build
956,reparieren::V,төзәтү,mend
957,verbessern::V,яхшырту,improve
958,ändern::V,үзгәртү,alter
959,graben::V,казу,dig
960,beugen::V,ию,bow
961,biegen::V,бөгү,bend
962,drehen::V,бору,spin
963,drehen::V,бөтерү,spin
964,wenden::V,бору,turn
965,umdrehen::V,түнтәрү,turn around
966,heben::V,күтәрү,raise
967,hochheben::V,күтәрү,lift
968,ergreifen::V,эләктерү,seize
969,halten::V,тоту,hold
970,drücken::V,кысу,press
971,schieben::V,кузгату,push
972,kratzen::V,тырнау,scrape
973,lecken::V,ялау,lick
974,beißen::V,тешләү,bite
975,abreißen::V,өзү,tear off
976,abschneiden::V,кыю,cut off
977,abschneiden::V,кисү,cut off
978,binden::V,бәйләү,tie
979,stecken::V,төртү,stick
980,stecken::V,тыгу,stick
981,brechen::V,сындыру,break
982,klopfen::V,шаку,knock
983,klopfen::V,шакылдау,knock
984,hauen::V,кыйнау,hit
985,kleben::V,ябыштыру,glue
986,reiben::V,ышку,rub
987,streichen::V,ягу,spread
988,schleifen::V,кайрау,grind
989,schneiden::V,кисү,cut
990,rütteln::V,селкетү,jolt
991,schütteln::V,селкетү,shake
992,schwenken::V,болгау,swing
993,schütten::V,кою,pour
994,füllen::V,тутыру,fill
995,einwickeln::V,төрү,wrap
996,tragen::V,ташу,carry
997,schleppen::V,сөйрәү,drag
998,schleppen::V,өстерәү,drag
999,ziehen::V,тарту,pull
1000,aufbewahren::V,саклау,keep
1001,werfen::V,ыргыту,throw
1002,fangen::V,тоту,catch
1003,packen::V,эләктерү,grab
1004,verstecken::V,яшерү,hide
1005,teilen::V,бүлү,divide
1006,schicken::V,җибәрү,send
1007,bringen::V,китерү,bring
1008,hinzufügen::V,өстәү,add
1009,bekommen::V,алу,get
1010,erhalten::V,алу,receive
1011,nehmen::V,алу,take
1012,wählen::V,сайлау,choose
1013,auswählen::V,сайлау,select
1014,bewahren::V,саклау,preserve
1015,behindern::V,комачаулау,hinder
1016,verderben::V,бозу,spoil
1017,beschädigen::V,бозу,damage
1018,zerbrechen::V,вату,break
1019,zerreißen::V,өзү,tear
1020,zerreißen::V,ерту,tear
1021,zerstören::V,җимерү,destroy
1022,verbrennen::V,яндыру,burn
1023,verbrennen::V,көйдерү,burn
1024,geben::V,бирү,give
1025,reichen::V,тапшыру,hand
1026,schenken::V,бүләкләү,give
1027,versprechen::V,вәгъдә бирү,promise
1028,wünschen::V,котлау,wish
1029,loben::V,мактау,praise
1030,küssen::V,үбү,kiss
1031,wiegen::V,тирбәтү,rock
1032,zudecken::V,ябу,cover
1033,zudecken::V,бөркәү,cover
1034,wecken::V,уяту,wake
1035,zeigen::V,күрсәтү,show
1036,führen::V,йөртү,guide
1037,lehren::V,өйрәтү,teach
1038,unterrichten::V,укыту,instruct
1039,aufziehen::V,асрау,bring up
1040,leiten::V,җитәкләү,lead
1041,antreiben::V,куалау,urge
1042,antreiben::V,әйдәләү,urge
1043,antreiben::V,ашыктыру,urge
1044,lassen::V,мәҗбүр итү,let
1045,einladen::V,чакыру,invite
1046,vereinigen::V,берләштерү,unite
1047,besuchen::V,керешү,visit
1048,treffen::V,очрату,meet
1049,sich versammeln::V,җыелышу,assemble
1050,spielen::V,уйнау,play
1051,singen::V,җырлау,sing
1052,tanzen::V,бию,dance
1053,sich trennen::V,аерылу,separate
1054,sich trennen::V,ташлашу,separate
1055,verlassen::V,ташлау,leave
1056,verlassen::V,калдыру,leave
1057,retten::V,коткару,rescue
1058,bewachen::V,каравыллау,guard
1059,schützen::V,ышыклау,protect
1060,verteidigen::V,яклау,defend
1061,verteidigen::V,саклау,defend
1062,sich schlagen::V,сугышу,brawl
1063,schießen::V,ату,shoot
1064,siegen::V,җиңү,win
1065,ärgern::V,ачуландыру,annoy
1066,schlagen::V,ору,beat
1067,schlagen::V,бәрү,beat
1068,schlagen::V,тукмау,beat
1069,treten::V,тибү,kick
1070,stechen::V,кадау,sting
1071,stoßen::V,этү,shove
1072,stehlen::V,урлау,steal
1073,stören::V,комачаулау,disturb
1074,belästigen::V,борчу,bother
1075,belästigen::V,билмазалау,bother
1076,verbergen::V,яшерү,conceal
1077,täuschen::V,алдату,deceive
1078,betrügen::V,хәрәмләшү,cheat
1079,töten::V,үтерү,kill
1080,wohnen::V,яшәү,dwell
1081,arbeiten::V,эшләү,work
1082,sammeln::V,туплау,gather
1083,pflücken::V,өзү,pick
1084,jagen::V,аулау,hunt
1085,fischen::V,балык тоту,fish
1086,fassen::V,тоту,catch
1087,hüten::V,көтү,herd
1088,treiben::V,куалау,drive
1089,anbinden::V,бәйләү,tie up
1090,füttern::V,туйдыру,feed
1091,melken::V,саву,milk
1092,hacken::V,чабу,chop
1093,gießen::V,сугару,water
1094,reifen::V,җитешү,ripen
1095,zubereiten::V,пешеренү,cook
1096,kochen::V,пешерү,boil
1097,kochen::V,кайнату,boil
1098,backen::V,пешерү,bake
1099,braten::V,куыру,fry
1100,braten::V,кыздыру,fry
1101,umrühren::V,бутау,stir
1102,umrühren::V,болгату,stir
1103,stricken::V,бәйләү,knit
1104,nähen::V,тегү,sew
1105,färben::V,ману,dye
1106,reinigen::V,чистарту,clean
1107,waschen::V,юу,wash
1108,abwischen::V,сөртү,wipe
1109,spülen::V,чайкау,rinse
1110,fegen::V,себерү,sweep
1111,kehren::V,себерү,sweep
1112,baden::V,коену,bath
1113,sich waschen::V,юыну,wash
1114,ausziehen::V,чишенү,take off
1115,anziehen::V,кию,put on
1116,sich anziehen::V,киенү,get dressed
1117,kämmen::V,тарау,comb
1118,schmücken::V,бизәү,decorate
1119,schmücken::V,бизәкләү,decorate
1120,sagen::V,дию,say
1121,sagen::V,әйтү,say
1122,sprechen::V,сөйләү,speak
1123,sprechen::V,сөйләшү,speak
1124,reden::V,сөйләү,talk
1125,sich unterhalten::V,сөйләшү,chat
1126,fragen::V,сорау,ask
1127,fragen::V,сорашу,ask
1128,bitten::V,үтенү,request
1129,erzählen::V,сөйләү,tell
1130,mitteilen::V,белдерү,convey
1131,nennen::V,дию,name
1132,rufen::V,дәшү,call
1133,prahlen::V,мактану,brag
1134,prahlen::V,шапырыну,brag
1135,übersetzen::V,күчерү,translate
1136,denken::V,уйлау,think
1137,glauben::V,инану,believe
1138,bemerken::V,искәрү,notice
1139,erkennen::V,тану,recognize
1140,begreifen::V,аңлау,grasp
1141,begreifen::V,төшенү,grasp
1142,verstehen::V,аңлау,understand
1143,verstehen::V,төшенү,understand
1144,lernen::V,уку,learn
1145,lernen::V,өйрәнү,learn
1146,wissen::V,белү,know
1147,sich erinnern an::V,хәтерләү,remember
1148,vergessen::V,оныту,forget
1149,messen::V,үлчәү,measure
1150,zählen::V,санау,count
1151,rechnen::V,исәпләү,calculate
1152,lesen::V,уку,read
1153,malen::V,рәсем ясау,paint
1154,malen::V,сурәт ясау,paint
1155,malen::V,сурәтләү,paint
1156,zeichnen::V,язу-сызу,draw
1157,zeichnen::V,сурәт ясау,draw
1158,schreiben::V,язу,write
1159,besitzen::V,биләү,own
1160,kaufen::V,алу,buy
1161,verkaufen::V,сату,sell
1162,bezahlen::V,түләү,pay for
1163,zahlen::V,түләү,pay
1164,beherrschen::V,ия булу,rule
1165,ertragen::V,чыдау,endure
