,Concept_ID,ga,lbe
477,Kessel::N,citeal,кӏункӏур
478,Essen::N,béile,дукия
479,Essen::N,béile,дукин
480,Nahrung::N,bia,дукра
481,Speise::N,mias,дукра
482,Fleisch::N,feoil,дикӏ
483,Getreide::N,grán,къама
484,Getreide::N,arbhar,къама
485,Brei::N,brúitín,ккурч
486,Brot::N,arán,ччатӏ
487,Scheibe::N,píosa,парча
488,Scheibe::N,slisne,парча
489,Fett::N,saill,аьгъушиву
490,Fett::N,méathras,аьгъушиву
491,Butter::N,im,нагь
492,Butter::N,im,лагаву
493,Öl::N,ola,
494,Salz::N,salann,цӏву
495,Suppe::N,sú,накь
496,Suppe::N,anraith,накь
497,Honig::N,mil,ницӏ
498,Milch::N,bainne,накӏ
499,Tee::N,tae,чяй
500,Leder::N,leathar,бурчу
501,Wolle::N,olann,ппал
502,Stoff::N,éadach,янна
503,Nadel::N,snáthaid,ххалаххи
504,Faden::N,snáth,ххал
505,Knopf::N,cnaipe,банд
506,Knoten::N,snaidhm,къурхъ
507,Farbe::N,péint,сир
508,Kleidung::N,éadaí,янна
509,Kleidung::N,éadaí,лаххия
510,Hemd::N,léine,гьухъа
511,Kragen::N,bóna,дарвач
512,Ärmel::N,muinchille,кахха
513,Hose::N,bríste,хӏажак
514,Hose::N,treabhsar,хӏажак
515,Gürtel::N,crios,мухӏлу
516,Mütze::N,caipín,кьяпа
517,Schuh::N,bróg,
518,Stiefel::N,buatais,чакма
519,Ring::N,fáinne,кӏисса
520,Band::N,ribín,линт
521,Kamm::N,cíor,ттарал
522,Spiegel::N,scáthán,дагьани
523,Riemen::N,iall,эн
524,Riemen::N,strapa,эн
525,Schnur::N,téad,хьхьа
526,Schnur::N,sreangán,хьхьа
527,Leine::N,iall,
528,Decke::N,pluid,виргъан
529,Decke::N,blaincéad,виргъан
530,Kissen::N,piliúr,кӏаралу
531,Kissen::N,adhartán,кӏаралу
532,Tuch::N,scaif,карщи
533,Handtuch::N,tuáille,калихьу
534,Handtuch::N,tuáille,лажинлихьу
535,Kraft::N,fórsa,эллаж
536,Stärke::N,neart,гуж
537,Gesundheit::N,sláinte,цӏуллу-сагъшиву
538,Krankheit::N,tinneas,къашайшиву
539,Krankheit::N,breoiteacht,къашайшиву
540,Schmerz::N,pian,къюву
541,Wunde::N,goin,щаву
542,Fieber::N,fiabhras,кӏиришиву
543,Arznei::N,cógas,дару
544,Brücke::N,droichead,ламу
545,Brunnen::N,tobar,къуй
546,Weide::N,féarach,бизантту
547,Pfad::N,cosán,жегъир ххуллу
548,Pfad::N,conair,жегъир ххуллу
549,Weg::N,slí,ххуллу
550,Weg::N,bealach,ххуллу
551,Straße::N,bóthar,ххуллу
552,Dorf::N,sráidbhaile,щар
553,Dorf::N,sráidbhaile,шяравалу
554,Stadt::N,baile,шагьру
555,Stadt::N,cathair,шагьру
556,Brief::N,litir,чагъар
557,Buch::N,cín,лу
558,Buch::N,leabhar,лу
559,Buchstabe::N,litir,хӏарп
560,Zeitung::N,nuachtán,кказит
561,Leben::N,saol,оьрму
562,Leben::N,beatha,оьрму
563,Tod::N,bás,ажал
564,Tod::N,bás,бивкӏу
565,Tod::N,bás,ивчӏаву
566,Grab::N,uaigh,гьав
567,Kirche::N,eaglais,килиса
568,Sünde::N,peaca,бунагъ
569,Gott::N,dia,зал
570,Arbeiter::N,oibrí,зузала
571,Chef::N,saoiste,ялувма
572,Chef::N,ceannasaí,ялувма
573,Meister::N,máistir,усттар
574,Arzt::N,lia,хӏакин
575,Arzt::N,dochtúir,хӏакин
576,Lehrer::N,oide,учитель
577,Lehrer::N,múinteoir,учитель
578,Geld::N,airgead,арцу
579,Geschäft::N,gnó,даву
580,Laden::N,siopa,ттучан
581,Preis::N,praghas,багъа
582,Ware::N,earra,хъус
583,Nutzen::N,tairbhe,хайр
584,Nutzen::N,tairbhe,мюнпат
585,Reichtum::N,rachmas,давлат
586,Reichtum::N,rachmas,аваданшиву
587,Reichtum::N,saibhreas,давлат
588,Reichtum::N,saibhreas,аваданшиву
589,Welt::N,domhan,дуниял
590,Land::N,tír,билаят
591,Staat::N,stát,паччахӏлугъ
592,König::N,rí,
593,Macht::N,cumhacht,власть
594,Grenze::N,críoch,дазу
595,Grenze::N,teorainn,дазу
596,Krieg::N,cogadh,дяъви
597,Feind::N,namhaid,душман
598,Gewalt::N,foréigean,къия
599,Kampf::N,troid,лачӏуи уккаву
600,Bogen[Waffe]::N,bogha,ккуртта
601,Pfeil::N,saighead,чӏатӏаракӏ
602,Gewehr::N,gunna,ттупанг
603,Fehler::N,botún,гъалатӏ
604,Fehler::N,meancóg,гъалатӏ
605,Lüge::N,bréag,щялмахъ
606,Lüge::N,éitheach,щялмахъ
607,Schaden::N,dochar,зарал
608,Schaden::N,damáiste,зарал
609,Unglück::N,drochrath,бала
610,Schuld::N,locht,тахсир
611,Schuld::N,milleán,тахсир
612,Alter::N,aois,оьрму
613,Schluss::N,deireadh,ахир
614,Zeit::N,am,чӏун
615,Zeit::N,aimsir,чӏун
616,Tag::N,lá,кьини
617,Morgen::N,maidin,кӏюрх
618,Mittag::N,nóin,ахттайн
619,Mittag::N,nóin,дяахттайн
620,Mittag::N,nóin,ахттайн чӏун
621,Abend::N,tráthnóna,маркӏачӏан
622,Nacht::N,oíche,хьхьу
623,Woche::N,seachtain,нюжмар
624,Monat::N,mí,барз
625,Jahr::N,bliain,шин
626,Frühling::N,earrach,инт
627,Sommer::N,samhradh,гъи
628,Herbst::N,fómhar,ссут
629,Winter::N,geimhreadh,кӏи
630,Januar::N,Eanáir,цалчинмур барз
631,Februar::N,Feabhra,кӏилчинмур барз
632,März::N,Márta,шамилчинмур барз
633,April::N,Aibreán,апрель
634,April::N,Aibreán,мукьилчинмур барз
635,Mai::N,Bealtaine,май
636,Mai::N,Bealtaine,ххюлчинмур барз
637,Juni::N,Meitheamh,июнь
638,Juni::N,Meitheamh,ряххилчинмур барз
639,Juli::N,Iúil,июль
640,Juli::N,Iúil,Арулчинмур барз
641,August::N,Lúnasa,мяйлчинмур барз
642,September::N,Meán Fómhair,урчӏилчинмур барз
643,Oktober::N,Deireadh Fómhair,ацӏилчинмур барз
644,November::N,Samhain,ацӏния цалчинмур барз
645,November::N,Mí na Samhna,ацӏния цалчинмур барз
646,Dezember::N,Mí na Nollag,ацӏния кӏилчинмур барз
647,Montag::N,Luan,итин
648,Montag::N,Luan,итин кьини
649,Montag::N,Dé Luain,итин
650,Montag::N,Dé Luain,итин кьини
651,Dienstag::N,Máirt,тталат
652,Dienstag::N,Máirt,тталат кьини
653,Dienstag::N,Dé Máirt,тталат
654,Dienstag::N,Dé Máirt,тталат кьини
655,Mittwoch::N,Céadaoin,арвахӏ
656,Mittwoch::N,Dé Céadaoin,арвахӏ
657,Donnerstag::N,Déardaoin,хамис
658,Freitag::N,Aoine,нюжмар
659,Freitag::N,Aoine,нюжмар кьини
660,Freitag::N,Dé hAoine,нюжмар
661,Freitag::N,Dé hAoine,нюжмар кьини
662,Samstag::N,Satharn,ххуллун
663,Samstag::N,Satharn,ххуллун кьини
664,Samstag::N,Dé Sathairn,ххуллун
665,Samstag::N,Dé Sathairn,ххуллун кьини
666,Sonntag::N,Domhnach,алхӏат
667,Sonntag::N,Domhnach,алхӏат кьини
668,Sonntag::N,Dé Domhnaigh,алхӏат
669,Sonntag::N,Dé Domhnaigh,алхӏат кьини
670,groß::A,mór,бугъарасса
671,klein::A,beag,чӏивисса
672,lang::A,fada,лахъисса
673,kurz::A,gearr,кутӏасса
674,kurz::A,gairid,кутӏасса
675,breit::A,leathan,уттасса
676,breit::A,fairsing,уттасса
677,schmal::A,cúng,уттакӏюласса
678,dicht::A,dlúth,ццунсса
679,dick[Gegenstand]::A,tiubh,ганзсса
680,dünn::A,caol,кӏюласса
681,dünn::A,tanaí,кӏюласса
682,fein::A,scáinte,
683,fein::A,fíneálta,
684,fest::A,daingean,цӏакьсса
685,fest::A,daingean,кьянкьасса
686,flach::A,cothrom,баягъисса
687,flach::A,cothrom,цӏубакъасса
688,flach::A,cothrom,куртӏ дакъасса
689,glatt::A,mín,дюрчӏусса
690,glatt::A,sleamhain,дюрчӏусса
691,hart::A,crua,кьянкьасса
692,weich::A,bog,кӏукӏлусса
693,rund::A,cruinn,ккурккисса
694,spitz::A,gobach,ярксса
695,spitz::A,gobach,дайлсса
696,spitz::A,gobach,мицӏ бусса
697,spitz::A,biorach,ярксса
698,spitz::A,biorach,дайлсса
699,spitz::A,biorach,мицӏ бусса
700,scharf::A,géar,ярксса
701,scharf::A,géar,дайлсса
702,scharf::A,géar,мицӏ бусса
703,scharf::A,faobhrach,ярксса
704,scharf::A,faobhrach,дайлсса
705,scharf::A,faobhrach,мицӏ бусса
706,stumpf::A,maol,къуркъасса
707,schwer::A,trom,кӏусса
708,schön::A,álainn,аьнтӏикӏасса
709,heiß::A,te,кӏирисса
710,warm::A,te,гъелисса
711,kalt::A,fuar,дяркъусса
712,kühl::A,fionnuar,дюхлулсса
713,frisch::A,úr,цӏусса
714,frisch::A,friseáilte,цӏусса
715,feucht::A,tais,атилсса
716,feucht::A,tais,хъавтусса
717,nass::A,fliuch,атилсса
718,nass::A,fliuch,хъавтусса
719,trocken::A,tirim,кьавкьсса
720,trocken::A,tirim,кьакьан бувсса
721,voll::A,lán,бувцӏусса
722,leer::A,folamh,бачӏвасса
723,offen::A,oscailte,тӏивтӏусса
724,geschlossen::A,dúnta,лавкьусса
725,geschlossen::A,druidte,лавкьусса
726,sauber::A,glan,марцӏсса
727,schmutzig::A,salach,чапалсса
728,roh::A,amh,шакъавхьсса
729,reif::A,aibí,дирсса
730,lecker::A,blasta,нахӏусса
731,lecker::A,blasta,тӏааьнсса
732,süß::A,milis,нацӏусса
733,bitter::A,searbh,кьурчӏисса
734,sauer::A,géar,туршсса
735,sauer::A,searbh,туршсса
736,hell::A,geal,чаннасса
737,hell::A,soilseach,чаннасса
738,dunkel::A,dorcha,цӏансса
739,schwarz::A,dubh,лухӏисса
740,weiß::A,bán,кӏяласса
741,rot::A,dearg,ятӏулсса
742,gelb::A,buí,хъахъисса
743,blau::A,gorm,някӏсса
744,grün::A,glas,щюлисса
745,grün::A,uaine,щюлисса
