,Concept_ID,kv,ba
749,warum::FADV,мыйсянь,ин өсөн
750,wieviel::FNUM,мымда,күпме
751,eins::NUM,ӧт,бер
752,zwei::NUM,кык,ике
753,zwei::NUM,кык,икәү
754,drei::NUM,куим,өс
755,vier::NUM,нёль,дүрт
756,fünf::NUM,вит,биш
757,sechs::NUM,квать,алты
758,sieben::NUM,сизим,ете
759,acht::NUM,кыкьямыс,һигеҙ
760,neun::NUM,ӧкмыс,туғыҙ
761,zehn::NUM,дас,ун
762,elf::NUM,дасотік,ун бер
763,zwölf::NUM,даскык,ун ике
764,zwanzig::NUM,кыкдас,егерме
765,dreißig::NUM,куимдас,утыҙ
766,vierzig::NUM,нёльдас,ҡырҡ
767,fünfzig::NUM,витдас,илле
768,sechzig::NUM,кватьдас,алтмыш
769,siebzig::NUM,сизимдас,етмеш
770,achtzig::NUM,кыкьямысдас,һикһән
771,neunzig::NUM,ӧкмысдас,туҡһан
772,hundert::NUM,сто,йөҙ
773,tausend::NUM,тысяча,мең
774,und::CNJ,и,да
775,und::CNJ,да,да
776,oder::CNJ,или,йәки
777,stehen::V,сулавны,тороу
778,sitzen::V,пукавны,ултырыу
779,liegen::V,куйлыны,ятыу
780,hängen::V,ӧшавны,аҫылынып тороу
781,werden::V,лоны,булыу
782,passieren::V,аркмыны,булыу
783,beginnen::V,петны,башлау
784,enden::V,-сь,бөтөү
785,enden::V,-сь,тамамланыү
786,enden::V,бырны,бөтөү
787,enden::V,бырны,тамамланыү
788,wechseln::V,вежсьыны,үҙгәреү
789,aufgehen[Sonne]::V,петавны,ҡалҡыу
790,untergehen[Sonne]::V,пуксьыны,байыу
791,scheinen[Sonne]::V,югьявны,яҡтыртып тороу
792,donnern::V,гымавны,күкрәү
793,wehen::V,пӧлявны,иҫеү
794,strömen::V,киссьыны,ташыу
795,fließen::V,визывтны,ағыу
796,sich drehen::V,бергавны,әйләнеү
797,schwanken::V,кӧвьясьны,тирбәлеү
798,schwingen::V,дюттясьны,бәүетеү
799,fallen::V,усьны,йығылыу
800,brennen::V,сотчыны,яныу
801,rauchen::V,тшынасьны,төтәү
802,regnen::V,зэрны,ямғыр яуа
803,gefrieren::V,гегдыны,туңыү
804,tauen::V,сывны,иреү
805,schmelzen::V,сывны,иреү
806,trocknen::V,косьмыны,кибеү
807,sieden::V,пизьны,ҡайнау
808,faulen::V,нёльзьыны,сереу
809,verfaulen::V,тӧрмыны,сереу
810,verfaulen::V,сiсьмыны,сереу
811,reißen::V,косясьны,өҙөү
812,reißen::V,косясьны,йыртылыу
813,versinken::V,вӧйны,батыу
814,vergehen::V,мунны,үтеү
815,erscheinen::V,мыччисьны,килеп сығыу
816,verschwinden::V,ӧшны,юғалыу
817,sinken::V,ямны,түбәнәйеү
818,abnehmen::V,ямны,кәметеү
819,zunehmen::V,паськавны,артыу
820,steigen::V,лэбтiсьны,күтәрелеү
821,wachsen::V,быдмыны,үҫеү
822,glänzen::V,свиттявны,ялтырау
823,funkeln::V,югйовтлыны,баҙлау
824,funkeln::V,югйӧв-керны,баҙлау
825,lärmen::V,чавзыны,шаулау
826,läuten::V,диньгыны,ҡағыу
827,klingeln::V,силькӧтны,ҡағыу
828,klingeln::V,силькӧтны,шылтыратыу
829,klirren::V,жольӧтны,шылтыратыу
830,brausen::V,гуасьны,ҡотороноу
831,rauschen::V,кышӧтны,шыптырлау
832,klingen::V,горавны,яңғырау
833,bellen::V,увтны,өрөү
834,bellen::V,вувтны,өрөү
835,heulen::V,уннявны,олоу
836,blasen::V,пӧлявны,өрөү
837,pfeifen::V,пиксыны,һызғырып ебәреү
838,schreien::V,айзыны,ҡысҡырыу
839,stöhnen::V,ойзыны,уңғырашыу
840,stöhnen::V,ружтыны,уңғырашыу
841,zittern::V,легьявны,ҡалтырау
842,leben::V,овны,йәшәү
843,geboren werden::V,шогмыны,тыуыу
844,atmen::V,лолавны,тын алыү
845,trinken::V,юны,эсеү
846,essen::V,сёйны,ашау
847,schlucken::V,ньылавны,йотоу
848,müde werden::V,мыдзны,арыу
849,einschlafen::V,ланьтны,йоҡлап китеү
850,schlafen::V,узьны,йоҡлау
851,aufwachen::V,саймыны,уяныу
852,aufwachen::V,пальмыны,уяныу
853,aufstehen::V,сувтны,тороу
854,sich erholen::V,шоччисьлыны,ял итеү
855,krank werden::V,моржитны,сирләү
856,krank sein::V,шогавны,сирләү
857,krank sein::V,визьӧтны,сирләү
858,schmerzen::V,висьны,ауыртыу
859,husten::V,кашляйтны,йүтәлләү
860,genesen::V,бурдны,һауығыу
861,sterben::V,кувны,үлеү
862,umkommen::V,вийсьыны,һәләк булыу
863,sich bewegen::V,локны,хәрәкәт итеү
864,sich bewegen::V,ветлӧтны,хәрәкәт итеү
865,sich rühren::V,вӧрзьӧтчыны,ҡуҙғалыу
866,sich erheben::V,сувтны,тороу
867,sich setzen::V,пуксьыны,ултырыу
868,hinfallen::V,пӧрласьны,ҡолау
869,laufen::V,мунны,йөрөү
870,schreiten::V,тальччавны,атлау
871,spazierengehen::V,котрасьны,ял итеп йороү
872,eilen::V,тэрмасьны,ашығыу
873,eilen::V,тэрмасьны,ҡабаланыу
874,sich beeilen::V,тэрмасьны,ашығыу
875,sich beeilen::V,тэрмасьны,ҡабаланыу
876,sausen::V,вирдавны-котӧртны,елеү
877,springen::V,чеччавны,һикереү
878,klettern::V,кышасьны,үрмәләү
879,klettern::V,кышасьны,үрмәләп менеү
880,schaukeln::V,чурликасьны,сайҡалыу
881,kriechen::V,кыскасьны-мунны,шыуышыу
882,schwimmen::V,вартчыны,йоҙөү
883,tauchen::V,сунгисьны ваӧ,сумыу
884,rudern::V,сынны,ишеү
885,fahren::V,мунны,йөрөү
886,fliegen::V,лэбавны,осоу
887,gehen::V,мунны,барыу
888,weggehen::V,мунны,китеү
889,abfahren::V,иньдӧтчыны,сығыу
890,abfahren::V,мунны,сығыу
891,anhalten::V,сувтны,тукталыу
892,hineingehen::V,пырны,инеү
893,eintreten::V,пырны,инеү
894,kommen::V,локны,килеү
895,ankommen::V,локны,килеү
896,zurückkommen::V,бертны,ҡайтыу
897,zurückkommen::V,панӧвтсьыны,ҡайтыу
898,bleiben::V,кольччыны,ҡалыу
899,warten::V,видзчисьны,көтөп тороу
900,erwarten::V,видзчисьны,көтөү
901,suchen::V,кошшыны,эҙләү
902,finden::V,адззыны,табыу
903,versuchen::V,пондыны,тырышып ҡарау
904,versuchen::V,пондӧтны,тырышып ҡарау
905,vorbereiten::V,лӧсьӧтны,әҙерләү
906,lieben::V,милуйтны,яратыу
907,mögen::V,радейтны,һөйөү
908,mögen::V,радейтны,яратыу
909,lachen::V,серавны,көлөү
910,rühren::V,сьӧлӧм вӧрзьӧтны,ҡағылыу
911,weinen::V,горзыны,илау
912,schimpfen::V,видчыны,һүгенеү
913,schimpfen::V,видчыны,тиргәнеү
914,schimpfen::V,видчыны,һуҡраныу
915,sich ärgern::V,лёкавны,асыуланыу
916,sich fürchten::V,повны,ҡурҡыу
917,fürchten::V,повны,ҡурҡыу
918,fliehen::V,пышшыны,ҡасыу
919,flüchten::V,пышшыны,ҡасыу
920,sehen::V,адззыны,күреү
921,anschauen::V,видзӧтны,ҡарау
922,ansehen::V,видзӧтны,ҡарау
923,ansehen::V,видзӧтны,тикшереү
924,hören::V,кывны,ишетеү
925,zuhören::V,кывзыны,тыңлау
926,probieren::V,пешлыны,татыу
927,riechen::V,дукавны,еҫкәү
928,fühlen::V,кывны,тойоу
929,scheinen::V,декуйтчыны,кеүек күренеү
930,scheinen::V,декуйтчыны,тойолоу
931,zu sehen sein::V,тыдавны,күренеү
932,vernehmen::V,тӧдмавны,ишетеү
933,frieren::V,гегдыны,туңыү
934,tun::V,керны,яһау
935,tun::V,керны,әшләү
936,können::V,вермыны,алыу
937,können::V,вермыны,мөмкин булыу
938,wollen::V,мӧдны,теләү
939,anfangen::V,петны,башлау
940,beenden::V,ештӧтны,бөтөрөү
941,beenden::V,ештӧтны,тамамлау
942,beenden::V,керыштны,бөтөрөү
943,beenden::V,керыштны,тамамлау
944,aufhören::V,дугдыны,туктау
945,gelingen::V,шогмыны,уңышлы булыу
946,geraten::V,мыччисьны,булып сығыу
947,öffnen::V,осьтны,асыу
948,schließen::V,пӧднавны,йомоу
949,stellen::V,сувтӧтны,ҡуйыу
950,setzen::V,пуксьӧтны,урынлаштырыу
951,legen::V,пуктыны,һалыу
952,berühren::V,вӧрзьӧтны,тейеү
953,berühren::V,вӧрзьӧтны,ҡағылыу
954,verbinden::V,йитны,ҡушыу
955,verbinden::V,йитны,бәйләү
956,bedecken::V,вевттьыны,ҡаплау
957,aufhängen::V,ӧшӧтны,элеү
958,anzünden::V,ӧзтыны,тоҡандырыу
959,aufheben::V,лэбтыны,мендереү
960,zurücklassen::V,кольны,ҡалдырыу
961,verlieren::V,ӧштыны,юғалтыу
962,fallen lassen::V,уськӧтны,төшөрөп ебәреү
963,machen::V,керны,яһау
964,machen::V,керны,эшләү
965,herstellen::V,вӧчны,эшләп сығарыу
966,bauen::V,строитны,төҙөү
967,reparieren::V,вочны,төҙәтеү
968,verbessern::V,бурсьӧтны,яҡшыртыу
969,ändern::V,вежны,үҙгәртеү
970,graben::V,гарйыны,ҡаҙыу
971,beugen::V,кусіньтны,бөгөү
972,biegen::V,чукыльтыштны,бөгөү
973,drehen::V,бергӧтны,өйрөлтөү
974,drehen::V,бергӧтны,әйләндереү
975,wenden::V,бергӧтны,әйләндереү
976,umdrehen::V,бергӧтны,түңкәреү
977,heben::V,лэбтыны,күтәреү
978,heben::V,лэбтыны,мендереү
979,hochheben::V,лэбтыны,күтәреү
980,ergreifen::V,кватитны,тотоп алыу
981,halten::V,видзны,тотоу
982,drücken::V,личкыны,ҡыҫыу
983,schieben::V,тойлавны,этеү
984,schieben::V,тойлавны,төртөү
985,kratzen::V,шаркӧтны,ҡырыу
986,lecken::V,нювны,ялау
987,beißen::V,йирны,тешләү
988,abreißen::V,орӧтны,өҙөү
989,abschneiden::V,шӧрыштны,ҡырҡыу
990,abschneiden::V,вундыштны,ҡырҡыу
991,binden::V,гӧрдззыны,бәйләү
992,stecken::V,мӧртны,ҡаҙау
993,brechen::V,жугдыны,боҙоу
994,klopfen::V,зукӧтны,шаҡылдау
995,hauen::V,желльыны,туҡмау
996,kleben::V,лякӧтны,йәбештереү
997,reiben::V,зыртны,ыуыу
998,reiben::V,зыртны,ышҡыу
999,streichen::V,мавтны,яғыу
1000,schleifen::V,кыскыны,үткерләү
1001,schneiden::V,вундавны,ҡырҡыу
1002,rütteln::V,шатлавны,һелкетеү
1003,schütteln::V,зыбӧтны,һелкетеү
1004,schwenken::V,ӧвтны,болғау
1005,schwenken::V,макайтны,болғау
1006,schütten::V,кисьтны,ҡойоу
1007,füllen::V,тыртны,тултырыу
1008,füllen::V,тырсьӧтны,тултырыу
1009,einwickeln::V,тубны,төрөү
1010,tragen::V,новйӧтны,алып барыу
1011,schleppen::V,кыскыны,һөйрәү
1012,ziehen::V,кыскыны,тартыу
1013,aufbewahren::V,видзны,һаҡлау
1014,werfen::V,шентывлыны,ырғытыу
1015,fangen::V,кутны,тотоу
1016,packen::V,кутасьны,етеү
1017,packen::V,кутасьны,тотоп алыу
1018,packen::V,кватитны,етеү
1019,packen::V,кватитны,тотоп алыу
1020,verstecken::V,дзебны,йәшереү
1021,teilen::V,торйӧтны,бүлеү
1022,schicken::V,иньдыны,ебәреү
1023,bringen::V,вайны,килтереү
1024,hinzufügen::V,содтыны,өтәү
1025,bekommen::V,получитны,алыу
1026,erhalten::V,получитны,алыу
1027,nehmen::V,босьтны,алыу
1028,wählen::V,бӧрйыны,һайлаү
1029,auswählen::V,бӧрйыны,һайлап алыу
1030,bewahren::V,видзны,һаҡлау
1031,behindern::V,падтыны,тотҡарлыҡ яһау
1032,verderben::V,изводавны,боҙоу
1033,beschädigen::V,паздыны,боҙоу
1034,zerbrechen::V,паздыны,ҡыйратыу
1035,zerreißen::V,косявны,йыртыу
1036,zerstören::V,паздыны,емереү
1037,verbrennen::V,сотны,үртәү
1038,geben::V,сетны,биреү
1039,reichen::V,сетны,биреү
1040,schenken::V,козьнавны,бүләк итеү
1041,versprechen::V,кӧсйыны,вәғәҙә биреү
1042,wünschen::V,бурсьыны,теләу
1043,loben::V,ошкыны,маҡтау
1044,küssen::V,окавны,үбеү
1045,wiegen::V,тюттьӧтны,бәүетеү
1046,wiegen::V,тюттьӧтны,тирбәтеү
1047,zudecken::V,вевттьыны,ҡаплау
1048,wecken::V,саймӧтны,уятыу
1049,zeigen::V,мыччавны,күрһәтеү
1050,führen::V,нуӧтны,етәкләү
1051,lehren::V,велӧтны,уҡытыу
1052,lehren::V,велӧтны,өйрәтеү
1053,unterrichten::V,велӧтны,уҡытыу
1054,aufziehen::V,быдтыны,тәрбиәле
1055,leiten::V,юравны,етәкләү
1056,leiten::V,юравны,етәкселек итеү
1057,leiten::V,веськӧтлыны,етәкләү
1058,leiten::V,веськӧтлыны,етәкселек итеү
1059,antreiben::V,тэрмӧтны,ашыҡтырыу
1060,lassen::V,-ӧтыны,мәжбүр итеү
1061,einladen::V,корны,саҡырыу
1062,vereinigen::V,ӧтувтны,берләштереү
1063,vereinigen::V,ӧтлаавны,берләштереү
1064,besuchen::V,пыравлыны,килеп сығыу
1065,treffen::V,пантавны,тойоү
1066,treffen::V,пантавны,осратыу
1067,treffen::V,пантавны,ҡаршылау
1068,sich versammeln::V,ӧксьыны,йыйылыу
1069,spielen::V,орсны,тартыу
1070,singen::V,сьывны,йырлау
1071,tanzen::V,йӧктыны,бейеү
1072,sich trennen::V,торьясьны,айырылышыу
1073,verlassen::V,кольны,ташлау
1074,verlassen::V,кольны,ташлап китеү
1075,retten::V,мынтны,ҡотҡарыу
1076,bewachen::V,смекайтны,һаҡлау
1077,schützen::V,дорйыны,һаҡлау
1078,verteidigen::V,дорйыны,яҡлау
1079,sich schlagen::V,тышкасьны,һуғышыу
1080,schießen::V,лыйны,атыу
1081,siegen::V,вермыны,еңеү
1082,ärgern::V,лӧгӧтны,асыуландырыу
1083,schlagen::V,базнитны,бәреү
1084,schlagen::V,базнитны,туҡмау
1085,treten::V,чужьявны,тибеү
1086,treten::V,чужьявны,типкеләү
1087,stechen::V,бытшкыны,сәнсеү
1088,stoßen::V,тапкыны,этеү
1089,stoßen::V,тапкыны,төртөү
1090,stoßen::V,тойыштны,этеү
1091,stoßen::V,тойыштны,төртөү
1092,stehlen::V,гусявны,урлау
1093,stören::V,костіавны,ҡамасаулау
1094,belästigen::V,назыляйтны,бимазалау
1095,belästigen::V,назыляйтны,ҡамасаулау
1096,verbergen::V,дзебны,йәшереү
1097,täuschen::V,бӧбӧтны,ултыртыу
1098,täuschen::V,пӧрьявны,ултыртыу
1099,betrügen::V,муклачитны,алдау
1100,töten::V,вийны,үлтереү
1101,wohnen::V,овны,йәшәү
1102,arbeiten::V,уджавны,эшләү
1103,sammeln::V,ӧктыны,йыйыу
1104,pflücken::V,судзлавны,өҙөү
1105,jagen::V,вӧравны,аулау
1106,fischen::V,чериавны,аулау
1107,fassen::V,кутны,тотоу
1108,hüten::V,вердны,көтөү
1109,hüten::V,йирсьӧтны,көтөү
1110,treiben::V,вашӧтны,ҡыуыу
1111,anbinden::V,кӧртавны,бәйләү
1112,füttern::V,вердны,ашатыу
1113,melken::V,высьтыны,һауыү
1114,melken::V,чилькӧтны,һауыү
1115,hacken::V,керавны,турау
1116,hacken::V,керавны,тапау
1117,gießen::V,киськавны,ҡойоу
1118,reifen::V,кисьмыны,өлғөрөү
1119,zubereiten::V,лӧсьӧтны,бешереү
1120,kochen::V,пуны,бешереү
1121,backen::V,пӧжавны,бешереү
1122,braten::V,жаритны,ҡурыу
1123,umrühren::V,соравны,ҡатнаштырыу
1124,stricken::V,домавны,бәйләү
1125,nähen::V,вурны,тегеү
1126,färben::V,краситны,буяу
1127,reinigen::V,весӧтны,таҙартыу
1128,waschen::V,пеславны,йыуыу
1129,abwischen::V,чышкыны,һөртөү
1130,spülen::V,гывьявны,сайҡау
1131,fegen::V,чышкыны,һепереү
1132,kehren::V,чышкыны,һепереү
1133,baden::V,купайтчыны ,һыу инеү
1134,sich waschen::V,миссьыны,йыуыныу
1135,ausziehen::V,гыжтӧтны,сисеү
1136,ausziehen::V,пӧрччавны,сисеү
1137,anziehen::V,пасьтавны,кейеү
1138,sich anziehen::V,пасьтасьны,кейенеү
1139,kämmen::V,сынавны,тарау
1140,schmücken::V,баситны,биҙәү
1141,sagen::V,висьтавны,әйтеү
1142,sprechen::V,шуны,әйтеү
1143,sprechen::V,шуны,һөйләшеү
1144,reden::V,баитны,һөйләшеү
1145,sich unterhalten::V,сёрнитны,әңгәмәләшеү
1146,fragen::V,юавны,һорау
1147,bitten::V,корны,үтенеү
1148,erzählen::V,висьтавны,һөйләү
1149,mitteilen::V,висьтавны,әйтеү
1150,nennen::V,нимтны,атау
1151,nennen::V,нимтны,исемләү
1152,rufen::V,китсавны,саҡырыу
1153,rufen::V,корны,саҡырыу
1154,rufen::V,чукӧстны,саҡырыу
1155,prahlen::V,ошшасьны,маҡтаныу
1156,prahlen::V,ошшасьны,шапырыныу
1157,übersetzen::V,вуджӧтны,тәржемә итеү
1158,denken::V,чайтны,уйлау
1159,glauben::V,веритны,ышаныу
1160,bemerken::V,казявны,күреү
1161,erkennen::V,тӧдсавны,таныу
1162,begreifen::V,вежӧртны,аңлау
1163,verstehen::V,кывны,аңлау
1164,lernen::V,велӧтчыны,өйрәнеү
1165,wissen::V,тӧдны,белеү
1166,sich erinnern an::V,касьтывны,хәтергә алыу
1167,vergessen::V,вунӧтны,онотоу
1168,messen::V,меряйтны,үлсәү
1169,zählen::V,лыддьыны,һанау
1170,rechnen::V,лыддьыны,һанау
1171,lesen::V,лыддьӧтны,уҡыу
1172,zeichnen::V,гижмавны,һүрәт яһау
1173,zeichnen::V,гижмавны,рәсем төшөрөү
1174,schreiben::V,гижны,яҙыу
1175,besitzen::V,лоны,биләү
1176,kaufen::V,небны,һатып алыу
1177,verkaufen::V,вузавны,һатыу
1178,bezahlen::V,вештыны,түләү
1179,zahlen::V,вештыны,түләү
1180,ertragen::V,терпитны,түҙеү
1181,Insel::N,,үтрау
1182,Menge::N,,һан
1183,Gewalt::N,,көслөк
1184,Alter::N,,йәш
1185,richtig::A,,дөрөҫ
1186,wahr::A,,дөрөҫ
1187,berühmt::A,,атаҡлы
1188,berühmt::A,,данлыҡлы
1189,allein::ADV,,бер үҙе
1190,allein::ADV,,яңғыҙ
1191,rennen::V,,йүгеп йөрөү
1192,malen::V,,һүрәт яһау
1193,malen::V,,рәсем төшөрөү
1194,beherrschen::V,,биләү
