,Concept_ID,ga,bg
847,jung::A,óg,млад
848,arm::A,bocht,беден
849,reich::A,saibhir,богат
850,reich::A,rachmasach,богат
851,bekannt::A,atá eolas air,познат
852,bekannt::A,atá eolas air,известен
853,berühmt::A,cailiúil,почут
854,berühmt::A,cailiúil,известен
855,berühmt::A,clúiteach,почут
856,berühmt::A,clúiteach,известен
857,fremd::A,coimhthíoch,чужд
858,verschieden::A,éagsúil,разен
859,verschieden::A,éagsúil,различен
860,verschieden::A,difriúil,разен
861,verschieden::A,difriúil,различен
862,nah::A,gar,близък
863,nah::A,deas,близък
864,fern::A,i bhfad uainn,далечен
865,fern::A,i bhfad i gcéin,далечен
866,linker::A,clé,ляв
867,rechter::A,deas,прав
868,anderer::A,eile,друг
869,erster::A,céad,пръв
870,erster::A,céad,първи
871,zweiter::A,dóú,втори
872,zweiter::A,dara,втори
873,dritter::A,tríú,трети
874,dritter::A,treas,трети
875,letzter::A,déanach,последен
876,letzter::A,deireanach,последен
877,allein::ADV,i d'aonar,само
878,auf einmal::ADV,ag an am céanna,същевременно
879,zusammen::ADV,le chéile,заедно
880,zusammen::ADV,in eineacht,заедно
881,lange::ADV,fada,дълго
882,plötzlich::ADV,go tobann,изведнъж
883,plötzlich::ADV,i dtobainne,изведнъж
884,sofort::ADV,ar an toirt,веднага
885,sofort::ADV,ar an bpointe,веднага
886,später::ADV,níos déanaí,по-късно
887,jetzt::ADV,anois,сега
888,heute::ADV,inniu,днес
889,morgen::ADV,amárach,утре
890,bald::ADV,go luath,скоро
891,bald::ADV,gan mhoill,скоро
892,dann::ADV,ansin,после
893,dann::ADV,ansin,тогава
894,gestern::ADV,inné,вчера
895,einst::ADV,tráth,някога
896,einst::ADV,uair amháin,някога
897,damals::ADV,ag an am,тогава
898,damals::ADV,an t-am sin,тогава
899,danach::ADV,ina dhiaidh sin,после
900,danach::ADV,ina dhiaidh sin,след това
901,vorher::ADV,cheana,преди
902,vorher::ADV,cheana,преди това
903,vorher::ADV,roimhe sin,преди
904,vorher::ADV,roimhe sin,преди това
905,zuerst::ADV,ar dtús,най-напред
906,einmal::ADV,uair amháin,веднъж
907,einmal::ADV,uair amháin,един път
908,manchmal::ADV,uaireanta,понякога
909,oft::ADV,minic,често
910,immer::ADV,i gcónaí,винаги
911,niemals::ADV,riamh,никога
912,hier::ADV,anseo,тук
913,hier::ADV,anseo,тука
914,hierhin::ADV,anseo,насам
915,von hier::ADV,an áit seo,оттук
916,von hier::ADV,an áit seo,оттука
917,dort::ADV,ann,там
918,dort::ADV,ansin,там
919,dorthin::ADV,ann,натам
920,dorthin::ADV,ann,нататък
921,dorthin::ADV,ansin,натам
922,dorthin::ADV,ansin,нататък
923,geradeaus::ADV,ar aghaidh,направо
924,rückwärts::ADV,siar,назад
925,zurück::ADV,ar ais,обратно
926,unten::ADV,thíos,долу
927,hinab::ADV,síos,надолу
928,oben::ADV,thuas,горе
929,hinauf::ADV,suas,нагоре
930,überall::ADV,i ngach áit,навсякъде
931,überall::ADV,ar fud na háite,навсякъде
932,nicht::ADV,ní,не
933,nicht::ADV,cha,не
934,ein wenig::ADV,beagán,малко
935,kaum::ADV,ar éigean,едва
936,kaum::ADV,ar éigean,едвам
937,sehr::ADV,an-,много
938,sehr::ADV,an-,твърде
939,so::ADV,chomh,тъй
940,so::ADV,chomh,така
941,so::ADV,mar sin,тъй
942,so::ADV,mar sin,така
943,noch::ADV,fós,още
944,noch::ADV,go fóill,още
945,nur::ADV,amháin,само
946,nur::ADV,níl ach,само
947,schon::ADV,cheana,вече
948,schon::ADV,cheana féin,вече
949,wieder::ADV,arís,пак
950,wieder::ADV,arís,отново
951,wieder::ADV,athuair,пак
952,wieder::ADV,athuair,отново
953,vergebens::ADV,amú,напразно
954,vergebens::ADV,in aisce,напразно
955,vor::PRP,ar thosach,пред
956,hinter::PRP,laistiar de,зад
957,hinter::PRP,taobh thiar de,зад
958,unter::PRP,faoi,под
959,durch::PRP,trí,през
960,neben::PRP,taobh le,до
961,neben::PRP,taobh le,при
962,neben::PRP,in aice le,до
963,neben::PRP,in aice le,при
964,zwischen::PRP,idir,между
965,zwischen::PRP,idir,помежду
966,wegen::PRP,de bharr,заради
967,wegen::PRP,mar gheall ar,заради
968,dies::PRN,seo,този
969,das::PRN,sin,туй
970,das::PRN,sin,това
971,alles::PRN,gach rud,всичко
972,ich::PRN,mé,аз
973,ich::PRN,mise,аз
974,du::PRN,tú,ти
975,du::PRN,tusa,ти
976,er::PRN,sé,той
977,er::PRN,seisean,той
978,wir::PRN,sinn,ние
979,ihr::PRN,sibh,вие
980,ihr::PRN,sibhse,вие
981,sie::PRN,siad,те
982,sie::PRN,siadsan,те
983,was::FPRN,cad,що
984,was::FPRN,cad,какво
985,was::FPRN,céard,що
986,was::FPRN,céard,какво
987,wer::FPRN,cé,кой
988,wo::FADV,cá,къде
989,wo::FADV,cén áit,къде
990,wohin::FADV,cá,накъде
991,wohin::FADV,cá,накъдето
992,wohin::FADV,cén áit,накъде
993,wohin::FADV,cén áit,накъдето
994,wie::FADV,conas,как
995,wie::FADV,cén chaoi,как
996,warum::FADV,cén fáth,защо
997,warum::FADV,cad chuige,защо
998,wieviel::FNUM,cá mhéad,колко
999,eins::NUM,aon,един
1000,zwei::NUM,dhá,два
1001,drei::NUM,trí,три
1002,vier::NUM,ceathair,четири
1003,fünf::NUM,cúig,пет
1004,sechs::NUM,sé,шест
1005,sieben::NUM,seacht,седем
1006,acht::NUM,ocht,осем
1007,neun::NUM,naoi,девет
1008,zehn::NUM,deich,десет
1009,elf::NUM,aon déag,единайсет
1010,elf::NUM,aon déag,единадесет
1011,zwölf::NUM,dó dhéag,дванайсет
1012,zwölf::NUM,dó dhéag,дванадесет
1013,zwanzig::NUM,fiche,двайсет
1014,zwanzig::NUM,fiche,двадесет
1015,dreißig::NUM,tríocha,тридесет
1016,vierzig::NUM,daichead,четиридесет
1017,vierzig::NUM,ceathracha,четиридесет
1018,fünfzig::NUM,caoga,петдесет
1019,sechzig::NUM,seasca,шестдесет
1020,siebzig::NUM,seachtó,седемдесет
1021,achtzig::NUM,ochtó,осемдесет
1022,neunzig::NUM,nócha,деветдесет
1023,hundert::NUM,céad,сто
1024,tausend::NUM,míle,хиляда
1025,und::CNJ,agus,а
1026,und::CNJ,agus,та
1027,oder::CNJ,nó,или
1028,stehen::V,seas,стоя
1029,sitzen::V,suigh,седя
1030,liegen::V,luigh,лежа
1031,hängen::V,tá crochta,вися
1032,werden::V,éirigh,бъда
1033,werden::V,éirigh,стана
1034,passieren::V,tarlaigh,случа се
1035,beginnen::V,tosaigh,започна
1036,enden::V,críochnaigh,свърша
1037,wechseln::V,athraigh,променям
1038,aufgehen[Sonne]::V,éirigh,изгрея
1039,untergehen[Sonne]::V,fuin,заляза
1040,untergehen[Sonne]::V,téigh faoi,заляза
1041,scheinen[Sonne]::V,taitin,грея
1042,scheinen[Sonne]::V,taitin,светя
1043,scheinen[Sonne]::V,soilsigh,грея
1044,scheinen[Sonne]::V,soilsigh,светя
1045,donnern::V,tá toirneach ann,гърмя
1046,wehen::V,séid,вея
1047,wehen::V,séid,духам
1048,strömen::V,sil,тека
1049,strömen::V,sil,лея се
1050,fließen::V,rith,тека
1051,fließen::V,snigh,тека
1052,sich drehen::V,cas,въртя се
1053,sich drehen::V,imrothlaigh,въртя се
1054,schwanken::V,luasc,клатя се
1055,schwingen::V,luasc,трептя
1056,fallen::V,tit,падам
1057,brennen::V,dóigh,горя
1058,rauchen::V,plúch toite,димя
1059,regnen::V,báistigh,вали дъжд
1060,regnen::V,tá ag cur báistí,вали дъжд
1061,gefrieren::V,sioc,замръзна
1062,gefrieren::V,reoigh,замръзна
1063,tauen::V,leáigh,топя се
1064,tauen::V,coscair,топя се
1065,schmelzen::V,leáigh,разтопя се
1066,trocknen::V,triomaigh,съхна
1067,sieden::V,fiuch,вря
1068,sieden::V,fiuch,кипя
1069,sieden::V,beirigh,вря
1070,sieden::V,beirigh,кипя
1071,faulen::V,lobh,гния
1072,faulen::V,dreoigh,гния
1073,verfaulen::V,lobh,изгния
1074,verfaulen::V,feoigh,изгния
1075,reißen::V,bris,напукам се
1076,versinken::V,téigh síos,потъна
1077,vergehen::V,téigh thart,минавам
1078,erscheinen::V,tar,явя се
1079,verschwinden::V,imigh,изчезна
1080,sinken::V,tit,падна
1081,sinken::V,ísligh,падна
1082,abnehmen::V,maolaigh,отслабна
1083,abnehmen::V,laghdaigh,отслабна
1084,zunehmen::V,méadaigh,нарасна
1085,steigen::V,éirigh,увелича се
1086,steigen::V,éirigh,покачвам се
1087,wachsen::V,fás,раста
1088,glänzen::V,lonraigh,лъщя
1089,glänzen::V,lonraigh,блестя
1090,funkeln::V,drithligh,искря
1091,lärmen::V,tóg callán,шумя
1092,läuten::V,buail,звъня
1093,klingeln::V,buail,звъня
1094,klirren::V,cling,звънтя
1095,klirren::V,cling,дрънкам
1096,brausen::V,búir,буча
1097,rauschen::V,tá ag siosarnach,шумя
1098,klingen::V,tá glór ag,звуча
1099,bellen::V,amhastraigh,лая
1100,heulen::V,glam,вия
1101,heulen::V,glam,рева
1102,blasen::V,séid,духна
1103,pfeifen::V,lig fead,свиря
1104,schreien::V,béic,крещя
1105,schreien::V,glaoigh,крещя
1106,stöhnen::V,lig cnead,стена
1107,stöhnen::V,lig cnead,пъшкам
1108,zittern::V,crith,треперя
1109,zittern::V,creathnaigh,треперя
1110,leben::V,mair,живея
1111,geboren werden::V,rugadh,родя се
1112,atmen::V,análaigh,дишам
1113,trinken::V,ól,пия
1114,essen::V,ith,ям
1115,schlucken::V,slog,гълтам
1116,müde werden::V,tuirsigh,уморя се
1117,einschlafen::V,tit ina chodladh,заспя
1118,schlafen::V,codail,спя
1119,aufwachen::V,múscail,събудя се
1120,aufstehen::V,éirigh,стана
1121,sich erholen::V,lig scíth,отдъхвам си
1122,krank werden::V,éirigh tinn,заболея
1123,krank sein::V,tá tinn,боледувам
1124,schmerzen::V,tá pian i,боля
1125,husten::V,déan casacht,кашлям
1126,genesen::V,téarnaigh,оздравея
1127,sterben::V,éag,умра
1128,sterben::V,faigh bás,умра
1129,umkommen::V,caill,загина
1130,sich bewegen::V,bog,движа се
1131,sich bewegen::V,bog,мърдам се
1132,sich bewegen::V,gluais,движа се
1133,sich bewegen::V,gluais,мърдам се
1134,sich rühren::V,corraigh,движа се
1135,sich erheben::V,seas suas,стана
1136,sich setzen::V,suigh,седна
1137,hinfallen::V,tit,падна
1138,laufen::V,siúil,ходя
1139,schreiten::V,siúil,крача
1140,spazierengehen::V,téigh ag spaisteoireacht,разхождам се
1141,eilen::V,deifrigh,бързам
1142,eilen::V,brostaigh,бързам
1143,sich beeilen::V,deifrigh,побързам
1144,sich beeilen::V,déan deifir,побързам
1145,sausen::V,luathaigh,тичам
1146,rennen::V,rith,бягам
1147,springen::V,léim,скачам
1148,klettern::V,dreap,катеря се
1149,schaukeln::V,téigh ar an maide corrach,люлея се
1150,kriechen::V,snámh,лазя
1151,kriechen::V,snámh,пълзя
1152,schwimmen::V,snámh,плувам
1153,tauchen::V,tum,гмуркам се
1154,rudern::V,iomair,греба
1155,rudern::V,rámhaigh,греба
1156,fahren::V,tiomáin,пътувам
1157,fliegen::V,eitil,летя
1158,fliegen::V,eitil,хвърча
1159,gehen::V,téigh,ида
1160,gehen::V,téigh,вървя
1161,weggehen::V,imigh,отида си
1162,abfahren::V,imigh,отпътувам
1163,anhalten::V,stad,спра се
1164,hineingehen::V,téigh isteach,влизам
1165,eintreten::V,téigh isteach,вляза
1166,kommen::V,tar,ида
1167,kommen::V,tar,дойда
1168,ankommen::V,tar,пристигна
1169,zurückkommen::V,fill,върна се
1170,bleiben::V,fan,остана
1171,warten::V,fan,чакам
1172,erwarten::V,tá ag súil le,очаквам
1173,erwarten::V,tá ag dréim le,очаквам
1174,suchen::V,lorg,търся
1175,finden::V,faigh,намеря
1176,finden::V,aimsigh,намеря
1177,versuchen::V,triail,опитам
1178,vorbereiten::V,réitigh,подготвя
1179,lieben::V,gráigh,любя
1180,mögen::V,taitin le,обичам
1181,mögen::V,is maith le,обичам
1182,lachen::V,gáir,смея се
1183,rühren::V,téigh i bhfeidhm ar,трогна
1184,weinen::V,goil,плача
1185,weinen::V,caoin,плача
1186,schimpfen::V,tá ag clamhsán,ругая
1187,schimpfen::V,tá ag clamhsán,псувам
1188,sich ärgern::V,tá corraithe,ядосам се
1189,sich fürchten::V,tá eagla ar,боя се
1190,sich fürchten::V,tá eagla ar,страхувам се
1191,fürchten::V,tá eagla ar,боя се от
1192,fürchten::V,tá eagla ar,страхувам се от
1193,fliehen::V,teith,бягам
1194,flüchten::V,éalaigh,бягам
1195,flüchten::V,éalaigh,избягам
1196,sehen::V,feic,видя
1197,anschauen::V,dearc,гледам
1198,anschauen::V,féach ar,гледам
1199,ansehen::V,breathnaigh,поглеждам
1200,hören::V,cluin,чувам
1201,zuhören::V,éist,слушам
1202,probieren::V,bliais,опитам
1203,riechen::V,bolaigh,подуша
1204,fühlen::V,braith,усещам
1205,fühlen::V,braith,чувствувам
1206,fühlen::V,mothaigh,усещам
1207,fühlen::V,mothaigh,чувствувам
1208,scheinen::V,tá an chuma ar,изглеждам
1209,zu sehen sein::V,tá le feiceáil,виждам се
1210,vernehmen::V,clois,доловя
1211,frieren::V,tá fuar,мръзна
1212,tun::V,déan,правя
1213,können::V,féad,мога
1214,können::V,is féidir le,мога
1215,wollen::V,tá ag iarraidh,ща
1216,wollen::V,tá ag iarraidh,искам
1217,anfangen::V,tosaigh,започна
1218,anfangen::V,cuir tús le,започна
1219,beenden::V,críochnaigh,свърша
1220,beenden::V,críochnaigh,завърша
1221,beenden::V,cuir deireadh le,свърша
1222,beenden::V,cuir deireadh le,завърша
1223,aufhören::V,stad,престана
1224,gelingen::V,éirigh le,успея
1225,gelingen::V,éirigh le,сполуча
1226,geraten::V,tá deireadh ar,удам се
1227,öffnen::V,oscail,отворя
1228,schließen::V,dún,затворя
1229,schließen::V,iaigh,затворя
1230,stellen::V,cuir,поставя
1231,setzen::V,cuir,туря
1232,setzen::V,socraigh,туря
1233,legen::V,cuir,сложа
1234,legen::V,cuir,слагам
1235,berühren::V,teagmhaigh le,докосна
1236,verbinden::V,ceangail,свържа
1237,bedecken::V,clúdaigh,покрия
1238,bedecken::V,cumhdaigh,покрия
1239,aufhängen::V,croch,закача
1240,anzünden::V,las,запаля
1241,anzünden::V,adhain,запаля
1242,aufheben::V,tóg,вдигна
1243,aufheben::V,tóg,повдигна
1244,aufheben::V,ardaigh,вдигна
1245,aufheben::V,ardaigh,повдигна
1246,zurücklassen::V,fág,оставя
1247,verlieren::V,caill,загубя
1248,fallen lassen::V,lig uait,изпусна
1249,fallen lassen::V,caith uait,изпусна
1250,machen::V,déan,направя
1251,machen::V,réitigh,направя
1252,herstellen::V,táirg,произведа
1253,bauen::V,tóg,строя
1254,reparieren::V,deisigh,поправя
1255,verbessern::V,feabhsaigh,подобря
1256,ändern::V,athraigh,променя
1257,graben::V,tochail,копая
1258,beugen::V,crom,прегъна
1259,biegen::V,lúb,прегъна
1260,drehen::V,cas,въртя
1261,wenden::V,tiontaigh,обърна
1262,umdrehen::V,iompaigh,обърна
1263,umdrehen::V,tiontaigh,обърна
1264,heben::V,ardaigh,вдигам
1265,hochheben::V,tóg,издигна
1266,ergreifen::V,beir ar,хвана
1267,ergreifen::V,beir ar,обхвана
1268,halten::V,coimeád,държа
1269,halten::V,coinnigh,държа
1270,drücken::V,brúigh,натискам
1271,drücken::V,brúigh,притискам
1272,schieben::V,brúigh,тикам
1273,kratzen::V,scríob,одраскам
1274,lecken::V,ligh,лижа
1275,lecken::V,ligh,ближа
1276,lecken::V,leadhb,лижа
1277,lecken::V,leadhb,ближа
1278,beißen::V,bain greim as,хапя
1279,beißen::V,bain greim as,ухапя
1280,abreißen::V,stróic,откъсна
1281,abreißen::V,tarraing,откъсна
1282,abschneiden::V,scoith,отрежа
1283,binden::V,ceangail,вържа
1284,stecken::V,sáigh,пъхна
1285,brechen::V,bris,троша
1286,klopfen::V,cnag,чукам
1287,hauen::V,buail,бия
1288,kleben::V,gliúáil,лепя
1289,kleben::V,gliúáil,залепя
1290,reiben::V,cuimil,трия
1291,reiben::V,cuimil,търкам
1292,streichen::V,leath,намажа
1293,schleifen::V,líomh,остря
1294,schneiden::V,gearr,режа
1295,rütteln::V,croith,разтърсвам
1296,schütteln::V,croith,клатя
1297,schütteln::V,croith,друсам
1298,schwenken::V,luasc,размахам
1299,schütten::V,doirt,сипя
1300,füllen::V,líon,напълня
1301,einwickeln::V,cuach,увия
1302,einwickeln::V,cuach,завия
1303,einwickeln::V,clúdaigh,увия
1304,einwickeln::V,clúdaigh,завия
1305,tragen::V,iompair,нося
1306,schleppen::V,tarraing,влача
1307,ziehen::V,tarraing,тегля
1308,ziehen::V,tarraing,дръпна
1309,aufbewahren::V,coinnigh,съхраня
1310,werfen::V,caith,хвърля
1311,fangen::V,ceap,ловя
1312,fangen::V,ceap,уловя
1313,packen::V,beir ar,хвана
1314,verstecken::V,folaigh,крия
1315,verstecken::V,folaigh,скрия
1316,verstecken::V,cuir i bhfolach,крия
1317,verstecken::V,cuir i bhfolach,скрия
1318,teilen::V,roinn,разделя
1319,schicken::V,seol,изпращам
1320,bringen::V,beir,донеса
1321,bringen::V,tabhair,донеса
1322,hinzufügen::V,cuir le,прибавя
1323,bekommen::V,faigh,сдобия се
1324,erhalten::V,faigh,получа
1325,nehmen::V,tóg,взема
1326,nehmen::V,glac,взема
1327,wählen::V,pioc,избирам
1328,wählen::V,roghnaigh,избирам
1329,auswählen::V,roghnaigh,избера
1330,bewahren::V,caomhnaigh,пазя
1331,behindern::V,cuir bac ar,преча
1332,behindern::V,cuir bac ar,спъвам
1333,verderben::V,mill,разваля
1334,beschädigen::V,loit,повредя
1335,beschädigen::V,déan damáiste do,повредя
1336,zerbrechen::V,bris,счупя
1337,zerreißen::V,stiall,скъсам
1338,zerstören::V,mill,разруша
1339,zerstören::V,scrios,разруша
1340,verbrennen::V,las,изгоря
1341,verbrennen::V,dóigh,изгоря
1342,geben::V,tabhair,дам
1343,reichen::V,sín,подам
1344,reichen::V,cuir,подам
1345,schenken::V,bronn,подаря
1346,schenken::V,tabhair,подаря
1347,versprechen::V,geall,обещая
1348,wünschen::V,guigh,желая
1349,loben::V,mol,хваля
1350,küssen::V,póg,целувам
1351,wiegen::V,bog,люлея
1352,wiegen::V,luasc,люлея
1353,zudecken::V,clúdaigh,покрия
1354,wecken::V,dúisigh,събудя
1355,zeigen::V,taispeáin,покажа
1356,führen::V,treoraigh,водя
1357,führen::V,treoraigh,заведа
1358,lehren::V,múin,уча
1359,lehren::V,teagasc,уча
1360,unterrichten::V,múin,преподавам
1361,unterrichten::V,teagasc,преподавам
1362,aufziehen::V,tóg,отгледам
1363,leiten::V,tá i gceannas ar,ръководя
1364,leiten::V,tá i gceannas ar,управлявам
1365,antreiben::V,gríosaigh,подкарвам
1366,lassen::V,cuir ag,накарам
1367,einladen::V,cuir cuireadh ar,поканя
1368,vereinigen::V,aontaigh,съединя
1369,besuchen::V,tabhair cuairt ar,посетя
1370,treffen::V,cas ar,срещна
1371,treffen::V,buail le,срещна
1372,sich versammeln::V,bailigh,събера се
1373,sich versammeln::V,cruinnigh,събера се
1374,spielen::V,imir,играя
1375,spielen::V,tá ag spraoi,играя
1376,singen::V,can,пея
1377,tanzen::V,rinc,танцувам
1378,tanzen::V,damhsaigh,танцувам
1379,sich trennen::V,scar,разделя се
1380,verlassen::V,fág,напусна
1381,retten::V,tarrtháil,спася
1382,bewachen::V,cosain,охранявам
1383,bewachen::V,gardáil,охранявам
1384,schützen::V,cosain,запазя
1385,verteidigen::V,cosain,защитя
1386,sich schlagen::V,tá ag bruíon,бия се
1387,schießen::V,caith,стрелям
1388,schießen::V,scaoil,стрелям
1389,siegen::V,bain,победя
1390,siegen::V,buaigh,победя
1391,ärgern::V,cuir isteach ar,ядосам
1392,schlagen::V,buail,бия
1393,schlagen::V,buail,ударя
1394,treten::V,ciceáil,ритам
1395,stechen::V,sáigh,бодна
1396,stoßen::V,brúigh,бутна
1397,stoßen::V,brúigh,блъсна
1398,stoßen::V,soncáil,бутна
1399,stoßen::V,soncáil,блъсна
1400,stehlen::V,goid,
1401,stören::V,cuir isteach ar,смутя
1402,belästigen::V,cuir as do,отегча
1403,belästigen::V,cuir as do,безпокоя
1404,verbergen::V,ceil,скрия
1405,täuschen::V,cuir dallamullóg ar,измамя
1406,betrügen::V,déan calaois ar,измамя
1407,töten::V,maraigh,убия
1408,töten::V,maraigh,умъртвя
1409,wohnen::V,cuir faoi,живея
1410,wohnen::V,tá ina chónaí,живея
1411,arbeiten::V,oibrigh,работя
1412,sammeln::V,bailigh,събера
1413,sammeln::V,cruinnigh,събера
1414,pflücken::V,pioc,бера
1415,pflücken::V,pioc,откъсна
1416,jagen::V,seilg,ловувам
1417,fischen::V,iasc,ловя риба
1418,fassen::V,beir ar,хвана
1419,hüten::V,aoirigh,пазя
1420,treiben::V,seol,карам
1421,treiben::V,tiomáin,карам
1422,anbinden::V,ceangail,завържа
1423,füttern::V,cothaigh,храня
1424,füttern::V,beathaigh,храня
1425,melken::V,bligh,доя
1426,melken::V,crúigh,доя
1427,hacken::V,gearr,сека
1428,gießen::V,uiscigh,полея
1429,reifen::V,aibigh,узрея
1430,zubereiten::V,cócaráil,приготвя
1431,kochen::V,bruith,варя
1432,kochen::V,beirigh,варя
1433,backen::V,bácáil,пека
1434,braten::V,róst,пържа
1435,braten::V,frioch,пържа
1436,umrühren::V,measc,разбъркам
1437,stricken::V,cniotáil,плета
1438,nähen::V,fuaigh,шия
1439,färben::V,dathaigh,боядисам
1440,reinigen::V,glan,почистя
1441,waschen::V,nigh,мия
1442,waschen::V,nigh,пера
1443,abwischen::V,glan,избърша
1444,spülen::V,sruthlaigh,плакна
1445,fegen::V,scuab,измета
1446,kehren::V,scuab,мета
1447,baden::V,folc,къпя се
1448,sich waschen::V,nigh é féin,мия се
1449,ausziehen::V,bain de,съблека
1450,anziehen::V,cuir ar,облека
1451,sich anziehen::V,gléas é féin,облека се
1452,kämmen::V,cíor,реша
1453,kämmen::V,cíor,вчеша
1454,schmücken::V,maisigh,накича
1455,sagen::V,abair,кажа
1456,sprechen::V,labhair,говоря
1457,reden::V,caintigh,говоря
1458,sich unterhalten::V,caintigh,разговарям
1459,sich unterhalten::V,tá ag comhrá,разговарям
1460,fragen::V,fiafraigh,запитам
1461,fragen::V,cuir ceist,запитам
1462,bitten::V,iarr,моля
1463,erzählen::V,inis,разкажа
1464,erzählen::V,eachtraigh,разкажа
1465,mitteilen::V,aithris,съобщя
1466,mitteilen::V,cuir in iúl,съобщя
1467,nennen::V,ainmnigh,нарека
1468,rufen::V,glaoigh,викам
1469,rufen::V,glaoigh,повикам
1470,prahlen::V,maígh,хваля се
1471,übersetzen::V,aistrigh,преведа
1472,denken::V,síl,мисля
1473,denken::V,ceap,мисля
1474,glauben::V,creid,вярвам
1475,bemerken::V,tabhair faoi deara,забележа
1476,erkennen::V,aithin,позная
1477,begreifen::V,tuig,схвана
1478,verstehen::V,tuig,разбера
1479,lernen::V,foghlaim,уча се
1480,wissen::V,tá a fhios ag,зная
1481,sich erinnern an::V,cuimhnigh ar,спомня си за
1482,sich erinnern an::V,is cuimhne ar,спомня си за
1483,vergessen::V,dearmad,забравя
1484,messen::V,tomhais,меря
1485,zählen::V,cuntais,броя
1486,rechnen::V,ríomh,сметна
1487,rechnen::V,áirigh,сметна
1488,lesen::V,léigh,чета
1489,malen::V,péinteáil,рисувам
1490,zeichnen::V,línigh,рисувам
1491,zeichnen::V,tarraing,рисувам
1492,schreiben::V,scríobh,пиша
1493,besitzen::V,is le,имам
1494,besitzen::V,is le,притежавам
1495,kaufen::V,ceannaigh,купя
1496,kaufen::V,ceannaigh,купувам
1497,verkaufen::V,díol,продам
1498,bezahlen::V,íoc as,заплатя
1499,zahlen::V,íoc,платя
1500,beherrschen::V,rialaigh,владея
1501,ertragen::V,seas,понеса
1502,ertragen::V,fulaing,понеса
1503,ertragen::V,foighnigh,понеса
1504,Ader::N,,вена
1505,Ader::N,,артерия
1506,vorwärts::ADV,,напред
