,Concept_ID,la,ja
852,aufwachen::V,expergisci,目が覚める
853,aufstehen::V,exsurgere,起きる
854,sich erholen::V,se reficere,休養する
855,krank werden::V,aegrescere,病気になる
856,krank sein::V,aegrotare,病気である
857,schmerzen::V,dolere,痛む
858,husten::V,tussire,咳をする
859,genesen::V,convalescere,元気になる
860,sterben::V,mori,死ぬ
861,sterben::V,mori,亡くなる
862,umkommen::V,perire,死亡する
863,sich bewegen::V,se movere,移動する
864,sich rühren::V,micare,動く
865,sich erheben::V,surgere,立ち上がる
866,sich setzen::V,considere,座る
867,hinfallen::V,cadere,転ぶ
868,laufen::V,vadere,歩く
869,schreiten::V,gradi,跨ぐ
870,spazierengehen::V,ambulare,散歩する
871,eilen::V,properare,急ぐ
872,sich beeilen::V,festinare,焦る
873,sausen::V,currere,疾駆する
874,rennen::V,currere,走る
875,springen::V,salire,跳ぶ
876,klettern::V,niti,よじ登る
877,schaukeln::V,oscillare,ぶらんこに乗る
878,kriechen::V,repere,這う
879,kriechen::V,serpere,這う
880,schwimmen::V,nare,泳ぐ
881,schwimmen::V,natare,泳ぐ
882,tauchen::V,mergere,潜る
883,rudern::V,remigare,漕ぐ
884,fahren::V,vehi,行く
885,fahren::V,vehi,乗車する
886,fliegen::V,volare,飛ぶ
887,gehen::V,ire,行く
888,gehen::V,vadere,行く
889,weggehen::V,abire,立ち去る
890,weggehen::V,discedere,立ち去る
891,abfahren::V,proficisci,出発する
892,anhalten::V,consistere,止まる
893,hineingehen::V,inire,入る
894,hineingehen::V,ingredi,入る
895,eintreten::V,intrare,中に入る
896,kommen::V,venire,来る
897,ankommen::V,advenire,着く
898,ankommen::V,advenire,到着する
899,zurückkommen::V,revenire,帰る
900,bleiben::V,manere,留まる
901,warten::V,opperiri,待つ
902,erwarten::V,opperiri,期待する
903,erwarten::V,expectare,期待する
904,suchen::V,quaerere,探る
905,finden::V,reperire,見つける
906,versuchen::V,conari,試す
907,versuchen::V,temptare,試す
908,vorbereiten::V,parare,準備する
909,lieben::V,amare,愛する
910,mögen::V,amare,好きである
911,lachen::V,ridere,笑う
912,rühren::V,commovere,感情を動かす
913,weinen::V,flere,泣く
914,schimpfen::V,increpare,叱る
915,sich ärgern::V,indignari,怒る
916,sich ärgern::V,indignari,腹を立てる
917,sich fürchten::V,vereri,怖がる
918,fürchten::V,timere,恐れる
919,fliehen::V,fugere,逃げる
920,flüchten::V,effugere,逃亡する
921,sehen::V,videre,見る
922,anschauen::V,aspectare,眺める
923,ansehen::V,spectare,見る
924,hören::V,audire,聞く
925,zuhören::V,auscultare,聴く
926,probieren::V,gustare,食べてみる
927,riechen::V,olfacere,気取る
928,fühlen::V,sentire,感じる
929,scheinen::V,videri,ように見える
930,zu sehen sein::V,conspici,見える
931,vernehmen::V,comperire,承る
932,frieren::V,algere,寒気がする
933,tun::V,facere,する
934,können::V,posse,出来る
935,wollen::V,velle,-たい
936,anfangen::V,incipere,始める
937,beenden::V,finire,終える
938,aufhören::V,desistere,止める
939,gelingen::V,contingere,成功する
940,geraten::V,evenire,当たる
941,öffnen::V,aperire,開く
942,öffnen::V,aperire,開ける
943,schließen::V,claudere,閉める
944,stellen::V,sistere,置く
945,stellen::V,sistere,据える
946,setzen::V,ponere,座らせる
947,legen::V,ponere,置く
948,berühren::V,tangere,触る
949,berühren::V,tangere,触れる
950,verbinden::V,iungere,結びつける
951,bedecken::V,tegere,覆う
952,bedecken::V,operire,覆う
953,aufhängen::V,suspendere,掛ける
954,anzünden::V,accendere,燃やす
955,anzünden::V,accendere,火をつける
956,anzünden::V,inflammare,燃やす
957,anzünden::V,inflammare,火をつける
958,aufheben::V,tollere,拾う
959,zurücklassen::V,relinquere,残す
960,verlieren::V,perdere,無くす
961,verlieren::V,amittere,無くす
962,fallen lassen::V,dimittere,落とす
963,machen::V,facere,作る
964,herstellen::V,fabricare,製造する
965,bauen::V,construere,建設する
966,reparieren::V,reparare,直す
967,reparieren::V,reparare,修理する
968,verbessern::V,emendare,改良する
969,ändern::V,mutare,変える
970,graben::V,fodere,掘る
971,beugen::V,flectere,折る
972,biegen::V,curvare,曲げる
973,drehen::V,torquere,回す
974,wenden::V,vertere,裏返す
975,umdrehen::V,convertere,裏返す
976,heben::V,tollere,挙げる
977,hochheben::V,levare,持ち上げる
978,ergreifen::V,capessere,取り上げる
979,halten::V,tenere,持つ
980,drücken::V,premere,押す
981,schieben::V,promovere,ずらす
982,kratzen::V,radere,引っ掻く
983,lecken::V,lambere,なめる
984,beißen::V,mordere,噛む
985,abreißen::V,avellere,剝ぎ取る
986,abschneiden::V,desecare,切り取る
987,binden::V,ligare,縛る
988,stecken::V,inserere,差し込む
989,brechen::V,rumpere,破る
990,klopfen::V,pultare,とんとん叩く
991,hauen::V,ferire,叩く
992,kleben::V,agglutinare,貼る
993,kleben::V,agglutinare,くっ付ける
994,reiben::V,terere,擦る
995,streichen::V,oblinere,塗る
996,schleifen::V,acuere,研ぐ
997,schneiden::V,secare,切る
998,rütteln::V,quassare,揺さぶる
999,schütteln::V,quatere,振る
1000,schütteln::V,quatere,揺さぶる
1001,schwenken::V,ventilare,振る
1002,schütten::V,fundere,注ぐ
1003,füllen::V,complere,いっぱいにする
1004,einwickeln::V,involvere,包む
1005,tragen::V,ferre,運ぶ
1006,tragen::V,portare,運ぶ
1007,schleppen::V,pertrahere,引きずる
1008,ziehen::V,trahere,引く
1009,aufbewahren::V,asservare,預かる
1010,werfen::V,iacere,投げる
1011,fangen::V,capere,受ける
1012,packen::V,capessere,掴む
1013,verstecken::V,abdere,隠す
1014,teilen::V,partiri,分ける
1015,teilen::V,dividere,分ける
1016,schicken::V,mittere,送る
1017,bringen::V,apportare,持って行く
1018,hinzufügen::V,addere,加える
1019,bekommen::V,adipisci,得る
1020,erhalten::V,accipere,受ける
1021,nehmen::V,sumere,取る
1022,wählen::V,eligere,選ぶ
1023,auswählen::V,deligere,選ぶ
1024,bewahren::V,conservare,保存する
1025,behindern::V,impedire,妨害する
1026,verderben::V,corrumpere,台無しにする
1027,beschädigen::V,laedere,損傷する
1028,zerbrechen::V,rumpere,割る
1029,zerbrechen::V,frangere,割る
1030,zerreißen::V,discindere,引き裂く
1031,zerstören::V,delere,破壊する
1032,verbrennen::V,urere,焼く
1033,verbrennen::V,cremare,焼く
1034,geben::V,dare,上げる
1035,reichen::V,praebere,渡す
1036,schenken::V,donare,贈る
1037,schenken::V,largiri,贈る
1038,versprechen::V,polliceri,約束する
1039,versprechen::V,promittere,約束する
1040,loben::V,laudare,褒める
1041,küssen::V,osculari,キスする
1042,zudecken::V,tegere,覆う
1043,wecken::V,excitare,起こす
1044,zeigen::V,monstrare,見せる
1045,führen::V,ducere,案内する
1046,lehren::V,docere,教える
1047,unterrichten::V,instituere,通知する
1048,aufziehen::V,nutrire,育てる
1049,leiten::V,ducere,導く
1050,antreiben::V,incitare,励ます
1051,lassen::V,iubere,～させる
1052,einladen::V,invitare,誘う
1053,einladen::V,invitare,招待する
1054,vereinigen::V,coniungere,一つにする
1055,besuchen::V,visere,訪ねる
1056,treffen::V,convenire,出会う
1057,sich versammeln::V,convenire,集まる
1058,spielen::V,ludere,遊ぶ
1059,singen::V,cantare,歌う
1060,tanzen::V,saltare,踊る
1061,sich trennen::V,digredi,別れる
1062,sich trennen::V,discedere,別れる
1063,verlassen::V,deserere,別れる
1064,verlassen::V,relinquere,別れる
1065,retten::V,servare,救う
1066,retten::V,servare,助ける
1067,bewachen::V,custodire,見張る
1068,bewachen::V,custodire,軽微する
1069,schützen::V,tueri,保護する
1070,schützen::V,tutari,保護する
1071,verteidigen::V,defendere,守る
1072,sich schlagen::V,luctari,殴る
1073,schießen::V,iaculari,撃つ
1074,siegen::V,vincere,勝つ
1075,ärgern::V,irritare,怒らせる
1076,schlagen::V,ferire,殴る
1077,treten::V,calcare,蹴る
1078,stechen::V,pungere,突く
1079,stoßen::V,tundere,突く
1080,stehlen::V,furari,盗る
1081,stören::V,turbare,構う
1082,belästigen::V,obtundere,邪魔する
1083,verbergen::V,celare,隠す
1084,verbergen::V,occultare,隠す
1085,täuschen::V,fallere,だます
1086,betrügen::V,fraudare,だます
1087,töten::V,necare,殺す
1088,töten::V,caedere,殺す
1089,wohnen::V,habitare,住む
1090,arbeiten::V,laborare,働く
1091,sammeln::V,colligere,集める
1092,sammeln::V,colligere,収集する
1093,pflücken::V,carpere,摘む
1094,jagen::V,venari,狩りをする
1095,fischen::V,piscari,釣る
1096,fassen::V,capere,捕る
1097,hüten::V,custodire,放牧する
1098,treiben::V,agere,追う
1099,anbinden::V,alligare,繋ぐ
1100,füttern::V,nutrire,餌をやる
1101,melken::V,mulgere,搾乳する
1102,hacken::V,findere,刻む
1103,gießen::V,rigare,水をやる
1104,reifen::V,maturescere,熟す
1105,zubereiten::V,apparare,調理する
1106,kochen::V,coquere,煮る
1107,backen::V,coquere,焼く
1108,braten::V,torrere,焼く
1109,braten::V,torrere,炒める
1110,umrühren::V,commovere,混ぜる
1111,stricken::V,texere,編む
1112,nähen::V,suere,縫う
1113,färben::V,tingere,染める
1114,reinigen::V,purgare,掃除する
1115,waschen::V,lavare,洗う
1116,waschen::V,lavare,洗濯する
1117,abwischen::V,abstergere,拭く
1118,spülen::V,perluere,洗う
1119,spülen::V,perluere,すすぐ
1120,fegen::V,verrere,掃除する
1121,kehren::V,purgare,掃く
1122,baden::V,lavari,入浴する
1123,sich waschen::V,lavari,洗う
1124,ausziehen::V,exuere,脱ぐ
1125,anziehen::V,induere,着る
1126,sich anziehen::V,vestiri,着る
1127,kämmen::V,pectere,梳く
1128,schmücken::V,ornare,飾る
1129,schmücken::V,decorare,飾る
1130,sagen::V,dicere,言う
1131,sprechen::V,fari,話す
1132,reden::V,loqui,話す
1133,sich unterhalten::V,colloqui,話をする
1134,sich unterhalten::V,disputare,話をする
1135,fragen::V,rogare,聞く
1136,fragen::V,quaerere,聞く
1137,bitten::V,orare,頼む
1138,bitten::V,orare,お願いする
1139,bitten::V,rogare,頼む
1140,bitten::V,rogare,お願いする
1141,erzählen::V,narrare,物語る
1142,mitteilen::V,communicare,伝える
1143,nennen::V,appellare,名づける
1144,rufen::V,vocare,呼ぶ
1145,prahlen::V,gloriari,自慢する
1146,übersetzen::V,vertere,訳す
1147,denken::V,cogitare,考える
1148,glauben::V,credere,信じる
1149,bemerken::V,animadvertere,気が付く
1150,erkennen::V,cognoscere,認識する
1151,begreifen::V,comprehendere,分かる
1152,verstehen::V,intellegere,聞き取る
1153,lernen::V,discere,学ぶ
1154,lernen::V,discere,勉強する
1155,wissen::V,scire,知っている
1156,sich erinnern an::V,meminisse,思い出す
1157,vergessen::V,oblivisci,忘れる
1158,messen::V,metiri,計る
1159,messen::V,metiri,測定する
1160,zählen::V,numerare,数える
1161,rechnen::V,reri,計算する
1162,rechnen::V,calculare,計算する
1163,lesen::V,legere,読む
1164,malen::V,pingere,描く
1165,zeichnen::V,scribere,写生する
1166,schreiben::V,scribere,書く
1167,besitzen::V,possidere,所持する
1168,kaufen::V,emere,買う
1169,verkaufen::V,vendere,売る
1170,bezahlen::V,pendere,払う
1171,zahlen::V,solvere,支払う
1172,beherrschen::V,regere,支配する
1173,beherrschen::V,imperare,支配する
1174,ertragen::V,tolerare,耐える
1175,ertragen::V,sustinere,耐える
1176,wünschen::V,,望む
1177,wiegen::V,,揺する
