,Concept_ID,sl,el
734,sofort::ADV,prècej,αμέσως
735,später::ADV,poznêje,αργότερα
736,jetzt::ADV,zdàj,τώρα
737,heute::ADV,dánes,σήμερα
738,morgen::ADV,jútri,αύριο
739,bald::ADV,kmálu,σε λίγο
740,bald::ADV,kmálu,εντός ολίγου
741,dann::ADV,nató,ύστερα
742,gestern::ADV,včéraj,χτες
743,einst::ADV,nékdaj,ποτέ
744,einst::ADV,nékdaj,άλλοτε
745,damals::ADV,tedàj,τότε
746,damals::ADV,takràt,τότε
747,danach::ADV,potèm,μετά
748,danach::ADV,potèm,ύστερα
749,vorher::ADV,poprèj,πριν
750,vorher::ADV,poprèj,προηγουμένως
751,zuerst::ADV,spŕva,πρώτα
752,einmal::ADV,ênkrat,μία φορά
753,manchmal::ADV,včásih,κάποτε
754,oft::ADV,pogósto,συχνά
755,oft::ADV,pogósto,πολλές φορές
756,immer::ADV,védno,πάντα
757,immer::ADV,védno,πάντοτε
758,immer::ADV,zméraj,πάντα
759,immer::ADV,zméraj,πάντοτε
760,niemals::ADV,nikdàr,ποτέ
761,hier::ADV,tù,εδώ
762,hier::ADV,túkaj,εδώ
763,hierhin::ADV,sèmkaj,εδώ
764,von hier::ADV,od tú,από δω
765,dort::ADV,tàm,εκεί
766,dorthin::ADV,tjà,προς τα κει
767,geradeaus::ADV,rávno napréj,κατευθείαν
768,vorwärts::ADV,napréj,εμπρός
769,rückwärts::ADV,zádaj,πίσω
770,zurück::ADV,nazáj,πίσω
771,unten::ADV,dôli,κάτω
772,unten::ADV,spôdaj,κάτω
773,hinab::ADV,dôl,προς τα κάτω
774,oben::ADV,gôri,πάνω
775,oben::ADV,gôri,επάνω
776,oben::ADV,zgôraj,πάνω
777,oben::ADV,zgôraj,επάνω
778,hinauf::ADV,gôr,προς τα πάνω
779,überall::ADV,povsód,παντού
780,nicht::ADV,ne,δεν
781,ein wenig::ADV,málo,λιγάκι
782,kaum::ADV,kómaj,μόλις
783,sehr::ADV,zeló,πολύ
784,so::ADV,takó,έτσι
785,noch::ADV,še,ακόμα
786,nur::ADV,samó,μόνο
787,schon::ADV,žè,ήδη
788,schon::ADV,žè,κιόλας
789,wieder::ADV,spét,ξανά
790,vergebens::ADV,zamàn,μάταια
791,vergebens::ADV,zastónj,μάταια
792,vor::PRP,pred,μπροστά σε
793,vor::PRP,pred,μπροστά από
794,hinter::PRP,za,πίσω από 
795,unter::PRP,pod,υπό
796,unter::PRP,pod,κάτω από
797,durch::PRP,skózi,διά
798,durch::PRP,skózi,διά μέσου
799,neben::PRP,kràj,δίπλα σε
800,neben::PRP,póleg,δίπλα σε
801,zwischen::PRP,med,μεταξύ
802,zwischen::PRP,med,ανάμεσα σε
803,zwischen::PRP,izmed,μεταξύ
804,zwischen::PRP,izmed,ανάμεσα σε
805,wegen::PRP,zarádi,για
806,wegen::PRP,zarádi,λόγω
807,dies::PRN,tó,αυτό
808,das::PRN,tó,το
809,alles::PRN,vsè,όλα
810,ich::PRN,jàz,εγώ
811,du::PRN,tí,σύ
812,du::PRN,tí,εσύ
813,er::PRN,òn,αυτός
814,wir::PRN,mí,εμείς
815,ihr::PRN,ví,εσείς
816,sie::PRN,ôni,αυτοί
817,was::FPRN,káj,τι
818,wer::FPRN,kdó,ποιος
819,wo::FADV,kjé,πού
820,wohin::FADV,kám,πού
821,wohin::FADV,kám,για πού
822,wie::FADV,kakó,πώς
823,warum::FADV,zakáj,γιατί
824,wieviel::FNUM,kóliko,πόσος
825,eins::NUM,êden,ένα
826,zwei::NUM,dvá,δύο
827,drei::NUM,trí,τρία
828,drei::NUM,trí,τρεις
829,vier::NUM,štíri,τέσσερα
830,vier::NUM,štíri,τέσσερις
831,fünf::NUM,pét,πέντε
832,sechs::NUM,šést,έξι
833,sieben::NUM,sédem,εφτά
834,acht::NUM,ósem,οχτώ
835,neun::NUM,devét,εννιά
836,zehn::NUM,desét,δέκα
837,elf::NUM,enájst,έντεκα
838,zwölf::NUM,dvánajst,δώδεκα
839,zwanzig::NUM,dvájset,είκοσι
840,dreißig::NUM,trídeset,τριάντα
841,vierzig::NUM,štírideset,σαράντα
842,fünfzig::NUM,pétdeset,πενήντα
843,sechzig::NUM,šéstdeset,εξήντα
844,siebzig::NUM,sédemdeset,εβδομήντα
845,achtzig::NUM,ósemdeset,ογδόντα
846,neunzig::NUM,devétdeset,ενενήντα
847,hundert::NUM,stó,εκατό
848,tausend::NUM,tísoč,χίλιοι
849,und::CNJ,in,και
850,oder::CNJ,áli,ή
851,stehen::V,státi,στέκομαι
852,stehen::V,státi,είμαι όρθιος
853,sitzen::V,sedéti,κάθομαι
854,liegen::V,ležáti,είμαι ξαπλωμένος
855,hängen::V,viséti,κρέμομαι
856,werden::V,postáti,γίνομαι
857,passieren::V,zgodíti se,συμβαίνω
858,beginnen::V,začéti se,αρχίζω
859,enden::V,končáti se,τελειώνω
860,wechseln::V,ménjati se,αλλάζω
861,aufgehen[Sonne]::V,vzíti,βγαίνω
862,aufgehen[Sonne]::V,vzíti,ανατέλλω
863,untergehen[Sonne]::V,zaíti,δύω
864,untergehen[Sonne]::V,zaíti,βασιλεύω
865,scheinen[Sonne]::V,sijáti,λάμπω
866,donnern::V,grméti,βροντώ
867,wehen::V,píhati,φυσώ
868,strömen::V,líti,ρέω
869,strömen::V,líti,τρέχω
870,fließen::V,têči,ρέω
871,sich drehen::V,vrtéti se,γυρίζω
872,sich drehen::V,vrtéti se,στρέφομαι
873,schwanken::V,kolébati,ταλαντεύομαι
874,schwingen::V,níhati,αιωρούμαι
875,schwingen::V,níhati,ταλαντεύομαι
876,fallen::V,pádati,πέφτω
877,brennen::V,goréti,καίω
878,rauchen::V,kadíti se,καπνίζω
879,regnen::V,deževáti,βρέχω
880,gefrieren::V,zmŕzniti,παγώνω
881,tauen::V,tájati,λειώνω
882,schmelzen::V,kopnéti,λειώνω
883,trocknen::V,sušíti se,στεγνώνω
884,sieden::V,kipéti,βράζω
885,faulen::V,gníti,σαπίζω
886,verfaulen::V,zgníti,σαπίζω
887,reißen::V,tŕgati se,σχίζω
888,versinken::V,pogrézniti se,βουλιάζω
889,versinken::V,pogrézniti se,βυθίζομαι
890,vergehen::V,miníti,περνώ
891,erscheinen::V,pojáviti se,εμφανίζομαι
892,verschwinden::V,izgíniti,χάνομαι
893,verschwinden::V,izgíniti,εξαφανίζομαι
894,sinken::V,péšati,κατεβαίνω
895,abnehmen::V,pojémati,μειώνομαι 
896,zunehmen::V,véčati se,αυξάνω
897,zunehmen::V,véčati se,μεγαλώνω
898,zunehmen::V,množíti se,αυξάνω
899,zunehmen::V,množíti se,μεγαλώνω
900,steigen::V,dvígati se,ανεβαίνω
901,wachsen::V,rásti,μεγαλώνω
902,glänzen::V,sijáti,γυαλίζω
903,funkeln::V,ískriti se,αστράφτω
904,funkeln::V,ískriti se,σπιθοβολώ
905,lärmen::V,ropotáti,θορυβώ
906,lärmen::V,razgrájati,θορυβώ
907,läuten::V,zvoníti,χτυπώ 
908,klingeln::V,zvončkljáti,κουδουνίζω
909,klirren::V,žvenketáti,κουδουνίζω
910,brausen::V,šuméti,βουΐζω
911,rauschen::V,šuštéti,βουΐζω
912,rauschen::V,šelestéti,βουΐζω
913,klingen::V,zvenéti,ηχώ
914,bellen::V,lájati,γαυγίζω
915,heulen::V,zavíjati,ουρλιάζω
916,blasen::V,píhniti,φυσώ
917,pfeifen::V,pískati,σφυρίζω
918,pfeifen::V,žvížgati,σφυρίζω
919,schreien::V,kričáti,κραυγάζω
920,stöhnen::V,stókati,βογγώ
921,zittern::V,drgetáti,τρέμω
922,leben::V,živéti,ζω
923,geboren werden::V,rodíti se,γεννιέμαι
924,atmen::V,díhati,αναπνέω
925,trinken::V,píti,πίνω
926,essen::V,jésti,τρώω
927,schlucken::V,požírati,καταπίνω
928,müde werden::V,péšati,κουράζομαι
929,müde werden::V,utrúditi se,κουράζομαι
930,einschlafen::V,zaspáti,αποκοιμιέμαι
931,schlafen::V,spáti,κοιμάμαι
932,aufwachen::V,zbudíti se,ξυπνώ
933,aufstehen::V,vstáti,σηκώνομαι
934,sich erholen::V,oddahníti se,ξεκουράζομαι
935,krank werden::V,oboléti,αρρωσταίνω
936,krank sein::V,bíti bolán,ασθενώ
937,schmerzen::V,boléti,πονώ
938,husten::V,kášljati,βήχω
939,genesen::V,okrévati,θεραπεύομαι
940,sterben::V,umréti,πεθαίνω
941,umkommen::V,pogíniti,πεθαίνω
942,sich bewegen::V,zganíti se,κουνιέμαι
943,sich rühren::V,premakníti se,σαλεύω
944,sich erheben::V,vstájati,επαναστατώ
945,sich erheben::V,vzdígniti se,επαναστατώ
946,sich setzen::V,sésti,κάθομαι
947,hinfallen::V,pásti dôl,πέφτω κάτω
948,laufen::V,hodíti,τρέχω
949,schreiten::V,stópati,βαδίζω
950,spazierengehen::V,na sprehòd íti,κάνω βόλτα
951,spazierengehen::V,na sprehòd íti,πηγαίνω περίπατο
952,eilen::V,drvéti,σπεύδω
953,sich beeilen::V,hitéti,βιάζομαι
954,sausen::V,dírkati,τρέχω γρήγορα
955,rennen::V,dírjati,τρέχω
956,springen::V,skákati,πηδώ
957,klettern::V,plézati,σκαρφαλώνω
958,schaukeln::V,kolébati,κουνιέμαι
959,kriechen::V,pláziti se,έρπω
960,kriechen::V,pláziti se,σέρνομαι
961,schwimmen::V,plávati,κολυμπώ
962,tauchen::V,potápljati se,βουτώ
963,rudern::V,vesláti,κωπηλατώ
964,fahren::V,vozíti se,πηγαίνω
965,fahren::V,peljáti se,πηγαίνω
966,fliegen::V,létati,πετώ
967,gehen::V,íti,βαδίζω
968,gehen::V,íti,πηγαίνω
969,weggehen::V,odíti,φεύγω
970,abfahren::V,odpeljáti se,ξεκινώ
971,abfahren::V,odpeljáti se,αναχωρώ
972,anhalten::V,ustáviti se,σταματώ
973,hineingehen::V,íti nóter,μπαίνω
974,eintreten::V,vstopíti,μπαίνω
975,eintreten::V,vstopíti,εισέρχομαι
976,kommen::V,príti,έρχομαι
977,ankommen::V,prispéti,φτάνω
978,ankommen::V,prihájati,φτάνω
979,zurückkommen::V,vrníti se,επιστρέφω
980,bleiben::V,ostáti,μένω
981,warten::V,čákati,περιμένω
982,erwarten::V,pričakováti,αναμένω
983,erwarten::V,pričakováti,περιμένω
984,suchen::V,iskáti,ψάχνω
985,finden::V,nájti,βρίσκω
986,versuchen::V,poskúšati,προσπαθώ
987,vorbereiten::V,pripráviti,προετοιμάζω
988,lieben::V,ljubíti,αγαπώ
989,mögen::V,márati,μου αρέσει
990,lachen::V,smejáti se,γελώ
991,rühren::V,ganíti,συγκινώ
992,weinen::V,jókati,κλαίω
993,weinen::V,plákati,κλαίω
994,schimpfen::V,psováti,βρίζω
995,schimpfen::V,zmérjati,βρίζω
996,sich ärgern::V,jezíti se,θυμώνω
997,sich fürchten::V,báti se,φοβάμαι
998,fürchten::V,báti se,φοβάμαι
999,fliehen::V,bežáti,φεύγω
1000,flüchten::V,pobégniti,δραπετεύω
1001,sehen::V,vídeti,βλέπω
1002,anschauen::V,oglédati,κοιτάζω
1003,ansehen::V,glédati,βλέπω
1004,hören::V,slíšati,ακούω
1005,zuhören::V,poslúšati,ακούω
1006,probieren::V,poskúšati,δοκιμάζω
1007,riechen::V,dúhati,μυρίζω
1008,riechen::V,dúhati,οσφραίνομαι
1009,fühlen::V,čutíti,αισθάνομαι
1010,scheinen::V,zdéti se,φαίνομαι
1011,zu sehen sein::V,vídeti se,φαίνομαι
1012,vernehmen::V,čúti,ακούω
1013,vernehmen::V,čúti,μαθαίνω
1014,frieren::V,zébsti,κρυώνω
1015,tun::V,délati,κάνω
1016,können::V,môči,ξέρω
1017,können::V,môči,μπορώ
1018,wollen::V,hotéti,θέλω
1019,anfangen::V,začéti,αρχίζω
1020,beenden::V,dokončáti,τελειώνω
1021,aufhören::V,prenéhati,παύω
1022,gelingen::V,uspéti,πετυχαίνω
1023,gelingen::V,posréčiti se,πετυχαίνω
1024,geraten::V,obnêsti se,γίνομαι
1025,öffnen::V,odpréti,ανοίγω
1026,schließen::V,zapréti,κλείνω
1027,stellen::V,postáviti,θέτω
1028,setzen::V,posadíti,θέτω
1029,legen::V,položíti,θέτω
1030,berühren::V,dotíkati se,εγγίζω
1031,verbinden::V,obvézati,συνδέω
1032,bedecken::V,pokríti,σκεπάζω
1033,aufhängen::V,obésiti,κρεμώ
1034,anzünden::V,zažgáti,ανάβω
1035,aufheben::V,vzdígniti,σηκώνω
1036,zurücklassen::V,zapustíti,εγκαταλείπω
1037,verlieren::V,izgubíti,χάνω
1038,fallen lassen::V,navréči,αφήνω να πέσει
1039,machen::V,naredíti,κάνω
1040,machen::V,naredíti,φτιάχνω
1041,machen::V,napráviti,κάνω
1042,machen::V,napráviti,φτιάχνω
1043,herstellen::V,izdélati,κατασκευάζω
1044,bauen::V,gradíti,χτίζω
1045,bauen::V,gradíti,οικοδομώ
1046,reparieren::V,popráviti,επισκευάζω
1047,reparieren::V,popráviti,επιδιορθώνω
1048,verbessern::V,izbóljšati,βελτιώνω
1049,verbessern::V,izbóljšati,καλυτερεύω
1050,ändern::V,spremeníti,αλλάζω
1051,graben::V,kopáti,σκάβω
1052,graben::V,grêbsti,σκάβω
1053,beugen::V,upogníti,λυγίζω
1054,biegen::V,zavíjati,κάμπτω
1055,drehen::V,vrtéti,στρέφω
1056,wenden::V,obrníti,γυρίζω
1057,umdrehen::V,zasúkati,γυρίζω
1058,heben::V,dvígati,υψώνω
1059,heben::V,dvígati,σηκώνω
1060,hochheben::V,privzdígniti,υψώνω
1061,hochheben::V,privzdígniti,σηκώνω
1062,ergreifen::V,zgrábiti,πιάνω
1063,ergreifen::V,zgrábiti,αρπάζω
1064,halten::V,držáti,βαστώ
1065,drücken::V,tiščáti,πιέζω
1066,schieben::V,ríniti,σπρώχνω
1067,kratzen::V,práskati,γρατσουνίζω
1068,lecken::V,lízati,γλείφω
1069,beißen::V,grísti,δαγκάνω
1070,abreißen::V,odtŕgati,κόβω
1071,abreißen::V,odtŕgati,σχίζω
1072,abschneiden::V,odrézati,αποκόπτω
1073,binden::V,vézati,δένω
1074,stecken::V,vtakníti,χώνω
1075,brechen::V,lomíti,σπάζω
1076,klopfen::V,tólči,χτυπώ
1077,klopfen::V,tólči,τινάζω
1078,hauen::V,séči,χτυπώ
1079,kleben::V,lépiti,κολλώ
1080,reiben::V,tréti,τρίβω
1081,reiben::V,dŕgniti,τρίβω
1082,streichen::V,namázati,αλείφω
1083,schleifen::V,brúsiti,ακονίζω
1084,schneiden::V,rézati,κόβω
1085,rütteln::V,strésti,σείω
1086,rütteln::V,strésti,τινάζω
1087,schütteln::V,majáti,σείω
1088,schütteln::V,majáti,κουνώ
1089,schwenken::V,obrníti,κουνώ
1090,schütten::V,sípati,χύνω
1091,füllen::V,napolníti,γεμίζω
1092,einwickeln::V,zavíti,τυλίγω
1093,tragen::V,nêsti,φέρνω
1094,schleppen::V,vláčiti,κουβαλώ
1095,ziehen::V,vléči,τραβώ
1096,aufbewahren::V,shranjeváti,φυλάω
1097,werfen::V,lúčati,ρίχνω
1098,fangen::V,ujéti,πιάνω
1099,packen::V,prijéti,τσακώνω
1100,verstecken::V,skríti,κρύβω
1101,teilen::V,razdelíti,μερίζω
1102,schicken::V,pošíljati,στέλνω
1103,bringen::V,prinêsti,φέρνω
1104,hinzufügen::V,pristáviti,προσθέτω
1105,bekommen::V,dobíti,προσκομίζω
1106,erhalten::V,prejéti,παίρνω
1107,erhalten::V,prejéti,λαμβάνω
1108,nehmen::V,vzéti,πιάνω
1109,nehmen::V,vzéti,παίρνω
1110,wählen::V,izbírati,εκλέγω
1111,auswählen::V,izbráti,διαλέγω
1112,bewahren::V,ohraníti,διατηρώ
1113,behindern::V,ovírati,εμποδίζω
1114,verderben::V,pokváriti,χαλώ
1115,beschädigen::V,poškodováti,ζημιώνω
1116,zerbrechen::V,razlomíti,σπάζω
1117,zerreißen::V,raztŕgati,σχίζω
1118,zerstören::V,razrúšiti,καταστρέφω
1119,verbrennen::V,sežgáti,καίω
1120,geben::V,dáti,δίνω
1121,reichen::V,séči,δίνω
1122,reichen::V,molíti,δίνω
1123,schenken::V,podáriti,χαρίζω
1124,versprechen::V,obljubíti,υπόσχομαι
1125,wünschen::V,vóščiti,εύχομαι
1126,loben::V,hváliti,επαινώ
1127,küssen::V,poljubováti,φιλώ
1128,wiegen::V,zíbati,κουνώ
1129,wiegen::V,zíbati,νανουρίζω
1130,zudecken::V,pokríti,σκεπάζω
1131,wecken::V,zbudíti,ξυπνώ
1132,zeigen::V,pokázati,δείχνω
1133,führen::V,vêsti,οδηγώ
1134,lehren::V,učíti,διδάσκω
1135,unterrichten::V,poučeváti,διδάσκω
1136,aufziehen::V,vzgojíti,ανατρέφω
1137,leiten::V,uprávljati,ηγούμαι
1138,leiten::V,uprávljati,διευθύνω
1139,antreiben::V,goníti,σπρώχνω
1140,antreiben::V,goníti,παρακινώ
1141,lassen::V,povzročíti,αφήνω
1142,einladen::V,povábiti,προσκαλώ
1143,vereinigen::V,zdrúžiti,ενώνω
1144,besuchen::V,obiskáti,επισκέπτομαι
1145,treffen::V,pogodíti,συναντώ
1146,sich versammeln::V,zbráti se,μαζεύομαι
1147,spielen::V,igráti se,παίζω
1148,singen::V,péti,τραγουδώ
1149,tanzen::V,plésati,χορεύω
1150,sich trennen::V,ločíti se,αποχωρίζομαι
1151,verlassen::V,zapustíti,εγκαταλείπω
1152,retten::V,réšiti,σώζω
1153,bewachen::V,strážiti,φρουρώ
1154,schützen::V,sčítiti,προστατεύω
1155,verteidigen::V,braníti,υπερασπίζω
1156,sich schlagen::V,têpsti se,χτυπιέμαι
1157,schießen::V,stréljati,πυροβολώ
1158,siegen::V,zmágati,νικώ
1159,ärgern::V,jezíti,τσαντίζω
1160,ärgern::V,razbúriti,τσαντίζω
1161,schlagen::V,têpsti,χτυπώ
1162,schlagen::V,udáriti,χτυπώ
1163,treten::V,teptáti,κλοτσώ
1164,stechen::V,ubôsti,τρυπώ
1165,stoßen::V,peháti,ωθώ
1166,stoßen::V,peháti,σπρώχνω
1167,stoßen::V,drégniti,ωθώ
1168,stoßen::V,drégniti,σπρώχνω
1169,stehlen::V,ukrásti,κλέβω
1170,stehlen::V,pokrásti,κλέβω
1171,stören::V,motíti,διαταράσσω
1172,belästigen::V,nadlegováti,ενοχλώ
1173,verbergen::V,skríti,κρύβω
1174,täuschen::V,slepíti,παραπλανώ
1175,betrügen::V,várati,απατώ
1176,betrügen::V,ogoljufáti,απατώ
1177,töten::V,ubíti,σκοτώνω
1178,töten::V,ubíti,θανατώνω
1179,wohnen::V,prebívati,μένω
1180,wohnen::V,prebívati,κατοικώ
1181,arbeiten::V,délati,δουλεύω
1182,arbeiten::V,délati,εργάζομαι
1183,sammeln::V,zbráti,μαζεύω
1184,sammeln::V,zbráti,συλλέγω
1185,pflücken::V,obráti,κόβω
1186,jagen::V,lovíti,κυνηγώ
1187,fischen::V,ribáriti,ψαρεύω
1188,fassen::V,zajéti,πιάνω
1189,hüten::V,pásti,φυλάγω
1190,hüten::V,pásti,προσέχω
1191,treiben::V,pogánjati,οδηγώ
1192,anbinden::V,privézati,δένω
1193,füttern::V,kŕmiti,ταΐζω
1194,melken::V,mólsti,αρμέγω
1195,hacken::V,sékati,κόβω
1196,gießen::V,ulíti,ποτίζω
1197,reifen::V,zoréti,ωριμάζω
1198,zubereiten::V,pripráviti,ετοιμάζω
1199,kochen::V,kúhati,βράζω
1200,backen::V,cvréti,ψήνω
1201,braten::V,pêči,τηγανίζω
1202,umrühren::V,preméšati,ανακατεύω
1203,stricken::V,plêsti,πλέκω
1204,nähen::V,šívati,ράβω
1205,färben::V,bárvati,βάφω
1206,färben::V,bárvati,χρωματίζω
1207,reinigen::V,očístiti,καθαρίζω
1208,waschen::V,opráti,πλένω
1209,abwischen::V,obrísati,σφουγγίζω
1210,spülen::V,splakováti,ξεπλένω
1211,fegen::V,pométati,σκουπίζω
1212,kehren::V,mésti,σκουπίζω
1213,baden::V,kópati se,κάνω μπάνιο
1214,sich waschen::V,umíti se,πλένομαι
1215,ausziehen::V,izvléči,βγάζω
1216,anziehen::V,obléči,φορώ
1217,sich anziehen::V,obléči se,ντύνομαι
1218,kämmen::V,česáti,χτενίζω
1219,schmücken::V,okrasíti,στολίζω
1220,sagen::V,dejáti,λέω
1221,sprechen::V,govoríti,μιλώ
1222,reden::V,rêči,μιλώ
1223,reden::V,rêči,κουβεντιάζω
1224,sich unterhalten::V,razgovárjati se,συνομιλώ
1225,sich unterhalten::V,razgovárjati se,κουβεντιάζω
1226,fragen::V,vprášati,ρωτώ
1227,bitten::V,prosíti,ζητώ
1228,bitten::V,prosíti,παρακαλώ
1229,erzählen::V,práviti,διηγούμαι
1230,mitteilen::V,naznániti,πληροφορώ
1231,nennen::V,imenováti,ονομάζω
1232,rufen::V,klícati,φωνάζω
1233,prahlen::V,baháti se,καυχιέμαι
1234,übersetzen::V,prevêsti,μεταφράζω
1235,denken::V,mísliti,σκέφτομαι
1236,glauben::V,verjéti,πιστεύω
1237,bemerken::V,opáziti,παρατηρώ
1238,erkennen::V,spoznáti,αναγνωρίζω
1239,begreifen::V,pôjmiti,καταλαβαίνω
1240,verstehen::V,razuméti,ακούω
1241,lernen::V,učíti se,μαθαίνω
1242,wissen::V,znáti,ξέρω
1243,wissen::V,védeti,ξέρω
1244,sich erinnern an::V,spómniti se,θυμάμαι
1245,vergessen::V,pozábiti,ξεχνώ
1246,messen::V,mériti,μετρώ
1247,zählen::V,štéti,μετρώ
1248,rechnen::V,račúnati,λογαριάζω
1249,lesen::V,bráti,διαβάζω
1250,lesen::V,čítati,διαβάζω
1251,malen::V,slíkati,ζωγραφίζω
1252,zeichnen::V,rísati,σχεδιάζω
1253,schreiben::V,písati,γράφω
1254,besitzen::V,iméti,κατέχω
1255,kaufen::V,kupíti,αγοράζω
1256,verkaufen::V,prodáti,πουλώ
1257,bezahlen::V,pláčati,πληρώνω
1258,zahlen::V,plačeváti,πληρώνω
1259,beherrschen::V,obvládati,κυριαρχώ
1260,ertragen::V,prenêsti,βαστώ
1261,ertragen::V,prenêsti,αντέχω
1262,Verstand::N,,νους
