,Concept_ID,kk,no
826,von hier::ADV,бер жақтан,herfra
827,dort::ADV,анда,der
828,dorthin::ADV,әрі,dit
829,geradeaus::ADV,тура,rett fram
830,vorwärts::ADV,ілгері,fram
831,vorwärts::ADV,ілгері,framover
832,rückwärts::ADV,артқа,baklengs
833,zurück::ADV,кейін қарай,tilbake
834,unten::ADV,төменде,nede
835,hinab::ADV,астына,ned
836,hinab::ADV,астына,nedover
837,hinab::ADV,төмен,ned
838,hinab::ADV,төмен,nedover
839,oben::ADV,жоғарыда,oppe
840,oben::ADV,жоғарыда,ovenpå
841,hinauf::ADV,өрге,opp
842,hinauf::ADV,өрге,oppover
843,überall::ADV,әрқайда,overalt
844,nicht::ADV,емес,ikke
845,ein wenig::ADV,азырақ,litt
846,ein wenig::ADV,аздаған,litt
847,ein wenig::ADV,азғантай,litt
848,kaum::ADV,зорға,neppe
849,sehr::ADV,орасан,svært
850,so::ADV,бұлай,så
851,so::ADV,былайша,så
852,noch::ADV,әлі,enda
853,nur::ADV,ғана,bare
854,schon::ADV,түге,alt
855,schon::ADV,түге,allerede
856,wieder::ADV,жаңа,igjen
857,wieder::ADV,қайта,igjen
858,wieder::ADV,жаңадан,igjen
859,vergebens::ADV,бекер,forgjeves
860,vor::PRP,алды,foran
861,vor::PRP,алды,utenfor
862,hinter::PRP,артынан,bak
863,hinter::PRP,артынан,bakom
864,unter::PRP,түп,under
865,unter::PRP,маңында,under
866,durch::PRP,арқылы,gjennom
867,durch::PRP,арқылы,igjennom
868,neben::PRP,іргеде,ved siden av
869,neben::PRP,жанында,ved siden av
870,zwischen::PRP,арада,mellom
871,wegen::PRP,үшін,på grunn av
872,dies::PRN,бұ,dette
873,dies::PRN,осы,dette
874,das::PRN,сол,det
875,alles::PRN,дүйім,alt
876,alles::PRN,күллі,alt
877,ich::PRN,мен,jeg
878,du::PRN,сен,du
879,er::PRN,ол,han
880,wir::PRN,біз,vi
881,ihr::PRN,сіз,dere
882,sie::PRN,олар,de
883,was::FPRN,не,hva
884,wer::FPRN,кім,hvem
885,wo::FADV,кәні,hvor
886,wo::FADV,қайда,hvor
887,wohin::FADV,қайда,hvor ... hen
888,wie::FADV,калай,hvordan
889,warum::FADV,неғып,hvorfor
890,wieviel::FNUM,неше,hvor mye
891,wieviel::FNUM,қанша,hvor mye
892,eins::NUM,бір,en
893,eins::NUM,бір,ett
894,zwei::NUM,екі,to
895,drei::NUM,үш,tre
896,vier::NUM,төрт,fire
897,fünf::NUM,бес,fem
898,sechs::NUM,алты,seks
899,sieben::NUM,жеті,sju
900,acht::NUM,сегіз,åtte
901,neun::NUM,тоғыз,ni
902,zehn::NUM,он,ti
903,elf::NUM,он бір,elleve
904,zwölf::NUM,он екі,tolv
905,zwanzig::NUM,жиырма,tjue
906,dreißig::NUM,отыз,tretti
907,vierzig::NUM,қырық,førti
908,fünfzig::NUM,елу,femti
909,sechzig::NUM,алпыс,seksti
910,siebzig::NUM,жетпіс,sytti
911,achtzig::NUM,сексен,åtti
912,neunzig::NUM,тоқсан,nitti
913,hundert::NUM,жүз,hundre
914,tausend::NUM,мың,tusen
915,und::CNJ,та,og
916,oder::CNJ,әлде,eller
917,oder::CNJ,немесе,eller
918,stehen::V,тұру,stå
919,sitzen::V,отыру,sitte
920,liegen::V,жату,ligge
921,hängen::V,ілу,henge
922,werden::V,болу,bli
923,werden::V,түрегелу,bli
924,passieren::V,болу,skje
925,passieren::V,болу,hende
926,beginnen::V,басталу,begynne
927,enden::V,ада болу,ende
928,enden::V,ада болу,slutte
929,wechseln::V,құбылу,veksle
930,wechseln::V,өзгеру,veksle
931,aufgehen[Sonne]::V,шығу,stå opp
932,untergehen[Sonne]::V,батыру,gå ned
933,scheinen[Sonne]::V,жылтырау,skinne
934,donnern::V,күркіреу,tordne
935,wehen::V,огып тур,blåse
936,strömen::V,сорғалау,strømme
937,fließen::V,ағу,flyte
938,sich drehen::V,айналу,dreie seg
939,schwanken::V,толықсу,svaie
940,schwingen::V,тербелу,svinge
941,fallen::V,құлау,falle
942,fallen::V,жығылу,falle
943,fallen::V,төмендеу,falle
944,brennen::V,жану,brenne
945,rauchen::V,түтету,ryke
946,regnen::V,жауу,regne
947,gefrieren::V,мұздай қату,fryse
948,gefrieren::V,мұз боп қату,fryse
949,tauen::V,жібу,tine
950,schmelzen::V,еру,smelte
951,trocknen::V,курау,tørre
952,sieden::V,қайнау,koke
953,faulen::V,иістену,råtne
954,verfaulen::V,шіру,råtne
955,reißen::V,жыртылу,briste
956,versinken::V,малтығу,synke
957,versinken::V,малтығу,synke ned
958,vergehen::V,өту,forløpe
959,erscheinen::V,көріну,synes
960,erscheinen::V,көрініп қалу,synes
961,verschwinden::V,ғайып_болу,forsvinne
962,sinken::V,ылдилау,synke
963,sinken::V,төмендеу,synke
964,abnehmen::V,кемітілу,avta
965,abnehmen::V,кемітілу,minske
966,zunehmen::V,көбею,tilta
967,steigen::V,қобу,stige
968,steigen::V,көтерілу,stige
969,steigen::V,жоғарылау,stige
970,wachsen::V,өсу,gro
971,wachsen::V,өсу,vokse
972,glänzen::V,жалтырау,skinne
973,funkeln::V,жарқырау,tindre
974,funkeln::V,нұрлану,tindre
975,funkeln::V,жылтылдау,tindre
976,lärmen::V,шулау,bråke
977,lärmen::V,шуылдау,bråke
978,läuten::V,қоңыраулату,ringe
979,klingeln::V,дыңғырлау,ringe
980,klirren::V,дыңылдату,klirre
981,brausen::V,тасу,bruse
982,rauschen::V,сусылдау,suse
983,rauschen::V,сыбдырлау,suse
984,klingen::V,дыбыс шығару,lyde
985,klingen::V,дыбыс шығару,klinge
986,bellen::V,үру,gjø
987,bellen::V,үру,bjeffe
988,heulen::V,ұлу,ule
989,blasen::V,үру,blåse
990,pfeifen::V,ысқыру,plystre
991,schreien::V,шыңғыру,skrike
992,schreien::V,айғайлау,skrike
993,schreien::V,байбайлау,skrike
994,schreien::V,бажалақтау,skrike
995,stöhnen::V,ыңырсу,stønne
996,stöhnen::V,ыңкылдау,stønne
997,zittern::V,қалш,dirre
998,zittern::V,қалш,skjelve
999,zittern::V,қалшылдату,dirre
1000,zittern::V,қалшылдату,skjelve
1001,leben::V,жасау,leve
1002,leben::V,күнелту,leve
1003,leben::V,күн көру,leve
1004,leben::V,тіршілік ету,leve
1005,geboren werden::V,туу,fødes
1006,atmen::V,дем алу,ånde
1007,atmen::V,дем алу,puste
1008,atmen::V,ауа жұту,ånde
1009,atmen::V,ауа жұту,puste
1010,trinken::V,ішу,drikke
1011,trinken::V,ұрттау,drikke
1012,essen::V,жеу,spise
1013,essen::V,тамақтану,spise
1014,schlucken::V,жұту,svelge
1015,müde werden::V,болдыру,bli trett
1016,einschlafen::V,үйыктап калу,sovne
1017,schlafen::V,ұйықтау,sove
1018,aufwachen::V,ояну,våkne
1019,aufstehen::V,ояну,stå opp
1020,sich erholen::V,тынығу,bli bra
1021,sich erholen::V,тынығу,komme seg
1022,krank werden::V,кеселдену,bli syk
1023,krank werden::V,сырқаттану,bli syk
1024,krank werden::V,ауырып қалу,bli syk
1025,krank werden::V,ауыра бастау,bli syk
1026,krank werden::V,кеселге ұшырау,bli syk
1027,krank werden::V,сырқаттанып қалу,bli syk
1028,krank sein::V,ауыру,være syk
1029,krank sein::V,сырқаттану,være syk
1030,schmerzen::V,ауырады,gjøre vondt
1031,husten::V,жөтелу,hoste
1032,genesen::V,айығу,komme seg
1033,sterben::V,өлу,dø
1034,sterben::V,қайтыс,dø
1035,sterben::V,жантапсыру,dø
1036,umkommen::V,өлу,omkomme
1037,umkommen::V,қаза табу,omkomme
1038,sich bewegen::V,жылжу,bevege seg
1039,sich rühren::V,қыбырлау,røre på seg
1040,sich erheben::V,тұру,reise seg
1041,sich setzen::V,отыру,sette sig
1042,hinfallen::V,жығылу,falle over ende
1043,laufen::V,жояу жүру,løpe
1044,schreiten::V,кадамдау,skride
1045,spazierengehen::V,қыдыру,spasere
1046,spazierengehen::V,қыдыру,gå en tur
1047,eilen::V,асығу,ile
1048,eilen::V,жеделдену,ile
1049,eilen::V,жедепдеу,ile
1050,sich beeilen::V,асығу,skynde seg
1051,sich beeilen::V,жеделдену,skynde seg
1052,sausen::V,заулау,suse
1053,rennen::V,жүгіру,løpe
1054,springen::V,секіру,hoppe
1055,springen::V,секіру,springe
1056,klettern::V,өрмелеп шығу,klatre
1057,schaukeln::V,тербелу,huske
1058,kriechen::V,еңбектеу,krype
1059,schwimmen::V,жүзу,svømme
1060,schwimmen::V,малту,svømme
1061,schwimmen::V,қалықтау,svømme
1062,tauchen::V,сүңгу,dykke
1063,rudern::V,есу,ro
1064,fahren::V,бару,kjøre
1065,fliegen::V,ұшу,fly
1066,gehen::V,бару,gå
1067,weggehen::V,кету,gå bort
1068,abfahren::V,жөнелу,reise
1069,anhalten::V,тоқтау,stanse
1070,hineingehen::V,кіру,gå inn
1071,eintreten::V,ену,tre inn
1072,kommen::V,жету,komme
1073,ankommen::V,келу,ankomme
1074,ankommen::V,келу,komme til
1075,zurückkommen::V,қайту,komme tilbake
1076,bleiben::V,қалу,bli
1077,bleiben::V,қалу,forbli
1078,warten::V,тосу,vente
1079,erwarten::V,күту,vente
1080,suchen::V,іздеу,søke
1081,finden::V,табу,finne
1082,versuchen::V,талпыну,prøve
1083,versuchen::V,талпыну,forsøke
1084,vorbereiten::V,әзірлеу,forberede
1085,lieben::V,сүю,elske
1086,mögen::V,жарату,like
1087,mögen::V,жақсы_көру,like
1088,lachen::V,күлу,le
1089,lachen::V,күлісу,le
1090,rühren::V,көңілін бұзу,røre
1091,weinen::V,жылау,gråte
1092,schimpfen::V,ақырып-бақыру,skjelle
1093,sich ärgern::V,ашулану,ergre seg
1094,sich fürchten::V,сескену,være redd
1095,fürchten::V,қауіптену,være redd for
1096,fürchten::V,сақсыну,være redd for
1097,fliehen::V,қашу,rømme
1098,fliehen::V,қашу,flykte
1099,fliehen::V,қашып кету,rømme
1100,fliehen::V,қашып кету,flykte
1101,flüchten::V,қашу,flykte
1102,flüchten::V,қашып кету,flykte
1103,sehen::V,көру,se
1104,anschauen::V,назар салу,se på
1105,anschauen::V,назар салу,betrakte
1106,ansehen::V,тамашалау,anse
1107,hören::V,есту,høre
1108,zuhören::V,тыңдау,tilhøre
1109,zuhören::V,құлақ қою,tilhøre
1110,probieren::V,тату,smake
1111,probieren::V,тату,smake på
1112,probieren::V,дәм тату,smake
1113,probieren::V,дәм тату,smake på
1114,riechen::V,иіскеу,lukte
1115,fühlen::V,сезу,føle
1116,fühlen::V,сезіну,føle
1117,scheinen::V,болып көріну,se ut
1118,zu sehen sein::V,көріну,synes
1119,vernehmen::V,есту,få vite
1120,vernehmen::V,есітіп қалу,få vite
1121,frieren::V,тоңу,fryse
1122,frieren::V,жаурау,fryse
1123,tun::V,ету,gjøre
1124,tun::V,істеу,gjøre
1125,können::V,білу,kunne
1126,wollen::V,қалау,ville
1127,anfangen::V,бастау,begynne
1128,beenden::V,бітіру,avslutte
1129,beenden::V,адақтау,avslutte
1130,beenden::V,тамамдау,avslutte
1131,beenden::V,аяқтап шығу,avslutte
1132,aufhören::V,доғару,slutte
1133,aufhören::V,доғару,holde opp
1134,gelingen::V,жолы түсу,lykkes
1135,geraten::V,калу,bli
1136,öffnen::V,ашу,åpne
1137,öffnen::V,ашып қою,åpne
1138,schließen::V,жабу,lukke
1139,schließen::V,жабу,stenge
1140,stellen::V,қою,stille
1141,stellen::V,қойдыру,stille
1142,setzen::V,отырғызу,sette
1143,legen::V,салу,legge
1144,legen::V,калау,legge
1145,berühren::V,тию,berøre
1146,verbinden::V,байлап алу,forbinde
1147,verbinden::V,сабақтастыру,forbinde
1148,bedecken::V,бүркеу,dekke
1149,aufhängen::V,ілу,henge
1150,aufhängen::V,ілу,henge opp
1151,aufhängen::V,асып қою,henge
1152,aufhängen::V,асып қою,henge opp
1153,anzünden::V,тұтату,tenne
1154,anzünden::V,тұтату,antenne
1155,anzünden::V,тұтату,tenne på
1156,aufheben::V,көтеру,løfte
1157,aufheben::V,көтеру,ta opp
1158,zurücklassen::V,қалдыру,slippe tilbake
1159,verlieren::V,жоғалту,miste
1160,fallen lassen::V,құлатып алу,droppe
1161,fallen lassen::V,құлатып алу,la falle
1162,fallen lassen::V,қолдан түсіріп алу,droppe
1163,fallen lassen::V,қолдан түсіріп алу,la falle
1164,machen::V,ету,lage
1165,machen::V,ету,gjøre
1166,machen::V,жасау,lage
1167,machen::V,жасау,gjøre
1168,machen::V,жасап шығару,lage
1169,machen::V,жасап шығару,gjøre
1170,herstellen::V,жасап шығару,fremstille
1171,bauen::V,тұрғызу,bygge
1172,reparieren::V,оңдау,reparere
1173,verbessern::V,дұрыстау,rette
1174,verbessern::V,дұрыстау,forbedre
1175,ändern::V,өзгерту,forandre
1176,graben::V,үңгу,grave
1177,beugen::V,буғу,bøye
1178,biegen::V,ию,bøye
1179,biegen::V,майыстыру,bøye
1180,drehen::V,айналдыру,dreie
1181,wenden::V,екінші жағын айналдыру,vende
1182,umdrehen::V,бұру,snu
1183,heben::V,көтеру,heve
1184,hochheben::V,жоғарылату,løfte
1185,hochheben::V,көтеру,løfte
1186,ergreifen::V,бас_салу,gripe
1187,ergreifen::V,бас_салу,få tak i
1188,ergreifen::V,шап_беріп_ұстап_алу,gripe
1189,ergreifen::V,шап_беріп_ұстап_алу,få tak i
1190,ergreifen::V,шап_беру,gripe
1191,ergreifen::V,шап_беру,få tak i
1192,ergreifen::V,шап_ете_түсу,gripe
1193,ergreifen::V,шап_ете_түсу,få tak i
1194,halten::V,тұту,holde
1195,halten::V,ұстау,holde
1196,drücken::V,басу,trykke
1197,schieben::V,итеру,skyve
1198,kratzen::V,қыру,klø
1199,kratzen::V,қыру,klore
1200,lecken::V,жалау,slikke
1201,beißen::V,қабу,bite
1202,beißen::V,тістеу,bite
1203,beißen::V,қауып алу,bite
1204,abreißen::V,үзу,rive av
1205,abschneiden::V,қырқу,skjære av
1206,binden::V,байланыстыру,binde
1207,binden::V,байлап_алу,binde
1208,binden::V,байластыру,binde
1209,binden::V,байлау,binde
1210,binden::V,буу,binde
1211,binden::V,матау,binde
1212,binden::V,сабақтастыру,binde
1213,binden::V,ұштастыру,binde
1214,stecken::V,сұғу,stikke
1215,brechen::V,сындыру,bryte
1216,brechen::V,сындыру,briste
1217,klopfen::V,қағу,banke
1218,hauen::V,соғу,hogge
1219,kleben::V,желімдеу,klistre
1220,reiben::V,үйкеу,gni
1221,streichen::V,сүйкеу,stryke
1222,schleifen::V,егеу,slipe
1223,schleifen::V,қайрау,slipe
1224,schleifen::V,егеулеу,slipe
1225,schneiden::V,кесу,klippe
1226,rütteln::V,қозғау,ruske
1227,rütteln::V,жұлмалау,ruske
1228,schütteln::V,дірілдету,riste
1229,schütteln::V,селкілдету,riste
1230,schwenken::V,бұлғау,svinge
1231,schwenken::V,сермеу,svinge
1232,schütten::V,құю,helle
1233,füllen::V,толтыру,fylle
1234,einwickeln::V,орау,vikle inn
1235,tragen::V,алып жүру,bære
1236,schleppen::V,тарту,slepe
1237,ziehen::V,тарту,dra
1238,ziehen::V,тарту,trekke
1239,aufbewahren::V,сақтау,oppbevare
1240,aufbewahren::V,сақтау,ta vare på
1241,werfen::V,лақтыру,kaste
1242,fangen::V,қармау,fange
1243,fangen::V,қағып алу,fange
1244,packen::V,шап беру,gripe
1245,packen::V,шап беру,gripe tak i
1246,packen::V,шап ете түсу,gripe
1247,packen::V,шап ете түсу,gripe tak i
1248,packen::V,шап беріп ұстап алу,gripe
1249,packen::V,шап беріп ұстап алу,gripe tak i
1250,verstecken::V,тығу,gjemme
1251,verstecken::V,жасыру,gjemme
1252,teilen::V,бөлу,dele
1253,schicken::V,жіберу,sende
1254,bringen::V,әкелу,bringe
1255,bringen::V,алып келу,bringe
1256,hinzufügen::V,қосу,tilføye
1257,hinzufügen::V,үстеу,tilføye
1258,bekommen::V,алу,få
1259,erhalten::V,алмақ,få
1260,nehmen::V,алу,ta
1261,nehmen::V,алмақ,ta
1262,wählen::V,таңдау,velge
1263,auswählen::V,екшеу,velge ut
1264,auswählen::V,саралау,velge ut
1265,auswählen::V,сұрыптау,velge ut
1266,auswählen::V,сайлап алу,velge ut
1267,bewahren::V,сақтау,bevare
1268,behindern::V,оралғы болу,hindre
1269,behindern::V,оралғы болу,forhindre
1270,verderben::V,бүлдіру,ødelegge
1271,beschädigen::V,бұзу,skade
1272,zerbrechen::V,уату,brekke i stykker
1273,zerreißen::V,жырту,rive i stykker
1274,zerstören::V,қирату,ødelegge
1275,zerstören::V,талқандау,ødelegge
1276,verbrennen::V,өртеу,brenne
1277,verbrennen::V,өртеу,brenne opp
1278,verbrennen::V,жандыру,brenne
1279,verbrennen::V,жандыру,brenne opp
1280,verbrennen::V,өртеп жіберу,brenne
1281,verbrennen::V,өртеп жіберу,brenne opp
1282,verbrennen::V,жандырып жіберу,brenne
1283,verbrennen::V,жандырып жіберу,brenne opp
1284,geben::V,беру,gi
1285,reichen::V,беру,rekke
1286,schenken::V,тарту,forære
1287,schenken::V,тарту,skjenke
1288,versprechen::V,уәде беру,love
1289,wünschen::V,тілеу,ønske
1290,loben::V,мақтау,rose
1291,loben::V,дәріптеу,rose
1292,küssen::V,сүю,kysse
1293,wiegen::V,тербеу,vogge
1294,zudecken::V,бүркеу,dekke til
1295,wecken::V,ояту,vekke
1296,zeigen::V,көрсету,vise
1297,führen::V,ерту,føre
1298,führen::V,жетектеу,føre
1299,lehren::V,оқыту,lære
1300,unterrichten::V,оқыту,undervise
1301,aufziehen::V,бағу,oppdra
1302,leiten::V,басқару,lede
1303,leiten::V,жетекшілік ету,lede
1304,antreiben::V,асықтыру,drive på
1305,lassen::V,-ткізу,få til å
1306,lassen::V,мәжбүр ету,få til å
1307,einladen::V,шақыру,be
1308,einladen::V,шақыру,invitere
1309,vereinigen::V,біріктіру,forene
1310,vereinigen::V,біріктіріп қою,forene
1311,besuchen::V,кіріп шығу,besøke
1312,besuchen::V,барып шығу,besøke
1313,treffen::V,кездесу,møte
1314,treffen::V,кездесу,treffe
1315,sich versammeln::V,топталу,forsamles
1316,spielen::V,ойнау,leke
1317,spielen::V,ойнау,spille
1318,singen::V,сайрау,synge
1319,tanzen::V,билеу,danse
1320,sich trennen::V,айрылысу,skilles
1321,verlassen::V,тастау,forlate
1322,retten::V,құтқару,redde
1323,bewachen::V,күзету,bevokte
1324,schützen::V,жақтау,verne
1325,schützen::V,жақтау,beskytte
1326,schützen::V,жақтасу,verne
1327,schützen::V,жақтасу,beskytte
1328,verteidigen::V,қорғау,forsvare
1329,sich schlagen::V,алысу,slåss
1330,schießen::V,ату,skyte
1331,siegen::V,жеңу,seire
1332,ärgern::V,ашуландыру,ergre
1333,schlagen::V,ұру,
1334,treten::V,тебу,sparke
1335,stechen::V,шаншу,stikke
1336,stoßen::V,түрту,støte
1337,stehlen::V,ұрлау,stjele
1338,stören::V,кесірлен,forstyrre
1339,belästigen::V,мазасын алу,plage
1340,belästigen::V,мазасын алу,sjenere
1341,verbergen::V,сездірмеу,gjemme
1342,täuschen::V,жалған айту,villede
1343,betrügen::V,алдау,bedra
1344,betrügen::V,алдап кету,bedra
1345,betrügen::V,ақымақ қылу,bedra
1346,töten::V,құрту,drepe
1347,töten::V,өлтіру,drepe
1348,wohnen::V,мекендеу,bo
1349,wohnen::V,өмір сүру,bo
1350,arbeiten::V,істеу,arbeide
1351,arbeiten::V,еңбектену,arbeide
1352,sammeln::V,жыю,samle
1353,pflücken::V,жұлу,plukke
1354,jagen::V,аулау,jage
1355,fischen::V,балык_аулау,fiske
1356,fassen::V,ұстау,fange
1357,hüten::V,жаю,vokte
1358,hüten::V,бағу,vokte
1359,treiben::V,айдау,drive
1360,anbinden::V,байлау,feste
1361,füttern::V,ас ішкізу,fore
1362,füttern::V,азықтандыру,fore
1363,füttern::V,қоректендіру,fore
1364,melken::V,сауу,melke
1365,hacken::V,турау,hakke
1366,gießen::V,суару,helle
1367,reifen::V,жетілу,modne
1368,zubereiten::V,даяр ету,lage
1369,zubereiten::V,даяр ету,tilberede
1370,kochen::V,асу,koke
1371,backen::V,пісіру,bake
1372,braten::V,қуыру,steke
1373,umrühren::V,былғалау,røre om
1374,umrühren::V,сапырылыстыру,røre om
1375,stricken::V,торлау,strikke
1376,stricken::V,тоқу,strikke
1377,nähen::V,тігу,sy
1378,färben::V,бояу,farge
1379,färben::V,сырлау,farge
1380,reinigen::V,аршу,rense
1381,reinigen::V,аршу,gjøre ren
1382,reinigen::V,тазалау,rense
1383,reinigen::V,тазалау,gjøre ren
1384,waschen::V,жуу,vaske
1385,abwischen::V,сүрту,tørke av
1386,spülen::V,шаю,spyle
1387,spülen::V,шаю,skylle
1388,fegen::V,сыпыру,feie
1389,kehren::V,сыпыру,koste
1390,baden::V,шомылу,bade
1391,sich waschen::V,жуыну,vaske seg
1392,ausziehen::V,шешу,ta av
1393,anziehen::V,кигізу,ta på
1394,sich anziehen::V,киіну,kle på seg
1395,kämmen::V,тарау,gre
1396,kämmen::V,тарау,kjemme
1397,schmücken::V,әсемдеу,pynte
1398,schmücken::V,әсемдеу,smykke
1399,schmücken::V,мәнерлеу,pynte
1400,schmücken::V,мәнерлеу,smykke
1401,schmücken::V,көріктендіру,pynte
1402,schmücken::V,көріктендіру,smykke
1403,sagen::V,деу,si
1404,sagen::V,айту,si
1405,sprechen::V,деу,snakke
1406,sprechen::V,айту,snakke
1407,reden::V,сөйлеу,tale
1408,reden::V,сөйлеу,snakke
1409,reden::V,сөйлесу,tale
1410,reden::V,сөйлесу,snakke
1411,reden::V,тіл қатысу,tale
1412,reden::V,тіл қатысу,snakke
1413,sich unterhalten::V,сұхбаттасу,samtale
1414,fragen::V,сұрау,spørre
1415,bitten::V,өтіну,be
1416,bitten::V,жалыну,be
1417,erzählen::V,айту,fortelle
1418,mitteilen::V,білдіру,meddele
1419,nennen::V,атау,kalle
1420,rufen::V,шақыру,rope
1421,prahlen::V,бөсу,skryte
1422,übersetzen::V,аудару,oversette
1423,denken::V,ойлау,tenke
1424,glauben::V,нану,tro
1425,glauben::V,илану,tro
1426,bemerken::V,аңғару,bemerke
1427,bemerken::V,аңғару,legge merke til
1428,erkennen::V,тану,gjenkjenne
1429,begreifen::V,ұғу,begripe
1430,begreifen::V,аңғарып алу,begripe
1431,verstehen::V,пайым,forstå
1432,verstehen::V,пайым,skjønne
1433,verstehen::V,түсіну,forstå
1434,verstehen::V,түсіну,skjønne
1435,lernen::V,оқу,lære
1436,wissen::V,хабардар болу,vite
1437,sich erinnern an::V,еске түсіру,huske på
1438,vergessen::V,ұмыту,glemme
1439,messen::V,өлшеу,måle
1440,zählen::V,санау,telle
1441,rechnen::V,санап шығару,regne
1442,rechnen::V,санап шығу,regne
1443,rechnen::V,санау,regne
1444,lesen::V,оқу,lese
1445,malen::V,сурет салу,male
1446,zeichnen::V,сурет салу,tegne
1447,schreiben::V,жазу,skrive
1448,besitzen::V,болу,eie
1449,besitzen::V,болу,inneha
1450,kaufen::V,алу,kjøpe
1451,kaufen::V,әперу,kjøpe
1452,verkaufen::V,сату,selge
1453,bezahlen::V,төлеу,betale
1454,bezahlen::V,ақы беру,betale
1455,bezahlen::V,ақы төлеу,betale
1456,zahlen::V,төлеу,betale
1457,beherrschen::V,билеу,beherske
1458,ertragen::V,төзу,orke
1459,ertragen::V,шыдау,orke
