,Concept_ID,ka,zh
760,vier::NUM,ოთხი,四
761,fünf::NUM,ხუთი,五
762,sechs::NUM,ექვსი,六
763,sieben::NUM,შვიდი,七
764,acht::NUM,რვა,八
765,neun::NUM,ცხრა,九
766,zehn::NUM,ათი,十
767,elf::NUM,თერთმეტი,十一
768,zwölf::NUM,თორმეტი,十二
769,zwanzig::NUM,ოცი,二十
770,dreißig::NUM,ოცდაათი,三十
771,vierzig::NUM,ორმოცი,四十
772,fünfzig::NUM,ორმოცდაათი,五十
773,sechzig::NUM,სამოცი,六十
774,siebzig::NUM,სამოცდაათი,七十
775,achtzig::NUM,ოთხმოცი,八十
776,neunzig::NUM,ოთხმოცდაათი,九十
777,hundert::NUM,ასი,百
778,tausend::NUM,ათასი,千
779,und::CNJ,და,和
780,oder::CNJ,ან,或者
781,stehen::V,დგას,站
782,sitzen::V,ზის,坐
783,liegen::V,აწევს,躺着
784,hängen::V,კიდია,挂着
785,werden::V,გახდება,成为
786,passieren::V,მოხდება,发生
787,beginnen::V,იწყება,开始
788,enden::V,გათავდება,终止
789,wechseln::V,იცვლება,变迁
790,aufgehen[Sonne]::V,ამოდის,升起
791,untergehen[Sonne]::V,ჩადის,下落
792,scheinen[Sonne]::V,ანათებს,照射
793,donnern::V,ქუხს,打雷
794,wehen::V,ქრის,飘扬
795,wehen::V,დაუბერავს,飘扬
796,strömen::V,იღვრება,流
797,fließen::V,დის,流动
798,fließen::V,მიედინება,流动
799,sich drehen::V,ტრიალებს,转动
800,schwanken::V,ირხევა,摇摆
801,schwingen::V,ირხევა,摇
802,fallen::V,დავარდება,坠落
803,brennen::V,იწვის,燃烧
804,rauchen::V,ბოლავს,冒烟
805,rauchen::V,აბოლებს,冒烟
806,regnen::V,წვიმს,下雨
807,gefrieren::V,იყინება,结冰
808,tauen::V,დნება,融化
809,schmelzen::V,დნება,溶化
810,trocknen::V,გაშრება,变干
811,sieden::V,დუღს,煮
812,faulen::V,ლპება,腐烂
813,verfaulen::V,ლპება,腐烂
814,reißen::V,დაიხევა,撕
815,versinken::V,ეფლობა,下沉
816,versinken::V,ჩაიძირება,下沉
817,vergehen::V,გადის,流逝
818,erscheinen::V,გამოჩნდება,出现
819,verschwinden::V,გააქრება,消失
820,verschwinden::V,დაიკარგება,消失
821,sinken::V,დაიწევს,下降
822,abnehmen::V,შემცირდება,减少
823,zunehmen::V,გასუქდება,增加
824,steigen::V,მოიმატებს,上升
825,wachsen::V,იზრდება,生长
826,wachsen::V,მრავლდება,生长
827,glänzen::V,ბრწყინავს,发光
828,funkeln::V,კაშკაშებს,闪烁
829,lärmen::V,ხმაურობს,吵闹
830,läuten::V,დარეკავს,响
831,klingeln::V,დარეკავს,按铃
832,klirren::V,დააწკარუნებს,
833,brausen::V,ბობოქრობს,疾驶
834,rauschen::V,შრიალებს,
835,klingen::V,ხმას გამოსცემს,听起来
836,bellen::V,უყეფს,吠
837,heulen::V,ღმუის,嗥
838,blasen::V,დაუბერავს,吹
839,pfeifen::V,უსტვენს,吹口哨
840,schreien::V,ყვირის,叫喊
841,stöhnen::V,კვნესის,呻吟
842,zittern::V,აძაგძაგებს,颤抖
843,leben::V,ცოცხლობს,生存
844,geboren werden::V,იშვება,出生
845,geboren werden::V,იბადება,出生
846,atmen::V,სუნთქავს,呼吸
847,trinken::V,სვამს,喝
848,trinken::V,დალევს,喝
849,essen::V,შეჭამს,吃
850,schlucken::V,ყლაპავს,咽
851,müde werden::V,დაიქანცება,疲倦
852,einschlafen::V,დაიძინებს,入睡
853,schlafen::V,სძინავს,睡觉
854,aufwachen::V,გაიღვიძებს,睡醒
855,aufstehen::V,ადგება,起床
856,sich erholen::V,დაისვენებს,休养
857,krank werden::V,ავად გახდება,生病
858,krank sein::V,ავადმყოფობს,生病
859,schmerzen::V,სტკივა,疼痛
860,husten::V,ახველებს,咳
861,genesen::V,მორჩება,痊愈
862,sterben::V,კვდება,死
863,umkommen::V,დაიღუპება,丧命
864,sich bewegen::V,იძვრის,移动
865,sich bewegen::V,მოძრაობს,移动
866,sich rühren::V,გაინძრევა,动弹
867,sich erheben::V,ადგება,站起
868,sich setzen::V,დაჯდება,坐
869,hinfallen::V,დაეცემა,跌倒
870,laufen::V,დადის,步行
871,schreiten::V,აბიჯებს,迈步
872,spazierengehen::V,დასეირნობს,散步
873,eilen::V,მიიჩქარის,急忙
874,sich beeilen::V,აჩქარდება,赶快
875,sausen::V,მიქრის,疾驰
876,rennen::V,დარბის,奔跑
877,springen::V,ხტის,跳
878,klettern::V,ძვრება,攀缘
879,schaukeln::V,ქანაობს,荡秋千
880,kriechen::V,დაბობღავს,爬行
881,schwimmen::V,ცურავს,游泳
882,tauchen::V,ჩაიძირება,潜水
883,rudern::V,ნიჩაბს უსვამს,划船
884,fahren::V,დადის,行驶
885,fahren::V,მგზავრობს,行驶
886,fliegen::V,იფრენს,飞
887,fliegen::V,გაფრინდება,飞
888,gehen::V,მიდის,走
889,weggehen::V,წამოდის,离去
890,abfahren::V,მიემგზავრება,出发
891,anhalten::V,ჩერდება,停住
892,hineingehen::V,შედის,进去
893,eintreten::V,შედის,进入
894,kommen::V,მოდის,来
895,ankommen::V,ჩადის,到达
896,zurückkommen::V,დაბრუნდება,回来
897,bleiben::V,დარჩება,停留
898,warten::V,ელოდება,等
899,erwarten::V,ელის,等候
900,erwarten::V,დაიცდის,等候
901,suchen::V,ეძებს,找
902,suchen::V,მოძებნის,找
903,finden::V,მიაგნებს,找到
904,finden::V,გამოძებნის,找到
905,versuchen::V,ცდის,尝试
906,versuchen::V,ცდილობს,尝试
907,vorbereiten::V,მოამზადებს,预备
908,lieben::V,უყვარს,爱
909,mögen::V,ეტრფის,喜欢
910,lachen::V,იცინის,笑
911,rühren::V,გულს აუჩუყებს,
912,weinen::V,ტირის,哭
913,schimpfen::V,შეიგინება,骂
914,sich ärgern::V,გაბრაზობს,生气
915,sich fürchten::V,შიშობს,害怕
916,fürchten::V,ფრთხილობს,害怕
917,fliehen::V,გაიქცევა,逃走
918,flüchten::V,გაიქცევა,逃跑
919,sehen::V,ხედავს,看
920,anschauen::V,ნახავს,注视
921,ansehen::V,უყურებს,注视
922,hören::V,ისმენს,听
923,zuhören::V,მოისმენს,倾听
924,probieren::V,გასინჯავს,尝
925,riechen::V,ყნოსავს,闻
926,fühlen::V,გრძნობს,感到
927,scheinen::V,ეჩვენება,照耀
928,zu sehen sein::V,მოჩანს,可以看到
929,vernehmen::V,გაიგებს,审讯
930,frieren::V,იყინება,觉得冷
931,tun::V,აკეთებს,作
932,können::V,შეიძლება,能
933,wollen::V,უნდა,要
934,anfangen::V,დაიწყებს,开始
935,beenden::V,ამთავრებს,结束
936,aufhören::V,შეწყვეტს,停止
937,gelingen::V,მოახერხებს,成功
938,geraten::V,გამოდის,陷于
939,öffnen::V,გახსნის,打开
940,schließen::V,ხურავს,关
941,schließen::V,დაკეტავს,关
942,stellen::V,დადგამს,放
943,setzen::V,დასვამს,放
944,legen::V,დადებს,摆
945,berühren::V,შეახებს,触
946,berühren::V,მიაკარებს,触
947,verbinden::V,შეაერთებს,联结
948,bedecken::V,გადააფარებს,覆盖
949,aufhängen::V,დაკიდებს,挂
950,anzünden::V,დაანთებს,点
951,anzünden::V,მოუკიდებს,点
952,aufheben::V,აიღებს,拾起
953,aufheben::V,აიყვანს,拾起
954,zurücklassen::V,დატოვებს,遗留
955,verlieren::V,დაკარგავს,丧失
956,fallen lassen::V,გაუვარდება,让掉下
957,machen::V,გააკეთებს,做
958,machen::V,გამოიწვევს,做
959,herstellen::V,დაამზადებს,生产
960,bauen::V,ააშენებს,建造
961,reparieren::V,შეაკეთებს,修理
962,reparieren::V,გაარემონტებს,修理
963,verbessern::V,გამოაკეთებს,改进
964,verbessern::V,გააუმჯობესებს,改进
965,ändern::V,შეცვლის,改变
966,graben::V,თხრის,挖
967,beugen::V,ხრის,弯下
968,biegen::V,გაღუნავს,弯
969,drehen::V,ატრიალებს,转动
970,wenden::V,მოაბრუნებს,转动
971,umdrehen::V,შეატრიალებს,转动
972,heben::V,ასწევს,举起
973,hochheben::V,აიყვანს,抬高
974,ergreifen::V,სტაცებს,抓住
975,halten::V,უჭირავს,拿着
976,drücken::V,დააწვება,压
977,schieben::V,მისწევს,推
978,kratzen::V,მოფხანს,搔
979,lecken::V,ლოკავს,舔
980,beißen::V,უკბენს,咬
981,abreißen::V,გლეჯს,撕下
982,abreißen::V,მოწყვეტს,撕下
983,abschneiden::V,გაჭრის,切断
984,binden::V,შეკრავს,捆
985,binden::V,გადააბამს,捆
986,stecken::V,ჩაასობს,插
987,brechen::V,მოიტეხს,断裂
988,klopfen::V,აკაკუნებს,敲
989,hauen::V,ლეწავს,揍
990,kleben::V,წებავს,粘
991,kleben::V,დააწებებს,粘
992,reiben::V,დაზელს,摩擦
993,streichen::V,უსვამს,涂
994,schleifen::V,ლესავს,拖曳
995,schneiden::V,გაჭრის,切
996,rütteln::V,არხევს,颠簸
997,schütteln::V,არყევს,摇动
998,schütteln::V,ანძრევს,摇动
999,schwenken::V,აქნევს,摇动
1000,schütten::V,ღვრის,倒
1001,schütten::V,დააქცევს,倒
1002,füllen::V,გაავსებს,填满
1003,einwickeln::V,შეახვევს,包
1004,tragen::V,მიიტანს,提
1005,schleppen::V,მიათრევს,扛
1006,ziehen::V,წევს,拉
1007,ziehen::V,ათრევს,拉
1008,aufbewahren::V,შეინახავს,保存
1009,werfen::V,ისვრის,扔
1010,fangen::V,დაიჭერს,捕捉
1011,packen::V,სტაცებს,抓住
1012,verstecken::V,მალავს,藏
1013,teilen::V,დაყოფს,分
1014,schicken::V,გაგზავნის,派遣
1015,bringen::V,მოიტანს,带来
1016,hinzufügen::V,დაამატებს,添加
1017,bekommen::V,ამოიღებს,得到
1018,erhalten::V,იღებს,接到
1019,nehmen::V,აიღებს,拿
1020,wählen::V,გადაარჩევს,挑选
1021,auswählen::V,ამოარჩევს,选择
1022,bewahren::V,ინარჩუნებს,保持
1023,behindern::V,აბრკოლებს,防碍
1024,behindern::V,გააძნელებს,防碍
1025,verderben::V,გააფუჭებს,败坏
1026,beschädigen::V,დააზიანებს,损坏
1027,zerbrechen::V,დაამტვრევს,破碎
1028,zerreißen::V,გახევს,撕碎
1029,zerstören::V,მოსპობს,毁坏
1030,zerstören::V,დაანგრევს,毁坏
1031,verbrennen::V,დაწვავს,燃烧
1032,geben::V,აძლევს,给
1033,reichen::V,მიაწოდებს,递给
1034,schenken::V,აჩუქებს,赠送
1035,versprechen::V,აღუთქვამს,许诺
1036,wünschen::V,უსურვებს,祝
1037,loben::V,აქებს,表扬
1038,loben::V,ამკობს,表扬
1039,küssen::V,აკოცებს,亲
1040,wiegen::V,არხევს,轻摇
1041,zudecken::V,გადახურავს,盖上
1042,wecken::V,გააღვიძებს,唤起
1043,zeigen::V,დაანახვებს,指
1044,führen::V,მიჰყავს,带领
1045,lehren::V,ასწავლის,教
1046,unterrichten::V,ასწავლის,讲课
1047,aufziehen::V,აღზრდის,抚养
1048,leiten::V,აწარმოებს,领导
1049,leiten::V,ხელმძღვანელობს,领导
1050,antreiben::V,დააჩქარებს,催促
1051,lassen::V,ა--ინებს,让
1052,einladen::V,მოიპატიჟებს,邀请
1053,vereinigen::V,შეაერთებს,统一
1054,besuchen::V,სანახავად მიდის,参观
1055,treffen::V,შეხვდება,会面
1056,sich versammeln::V,შეიკრიბება,聚集
1057,spielen::V,ეთამაშება,玩
1058,singen::V,მღერის,唱歌
1059,tanzen::V,ცეკვავს,跳舞
1060,sich trennen::V,მოშორდება,分别
1061,verlassen::V,მიატოვებს,离开
1062,retten::V,იხსნის,救
1063,retten::V,გადაარჩენს,救
1064,bewachen::V,დარაჯობს,守卫
1065,bewachen::V,უთვალთვალებს,守卫
1066,schützen::V,დაიფარავს,保护
1067,verteidigen::V,დაიცავს,保卫
1068,sich schlagen::V,იჩხუბებს,打架
1069,schießen::V,ისვრის,射击
1070,siegen::V,გაიმარჯვებს,获胜
1071,ärgern::V,აჯავრებს,激怒
1072,schlagen::V,ცემს,打
1073,treten::V,პანღურს ამოჰკრავს,踢
1074,stechen::V,სჩხვლეტს,刺
1075,stoßen::V,დაეჯახება,撞
1076,stehlen::V,ქურდობს,盗窃
1077,stehlen::V,მოიპარავს,盗窃
1078,stören::V,შეაწუხებს,干扰
1079,belästigen::V,მობეზრდება,打搅
1080,verbergen::V,დამალავს,隐藏
1081,täuschen::V,შეცდებს,欺骗
1082,betrügen::V,მოატყუებს,欺骗
1083,töten::V,მოკლავს,杀
1084,wohnen::V,ცხოვრობს,居住
1085,wohnen::V,ბინადრობს,居住
1086,arbeiten::V,მუშაობს,工作
1087,sammeln::V,შეკრებს,收集
1088,pflücken::V,კრეფს,采
1089,jagen::V,ნადირობს,打猎
1090,fischen::V,თევზაობს,捕鱼
1091,fassen::V,დააჭერს,捉住
1092,hüten::V,მწყემსავს,守护
1093,treiben::V,მიერეკება,漂
1094,anbinden::V,მიაბამს,拴
1095,füttern::V,აჭმევს,喂
1096,melken::V,წველის,挤奶
1097,hacken::V,კეპავს,剁细
1098,gießen::V,რწყავს,浇
1099,reifen::V,მწიფდება,成熟
1100,zubereiten::V,მოამზადებს,
1101,kochen::V,მოხარშავს,煮
1102,backen::V,გამოაცხობს,烤
1103,braten::V,შეწვავს,煎
1104,umrühren::V,შეურევს,搅拌
1105,umrühren::V,გათქვეფს,搅拌
1106,stricken::V,ქსოვს,织
1107,nähen::V,გაკერავს,缝
1108,färben::V,შეღებავს,染色
1109,reinigen::V,გაწმენდს,清洁
1110,reinigen::V,გასუფთავებს,清洁
1111,waschen::V,გარეცხავს,洗
1112,abwischen::V,წაშლის,擦掉
1113,spülen::V,გაავლებს,清洗
1114,fegen::V,დაბლანდავს,扫
1115,kehren::V,დაგვის,打扫
1116,baden::V,ბანაობს,给...洗澡
1117,sich waschen::V,იბანება,洗澡
1118,ausziehen::V,გაიხდის,脱
1119,anziehen::V,ჩაიცვამს,穿
1120,sich anziehen::V,ჩაიცვამს,穿衣
1121,kämmen::V,დავარცხნის,梳
1122,schmücken::V,მორთავს,装饰
1123,sagen::V,იტყვის,说
1124,sprechen::V,ლაპარაკობს,说
1125,reden::V,საუბრობს,讲
1126,sich unterhalten::V,ბაასობს,聊天
1127,sich unterhalten::V,მუსაიფობს,聊天
1128,fragen::V,ჰკითხავს,问
1129,bitten::V,სთხოვს,请
1130,erzählen::V,მოუთხრობს,叙述
1131,mitteilen::V,აუწყებს,通知
1132,mitteilen::V,აცნობებს,通知
1133,nennen::V,უწოდებს,叫做
1134,rufen::V,დაუძახებს,叫
1135,prahlen::V,ტრაბახობს,吹牛
1136,übersetzen::V,გადათარგმნის,翻译
1137,denken::V,ფიქრობს,想
1138,denken::V,აზროვნებს,想
1139,glauben::V,სჯერა,以为
1140,bemerken::V,შენიშვნავს,发觉
1141,erkennen::V,გამოიცნობს,识别
1142,begreifen::V,გაიგებს,理解
1143,verstehen::V,გაიგონებს,明白
1144,lernen::V,ისწავლის,学
1145,wissen::V,ეცოდინება,知道
1146,sich erinnern an::V,მოიგონებს,回忆
1147,sich erinnern an::V,გაიხსენებს,回忆
1148,vergessen::V,ივიწყებს,忘记
1149,messen::V,ზომავს,测量
1150,zählen::V,ითვლის,数
1151,rechnen::V,გაიანგარიშებს,计算
1152,lesen::V,კითხულობს,读
1153,malen::V,ხატავს,画
1154,zeichnen::V,ხაზავს,绘制
1155,schreiben::V,დაწერს,写
1156,besitzen::V,ექნება,占有
1157,kaufen::V,ყიდულობს,买
1158,verkaufen::V,გაყიდის,卖
1159,bezahlen::V,გადაიხდის,付钱
1160,zahlen::V,გადაიხდის,支付
1161,beherrschen::V,ფლობს,统治
1162,ertragen::V,მოითმენს,忍耐
