,Concept_ID,se,ar
185,Ellenbogen::N,kõõnjâr,كوع
186,Ellenbogen::N,карьнэль,كوع
187,Hand::N,gïete,يد
188,Hand::N,giehta,يد
189,Hand::N,giehta,يد
190,Hand::N,kietâ,يد
191,Hand::N,ǩiõtt,يد
192,Hand::N,кӣдт,يد
193,Handfläche::N,gïeten-låapoe,كف
194,Handfläche::N,giehtavuodo,كف
195,Handfläche::N,tjårmmåvuodo,كف
196,Handfläche::N,giehtaloahpu,كف
197,Handfläche::N,kiämád,كف
198,Handfläche::N,kuámmir,كف
199,Handfläche::N,kuä´m'mer,كف
200,Handfläche::N,ǩiõttǩeä´m'men,كف
201,Handfläche::N,ко̄а̄ллдэгк,كف
202,Handfläche::N,кӣдткоалдэгк,كف
203,Finger::N,soerme,إصبع
204,Finger::N,tjuvdde,إصبع
205,Finger::N,suorbma,إصبع
206,Finger::N,čuvde,إصبع
207,Finger::N,suor'mâ,إصبع
208,Finger::N,suõrmm,إصبع
209,Finger::N,це̄ххп,إصبع
210,Fingernagel::N,gadtse,ظفر
211,Fingernagel::N,guehpere,ظفر
212,Fingernagel::N,gadtsa,ظفر
213,Fingernagel::N,gazza,ظفر
214,Fingernagel::N,kozzâ,ظفر
215,Fingernagel::N,kõʒʒ,ظفر
216,Fingernagel::N,кэ̄ннц,ظفر
217,Nagel[Anatomie]::N,gadtse,ظفر
218,Nagel[Anatomie]::N,guehpere,ظفر
219,Nagel[Anatomie]::N,gadtsa,ظفر
220,Nagel[Anatomie]::N,gazza,ظفر
221,Nagel[Anatomie]::N,kozzâ,ظفر
222,Nagel[Anatomie]::N,kõʒʒ,ظفر
223,Nagel[Anatomie]::N,кэ̄ннц,ظفر
224,Zeh::N,tjiehtjere,إصبع القدم
225,Zeh::N,juolggetjuvdde,إصبع القدم
226,Zeh::N,juolgesuorbma,إصبع القدم
227,Zeh::N,jyel'gisuor'mâ,إصبع القدم
228,Zeh::N,jue´lǧǧsuõrmm,إصبع القدم
229,Zeh::N,ю̄лльк-це̄һп,إصبع القدم
230,Fuß::N,juelkie,قدم
231,Fuß::N,juolgge,قدم
232,Fuß::N,juolgi,قدم
233,Fuß::N,jyel'gi,قدم
234,Fuß::N,jue´lǧǧ,قدم
235,Fuß::N,ла̄бпь,قدم
236,Ferse::N,båetskie,كعب
237,Ferse::N,boasske,كعب
238,Ferse::N,šušmi,كعب
239,Ferse::N,šušme,كعب
240,Ferse::N,jue´lǧǧkädd,كعب
241,Ferse::N,ка̄ннт,كعب
242,Knie::N,boelve,ركبة
243,Knie::N,buolvva,ركبة
244,Knie::N,čibbi,ركبة
245,Knie::N,veaŋki,ركبة
246,Knie::N,iidâ,ركبة
247,Knie::N,puõlvv,ركبة
248,Knie::N,пуллв,ركبة
249,Oberschenkel::N,ruaksja,فخذ
250,Oberschenkel::N,tjibbe,فخذ
251,Oberschenkel::N,gassaváhkká,فخذ
252,Oberschenkel::N,badjeváhkáa,فخذ
253,Oberschenkel::N,čuár'bpeeḷi,فخذ
254,Oberschenkel::N,če´bb,فخذ
255,Oberschenkel::N,чуаррбе̄лль,فخذ
256,Bein::N,juelkie,ساق
257,Bein::N,juolgge,ساق
258,Bein::N,juolgi,ساق
259,Bein::N,jyel'gi,ساق
260,Bein::N,jue´lǧǧ,ساق
261,Bein::N,ю̄лльк,ساق
262,Körper::N,kråahpe,جسم
263,Körper::N,rumáj,جسم
264,Körper::N,rumaš,جسم
265,Körper::N,ruumâš,جسم
266,Körper::N,rå´pp,جسم
267,Körper::N,лышшьк,جسم
268,Körper::N,роаӈӈьк,جسم
269,Haut::N,njaltja,بشرة
270,Haut::N,lijkke,بشرة
271,Haut::N,tjuobma,بشرة
272,Haut::N,liiki,بشرة
273,Haut::N,liške,بشرة
274,Haut::N,le´šǩǩ,بشرة
275,Haut::N,лышшьк,بشرة
276,Blut::N,vïrre,دم
277,Blut::N,maelie,دم
278,Blut::N,varra,دم
279,Blut::N,varra,دم
280,Blut::N,vorrâ,دم
281,Blut::N,võrr,دم
282,Blut::N,вэ̄рр,دم
283,Ader::N,åerie,عرق
284,Ader::N,aajroe,عرق
285,Ader::N,suodna,عرق
286,Ader::N,varrasuotna,عرق
287,Ader::N,suoṇâ,عرق
288,Ader::N,suõnn,عرق
289,Ader::N,сӯнн,عرق
290,Sehne::N,soene,طنب
291,Sehne::N,gåårtenje,طنب
292,Sehne::N,suodna,طنب
293,Sehne::N,suotna,طنب
294,Sehne::N,suoṇâ,طنب
295,Sehne::N,suõnn,طنب
296,Sehne::N,сӯнн,طنب
297,Knochen::N,måara,عظم
298,Knochen::N,måaroe,عظم
299,Knochen::N,dákte,عظم
300,Knochen::N,dákti,عظم
301,Knochen::N,tähti,عظم
302,Knochen::N,tä´htt,عظم
303,Knochen::N,та̄ххт,عظم
304,Knochen::N,та̄ффьт,عظم
305,Gehirn::N,aajla,دماغ
306,Gehirn::N,vuojŋam,دماغ
307,Gehirn::N,vuoigŋašat,دماغ
308,Gehirn::N,vuoi'ŋâšeh,دماغ
309,Gehirn::N,vuo'ivâšneh,دماغ
310,Gehirn::N,vuõivâšn,دماغ
311,Gehirn::N,вуэййвэшна,دماغ
312,Herz::N,vaajmoe,قلب
313,Herz::N,tsåhke,قلب
314,Herz::N,váibmu,قلب
315,Herz::N,váimu,قلب
316,Herz::N,čââ´đ,قلب
317,Herz::N,кӯттҌк,قلب
318,Magen::N,tjåejjie,معدة
319,Magen::N,tjoajvve,معدة
320,Magen::N,čoavji,معدة
321,Magen::N,čuáv'ji,معدة
322,Magen::N,čåu´jj,معدة
323,Magen::N,чо̄ввьй,معدة
324,Leber::N,mueksie,كبد
325,Leber::N,librre,كبد
326,Leber::N,vuoivvas,كبد
327,Leber::N,vuoivâs,كبد
328,Leber::N,vuõivâs,كبد
329,Leber::N,вуйвас,كبد
330,Atem::N,voejngehtasse,نفس
331,Atem::N,båssånis,نفس
332,Atem::N,vuojŋadahka,نفس
333,Atem::N,vuoiŋŋahat,نفس
334,Atem::N,vuo'iŋâstim,نفس
335,Atem::N,jiõg'g,نفس
336,Atem::N,вӯйнас,نفس
337,Atem::N,вӯййнмушш,نفس
338,Hunger::N,nielkie,جوع
339,Hunger::N,nielgge,جوع
340,Hunger::N,nealgi,جوع
341,Hunger::N,nelgi,جوع
342,Hunger::N,neä´lǧǧ,جوع
343,Hunger::N,не̄лльк,جوع
344,Träne::N,gïknjele,دمعة
345,Träne::N,ganjál,دمعة
346,Träne::N,ganjal,دمعة
347,Träne::N,koonjâl,دمعة
348,Träne::N,kõõnjâl,دمعة
349,Träne::N,кэ̄нял,دمعة
350,Geschmack::N,aelmie,طعم
351,Geschmack::N,aelmie,مذاق
352,Geschmack::N,muosse,طعم
353,Geschmack::N,muosse,مذاق
354,Geschmack::N,smáhkka,طعم
355,Geschmack::N,smáhkka,مذاق
356,Geschmack::N,máhku,طعم
357,Geschmack::N,máhku,مذاق
358,Geschmack::N,smáhkka,طعم
359,Geschmack::N,smáhkka,مذاق
360,Geschmack::N,mááhu,طعم
361,Geschmack::N,mááhu,مذاق
362,Geschmack::N,smakkâ,طعم
363,Geschmack::N,smakkâ,مذاق
364,Geschmack::N,njõõd,طعم
365,Geschmack::N,njõõd,مذاق
366,Geschmack::N,smääkk,طعم
367,Geschmack::N,smääkk,مذاق
368,Geschmack::N,ня̄лльк,طعم
369,Geschmack::N,ня̄лльк,مذاق
370,Geruch::N,haaje,رائحة
371,Geruch::N,habjja,رائحة
372,Geruch::N,hádja,رائحة
373,Geruch::N,opsâ,رائحة
374,Geruch::N,haajâ,رائحة
375,Geruch::N,õpss,رائحة
376,Geruch::N,haajj,رائحة
377,Geruch::N,апс,رائحة
378,Geruch::N,лэ̄гк,رائحة
379,Schlaf::N,nahkerh,نوم
380,Schlaf::N,nahkerh,منام
381,Schlaf::N,nager,نوم
382,Schlaf::N,nager,منام
383,Schlaf::N,oados,نوم
384,Schlaf::N,oados,منام
385,Schlaf::N,nagir,نوم
386,Schlaf::N,nagir,منام
387,Schlaf::N,naṿer,نوم
388,Schlaf::N,naṿer,منام
389,Schlaf::N,nââ´er,نوم
390,Schlaf::N,nââ´er,منام
391,Schlaf::N,нагерь,نوم
392,Schlaf::N,нагерь,منام
393,Traum::N,nahkere,حلم
394,Traum::N,niehko,حلم
395,Traum::N,niehku,حلم
396,Traum::N,naṿer,حلم
397,Traum::N,nââ´er,حلم
398,Traum::N,нагерь,حلم
399,Himmel::N,elmie,سماء
400,Himmel::N,almme,سماء
401,Himmel::N,albmi,سماء
402,Himmel::N,alme,سماء
403,Himmel::N,â´lmm,سماء
404,Himmel::N,алльм,سماء
405,Sonne::N,biejjie,شمس
406,Sonne::N,bæjvásj,شمس
407,Sonne::N,beaivváš,شمس
408,Sonne::N,peivi,شمس
409,Sonne::N,piäiváš,شمس
410,Sonne::N,pei´vv,شمس
411,Sonne::N,пе̄ййв,شمس
412,Mond::N,aske,قمر
413,Mond::N,mánno,قمر
414,Mond::N,mánnu,قمر
415,Mond::N,máánu,قمر
416,Mond::N,mään,قمر
417,Mond::N,ма̄нн,قمر
418,Stern::N,daasta,نجم
419,Stern::N,daasta,كوكب
420,Stern::N,naestie,نجم
421,Stern::N,naestie,كوكب
422,Stern::N,násste,نجم
423,Stern::N,násste,كوكب
424,Stern::N,násti,نجم
425,Stern::N,násti,كوكب
426,Stern::N,täsni,نجم
427,Stern::N,täsni,كوكب
428,Stern::N,tä´snn,نجم
429,Stern::N,tä´snn,كوكب
430,Stern::N,та̄ссьт,نجم
431,Stern::N,та̄ссьт,كوكب
432,Luft::N,elmie,هواء
433,Luft::N,ájmmo,هواء
434,Luft::N,áibmu,هواء
435,Luft::N,áimu,هواء
436,Luft::N,šõŋŋ,هواء
437,Luft::N,вӯйнас,هواء
438,Wind::N,bïegke,ريح
439,Wind::N,biegga,ريح
440,Wind::N,biegga,ريح
441,Wind::N,pieg'gâ,ريح
442,Wind::N,piõg'g,ريح
443,Wind::N,пӣӈӈк,ريح
444,Welle::N,baaroe,موجة
445,Welle::N,bárro,موجة
446,Welle::N,bárru,موجة
447,Welle::N,pááṛu,موجة
448,Welle::N,päärr,موجة
449,Welle::N,нэ̄ммп,موجة
450,Wasser::N,tjaetsie,ماء
451,Wasser::N,tjáhtje,ماء
452,Wasser::N,čáhci,ماء
453,Wasser::N,čääci,ماء
454,Wasser::N,čää´cc,ماء
455,Wasser::N,ча̄дзь,ماء
456,Stein::N,gierkie,حجر
457,Stein::N,giergge,حجر
458,Stein::N,geađgi,حجر
459,Stein::N,keđgi,حجر
460,Stein::N,ǩeä´dǧǧ,حجر
461,Stein::N,ке̄ддҌк,حجر
462,Boden::N,betnie,تراب
463,Boden::N,ednam,تراب
464,Boden::N,bodni,تراب
465,Boden::N,vuođđu,تراب
466,Boden::N,ponne,تراب
467,Boden::N,vuáđ̣u,تراب
468,Boden::N,vuâđđ,تراب
469,Boden::N,лаввьн,تراب
470,Boden::N,е̄ммьне,تراب
471,Erde::N,jåarta,أرض
472,Erde::N,mueltie,أرض
473,Erde::N,ednam,أرض
474,Erde::N,mållde,أرض
475,Erde::N,eana,أرض
476,Erde::N,eennâm,أرض
477,Erde::N,mädd,أرض
478,Erde::N,jânnam,أرض
479,Erde::N,е̄ммьне,أرض
480,Staub::N,heblie,غبار
481,Staub::N,tsumhtsie,غبار
482,Staub::N,dubme,غبار
483,Staub::N,dopmu,غبار
484,Staub::N,kovjâ,غبار
485,Staub::N,põõ´l,غبار
486,Staub::N,кэ̄ббьй,غبار
487,Rauch::N,soeve,دخان
488,Rauch::N,suovva,دخان
489,Rauch::N,suovva,دخان
490,Rauch::N,suoṿâ,دخان
491,Rauch::N,suõvv,دخان
492,Rauch::N,сӯвв,دخان
493,Funke::N,naestie,شرارة
494,Funke::N,tjuonam,شرارة
495,Funke::N,čuotnan,شرارة
496,Funke::N,čuođâlm,شرارة
497,Funke::N,iiskâr,شرارة
498,Funke::N,čuõzzâm,شرارة
499,Funke::N,чӯссэм,شرارة
500,Feuer::N,dålle,نار
501,Feuer::N,dållå,نار
502,Feuer::N,dolla,نار
503,Feuer::N,tullâ,نار
504,Feuer::N,toll,نار
505,Feuer::N,то̄лл,نار
506,Licht::N,tjoevke,نور
507,Licht::N,tjoevke,ضوء
508,Licht::N,tjuovgga,نور
509,Licht::N,tjuovgga,ضوء
510,Licht::N,čuovga,نور
511,Licht::N,čuovga,ضوء
512,Licht::N,čuovggas,نور
513,Licht::N,čuovggas,ضوء
514,Licht::N,čuoṿâ,نور
515,Licht::N,čuoṿâ,ضوء
516,Licht::N,toll,نور
517,Licht::N,toll,ضوء
518,Licht::N,čuõvv,نور
519,Licht::N,čuõvv,ضوء
520,Licht::N,то̄лл,نور
521,Licht::N,то̄лл,ضوء
522,Schatten::N,skugkie,ظل
523,Schatten::N,skugkie,فيء
524,Schatten::N,soejvene,ظل
525,Schatten::N,soejvene,فيء
526,Schatten::N,irkes,ظل
527,Schatten::N,irkes,فيء
528,Schatten::N,sieges,ظل
529,Schatten::N,sieges,فيء
530,Schatten::N,itku,ظل
531,Schatten::N,itku,فيء
532,Schatten::N,suoivâ,ظل
533,Schatten::N,suoivâ,فيء
534,Schatten::N,õõtt,ظل
535,Schatten::N,õõtt,فيء
536,Schatten::N,ǩeeu´niǩ,ظل
537,Schatten::N,ǩeeu´niǩ,فيء
538,Schatten::N,кывьнэхь,ظل
539,Schatten::N,кывьнэхь,فيء
540,Wetter::N,vïerhtse,جو
541,Wetter::N,vïerhtse,طقس
542,Wetter::N,dálkke,جو
543,Wetter::N,dálkke,طقس
544,Wetter::N,dálki,جو
545,Wetter::N,dálki,طقس
546,Wetter::N,šoŋŋâ,جو
547,Wetter::N,šoŋŋâ,طقس
548,Wetter::N,šõŋŋ,جو
549,Wetter::N,šõŋŋ,طقس
550,Wetter::N,шэ̄ӈӈ,جو
551,Wetter::N,шэ̄ӈӈ,طقس
552,Nebel::N,såavla,ضباب
553,Nebel::N,mearhka,ضباب
554,Nebel::N,murkko,ضباب
555,Nebel::N,mierkká,ضباب
556,Nebel::N,mierká,ضباب
557,Nebel::N,miär'kká,ضباب
558,Nebel::N,oṃo,ضباب
559,Nebel::N,sue´lnn,ضباب
560,Nebel::N,цӣгк,ضباب
561,Nebel::N,сулльн,ضباب
562,Wolke::N,balve,غيمة
563,Wolke::N,balve,سحابة
564,Wolke::N,balvva,غيمة
565,Wolke::N,balvva,سحابة
566,Wolke::N,balva,غيمة
567,Wolke::N,balva,سحابة
568,Wolke::N,polvâ,غيمة
569,Wolke::N,polvâ,سحابة
570,Wolke::N,põlvv,غيمة
571,Wolke::N,põlvv,سحابة
572,Wolke::N,пэллв,غيمة
573,Wolke::N,пэллв,سحابة
574,Regen::N,ebrie,مطر
575,Regen::N,harvve,مطر
576,Regen::N,arvi,مطر
577,Regen::N,arve,مطر
578,Regen::N,â´brr,مطر
579,Regen::N,аббьр,مطر
580,Schnee::N,lopme,ثلج
581,Schnee::N,moehtege,ثلج
582,Schnee::N,muohta,ثلج
583,Schnee::N,muohta,ثلج
584,Schnee::N,muotâ,ثلج
585,Schnee::N,muõtt,ثلج
586,Schnee::N,вэ̄дз,ثلج
587,Schnee::N,куэллт,ثلج
588,Eis::N,jïenge,جليد
589,Eis::N,jiegŋa,جليد
590,Eis::N,jiekŋa,جليد
591,Eis::N,jieŋ̣â,جليد
592,Eis::N,jiõŋŋ,جليد
593,Eis::N,ӣӈӈ,جليد
594,Frost::N,baajkoe,صقيع
595,Frost::N,tjoasskem,صقيع
596,Frost::N,buolaš,صقيع
597,Frost::N,puolâš,صقيع
598,Frost::N,puõlâš,صقيع
599,Frost::N,мӯнь,صقيع
600,Kälte::N,jueskie,برد
601,Kälte::N,tjåetskeme,برد
602,Kälte::N,tjoasskem,برد
603,Kälte::N,čoaskin,برد
604,Kälte::N,ko'lmâsvuotâ,برد
605,Kälte::N,ijss,برد
606,Kälte::N,čuä´cǩǩem,برد
607,Kälte::N,tuârggnjõs,برد
608,Kälte::N,кэ̄лмас,برد
609,Hitze::N,baahke,حر
610,Hitze::N,baahke,حرارة
611,Hitze::N,báhkka,حر
612,Hitze::N,báhkka,حرارة
613,Hitze::N,báhkka,حر
614,Hitze::N,báhkka,حرارة
615,Hitze::N,pakkâ,حر
616,Hitze::N,pakkâ,حرارة
617,Hitze::N,kuṃe,حر
618,Hitze::N,kuṃe,حرارة
619,Hitze::N,paašt,حر
620,Hitze::N,paašt,حرارة
621,Hitze::N,жоарр,حر
622,Hitze::N,жоарр,حرارة
623,Raureif::N,jyjse,صقيع
624,Raureif::N,ridne,صقيع
625,Raureif::N,goarre,صقيع
626,Raureif::N,ritni,صقيع
627,Raureif::N,suhči,صقيع
628,Raureif::N,riṇe,صقيع
629,Raureif::N,ай,صقيع
630,Regenbogen::N,aatjan goengere,قوس قزح
631,Regenbogen::N,aatjan joekse,قوس قزح
632,Regenbogen::N,ádjájuoksa,قوس قزح
633,Regenbogen::N,arvedávgi,قوس قزح
634,Regenbogen::N,bajándávgi,قوس قزح
635,Regenbogen::N,äijihtävgi,قوس قزح
636,Regenbogen::N,teârmmazjohss,قوس قزح
637,Regenbogen::N,тӣрмесью̄ккс,قوس قزح
638,Donner::N,raejrie,رعد
639,Donner::N,átjek,رعد
640,Donner::N,átjárájdde,رعد
641,Donner::N,áddjá,رعد
642,Donner::N,baján,رعد
643,Donner::N,juuṛâ,رعد
644,Donner::N,tie´rmes,رعد
645,Donner::N,тӣрмесь,رعد
646,Donner::N,ча̄ркнэгк,رعد
647,Strömung::N,njuvvie,تيار
648,Strömung::N,ájggedáhpe,تيار
649,Strömung::N,rávdnji,تيار
650,Strömung::N,virde,تيار
651,Strömung::N,ve´rdd,تيار
652,Strömung::N,выррьт,تيار
653,Tropfen::N,gåajhkohts,قطرة
654,Tropfen::N,gåjkudis,قطرة
655,Tropfen::N,goaikkanas,قطرة
656,Tropfen::N,čalme,قطرة
657,Tropfen::N,čâ´lmm,قطرة
658,Tropfen::N,ча̄лльм,قطرة
659,Schaum::N,sapte,زبد
660,Schaum::N,sapte,رغوة
661,Schaum::N,såpptå,زبد
662,Schaum::N,såpptå,رغوة
663,Schaum::N,sokta,زبد
664,Schaum::N,sokta,رغوة
665,Schaum::N,suptâ,زبد
666,Schaum::N,suptâ,رغوة
667,Schaum::N,soptt,زبد
668,Schaum::N,soptt,رغوة
669,Schaum::N,со̄ппт,زبد
670,Schaum::N,со̄ппт,رغوة
671,Schmutz::N,haaskoe,وسخ
672,Schmutz::N,duolvva,وسخ
673,Schmutz::N,duolva,وسخ
674,Schmutz::N,durdi,وسخ
675,Schmutz::N,stänži,وسخ
676,Schmutz::N,sähss,وسخ
677,Schmutz::N,са̄ккьс,وسخ
678,Schmutz::N,не̄шшь,وسخ
679,See::N,jaevrie,بحيرة
680,See::N,jávrre,بحيرة
681,See::N,jávri,بحيرة
682,See::N,jävri,بحيرة
683,See::N,jâu´rr,بحيرة
684,See::N,я̄ввьр,بحيرة
685,Sumpf::N,pluevie,مستنقع
686,Sumpf::N,áhpe,مستنقع
687,Sumpf::N,sæmssa,مستنقع
688,Sumpf::N,jeaggi,مستنقع
689,Sumpf::N,jeggi,مستنقع
690,Sumpf::N,jeä´ǧ'ǧ,مستنقع
691,Sumpf::N,ла̄ммьп,مستنقع
692,Moor::N,pluevie,مستنقع
693,Moor::N,jiegge,مستنقع
694,Moor::N,suotnju,مستنقع
695,Moor::N,karrii,مستنقع
696,Moor::N,kä´rev,مستنقع
697,Moor::N,veättaǩ,مستنقع
698,Moor::N,ла̄ммьп,مستنقع
699,Wiese::N,ïentje,مرج
700,Wiese::N,giedde,مرج
701,Wiese::N,gieddi,مرج
702,Wiese::N,nijtto,مرج
703,Wiese::N,пуэшенҍ,مرج
704,Wald::N,skåake,غابة
705,Wald::N,skåajje,غابة
706,Wald::N,miehtsie,غابة
707,Wald::N,vuovdde,غابة
708,Wald::N,miehttse,غابة
709,Wald::N,vuovdi,غابة
710,Wald::N,meahcci,غابة
711,Wald::N,mecci,غابة
712,Wald::N,vyemi,غابة
713,Wald::N,vue´mm,غابة
714,Wald::N,meä´c'c,غابة
715,Wald::N,ля̄ммт,غابة
716,Hügel::N,deava,تل
717,Hügel::N,dievvá,تل
718,Hügel::N,dievvá,تل
719,Hügel::N,čummâ,تل
720,Hügel::N,pä´rcc,تل
721,Hügel::N,teä´rmm,تل
722,Hügel::N,ка̄ннҌт,تل
723,Anhöhe::N,deava,تل
724,Anhöhe::N,jalladahke,تل
725,Anhöhe::N,dievásj,تل
726,Anhöhe::N,aláš,تل
727,Anhöhe::N,luohkká,تل
728,Anhöhe::N,tiävá,تل
729,Anhöhe::N,poorááš,تل
730,Anhöhe::N,ču´lpp,تل
