,Concept_ID,fi,en
860,klingeln::V,soida,ring
861,klirren::V,kalista,tinkle
862,brausen::V,kohista,roar
863,rauschen::V,kohista,rustle
864,klingen::V,soida,sound
865,bellen::V,haukkua,bark
866,heulen::V,ulvoa,howl
867,blasen::V,puhaltaa,blow
868,pfeifen::V,viheltää,whistle
869,schreien::V,kirkua,shout
870,stöhnen::V,voihkia,groan
871,zittern::V,vapista,tremble
872,leben::V,elää,be alive
873,geboren werden::V,syntyä,be born
874,atmen::V,hengittää,breathe
875,trinken::V,juoda,drink
876,essen::V,syödä,eat
877,schlucken::V,niellä,swallow
878,müde werden::V,uupua,get tired
879,einschlafen::V,uinahtaa,fall asleep
880,schlafen::V,maata,sleep
881,schlafen::V,nukkua,sleep
882,aufwachen::V,herätä,wake up
883,aufstehen::V,nousta,get up
884,aufstehen::V,nousta ylös,get up
885,sich erholen::V,levätä,relax
886,krank werden::V,sairastua,fall ill
887,krank sein::V,potea,be ill
888,krank sein::V,sairastaa,be ill
889,schmerzen::V,särkeä,ache
890,schmerzen::V,kivistää,ache
891,husten::V,yskiä,cough
892,genesen::V,toipua,recover
893,sterben::V,kuolla,die
894,umkommen::V,saada surmansa,perish
895,umkommen::V,kuolla,perish
896,sich bewegen::V,liikkua,move
897,sich rühren::V,liikahtaa,budge
898,sich erheben::V,nousta,stand up
899,sich setzen::V,istuutua,sit down
900,hinfallen::V,kaatua,tumble
901,laufen::V,kävellä,walk
902,schreiten::V,astua,pace
903,schreiten::V,astella,pace
904,spazierengehen::V,kävellä,go for a walk
905,eilen::V,kiirehtiä,rush
906,sich beeilen::V,kiirehtiä,hurry
907,sich beeilen::V,olla kiireissään,hurry
908,sausen::V,rynnätä,dash
909,sausen::V,viilettää,dash
910,rennen::V,juosta,run
911,springen::V,hypätä,jump
912,klettern::V,kiivetä,climb
913,schaukeln::V,kiikkua,seesaw
914,kriechen::V,ryömiä,creep
915,schwimmen::V,uida,swim
916,tauchen::V,sukeltaa,dive
917,rudern::V,soutaa,row
918,fahren::V,ajaa,drive
919,fahren::V,kulkea,drive
920,fliegen::V,lentää,fly
921,gehen::V,käydä,go
922,weggehen::V,lähteä,go away
923,weggehen::V,poistua,go away
924,abfahren::V,lähteä,depart
925,anhalten::V,pysähtyä,stop
926,anhalten::V,seisahtua,stop
927,hineingehen::V,mennä sisään,go in
928,eintreten::V,astua sisään,enter
929,kommen::V,tulla,come
930,ankommen::V,saapua,arrive
931,zurückkommen::V,palata,come back
932,bleiben::V,jäädä,stay
933,bleiben::V,viipyä,stay
934,warten::V,odottaa,wait
935,erwarten::V,odottaa,wait for
936,suchen::V,etsiä,seek
937,suchen::V,etsiä,look for
938,finden::V,löytää,find
939,versuchen::V,yrittää,try
940,vorbereiten::V,valmistaa,prepare
941,lieben::V,pitää,love
942,lieben::V,rakastaa,love
943,mögen::V,pitää,like
944,mögen::V,tykätä,like
945,lachen::V,nauraa,laugh
946,rühren::V,liikuttaa,move
947,weinen::V,itkeä,weep
948,schimpfen::V,haukkua,grumble
949,sich ärgern::V,suuttua,be annoyed
950,sich fürchten::V,pelätä,be afraid
951,fürchten::V,pelätä,be afraid of
952,fliehen::V,paeta,flee
953,flüchten::V,paeta,escape
954,sehen::V,nähdä,see
955,anschauen::V,katsoa,look at
956,ansehen::V,katsoa,watch
957,hören::V,kuulla,hear
958,zuhören::V,kuunnella,listen
959,probieren::V,maistaa,taste
960,riechen::V,haistaa,smell
961,fühlen::V,tuntea,feel
962,scheinen::V,tuntua,seem
963,zu sehen sein::V,näkyä,show
964,vernehmen::V,kuulla,hear
965,frieren::V,palella,be cold
966,tun::V,tehdä,do
967,können::V,osata,can
968,wollen::V,tahtoa,want
969,anfangen::V,ruveta,start
970,anfangen::V,aloittaa,start
971,beenden::V,lopettaa,finish
972,aufhören::V,loppua,stop
973,gelingen::V,onnistua,succeed
974,geraten::V,sujua,turn out
975,geraten::V,joutua,turn out
976,öffnen::V,avata,open
977,öffnen::V,aukaista,open
978,schließen::V,sulkea,close
979,stellen::V,panna,put
980,stellen::V,asettaa,put
981,setzen::V,panna,place
982,setzen::V,istuttaa,place
983,legen::V,panna,lay
984,legen::V,asettaa,lay
985,berühren::V,koskea,touch
986,berühren::V,koskettaa,touch
987,verbinden::V,liittää,connect
988,verbinden::V,yhdistää,connect
989,bedecken::V,kattaa,cover
990,bedecken::V,peittää,cover
991,aufhängen::V,ripustaa,hang up
992,anzünden::V,sytyttää,light
993,aufheben::V,ylös nostaa,pick up
994,aufheben::V,nostaa,pick up
995,zurücklassen::V,jättää,leave
996,verlieren::V,kadottaa,lose
997,fallen lassen::V,pudottaa,drop
998,machen::V,tehdä,make
999,herstellen::V,tuottaa,produce
1000,herstellen::V,valmistaa,produce
1001,bauen::V,rakentaa,build
1002,reparieren::V,korjata,mend
1003,verbessern::V,parantaa,improve
1004,ändern::V,muuttaa,alter
1005,graben::V,kaivaa,dig
1006,beugen::V,taivuttaa,bow
1007,biegen::V,taivuttaa,bend
1008,drehen::V,kääntää,spin
1009,wenden::V,kääntää,turn
1010,umdrehen::V,kääntää,turn around
1011,heben::V,nostaa,raise
1012,heben::V,kohottaa,raise
1013,hochheben::V,nostaa,lift
1014,ergreifen::V,tarttua,seize
1015,halten::V,pitää,hold
1016,drücken::V,painaa,press
1017,drücken::V,puristaa,press
1018,schieben::V,työntää,push
1019,kratzen::V,raapia,scrape
1020,lecken::V,nuolla,lick
1021,beißen::V,purra,bite
1022,abreißen::V,repiä,tear off
1023,abschneiden::V,leikata poikki,cut off
1024,abschneiden::V,leikata,cut off
1025,binden::V,sitoa,tie
1026,stecken::V,pistää,stick
1027,brechen::V,murtaa,break
1028,klopfen::V,koputtaa,knock
1029,klopfen::V,kolkuttaa,knock
1030,hauen::V,lyödä,hit
1031,kleben::V,liimata,glue
1032,reiben::V,hieroa,rub
1033,reiben::V,hangata,rub
1034,streichen::V,sivellä,spread
1035,schleifen::V,hioa,grind
1036,schneiden::V,leikata,cut
1037,rütteln::V,ravistaa,jolt
1038,schütteln::V,pudistaa,shake
1039,schwenken::V,heiluttaa,swing
1040,schütten::V,kaataa,pour
1041,füllen::V,täyttää,fill
1042,einwickeln::V,kääriä,wrap
1043,tragen::V,kantaa,carry
1044,schleppen::V,raahata,drag
1045,ziehen::V,vetää,pull
1046,aufbewahren::V,säilyttää,keep
1047,werfen::V,viskata,throw
1048,fangen::V,napata,catch
1049,fangen::V,ottaa kiinni,catch
1050,packen::V,tarttua,grab
1051,verstecken::V,kätkeä,hide
1052,verstecken::V,piilottaa,hide
1053,teilen::V,jakaa,divide
1054,schicken::V,lähettää,send
1055,bringen::V,viedä,bring
1056,hinzufügen::V,lisätä,add
1057,bekommen::V,saada,get
1058,erhalten::V,saada,receive
1059,nehmen::V,ottaa,take
1060,wählen::V,valita,choose
1061,auswählen::V,valikoida,select
1062,bewahren::V,säilyttää,preserve
1063,behindern::V,estää,hinder
1064,verderben::V,pilata,spoil
1065,verderben::V,turmella,spoil
1066,beschädigen::V,vioittaa,damage
1067,beschädigen::V,vahingoittaa,damage
1068,zerbrechen::V,rikkoa,break
1069,zerreißen::V,repiä rikki,tear
1070,zerreißen::V,repiä palasiksi,tear
1071,zerstören::V,hävittää,destroy
1072,verbrennen::V,polttaa,burn
1073,geben::V,antaa,give
1074,reichen::V,ojentaa,hand
1075,schenken::V,lahjoittaa,give
1076,versprechen::V,luvata,promise
1077,wünschen::V,toivottaa,wish
1078,loben::V,ylistää,praise
1079,küssen::V,suudella,kiss
1080,wiegen::V,tuudittaa,rock
1081,wiegen::V,keinuttaa,rock
1082,zudecken::V,peittää,cover
1083,wecken::V,herättää,wake
1084,zeigen::V,näyttää,show
1085,zeigen::V,osoittaa,show
1086,führen::V,johdattaa,guide
1087,lehren::V,opettaa,teach
1088,unterrichten::V,opettaa,instruct
1089,aufziehen::V,kasvattaa,bring up
1090,leiten::V,johtaa,lead
1091,antreiben::V,hoputtaa,urge
1092,lassen::V,antaa,let
1093,einladen::V,kutsua,invite
1094,vereinigen::V,yhdistää,unite
1095,besuchen::V,vierailla,visit
1096,treffen::V,tavata,meet
1097,sich versammeln::V,kokoontua,assemble
1098,spielen::V,pelata,play
1099,spielen::V,leikkiä,play
1100,singen::V,laulaa,sing
1101,tanzen::V,tanssia,dance
1102,sich trennen::V,erota,separate
1103,verlassen::V,jättää,leave
1104,retten::V,pelastaa,rescue
1105,bewachen::V,vartioida,guard
1106,schützen::V,suojella,protect
1107,verteidigen::V,puolustaa,defend
1108,sich schlagen::V,tapella,brawl
1109,schießen::V,ampua,shoot
1110,siegen::V,voittaa,win
1111,ärgern::V,ärsyttää,annoy
1112,schlagen::V,lyödä,beat
1113,treten::V,potkaista,kick
1114,stechen::V,pistää,sting
1115,stoßen::V,sysätä,shove
1116,stoßen::V,työntää,shove
1117,stehlen::V,varastaa,steal
1118,stören::V,häiritä,disturb
1119,belästigen::V,häiritä,bother
1120,verbergen::V,kätkeä,conceal
1121,täuschen::V,harhauttaa,deceive
1122,betrügen::V,pettää,cheat
1123,betrügen::V,petkuttaa,cheat
1124,töten::V,tappaa,kill
1125,wohnen::V,asua,dwell
1126,arbeiten::V,tehdä työtä,work
1127,arbeiten::V,työskennellä,work
1128,sammeln::V,koota,gather
1129,sammeln::V,kerätä,gather
1130,pflücken::V,poimia,pick
1131,jagen::V,metsästää,hunt
1132,fischen::V,kalastaa,fish
1133,fassen::V,pyydystää,catch
1134,fassen::V,saalistaa,catch
1135,hüten::V,paimentaa,herd
1136,treiben::V,ajaa,drive
1137,anbinden::V,kytkeä,tie up
1138,füttern::V,ruokkia,feed
1139,melken::V,lypsää,milk
1140,hacken::V,hakata,chop
1141,gießen::V,kastella,water
1142,reifen::V,kypsyä,ripen
1143,zubereiten::V,valmistaa,cook
1144,kochen::V,keittää,boil
1145,backen::V,leipoa,bake
1146,braten::V,paistaa,fry
1147,umrühren::V,hämmentää,stir
1148,stricken::V,kutoa,knit
1149,stricken::V,neuloa,knit
1150,nähen::V,ommella,sew
1151,färben::V,värjätä,dye
1152,färben::V,värittää,dye
1153,reinigen::V,puhdistaa,clean
1154,waschen::V,pestä,wash
1155,abwischen::V,pyyhkiä,wipe
1156,spülen::V,huuhtoa,rinse
1157,fegen::V,pyyhkäistä,sweep
1158,kehren::V,lakaista,sweep
1159,baden::V,kylpeä,bath
1160,sich waschen::V,peseytyä,wash
1161,ausziehen::V,riisua,take off
1162,anziehen::V,pukea ylleen,put on
1163,sich anziehen::V,pukeutua,get dressed
1164,kämmen::V,kammata,comb
1165,schmücken::V,koristaa,decorate
1166,schmücken::V,kaunistaa,decorate
1167,sagen::V,sanoa,say
1168,sprechen::V,puhua,speak
1169,reden::V,keskustella,talk
1170,sich unterhalten::V,jutella,chat
1171,fragen::V,kysyä,ask
1172,bitten::V,pyytää,request
1173,erzählen::V,kertoa,tell
1174,mitteilen::V,ilmoittaa,convey
1175,nennen::V,kutsua,name
1176,nennen::V,nimittää,name
1177,rufen::V,kutsua,call
1178,prahlen::V,kerskailla,brag
1179,übersetzen::V,kääntää,translate
1180,denken::V,miettiä,think
1181,denken::V,ajatella,think
1182,glauben::V,uskoa,believe
1183,bemerken::V,huomata,notice
1184,erkennen::V,tunnistaa,recognize
1185,begreifen::V,ymmärtää,grasp
1186,verstehen::V,ymmärtää,understand
1187,lernen::V,oppia,learn
1188,wissen::V,tietää,know
1189,sich erinnern an::V,muistaa,remember
1190,vergessen::V,unohtaa,forget
1191,messen::V,mitata,measure
1192,zählen::V,laskea,count
1193,rechnen::V,laskea,calculate
1194,lesen::V,lukea,read
1195,malen::V,maalata,paint
1196,zeichnen::V,piirtää,draw
1197,zeichnen::V,piirustaa,draw
1198,schreiben::V,kirjoittaa,write
1199,besitzen::V,omistaa,own
1200,kaufen::V,ostaa,buy
1201,verkaufen::V,myydä,sell
1202,bezahlen::V,maksaa,pay for
1203,zahlen::V,maksaa,pay
1204,beherrschen::V,hallita,rule
1205,ertragen::V,kestää,endure
