,Concept_ID,he,nl
823,zwölf::NUM,שתים עשרה,twaalf
824,zwanzig::NUM,עשרים,twintig
825,dreißig::NUM,שלושים,dertig
826,vierzig::NUM,ארבעים,veertig
827,fünfzig::NUM,חמשים,vijftig
828,sechzig::NUM,ששים,zestig
829,siebzig::NUM,שבעים,zeventig
830,achtzig::NUM,שמונים,tachtig
831,neunzig::NUM,תשעים,negentig
832,hundert::NUM,מאה,honderd
833,tausend::NUM,אלף,duizend
834,und::CNJ,ו,en
835,oder::CNJ,או,of
836,stehen::V,עמד,staan
837,sitzen::V,ישב,zitten
838,liegen::V,שכב,liggen
839,hängen::V,היה תלוי,hangen
840,werden::V,הפך ל,worden
841,passieren::V,קרה,gebeuren
842,beginnen::V,התחיל,beginnen
843,enden::V,הסתים,eindigen
844,wechseln::V,השתנה,wijzigen
845,wechseln::V,השתנה,veranderen
846,aufgehen[Sonne]::V,זרח,opgaan
847,untergehen[Sonne]::V,שקע,ondergaan
848,scheinen[Sonne]::V,בהק,schijnen
849,donnern::V,רעם,donderen
850,wehen::V,נשב,waaien
851,strömen::V,זרם,stromen
852,fließen::V,זרם,vloeien
853,sich drehen::V,הסתובב,draaien
854,sich drehen::V,הסתובב,zich draaien
855,schwanken::V,התנודד,wankelen
856,schwingen::V,התנענע,zwieren
857,fallen::V,נפל,vallen
858,brennen::V,בער,branden
859,rauchen::V,עשן,roken
860,regnen::V,ירד גשם,regenen
861,gefrieren::V,קפא,bevriezen
862,tauen::V,נמס,dooien
863,schmelzen::V,התיך,smelten
864,trocknen::V,התיבש,drogen
865,sieden::V,רתח,koken
866,sieden::V,רתח,zieden
867,faulen::V,רקב,rotten
868,verfaulen::V,רקב,verrotten
869,reißen::V,נקרע,scheuren
870,versinken::V,טבע,verzinken
871,vergehen::V,עבר,vergaan
872,erscheinen::V,נגלה,opdagen
873,erscheinen::V,נגלה,verschijnen
874,erscheinen::V,הופיע,opdagen
875,erscheinen::V,הופיע,verschijnen
876,verschwinden::V,נעלם,verdwijnen
877,sinken::V,ירד,zinken
878,abnehmen::V,הפחית,afnemen
879,abnehmen::V,הפחית,verminderen
880,zunehmen::V,רבה,toenemen
881,steigen::V,עלה,stijgen
882,steigen::V,עלה,omhooggaan
883,wachsen::V,גדל,groeien
884,glänzen::V,נצץ,glanzen
885,glänzen::V,נצץ,schitteren
886,glänzen::V,בהק,glanzen
887,glänzen::V,בהק,schitteren
888,funkeln::V,נצנץ,fonkelen
889,lärmen::V,רעש,lawaai maken
890,läuten::V,צלצל,luiden
891,klingeln::V,צלצל,bellen
892,klirren::V,קרקש,rinkelen
893,brausen::V,געש,bruisen
894,rauschen::V,רשרש,ruisen
895,klingen::V,נשמע,klinken
896,bellen::V,נבח,blaffen
897,heulen::V,ילל,huilen
898,blasen::V,נשף,blazen
899,pfeifen::V,שרק,fluiten
900,schreien::V,צעק,gillen
901,schreien::V,צעק,schreeuwen
902,stöhnen::V,נאנק,steunen
903,zittern::V,רעד,beven
904,zittern::V,רעד,sidderen
905,leben::V,חי,leven
906,geboren werden::V,נולד,geboren worden
907,atmen::V,נשם,ademen
908,trinken::V,שתה,drinken
909,essen::V,אכל,eten
910,schlucken::V,בלע,slikken
911,müde werden::V,התעיף,moe worden
912,einschlafen::V,נרדם,inslapen
913,schlafen::V,ישן,slapen
914,aufwachen::V,התעורר,ontwaken
915,aufwachen::V,התעורר,wakker worden
916,aufstehen::V,קם,opstaan
917,sich erholen::V,נפש,zich ontspannen
918,krank werden::V,חלה,ziek worden
919,krank sein::V,היה חולה,ziek zijn
920,schmerzen::V,כאב,pijn doen
921,husten::V,השתעל,hoesten
922,genesen::V,הבריא,genezen
923,sterben::V,מת,sterven
924,sterben::V,מת,overlijden
925,umkommen::V,נספה,omkomen
926,sich bewegen::V,נע,zich bewegen
927,sich rühren::V,זז,zich verroeren
928,sich erheben::V,קם,oprijzen
929,sich erheben::V,קם,verrijzen
930,sich setzen::V,התישב,gaan zitten
931,hinfallen::V,נפל,vallen
932,hinfallen::V,נפל,neervallen
933,laufen::V,הלך ברגל,lopen
934,schreiten::V,פסע,stappen
935,schreiten::V,פסע,schrijden
936,spazierengehen::V,טיל,gaan wandelen
937,eilen::V,אץ,ijlen
938,eilen::V,אץ,haasten
939,eilen::V,מהר,ijlen
940,eilen::V,מהר,haasten
941,sich beeilen::V,מהר,zich haasten
942,sausen::V,אץ,stuiven
943,rennen::V,רץ,rennen
944,springen::V,קפץ,springen
945,klettern::V,טפס,klimmen
946,klettern::V,טפס,klauteren
947,schaukeln::V,התנדנד,schommelen
948,kriechen::V,זחל,kruipen
949,schwimmen::V,שחה,zwemmen
950,tauchen::V,צלל,duiken
951,rudern::V,חתר,roeien
952,fahren::V,נסע,rijden
953,fliegen::V,עף,vliegen
954,gehen::V,הלך,gaan
955,weggehen::V,עזב,weggaan
956,abfahren::V,יצא,vertrekken
957,anhalten::V,עצר,stoppen
958,anhalten::V,עצר,stilhouden
959,hineingehen::V,נכנס,ingaan
960,hineingehen::V,נכנס,binnengaan
961,eintreten::V,נכנס,binnenkomen
962,kommen::V,בא,komen
963,ankommen::V,הגיע,aankomen
964,zurückkommen::V,שב,terugkomen
965,zurückkommen::V,חזר,terugkomen
966,bleiben::V,נשאר,blijven
967,warten::V,חכה,wachten
968,warten::V,המתין,wachten
969,erwarten::V,צפה,verwachten
970,suchen::V,חפש,zoeken
971,finden::V,מצא,vinden
972,versuchen::V,נסה,proberen
973,versuchen::V,נסה,beproeven
974,vorbereiten::V,הכין,voorbereiden
975,lieben::V,אהב,houden van
976,mögen::V,אהב,lusten
977,mögen::V,אהב,houden van
978,lachen::V,צחק,lachen
979,rühren::V,נגע ללב,roeren
980,weinen::V,בכה,huilen
981,weinen::V,בכה,schreien
982,schimpfen::V,גער,kijven
983,schimpfen::V,גער,schelden
984,sich ärgern::V,זעם,zich ergeren
985,sich ärgern::V,כעס,zich ergeren
986,sich fürchten::V,פחד,bang zijn
987,sich fürchten::V,חשש,bang zijn
988,fürchten::V,פחד מ,vrezen
989,fürchten::V,חשש מ,vrezen
990,fliehen::V,ברח,vluchten
991,flüchten::V,נמלט,ontsnappen
992,flüchten::V,נמלט,ontkomen
993,sehen::V,ראה,zien
994,anschauen::V,הביט,aankijken
995,ansehen::V,התבונן,aanzien
996,ansehen::V,התבונן,bekijken
997,hören::V,שמע,horen
998,zuhören::V,הקשיב,luisteren
999,probieren::V,נסה,proeven
1000,riechen::V,הריח,ruiken
1001,fühlen::V,חש,voelen
1002,scheinen::V,נדמה,lijken
1003,zu sehen sein::V,נראה,te zien zijn
1004,vernehmen::V,נודע ל,vernemen
1005,frieren::V,קר ל,het koud hebben
1006,tun::V,פעל,doen
1007,können::V,יכל,kunnen
1008,wollen::V,רצה,willen
1009,anfangen::V,התחיל,beginnen
1010,anfangen::V,התחיל,aanvangen
1011,beenden::V,גמר,beëindigen
1012,aufhören::V,סים,ophouden
1013,gelingen::V,הצליח,lukken
1014,gelingen::V,הצליח,gelukken
1015,geraten::V,עלה,uitvallen
1016,öffnen::V,פתח,openen
1017,öffnen::V,פתח,opendoen
1018,schließen::V,סגר,sluiten
1019,schließen::V,סגר,dichtdoen
1020,stellen::V,העמיד,stellen
1021,stellen::V,העמיד,plaatsen
1022,setzen::V,הושיב,zetten
1023,setzen::V,הושיב,plaatsen
1024,legen::V,שם,leggen
1025,berühren::V,נגע,aanraken
1026,verbinden::V,קשר,verbinden
1027,bedecken::V,כסה,bedekken
1028,aufhängen::V,תלה,ophangen
1029,anzünden::V,הצית,aansteken
1030,aufheben::V,אסף,oprapen
1031,zurücklassen::V,השאיר,achterlaten
1032,verlieren::V,אבד,verliezen
1033,fallen lassen::V,שמט,laten vallen
1034,fallen lassen::V,הפיל,laten vallen
1035,machen::V,עשה,maken
1036,herstellen::V,יצר,produceren
1037,herstellen::V,יצר,voortbrengen
1038,bauen::V,בנה,bouwen
1039,reparieren::V,תקן,repareren
1040,reparieren::V,תקן,herstellen
1041,verbessern::V,שפר,verbeteren
1042,ändern::V,שנה,wijzigen
1043,ändern::V,שנה,veranderen
1044,graben::V,חפר,graven
1045,beugen::V,כפף,buigen
1046,biegen::V,כופף,buigen
1047,drehen::V,סובב,draaien
1048,wenden::V,הפך,keren
1049,wenden::V,הפך,wenden
1050,umdrehen::V,סובב,omdraaien
1051,heben::V,הרים,heffen
1052,heben::V,הרים,optillen
1053,hochheben::V,הרים,tillen
1054,ergreifen::V,אחז,pakken
1055,ergreifen::V,אחז,grijpen
1056,halten::V,החזיק,houden
1057,drücken::V,לחץ,drukken
1058,schieben::V,הזיז,duwen
1059,schieben::V,הזיז,schuiven
1060,kratzen::V,שרט,krassen
1061,kratzen::V,שפשף,krassen
1062,lecken::V,לקק,likken
1063,beißen::V,נשך,bijten
1064,abreißen::V,קרע,afrukken
1065,abreißen::V,קרע,afscheuren
1066,abschneiden::V,חתך,afsnijden
1067,binden::V,קשר,binden
1068,stecken::V,תקע,steken
1069,brechen::V,שבר,breken
1070,klopfen::V,נקש,kloppen
1071,hauen::V,הכה,houwen
1072,kleben::V,הדביק,plakken
1073,reiben::V,שפשף,wrijven
1074,streichen::V,מרח,smeren
1075,schleifen::V,השחיז,slijpen
1076,schneiden::V,גזר,snijden
1077,rütteln::V,נענע,schudden
1078,schütteln::V,נער,schudden
1079,schwenken::V,נופף,wuiven
1080,schwenken::V,נופף,zwaaien
1081,schwenken::V,טלטל,wuiven
1082,schwenken::V,טלטל,zwaaien
1083,schütten::V,שפך,gieten
1084,schütten::V,שפך,storten
1085,füllen::V,מלא,vullen
1086,einwickeln::V,עטף,inwikkelen
1087,tragen::V,נשא,dragen
1088,schleppen::V,סחב,slepen
1089,ziehen::V,משך,trekken
1090,aufbewahren::V,שמר,bewaren
1091,werfen::V,זרק,gooien
1092,fangen::V,תפס,vangen
1093,packen::V,אחז,pakken
1094,packen::V,אחז,vastpakken
1095,verstecken::V,החביא,verstoppen
1096,teilen::V,חלק,delen
1097,schicken::V,שלח,sturen
1098,bringen::V,הביא,brengen
1099,hinzufügen::V,הוסיף,toevoegen
1100,bekommen::V,תפס,verkrijgen
1101,erhalten::V,קבל,krijgen
1102,nehmen::V,אחז,nemen
1103,wählen::V,בחר,kiezen
1104,wählen::V,בחר,verkiezen
1105,auswählen::V,בחר ב,uitkiezen
1106,bewahren::V,קים,bewaren
1107,behindern::V,מנע,hinderen
1108,verderben::V,מנע,bederven
1109,beschädigen::V,הזיק,beschadigen
1110,zerbrechen::V,נשבר,breken
1111,zerbrechen::V,נשבר,stukbreken
1112,zerreißen::V,קרע,scheuren
1113,zerreißen::V,קרע,verscheuren
1114,zerstören::V,הרס,vernielen
1115,zerstören::V,השמיד,vernielen
1116,verbrennen::V,שרף,branden
1117,verbrennen::V,שרף,verbranden
1118,geben::V,נתן,geven
1119,reichen::V,העביר,reiken
1120,reichen::V,העביר,aanreiken
1121,schenken::V,נתן במתנה,schenken
1122,versprechen::V,הבטיח,beloven
1123,wünschen::V,אחל,wensen
1124,loben::V,שבח,loven
1125,loben::V,שבח,prijzen
1126,küssen::V,נשק,kussen
1127,wiegen::V,נדנד,wiegen
1128,zudecken::V,כסה,toedekken
1129,wecken::V,עורר,wekken
1130,zeigen::V,הראה,tonen
1131,zeigen::V,הראה,wijzen
1132,führen::V,הביא,voeren
1133,führen::V,הוביל,voeren
1134,lehren::V,למד,leren
1135,unterrichten::V,למד,onderwijzen
1136,aufziehen::V,רומם,grootbrengen
1137,leiten::V,נהל,leiden
1138,antreiben::V,המרץ,aandrijven
1139,lassen::V,נתן,laten
1140,einladen::V,הזמין,uitnodigen
1141,vereinigen::V,אחד,verenigen
1142,vereinigen::V,לכד,verenigen
1143,besuchen::V,בקר,bezoeken
1144,treffen::V,פגש,treffen
1145,treffen::V,פגש,ontmoeten
1146,sich versammeln::V,התאסף,zich verzamelen
1147,spielen::V,שחק,spelen
1148,singen::V,שר,zingen
1149,tanzen::V,רקד,dansen
1150,sich trennen::V,נפרד,van elkaar gaan
1151,verlassen::V,עזב,verlaten
1152,retten::V,הציל,redden
1153,bewachen::V,שמר,bewaken
1154,schützen::V,אבטח,beschermen
1155,verteidigen::V,הגן,verdedigen
1156,sich schlagen::V,התכתש,knokken
1157,schießen::V,ירה,schieten
1158,siegen::V,גבר,overwinnen
1159,siegen::V,נצח,overwinnen
1160,ärgern::V,עצבן,ergeren
1161,schlagen::V,הכה,slaan
1162,schlagen::V,הלקה,slaan
1163,treten::V,בעט,trappen
1164,treten::V,בעט,schoppen
1165,stechen::V,דקר,steken
1166,stechen::V,דקר,prikken
1167,stoßen::V,דחק,stoten
1168,stehlen::V,גנב,stelen
1169,stören::V,קטע,storen
1170,stören::V,קטע,verstoren
1171,stören::V,הפריע,storen
1172,stören::V,הפריע,verstoren
1173,belästigen::V,הציק,lastig vallen
1174,belästigen::V,הטריד,lastig vallen
1175,verbergen::V,הצניע,verbergen
1176,täuschen::V,שגע,misleiden
1177,betrügen::V,הונה,bedriegen
1178,töten::V,הרג,doden
1179,wohnen::V,גר,wonen
1180,arbeiten::V,עבד,werken
1181,sammeln::V,אסף,inzamelen
1182,sammeln::V,אסף,verzamelen
1183,pflücken::V,קטף,plukken
1184,jagen::V,צד,jagen
1185,fischen::V,דג,vissen
1186,fassen::V,תפס,vangen
1187,hüten::V,רעה,hoeden
1188,treiben::V,הוציא,drijven
1189,anbinden::V,קשר,vastbinden
1190,füttern::V,הלעיט,voeren
1191,melken::V,חלב,melken
1192,hacken::V,קצץ,hakken
1193,gießen::V,השקה,gieten
1194,reifen::V,בשל,rijpen
1195,zubereiten::V,הכין,klaarmaken
1196,zubereiten::V,הכין,toebereiden
1197,kochen::V,בשל,koken
1198,backen::V,אפה,bakken
1199,braten::V,צלה,braden
1200,braten::V,טגן,braden
1201,umrühren::V,ערבב,omroeren
1202,stricken::V,סרג,breien
1203,nähen::V,תפר,naaien
1204,färben::V,צבע,verven
1205,färben::V,צבע,kleuren
1206,reinigen::V,נקה,reinigen
1207,waschen::V,רחץ,wassen
1208,waschen::V,כבס,wassen
1209,abwischen::V,נגב,afvegen
1210,spülen::V,שטף,spoelen
1211,spülen::V,שטף,afwassen
1212,fegen::V,טאטא,vegen
1213,kehren::V,טאטא,vegen
1214,baden::V,טבל,baden
1215,baden::V,שחה,baden
1216,sich waschen::V,התרחץ,zich wassen
1217,ausziehen::V,הוריד,uittrekken
1218,anziehen::V,לבש,aantrekken
1219,sich anziehen::V,התלבש,zich aankleden
1220,kämmen::V,סרק,kammen
1221,schmücken::V,קשט,tooien
1222,sagen::V,אמר,zeggen
1223,sprechen::V,דבר,spreken
1224,reden::V,דבר,praten
1225,sich unterhalten::V,שוחח,zich onderhouden
1226,fragen::V,שאל,vragen
1227,bitten::V,בקש,vragen
1228,bitten::V,בקש,verzoeken
1229,erzählen::V,ספר,vertellen
1230,mitteilen::V,מסר,meedelen
1231,mitteilen::V,הודיע,meedelen
1232,nennen::V,קרא בשם,noemen
1233,rufen::V,גיס,roepen
1234,rufen::V,הזמין לבוא,roepen
1235,prahlen::V,התרברב,pralen
1236,übersetzen::V,תרגם,vertalen
1237,denken::V,חשב,denken
1238,glauben::V,האמין,geloven
1239,bemerken::V,הבחין,bemerken
1240,erkennen::V,זהה,herkennen
1241,begreifen::V,קלט,begrijpen
1242,begreifen::V,הבין,begrijpen
1243,verstehen::V,הבין,verstaan
1244,lernen::V,למד,leren
1245,wissen::V,ידע,weten
1246,sich erinnern an::V,זכר,zich herinneren aan
1247,vergessen::V,שכח,vergeten
1248,messen::V,מדד,meten
1249,zählen::V,ספר,tellen
1250,rechnen::V,חשב,rekenen
1251,lesen::V,קרא,lezen
1252,malen::V,ציר,schilderen
1253,zeichnen::V,שרטט,tekenen
1254,schreiben::V,כתב,schrijven
1255,besitzen::V,היה בעל של,bezitten
1256,kaufen::V,קנה,kopen
1257,kaufen::V,רכש,kopen
1258,verkaufen::V,מכר,verkopen
1259,bezahlen::V,שלם,betalen
1260,zahlen::V,שלם,betalen
1261,beherrschen::V,שלט,beheersen
1262,ertragen::V,סבל,verdragen
